"time","heater.mediums[1].h","heater.mediums[1].p","pipe.mediums[1].h","pipe.mediums[1].p","pipe.mediums[2].h","pipe.mediums[2].p","radiator.mediums[1].h","radiator.mediums[1].p","tank.level","tank.medium.h"
1206,299957.484232609,129994.530315303,300442.350597933,129992.293525413,302522.669041239,129969.960510671,98432.017191978,111131.068478242,0.999253255288625,86449.5458813379
1207.2,299957.497130652,129994.530371936,300440.296034502,129992.29358355,302513.845091929,129969.960435284,98431.3750317334,111131.067975194,0.999253278867667,86451.2368548639
1208.4,299957.510021581,129994.530428539,300438.250152399,129992.293641653,302505.049989155,129969.960360438,98430.7349685482,111131.067473906,0.999253302635876,86452.9272717546
1209.6,299957.522905407,129994.530485111,300436.212913169,129992.29369972,302496.283648791,129969.960286132,98430.0969973475,111131.066974373,0.999253326592569,86454.617132487
1210.8,299957.535782146,129994.530541654,300434.184278489,129992.293757754,302487.545986935,129969.960212362,98429.4611130841,111131.066476587,0.999253350737065,86456.3064375374
1212,299957.548651808,129994.530598168,300432.164210165,129992.293815752,302478.836919899,129969.960139126,98428.8273107383,111131.065980543,0.999253375068688,86457.9951873806
1213.2,299957.561514408,129994.530654651,300430.152670135,129992.293873717,302470.156364217,129969.960066422,98428.1955853183,111131.065486235,0.999253399586761,86459.6833824906
1214.4,299957.574369957,129994.530711105,300428.149620462,129992.293931647,302461.504236642,129969.959994247,98427.5659318601,111131.064993657,0.999253424290609,86461.3710233401
1215.6,299957.58721847,129994.530767529,300426.155023336,129992.293989543,302452.880454145,129969.959922599,98426.9383454276,111131.064502804,0.999253449179561,86463.0581104008
1216.8,299957.600059959,129994.530823924,300424.168841076,129992.294047405,302444.284933919,129969.959851475,98426.3128211131,111131.064013668,0.999253474252947,86464.7446441431
1218,299957.612894515,129994.53088029,300422.191768896,129992.294105233,302435.716860712,129969.959780915,98425.6889988202,111131.06352629,0.999253499509238,86466.4306268428
1219.2,299957.625722123,129994.530936626,300420.223510326,129992.294163027,302427.176411154,129969.959710903,98425.0669992667,111131.063040647,0.999253524948072,86468.1160583295
1220.4,299957.638542752,129994.530992933,300418.263623796,129992.294220788,302418.663907287,129969.959641411,98424.4470135947,111131.062556709,0.99925355056926,86469.800938074
1221.6,299957.651356417,129994.531049211,300416.312074144,129992.294278515,302410.17926515,129969.959572438,98423.8290360251,111131.06207447,0.999253576372137,86471.4852665474
1222.8,299957.664163128,129994.53110546,300414.368826363,129992.294336207,302401.722400973,129969.959503981,98423.2130607914,111131.061593924,0.99925360235604,86473.1690442197
1224,299957.6769629,129994.531161679,300412.433845596,129992.294393867,302393.293231171,129969.959436039,98422.5990821401,111131.061115066,0.999253628520308,86474.8522715601
1225.2,299957.689755744,129994.53121787,300410.507097137,129992.294451492,302384.891672349,129969.959368608,98421.9870943308,111131.060637889,0.999253654864283,86476.5349490363
1226.4,299957.702541674,129994.531274031,300408.588546429,129992.294509084,302376.517641297,129969.959301687,98421.3770916358,111131.060162389,0.999253681387308,86478.2170771156
1227.6,299957.715320703,129994.531330163,300406.678159063,129992.294566642,302368.171054996,129969.959235274,98420.7690683402,111131.059688559,0.999253708088727,86479.8986562638
1228.8,299957.728092843,129994.531386266,300404.775900781,129992.294624167,302359.851830611,129969.959169365,98420.1630187422,111131.059216393,0.999253734967888,86481.5796869459
1230,299957.740858108,129994.53144234,300402.88173747,129992.294681658,302351.559885499,129969.959103959,98419.5589371528,111131.058745887,0.999253762024139,86483.260169626
1231.2,299957.753616508,129994.531498385,300400.995635161,129992.294739116,302343.295137202,129969.959039054,98418.9568178957,111131.058277034,0.999253789256831,86484.9401047668
1232.4,299957.766368059,129994.531554402,300399.117560034,129992.294796541,302335.057503448,129969.958974648,98418.3566553078,111131.057809829,0.999253816665316,86486.6194928305
1233.6,299957.779112771,129994.531610389,300397.247478412,129992.294853932,302326.846902156,129969.958910738,98417.7584437386,111131.057344267,0.999253844248949,86488.2983342778
1234.8,299957.791850657,129994.531666348,300395.385356758,129992.29491129,302318.663251429,129969.958847322,98417.1621775505,111131.056880341,0.999253872007086,86489.9766295689
1236,299957.80458173,129994.531722278,300393.531161682,129992.294968615,302310.50646956,129969.958784397,98416.5678511189,111131.056418046,0.999253899939085,86491.6543791626
1237.2,299957.817306003,129994.531778179,300391.684859934,129992.295025907,302302.376475027,129969.958721963,98415.9754588318,111131.055957378,0.999253928044307,86493.3315835168
1238.4,299957.830023488,129994.531834052,300389.846418403,129992.295083166,302294.273186497,129969.958660016,98415.3849950904,111131.055498329,0.999253956322112,86495.0082430887
1239.6,299957.842734198,129994.531889896,300388.01580412,129992.295140392,302286.196522824,129969.958598554,98414.7964543084,111131.055040894,0.999253984771865,86496.6843583341
1240.8,299957.855438144,129994.531945712,300386.192984253,129992.295197585,302278.146403046,129969.958537576,98414.2098309125,111131.054585069,0.999254013392931,86498.359929708
1242,299957.86813534,129994.532001499,300384.377926109,129992.295254746,302270.122746393,129969.958477079,98413.6251193422,111131.054130848,0.999254042184677,86500.0349576645
1243.2,299957.880825797,129994.532057258,300382.570597131,129992.295311873,302262.125472278,129969.958417061,98413.04231405,111131.053678225,0.999254071146473,86501.7094426565
1244.4,299957.893509529,129994.532112989,300380.770964899,129992.295368968,302254.154500303,129969.95835752,98412.4614095009,111131.053227194,0.999254100277689,86503.3833851363
1245.6,299957.906186546,129994.532168691,300378.978997127,129992.295426031,302246.209750255,129969.958298454,98411.882400173,111131.052777751,0.999254129577699,86505.0567855547
1246.8,299957.918856863,129994.532224365,300377.194661665,129992.295483061,302238.291142109,129969.95823986,98411.3052805571,111131.05232989,0.999254159045876,86506.729644362
1248,299957.93152049,129994.53228001,300375.417926495,129992.295540058,302230.398596026,129969.958181737,98410.7300451569,111131.051883606,0.999254188681598,86508.4019620073
1249.2,299957.944177441,129994.532335628,300373.648759731,129992.295597023,302222.532032356,129969.958124083,98410.1566884888,111131.051438892,0.999254218484243,86510.0737389388
1250.4,299957.956827726,129994.532391217,300371.88712962,129992.295653955,302214.691371632,129969.958066895,98409.5852050821,111131.050995745,0.999254248453189,86511.7449756037
1251.6,299957.96947136,129994.532446778,300370.133004538,129992.295710855,302206.876534575,129969.958010171,98409.0155894787,111131.050554158,0.99925427858782,86513.4156724481
1252.8,299957.982108353,129994.532502312,300368.386352992,129992.295767723,302199.087442094,129969.95795391,98408.4478362337,111131.050114126,0.999254308887519,86515.0858299176
1254,299957.994738717,129994.532557817,300366.647143617,129992.295824559,302191.324015282,129969.95789811,98407.8819399146,111131.049675644,0.99925433935167,86516.7554484562
1255.2,299958.007362466,129994.532613294,300364.915345177,129992.295881363,302183.586175419,129969.957842767,98407.317895102,111131.049238706,0.999254369979662,86518.4245285076
1256.4,299958.019979611,129994.532668744,300363.190926561,129992.295938134,302175.873843972,129969.957787881,98406.7556963889,111131.048803308,0.999254400770883,86520.093070514
1257.6,299958.032590163,129994.532724165,300361.473856786,129992.295994874,302168.186942594,129969.957733449,98406.1953383816,111131.048369444,0.999254431724723,86521.7610749171
1258.8,299958.045194135,129994.532779559,300359.764104993,129992.296051581,302160.525393123,129969.95767947,98405.6368156987,111131.047937108,0.999254462840576,86523.4285421572
1260,299958.05779154,129994.532834925,300358.061640447,129992.296108257,302152.889117585,129969.957625941,98405.0801229718,111131.047506296,0.999254494117834,86525.0954726741
1261.2,299958.070382388,129994.532890263,300356.366432538,129992.2961649,302145.278038191,129969.95757286,98404.5252548454,111131.047077002,0.999254525555893,86526.7618669063
1262.4,299958.082966692,129994.532945574,300354.678450776,129992.296221513,302137.692077337,129969.957520225,98403.9722059765,111131.046649221,0.999254557154153,86528.4277252917
1263.6,299958.095544463,129994.533000857,300352.997664795,129992.296278093,302130.131157606,129969.957468035,98403.420971035,111131.046222949,0.99925458891201,86530.093048267
1264.8,299958.108115714,129994.533056112,300351.324044348,129992.296334642,302122.595201768,129969.957416287,98402.8715447034,111131.045798178,0.999254620828868,86531.757836268
1266,299958.120680457,129994.53311134,300349.657559308,129992.296391159,302115.084132776,129969.95736498,98402.3239216773,111131.045374906,0.999254652904127,86533.4220897298
1267.2,299958.133238702,129994.533166541,300347.998179668,129992.296447644,302107.59787377,129969.957314111,98401.7780966648,111131.044953126,0.999254685137193,86535.0858090862
1268.4,299958.145790462,129994.533221714,300346.345875536,129992.296504098,302100.136348078,129969.957263679,98401.2340643867,111131.044532833,0.999254717527472,86536.7489947705
1269.6,299958.158335749,129994.533276859,300344.70061714,129992.296560521,302092.699479208,129969.957213681,98400.6918195767,111131.044114022,0.999254750074372,86538.4116472147
1270.8,299958.170874575,129994.533331978,300343.062374822,129992.296616912,302085.28719086,129969.957164116,98400.1513569812,111131.043696688,0.999254782777302,86540.0737668501
1272,299958.18340695,129994.533387069,300341.431119041,129992.296673272,302077.899406915,129969.957114982,98399.6126713592,111131.043280826,0.999254815635672,86541.735354107
1273.2,299958.195932888,129994.533442132,300339.806820369,129992.296729601,302070.53605144,129969.957066277,98399.0757574826,111131.042866432,0.999254848648897,86543.3964094149
1274.4,299958.208452398,129994.533497169,300338.189449492,129992.296785898,302063.19704869,129969.957017999,98398.540610136,111131.042453499,0.999254881816391,86545.0569332022
1275.6,299958.220965494,129994.533552178,300336.578977206,129992.296842165,302055.882323102,129969.956970145,98398.0072241166,111131.042042022,0.999254915137569,86546.7169258965
1276.8,299958.233472186,129994.533607161,300334.975374423,129992.2968984,302048.5917993,129969.956922716,98397.4755942345,111131.041631998,0.99925494861185,86548.3763879246
1278,299958.245972486,129994.533662116,300333.378612162,129992.296954605,302041.325402093,129969.956875707,98396.9457153123,111131.04122342,0.999254982238653,86550.0353197123
1279.2,299958.258466406,129994.533717044,300331.788661553,129992.297010778,302034.083056475,129969.956829118,98396.4175821855,111131.040816284,0.9992550160174,86551.6937216844
1280.4,299958.270953956,129994.533771945,300330.205493835,129992.29706692,302026.864687625,129969.956782947,98395.8911897023,111131.040410585,0.999255049947512,86553.3515942649
1281.6,299958.28343515,129994.53382682,300328.629080355,129992.297123032,302019.670220906,129969.956737191,98395.3665327234,111131.040006318,0.999255084028416,86555.0089378769
1282.8,299958.295909997,129994.533881667,300327.059392565,129992.297179113,302012.499581868,129969.956691849,98394.8436061224,111131.039603477,0.999255118259535,86556.6657529427
1284,299958.30837851,129994.533936488,300325.496402026,129992.297235163,302005.352696243,129969.95664692,98394.3224047856,111131.039202059,0.999255152640299,86558.3220398836
1285.2,299958.3208407,129994.533991282,300323.940080402,129992.297291183,301998.229489952,129969.956602401,98393.8029236118,111131.038802057,0.999255187170137,86559.9777991199
1286.4,299958.333296578,129994.534046049,300322.390399462,129992.297347172,301991.129889095,129969.95655829,98393.2851575127,111131.038403467,0.999255221848479,86561.6330310714
1287.6,299958.345746155,129994.534100789,300320.847331079,129992.29740313,301984.053819963,129969.956514586,98392.7691014125,111131.038006285,0.999255256674757,86563.2877361565
1288.8,299958.358189443,129994.534155503,300319.310847228,129992.297459058,301977.001209027,129969.956471286,98392.2547502481,111131.037610505,0.999255291648408,86564.9419147933
1290,299958.370626453,129994.53421019,300317.780919985,129992.297514955,301969.971982944,129969.95642839,98391.7420989694,111131.037216122,0.999255326768864,86566.5955673985
1291.2,299958.383057197,129994.53426485,300316.257521526,129992.297570822,301962.966068555,129969.956385895,98391.2311425384,111131.036823132,0.999255362035565,86568.2486943882
1292.4,299958.395481685,129994.534319484,300314.74062413,129992.297626659,301955.983392887,129969.9563438,98390.7218759303,111131.036431529,0.999255397447949,86569.9012961776
1293.6,299958.407899929,129994.534374092,300313.23020017,129992.297682465,301949.02388315,129969.956302102,98390.2142941326,111131.03604131,0.999255433005457,86571.553373181
1294.8,299958.420311939,129994.534428673,300311.726222121,129992.297738242,301942.087466739,129969.9562608,98389.7083921457,111131.035652468,0.99925546870753,86573.2049258119
1296,299958.432717728,129994.534483228,300310.228662553,129992.297793988,301935.174071232,129969.956219892,98389.2041649824,111131.035265,0.999255504553612,86574.8559544828
1297.2,299958.445117306,129994.534537756,300308.737494132,129992.297849704,301928.283624392,129969.956179376,98388.7016076684,111131.0348789,0.999255540543148,86576.5064596056
1298.4,299958.457510684,129994.534592258,300307.252689621,129992.29790539,301921.416054167,129969.956139252,98388.2007152419,111131.034494163,0.999255576675585,86578.1564415909
1299.6,299958.469897874,129994.534646734,300305.774221874,129992.297961046,301914.571288687,129969.956099516,98387.7014827538,111131.034110786,0.999255612950371,86579.805900849
1300.8,299958.482278886,129994.534701183,300304.302063841,129992.298016672,301907.749256269,129969.956060167,98387.2039052676,111131.033728763,0.999255649366956,86581.4548377889
1302,299958.494653731,129994.534755607,300302.836188565,129992.298072268,301900.94988541,129969.956021204,98386.7079778594,111131.033348089,0.999255685924792,86583.103252819
1303.2,299958.507022392,129994.534810004,300301.376630499,129992.298127834,301894.173226263,129969.955982625,98386.2136724756,111131.032968775,0.999255722624417,86584.7511459945
1304.4,299958.519384801,129994.534864374,300299.923535162,129992.29818337,301887.419548981,129969.95594443,98385.7209191938,111131.032590859,0.99925575946834,86586.3985167325
1305.6,299958.531741069,129994.534918719,300298.476659298,129992.298238876,301880.688353627,129969.955906616,98385.229794861,111131.032214283,0.999255796452177,86588.0453666827
1306.8,299958.544091206,129994.534973037,300297.035976804,129992.298294352,301873.979570413,129969.95586918,98384.7402944171,111131.031839041,0.999255833575396,86589.6916962472
1308,299958.556435222,129994.53502733,300295.601461673,129992.298349799,301867.293129752,129969.955832122,98384.252412812,111131.03146513,0.999255870837465,86591.3375058272
1309.2,299958.568773129,129994.535081596,300294.173087991,129992.298405216,301860.628962255,129969.955795438,98383.766145005,111131.031092545,0.999255908237853,86592.9827958231
1310.4,299958.581104936,129994.535135837,300292.75082994,129992.298460603,301853.986998734,129969.955759129,98383.2814859654,111131.030721281,0.999255945776031,86594.6275666343
1311.6,299958.593430655,129994.535190052,300291.334661794,129992.298515961,301847.367170198,129969.955723191,98382.7984306715,111131.030351334,0.999255983451472,86596.2718186596
1312.8,299958.605750296,129994.53524424,300289.92455792,129992.29857129,301840.769407856,129969.955687624,98382.3169741119,111131.029982699,0.99925602126365,86597.9155522965
1314,299958.61806387,129994.535298403,300288.520492775,129992.298626589,301834.193643116,129969.955652426,98381.8371112842,111131.029615372,0.99925605921204,86599.5587679421
1315.2,299958.630371386,129994.535352541,300287.122440908,129992.298681859,301827.639807585,129969.955617594,98381.3588371959,111131.029249349,0.999256097296122,86601.2014659923
1316.4,299958.642672856,129994.535406652,300285.730376957,129992.2987371,301821.107833071,129969.955583128,98380.8821468638,111131.028884624,0.999256135515373,86602.8436468422
1317.6,299958.654968289,129994.535460738,300284.344275649,129992.298792311,301814.597651579,129969.955549026,98380.4070353143,111131.028521194,0.999256173869275,86604.4853108863
1318.8,299958.667257697,129994.535514799,300282.964111799,129992.298847493,301808.109195314,129969.955515285,98379.9334975832,111131.028159055,0.99925621235731,86606.1264585178
1320,299958.679541089,129994.535568833,300281.589860309,129992.298902646,301801.642396681,129969.955481905,98379.461528716,111131.027798201,0.999256250978961,86607.7670901294
1321.2,299958.691818476,129994.535622843,300280.221496166,129992.298957771,301795.197188286,129969.955448884,98378.9911237672,111131.027438628,0.999256289733715,86609.4072061128
1322.4,299958.704089868,129994.535676826,300278.858994445,129992.299012865,301788.77350293,129969.95541622,98378.522277801,111131.027080332,0.99925632862106,86611.0468068588
1323.6,299958.716355275,129994.535730785,300277.502330304,129992.299067932,301782.371273619,129969.955383911,98378.0549858909,111131.026723309,0.999256367640482,86612.6858927575
1324.8,299958.728614708,129994.535784717,300276.151478984,129992.299122969,301775.990433554,129969.955351957,98377.5892431197,111131.026367554,0.999256406791473,86614.3244641981
1326,299958.740868177,129994.535838625,300274.80641581,129992.299177977,301769.630916139,129969.955320355,98377.1250445796,111131.026013063,0.999256446073524,86615.9625215689
1327.2,299958.753115691,129994.535892507,300273.467116189,129992.299232956,301763.292654975,129969.955289103,98376.6623853721,111131.025659832,0.99925648548613,86617.6000652574
1328.4,299958.765357262,129994.535946364,300272.133555609,129992.299287907,301756.975583865,129969.955258201,98376.2012606078,111131.025307855,0.999256525028785,86619.2370956503
1329.6,299958.777592899,129994.536000195,300270.805709637,129992.299342829,301750.679636811,129969.955227646,98375.7416654069,111131.02495713,0.999256564700985,86620.8736131333
1330.8,299958.789822612,129994.536054001,300269.483553921,129992.299397722,301744.404748013,129969.955197437,98375.2835948984,111131.024607652,0.999256604502228,86622.5096180915
1332,299958.802046411,129994.536107782,300268.167064187,129992.299452587,301738.150851875,129969.955167573,98374.827044221,111131.024259416,0.999256644432015,86624.1451109091
1333.2,299958.814264307,129994.536161538,300266.856216238,129992.299507423,301731.917882996,129969.955138051,98374.3720085221,111131.023912418,0.999256684489847,86625.7800919693
1334.4,299958.826476309,129994.536215269,300265.550985955,129992.299562231,301725.705776179,129969.955108871,98373.9184829586,111131.023566655,0.999256724675226,86627.4145616546
1335.6,299958.838682427,129994.536268975,300264.251349295,129992.29961701,301719.514466424,129969.95508003,98373.4664626964,111131.023222121,0.999256764987656,86629.0485203467
1336.8,299958.850882671,129994.536322656,300262.957282289,129992.29967176,301713.343888933,129969.955051527,98373.0159429104,111131.022878813,0.999256805426643,86630.6819684264
1338,299958.863077052,129994.536376312,300261.668761042,129992.299726483,301707.193979108,129969.955023361,98372.5669187848,111131.022536726,0.999256845991695,86632.3149062739
1339.2,299958.875265579,129994.536429942,300260.385761734,129992.299781177,301701.06467255,129969.95499553,98372.1193855128,111131.022195856,0.999256886682319,86633.9473342683
1340.4,299958.887448261,129994.536483548,300259.108260617,129992.299835843,301694.95590506,129969.954968032,98371.6733382965,111131.021856199,0.999256927498028,86635.5792527881
1341.6,299958.899625109,129994.536537129,300257.836234015,129992.29989048,301688.867612641,129969.954940866,98371.2287723473,111131.021517752,0.999256968438332,86637.2106622107
1342.8,299958.911796132,129994.536590685,300256.569658321,129992.29994509,301682.799731495,129969.954914031,98370.7856828852,111131.021180509,0.999257009502744,86638.841562913
1344,299958.923961341,129994.536644217,300255.30851,129992.299999671,301676.752198024,129969.954887524,98370.3440651395,111131.020844466,0.99925705069078,86640.4719552709
1345.2,299958.936120745,129994.536697723,300254.052765586,129992.300054224,301670.724948831,129969.954861345,98369.9039143482,111131.02050962,0.999257092001956,86642.1018396596
1346.4,299958.948274352,129994.536751205,300252.802401681,129992.300108749,301664.71792072,129969.954835491,98369.4652257585,111131.020175967,0.999257133435789,86643.7312164536
1347.6,299958.960422175,129994.536804663,300251.557394953,129992.300163247,301658.731050693,129969.954809962,98369.0279946262,111131.019843502,0.999257174991799,86645.3600860263
1348.8,299958.972564221,129994.536858095,300250.317722138,129992.300217716,301652.764275956,129969.954784755,98368.5922162162,111131.019512221,0.999257216669507,86646.9884487504
1350,299958.984700501,129994.536911503,300249.083360038,129992.300272157,301646.817533912,129969.95475987,98368.157885802,111131.01918212,0.999257258468434,86648.6163049981
1351.2,299958.996831024,129994.536964887,300247.854285519,129992.300326571,301640.890762168,129969.954735304,98367.7249986662,111131.018853196,0.999257300388105,86650.2436551403
1352.4,299959.0089558,129994.537018245,300246.630475511,129992.300380957,301634.983898528,129969.954711056,98367.2935501,111131.018525443,0.999257342428044,86651.8704995476
1353.6,299959.021074837,129994.53707158,300245.411907009,129992.300435315,301629.096880998,129969.954687126,98366.8635354034,111131.018198859,0.999257384587778,86653.4968385895
1354.8,299959.033188147,129994.53712489,300244.198557067,129992.300489645,301623.229647788,129969.95466351,98366.4349498853,111131.017873439,0.999257426866836,86655.1226726348
1356,299959.045295737,129994.537178175,300242.990402804,129992.300543948,301617.382137303,129969.954640208,98366.007788863,111131.017549179,0.999257469264746,86656.7480020516
1357.2,299959.057397618,129994.537231436,300241.787421396,129992.300598223,301611.554288152,129969.954617218,98365.582047663,111131.017226075,0.999257511781039,86658.372827207
1358.4,299959.0694938,129994.537284673,300240.589590081,129992.300652471,301605.746039146,129969.95459454,98365.15772162,111131.016904123,0.999257554415249,86659.9971484676
1359.6,299959.08158429,129994.537337886,300239.396886156,129992.300706691,301599.957329294,129969.95457217,98364.7348060776,111131.01658332,0.999257597166908,86661.6209661991
1360.8,299959.093669099,129994.537391074,300238.209286975,129992.300760884,301594.188097808,129969.954550108,98364.3132963879,111131.01626366,0.999257640035552,86663.2442807663
1362,299959.105748236,129994.537444238,300237.02676995,129992.300815049,301588.438284099,129969.954528353,98363.8931879118,111131.015945141,0.999257683020717,86664.8670925333
1363.2,299959.117821711,129994.537497378,300235.849312548,129992.300869187,301582.707827782,129969.954506902,98363.4744760186,111131.015627759,0.999257726121942,86666.4894018637
1364.4,299959.129889532,129994.537550493,300234.676892293,129992.300923298,301576.996668669,129969.954485755,98363.0571560862,111131.015311509,0.999257769338766,86668.1112091198
1365.6,299959.141951709,129994.537603585,300233.509486763,129992.300977381,301571.304746777,129969.954464909,98362.6412235011,111131.014996388,0.999257812670729,86669.7325146637
1366.8,299959.154008251,129994.537656652,300232.347073589,129992.301031437,301565.632002321,129969.954444364,98362.2266736583,111131.014682391,0.999257856117375,86671.3533188564
1368,299959.166059167,129994.537709696,300231.189630456,129992.301085467,301559.978375719,129969.954424118,98361.8135019611,111131.014369515,0.999257899678246,86672.9736220581
1369.2,299959.178104467,129994.537762715,300230.0371351,129992.301139468,301554.343807591,129969.95440417,98361.4017038215,111131.014057757,0.999257943352888,86674.5934246285
1370.4,299959.190144159,129994.537815711,300228.88956531,129992.301193443,301548.728238755,129969.954384518,98360.9912746598,111131.013747112,0.999257987140847,86676.2127269263
1371.6,299959.202178253,129994.537868682,300227.746898922,129992.301247391,301543.131610234,129969.95436516,98360.5822099049,111131.013437575,0.999258031041671,86677.8315293097
1372.8,299959.214206757,129994.53792163,300226.609113826,129992.301301312,301537.55386325,129969.954346096,98360.1745049937,111131.013129145,0.999258075054909,86679.4498321358
1374,299959.226229681,129994.537974553,300225.476187956,129992.301355206,301531.994939227,129969.954327323,98359.768155372,111131.012821816,0.999258119180112,86681.0676357613
1375.2,299959.238247033,129994.538027453,300224.348099297,129992.301409073,301526.45477979,129969.95430884,98359.3631564935,111131.012515586,0.999258163416831,86682.6849405419
1376.4,299959.250258824,129994.538080329,300223.224825879,129992.301462913,301520.933326767,129969.954290647,98358.9595038203,111131.012210449,0.99925820776462,86684.3017468327
1377.6,299959.262265061,129994.538133181,300222.106345779,129992.301516726,301515.430522186,129969.954272741,98358.557192823,111131.011906403,0.999258252223034,86685.918054988
1378.8,299959.274265753,129994.53818601,300220.992637119,129992.301570513,301509.946308276,129969.954255121,98358.1562189804,111131.011603444,0.999258296791628,86687.5338653615
1380,299959.28626091,129994.538238815,300219.883678065,129992.301624273,301504.48062747,129969.954237786,98357.7565777793,111131.011301567,0.999258341469959,86689.1491783059
1381.2,299959.29825054,129994.538291596,300218.779446827,129992.301678006,301499.033422401,129969.954220734,98357.358264715,111131.01100077,0.999258386257587,86690.7639941734
1382.4,299959.310234652,129994.538344354,300217.679921658,129992.301731713,301493.604635904,129969.954203963,98356.9612752909,111131.010701048,0.999258431154072,86692.3783133154
1383.6,299959.322213256,129994.538397088,300216.585080851,129992.301785393,301488.194211015,129969.954187473,98356.5656050185,111131.010402398,0.999258476158974,86693.9921360824
1384.8,299959.334186358,129994.538449798,300215.494902742,129992.301839046,301482.802090972,129969.954171262,98356.1712494176,111131.010104816,0.999258521271857,86695.6054628245
1386,299959.34615397,129994.538502485,300214.409365705,129992.301892673,301477.428219218,129969.954155328,98355.7782040161,111131.009808298,0.999258566492283,86697.2182938908
1387.2,299959.358116098,129994.538555148,300213.328448154,129992.301946274,301472.072539392,129969.954139671,98355.3864643498,111131.009512842,0.99925861181982,86698.8306296298
1388.4,299959.370072753,129994.538607788,300212.252128544,129992.301999848,301466.734995339,129969.954124288,98354.9960259628,111131.009218442,0.999258657254032,86700.4424703892
1389.6,299959.382023987,129994.538660405,300211.181123365,129992.302053396,301461.415099407,129969.954109233,98354.6070282177,111131.008925105,0.999258702797443,86702.053814906
1390.8,299959.39396978,129994.538712998,300210.11491331,129992.302106917,301456.113087053,129969.954094467,98354.2193696643,111131.00863282,0.999258748447629,86703.6646646126
1392,299959.405910128,129994.538765568,300209.053292596,129992.302160413,301450.829010563,129969.954079977,98353.8330099484,111131.008341582,0.999258794203422,86705.2750202569
1393.2,299959.417845039,129994.538818114,300207.996241437,129992.302213882,301445.562813643,129969.954065759,98353.4479449609,111131.008051388,0.9992588400644,86706.8848821801
1394.4,299959.429774524,129994.538870638,300206.943740104,129992.302267324,301440.314440189,129969.954051814,98353.0641706056,111131.007762233,0.999258886030144,86708.494250723
1395.6,299959.441698589,129994.538923138,300205.895768929,129992.302320741,301435.083834281,129969.95403814,98352.6816827992,111131.007474115,0.999258932100233,86710.1031262254
1396.8,299959.453617244,129994.538975614,300204.852308301,129992.302374132,301429.870940187,129969.954024735,98352.3004774715,111131.007187029,0.999258978274251,86711.7115090264
1398,299959.465530498,129994.539028068,300203.813338667,129992.302427496,301424.675702365,129969.954011598,98351.920550565,111131.006900972,0.999259024551782,86713.3193994644
1399.2,299959.477438359,129994.539080499,300202.77884053,129992.302480835,301419.498065456,129969.953998728,98351.5418980354,111131.00661594,0.99925907093241,86714.9267978768
1400.4,299959.489340835,129994.539132906,300201.748794451,129992.302534147,301414.337974291,129969.953986124,98351.1645158512,111131.00633193,0.999259117415722,86716.5337046005
1401.6,299959.501237935,129994.53918529,300200.723181043,129992.302587434,301409.195373886,129969.953973784,98350.7883999937,111131.006048939,0.999259164001306,86718.1401199717
1402.8,299959.513129668,129994.539237651,300199.701980977,129992.302640695,301404.070209444,129969.953961708,98350.4135464577,111131.005766963,0.999259210688751,86719.7460443256
1404,299959.525016041,129994.53928999,300198.685174977,129992.302693929,301398.962426355,129969.953949893,98350.0399512504,111131.005485998,0.999259257477648,86721.3514779968
1405.2,299959.536897064,129994.539342305,300197.672743819,129992.302747138,301393.871970197,129969.95393834,98349.6676103924,111131.005206041,0.999259304367588,86722.9564213192
1406.4,299959.548772744,129994.539394597,300196.664668333,129992.302800322,301388.798786734,129969.953927045,98349.2965199172,111131.004927089,0.999259351358165,86724.5608746259
1407.6,299959.560643091,129994.539446866,300195.660929402,129992.302853479,301383.742821915,129969.953916009,98348.9266758712,111131.004649138,0.999259398448974,86726.1648382491
1408.8,299959.572508111,129994.539499113,300194.661507957,129992.302906611,301378.704021878,129969.95390523,98348.558074314,111131.004372184,0.99925944563961,86727.7683125206
1410,299959.584367815,129994.539551337,300193.666384983,129992.302959718,301373.682332945,129969.953894707,98348.1907113182,111131.004096225,0.999259492929671,86729.3712977712
1411.2,299959.59622221,129994.539603537,300192.675541513,129992.303012798,301368.677701627,129969.953884438,98347.8245829693,111131.003821256,0.999259540318755,86730.973794331
1412.4,299959.608071303,129994.539655715,300191.68895863,129992.303065853,301363.69007462,129969.953874423,98347.4596853662,111131.003547275,0.999259587806463,86732.5758025295
1413.6,299959.619915105,129994.539707871,300190.706617466,129992.303118883,301358.719398805,129969.95386466,98347.0960146204,111131.003274278,0.999259635392394,86734.1773226953
1414.8,299959.631753622,129994.539760003,300189.728499199,129992.303171887,301353.765621253,129969.953855148,98346.7335668569,111131.003002261,0.999259683076154,86735.7783551563
1416,299959.643586863,129994.539812113,300188.754585056,129992.303224866,301348.828689217,129969.953845885,98346.3723382135,111131.002731222,0.999259730857344,86737.3789002399
1417.2,299959.655414836,129994.5398642,300187.784856311,129992.303277819,301343.90855014,129969.953836871,98346.0123248413,111131.002461156,0.99925977873557,86738.9789582724
1418.4,299959.667237549,129994.539916265,300186.819294282,129992.303330747,301339.005151647,129969.953828104,98345.6535229044,111131.002192061,0.999259826710439,86740.5785295797
1419.6,299959.679055011,129994.539968307,300185.857880333,129992.30338365,301334.118441552,129969.953819583,98345.2959285801,111131.001923933,0.999259874781558,86742.1776144868
