"time","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","loadInertia.phi","loadInertia.w","vfController.x"
0.1861,-0.472207666214606,0.070894626914594,0.206235042567842,-0.39203704117272,1.04289892577517,21.1036124839657,5.44017190532215
0.18615,-0.472067851225642,0.0707132419412418,0.207119648354567,-0.39125155418788,1.043954351136,21.1134063386541,5.4430955499854
0.1862,-0.471927640642733,0.0705317509316158,0.20800220824376,-0.390463511104627,1.04501026626051,21.1232030484457,5.44601998004681
0.18625,-0.471787034697576,0.0703501537476772,0.208882713583451,-0.389672916515978,1.04606667129209,21.1330026312004,5.44894519550638
0.1863,-0.471646033622725,0.0701684502515146,0.209761155728707,-0.388879775045689,1.04712356637502,21.1428051047607,5.45187119636412
0.18635,-0.471504637651597,0.0699866403053445,0.210637526041728,-0.388084091348283,1.04818095165446,21.1526104869514,5.45479798262002
0.1864,-0.471362847018471,0.0698047237715096,0.211511815891937,-0.387285870109068,1.04923882727649,21.16241879558,5.45772555427408
0.18645,-0.47122066195849,0.0696227005124789,0.212384016656068,-0.38648511604417,1.0502971933881,21.1722300484361,5.46065391132631
0.1865,-0.471078082707662,0.0694405703908469,0.213254119718261,-0.385681833900554,1.05135605013718,21.1820442632916,5.4635830537767
0.18655,-0.470935109502865,0.0692583332693331,0.214122116470151,-0.384876028456053,1.05241539767249,21.1918614579009,5.46651298162525
0.1866,-0.470791742581845,0.0690759890107811,0.214987998310956,-0.384067704519391,1.05347523614372,21.2016816500006,5.46944369487197
0.18665,-0.470647982183219,0.0688935374781584,0.215851756647574,-0.383256866930205,1.05453556570146,21.2115048573092,5.47237519351685
0.1867,-0.470503828546479,0.0687109785345554,0.216713382894668,-0.38244352055908,1.05559638649717,21.2213310975278,5.4753074775599
0.18675,-0.47035928191199,0.0685283120431849,0.217572868474759,-0.381627670307565,1.05665769868323,21.2311603883394,5.4782405470011
0.1868,-0.470214342520993,0.0683455378673818,0.21843020481832,-0.380809321108201,1.05771950241292,21.240992747409,5.48117440184048
0.18685,-0.470069010615612,0.0681626558706021,0.219285383363861,-0.379988477924553,1.05878179784039,21.2508281923837,5.48410904207801
0.1869,-0.469923286438845,0.0679796659164225,0.220138395558024,-0.379165145751224,1.05984458512073,21.2606667408928,5.48704446771371
0.18695,-0.469777170234576,0.0677965678685396,0.220989232855673,-0.37833932961389,1.06090786440988,21.2705084105473,5.48998067874757
0.187,-0.469630662247571,0.0676133615907697,0.221837886719983,-0.37751103456932,1.06197163586469,21.2803532189403,5.49291767517959
0.18705,-0.469483762723483,0.0674300469470476,0.222684348622535,-0.376680265705403,1.06303589964291,21.2902011836466,5.49585545700978
0.1871,-0.469336471908851,0.0672466238014265,0.223528610043401,-0.375847028141177,1.06410065590319,21.3000523222231,5.49879402423813
0.18715,-0.469188790051104,0.0670630920180774,0.224370662471242,-0.375011327026847,1.06516590480505,21.3099066522082,5.50173337686465
0.1872,-0.46904071739856,0.0668794514612878,0.225210497403391,-0.374173167543817,1.06623164650892,21.3197641911223,5.50467351488933
0.18725,-0.468892254200432,0.0666957019954621,0.226048106345951,-0.373332554904712,1.0672978811761,21.3296249564674,5.50761443831217
0.1873,-0.468743400676376,0.0665118437257766,0.226883481819389,-0.372489492737709,1.06836460893519,21.3394889577844,5.51055614713317
0.18735,-0.46859415706495,0.0663278766152188,0.227716615758546,-0.37164398565765,1.06943182993552,21.3493562092927,5.51349864135234
0.1874,-0.468444523652361,0.0661438002574022,0.228547498563513,-0.370796040791301,1.07049954437897,21.3592267373878,5.51644192096968
0.18745,-0.468294500690901,0.065959614521204,0.229376121793135,-0.369945663449486,1.07156775242985,21.3691005593659,5.51938598598517
0.1875,-0.468144088433746,0.0657753192757434,0.230202477016019,-0.36909285897351,1.07263645425335,21.3789776925004,5.52233083639883
0.18755,-0.467993287134961,0.0655909143903825,0.231026555810627,-0.368237632735183,1.07370565001551,21.3888581540416,5.52527647221065
0.1876,-0.467842097049499,0.0654063997347277,0.231848349765372,-0.367379990136826,1.07477533988326,21.3987419612172,5.52822289342064
0.18765,-0.467690518433201,0.0652217751786308,0.232667850478726,-0.366519936611287,1.07584552402438,21.4086291312318,5.53117010002879
0.1877,-0.467538551542801,0.0650370405921898,0.233485049559306,-0.365657477621955,1.07691620260752,21.4185196812668,5.5341180920351
0.18775,-0.467386196635925,0.0648521958457509,0.234299938625983,-0.364792618662771,1.07798737580221,21.4284136284805,5.53706686943957
0.1878,-0.467233453971094,0.0646672408099089,0.235112509307975,-0.363925365258245,1.07905904377882,21.4383109900077,5.54001643224221
0.18785,-0.467080323807725,0.0644821753555089,0.235922753244944,-0.363055722963468,1.08013120670861,21.4482117829601,5.54296678044301
0.1879,-0.466926806406132,0.0642969993536472,0.236730662087099,-0.362183697364124,1.08120386476368,21.4581160244256,5.54591791404198
0.18795,-0.466772902027529,0.0641117126756724,0.237536227495291,-0.361309294076502,1.08227701811701,21.4680237314685,5.54886983303911
0.188,-0.466618610934029,0.063926315193187,0.238339441141111,-0.360432518747517,1.08335066694244,21.4779349211297,5.5518225374344
0.18805,-0.46646393338865,0.0637408067780481,0.239140294706992,-0.359553377054715,1.08442481141464,21.4878496104258,5.55477602722786
0.1881,-0.466308869655311,0.0635551873023691,0.239938779886303,-0.358671874706289,1.08549945170919,21.49776781635,5.55773030241948
0.18815,-0.466153419998836,0.0633694566385202,0.240734888383448,-0.357788017441096,1.08657458800249,21.5076895558711,5.56068536300926
0.1882,-0.46599758468496,0.0631836146591303,0.24152861191397,-0.356901811028666,1.08765022047181,21.517614845934,5.56364120899721
0.18825,-0.465841363980321,0.0629976612370875,0.242319942204639,-0.356013261269217,1.08872634929528,21.5275437034593,5.56659784038332
0.1883,-0.46568475815247,0.0628115962455409,0.24310887099356,-0.355122373993667,1.08980297465187,21.5374761453433,5.56955525716759
0.18835,-0.465527767469869,0.0626254195579014,0.243895390030268,-0.354229155063652,1.09088009672144,21.547412188458,5.57251345935003
0.1884,-0.465370392201892,0.0624391310478431,0.244679491075822,-0.353333610371534,1.09195771568466,21.5573518496507,5.57547244693063
0.18845,-0.46521263261883,0.0622527305893042,0.24546116590291,-0.352435745840417,1.09303583172309,21.5672951457443,5.57843221990939
0.1885,-0.465054488991887,0.0620662180564884,0.246240406295945,-0.351535567424162,1.09411444501912,21.577242093537,5.58139277828632
0.18855,-0.464895961593186,0.061879593323866,0.24701720405116,-0.350633081107395,1.095193555756,21.5871927098019,5.58435412206141
0.1886,-0.46473705069577,0.0616928562661751,0.247791550976712,-0.349728292905527,1.09627316411783,21.5971470112876,5.58731625123466
0.18865,-0.464577756573601,0.0615060067584231,0.248563438892775,-0.348821208864763,1.09735327028957,21.6071050147173,5.59027916580608
0.1887,-0.464418079501564,0.0613190446758871,0.249332859631642,-0.347911835062118,1.098433874457,21.6170667367895,5.59324286577566
0.18875,-0.464258019755469,0.0611319698941157,0.250099805037823,-0.347000177605429,1.09951497680677,21.6270321941772,5.5962073511434
0.1888,-0.46409757761205,0.0609447822889303,0.250864266968141,-0.346086242633366,1.10059657752639,21.6370014035283,5.59917262190931
0.18885,-0.463936753348968,0.0607574817364256,0.251626237291832,-0.345170036315452,1.10167867680418,21.6469743814651,5.60213867807338
0.1889,-0.463775547244812,0.0605700681129715,0.252385707890643,-0.344251564852071,1.10276127482933,21.6569511445846,5.60510551963561
0.18895,-0.463613959579103,0.0603825412952139,0.25314267065893,-0.343330834474482,1.10384437179188,21.6669317094581,5.60807314659601
0.189,-0.463451990632291,0.0601949011600758,0.253897117503758,-0.342407851444835,1.1049279678827,21.6769160926312,5.61104155895457
0.18905,-0.463289640689857,0.0600071471631086,0.254649041234606,-0.34148261997936,1.10601206327351,21.6869043222137,5.61401075671129
0.1891,-0.463126910031963,0.0598192794039645,0.255398433315506,-0.34055514749632,1.10709665816741,21.6968964085928,5.61698073986618
0.18915,-0.462963798940618,0.0596312978883386,0.256145285422318,-0.339625440980743,1.10818175276385,21.7068923647197,5.61995150841923
0.1892,-0.462800307700058,0.0594432024900771,0.256889589522779,-0.338693506797794,1.10926734725689,21.7168922071519,5.62292306237045
0.18925,-0.462636436595456,0.0592549930831756,0.257631337598105,-0.337759351342937,1.11035344184138,21.726895952424,5.62589540171982
0.1893,-0.462472185912928,0.0590666695417787,0.258370521643095,-0.336822981041937,1.11144003671304,21.7369036170482,5.62886852646736
0.18935,-0.462307555939534,0.058878231740179,0.259107133666236,-0.335884402350867,1.1125271320684,21.7469152175141,5.63184243661307
0.1894,-0.462142546963279,0.0586896795528167,0.2598411656898,-0.334943621756111,1.11361472810482,21.7569307702884,5.63481713215694
0.18945,-0.461977159273116,0.0585010128542789,0.260572609749954,-0.334000645774369,1.11470282502051,21.7669502918155,5.63779261309897
0.1895,-0.461811393158943,0.0583122315192986,0.261301457896852,-0.333055480952659,1.11579142301447,21.7769737985167,5.64076887943916
0.18955,-0.461645248911611,0.0581233354227544,0.262027702194747,-0.332108133868325,1.11688052228657,21.7870013067907,5.64374593117752
0.1896,-0.461478726822922,0.0579343244396696,0.262751334722087,-0.331158611129038,1.11797012303748,21.7970328330132,5.64672376831404
0.18965,-0.461311827185631,0.0577451984452119,0.26347234757162,-0.330206919372803,1.11906022546869,21.807068393537,5.64970239084873
0.1897,-0.461144550293447,0.0575559573146924,0.264190732850494,-0.32925306526796,1.12015082978254,21.8171080046922,5.65268179878158
0.18975,-0.460976896441035,0.0573666009235646,0.264906482680363,-0.328297055513192,1.12124193618217,21.8271516827855,5.65566199211259
0.1898,-0.460808865924018,0.0571771291474247,0.265619589197485,-0.327338896837526,1.12233354487155,21.837199444101,5.65864297084176
0.18985,-0.460640459038979,0.0569875418620096,0.266330044552829,-0.32637859600034,1.12342565605547,21.8472513048992,5.6616247349691
0.1899,-0.460471676083462,0.0567978389431979,0.267037840912169,-0.325416159791368,1.12451826993955,21.857307281418,5.6646072844946
0.18995,-0.460302517355972,0.0566080202670076,0.267742970456198,-0.324451595030698,1.12561138673021,21.8673673898716,5.66759061941827
0.19,-0.460132983155979,0.0564180857095964,0.268445425380619,-0.323484908568784,1.12670500663471,21.8774316464514,5.6705747397401
0.19005,-0.459963073783918,0.0562280351472606,0.269145197896255,-0.322516107286446,1.12779912986111,21.8875000673251,5.67355964546009
0.1901,-0.459792789541191,0.0560378684564346,0.269842280229147,-0.321545198094876,1.1288937566183,21.8975726686375,5.67654533657825
0.19015,-0.459622130730171,0.0558475855136907,0.270536664620659,-0.320572187935641,1.12998888711597,21.9076494665096,5.67953181309456
0.1902,-0.459451097654197,0.0556571861957372,0.271228343327576,-0.319597083780688,1.13108452156463,21.9177304770393,5.68251907500905
0.19025,-0.459279690617584,0.055466670379419,0.271917308622213,-0.318619892632349,1.13218066017562,21.9278157163007,5.68550712232169
0.1903,-0.459107909925618,0.0552760379417161,0.272603552792509,-0.317640621523344,1.13327730316108,21.9379052003448,5.6884959550325
0.19035,-0.45893575588456,0.0550852887597433,0.273287068142138,-0.316659277516786,1.13437445073395,21.9479989451985,5.69148557314147
0.1904,-0.458763228801648,0.0548944227107497,0.273967846990602,-0.315675867706186,1.13547210310799,21.9580969668655,5.69447597664861
0.19045,-0.458590328985098,0.0547034396721176,0.274645881673343,-0.314690399215454,1.13657026049777,21.9681992813256,5.69746716555391
0.1905,-0.458417056744107,0.0545123395213618,0.275321164541836,-0.313702879198909,1.13766892311868,21.9783059045351,5.70045913985737
0.19055,-0.458243412388849,0.0543211221361295,0.275993687963698,-0.312713314841278,1.13876809118691,21.9884168524261,5.70345189955899
0.1906,-0.458069396230486,0.0541297873941989,0.276663444322786,-0.311721713357703,1.13986776491944,21.9985321409074,5.70644544465879
0.19065,-0.457895008581161,0.0539383351734794,0.277330426019304,-0.310728081993745,1.14096794453407,22.0086517858636,5.70943977515674
0.1907,-0.457720249754004,0.05374676535201,0.277994625469897,-0.309732428025388,1.14206863024942,22.0187758031555,5.71243489105285
0.19075,-0.457545120059465,0.0535550778470813,0.278656035173054,-0.308734758553005,1.1431698222801,22.0289042071664,5.71543079234713
0.1908,-0.457369619740963,0.053363273301922,0.279314648855188,-0.30773507688491,1.14427152075279,22.0390369852902,5.71842747903958
0.19085,-0.457193749180485,0.0531713508918993,0.279970457809592,-0.306733394091051,1.14537372597448,22.0491741794359,5.72142495113018
0.1909,-0.457017508694552,0.0529793105016026,0.280623454529794,-0.305729717537356,1.14647643816623,22.0593158051438,5.72442320861895
0.19095,-0.456840898600663,0.0527871520159423,0.281273631526605,-0.30472405461917,1.1475796575499,22.0694618779228,5.72742225150589
0.191,-0.456663919217293,0.0525948753201521,0.281920981328227,-0.30371641276125,1.14868338434812,22.0796124132504,5.73042207979098
0.19105,-0.456486570863896,0.0524024802997913,0.282565496480357,-0.30270679941775,1.14978761878429,22.0897674265724,5.73342269347424
0.1911,-0.456308853860905,0.0522099668407464,0.283207169546292,-0.301695222072215,1.15089236108258,22.0999269333026,5.73642409255567
0.19115,-0.456130768529732,0.0520173348292337,0.283845993107041,-0.30068168823757,1.15199761146793,22.110090948823,5.73942627703525
0.1912,-0.455952315192773,0.0518245841518009,0.284481959761427,-0.299666205456108,1.15310337016606,22.1202594884835,5.742429246913
0.19125,-0.455773494173407,0.0516317146953294,0.2851150621262,-0.29864878129948,1.15420963740344,22.1304325676014,5.74543300218892
0.1913,-0.455594305795997,0.051438726347036,0.285745292836134,-0.29762942336869,1.15531641340733,22.140610201462,5.74843754286299
0.19135,-0.455414750385891,0.0512456189944754,0.286372644544144,-0.296608139294076,1.15642369840574,22.1507924053176,5.75144286893523
0.1914,-0.455234828269426,0.0510523925255423,0.286997109921385,-0.295584936735311,1.15753149262745,22.1609791943881,5.75444898040564
0.19145,-0.455054539773927,0.0508590468284729,0.287618681657365,-0.294559823381383,1.15863979630199,22.1711705838603,5.7574558772742
0.1915,-0.454873885227709,0.0506655817918474,0.288237352460045,-0.293532806950589,1.15974860965968,22.1813665888882,5.76046355954093
0.19155,-0.454692864960077,0.0504719973045918,0.288853115055954,-0.292503895190528,1.16085793293158,22.1915672245923,5.76347202720583
0.1916,-0.454511479301329,0.0502782932559802,0.289465962190287,-0.291473095878084,1.16196776634951,22.20177250606,5.76648128026889
0.19165,-0.454329728582758,0.0500844695356368,0.29007588662702,-0.290440416819424,1.16307811014605,22.2119824483453,5.76949131873011
0.1917,-0.45414761313665,0.0498905260335377,0.290682881149009,-0.289405865849981,1.16418896455454,22.2221970664682,5.77250214258949
0.19175,-0.453965133296289,0.0496964626400132,0.291286938558105,-0.288369450834448,1.16530032980907,22.2324163754153,5.77551375184704
0.1918,-0.453782289395955,0.0495022792457499,0.291888051675252,-0.287331179666767,1.16641220614449,22.2426403901392,5.77852614650275
0.19185,-0.453599081770929,0.0493079757417923,0.292486213340603,-0.286291060270116,1.16752459379639,22.2528691255582,5.78153932655662
0.1919,-0.453415510757491,0.0491135520195458,0.293081416413617,-0.285249100596907,1.16863749300114,22.2631025965567,5.78455329200866
0.19195,-0.453231576692922,0.0489190079707775,0.293673653773174,-0.284205308628765,1.16975090399583,22.2733408179844,5.78756804285886
0.192,-0.453047279915508,0.0487243434876193,0.294262918317678,-0.283159692376529,1.1708648270183,22.2835838046566,5.79058357910723
0.19205,-0.452862620764537,0.0485295584625694,0.294849202965165,-0.282112259880231,1.17197926230717,22.2938315713542,5.79359990075375
0.1921,-0.452677599580304,0.0483346527884945,0.295432500653408,-0.281063019209095,1.17309421010177,22.3040841328227,5.79661700779845
0.19215,-0.45249221670411,0.0481396263586319,0.296012804340024,-0.280011978461524,1.17420967064219,22.3143415037733,5.7996349002413
0.1922,-0.452306472478264,0.0479444790665914,0.296590107002585,-0.278959145765088,1.17532564416926,22.3246036988815,5.80265357808232
0.19225,-0.452120367246086,0.0477492108063577,0.297164401638718,-0.277904529276515,1.17644213092456,22.3348707327878,5.8056730413215
0.1923,-0.451933901351905,0.0475538214722919,0.297735681266218,-0.276848137181683,1.1775591311504,22.3451426200973,5.80869328995884
0.19235,-0.451747075141061,0.0473583109591339,0.298303938923149,-0.275789977695605,1.17867664508984,22.3554193753794,5.81171432399435
0.1924,-0.451559888959911,0.0471626791620049,0.298869167667958,-0.274730059062428,1.17979467298667,22.3657010131679,5.81473614342803
0.19245,-0.451372343155824,0.0469669259764083,0.299431360579574,-0.273668389555412,1.18091321508542,22.3759875479607,5.81775874825986
0.1925,-0.451184438091667,0.0467710509333603,0.299990510851667,-0.272604976504135,1.18203227164087,22.3862790083073,5.82078213848986
0.19255,-0.450996174132881,0.0465750535250216,0.300546611708734,-0.271539827162648,1.18315184290954,22.3965754242364,5.82380631411802
0.1926,-0.450807551604667,0.0463789342835126,0.301099656127836,-0.270472951585707,1.18427192912162,22.4068767856024,5.82683127514435
0.19265,-0.450618570858781,0.0461826930979712,0.301649637272956,-0.269404358141835,1.18539253052478,22.4171831070638,5.82985702156883
0.1927,-0.45042923224801,0.0459863298576741,0.302196548329164,-0.268334055227948,1.18651364736741,22.4274944032524,5.83288355339149
0.19275,-0.450239536126173,0.045789844452036,0.30274038250272,-0.267262051269333,1.18763527989868,22.4378106887734,5.8359108706123
0.1928,-0.450049482848125,0.0455932367706078,0.303281133021187,-0.266188354719627,1.18875742836846,22.4481319782047,5.83893897323128
0.19285,-0.449859072769754,0.0453965067030748,0.303818793133534,-0.265112974060803,1.18988009302737,22.4584582860977,5.84196786124842
0.1929,-0.449668306247987,0.0451996541392563,0.304353356110248,-0.264035917803145,1.19100327412674,22.4687896269768,5.84499753466373
0.19295,-0.449477183640789,0.0450026789691028,0.304884815243438,-0.262957194485232,1.19212697191866,22.4791260153396,5.8480279934772
0.193,-0.449285705307165,0.0448055810826951,0.305413163846945,-0.261876812673915,1.19325118665593,22.4894674656567,5.85105923768883
0.19305,-0.449093871607161,0.0446083603702429,0.305938395256448,-0.260794780964301,1.1943759185921,22.4998139923719,5.85409126729862
0.1931,-0.448901682901866,0.0444110167220834,0.306460502829573,-0.259711107979733,1.19550116798142,22.510165609902,5.85712408230659
0.19315,-0.448709139553414,0.0442135500286794,0.306979479946,-0.258625802371769,1.19662693507888,22.5205223326369,5.86015768271271
0.1932,-0.448516241924985,0.0440159601806181,0.307495320007573,-0.257538872820163,1.19775322014021,22.5308841749396,5.86319206851699
0.19325,-0.448322990380804,0.0438182470686097,0.308008016438404,-0.256450328032846,1.19888002342183,22.5412511511461,5.86622723971944
0.1933,-0.448129385286146,0.0436204105834854,0.30851756268498,-0.255360176745907,1.2000073451809,22.5516232755655,5.86926319632005
0.19335,-0.447935427007337,0.0434224506161966,0.309023952216279,-0.254268427723571,1.20113518567533,22.5620005624798,5.87229993831883
0.1934,-0.447741115911754,0.0432243670578132,0.309527178523866,-0.253175089758184,1.20226354516369,22.5723830261441,5.87533746571577
0.19345,-0.447546452367826,0.0430261597995217,0.31002723512201,-0.252080171670188,1.20339242390532,22.5827706807866,5.87837577851087
0.1935,-0.447351436745038,0.0428278287326241,0.310524115547786,-0.250983682308106,1.20452182216026,22.5931635406081,5.88141487670414
0.19355,-0.447156069413929,0.0426293737485365,0.311017813361187,-0.249885630548522,1.20565174018927,22.6035616197829,5.88445476029557
0.1936,-0.446960350746096,0.0424307947387871,0.311508322145228,-0.248786025296057,1.20678217825381,22.6139649324577,5.88749542928517
0.19365,-0.446764281114197,0.0422320915950156,0.311995635506056,-0.247684875483358,1.20791313661607,22.6243734927527,5.89053688367292
0.1937,-0.446567860891948,0.0420332642089707,0.312479747073055,-0.246582190071068,1.20904461553895,22.6347873147606,5.89357912345884
0.19375,-0.446371090454126,0.0418343124725093,0.312960650498959,-0.245477978047816,1.21017661528607,22.6452064125472,5.89662214864292
0.1938,-0.446173970176573,0.0416352362775948,0.313438339459954,-0.244372248430192,1.21130913612174,22.6556308001511,5.89966595922517
0.19385,-0.445976500436194,0.0414360355162955,0.313912807655789,-0.243265010262728,1.212442178311,22.6660604915841,5.90271055520558
0.1939,-0.445778681610962,0.0412367100807833,0.314384048809882,-0.242156272617882,1.21357574211958,22.6764955008304,5.90575593658416
0.19395,-0.445580514079916,0.0410372598633323,0.314852056669429,-0.241046044596015,1.21470982781394,22.6869358418474,5.90880210336089
0.194,-0.445381998223163,0.040837684756317,0.31531682500551,-0.239934335325373,1.21584443566122,22.6973815285654,5.91184905553579
0.19405,-0.445183134421884,0.0406379846522108,0.315778347613199,-0.238821153962064,1.21697956592927,22.7078325748872,5.91489679310886
0.1941,-0.444983923058326,0.0404381594435848,0.316236618311671,-0.237706509690047,1.21811521888667,22.7182889946889,5.91794531608008
0.19415,-0.444784364515816,0.0402382090231067,0.316691630944307,-0.236590411721103,1.21925139480267,22.7287508018189,5.92099462444947
0.1942,-0.44458445917875,0.040038133283538,0.317143379378807,-0.235472869294822,1.22038809394723,22.7392180100988,5.92404471821703
0.19425,-0.444384207547234,0.0398379325733598,0.317591857746251,-0.234353888564792,1.22152531655772,22.7496906201784,5.92709559738274
0.1943,-0.444183609973378,0.0396376066486226,0.318037059891495,-0.233233479761717,1.2226630629155,22.760168649774,5.93014726194663
0.19435,-0.443982666787192,0.0394371551733325,0.318478979635713,-0.232111653773703,1.22380133330936,22.7706521192328,5.93319971190867
0.1944,-0.443781378378715,0.0392365780458925,0.318917610947712,-0.230988419915309,1.22494012801169,22.7811410421151,5.93625294726888
0.19445,-0.443579745139112,0.0390358751649604,0.31935294782124,-0.229863787527649,1.22607944729552,22.7916354319491,5.93930696802725
0.1945,-0.443377767460671,0.0388350464294508,0.319784984275099,-0.228737765978363,1.2272192914346,22.8021353022308,5.94236177418378
0.19455,-0.443175445736812,0.0386340917385353,0.32021371435325,-0.227610364661578,1.22835966070333,22.8126406664239,5.94541736573848
0.1946,-0.442972780362083,0.0384330109916435,0.320639132124922,-0.226481592997873,1.22950055537681,22.8231515379597,5.94847374269134
0.19465,-0.442769771732165,0.0382318040884643,0.321061231684726,-0.225351460434246,1.2306419757308,22.8336679302371,5.95153090504237
0.1947,-0.442566420243874,0.038030470928946,0.321480007152756,-0.224219976444075,1.23178392204175,22.8441898566226,5.95458885279155
0.19475,-0.442362726295163,0.0378290114132974,0.321895452674706,-0.223087150527086,1.23292639458677,22.85471733045,5.95764758593891
0.1948,-0.442158690285122,0.0376274254419891,0.322307562421973,-0.221952992209313,1.23406939364365,22.8652503650203,5.96070710448442
0.19485,-0.441954312613982,0.0374257129157538,0.322716330591769,-0.220817511043068,1.23521291949086,22.875788973602,5.9637674084281
0.1949,-0.441749593683117,0.0372238737355874,0.323121751407226,-0.219680716606903,1.23635697240753,22.8863331694306,5.96682849776994
0.19495,-0.441544533895046,0.0370219078027499,0.323523819117513,-0.218542618505572,1.23750155267346,22.8968829657086,5.96989037250995
0.195,-0.441339133653435,0.036819815018766,0.323922527997935,-0.217403226370001,1.23864666056912,22.9074383756057,5.97295303264811
0.19505,-0.441133393363097,0.0366175952854262,0.324317872350049,-0.216262549857247,1.23979229637564,22.9179994122583,5.97601647818444
0.1951,-0.440927313429996,0.0364152485047874,0.324709846501771,-0.215120598650467,1.24093846037482,22.92856608877,5.97908070911894
0.19515,-0.440720894261252,0.0362127745791741,0.325098444807483,-0.213977382458879,1.24208515284912,22.9391384182107,5.9821457254516
0.1952,-0.440514136265136,0.036010173411179,0.325483661648145,-0.212832911017731,1.24323237408167,22.9497164136174,5.98521152718242
0.19525,-0.440307039851077,0.0358074449036639,0.325865491431401,-0.21168719408826,1.24438012435626,22.9603000879933,5.98827811431141
0.1953,-0.440099605429663,0.0356045889597606,0.32624392859169,-0.210540241457661,1.24552840395731,22.9708894543085,5.99134548683855
0.19535,-0.439891833412645,0.0354016054828714,0.326618967590354,-0.209392062939049,1.24667721316995,22.9814845254992,5.99441364476387
0.1954,-0.439683724212933,0.0351984943766706,0.326990602915747,-0.208242668371424,1.24782655227992,22.9920853144683,5.99748258808734
0.19545,-0.439475278244605,0.0349952555451051,0.327358829083345,-0.20709206761964,1.24897642157364,23.0026918340847,6.00055231680898
0.1955,-0.439266495922906,0.0347918888923947,0.327723640635853,-0.20594027057436,1.25012682133817,23.0133040971837,6.00362283092878
0.19555,-0.439057377664248,0.0345883943230337,0.328085032143315,-0.204787287152029,1.25127775186123,23.0239221165664,6.00669413044675
0.1956,-0.438847923886216,0.0343847717417914,0.328442998203222,-0.203633127294837,1.25242921343119,23.0345459050004,6.00976621536288
0.19565,-0.438638135007567,0.0341810210537129,0.328797533440625,-0.202477800970678,1.25358120633707,23.0451754752189,6.01283908567717
0.1957,-0.438428011448234,0.0339771421641203,0.329148632508236,-0.201321318173124,1.25473373086854,23.0558108399211,6.01591274138963
0.19575,-0.438217553629328,0.0337731349786131,0.329496290086545,-0.20016368892138,1.25588678731591,23.066452011772,6.01898718250025
0.1958,-0.438006761973136,0.0335689994030693,0.329840500883924,-0.199004923260257,1.25704037597013,23.0770990034023,6.02206240900903
0.19585,-0.437795636903131,0.0333647353436462,0.330181259636738,-0.197845031260128,1.25819449712282,23.0877518274084,6.02513842091597
0.1959,-0.437584178843965,0.0331603427067811,0.330518561109453,-0.196684023016901,1.25934915106621,23.0984104963522,6.02821521822109
0.19595,-0.437372388221479,0.0329558213991926,0.330852400094746,-0.195521908651977,1.26050433809319,23.109075022761,6.03129280092436
0.196,-0.437160265203496,0.0327511706213781,0.331182771325,-0.194358695050626,1.26166005847803,23.1197454335799,6.03437116902579
0.19605,-0.436947810430523,0.0325463908592565,0.331509669722213,-0.193194395056426,1.26281631253067,23.1304217294303,6.03745032252539
0.1961,-0.436735024343987,0.0323414820531551,0.331833090168454,-0.192029019018294,1.2639731005468,23.1411039220654,6.04053026142315
0.19615,-0.436521907372451,0.0321364441053728,0.332153027569635,-0.190862577133629,1.2651304228217,23.1517920239874,6.04361098571908
0.1962,-0.436308459945612,0.0319312769183182,0.332469476860397,-0.189695079624336,1.2662882796513,23.1624860476669,6.04669249541317
0.19625,-0.436094682494296,0.0317259803945069,0.332782433004226,-0.18852653673678,1.26744667133213,23.1731860055433,6.04977479050543
0.1963,-0.435880575450463,0.0315205544365605,0.333091890993556,-0.187356958741734,1.26860559816136,23.1838919100246,6.05285787099584
0.19635,-0.435666139247209,0.0313149989472051,0.333397845849879,-0.186186355934341,1.2697650604368,23.1946037734875,6.05594173688442
0.1964,-0.435451374318763,0.0311093138292692,0.333700292623857,-0.185014738634057,1.27092505845685,23.205321608277,6.05902638817117
0.19645,-0.435236281100493,0.0309034989856831,0.333999226395424,-0.183842117184614,1.27208559252056,23.2160454267068,6.06211182485607
0.1965,-0.435020860028902,0.030697554319476,0.334294642273901,-0.182668501953968,1.2732466629276,23.2267752410592,6.06519804693914
0.19655,-0.434805111541636,0.0304914797337755,0.334586535398102,-0.181493903334253,1.27440826997823,23.2375110635847,6.06828505442038
0.1966,-0.434589036077476,0.0302852751318056,0.334874900936442,-0.180318331741733,1.27557041397336,23.2482529065025,6.07137284729977
0.19665,-0.434372634076349,0.0300789404168847,0.335159734087047,-0.179141797616758,1.27673309521451,23.2590007819999,6.07446142557733
0.1967,-0.434155905979321,0.0298724754924252,0.335441030077861,-0.17796431142372,1.2778963140038,23.2697547022329,6.07755078925306
0.19675,-0.433938852228602,0.0296658802619305,0.335718784166755,-0.176785883650998,1.27906007064398,23.2805146793257,6.08064093832695
0.1968,-0.433721473267549,0.0294591546289944,0.335992991641639,-0.175606524810916,1.28022436543841,23.2912807253708,6.083731872799
0.19685,-0.433503769540662,0.029252298497299,0.336263647820563,-0.1744262454397,1.28138919869104,23.302052852429,6.08682359266921
