"time","cp[1]","cp[2]","cp[3]","eta[1]","eta[2]","eta[3]","lambda[1]","lambda[2]","lambda[3]","rho[1]","rho[2]","rho[3]","Nu[1]","Nu[2]","Nu[3]","m_flow_1[1]","m_flow_1[2]","m_flow_1[3]","m_flow_2[1]","m_flow_2[2]","m_flow_2[3]","m_flow_3[1]","m_flow_3[2]","m_flow_3[3]","m_flow_4[1]","m_flow_4[2]","m_flow_4[3]","kc_1[1]","kc_1[2]","kc_1[3]","kc_2[1]","kc_2[2]","kc_2[3]","kc_3[1]","kc_3[2]","kc_3[3]","kc_4[1]","kc_4[2]","kc_4[3]","Re_1[1]","Re_1[2]","Re_1[3]","Re_2[1]","Re_2[2]","Re_2[3]","Re_3[1]","Re_3[2]","Re_3[3]","Re_4[1]","Re_4[2]","Re_4[3]","input_Nu.y"
0,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,5,5,5,0.000569590466858761,0.0031899352859955,0.00255292530980512,0.000180943014190323,0.00101335352205469,0.000810993209044435,0.000380574758080543,0.00270053197588686,0.00251197718037264,0.000125609269227983,0.000877234363123738,0.000799965084790231,1.2845,29.925,19.35,1.2845,29.925,19.35,1.2845,29.925,19.35,1.2845,29.925,19.35,397.601483941194,40.5506364943645,0.285130303438522,126.306908448846,12.8818068797592,0.0905779494971092,265.65944721281,34.3293141325971,0.280556901887963,87.681298665764,11.1514524873174,0.0893462438914333,5
0.000202,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,7.02,7.02,7.02,0.00190323687479161,0.0106588905850001,0.00853037729898594,0.000924135459821221,0.005175529584582,0.00414200893859237,0.00108629068780803,0.00829291073169049,0.00830896744539897,0.00052015436342838,0.00401673312499568,0.00403347118230489,1.803438,42.0147,27.1674,1.803438,42.0147,27.1674,1.803438,42.0147,27.1674,1.803438,42.0147,27.1674,1328.5506863941,135.496415693165,0.952738044612283,645.090905776531,65.791622724007,0.462611366251081,758.283037716419,105.419946930381,0.928009291877111,363.092711010723,51.0609370546341,0.450489036128095,7.02
0.000404,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,9.04,9.04,9.04,0.00411393969429519,0.0230858699303439,0.0184757671739574,0.00215412417910197,0.012063960212026,0.00965486337512073,0.00207216236125188,0.0166602009259292,0.0178127431977743,0.00104952058989594,0.00859737890820341,0.00929221370779228,2.322376,54.1044,34.9848,2.322376,54.1044,34.9848,2.322376,54.1044,34.9848,2.322376,54.1044,34.9848,2871.7273593379,293.468874999264,2.06351556010547,1503.68206639408,153.357739697116,1.07832928493148,1446.4687836939,211.785409765639,1.98946395084373,732.615744555528,109.290363488385,1.0378257851659,9.04
0.000606,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,11.06,11.06,11.06,0.00567522501012671,0.0418378843570064,0.0334831224798246,0.00401260598607059,0.022483289102063,0.0179935179401013,0.00336025694638973,0.028133320510265,0.0319357956862536,0.00173297806331644,0.0148302160381378,0.017110344320552,2.841314,66.1941,42.8022,2.841314,66.1941,42.8022,2.841314,66.1941,42.8022,2.841314,66.1941,42.8022,3961.57944526499,531.84553545724,3.73965224758978,2800.99156738273,285.808833670724,2.00965426230163,2345.62062752984,357.632350223424,3.56683490880006,1209.70186423961,188.52253910466,1.91101465025979,11.06
0.000808,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,13.08,13.08,13.08,0.00655572338247879,0.0682462695693241,0.0546179195697816,0.00561403796724172,0.0371913941852779,0.0297645071169224,0.00485019876068337,0.0429188121197076,0.0515085912017183,0.00257707247047477,0.0228265236171386,0.0279515658930572,3.360252,78.2838,50.6196,3.360252,78.2838,50.6196,3.360252,78.2838,50.6196,3.360252,78.2838,50.6196,4576.20956958166,867.550411305106,6.10014868836934,3918.86795259691,472.779091458957,3.32432872726463,3385.67152517957,545.586349878899,5.75287501856363,1798.92027360571,290.172050101557,3.12184552915009,13.08
0.00101,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,15.1,15.1,15.1,0.00727744898590089,0.103634215947685,0.0829391160429412,0.00657875164215934,0.0569382440643158,0.0455680355039836,0.00595575179650184,0.0611575449082627,0.0773016868493615,0.00358519097098761,0.0326586392628842,0.0422409239618262,3.87919,90.3735,58.437,3.87919,90.3735,58.437,3.87919,90.3735,58.437,3.87919,90.3735,58.437,5080.00868072468,1317.40397296541,9.26327739923257,4592.28440010343,723.802156055002,5.08938813855858,4157.40060632326,777.438145328641,8.63364601502992,2502.63537263644,415.158456337306,4.71779077143405,15.1
0.001212,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,17.12,17.12,17.12,0.00792029626059788,0.149322027406532,0.119503359441533,0.00736460528743981,0.0824712313705491,0.0660022461336433,0.00682591952116195,0.082949279326189,0.110030962233991,0.00474230681534199,0.044376456790233,0.0603700078690749,4.398128,102.4632,66.2544,4.398128,102.4632,66.2544,4.398128,102.4632,66.2544,4.398128,102.4632,66.2544,5528.74693257196,1898.18999794353,13.3470528920754,5140.84796235419,1048.37892456057,7.37163770339458,4764.819442721,1054.45589701864,12.289102829963,3310.35776894764,564.116010788298,6.74258608200694,17.12
0.001414,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,19.14,19.14,19.14,0.00851056643809814,0.206623446886016,0.165366285361619,0.00806064863040083,0.114536662149979,0.091664412437141,0.00759172170417094,0.108366577509198,0.150360661547132,0.00587665371116397,0.0580156131263289,0.0826994614646631,4.917066,114.5529,74.0718,4.917066,114.5529,74.0718,4.917066,114.5529,74.0718,4.917066,114.5529,74.0718,5940.78384708466,2626.60886027118,18.4693766568748,5626.71962304916,1455.9964813431,10.2377855052528,5299.38612191593,1377.56201889296,16.7934333556445,4102.18634636437,737.497732073666,9.23651093553604,19.14
0.001616,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,21.16,21.16,21.16,0.00906052744641415,0.26236956834711,0.221583023616429,0.00869632363754344,0.153880310046943,0.123151381761309,0.0082929354164028,0.137463402816468,0.198906139203594,0.00689018699720078,0.0736022460054048,0.10956101402566,5.436004,126.6426,81.8892,5.436004,126.6426,81.8892,5.436004,126.6426,81.8892,5.436004,126.6426,81.8892,6324.68302682719,3335.2566868474,24.7480936938967,6070.4512879032,1956.1351428502,13.7544920392346,5788.86694851908,1747.44249620393,22.2153650986503,4809.68122557898,935.635884538809,12.2366154051538,21.16
0.001818,1007,4189,3384.55,1.824e-05,0.0010016,0.114,0.02569,0.5985,0.387,1.188,998.21,1037.799,23.18,23.18,23.18,0.00957778178505937,0.295170061197727,0.289208426824293,0.00928572179158297,0.201247330324858,0.16105977059734,0.00894556748048053,0.170280671075587,0.256236642534154,0.00781025529143841,0.091155953865089,0.141259420751832,5.954942,138.7323,89.7066,5.954942,138.7323,89.7066,5.954942,138.7323,89.7066,5.954942,138.7323,89.7066,6685.75138134963,3752.21839395811,32.3010180441522,6481.87948818667,2558.26736463648,17.9883920167112,6244.43545298503,2164.61745324959,28.6184759723379,5451.93305457041,1158.77960462346,15.7769368918961,23.18
