"time","resistor.plug_p.reference.gamma","speed.phi"
0,1.5707963267949,0
0.0005,1.88483778242936,-0.0784809114774892
0.001,2.19864361861482,-0.15684401323047
0.0015,2.51221383535125,-0.23508930525894
0.002,2.82554843263866,-0.313216787562901
0.0025,3.13864741047705,-0.391226460142353
0.003,3.45151076886643,-0.469118322997295
0.0035,3.76413850780678,-0.546892376127727
0.004,4.07653062729811,-0.62454861953365
0.0045,4.38868712734043,-0.702087053215063
0.005,4.70060800793373,-0.779507677171966
0.0055,5.012293269078,-0.85681049140436
0.006,5.32374291077326,-0.933995495912244
0.0065,5.6349569330195,-1.01106269069562
0.007,5.94593533581672,-1.08801207575448
0.0075,6.25667811916492,-1.16484365108884
0.008,6.5671852830641,-1.24155741669869
0.0085,6.87745682751426,-1.31815337258402
0.009,7.18749275251541,-1.39463151874485
0.0095,7.49729305806753,-1.47099185518117
0.01,7.80685774417063,-1.54723438189297
0.0105,8.11618681082472,-1.62335909888027
0.011,8.42528025802978,-1.69936600614306
0.0115,8.73413808578583,-1.77525510368134
0.012,9.04276029409286,-1.85102639149511
0.0125,9.35114688295087,-1.92667986958436
0.013,9.65929785235986,-2.00221553794911
0.0135,9.96721320231983,-2.07763339658935
0.014,10.2748929328308,-2.15293344550508
0.0145,10.5823370438927,-2.22811568469631
0.015,10.8895455355056,-2.30318011416302
0.0155,11.1965184076695,-2.37812673390522
0.016,11.5032556603844,-2.45295554392291
0.0165,11.8097572936502,-2.52766654421609
0.017,12.1160233074671,-2.60225973478477
0.0175,12.4220537018349,-2.67673511562893
0.018,12.7278484767537,-2.75109268674858
0.0185,13.0334076322235,-2.82533244814373
0.019,13.3387311682442,-2.89945439981436
0.0195,13.643819084816,-2.97345854176048
0.02,13.9486713819387,-3.0473448739821
0.0205,14.2532880596124,-3.1211133964792
0.021,14.5576691178371,-3.1947641092518
0.0215,14.8618145566127,-3.26829701229989
0.022,15.1657243759394,-3.34171210562346
0.0225,15.469398575817,-3.41500938922253
0.023,15.7728371562456,-3.48818886309709
0.0235,16.0760401172252,-3.56125052724713
0.024,16.3790074587557,-3.63419438167267
0.0245,16.6817391808373,-3.7070204263737
0.025,16.9842352834698,-3.77972866135022
0.0255,17.2864957666533,-3.85231908660223
0.026,17.5885206303878,-3.92479170212973
0.0265,17.8903098746733,-3.99714650793272
0.027,18.1918634995097,-4.0693835040112
0.0275,18.4931815048972,-4.14150269036517
0.028,18.7942638908356,-4.21350406699463
0.0285,19.095110657325,-4.28538763389958
0.029,19.3957218043653,-4.35715339108002
0.0295,19.6960973319567,-4.42880133853596
0.03,19.996237240099,-4.50033147626738
0.0305,20.2961415287923,-4.57174380427429
0.031,20.5958101980366,-4.64303832255669
0.0315,20.8952432478319,-4.71421503111459
0.032,21.1944406781782,-4.78527392994797
0.0325,21.4934024890754,-4.85621501905685
0.033,21.7921286805236,-4.92703829844121
0.0335,22.0906192525228,-4.99774376810107
0.034,22.388874205073,-5.06833142803641
0.0345,22.6868935381742,-5.13880127824725
0.035,22.9846772518263,-5.20915331873358
0.0355,23.2822253460295,-5.27938754949539
0.036,23.5795378207836,-5.3495039705327
0.0365,23.8766146760886,-5.4195025818455
0.037,24.1734559119447,-5.48938338343379
0.0375,24.4700615283517,-5.55914637529756
0.038,24.7664315253098,-5.62879155743683
0.0385,25.0625659028188,-5.69831892985159
0.039,25.3584646608788,-5.76772849254184
0.0395,25.6541277994897,-5.83702024550758
0.04,25.9495553186517,-5.90619418874881
0.0405,26.2447472183646,-5.97525032226553
0.041,26.5397034986285,-6.04418864605774
0.0415,26.8344241594434,-6.11300916012545
0.042,27.1289092008093,-6.18171186446864
0.0425,27.4231586227262,-6.25029675908732
0.043,27.717172425194,-6.31876384398149
0.0435,28.0109506082128,-6.38711311915115
0.044,28.3044931717826,-6.45534458459631
0.0445,28.5978001159034,-6.52345824031695
0.045,28.8908714405751,-6.59145408631309
0.0455,29.1837071457979,-6.65933212258471
0.046,29.4763072315716,-6.72709234913182
0.0465,29.7686716978963,-6.79473476595443
0.047,30.060800544772,-6.86225937305252
0.0475,30.3526937721986,-6.92966617042611
0.048,30.6443513801763,-6.99695515807519
0.0485,30.9357733687049,-7.06412633599975
0.049,31.2269597377845,-7.13117970419981
0.0495,31.5179104874151,-7.19811526267536
0.05,31.8086256175967,-7.2649330114264
0.0505,32.0991051283292,-7.33163295045293
0.051,32.3893490196127,-7.39821507975494
0.0515,32.6793572914472,-7.46467939933245
0.052,32.9691299438327,-7.53102590918545
0.0525,33.2586669767692,-7.59725460931394
0.053,33.5479683902566,-7.66336549971792
0.0535,33.8370341842951,-7.72935858039739
0.054,34.1258643588845,-7.79523385135235
0.0545,34.4144589140249,-7.86099131258281
0.055,34.7028178497163,-7.92663096408875
0.0555,34.9909411659586,-7.99215280587018
0.056,35.278828862752,-8.0575568379271
0.0565,35.5664809400963,-8.12284306025952
0.057,35.8538973979916,-8.18801147286742
0.0575,36.1410782364378,-8.25306207575081
0.058,36.4280234554351,-8.3179948689097
0.0585,36.7147330549833,-8.38280985234407
0.059,37.0012070350826,-8.44750702605393
0.0595,37.2874453957328,-8.51208639003929
0.06,37.5734481369339,-8.57654794430014
0.0605,37.8592152586861,-8.64089168883647
0.061,38.1447467609892,-8.7051176236483
0.0615,38.4300426438434,-8.76922574873562
0.062,38.7151029072485,-8.83321606409842
0.0625,38.9999275512046,-8.89708856973672
0.063,39.2845165757116,-8.96084326565051
0.0635,39.5688699807697,-9.02448015183979
0.064,39.8529877663787,-9.08799922830455
0.0645,40.1368699325387,-9.15140049504481
0.065,40.4205164792497,-9.21468395206056
0.0655,40.7039274065117,-9.27784959935181
0.066,40.9871027143246,-9.34089743691854
0.0665,41.2700424026885,-9.40382746476075
0.067,41.5527464716034,-9.46663968287847
0.0675,41.8352149210693,-9.52933409127167
0.068,42.1174477510862,-9.59191068994036
0.0685,42.3994449616541,-9.65436947888454
0.069,42.6812065527729,-9.71671045810421
0.0695,42.9627325244427,-9.77893362759938
0.07,43.2440228766635,-9.84103898737003
0.0705,43.5250776094353,-9.90302653741617
0.071,43.805896722758,-9.96489627773781
0.0715,44.0864802166318,-10.0266482083349
0.072,44.3668280910565,-10.0882823292075
0.0725,44.6469403460322,-10.1497986403556
0.073,44.9268169815589,-10.2111971417792
0.0735,45.2064579976365,-10.2724778334783
0.074,45.4858633942652,-10.3336407154529
0.0745,45.7650331714448,-10.394685787703
0.075,46.0439673291754,-10.4556130502285
0.0755,46.322665867457,-10.5164225030296
0.076,46.6011287862896,-10.5771141461061
0.0765,46.8793560856731,-10.6376879794581
0.077,47.1573477656076,-10.6981440030857
0.0775,47.4351038260931,-10.7584822169887
0.078,47.7126242671296,-10.8187026211672
0.0785,47.9899090887171,-10.8788052156212
0.079,48.2669582908556,-10.9387900003506
0.0795,48.543771873545,-10.9986569753556
0.08,48.8203498367854,-11.0584061406361
0.0805,49.0966921805768,-11.118037496192
0.081,49.3727989049192,-11.1775510420235
0.0815,49.6486700098125,-11.2369467781304
0.082,49.9243054952569,-11.2962247045128
0.0825,50.1997053612522,-11.3553848211707
0.083,50.4748696077985,-11.4144271281041
0.0835,50.7497982348957,-11.473351625313
0.084,51.024491242544,-11.5321583127974
0.0845,51.2989486307432,-11.5908471905573
0.085,51.5731703994935,-11.6494182585927
0.0855,51.8471565487947,-11.7078715169035
0.086,52.1209070786468,-11.7662069654899
0.0865,52.39442198905,-11.8244246043517
0.087,52.6677012800041,-11.882524433489
0.0875,52.9407449515093,-11.9405064529018
0.088,53.2135530035654,-11.9983706625901
0.0885,53.4861254361724,-12.0561170625539
0.089,53.7584622493305,-12.1137456527932
0.0895,54.0305634430396,-12.171256433308
0.09,54.3024290172996,-12.2286494040983
0.0905,54.5740589721106,-12.285924565164
0.091,54.8454533074726,-12.3430819165053
0.0915,55.1166120233855,-12.400121458122
0.092,55.3875351198495,-12.4570431900143
0.0925,55.6582225968644,-12.513847112182
0.093,55.9286744544303,-12.5705332246252
0.0935,56.1988906925472,-12.6271015273439
0.094,56.4688713112151,-12.6835520203381
0.0945,56.738616310434,-12.7398847036078
0.095,57.0081256902038,-12.7960995771529
0.0955,57.2773994505246,-12.8521966409736
0.096,57.5464375913964,-12.9081758950697
0.0965,57.8152401128192,-12.9640373394414
0.097,58.0838070147929,-13.0197809740885
0.0975,58.3521382973177,-13.0754067990111
0.098,58.6202339603934,-13.1309148142093
0.0985,58.8880940040201,-13.1863050196829
0.099,59.1557184281978,-13.241577415432
0.0995,59.4231072329264,-13.2967320014565
0.1,59.6902604182061,-13.3517687777566
0.1005,59.9571779840367,-13.4066877443322
0.101,60.2238599304183,-13.4614889011832
0.1015,60.4903062573509,-13.5161722483098
0.102,60.7565169648345,-13.5707377857118
0.1025,61.022492052869,-13.6251855133894
0.103,61.2882315214545,-13.6795154313424
0.1035,61.553735370591,-13.7337275395709
0.104,61.8190036002785,-13.7878218380749
0.1045,62.084036210517,-13.8417983268544
0.105,62.3488332013064,-13.8956570059094
0.1055,62.6133945726469,-13.9493978752398
0.106,62.8777203245383,-14.0030209348458
0.1065,63.1418104569807,-14.0565261847272
0.107,63.4056649699741,-14.1099136248842
0.1075,63.6692838635184,-14.1631832553166
