"time","advancedSolenoid.armature.stopper_xMax.v_rel","advancedSolenoid.c_par1.v","advancedSolenoid.c_par2.v","advancedSolenoid.coil1.Phi","advancedSolenoid.coil2.Phi","advancedSolenoid.x","simpleSolenoid.armature.stopper_xMax.v_rel","simpleSolenoid.coil.Phi","simpleSolenoid.x"
0.00016,9.56469337191113e-06,3.55643102535312,6.02081065590672,-1.44361980332583e-06,-2.48182527115876e-06,0.00499999961485157,1.75313340063603e-05,-1.95179975050695e-06,0.00499999929293822
0.00017,1.14488646816717e-05,3.64464135852686,6.16315625751558,-1.53174686459887e-06,-2.6333451824641e-06,0.00499999950996974,2.0974307332142e-05,-2.07024024628337e-06,0.00499999910074787
0.00018,1.35624779706291e-05,3.72485534607879,6.29155789950567,-1.61963195585498e-06,-2.78444825644643e-06,0.00499999938510946,2.48339003678257e-05,-2.1882720526142e-06,0.00499999887206332
0.00019,1.59180320151428e-05,3.79783273411229,6.40734374680517,-1.70727571296274e-06,-2.93513566740439e-06,0.0049999992379137,2.91323477879933e-05,-2.30589657996568e-06,0.00499999860260699
0.0002,1.8527919205836e-05,3.86426097632151,6.51171554351477,-1.7946787729734e-06,-3.08540858362703e-06,0.00499999906590103,3.38916444865342e-05,-2.42311523394746e-06,0.00499999828788017
0.0002,1.8527919205836e-05,3.86426097632151,6.51171554351477,-1.7946787729734e-06,-3.08540858362703e-06,0.00499999906590103,3.38916444865342e-05,-2.42311523394746e-06,0.00499999828788017
0.00021,2.1404428084545e-05,3.92476217082653,6.60576074669254,-1.88184177394627e-06,-3.23526816784712e-06,0.00499999886646604,3.91335507831256e-05,-2.53992941554601e-06,0.00499999792316443
0.00022,2.45597363347194e-05,3.97989902500858,6.6904629600895,-1.96876535429006e-06,-3.38471557675687e-06,0.00499999863688246,4.48795808415852e-05,-2.65634052025674e-06,0.00499999750352754
0.00023,2.80059233809052e-05,4.03018104539087,6.76671276023599,-2.05545015315855e-06,-3.53375196235959e-06,0.00499999837430159,5.1151025719491e-05,-2.77234993945658e-06,0.00499999702382119
0.00024,3.17549626812756e-05,4.07606900230925,6.8353155058863,-2.14189680983911e-06,-3.68237847140185e-06,0.00499999807575449,5.79689402208658e-05,-2.88795905949837e-06,0.00499999647868546
0.00025,3.58187247249862e-05,4.11797992386972,6.89700007227876,-2.22810596366306e-06,-3.83059624576078e-06,0.00499999773815326,6.53541491520972e-05,-3.00316926196173e-06,0.00499999586255141
0.00026,4.02089776711183e-05,4.15629113215475,6.95242591031586,-2.31407825385436e-06,-3.97840642262012e-06,0.00499999735829172,7.33272490440234e-05,-3.11798192368336e-06,0.00499999516964287
0.00027,4.49373879488262e-05,4.19134406850488,7.00218973663273,-2.39981431937387e-06,-4.12581013461592e-06,0.00499999693284651,8.19086099459592e-05,-3.23239841676282e-06,0.00499999439397888
0.00028,5.0015520982607e-05,4.22344770153694,7.04683149373661,-2.48531479879e-06,-4.27280850998189e-06,0.0049999964583782,9.11183774016309e-05,-3.34642010858747e-06,0.00499999352937595
0.00029,5.54548417986894e-05,4.25288159161921,7.08683970921428,-2.57058033015942e-06,-4.41940267267449e-06,0.00499999593133213,0.000100976474176677,-3.46004836184807e-06,0.00499999256945021
0.0003,6.12667156755382e-05,4.27989870119757,7.12265641033838,-2.65561155091818e-06,-4.56559374248814e-06,0.00499999534803951,0.000111502602091639,-3.57328453455519e-06,0.00499999150761967
0.0003,6.12667156755382e-05,4.27989870119757,7.12265641033838,-2.65561155091818e-06,-4.56559374248814e-06,0.00499999534803951,0.000111502602091639,-3.57328453455519e-06,0.00499999150761967
0.00031,6.74624117210971e-05,4.30472797160567,7.15468163011754,-2.74040909795398e-06,-4.71138283545602e-06,0.00499999470471724,0.000122716248854004,-3.68612998041316e-06,0.00499999033710435
0.00032,7.40530913371072e-05,4.32757638845206,7.18327701929006,-2.82497360682874e-06,-4.85677106273618e-06,0.00499999399747322,0.000134636668841639,-3.79858604737545e-06,0.00499998905093624
0.00033,8.10498283451409e-05,4.3486315476332,7.20877033277504,-2.90930571277216e-06,-5.00175953259347e-06,0.00499999322230159,0.000147282918860773,-3.91065407995267e-06,0.00499998764195103
0.00034,8.84635951938654e-05,4.36806297517507,7.23145773796856,-2.99340604985924e-06,-5.14634934912614e-06,0.00499999237508658,0.000160673834333091,-4.02233541759326e-06,0.00499998610279569
0.00035,9.63052680757537e-05,4.38602410877382,7.25160727937099,-3.07727525115855e-06,-5.29054161273286e-06,0.00499999145160336,0.00017482803923341,-4.13363139517687e-06,0.00499998442593011
0.00036,0.000104585627314982,4.40265381022885,7.26946152305735,-3.16091394866535e-06,-5.43433742015864e-06,0.00499999044751895,0.000189763947388607,-4.24454334300682e-06,0.00499998260362926
0.00037,0.000113315358015951,4.41807773891589,7.28523995811379,-3.24432277325915e-06,-5.57773786456743e-06,0.00499998935839298,0.000205499764178173,-4.35507258684042e-06,0.00499998062798492
0.00038,0.000122505050639634,4.43240958122173,7.2991411461699,-3.32750235465753e-06,-5.72074403559284e-06,0.00499998817967863,0.000222053488164578,-4.46522044790126e-06,0.0049999784909077
0.00039,0.000132165201597501,4.44575223372692,7.31134479000514,-3.41045332136904e-06,-5.86335701938235e-06,0.00499998690672376,0.000239442912809793,-4.57498824288639e-06,0.00499997618412945
0.0004,0.000142306213895452,4.45819880412759,7.3220134834522,-3.49317630066263e-06,-6.00557789865e-06,0.0049999855347717,0.000257685628187083,-4.68437728399112e-06,0.00499997369920509
0.0004,0.000142306213895452,4.45819880412759,7.3220134834522,-3.49317630066263e-06,-6.00557789865e-06,0.0049999855347717,0.000257685628187083,-4.68437728399112e-06,0.00499997369920509
0.00041,0.000152938409211492,4.46983361039432,7.33129445798489,-3.57567191923502e-06,-6.14740775392603e-06,0.00499998405895655,0.000276799041925731,-4.7933888803799e-06,0.00499997102750455
0.00042,0.000164071979353657,4.48073264290921,7.33932039145177,-3.65794080022247e-06,-6.2888476584771e-06,0.0049999824743271,0.000296800297891704,-4.90202433202741e-06,0.0049999681602557
0.00043,0.000175717068143148,4.49096507094845,7.34621204028338,-3.73998356802864e-06,-6.42989868674986e-06,0.00499998077581146,0.000317706415564341,-5.01028493988435e-06,0.00499996508848177
0.00044,0.00018788370875262,4.50059333580525,7.35207840331322,-3.8218008445208e-06,-6.57056190785121e-06,0.0049999789582462,0.000339534184521451,-5.11817199798291e-06,0.0049999618030535
0.00045,0.000200581846424443,4.5096738963808,7.35701802478291,-3.90339325038517e-06,-6.71083838795058e-06,0.00499997701636558,0.000362300202972278,-5.22568679630751e-06,0.00499995829467051
0.00046,0.000213821336114051,4.51825783414415,7.36112005186008,-3.98476140490345e-06,-6.85072918995934e-06,0.00499997494480485,0.0003860208747047,-5.33283062039342e-06,0.00499995455386741
