"time","Ideal.v","With_Ron_Goff.v","With_Ron_Goff_Vknee.v"
0,0,-8.999100089991,0
0.0002,0,-8.98653497919506,0.0125638545361157
0.0004,0,-8.97396988824114,0.0251276892321899
0.0006,0,-8.96140483697124,0.0376914842482146
0.0008,0,-8.94883984522729,0.0502552197442396
0.001,0,-8.93627493285113,0.0628188758804127
0.0012,0,-8.92371011968446,0.0753824328170065
0.0014,0,-8.91114542556885,0.0879458707144503
0.0016,0,-8.89858087034566,0.10050916973336
0.0018,0,-8.88601647385604,0.11307231003457
0.002,0,-8.87345225594088,0.12563527177917
0.0022,0,-8.8608882364408,0.138198035128526
0.0024,0,-8.84832443519611,0.150760580244322
0.0026,0,-8.83576087204675,0.163322887288583
0.0028,0,-8.82319756683232,0.175884936423713
0.003,0,-8.81063453939198,0.188446707812519
0.0032,0,-8.79807180956447,0.201008181618252
0.0034,0,-8.78550939718805,0.213569338004629
0.0036,0,-8.77294732210049,0.22613015713587
0.0038,0,-8.76038560413902,0.238690619176727
0.004,0,-8.74782426314031,0.251250704292516
0.0042,0,-8.73526331894043,0.263810392649148
0.0044,0,-8.72270279137482,0.276369664413161
0.0046,0,-8.71014270027827,0.288928499751751
0.0048,0,-8.69758306548488,0.301486878832801
0.005,0,-8.68502390682803,0.314044781824917
0.0052,0,-8.67246524414035,0.326602188897458
0.0054,0,-8.65990709725367,0.339159080220562
0.0056,0,-8.64734948599902,0.351715435965185
0.0058,0,-8.63479243020659,0.364271236303126
0.006,0,-8.62223594970568,0.376826461407064
0.0062,0,-8.60968006432469,0.389381091450582
0.0064,0,-8.59712479389108,0.40193510660821
0.0066,0,-8.58457015823132,0.414488487055441
0.0068,0,-8.57201617717092,0.427041212968775
0.007,0,-8.5594628705343,0.439593264525744
0.0072,0,-8.54691025814486,0.452144621904945
0.0074,0,-8.53435835982489,0.464695265286072
0.0076,0,-8.52180719539554,0.477245174849946
0.0078,0,-8.50925678467683,0.489794330778547
0.008,0,-8.49670714748756,0.502342713255044
0.0082,0,-8.48415830364531,0.514890302463829
0.0084,0,-8.47161027296644,0.527437078590546
0.0086,0,-8.45906307526599,0.539983021822122
0.0088,0,-8.44651673035769,0.552528112346803
0.009,0,-8.43397125805395,0.565072330354174
0.0092,0,-8.42142667816577,0.577615656035205
0.0094,0,-8.40888301050276,0.590158069582274
0.0096,0,-8.39634027487308,0.602699551189197
0.0098,0,-8.38379849108342,0.615240081051262
0.01,0,-8.37125767893897,0.627779639365261
0.0102,0,-8.35871785824339,0.640318206329519
0.0104,0,-8.34617904879876,0.652855762143929
0.0106,0,-8.33364127040558,0.665392287009977
0.0108,0,-8.32110454286271,0.677927761130781
0.011,0,-8.30856888596734,0.690462164711115
0.0112,0,-8.29603431951501,0.702995477957447
0.0114,0,-8.28350086329949,0.715527681077961
0.0116,0,-8.27096853711283,0.7280587542826
0.0118,0,-8.25843736074528,0.740588677783089
0.012,0,-8.24590735398527,0.753117431792968
0.0122,0,-8.23337853661941,0.765644996527625
0.0124,0,-8.22085092843239,0.778171352204325
0.0126,0,-8.20832454920703,0.790696479042241
0.0128,0,-8.19579941872419,0.803220357262489
0.013,0,-8.18327555676275,0.815742967088157
0.0132,0,-8.17075298309961,0.828264288744335
0.0134,0,-8.15823171750961,0.840784302458145
0.0136,0,-8.14571177976555,0.853302988458777
0.0138,0,-8.13319318963812,0.865820326977518
0.014,0,-8.12067596689588,0.878336298247782
0.0142,0,-8.10816013130523,0.89085088250514
