"time","pipe1.mediums[1].h","pipe1.mediums[1].p","pipe2.mediums[1].h","pipe2.mediums[1].p","pipe3.mediums[1].h","pipe3.mediums[1].p","splitter.medium.h","splitter.medium.p","valveOpening1.a","valveOpening1.b","valveOpening1.last","valveOpening1.nextEvent","valveOpening2.a","valveOpening2.b","valveOpening2.last","valveOpening2.nextEvent"
1.855,91603.2851746927,474783.495599181,85088.4749707966,398155.42944933,84337.3577022066,449250.207455708,90724.7168817768,449250.207614559,0,1,4,0.9999999999999,0,0,2,2
1.856,91610.5837552967,474783.475313484,85090.3981285969,398155.696067337,84337.3577741256,449250.279256474,90732.3096058687,449250.279415243,0,1,4,0.9999999999999,0,0,2,2
1.857,91617.8798555243,474783.45503125,85092.3232198812,398155.962571764,84337.3578460081,449250.351022643,90739.89980175,449250.351181329,0,1,4,0.9999999999999,0,0,2,2
1.858,91625.1734762316,474783.434752485,85094.2502430999,398156.228962647,84337.3579178543,449250.422754236,90747.4874693748,449250.422912839,0,1,4,0.9999999999999,0,0,2,2
1.859,91632.4646182747,474783.41447719,85096.1791967037,398156.495240021,84337.3579896643,449250.494451278,90755.0726086972,449250.494609799,0,1,4,0.9999999999999,0,0,2,2
1.86,91639.7532825097,474783.394205369,85098.1100791432,398156.761403923,84337.3580614381,449250.566113792,90762.6552196716,449250.566272231,0,1,4,0.9999999999999,0,0,2,2
1.861,91647.0394697929,474783.373937025,85100.0428888691,398157.027454388,84337.3581331759,449250.637741802,90770.235302252,449250.637900158,0,1,4,0.9999999999999,0,0,2,2
1.862,91654.3231809803,474783.353672161,85101.977624332,398157.293391453,84337.3582048777,449250.709335331,90777.8128563927,449250.709493605,0,1,4,0.9999999999999,0,0,2,2
1.863,91661.6044169281,474783.333410781,85103.9142839825,398157.559215153,84337.3582765435,449250.780894404,90785.3878820478,449250.781052595,0,1,4,0.9999999999999,0,0,2,2
1.864,91668.8831784924,474783.313152888,85105.8528662712,398157.824925524,84337.3583481735,449250.852419042,90792.9603791716,449250.852577152,0,1,4,0.9999999999999,0,0,2,2
1.865,91676.1594665293,474783.292898485,85107.7933696488,398158.090522602,84337.3584197678,449250.923909271,90800.5303477182,449250.924067298,0,1,4,0.9999999999999,0,0,2,2
1.866,91683.4332818951,474783.272647576,85109.7357925658,398158.356006424,84337.3584913263,449250.995365112,90808.0977876419,449250.995523059,0,1,4,0.9999999999999,0,0,2,2
1.867,91690.7046254459,474783.252400163,85111.6801334729,398158.621377024,84337.3585628493,449251.066786592,90815.6626988967,449251.066944456,0,1,4,0.9999999999999,0,0,2,2
1.868,91697.9734980377,474783.23215625,85113.6263908208,398158.88663444,84337.3586343368,449251.138173731,90823.2250814369,449251.138331514,0,1,4,0.9999999999999,0,0,2,2
1.869,91705.2399005268,474783.21191584,85115.57456306,398159.151778707,84337.3587057888,449251.209526555,90830.7849352168,449251.209684256,0,1,4,0.9999999999999,0,0,2,2
1.87,91712.5038337692,474783.191678936,85117.5246486412,398159.416809861,84337.3587772055,449251.280845086,90838.3422601904,449251.281002706,0,1,4,0.9999999999999,0,0,2,2
1.871,91719.7652986212,474783.171445542,85119.476646015,398159.681727938,84337.3588485869,449251.352129349,90845.897056312,449251.352286887,0,1,4,0.9999999999999,0,0,2,2
1.872,91727.0242959388,474783.15121566,85121.430553632,398159.946532974,84337.3589199331,449251.423379367,90853.4493235357,449251.423536823,0,1,4,0.9999999999999,0,0,2,2
1.873,91734.2808265783,474783.130989295,85123.3863699429,398160.211225004,84337.3589912442,449251.494595163,90860.9990618158,449251.494752538,0,1,4,0.9999999999999,0,0,2,2
1.874,91741.5348913956,474783.110766449,85125.3440933982,398160.475804066,84337.3590625203,449251.56577676,90868.5462711064,449251.565934055,0,1,4,0.9999999999999,0,0,2,2
1.875,91748.7864912471,474783.090547125,85127.3037224487,398160.740270194,84337.3591337614,449251.636924183,90876.0909513617,449251.637081397,0,1,4,0.9999999999999,0,0,2,2
1.876,91756.0356269888,474783.070331327,85129.2652555448,398161.004623425,84337.3592049677,449251.708037456,90883.633102536,449251.708194588,0,1,4,0.9999999999999,0,0,2,2
1.877,91763.2822994768,474783.050119058,85131.2286911373,398161.268863795,84337.3592761391,449251.7791166,90891.1727245833,449251.779273651,0,1,4,0.9999999999999,0,0,2,2
1.878,91770.5265095674,474783.029910322,85133.1940276768,398161.532991339,84337.3593472759,449251.850161641,90898.7098174579,449251.850318611,0,1,4,0.9999999999999,0,0,2,2
1.879,91777.7682581166,474783.00970512,85135.1612636139,398161.797006094,84337.359418378,449251.921172601,90906.244381114,449251.921329491,0,1,4,0.9999999999999,0,0,2,2
1.88,91785.0075459806,474782.989503458,85137.1303973992,398162.060908095,84337.3594894456,449251.992149505,90913.7764155058,449251.992306314,0,1,4,0.9999999999999,0,0,2,2
1.881,91792.2443740155,474782.969305338,85139.1014274833,398162.324697379,84337.3595604786,449252.063092375,90921.3059205875,449252.063249104,0,1,4,0.9999999999999,0,0,2,2
1.882,91799.4787430775,474782.949110762,85141.074352317,398162.588373982,84337.3596314773,449252.134001236,90928.8328963132,449252.134157884,0,1,4,0.9999999999999,0,0,2,2
1.883,91806.7106540227,474782.928919735,85143.0491703507,398162.851937939,84337.3597024417,449252.20487611,90936.3573426371,449252.205032678,0,1,4,0.9999999999999,0,0,2,2
1.884,91813.9401077073,474782.90873226,85145.0258800351,398163.115389286,84337.3597733719,449252.275717022,90943.8792595134,449252.275873509,0,1,4,0.9999999999999,0,0,2,2
1.885,91821.1671049874,474782.88854834,85147.0044798209,398163.37872806,84337.3598442679,449252.346523994,90951.3986468964,449252.346680401,0,1,4,0.9999999999999,0,0,2,2
1.886,91828.3916467191,474782.868367977,85148.9849681587,398163.641954296,84337.3599151298,449252.417297051,90958.9155047402,449252.417453378,0,1,4,0.9999999999999,0,0,2,2
1.887,91835.6137337586,474782.848191176,85150.967343499,398163.90506803,84337.3599859578,449252.488036216,90966.4298329989,449252.488192464,0,1,4,0.9999999999999,0,0,2,2
1.888,91842.833366962,474782.82801794,85152.9516042926,398164.168069298,84337.3600567518,449252.558741513,90973.9416316269,449252.55889768,0,1,4,0.9999999999999,0,0,2,2
1.889,91850.0505471855,474782.807848272,85154.93774899,398164.430958136,84337.360127512,449252.629412965,90981.4509005782,449252.629569052,0,1,4,0.9999999999999,0,0,2,2
1.89,91857.2652752852,474782.787682174,85156.9257760419,398164.693734581,84337.3601982384,449252.700050595,90988.9576398071,449252.700206603,0,1,4,0.9999999999999,0,0,2,2
1.891,91864.4775521173,474782.767519652,85158.9156838989,398164.956398668,84337.3602689312,449252.770654428,90996.4618492677,449252.770810356,0,1,4,0.9999999999999,0,0,2,2
1.892,91871.6873785378,474782.747360706,85160.9074710116,398165.218950432,84337.3603395904,449252.841224486,91003.9635289143,449252.841380334,0,1,4,0.9999999999999,0,0,2,2
1.893,91878.894755403,474782.727205342,85162.9011358306,398165.481389911,84337.3604102161,449252.911760793,91011.462678701,449252.911916562,0,1,4,0.9999999999999,0,0,2,2
1.894,91886.0996835689,474782.707053561,85164.8966768066,398165.74371714,84337.3604808083,449252.982263374,91018.959298582,449252.982419063,0,1,4,0.9999999999999,0,0,2,2
1.895,91893.3021638918,474782.686905368,85166.8940923902,398166.005932154,84337.3605513672,449253.052732251,91026.4533885115,449253.052887861,0,1,4,0.9999999999999,0,0,2,2
1.896,91900.5021972277,474782.666760765,85168.893381032,398166.26803499,84337.3606218929,449253.123167447,91033.9449484438,449253.123322978,0,1,4,0.9999999999999,0,0,2,2
1.897,91907.6997844328,474782.646619756,85170.8945411827,398166.530025684,84337.3606923853,449253.193568988,91041.4339783329,449253.19372444,0,1,4,0.9999999999999,0,0,2,2
1.898,91914.8949263633,474782.626482344,85172.8975712928,398166.791904272,84337.3607628447,449253.263936895,91048.9204781331,449253.264092268,0,1,4,0.9999999999999,0,0,2,2
1.899,91922.0876238752,474782.606348532,85174.9024698131,398167.05367079,84337.360833271,449253.334271193,91056.4044477985,449253.334426487,0,1,4,0.9999999999999,0,0,2,2
1.9,91929.2778778247,474782.586218324,85176.909235194,398167.315325273,84337.3609036643,449253.404571905,91063.8858872834,449253.40472712,0,1,4,0.9999999999999,0,0,2,2
1.901,91936.465689068,474782.566091723,85178.9178658863,398167.576867758,84337.3609740248,449253.474839054,91071.364796542,449253.474994191,0,1,4,0.9999999999999,0,0,2,2
1.902,91943.6510584613,474782.545968731,85180.9283603405,398167.83829828,84337.3610443525,449253.545072665,91078.8411755283,449253.545227723,0,1,4,0.9999999999999,0,0,2,2
1.903,91950.8339868606,474782.525849353,85182.9407170073,398168.099616876,84337.3611146475,449253.615272761,91086.3150241967,449253.61542774,0,1,4,0.9999999999999,0,0,2,2
1.904,91958.014475122,474782.505733591,85184.9549343374,398168.360823581,84337.3611849099,449253.685439365,91093.7863425013,449253.685594265,0,1,4,0.9999999999999,0,0,2,2
1.905,91965.1925241018,474782.485621449,85186.9710107813,398168.621918432,84337.3612551397,449253.755572501,91101.2551303963,449253.755727323,0,1,4,0.9999999999999,0,0,2,2
1.906,91972.368134656,474782.46551293,85188.9889447896,398168.882901464,84337.3613253371,449253.825672192,91108.7213878359,449253.825826936,0,1,4,0.9999999999999,0,0,2,2
1.907,91979.5413076409,474782.445408036,85191.008734813,398169.143772714,84337.361395502,449253.895738462,91116.1851147743,449253.895893128,0,1,4,0.9999999999999,0,0,2,2
1.908,91986.7120439125,474782.425306773,85193.0303793022,398169.404532216,84337.3614656347,449253.965771334,91123.6463111656,449253.965925923,0,1,4,0.9999999999999,0,0,2,2
1.909,91993.8803443271,474782.405209142,85195.0538767077,398169.665180008,84337.3615357351,449254.035770833,91131.1049769641,449254.035925343,0,1,4,0.9999999999999,0,0,2,2
1.91,92001.0462097406,474782.385115146,85197.0792254801,398169.925716126,84337.3616058034,449254.105736982,91138.561112124,449254.105891414,0,1,4,0.9999999999999,0,0,2,2
1.911,92008.2096410094,474782.36502479,85199.1064240702,398170.186140604,84337.3616758397,449254.175669803,91146.0147165993,449254.175824157,0,1,4,0.9999999999999,0,0,2,2
1.912,92015.3706389894,474782.344938077,85201.1354709284,398170.446453479,84337.3617458439,449254.245569321,91153.4657903444,449254.245723598,0,1,4,0.9999999999999,0,0,2,2
1.913,92022.5292045369,474782.324855009,85203.1663645055,398170.706654788,84337.3618158162,449254.31543556,91160.9143333135,449254.315589759,0,1,4,0.9999999999999,0,0,2,2
1.914,92029.6853385081,474782.304775589,85205.199103252,398170.966744566,84337.3618857567,449254.385268542,91168.3603454606,449254.385422663,0,1,4,0.9999999999999,0,0,2,2
1.915,92036.8390417589,474782.284699822,85207.2336856187,398171.226722848,84337.3619556655,449254.455068291,91175.80382674,449254.455222335,0,1,4,0.9999999999999,0,0,2,2
1.916,92043.9903151457,474782.26462771,85209.270110056,398171.486589672,84337.3620255426,449254.524834832,91183.2447771059,449254.524988798,0,1,4,0.9999999999999,0,0,2,2
1.917,92051.1391595244,474782.244559257,85211.3083750147,398171.746345072,84337.3620953881,449254.594568187,91190.6831965124,449254.594722076,0,1,4,0.9999999999999,0,0,2,2
1.918,92058.2855757514,474782.224494465,85213.3484789453,398172.005989085,84337.3621652021,449254.664268379,91198.1190849139,449254.664422192,0,1,4,0.9999999999999,0,0,2,2
1.919,92065.4295646827,474782.204433338,85215.3904202985,398172.265521747,84337.3622349847,449254.733935434,91205.5524422643,449254.734089169,0,1,4,0.9999999999999,0,0,2,2
1.92,92072.5711271744,474782.18437588,85217.434197525,398172.524943094,84337.3623047359,449254.803569373,91212.983268518,449254.803723032,0,1,4,0.9999999999999,0,0,2,2
1.921,92079.7102640827,474782.164322093,85219.4798090752,398172.784253161,84337.3623744559,449254.873170221,91220.4115636292,449254.873323803,0,1,4,0.9999999999999,0,0,2,2
1.922,92086.8469762637,474782.144271981,85221.5272534,398173.043451986,84337.3624441446,449254.942738002,91227.8373275519,449254.942891506,0,1,4,0.9999999999999,0,0,2,2
1.923,92093.9812645737,474782.124225547,85223.5765289498,398173.302539602,84337.3625138023,449255.012272738,91235.2605602405,449255.012426166,0,1,4,0.9999999999999,0,0,2,2
1.924,92101.1131298686,474782.104182794,85225.6276341753,398173.561516048,84337.362583429,449255.081774453,91242.681261649,449255.081927804,0,1,4,0.9999999999999,0,0,2,2
1.925,92108.2425730047,474782.084143726,85227.6805675271,398173.820381357,84337.3626530247,449255.151243171,91250.0994317317,449255.151396446,0,1,4,0.9999999999999,0,0,2,2
1.926,92115.3695948381,474782.064108345,85229.7353274559,398174.079135568,84337.3627225896,449255.220678915,91257.5150704428,449255.220832114,0,1,4,0.9999999999999,0,0,2,2
1.927,92122.494196225,474782.044076656,85231.7919124123,398174.337778714,84337.3627921236,449255.29008171,91264.9281777365,449255.290234832,0,1,4,0.9999999999999,0,0,2,2
1.928,92129.6163780214,474782.02404866,85233.8503208469,398174.596310833,84337.362861627,449255.359451577,91272.3387535669,449255.359604624,0,1,4,0.9999999999999,0,0,2,2
1.929,92136.7361410835,474782.004024362,85235.9105512103,398174.854731961,84337.3629310997,449255.428788542,91279.7467978883,449255.428941512,0,1,4,0.9999999999999,0,0,2,2
1.93,92143.8534862676,474781.984003765,85237.9726019532,398175.113042133,84337.3630005419,449255.498092628,91287.1523106548,449255.498245522,0,1,4,0.9999999999999,0,0,2,2
1.931,92150.9684144296,474781.963986871,85240.0364715262,398175.371241385,84337.3630699537,449255.567363857,91294.5552918206,449255.567516675,0,1,4,0.9999999999999,0,0,2,2
1.932,92158.0809264258,474781.943973685,85242.1021583798,398175.629329753,84337.363139335,449255.636602254,91301.9557413399,449255.636754997,0,1,4,0.9999999999999,0,0,2,2
1.933,92165.1910231123,474781.923964208,85244.1696609648,398175.887307273,84337.3632086861,449255.705807842,91309.3536591669,449255.705960509,0,1,4,0.9999999999999,0,0,2,2
1.934,92172.2987053452,474781.903958446,85246.2389777318,398176.145173982,84337.3632780069,449255.774980646,91316.7490452558,449255.775133237,0,1,4,0.9999999999999,0,0,2,2
1.935,92179.4039739806,474781.8839564,85248.3101071313,398176.402929914,84337.3633472976,449255.844120687,91324.1418995608,449255.844273203,0,1,4,0.9999999999999,0,0,2,2
1.936,92186.5068298749,474781.863958075,85250.383047614,398176.660575107,84337.3634165582,449255.91322799,91331.532222036,449255.913380431,0,1,4,0.9999999999999,0,0,2,2
1.937,92193.6072738839,474781.843963473,85252.4577976306,398176.918109596,84337.3634857889,449255.982302579,91338.9200126357,449255.982454944,0,1,4,0.9999999999999,0,0,2,2
1.938,92200.705306864,474781.823972597,85254.5343556316,398177.175533416,84337.3635549896,449256.051344476,91346.305271314,449256.051496766,0,1,4,0.9999999999999,0,0,2,2
1.939,92207.8009296712,474781.803985451,85256.6127200677,398177.432846604,84337.3636241605,449256.120353706,91353.6879980252,449256.120505921,0,1,4,0.9999999999999,0,0,2,2
1.94,92214.8941431617,474781.784002039,85258.6928893895,398177.690049197,84337.3636933017,449256.189330292,91361.0681927234,449256.189482432,0,1,4,0.9999999999999,0,0,2,2
1.941,92221.9849481916,474781.764022362,85260.7748620476,398177.947141229,84337.3637624132,449256.258274258,91368.4458553628,449256.258426323,0,1,4,0.9999999999999,0,0,2,2
1.942,92229.0733456171,474781.744046425,85262.8586364927,398178.204122737,84337.3638314952,449256.327185627,91375.8209858976,449256.327337617,0,1,4,0.9999999999999,0,0,2,2
1.943,92236.1593362942,474781.724074231,85264.9442111753,398178.460993756,84337.3639005476,449256.396064422,91383.1935842819,449256.396216338,0,1,4,0.9999999999999,0,0,2,2
1.944,92243.2429210793,474781.704105783,85267.0315845461,398178.717754323,84337.3639695706,449256.464910668,91390.5636504701,449256.465062509,0,1,4,0.9999999999999,0,0,2,2
1.945,92250.3241008283,474781.684141084,85269.1207550558,398178.974404474,84337.3640385643,449256.533724387,91397.9311844163,449256.533876154,0,1,4,0.9999999999999,0,0,2,2
1.946,92257.4028763974,474781.664180138,85271.2117211549,398179.230944244,84337.3641075287,449256.602505604,91405.2961860746,449256.602657296,0,1,4,0.9999999999999,0,0,2,2
1.947,92264.4792486429,474781.644222947,85273.3044812942,398179.48737367,84337.3641764639,449256.671254342,91412.6586553992,449256.671405959,0,1,4,0.9999999999999,0,0,2,2
1.948,92271.5532184207,474781.624269515,85275.399033924,398179.743692788,84337.3642453701,449256.739970624,91420.0185923444,449256.740122167,0,1,4,0.9999999999999,0,0,2,2
1.949,92278.6247865871,474781.604319846,85277.4953774953,398179.999901633,84337.3643142472,449256.808654474,91427.3759968643,449256.808805943,0,1,4,0.9999999999999,0,0,2,2
1.95,92285.6939539982,474781.584373942,85279.5935104584,398180.256000241,84337.3643830954,449256.877305915,91434.7308689131,449256.877457311,0,1,4,0.9999999999999,0,0,2,2
1.951,92292.7607215102,474781.564431806,85281.6934312642,398180.511988648,84337.3644519147,449256.945924972,91442.083208445,449256.946076293,0,1,4,0.9999999999999,0,0,2,2
1.952,92299.8250899791,474781.544493443,85283.7951383631,398180.767866891,84337.3645207053,449257.014511667,91449.4330154142,449257.014662915,0,1,4,0.9999999999999,0,0,2,2
1.953,92306.8870602611,474781.524558855,85285.8986302059,398181.023635005,84337.3645894671,449257.083066024,91456.7802897749,449257.083217198,0,1,4,0.9999999999999,0,0,2,2
1.954,92313.9466332124,474781.504628045,85288.0039052431,398181.279293027,84337.3646582003,449257.151588067,91464.1250314813,449257.151739168,0,1,4,0.9999999999999,0,0,2,2
1.955,92321.0038096892,474781.484701016,85290.1109619254,398181.534840991,84337.364726905,449257.220077819,91471.4672404875,449257.220228847,0,1,4,0.9999999999999,0,0,2,2
1.956,92328.0585403907,474781.464774399,85292.2198954839,398181.790299731,84337.3647955402,449257.288526684,91478.8080772545,449257.28867764,0,1,4,0.9999999999999,0,0,2,2
1.957,92335.1108732619,474781.444851362,85294.3306135087,398182.045649757,84337.3648641445,449257.356942777,91486.146452216,449257.357093663,0,1,4,0.9999999999999,0,0,2,2
1.958,92342.1608107718,474781.42493202,85296.4431113381,398182.300890438,84337.3649327193,449257.4253264,91493.4823280075,449257.425477215,0,1,4,0.9999999999999,0,0,2,2
1.959,92349.2083537633,474781.405016372,85298.5573874485,398182.556021814,84337.3650012647,449257.493677574,91500.8157048914,449257.493828319,0,1,4,0.9999999999999,0,0,2,2
1.96,92356.2535030791,474781.385104424,85300.6734403162,398182.811043928,84337.3650697807,449257.56199632,91508.1465831299,449257.562146996,0,1,4,0.9999999999999,0,0,2,2
1.961,92363.2962595622,474781.365196175,85302.7912684174,398183.065956821,84337.3651382675,449257.63028266,91515.4749629854,449257.630433266,0,1,4,0.9999999999999,0,0,2,2
1.962,92370.3366240552,474781.34529163,85304.9108702287,398183.320760534,84337.365206725,449257.698536615,91522.80084472,449257.698687151,0,1,4,0.9999999999999,0,0,2,2
1.963,92377.3745974012,474781.325390789,85307.0322442262,398183.575455108,84337.3652751534,449257.766758206,91530.1242285961,449257.766908672,0,1,4,0.9999999999999,0,0,2,2
1.964,92384.4101804428,474781.305493657,85309.1553888862,398183.830040586,84337.3653435528,449257.834947454,91537.445114876,449257.835097851,0,1,4,0.9999999999999,0,0,2,2
1.965,92391.4433740229,474781.285600234,85311.2803026852,398184.084517009,84337.3654119231,449257.903104381,91544.7635038219,449257.903254709,0,1,4,0.9999999999999,0,0,2,2
1.966,92398.4741789844,474781.265710523,85313.4069840993,398184.338884417,84337.3654802645,449257.971229008,91552.0793956961,449257.971379266,0,1,4,0.9999999999999,0,0,2,2
1.967,92405.50259617,474781.245824527,85315.535431605,398184.593142853,84337.3655485771,449258.039321355,91559.3927907609,449258.039471545,0,1,4,0.9999999999999,0,0,2,2
1.968,92412.5286264226,474781.225942247,85317.6656436785,398184.847292359,84337.3656168608,449258.107381446,91566.7036892785,449258.107531567,0,1,4,0.9999999999999,0,0,2,2
1.969,92419.552270585,474781.206063687,85319.7976187962,398185.101332975,84337.3656851158,449258.175409299,91574.0120915113,449258.175559353,0,1,4,0.9999999999999,0,0,2,2
1.97,92426.5735295,474781.186188849,85321.9313554343,398185.355264742,84337.3657533422,449258.243404938,91581.3179977216,449258.243554923,0,1,4,0.9999999999999,0,0,2,2
1.971,92433.5924040106,474781.166317734,85324.0668520692,398185.609087704,84337.3658215399,449258.311368383,91588.6214081715,449258.3115183,0,1,4,0.9999999999999,0,0,2,2
1.972,92440.6088949594,474781.146450346,85326.2041071773,398185.8628019,84337.3658897092,449258.379299655,91595.9223231234,449258.379449504,0,1,4,0.9999999999999,0,0,2,2
1.973,92447.6230031893,474781.126586686,85328.3431192348,398186.116407373,84337.36595785,449258.447198776,91603.2207428396,449258.447348558,0,1,4,0.9999999999999,0,0,2,2
1.974,92454.6347295431,474781.106726757,85330.483886718,398186.369904164,84337.3660259624,449258.515065767,91610.5166675823,449258.515215481,0,1,4,0.9999999999999,0,0,2,2
1.975,92461.6440748637,474781.086870562,85332.6264081033,398186.623292314,84337.3660940465,449258.582900649,91617.8100976138,449258.583050296,0,1,4,0.9999999999999,0,0,2,2
1.976,92468.6510399939,474781.067018102,85334.770681867,398186.876571866,84337.3661621024,449258.650703444,91625.1010331964,449258.650853024,0,1,4,0.9999999999999,0,0,2,2
1.977,92475.6556257766,474781.04716938,85336.9167064853,398187.129742859,84337.3662301301,449258.718474172,91632.3894745924,449258.718623685,0,1,4,0.9999999999999,0,0,2,2
1.978,92482.6578330544,474781.027324398,85339.0644804347,398187.382805336,84337.3662981297,449258.786212855,91639.6754220641,449258.786362301,0,1,4,0.9999999999999,0,0,2,2
1.979,92489.6576626704,474781.007483159,85341.2140021915,398187.635759339,84337.3663661012,449258.853919515,91646.9588758737,449258.854068894,0,1,4,0.9999999999999,0,0,2,2
1.98,92496.6551154672,474780.987645665,85343.3652702319,398187.888604909,84337.3664340448,449258.921594172,91654.2398362835,449258.921743485,0,1,4,0.9999999999999,0,0,2,2
1.981,92503.6501922878,474780.967811919,85345.5182830322,398188.141342087,84337.3665019605,449258.989236847,91661.5183035558,449258.989386095,0,1,4,0.9999999999999,0,0,2,2
1.982,92510.6428939749,474780.947981922,85347.6730390689,398188.393970914,84337.3665698484,449259.056847563,91668.7942779528,449259.056996744,0,1,4,0.9999999999999,0,0,2,2
1.983,92517.6332213714,474780.928155677,85349.8295368181,398188.646491433,84337.3666377085,449259.12442634,91676.067759737,449259.124575456,0,1,4,0.9999999999999,0,0,2,2
1.984,92524.6211753201,474780.908333187,85351.9877747563,398188.898903684,84337.3667055409,449259.1919732,91683.3387491704,449259.19212225,0,1,4,0.9999999999999,0,0,2,2
1.985,92531.6067566638,474780.888514453,85354.1477513597,398189.15120771,84337.3667733458,449259.259488163,91690.6072465154,449259.259637148,0,1,4,0.9999999999999,0,0,2,2
1.986,92538.5899662453,474780.868699478,85356.3094651047,398189.403403551,84337.366841123,449259.326971251,91697.8732520344,449259.327120171,0,1,4,0.9999999999999,0,0,2,2
1.987,92545.5708049076,474780.848888265,85358.4729144676,398189.65549125,84337.3669088728,449259.394422486,91705.1367659895,449259.394571341,0,1,4,0.9999999999999,0,0,2,2
1.988,92552.5492734933,474780.829080816,85360.6380979247,398189.907470847,84337.3669765952,449259.461841888,91712.397788643,449259.461990678,0,1,4,0.9999999999999,0,0,2,2
1.989,92559.5253728454,474780.809277132,85362.8050139522,398190.159342384,84337.3670442902,449259.529229479,91719.6563202572,449259.529378205,0,1,4,0.9999999999999,0,0,2,2
1.99,92566.4991038066,474780.789477217,85364.9736610266,398190.411105903,84337.367111958,449259.596585281,91726.9123610945,449259.596733942,0,1,4,0.9999999999999,0,0,2,2
1.991,92573.4704672199,474780.769681073,85367.1440376242,398190.662761445,84337.3671795985,449259.663909313,91734.165911417,449259.66405791,0,1,4,0.9999999999999,0,0,2,2
1.992,92580.4394639279,474780.749888702,85369.3161422212,398190.914309051,84337.367247212,449259.731201598,91741.4169714871,449259.731350131,0,1,4,0.9999999999999,0,0,2,2
1.993,92587.4060947735,474780.730100106,85371.4899732941,398191.165748763,84337.3673147983,449259.798462157,91748.6655415671,449259.798610626,0,1,4,0.9999999999999,0,0,2,2
1.994,92594.3703605997,474780.710315289,85373.665529319,398191.417080623,84337.3673823577,449259.865691011,91755.9116219191,449259.865839417,0,1,4,0.9999999999999,0,0,2,2
1.995,92601.3322622491,474780.690534251,85375.8428087723,398191.668304671,84337.3674498902,449259.932888181,91763.1552128055,449259.933036524,0,1,4,0.9999999999999,0,0,2,2
1.996,92608.2918005646,474780.670756996,85378.0218101304,398191.91942095,84337.3675173958,449260.000053689,91770.3963144887,449260.000201969,0,1,4,0.9999999999999,0,0,2,2
1.997,92615.248976389,474780.650983526,85380.2025318695,398192.170429501,84337.3675848746,449260.067187556,91777.6349272307,449260.067335773,0,1,4,0.9999999999999,0,0,2,2
1.998,92622.2037905653,474780.631213842,85382.3849724661,398192.421330366,84337.3676523266,449260.134289803,91784.871051294,449260.134437958,0,1,4,0.9999999999999,0,0,2,2
1.999,92629.156243936,474780.611447949,85384.5691303963,398192.672123585,84337.3677197521,449260.201360452,91792.1046869408,449260.201508544,0,1,4,0.9999999999999,0,0,2,2
2,92636.1063373443,474780.591685847,85386.7550041365,398192.9228092,84337.367787151,449260.268399523,91799.3358344334,449260.268547553,0,1,4,0.9999999999999,0,0,2,2
2,92636.1063373443,474780.591685847,85386.7550041365,398192.9228092,84337.367787151,449260.268399523,91799.3358344334,449260.268547553,0,1,4,0.9999999999999,0,1,4,1.9999999999998
2.001,92603.0949430283,431388.101461178,85314.3101845669,324099.612107959,84213.9267661317,324103.900023274,91723.0839844055,361418.629510047,0,1,4,0.9999999999999,0,1,4,1.9999999999998
2.002,92612.6784005198,429110.462510291,85311.5191096999,319448.217852019,84211.4534510584,319449.735887737,91732.2195520699,357563.996525572,0,1,4,0.9999999999999,0,1,4,1.9999999999998
2.003,92624.4858938049,428995.662204382,85313.1641460198,319215.262389451,84213.419734881,319216.679324837,91745.0620901781,357370.608952709,0,1,4,0.9999999999999,0,1,4,1.9999999999998
2.004,92636.3987042287,428989.714700485,85315.0346625556,319203.804774789,84215.6115432452,319205.213585643,91758.0750123206,357360.908809227,0,1,4,0.9999999999999,0,1,4,1.9999999999998
2.005,92648.3103080413,428989.347883387,85316.919831403,319203.698790268,84217.8179188128,319205.106264655,91771.0811898869,357360.624142076,0,1,4,0.9999999999999,0,1,4,1.9999999999998
2.006,92660.2122000305,428989.200564526,85318.8100981209,319204.038242368,84220.0292583166,319205.444917227,91784.0647110109,357360.709484154,0,1,4,0.9999999999999,0,1,4,1.9999999999998
2.007,92672.1049929016,428989.076000918,85320.7046705677,319204.423224008,84222.2447799498,319205.829077463,91797.0274355481,357360.832962478,0,1,4,0.9999999999999,0,1,4,1.9999999999998
2.008,92683.9924208598,428988.955907161,85322.6017569003,319204.816839973,84224.4627427133,319206.221873582,91809.9779775059,357360.963830452,0,1,4,0.9999999999999,0,1,4,1.9999999999998
2.009,92695.859454854,428988.83785644,85324.5083319845,319205.212885881,84226.6899176381,319206.617104168,91822.8831890189,357361.097567155,0,1,4,0.9999999999999,0,1,4,1.9999999999998
2.01,92707.7264888482,428988.719805719,85326.4149070688,319205.608931789,84228.9170925629,319207.012334755,91835.7884005319,357361.231303858,0,1,4,0.9999999999999,0,1,4,1.9999999999998
2.011,92719.5925553935,428988.601772223,85328.32192926,319206.004932986,84231.1447014525,319207.407520791,91848.6915511075,357361.365042069,0,1,4,0.9999999999999,0,1,4,1.9999999999998
2.012,92731.4183796555,428988.484455212,85330.2475494412,319206.399074403,84233.3903616712,319207.800853688,91861.5089743332,357361.498842995,0,1,4,0.9999999999999,0,1,4,1.9999999999998
2.013,92743.2442039175,428988.367138201,85332.1731696224,319206.79321582,84235.6360218899,319208.194186585,91874.3263975588,357361.632643921,0,1,4,0.9999999999999,0,1,4,1.9999999999998
