"time","Source.ports[1].m_flow","Source.ports[1].p","Source.ports[1].h_outflow","Source.ports[2].m_flow","Source.ports[2].p","Source.ports[2].h_outflow","Source.ports[3].m_flow","Source.ports[3].p","Source.ports[3].h_outflow","Source.ports[4].m_flow","Source.ports[4].p","Source.ports[4].h_outflow","Sink.ports[1].m_flow","Sink.ports[1].p","Sink.ports[1].h_outflow","Sink.ports[2].m_flow","Sink.ports[2].p","Sink.ports[2].h_outflow","Sink.ports[3].m_flow","Sink.ports[3].p","Sink.ports[3].h_outflow","Sink.ports[4].m_flow","Sink.ports[4].p","Sink.ports[4].h_outflow","pump.port_b.m_flow","pump.port_b.p","pump.port_b.h_outflow","downstreamPressure.y","pumpPolynomial.port_b.m_flow","pumpPolynomial.port_b.p","pumpPolynomial.port_b.h_outflow","pumpQuadraticLinear.port_b.m_flow","pumpQuadraticLinear.port_b.p","pumpQuadraticLinear.port_b.h_outflow","pumpLinear.port_b.m_flow","pumpLinear.port_b.p","pumpLinear.port_b.h_outflow"
0.02,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.022,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.024,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.026,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.028,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.03,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.032,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.034,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.036,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.038,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.04,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.042,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.044,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.046,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.048,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.05,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.052,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.054,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.056,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.058,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.06,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.062,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.064,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.066,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.068,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.07,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.072,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.074,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.076,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.078,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.08,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.082,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.084,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.086,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.088,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.09,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.092,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.094,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.096,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.098,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.1,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.102,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
0.104,-1.58470760343994,200000,84105.9189422012,-1.58470760343994,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,-1.65026078855995,200000,84105.9189422012,1.58470760343994,100000,84011.8111671368,1.58470760343994,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,1.65026078855995,100000,84011.8111671368,-1.58470760343994,100000,83980.6938171978,100000,-1.58470760343994,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978,-1.65026078855995,100000,83980.6938171978
