"time","aimc.idq_rr[1]","aimc.idq_rr[2]","aimc.idq_sr[1]","aimc.idq_sr[2]","loadInertia.phi","loadInertia.w"
0,9.34635871172944e-13,5.11026237946268e-15,-40.5850682791638,-23.9760767223432,0,157.07963267949
5e-05,9.32981451919808e-13,5.42196219589336e-15,-40.5850682791638,-23.9760767223432,0.00785398163397448,157.07963267949
0.0001,9.3222950843654e-13,8.00248306286452e-15,-40.5850682791638,-23.9760767223432,0.015707963267949,157.07963267949
0.00015,9.35797846385134e-13,5.87143651302209e-15,-40.5850682791638,-23.9760767223432,0.0235619449019235,157.07963267949
0.0002,9.40419509841793e-13,2.43721788248592e-15,-40.5850682791638,-23.9760767223432,0.0314159265358979,157.07963267949
0.00025,9.44892047610707e-13,-1.10684594692965e-15,-40.5850682791638,-23.9760767223432,0.0392699081698724,157.07963267949
0.0003,9.49258632675033e-13,-4.72895398243367e-15,-40.5850682791638,-23.9760767223432,0.0471238898038469,157.07963267949
0.00035,9.53625217739358e-13,-8.35106201793768e-15,-40.5850682791638,-23.9760767223432,0.0549778714378214,157.07963267949
0.0004,9.57991802803683e-13,-1.19731700534417e-14,-40.5850682791638,-23.9760767223432,0.0628318530717959,157.07963267949
0.00045,9.60819109841991e-13,-1.67537642208601e-14,-40.5850682791638,-23.9760767223432,0.0706858347057704,157.07963267949
0.0005,9.56090292808808e-13,-2.72212224894306e-14,-40.5850682791638,-23.9760767223432,0.0785398163397448,157.07963267949
0.00055,9.51361475775624e-13,-3.76886807580011e-14,-40.5850682791638,-23.9760767223432,0.0863937979737193,157.07963267949
0.0006,9.46632658742441e-13,-4.81561390265716e-14,-40.5850682791638,-23.9760767223432,0.0942477796076938,157.07963267949
0.00065,9.41903841709257e-13,-5.86235972951422e-14,-40.5850682791638,-23.9760767223432,0.102101761241668,157.07963267949
0.0007,9.37175024676074e-13,-6.90910555637127e-14,-40.5850682791638,-23.9760767223431,0.109955742875643,157.07963267949
0.00075,9.32446207642891e-13,-7.95585138322832e-14,-40.5850682791638,-23.9760767223431,0.117809724509617,157.07963267949
0.0008,9.27717390609707e-13,-9.00259721008537e-14,-40.5850682791637,-23.9760767223431,0.125663706143592,157.07963267949
0.00085,9.22988573576524e-13,-1.00493430369424e-13,-40.5850682791637,-23.9760767223431,0.133517687777566,157.07963267949
0.0009,9.19141509724508e-13,-1.08445897103854e-13,-40.5850682791637,-23.9760767223431,0.141371669411541,157.07963267949
0.00095,9.17017907184641e-13,-1.11482599765015e-13,-40.5850682791637,-23.9760767223431,0.149225651045515,157.07963267949
0.001,9.14894304644774e-13,-1.14519302426177e-13,-40.5850682791637,-23.9760767223431,0.15707963267949,157.07963267949
0.00105,9.12770702104906e-13,-1.17556005087339e-13,-40.5850682791637,-23.9760767223431,0.164933614313464,157.07963267949
0.0011,9.10647099565039e-13,-1.20592707748501e-13,-40.5850682791637,-23.9760767223431,0.172787595947439,157.07963267949
0.00115,9.08523497025172e-13,-1.23629410409663e-13,-40.5850682791637,-23.9760767223431,0.180641577581413,157.07963267949
0.0012,9.06399894485305e-13,-1.26666113070825e-13,-40.5850682791637,-23.9760767223431,0.188495559215388,157.07963267949
0.00125,9.04276291945438e-13,-1.29702815731987e-13,-40.5850682791637,-23.9760767223431,0.196349540849362,157.07963267949
0.0013,9.02152689405571e-13,-1.32739518393148e-13,-40.5850682791637,-23.9760767223431,0.204203522483337,157.07963267949
0.00135,9.00029086865704e-13,-1.3577622105431e-13,-40.5850682791637,-23.9760767223431,0.212057504117311,157.07963267949
0.0014,8.97905484325836e-13,-1.38812923715472e-13,-40.5850682791637,-23.9760767223431,0.219911485751286,157.07963267949
0.00145,8.95781881785969e-13,-1.41849626376634e-13,-40.5850682791637,-23.9760767223431,0.22776546738526,157.07963267949
0.0015,8.93658279246102e-13,-1.44886329037796e-13,-40.5850682791637,-23.9760767223431,0.235619449019235,157.07963267949
0.00155,8.91534676706235e-13,-1.47923031698958e-13,-40.5850682791637,-23.9760767223431,0.243473430653209,157.07963267949
0.0016,8.89411074166368e-13,-1.5095973436012e-13,-40.5850682791637,-23.9760767223431,0.251327412287183,157.07963267949
0.00165,8.87287471626501e-13,-1.53996437021281e-13,-40.5850682791637,-23.9760767223431,0.259181393921158,157.07963267949
0.0017,8.85163869086634e-13,-1.57033139682443e-13,-40.5850682791637,-23.9760767223431,0.267035375555132,157.07963267949
0.00175,8.83040266546766e-13,-1.60069842343605e-13,-40.5850682791637,-23.9760767223431,0.274889357189107,157.07963267949
0.0018,8.8175530545951e-13,-1.61961536024389e-13,-40.5850682791637,-23.9760767223431,0.282743338823081,157.07963267949
0.00185,8.80870652366923e-13,-1.63306683565119e-13,-40.5850682791637,-23.9760767223431,0.290597320457056,157.07963267949
0.0019,8.79985999274336e-13,-1.64651831105848e-13,-40.5850682791637,-23.9760767223431,0.29845130209103,157.07963267949
0.00195,8.79101346181749e-13,-1.65996978646578e-13,-40.5850682791637,-23.9760767223431,0.306305283725005,157.07963267949
0.002,8.78216693089162e-13,-1.67342126187308e-13,-40.5850682791637,-23.9760767223431,0.314159265358979,157.07963267949
0.00205,8.77332039996575e-13,-1.68687273728037e-13,-40.5850682791637,-23.9760767223431,0.322013246992954,157.07963267949
0.0021,8.76447386903988e-13,-1.70032421268767e-13,-40.5850682791637,-23.9760767223431,0.329867228626928,157.07963267949
0.00215,8.75562733811401e-13,-1.71377568809497e-13,-40.5850682791637,-23.9760767223431,0.337721210260903,157.07963267949
0.0022,8.74678080718814e-13,-1.72722716350226e-13,-40.5850682791637,-23.9760767223431,0.345575191894877,157.07963267949
0.00225,8.73793427626227e-13,-1.74067863890956e-13,-40.5850682791637,-23.9760767223431,0.353429173528852,157.07963267949
0.0023,8.7290877453364e-13,-1.75413011431686e-13,-40.5850682791637,-23.9760767223431,0.361283155162826,157.07963267949
0.00235,8.72024121441053e-13,-1.76758158972415e-13,-40.5850682791637,-23.9760767223431,0.369137136796801,157.07963267949
0.0024,8.71139468348466e-13,-1.78103306513145e-13,-40.5850682791637,-23.976076722343,0.376991118430775,157.07963267949
0.00245,8.70254815255879e-13,-1.79448454053874e-13,-40.5850682791637,-23.976076722343,0.38484510006475,157.07963267949
0.0025,8.69370162163292e-13,-1.80793601594604e-13,-40.5850682791637,-23.976076722343,0.392699081698724,157.07963267949
0.00255,8.68485509070705e-13,-1.82138749135334e-13,-40.5850682791637,-23.976076722343,0.400553063332699,157.07963267949
0.0026,8.67600855978118e-13,-1.83483896676063e-13,-40.5850682791637,-23.976076722343,0.408407044966673,157.07963267949
0.00265,8.66716202885531e-13,-1.84829044216793e-13,-40.5850682791637,-23.976076722343,0.416261026600648,157.07963267949
0.0027,8.65831549792944e-13,-1.86174191757523e-13,-40.5850682791637,-23.976076722343,0.424115008234622,157.07963267949
0.00275,8.64946896700357e-13,-1.87519339298252e-13,-40.5850682791637,-23.976076722343,0.431968989868597,157.07963267949
0.0028,8.6406224360777e-13,-1.88864486838982e-13,-40.5850682791637,-23.976076722343,0.439822971502571,157.07963267949
0.00285,8.63177590515183e-13,-1.90209634379712e-13,-40.5850682791637,-23.976076722343,0.447676953136546,157.07963267949
0.0029,8.62292937422596e-13,-1.91554781920441e-13,-40.5850682791637,-23.976076722343,0.45553093477052,157.07963267949
0.00295,8.61408284330009e-13,-1.92899929461171e-13,-40.5850682791637,-23.976076722343,0.463384916404494,157.07963267949
0.003,8.60523631237422e-13,-1.94245077001901e-13,-40.5850682791637,-23.976076722343,0.471238898038469,157.07963267949
0.00305,8.59638978144835e-13,-1.9559022454263e-13,-40.5850682791637,-23.976076722343,0.479092879672443,157.07963267949
0.0031,8.58754325052248e-13,-1.9693537208336e-13,-40.5850682791637,-23.976076722343,0.486946861306418,157.07963267949
0.00315,8.57869671959661e-13,-1.98280519624089e-13,-40.5850682791637,-23.976076722343,0.494800842940392,157.07963267949
0.0032,8.56985018867074e-13,-1.99625667164819e-13,-40.5850682791637,-23.976076722343,0.502654824574367,157.07963267949
0.00325,8.56100365774487e-13,-2.00970814705549e-13,-40.5850682791637,-23.976076722343,0.510508806208341,157.07963267949
0.0033,8.552157126819e-13,-2.02315962246278e-13,-40.5850682791637,-23.976076722343,0.518362787842316,157.07963267949
0.00335,8.54331059589313e-13,-2.03661109787008e-13,-40.5850682791637,-23.976076722343,0.52621676947629,157.07963267949
0.0034,8.53446406496726e-13,-2.05006257327738e-13,-40.5850682791637,-23.976076722343,0.534070751110265,157.07963267949
0.00345,8.52561753404139e-13,-2.06351404868467e-13,-40.5850682791637,-23.976076722343,0.541924732744239,157.07963267949
0.0035,8.51677100311552e-13,-2.07696552409197e-13,-40.5850682791637,-23.976076722343,0.549778714378214,157.07963267949
0.00355,8.50623528511867e-13,-2.09120185051716e-13,-40.5850682791637,-23.976076722343,0.557632696012188,157.07963267949
0.0036,8.49261403989892e-13,-2.10687181281563e-13,-40.5850682791637,-23.976076722343,0.565486677646163,157.07963267949
0.00365,8.47899279467917e-13,-2.12254177511411e-13,-40.5850682791637,-23.976076722343,0.573340659280137,157.07963267949
0.0037,8.46537154945942e-13,-2.13821173741258e-13,-40.5850682791636,-23.976076722343,0.581194640914112,157.07963267949
0.00375,8.45175030423967e-13,-2.15388169971105e-13,-40.5850682791636,-23.976076722343,0.589048622548086,157.07963267949
0.0038,8.43812905901991e-13,-2.16955166200953e-13,-40.5850682791636,-23.976076722343,0.596902604182061,157.07963267949
0.00385,8.42450781380016e-13,-2.185221624308e-13,-40.5850682791636,-23.976076722343,0.604756585816035,157.07963267949
0.0039,8.41088656858041e-13,-2.20089158660647e-13,-40.5850682791636,-23.976076722343,0.61261056745001,157.07963267949
0.00395,8.39726532336066e-13,-2.21656154890495e-13,-40.5850682791636,-23.976076722343,0.620464549083984,157.07963267949
0.004,8.38364407814091e-13,-2.23223151120342e-13,-40.5850682791636,-23.976076722343,0.628318530717959,157.07963267949
0.00405,8.37002283292116e-13,-2.24790147350189e-13,-40.5850682791636,-23.976076722343,0.636172512351933,157.07963267949
0.0041,8.35640158770141e-13,-2.26357143580037e-13,-40.5850682791636,-23.976076722343,0.644026493985908,157.07963267949
0.00415,8.34278034248166e-13,-2.27924139809884e-13,-40.5850682791636,-23.976076722343,0.651880475619882,157.07963267949
0.0042,8.32915909726191e-13,-2.29491136039731e-13,-40.5850682791636,-23.976076722343,0.659734457253857,157.07963267949
0.00425,8.31553785204216e-13,-2.31058132269578e-13,-40.5850682791636,-23.976076722343,0.667588438887831,157.07963267949
0.0043,8.3019166068224e-13,-2.32625128499426e-13,-40.5850682791636,-23.976076722343,0.675442420521806,157.07963267949
0.00435,8.28829536160265e-13,-2.34192124729273e-13,-40.5850682791636,-23.976076722343,0.68329640215578,157.07963267949
0.0044,8.2746741163829e-13,-2.3575912095912e-13,-40.5850682791636,-23.976076722343,0.691150383789755,157.07963267949
0.00445,8.26105287116315e-13,-2.37326117188968e-13,-40.5850682791636,-23.976076722343,0.699004365423729,157.07963267949
0.0045,8.2474316259434e-13,-2.38893113418815e-13,-40.5850682791636,-23.976076722343,0.706858347057704,157.07963267949
0.00455,8.23381038072365e-13,-2.40460109648662e-13,-40.5850682791636,-23.976076722343,0.714712328691678,157.07963267949
