"time","volume.medium.h","volume.medium.p"
0.041612,107402.744702845,111645.562493165
0.041814,107402.773400823,111645.562081772
0.042016,107402.802098801,111645.561670378
0.042218,107402.830796779,111645.561258985
0.04242,107402.859494758,111645.560847592
0.042622,107402.888192736,111645.560436199
0.042824,107402.916890714,111645.560024805
0.043026,107402.945588692,111645.559613412
0.043228,107402.974286671,111645.559202019
0.04343,107403.002984649,111645.558790625
0.043632,107403.031682627,111645.558379232
0.043834,107403.060380605,111645.557967839
0.044036,107403.089078584,111645.557556446
0.044238,107403.117776562,111645.557145052
0.04444,107403.14647454,111645.556733659
0.044642,107403.175172518,111645.556322266
0.044844,107403.203870497,111645.555910873
0.045046,107403.232568475,111645.555499479
0.045248,107403.261266453,111645.555088086
0.04545,107403.289964431,111645.554676693
0.045652,107403.31866241,111645.554265299
0.045854,107403.347360388,111645.553853906
0.046056,107403.376058366,111645.553442513
0.046258,107403.404756344,111645.55303112
0.04646,107403.433454323,111645.552619726
0.046662,107403.462152301,111645.552208333
0.046864,107403.490850279,111645.55179694
0.047066,107403.519548257,111645.551385547
0.047268,107403.548246236,111645.550974153
0.04747,107403.576944214,111645.55056276
0.047672,107403.605642192,111645.550151367
0.047874,107403.63434017,111645.549739973
0.048076,107403.663038149,111645.54932858
0.048278,107403.691736127,111645.548917187
0.04848,107403.720434105,111645.548505794
0.048682,107403.749132083,111645.5480944
0.048884,107403.777830062,111645.547683007
0.049086,107403.80652804,111645.547271614
0.049288,107403.835226018,111645.546860221
0.04949,107403.863923996,111645.546448827
0.049692,107403.892621975,111645.546037434
0.049894,107403.921319953,111645.545626041
0.050096,107403.950017931,111645.545214648
0.050298,107403.978715909,111645.544803254
0.0505,107404.007413888,111645.544391861
0.050702,107404.036111866,111645.543980468
0.050904,107404.064809844,111645.543569074
0.051106,107404.093507822,111645.543157681
0.051308,107404.122205801,111645.542746288
0.05151,107404.150903779,111645.542334895
0.051712,107404.179601757,111645.541923501
0.051914,107404.208299735,111645.541512108
0.052116,107404.236997714,111645.541100715
0.052318,107404.265695692,111645.540689322
0.05252,107404.29439367,111645.540277928
0.052722,107404.323091648,111645.539866535
0.052924,107404.351789627,111645.539455142
0.053126,107404.380487605,111645.539043748
0.053328,107404.409185583,111645.538632355
0.05353,107404.437883561,111645.538220962
0.053732,107404.46658154,111645.537809569
0.053934,107404.495279518,111645.537398175
0.054136,107404.523977496,111645.536986782
0.054338,107404.552675474,111645.536575389
0.05454,107404.581373453,111645.536163996
0.054742,107404.610071431,111645.535752602
0.054944,107404.638769409,111645.535341209
0.055146,107404.667467387,111645.534929816
0.055348,107404.696165366,111645.534518423
0.05555,107404.724863344,111645.534107029
0.055752,107404.753561322,111645.533695636
0.055954,107404.7822593,111645.533284243
0.056156,107404.810957279,111645.532872849
0.056358,107404.839655257,111645.532461456
0.05656,107404.868353235,111645.532050063
0.056762,107404.897051213,111645.53163867
0.056964,107404.925749192,111645.531227276
0.057166,107404.95444717,111645.530815883
0.057368,107404.983145148,111645.53040449
0.05757,107405.011843126,111645.529993097
0.057772,107405.040541105,111645.529581703
0.057974,107405.069239083,111645.52917031
0.058176,107405.097937061,111645.528758917
0.058378,107405.126635039,111645.528347523
0.05858,107405.155333018,111645.52793613
0.058782,107405.184030996,111645.527524737
0.058984,107405.212728974,111645.527113344
0.059186,107405.24142415,111645.526701858
0.059388,107405.270113858,111645.526290191
0.05959,107405.298803566,111645.525878524
0.059792,107405.327493274,111645.525466857
0.059994,107405.356182982,111645.52505519
0.060196,107405.38487269,111645.524643524
0.060398,107405.413562398,111645.524231857
0.0606,107405.442252106,111645.52382019
0.060802,107405.470941814,111645.523408523
0.061004,107405.499631522,111645.522996856
0.061206,107405.52832123,111645.52258519
0.061408,107405.557010938,111645.522173523
0.06161,107405.585700646,111645.521761856
0.061812,107405.614390354,111645.521350189
0.062014,107405.643080062,111645.520938522
0.062216,107405.67176977,111645.520526855
0.062418,107405.700459478,111645.520115189
0.06262,107405.729149186,111645.519703522
0.062822,107405.757838894,111645.519291855
0.063024,107405.786528602,111645.518880188
0.063226,107405.81521831,111645.518468521
0.063428,107405.843908018,111645.518056855
0.06363,107405.872597726,111645.517645188
0.063832,107405.901287434,111645.517233521
0.064034,107405.929977142,111645.516821854
0.064236,107405.95866685,111645.516410187
0.064438,107405.987356558,111645.515998521
0.06464,107406.016046266,111645.515586854
0.064842,107406.044735974,111645.515175187
0.065044,107406.073425682,111645.51476352
0.065246,107406.10211539,111645.514351853
0.065448,107406.130805098,111645.513940186
0.06565,107406.159494806,111645.51352852
0.065852,107406.188184514,111645.513116853
0.066054,107406.216874222,111645.512705186
0.066256,107406.24556393,111645.512293519
0.066458,107406.274253638,111645.511881852
0.06666,107406.302943346,111645.511470186
0.066862,107406.331633054,111645.511058519
0.067064,107406.360322762,111645.510646852
0.067266,107406.38901247,111645.510235185
0.067468,107406.417702178,111645.509823518
0.06767,107406.446391886,111645.509411851
0.067872,107406.475081594,111645.509000185
0.068074,107406.503771302,111645.508588518
0.068276,107406.53246101,111645.508176851
0.068478,107406.561150718,111645.507765184
0.06868,107406.589840426,111645.507353517
0.068882,107406.618530134,111645.506941851
0.069084,107406.647219842,111645.506530184
0.069286,107406.67590955,111645.506118517
0.069488,107406.704599258,111645.50570685
0.06969,107406.733288966,111645.505295183
0.069892,107406.761978674,111645.504883516
0.070094,107406.790668382,111645.50447185
0.070296,107406.81935809,111645.504060183
0.070498,107406.848047798,111645.503648516
0.0707,107406.876737506,111645.503236849
0.070902,107406.905427214,111645.502825182
0.071104,107406.934116922,111645.502413516
0.071306,107406.96280663,111645.502001849
0.071508,107406.991496338,111645.501590182
0.07171,107407.020186046,111645.501178515
0.071912,107407.048875754,111645.500766848
0.072114,107407.077565462,111645.500355182
0.072316,107407.10625517,111645.499943515
0.072518,107407.134944878,111645.499531848
0.07272,107407.163634586,111645.499120181
0.072922,107407.192324294,111645.498708514
0.073124,107407.221014002,111645.498296847
0.073326,107407.24970371,111645.497885181
0.073528,107407.278393418,111645.497473514
0.07373,107407.307083126,111645.497061847
0.073932,107407.335772834,111645.49665018
0.074134,107407.364462542,111645.496238513
0.074336,107407.39315225,111645.495826847
0.074538,107407.421841958,111645.49541518
0.07474,107407.450531666,111645.495003513
0.074942,107407.479221374,111645.494591846
0.075144,107407.507911082,111645.494180179
0.075346,107407.53660079,111645.493768512
0.075548,107407.565290498,111645.493356846
0.07575,107407.593980206,111645.492945179
0.075952,107407.622669914,111645.492533512
0.076154,107407.651359622,111645.492121845
0.076356,107407.68004933,111645.491710178
0.076558,107407.708739038,111645.491298512
0.07676,107407.737428746,111645.490886845
0.076962,107407.766118454,111645.490475178
0.077164,107407.794808162,111645.490063511
0.077366,107407.82349787,111645.489651844
0.077568,107407.852187578,111645.489240178
0.07777,107407.880877286,111645.488828511
0.077972,107407.909566994,111645.488416844
0.078174,107407.938256702,111645.488005177
0.078376,107407.96694641,111645.48759351
0.078578,107407.995636118,111645.487181843
0.07878,107408.024325826,111645.486770177
0.078982,107408.053015534,111645.48635851
0.079184,107408.081705242,111645.485946843
0.079386,107408.11039495,111645.485535176
0.079588,107408.139084658,111645.485123509
0.07979,107408.167774366,111645.484711843
0.079992,107408.196464074,111645.484300176
0.080194,107408.225153782,111645.483888509
0.080396,107408.25384349,111645.483476842
0.080598,107408.282533198,111645.483065175
0.0808,107408.311222906,111645.482653508
0.081002,107408.339912614,111645.482241842
0.081204,107408.368602322,111645.481830175
0.081406,107408.39729203,111645.481418508
0.081608,107408.425981738,111645.481006841
0.08181,107408.454671446,111645.480595174
0.082012,107408.483361154,111645.480183508
0.082214,107408.512050862,111645.479771841
0.082416,107408.54074057,111645.479360174
0.082618,107408.569430278,111645.478948507
0.08282,107408.598119986,111645.47853684
0.083022,107408.626809694,111645.478125174
0.083224,107408.655499402,111645.477713507
0.083426,107408.68418911,111645.47730184
0.083628,107408.712878818,111645.476890173
0.08383,107408.741568526,111645.476478506
0.084032,107408.770258234,111645.476066839
0.084234,107408.798947942,111645.475655173
0.084436,107408.82763765,111645.475243506
0.084638,107408.856327358,111645.474831839
0.08484,107408.885017066,111645.474420172
0.085042,107408.913706774,111645.474008505
0.085244,107408.942396482,111645.473596839
0.085446,107408.97108619,111645.473185172
0.085648,107408.999775898,111645.472773505
0.08585,107409.028465606,111645.472361838
0.086052,107409.057155314,111645.471950171
0.086254,107409.085845022,111645.471538504
0.086456,107409.11453473,111645.471126838
0.086658,107409.143224438,111645.470715171
0.08686,107409.171914146,111645.470303504
0.087062,107409.200603854,111645.469891837
0.087264,107409.229293562,111645.46948017
0.087466,107409.25798327,111645.469068504
0.087668,107409.286672978,111645.468656837
0.08787,107409.315362686,111645.46824517
0.088072,107409.344052394,111645.467833503
0.088274,107409.372742102,111645.467421836
0.088476,107409.40143181,111645.46701017
0.088678,107409.430121518,111645.466598503
0.08888,107409.458811226,111645.466186836
0.089082,107409.487500934,111645.465775169
0.089284,107409.516190642,111645.465363502
0.089486,107409.54488035,111645.464951835
0.089688,107409.573570058,111645.464540169
0.08989,107409.602259766,111645.464128502
0.090092,107409.630949474,111645.463716835
0.090294,107409.659639182,111645.463305168
0.090496,107409.68832889,111645.462893501
0.090698,107409.717018598,111645.462481835
0.0909,107409.745708306,111645.462070168
0.091102,107409.774398014,111645.461658501
0.091304,107409.803087722,111645.461246834
0.091506,107409.83177743,111645.460835167
0.091708,107409.860467138,111645.4604235
0.09191,107409.889156846,111645.460011834
0.092112,107409.917846554,111645.459600167
0.092314,107409.946536262,111645.4591885
0.092516,107409.97522597,111645.458776833
0.092718,107410.003915678,111645.458365166
0.09292,107410.032605386,111645.4579535
0.093122,107410.061295094,111645.457541833
0.093324,107410.089984802,111645.457130166
0.093526,107410.11867451,111645.456718499
0.093728,107410.147364218,111645.456306832
0.09393,107410.176053926,111645.455895166
0.094132,107410.204743634,111645.455483499
0.094334,107410.233433342,111645.455071832
0.094536,107410.26212305,111645.454660165
0.094738,107410.290812758,111645.454248498
0.09494,107410.319502466,111645.453836831
0.095142,107410.348192174,111645.453425165
0.095344,107410.376881882,111645.453013498
0.095546,107410.40557159,111645.452601831
0.095748,107410.434261298,111645.452190164
0.09595,107410.462951006,111645.451778497
0.096152,107410.491640714,111645.451366831
0.096354,107410.520330422,111645.450955164
0.096556,107410.54902013,111645.450543497
0.096758,107410.577709838,111645.45013183
0.09696,107410.606399546,111645.449720163
0.097162,107410.635089254,111645.449308496
0.097364,107410.663778962,111645.44889683
0.097566,107410.69246867,111645.448485163
0.097768,107410.721158378,111645.448073496
0.09797,107410.749848086,111645.447661829
0.098172,107410.778537794,111645.447250162
0.098374,107410.807227502,111645.446838496
0.098576,107410.83591721,111645.446426829
0.098778,107410.864606918,111645.446015162
0.09898,107410.893296626,111645.445603495
0.099182,107410.921986334,111645.445191828
0.099384,107410.950676042,111645.444780162
0.099586,107410.97936575,111645.444368495
0.099788,107411.008055458,111645.443956828
0.09999,107411.036745166,111645.443545161
0.100192,107411.065434874,111645.443133494
0.100394,107411.094124582,111645.442721827
0.100596,107411.12281429,111645.442310161
0.100798,107411.151503998,111645.441898494
0.101,107411.180193706,111645.441486827
0.101202,107411.208883414,111645.44107516
0.101404,107411.237573122,111645.440663493
0.101606,107411.26626283,111645.440251827
0.101808,107411.294952538,111645.43984016
0.10201,107411.323642246,111645.439428493
0.102212,107411.352331954,111645.439016826
0.102414,107411.381021662,111645.438605159
0.102616,107411.40971137,111645.438193492
0.102818,107411.438401078,111645.437781826
0.10302,107411.467090786,111645.437370159
0.103222,107411.495780494,111645.436958492
0.103424,107411.524470202,111645.436546825
0.103626,107411.55315991,111645.436135158
0.103828,107411.581849618,111645.435723492
0.10403,107411.610539326,111645.435311825
0.104232,107411.63921879,111645.434900291
0.104434,107411.667891967,111645.434488838
0.104636,107411.696565144,111645.434077386
0.104838,107411.725238321,111645.433665933
0.10504,107411.753911498,111645.433254481
0.105242,107411.782584675,111645.432843028
0.105444,107411.811257852,111645.432431576
0.105646,107411.839931029,111645.432020124
0.105848,107411.868604206,111645.431608671
0.10605,107411.897277383,111645.431197219
0.106252,107411.92595056,111645.430785766
0.106454,107411.954623737,111645.430374314
0.106656,107411.983296914,111645.429962861
0.106858,107412.011970091,111645.429551409
0.10706,107412.040643268,111645.429139956
0.107262,107412.069316446,111645.428728504
0.107464,107412.097989623,111645.428317051
0.107666,107412.1266628,111645.427905599
0.107868,107412.155335977,111645.427494146
0.10807,107412.184009154,111645.427082694
0.108272,107412.212682331,111645.426671241
0.108474,107412.241355508,111645.426259789
0.108676,107412.270028685,111645.425848336
0.108878,107412.298701862,111645.425436884
0.10908,107412.327375039,111645.425025432
0.109282,107412.356048216,111645.424613979
0.109484,107412.384721393,111645.424202527
0.109686,107412.41339457,111645.423791074
0.109888,107412.442067747,111645.423379622
0.11009,107412.470740924,111645.422968169
0.110292,107412.499414101,111645.422556717
0.110494,107412.528087279,111645.422145264
0.110696,107412.556760456,111645.421733812
0.110898,107412.585433633,111645.421322359
0.1111,107412.61410681,111645.420910907
0.111302,107412.642779987,111645.420499454
0.111504,107412.671453164,111645.420088002
0.111706,107412.700126341,111645.419676549
0.111908,107412.728799518,111645.419265097
0.11211,107412.757472695,111645.418853645
0.112312,107412.786145872,111645.418442192
0.112514,107412.814819049,111645.41803074
0.112716,107412.843492226,111645.417619287
0.112918,107412.872165403,111645.417207835
0.11312,107412.90083858,111645.416796382
0.113322,107412.929511757,111645.41638493
0.113524,107412.958184934,111645.415973477
0.113726,107412.986858112,111645.415562025
0.113928,107413.015531289,111645.415150572
0.11413,107413.044204466,111645.41473912
0.114332,107413.072877643,111645.414327667
0.114534,107413.10155082,111645.413916215
0.114736,107413.130223997,111645.413504762
0.114938,107413.158897174,111645.41309331
0.11514,107413.187570351,111645.412681857
0.115342,107413.216243528,111645.412270405
0.115544,107413.244916705,111645.411858953
0.115746,107413.273589882,111645.4114475
0.115948,107413.302263059,111645.411036048
0.11615,107413.330936236,111645.410624595
0.116352,107413.359609413,111645.410213143
0.116554,107413.38828259,111645.40980169
0.116756,107413.416955768,111645.409390238
0.116958,107413.445628945,111645.408978785
0.11716,107413.474302122,111645.408567333
0.117362,107413.502975299,111645.40815588
0.117564,107413.531648476,111645.407744428
0.117766,107413.560321653,111645.407332975
0.117968,107413.58899483,111645.406921523
0.11817,107413.617668007,111645.40651007
0.118372,107413.646341184,111645.406098618
0.118574,107413.675014361,111645.405687166
0.118776,107413.703687538,111645.405275713
0.118978,107413.732360715,111645.404864261
0.11918,107413.761033892,111645.404452808
0.119382,107413.789707069,111645.404041356
0.119584,107413.818380246,111645.403629903
0.119786,107413.847053423,111645.403218451
0.119988,107413.875726601,111645.402806998
0.12019,107413.904399778,111645.402395546
0.120392,107413.933072955,111645.401984093
0.120594,107413.961746132,111645.401572641
0.120796,107413.990419309,111645.401161188
0.120998,107414.019092486,111645.400749736
0.1212,107414.047765663,111645.400338283
0.121402,107414.07643884,111645.399926831
0.121604,107414.105112017,111645.399515378
0.121806,107414.133785194,111645.399103926
0.122008,107414.162458371,111645.398692474
0.12221,107414.191131548,111645.398281021
0.122412,107414.219804725,111645.397869569
0.122614,107414.248477902,111645.397458116
0.122816,107414.277151079,111645.397046664
0.123018,107414.305824257,111645.396635211
0.12322,107414.334497434,111645.396223759
0.123422,107414.363170611,111645.395812306
0.123624,107414.391843788,111645.395400854
0.123826,107414.420516965,111645.394989401
0.124028,107414.449190142,111645.394577949
0.12423,107414.477863319,111645.394166496
0.124432,107414.506536496,111645.393755044
0.124634,107414.535209673,111645.393343591
0.124836,107414.56388285,111645.392932139
0.125038,107414.592556027,111645.392520687
0.12524,107414.621229204,111645.392109234
0.125442,107414.649902381,111645.391697782
0.125644,107414.678575558,111645.391286329
0.125846,107414.707248735,111645.390874877
0.126048,107414.735921912,111645.390463424
0.12625,107414.76459509,111645.390051972
0.126452,107414.793268267,111645.389640519
0.126654,107414.821941444,111645.389229067
0.126856,107414.850614621,111645.388817614
0.127058,107414.879287798,111645.388406162
0.12726,107414.907960975,111645.387994709
0.127462,107414.936634152,111645.387583257
0.127664,107414.965307329,111645.387171804
0.127866,107414.993980506,111645.386760352
0.128068,107415.022653683,111645.386348899
0.12827,107415.05132686,111645.385937447
0.128472,107415.080000037,111645.385525995
0.128674,107415.108673214,111645.385114542
0.128876,107415.137346391,111645.38470309
0.129078,107415.166019568,111645.384291637
0.12928,107415.194692745,111645.383880185
0.129482,107415.223365923,111645.383468732
0.129684,107415.2520391,111645.38305728
0.129886,107415.280712277,111645.382645827
0.130088,107415.309385454,111645.382234375
0.13029,107415.338058631,111645.381822922
0.130492,107415.366731808,111645.38141147
0.130694,107415.395404985,111645.381000017
0.130896,107415.424078162,111645.380588565
0.131098,107415.452751339,111645.380177112
0.1313,107415.481424516,111645.37976566
0.131502,107415.510097693,111645.379354208
0.131704,107415.53877087,111645.378942755
0.131906,107415.567444047,111645.378531303
0.132108,107415.596117224,111645.37811985
0.13231,107415.624790401,111645.377708398
0.132512,107415.653463579,111645.377296945
0.132714,107415.682136756,111645.376885493
0.132916,107415.710809933,111645.37647404
0.133118,107415.73948311,111645.376062588
0.13332,107415.768156287,111645.375651135
0.133522,107415.796829464,111645.375239683
0.133724,107415.825502641,111645.37482823
0.133926,107415.854175818,111645.374416778
0.134128,107415.882848995,111645.374005325
0.13433,107415.911522172,111645.373593873
0.134532,107415.940195349,111645.37318242
0.134734,107415.968868526,111645.372770968
0.134936,107415.997541703,111645.372359516
0.135138,107416.02621488,111645.371948063
0.13534,107416.054888057,111645.371536611
0.135542,107416.083561234,111645.371125158
0.135744,107416.112234412,111645.370713706
0.135946,107416.140907589,111645.370302253
0.136148,107416.169580766,111645.369890801
0.13635,107416.198253943,111645.369479348
0.136552,107416.22692712,111645.369067896
0.136754,107416.255600297,111645.368656443
0.136956,107416.284273474,111645.368244991
0.137158,107416.312946651,111645.367833538
0.13736,107416.341619828,111645.367422086
0.137562,107416.370293005,111645.367010633
0.137764,107416.398966182,111645.366599181
0.137966,107416.427639359,111645.366187729
0.138168,107416.456312536,111645.365776276
0.13837,107416.484985713,111645.365364824
0.138572,107416.51365889,111645.364953371
0.138774,107416.542332068,111645.364541919
0.138976,107416.571005245,111645.364130466
0.139178,107416.599678422,111645.363719014
0.13938,107416.628351599,111645.363307561
0.139582,107416.657024776,111645.362896109
0.139784,107416.685697953,111645.362484656
0.139986,107416.71437113,111645.362073204
0.140188,107416.743044307,111645.361661751
0.14039,107416.771717484,111645.361250299
0.140592,107416.800390661,111645.360838846
0.140794,107416.829063838,111645.360427394
0.140996,107416.857737015,111645.360015941
0.141198,107416.886410192,111645.359604489
0.1414,107416.915083369,111645.359193037
0.141602,107416.943756546,111645.358781584
0.141804,107416.972429723,111645.358370132
0.142006,107417.001102901,111645.357958679
0.142208,107417.029776078,111645.357547227
0.14241,107417.058449255,111645.357135774
0.142612,107417.087122432,111645.356724322
0.142814,107417.115795609,111645.356312869
0.143016,107417.144468786,111645.355901417
0.143218,107417.173141963,111645.355489964
0.14342,107417.20181514,111645.355078512
0.143622,107417.230488317,111645.354667059
0.143824,107417.259161494,111645.354255607
0.144026,107417.287834671,111645.353844154
0.144228,107417.316507848,111645.353432702
0.14443,107417.345181025,111645.35302125
0.144632,107417.373854202,111645.352609797
0.144834,107417.402527379,111645.352198345
0.145036,107417.431200556,111645.351786892
0.145238,107417.459873734,111645.35137544
0.14544,107417.488546911,111645.350963987
0.145642,107417.517220088,111645.350552535
0.145844,107417.545893265,111645.350141082
0.146046,107417.574566442,111645.34972963
0.146248,107417.603239619,111645.349318177
0.14645,107417.631912796,111645.348906725
0.146652,107417.660585973,111645.348495272
0.146854,107417.68925915,111645.34808382
0.147056,107417.717932327,111645.347672367
0.147258,107417.746605504,111645.347260915
0.14746,107417.775278681,111645.346849462
0.147662,107417.803951858,111645.34643801
0.147864,107417.832625035,111645.346026558
0.148066,107417.861298212,111645.345615105
0.148268,107417.889971389,111645.345203653
