"time","p","s","u"
0,200000,7160.6494013694928,119656.18210777199
0.00020000000000000001,199970,7160.693770856712,119656.18210777199
0.00040000000000000002,199940,7160.7381470008522,119656.18210777199
0.00060000000000000006,199910,7160.7825298039106,119656.18210777199
0.00080000000000000004,199880,7160.8269192678872,119656.18210777199
0.001,199850,7160.871315394781,119656.18210777199
0.0012000000000000001,199820,7160.9157181865921,119656.18210777199
0.0014,199790,7160.9601276453213,119656.18210777199
0.0016000000000000001,199760,7161.0045437729732,119656.18210777199
0.0018000000000000002,199730,7161.0489665715495,119656.18210777199
0.002,199700,7161.0933960430539,119656.18210777199
0.0022000000000000001,199670,7161.1378321894927,119656.18210777199
0.0024000000000000002,199640,7161.1822750128704,119656.18210777199
0.0026000000000000003,199610,7161.2267245151952,119656.18210777199
0.0028,199580,7161.2711806984744,119656.18210777199
0.0030000000000000001,199550,7161.315643564717,119656.18210777199
0.0032000000000000002,199520,7161.3601131159312,119656.18210777199
0.0034000000000000002,199490,7161.4045893541288,119656.18210777199
0.0036000000000000003,199460,7161.4490722813207,119656.18210777199
0.0038,199430,7161.4935618995196,119656.18210777199
0.0040000000000000001,199400,7161.5380582107382,119656.18210777199
0.0042000000000000006,199370,7161.5825612169901,119656.18210777199
0.0044000000000000003,199340,7161.6270709202918,119656.18210777199
0.0045999999999999999,199310,7161.6715873226576,119656.18210777199
0.0048000000000000004,199280,7161.7161104261058,119656.18210777199
0.0050000000000000001,199250,7161.7606402326528,119656.18210777199
0.0052000000000000006,199220,7161.8051767443185,119656.18210777199
0.0054000000000000003,199190,7161.8497199631211,119656.18210777199
0.0055999999999999999,199160,7161.8942698910823,119656.18210777199
0.0058000000000000005,199130,7161.9388265302232,119656.18210777199
0.0060000000000000001,199100,7161.9833898825655,119656.18210777199
0.0062000000000000006,199070,7162.0279599501328,119656.18210777199
0.0064000000000000003,199040,7162.0725367349496,119656.18210777199
0.0066,199010,7162.1171202390406,119656.18210777199
0.0068000000000000005,198980,7162.161710464432,119656.18210777199
0.0070000000000000001,198950,7162.2063074131502,119656.18210777199
0.0072000000000000007,198920,7162.2509110872224,119656.18210777199
0.0074000000000000003,198890,7162.2955214886797,119656.18210777199
0.0076,198860,7162.3401386195492,119656.18210777199
0.0078000000000000005,198830,7162.3847624818627,119656.18210777199
0.0080000000000000002,198800,7162.4293930776512,119656.18210777199
0.0082000000000000007,198770,7162.4740304089473,119656.18210777199
0.0084000000000000012,198740,7162.5186744777848,119656.18210777199
0.0086,198710,7162.5633252861971,119656.18210777199
0.0088000000000000005,198680,7162.6079828362199,119656.18210777199
0.0090000000000000011,198650,7162.6526471298885,119656.18210777199
0.0091999999999999998,198620,7162.697318169241,119656.18210777199
0.0094000000000000004,198590,7162.7419959563149,119656.18210777199
0.0096000000000000009,198560,7162.7866804931482,119656.18210777199
0.0097999999999999997,198530,7162.8313717817819,119656.18210777199
0.01,198500,7162.8760698242559,119656.18210777199
0.010200000000000001,198470,7162.920774622613,119656.18210777199
0.010400000000000001,198440,7162.965486178894,119656.18210777199
0.0106,198410,7163.0102044951436,119656.18210777199
0.010800000000000001,198380,7163.0549295734054,119656.18210777199
0.011000000000000001,198350,7163.0996614157257,119656.18210777199
0.0112,198320,7163.1444000241499,119656.18210777199
0.0114,198290,7163.1891454007255,119656.18210777199
0.011600000000000001,198260,7163.2338975475004,119656.18210777199
0.0118,198230,7163.2786564665239,119656.18210777199
0.012,198200,7163.3234221598459,119656.18210777199
0.012200000000000001,198170,7163.3681946295173,119656.18210777199
0.012400000000000001,198140,7163.41297387759,119656.18210777199
0.0126,198110,7163.4577599061167,119656.18210777199
0.012800000000000001,198080,7163.502552717151,119656.18210777199
0.013000000000000001,198050,7163.5473523127475,119656.18210777199
0.0132,198020,7163.5921586949617,119656.18210777199
0.0134,197990,7163.6369718658507,119656.18210777199
0.013600000000000001,197960,7163.6817918274719,119656.18210777199
0.013800000000000002,197930,7163.7266185818826,119656.18210777199
0.014,197900,7163.7714521311427,119656.18210777199
0.014200000000000001,197870,7163.8162924773133,119656.18210777199
0.014400000000000001,197840,7163.8611396224542,119656.18210777199
0.0146,197810,7163.9059935686282,119656.18210777199
0.014800000000000001,197780,7163.9508543178981,119656.18210777199
0.015000000000000001,197750,7163.9957218723284,119656.18210777199
0.0152,197720,7164.0405962339837,119656.18210777199
0.0154,197690,7164.0854774049303,119656.18210777199
0.015600000000000001,197660,7164.1303653872346,119656.18210777199
0.015800000000000002,197630,7164.175260182963,119656.18210777199
0.016,197600,7164.2201617941873,119656.18210777199
0.016199999999999999,197570,7164.2650702229739,119656.18210777199
0.016400000000000001,197540,7164.3099854713955,119656.18210777199
0.0166,197510,7164.3549075415231,119656.18210777199
0.016800000000000002,197480,7164.3998364354293,119656.18210777199
0.017000000000000001,197450,7164.4447721551869,119656.18210777199
0.0172,197420,7164.4897147028705,119656.18210777199
0.017400000000000002,197390,7164.5346640805565,119656.18210777199
0.017600000000000001,197360,7164.5796202903193,119656.18210777199
0.0178,197330,7164.6245833342373,119656.18210777199
0.018000000000000002,197300,7164.6695532143876,119656.18210777199
