"time","valve_linear.port_b.m_flow","valve_linear.port_b.p","valve_linear.port_b.h_outflow","valve_linear.minLimiter.y","sink1.ports[1].m_flow","sink1.ports[1].p","sink1.ports[1].h_outflow","opening.y","valve_constant.port_b.m_flow","valve_constant.port_b.p","valve_constant.port_b.h_outflow","valve_constant.minLimiter.y","valve_quadratic.port_b.m_flow","valve_quadratic.port_b.p","valve_quadratic.port_b.h_outflow","valve_quadratic.minLimiter.y","sink2.ports[1].m_flow","sink2.ports[1].p","sink2.ports[1].h_outflow","sink3.ports[1].m_flow","sink3.ports[1].p","sink3.ports[1].h_outflow","valve_equalPercentage.port_b.m_flow","valve_equalPercentage.port_b.p","valve_equalPercentage.port_b.h_outflow","valve_equalPercentage.minLimiter.y","sink4.ports[1].m_flow","sink4.ports[1].p","sink4.ports[1].h_outflow"
0,-0,100000,84105.9189422012,0.001,0,100000,84011.8111671368,0,-2.39789484004678,100000,84105.9189422012,0.001,-0,100000,84105.9189422012,0.001,2.39789484004678,100000,84011.8111671368,0,100000,84011.8111671368,-0,100000,84105.9189422012,0.001,0,100000,84011.8111671368
0.00024,-0,100000,84105.9189422012,0.001,0,100000,84011.8111671368,0,-2.39789484004678,100000,84105.9189422012,0.001,-0,100000,84105.9189422012,0.001,2.39789484004678,100000,84011.8111671368,0,100000,84011.8111671368,-0,100000,84105.9189422012,0.001,0,100000,84011.8111671368
0.00048,-0,100000,84105.9189422012,0.001,0,100000,84011.8111671368,0,-2.39789484004678,100000,84105.9189422012,0.001,-0,100000,84105.9189422012,0.001,2.39789484004678,100000,84011.8111671368,0,100000,84011.8111671368,-0,100000,84105.9189422012,0.001,0,100000,84011.8111671368
0.00072,-0,100000,84105.9189422012,0.001,0,100000,84011.8111671368,0,-2.39789484004678,100000,84105.9189422012,0.001,-0,100000,84105.9189422012,0.001,2.39789484004678,100000,84011.8111671368,0,100000,84011.8111671368,-0,100000,84105.9189422012,0.001,0,100000,84011.8111671368
0.00096,-0,100000,84105.9189422012,0.001,0,100000,84011.8111671368,0,-2.39789484004678,100000,84105.9189422012,0.001,-0,100000,84105.9189422012,0.001,2.39789484004678,100000,84011.8111671368,0,100000,84011.8111671368,-0,100000,84105.9189422012,0.001,0,100000,84011.8111671368
0.0012,-0,100000,84105.9189422012,0.001,0,100000,84011.8111671368,0,-2.39789484004678,100000,84105.9189422012,0.001,-0,100000,84105.9189422012,0.001,2.39789484004678,100000,84011.8111671368,0,100000,84011.8111671368,-0,100000,84105.9189422012,0.001,0,100000,84011.8111671368
0.00144,-0,100000,84105.9189422012,0.001,0,100000,84011.8111671368,0,-2.39789484004678,100000,84105.9189422012,0.001,-0,100000,84105.9189422012,0.001,2.39789484004678,100000,84011.8111671368,0,100000,84011.8111671368,-0,100000,84105.9189422012,0.001,0,100000,84011.8111671368
0.00168,-0,100000,84105.9189422012,0.001,0,100000,84011.8111671368,0,-2.39789484004678,100000,84105.9189422012,0.001,-0,100000,84105.9189422012,0.001,2.39789484004678,100000,84011.8111671368,0,100000,84011.8111671368,-0,100000,84105.9189422012,0.001,0,100000,84011.8111671368
0.00192,-0,100000,84105.9189422012,0.001,0,100000,84011.8111671368,0,-2.39789484004678,100000,84105.9189422012,0.001,-0,100000,84105.9189422012,0.001,2.39789484004678,100000,84011.8111671368,0,100000,84011.8111671368,-0,100000,84105.9189422012,0.001,0,100000,84011.8111671368
0.00216,-0,100000,84105.9189422012,0.001,0,100000,84011.8111671368,0,-2.39789484004678,100000,84105.9189422012,0.001,-0,100000,84105.9189422012,0.001,2.39789484004678,100000,84011.8111671368,0,100000,84011.8111671368,-0,100000,84105.9189422012,0.001,0,100000,84011.8111671368
