"time","heatCapacitor.T","onOffController.y"
0,293.15,1
0.0005,293.154999815984,1
0.001,293.159999283965,1
0.0015,293.164998403987,1
0.002,293.169997176051,1
0.0025,293.174995600264,1
0.003,293.179993676606,1
0.0035,293.18499140507,1
0.004,293.189988785656,1
0.0045,293.194985818681,1
0.005,293.199982504046,1
0.0055,293.204978841694,1
0.006,293.209974831623,1
0.0065,293.214970473833,1
0.007,293.219965768325,1
0.0075,293.224960715098,1
0.008,293.229955314153,1
0.0085,293.234949566357,1
0.009,293.23994347164,1
0.0095,293.244937029523,1
0.01,293.249930240007,1
0.0105,293.254923103091,1
0.011,293.259915618776,1
0.0115,293.264907787063,1
0.012,293.269899607949,1
0.0125,293.274891081437,1
0.013,293.279882207526,1
0.0135,293.284872986215,1
0.014,293.289863417505,1
0.0145,293.294853501395,1
0.015,293.299843237887,1
0.0155,293.304832626979,1
0.016,293.309821668672,1
0.0165,293.314810364199,1
0.017,293.31979871678,1
0.0175,293.324786722597,1
0.018,293.329774381653,1
0.0185,293.334761693947,1
0.019,293.339748659478,1
0.0195,293.344735278247,1
0.02,293.349721550254,1
0.0205,293.354707475499,1
0.021,293.359693053982,1
0.0215,293.364678285702,1
0.022,293.36966317066,1
0.0225,293.374647708856,1
0.023,293.37963190029,1
0.0235,293.384615744962,1
0.024,293.389599242871,1
0.0245,293.394582394018,1
0.025,293.399565198403,1
0.0255,293.404547656026,1
0.026,293.409529766887,1
0.0265,293.414511530985,1
0.027,293.419492948321,1
0.0275,293.424474018895,1
0.028,293.429454742707,1
0.0285,293.434435119757,1
0.029,293.439415150044,1
0.0295,293.44439483357,1
0.03,293.449374170333,1
0.0305,293.454353160334,1
0.031,293.459331803572,1
0.0315,293.464310100049,1
0.032,293.469288049763,1
0.0325,293.474265652715,1
0.033,293.479242918706,1
0.0335,293.484219850139,1
0.034,293.489196436079,1
0.0345,293.494172676525,1
0.035,293.499148571477,1
0.0355,293.504124120935,1
0.036,293.5090993249,1
0.0365,293.514074183371,1
0.037,293.519048696348,1
0.0375,293.524022863831,1
0.038,293.528996685821,1
0.0385,293.533970162316,1
0.039,293.538943293318,1
0.0395,293.543916078827,1
0.04,293.548888518841,1
0.0405,293.553860613362,1
0.041,293.558832362388,1
0.0415,293.563803765922,1
0.042,293.568774823961,1
0.0425,293.573745536506,1
0.043,293.578715903558,1
0.0435,293.583685925116,1
0.044,293.58865560118,1
0.0445,293.593624931751,1
0.045,293.598593916827,1
0.0455,293.60356255641,1
0.046,293.608530850499,1
0.0465,293.613498799095,1
0.047,293.618466402196,1
0.0475,293.623433659804,1
0.048,293.628400571918,1
0.0485,293.633367138538,1
0.049,293.638333359664,1
0.0495,293.643299235297,1
0.05,293.648264765436,1
0.0505,293.653229950081,1
0.051,293.658194789232,1
0.0515,293.66315928289,1
0.052,293.668123431054,1
0.0525,293.673087233724,1
0.053,293.6780506909,1
0.0535,293.683013802582,1
0.054,293.687976568771,1
0.0545,293.692938989466,1
0.055,293.697901064667,1
0.0555,293.702862794374,1
0.056,293.707824178588,1
0.0565,293.712785217308,1
0.057,293.717745910534,1
0.0575,293.722706258266,1
0.058,293.727666260504,1
0.0585,293.732625917249,1
0.059,293.7375852285,1
0.0595,293.742544194257,1
0.06,293.74750281452,1
0.0605,293.75246108929,1
0.061,293.757419018566,1
0.0615,293.762376602348,1
0.062,293.767333840636,1
0.0625,293.772290733431,1
0.063,293.777247280731,1
0.0635,293.782203482538,1
0.064,293.787159338851,1
0.0645,293.792114849671,1
0.065,293.797070014996,1
0.0655,293.802024834828,1
0.066,293.806979386796,1
0.0665,293.811933601628,1
0.067,293.816887473482,1
0.0675,293.821841002355,1
0.068,293.82679418825,1
0.0685,293.831747031165,1
0.069,293.836699531101,1
0.0695,293.841651688058,1
0.07,293.846603502035,1
0.0705,293.851554973033,1
0.071,293.856506101052,1
0.0715,293.861456886092,1
0.072,293.866407328152,1
0.0725,293.871357427233,1
0.073,293.876307183335,1
0.0735,293.881256596457,1
0.074,293.8862056666,1
0.0745,293.891154393764,1
0.075,293.896102777949,1
0.0755,293.901050819154,1
0.076,293.90599851738,1
0.0765,293.910945872627,1
0.077,293.915892884894,1
0.0775,293.920839554182,1
0.078,293.925785880491,1
0.0785,293.930731863821,1
0.079,293.935677504171,1
0.0795,293.940622801542,1
0.08,293.945567755934,1
0.0805,293.950512367346,1
0.081,293.95545663578,1
0.0815,293.960400561234,1
0.082,293.965344143708,1
0.0825,293.970287383204,1
0.083,293.97523027972,1
0.0835,293.980172833256,1
0.084,293.985115043814,1
0.0845,293.990056911392,1
0.085,293.994998435991,1
0.0855,293.999939617611,1
0.086,294.004880456251,1
0.0865,294.009820951912,1
0.087,294.014761104594,1
0.0875,294.019700914296,1
0.088,294.02464038102,1
0.0885,294.029579504763,1
0.089,294.034518285528,1
0.0895,294.039456723313,1
0.09,294.04439481812,1
0.0905,294.049332569946,1
0.091,294.054269978794,1
0.0915,294.059207044662,1
0.092,294.064143767551,1
0.0925,294.069080147461,1
0.093,294.074016184391,1
0.0935,294.078951878342,1
0.094,294.083887229314,1
0.0945,294.088822237307,1
0.095,294.09375690232,1
0.0955,294.098691224354,1
0.096,294.103625203409,1
0.0965,294.108558839484,1
0.097,294.11349213258,1
0.0975,294.118425082697,1
0.098,294.123357689835,1
0.0985,294.128289953993,1
0.099,294.133221875172,1
0.0995,294.138153453372,1
0.1,294.143084688592,1
0.1005,294.148015580833,1
0.101,294.152946130095,1
0.1015,294.157876336378,1
0.102,294.162806199681,1
0.1025,294.167735720005,1
0.103,294.17266489735,1
0.1035,294.177593731715,1
0.104,294.182522223101,1
0.1045,294.187450371508,1
0.105,294.192378176936,1
0.1055,294.197305639384,1
0.106,294.202232758853,1
0.1065,294.207159535343,1
0.107,294.212085968854,1
0.1075,294.217012059385,1
0.108,294.221937806937,1
0.1085,294.226863211509,1
0.109,294.231788273103,1
0.1095,294.236712991717,1
0.11,294.241637367352,1
0.1105,294.246561400007,1
0.111,294.251485089683,1
0.1115,294.25640843638,1
0.112,294.261331440098,1
0.1125,294.266254100836,1
0.113,294.271176418595,1
0.1135,294.276098393375,1
0.114,294.281020025176,1
0.1145,294.285941313997,1
0.115,294.290862259839,1
0.1155,294.295782862701,1
0.116,294.300703122585,1
0.1165,294.305623039489,1
0.117,294.310542613414,1
0.1175,294.315461844359,1
0.118,294.320380732326,1
0.1185,294.325299277313,1
0.119,294.33021747932,1
0.1195,294.335135338349,1
0.12,294.340052854398,1
0.1205,294.344970027468,1
0.121,294.349886857558,1
0.1215,294.354803344669,1
0.122,294.359719488801,1
0.1225,294.364635289954,1
0.123,294.369550748127,1
0.1235,294.374465863322,1
0.124,294.379380635537,1
0.1245,294.384295064772,1
0.125,294.389209151028,1
0.1255,294.394122894305,1
0.126,294.399036294603,1
0.1265,294.403949351922,1
0.127,294.408862066261,1
0.1275,294.413774437621,1
0.128,294.418686466001,1
0.1285,294.423598151403,1
0.129,294.428509493825,1
0.1295,294.433420493267,1
0.13,294.438331149731,1
0.1305,294.443241463215,1
0.131,294.44815143372,1
0.1315,294.453061340598,1
0.132,294.457970955698,1
0.1325,294.46288023276,1
0.133,294.467789171785,1
0.1335,294.472697772772,1
0.134,294.477606035721,1
0.1345,294.482513960632,1
0.135,294.487421547506,1
0.1355,294.492328796341,1
0.136,294.497235707139,1
0.1365,294.5021422799,1
0.137,294.507048514622,1
0.1375,294.511954411307,1
0.138,294.516859969954,1
0.1385,294.521765190563,1
0.139,294.526670073135,1
0.1395,294.531574617668,1
0.14,294.536478824164,1
0.1405,294.541382692623,1
0.141,294.546286223043,1
0.1415,294.551189415426,1
0.142,294.556092269771,1
0.1425,294.560994786078,1
0.143,294.565896964348,1
0.1435,294.570798804579,1
0.144,294.575700306773,1
0.1445,294.58060147093,1
0.145,294.585502297048,1
0.1455,294.590402785129,1
0.146,294.595302935172,1
0.1465,294.600202747177,1
0.147,294.605102221144,1
0.1475,294.610001357074,1
0.148,294.614900154966,1
0.1485,294.61979861482,1
0.149,294.624696736637,1
0.1495,294.629594520415,1
0.15,294.634491966156,1
0.1505,294.639389073859,1
0.151,294.644285843525,1
0.1515,294.649182275153,1
0.152,294.654078368743,1
0.1525,294.658974124295,1
0.153,294.663869541809,1
0.1535,294.668764621286,1
0.154,294.673659362725,1
0.1545,294.678553766126,1
0.155,294.683447831489,1
0.1555,294.688341558815,1
0.156,294.693234948103,1
0.1565,294.698127999353,1
0.157,294.703020712565,1
0.1575,294.70791308774,1
0.158,294.712805124877,1
0.1585,294.717696823976,1
0.159,294.722588185037,1
0.1595,294.727479208061,1
0.16,294.732369893047,1
0.1605,294.737260239995,1
0.161,294.742150248905,1
0.1615,294.747039919778,1
0.162,294.751929252613,1
0.1625,294.75681824741,1
0.163,294.761706904169,1
0.1635,294.766595222891,1
0.164,294.771483203575,1
0.1645,294.776370846221,1
0.165,294.781258150829,1
0.1655,294.7861451174,1
0.166,294.791031745932,1
0.1665,294.795918036428,1
0.167,294.800803988885,1
0.1675,294.805689603304,1
0.168,294.810574879686,1
0.1685,294.81545981803,1
0.169,294.820344418337,1
0.1695,294.825228680605,1
0.17,294.830112604836,1
0.1705,294.834996191029,1
0.171,294.839879439184,1
0.1715,294.844762349302,1
0.172,294.849644921382,1
0.1725,294.854527155424,1
0.173,294.859409051428,1
0.1735,294.864290609394,1
0.174,294.869171829323,1
0.1745,294.874052711214,1
0.175,294.878933255067,1
0.1755,294.883813460883,1
0.176,294.888693328661,1
0.1765,294.893572858401,1
0.177,294.898452050103,1
0.1775,294.903330903767,1
0.178,294.908209419394,1
0.1785,294.913087596983,1
0.179,294.917965436534,1
0.1795,294.922842938048,1
0.18,294.927720101524,1
0.1805,294.932596926962,1
0.181,294.937473414362,1
0.1815,294.942349563724,1
0.182,294.947225375049,1
0.1825,294.952100848336,1
0.183,294.956975983585,1
0.1835,294.961850780797,1
0.184,294.96672523997,1
0.1845,294.971599361106,1
0.185,294.976473144204,1
0.1855,294.981346589265,1
0.186,294.986219696288,1
0.1865,294.991092465273,1
0.187,294.99596489622,1
0.1875,295.000836989129,1
0.188,295.005708744001,1
0.1885,295.010580160835,1
0.189,295.015451239631,1
0.1895,295.020321980389,1
0.19,295.02519238311,1
0.1905,295.030062447793,1
0.191,295.034932174438,1
0.1915,295.039801563045,1
0.192,295.044670613615,1
0.1925,295.049539326147,1
0.193,295.054407700641,1
0.1935,295.059275737097,1
0.194,295.064143435516,1
0.1945,295.069010795897,1
0.195,295.07387781824,1
0.1955,295.078744502545,1
0.196,295.083610848813,1
0.1965,295.088476857043,1
0.197,295.093342527235,1
0.1975,295.098207859389,1
0.198,295.103072853506,1
0.1985,295.107937509585,1
0.199,295.112801827626,1
0.1995,295.117665807629,1
0.2,295.122529449595,1
0.2005,295.127392753523,1
0.201,295.132255719413,1
0.2015,295.137118347265,1
0.202,295.14198063708,1
0.2025,295.146842588856,1
0.203,295.151704202596,1
0.2035,295.156565478297,1
0.204,295.16142641596,1
0.2045,295.166287015586,1
0.205,295.171147277174,1
0.2055,295.176007200725,1
0.206,295.180866786237,1
0.2065,295.185726033712,1
0.207,295.190584943149,1
0.2075,295.195443514548,1
0.208,295.20030174791,1
0.2085,295.205159643234,1
0.209,295.21001720052,1
0.2095,295.214874419768,1
0.21,295.219731300978,1
0.2105,295.224587844151,1
0.211,295.229444049286,1
0.2115,295.234299916383,1
0.212,295.239155445443,1
0.2125,295.244010636465,1
0.213,295.248865489449,1
0.2135,295.253720004395,1
0.214,295.258574181303,1
0.2145,295.263428020174,1
0.215,295.268281521007,1
0.2155,295.273134683802,1
0.216,295.27798750856,1
0.2165,295.28283999528,1
0.217,295.287692143962,1
0.2175,295.292543954606,1
0.218,295.297395427212,1
0.2185,295.302246561781,1
0.219,295.307097358312,1
0.2195,295.311947816805,1
0.22,295.316797937261,1
0.2205,295.321647719678,1
0.221,295.326497164058,1
0.2215,295.3313462704,1
0.222,295.336195038705,1
0.2225,295.341043468971,1
0.223,295.3458915612,1
0.2235,295.350739315392,1
0.224,295.355586731545,1
0.2245,295.360433809661,1
0.225,295.365280549739,1
0.2255,295.370126951779,1
0.226,295.374973015781,1
0.2265,295.379818741746,1
0.227,295.384664129673,1
0.2275,295.389509179562,1
0.228,295.394353891413,1
0.2285,295.399198265227,1
0.229,295.404042301003,1
0.2295,295.408885998741,1
0.23,295.413729358441,1
0.2305,295.418572380104,1
0.231,295.423415063729,1
0.2315,295.428257409316,1
0.232,295.433099416865,1
0.2325,295.437941086377,1
0.233,295.442782417851,1
0.2335,295.447623411287,1
0.234,295.452464066685,1
0.2345,295.457304384046,1
0.235,295.462144363369,1
0.2355,295.466984004654,1
0.236,295.471823307901,1
0.2365,295.476662273111,1
0.237,295.481500900283,1
0.2375,295.486339189417,1
0.238,295.491177140513,1
0.2385,295.496014753572,1
0.239,295.500852028592,1
0.2395,295.505688965575,1
0.24,295.510525564521,1
0.2405,295.515361825428,1
0.241,295.520197748298,1
0.2415,295.52503333313,1
0.242,295.529868579924,1
0.2425,295.534703488681,1
0.243,295.5395380594,1
0.2435,295.544372292081,1
0.244,295.549206186724,1
0.2445,295.55403974333,1
0.245,295.558872961897,1
0.2455,295.563705842427,1
0.246,295.56853838492,1
0.2465,295.573370589374,1
0.247,295.578202455791,1
0.2475,295.58303398417,1
0.248,295.587865174511,1
0.2485,295.592696026815,1
0.249,295.59752654108,1
0.2495,295.602356717308,1
0.25,295.607186555499,1
0.2505,295.612016055651,1
0.251,295.616845217766,1
0.2515,295.621674041843,1
0.252,295.626502527882,1
0.2525,295.631330675884,1
0.253,295.636158485847,1
0.2535,295.640985957773,1
0.254,295.645813091661,1
0.2545,295.650639887512,1
0.255,295.655466345325,1
0.2555,295.6602924651,1
0.256,295.665118246837,1
0.2565,295.669943690536,1
0.257,295.674768796198,1
0.2575,295.679593563822,1
0.258,295.684417993408,1
0.2585,295.689242084956,1
0.259,295.694065838467,1
0.2595,295.69888925394,1
0.26,295.703712331375,1
0.2605,295.708535070773,1
0.261,295.713357472132,1
0.2615,295.718179535454,1
0.262,295.723001260738,1
0.2625,295.72782309245,1
0.263,295.732644769094,1
0.2635,295.737466112444,1
0.264,295.742287122499,1
0.2645,295.747107799259,1
0.265,295.751928142724,1
0.2655,295.756748152895,1
0.266,295.761567829771,1
0.2665,295.766387173353,1
0.267,295.771206183639,1
0.2675,295.776024860631,1
0.268,295.780843204329,1
0.2685,295.785661214731,1
0.269,295.790478891839,1
0.2695,295.795296235652,1
0.27,295.800113246171,1
0.2705,295.804929923395,1
0.271,295.809746267324,1
0.2715,295.814562277958,1
0.272,295.819377955298,1
0.2725,295.824193299343,1
0.273,295.829008310094,1
0.2735,295.833822987549,1
0.274,295.83863733171,1
0.2745,295.843451342577,1
0.275,295.848265020148,1
0.2755,295.853078364425,1
0.276,295.857891375407,1
0.2765,295.862704053095,1
0.277,295.867516397488,1
0.2775,295.872328408586,1
0.278,295.877140086389,1
0.2785,295.881951430898,1
0.279,295.886762442112,1
0.2795,295.891573120032,1
0.28,295.896383464656,1
0.2805,295.901193475986,1
0.281,295.906003154021,1
0.2815,295.910812498762,1
0.282,295.915621510208,1
0.2825,295.920430188359,1
0.283,295.925238533216,1
0.2835,295.930046544777,1
0.284,295.934854223045,1
0.2845,295.939661568017,1
0.285,295.944468579695,1
0.2855,295.949275258078,1
0.286,295.954081603166,1
0.2865,295.95888761496,1
0.287,295.963693293459,1
0.2875,295.968498638663,1
0.288,295.973303650573,1
0.2885,295.978108329187,1
0.289,295.982912674508,1
0.2895,295.987716686533,1
0.29,295.992520365264,1
0.2905,295.9973237107,1
0.291,296.002126722841,1
0.2915,296.006929401688,1
0.292,296.01173174724,1
0.2925,296.016533759497,1
0.293,296.02133543846,1
0.2935,296.026136784128,1
0.294,296.030937796501,1
0.2945,296.03573847558,1
0.295,296.040538821364,1
0.2955,296.045338833853,1
0.296,296.050138513047,1
0.2965,296.054937858947,1
0.297,296.059736871552,1
0.2975,296.064535550862,1
0.298,296.069333896878,1
0.2985,296.074131909599,1
0.299,296.078929589025,1
0.2995,296.083726935157,1
0.3,296.088523947994,1
0.3005,296.093320627536,1
0.301,296.098116973784,1
0.3015,296.102912986736,1
0.302,296.107708666395,1
0.3025,296.112504012758,1
