"time","heatCapacitor.T","onOffController.y"
0.303,296.117299025827,1
0.3035,296.122093705601,1
0.304,296.12688805208,1
0.3045,296.131682065265,1
0.305,296.136475745155,1
0.3055,296.14126909175,1
0.306,296.146062105051,1
0.3065,296.150854785056,1
0.307,296.155647131768,1
0.3075,296.160439145184,1
0.308,296.165230825306,1
0.3085,296.170022172133,1
0.309,296.174813185665,1
0.3095,296.179603865903,1
0.31,296.184394212846,1
0.3105,296.189184226495,1
0.311,296.193973906848,1
0.3115,296.198763253907,1
0.312,296.203552267671,1
0.3125,296.208340948141,1
0.313,296.213129295316,1
0.3135,296.217917309196,1
0.314,296.222704989781,1
0.3145,296.227492337072,1
0.315,296.232279351068,1
0.3155,296.23706603177,1
0.316,296.241852379176,1
0.3165,296.246638393288,1
0.317,296.251424074106,1
0.3175,296.256209421628,1
0.318,296.260994435856,1
0.3185,296.265779116789,1
0.319,296.270563464428,1
0.3195,296.275347478772,1
0.32,296.280131159821,1
0.3205,296.284914507575,1
0.321,296.289697522035,1
0.3215,296.2944802032,1
0.322,296.299262551071,1
0.3225,296.304044565646,1
0.323,296.308826246927,1
0.3235,296.313607594914,1
0.324,296.318388609605,1
0.3245,296.323169291002,1
0.325,296.327949639104,1
0.3255,296.332729653912,1
0.326,296.337509335425,1
0.3265,296.342288683643,1
0.327,296.347067698566,1
0.3275,296.351846380195,1
0.328,296.356624728529,1
0.3285,296.361402743568,1
0.329,296.366180425313,1
0.3295,296.370957773763,1
0.33,296.375734788918,1
0.3305,296.380511470779,1
0.331,296.385287819345,1
0.3315,296.390063834616,1
0.332,296.394839516592,1
0.3325,296.399614865274,1
0.333,296.404389880661,1
0.3335,296.409164562754,1
0.334,296.413938911551,1
0.3345,296.418712927054,1
0.335,296.423486609263,1
0.3355,296.428259958176,1
0.336,296.433032973795,1
0.3365,296.437805656119,1
0.337,296.442578005149,1
0.3375,296.447350020884,1
0.338,296.452121703324,1
0.3385,296.456893052469,1
0.339,296.46166406832,1
0.3395,296.466434750876,1
0.34,296.471205100138,1
0.3405,296.475975116104,1
0.341,296.480744798776,1
0.3415,296.485514148154,1
0.342,296.490283164236,1
0.3425,296.495051847024,1
0.343,296.499820196517,1
0.3435,296.504588212716,1
0.344,296.50935589562,1
0.3445,296.514123245229,1
0.345,296.518890261543,1
0.3455,296.523656944563,1
0.346,296.528423294288,1
0.3465,296.533189310718,1
0.347,296.537954993854,1
0.3475,296.542720343695,1
0.348,296.547485360241,1
0.3485,296.552250043493,1
0.349,296.55701439345,1
0.3495,296.561778410112,1
0.35,296.56654209348,1
0.3505,296.571305443552,1
0.351,296.57606846033,1
0.3515,296.580831143814,1
0.352,296.585593494003,1
0.3525,296.590355510897,1
0.353,296.595117194496,1
0.3535,296.599878544801,1
0.354,296.604639561811,1
0.3545,296.609400245526,1
0.355,296.614160595946,1
0.3555,296.618920613072,1
0.356,296.623680296903,1
0.3565,296.62843964744,1
0.357,296.633198664682,1
0.3575,296.637957348629,1
0.358,296.642715699281,1
0.3585,296.647473716639,1
0.359,296.652231400702,1
0.3595,296.65698875147,1
0.36,296.661745768944,1
0.3605,296.666502453123,1
0.361,296.671258804007,1
0.3615,296.676014821596,1
0.362,296.680770505891,1
0.3625,296.685525856891,1
0.363,296.690280874597,1
0.3635,296.695035559008,1
0.364,296.699789910124,1
0.3645,296.704543927945,1
0.365,296.709297612472,1
0.3655,296.714050963704,1
0.366,296.718803981641,1
0.3665,296.723556666284,1
0.367,296.728309017632,1
0.3675,296.733061035685,1
0.368,296.737812720443,1
0.3685,296.742564071907,1
0.369,296.747315090076,1
0.3695,296.752065774951,1
0.37,296.75681612653,1
0.3705,296.761566144815,1
0.371,296.766315829806,1
0.3715,296.771065181501,1
0.372,296.775814199902,1
0.3725,296.780562885009,1
0.373,296.78531123682,1
0.3735,296.790059255337,1
0.374,296.794806940559,1
0.3745,296.799554292487,1
0.375,296.80430131112,1
0.3755,296.809047996458,1
0.376,296.813794348501,1
0.3765,296.81854036725,1
0.377,296.823286052704,1
0.3775,296.828031404863,1
0.378,296.832776423728,1
0.3785,296.837521109298,1
0.379,296.842265461573,1
0.3795,296.847009480554,1
0.38,296.851753166239,1
0.3805,296.856496518631,1
0.381,296.861239537727,1
0.3815,296.865982223529,1
0.382,296.870724576036,1
0.3825,296.875466595248,1
0.383,296.880208281166,1
0.3835,296.884949633789,1
0.384,296.889690653117,1
0.3845,296.894431339151,1
0.385,296.89917169189,1
0.3855,296.903911711334,1
0.386,296.908651397484,1
0.3865,296.913390750338,1
0.387,296.918129769899,1
0.3875,296.922868456164,1
0.388,296.927606809135,1
0.3885,296.932344828811,1
0.389,296.937082515192,1
0.3895,296.941819868279,1
0.39,296.946556888071,1
0.3905,296.951293574568,1
0.391,296.956029927771,1
0.3915,296.960765947679,1
0.392,296.965501634292,1
0.3925,296.97023698761,1
0.393,296.974972007634,1
0.3935,296.979707181061,1
0.394,296.984442394959,1
0.3945,296.989177282075,1
0.395,296.993911842407,1
0.3955,296.998646075957,1
0.396,297.003379982723,1
0.3965,297.008113562707,1
0.397,297.012846815907,1
0.3975,297.017579742325,1
0.398,297.022312341959,1
0.3985,297.027044614811,1
0.399,297.03177656088,1
0.3995,297.036508180165,1
0.4,297.041239472668,1
0.4005,297.045970438388,1
0.401,297.050701077324,1
0.4015,297.055431389478,1
0.402,297.060161374849,1
0.4025,297.064891033437,1
0.403,297.069620365241,1
0.4035,297.074349370263,1
0.404,297.079078048502,1
0.4045,297.083806399958,1
0.405,297.088534424631,1
0.4055,297.093262122521,1
0.406,297.097989493627,1
0.4065,297.102716537951,1
0.407,297.107443255492,1
0.4075,297.11216964625,1
0.408,297.116895710225,1
0.4085,297.121621447417,1
0.409,297.126346857826,1
0.4095,297.131071941452,1
0.41,297.135796698295,1
0.4105,297.140521128355,1
0.411,297.145245231632,1
0.4115,297.149969008126,1
0.412,297.154692457837,1
0.4125,297.159415580765,1
0.413,297.16413837691,1
0.4135,297.168860846273,1
0.414,297.173582988852,1
0.4145,297.178304804648,1
0.415,297.183026293661,1
0.4155,297.187747455891,1
0.416,297.192468291339,1
0.4165,297.197188800003,1
0.417,297.201908981884,1
0.4175,297.206628836982,1
0.418,297.211348365298,1
0.4185,297.21606756683,1
0.419,297.220786441579,1
0.4195,297.225504989546,1
0.42,297.230223210729,1
0.4205,297.234941105129,1
0.421,297.239658672747,1
0.4215,297.244375913581,1
0.422,297.249092827633,1
0.4225,297.253809414901,1
0.423,297.258525675386,1
0.4235,297.263241609089,1
0.424,297.267957216008,1
0.4245,297.272672496145,1
0.425,297.277387449498,1
0.4255,297.282102076069,1
0.426,297.286816375857,1
0.4265,297.291530348861,1
0.427,297.296243995083,1
0.4275,297.300957314521,1
0.428,297.305670307177,1
0.4285,297.31038297305,1
0.429,297.315095312139,1
0.4295,297.319807324446,1
0.43,297.32451900997,1
0.4305,297.32923036871,1
0.431,297.333941400668,1
0.4315,297.338652105843,1
0.432,297.343362484235,1
0.4325,297.348072535843,1
0.433,297.352782260669,1
0.4335,297.357491658712,1
0.434,297.362200729972,1
0.4345,297.366909474449,1
0.435,297.371617892143,1
0.4355,297.376325983054,1
0.436,297.381033747182,1
0.4365,297.385741184526,1
0.437,297.390448295088,1
0.4375,297.395155078867,1
0.438,297.399861535863,1
0.4385,297.404567666076,1
0.439,297.409273469506,1
0.4395,297.413978946153,1
0.44,297.418684096017,1
0.4405,297.423388919098,1
0.441,297.428093415397,1
0.4415,297.432797584912,1
0.442,297.437501427644,1
0.4425,297.442204943593,1
0.443,297.446908132759,1
0.4435,297.451610995142,1
0.444,297.456313530742,1
0.4445,297.46101573956,1
0.445,297.465717621594,1
0.4455,297.470419176845,1
0.446,297.475120405313,1
0.4465,297.479821306999,1
0.447,297.484521881901,1
0.4475,297.48922213002,1
0.448,297.493922051356,1
0.4485,297.49862164591,1
0.449,297.50332091368,1
0.4495,297.508019854668,1
0.45,297.512718468872,1
0.4505,297.517416756293,1
0.451,297.522114716932,1
0.4515,297.526812350787,1
0.452,297.53150965786,1
0.4525,297.536206638149,1
0.453,297.540903291656,1
0.4535,297.545599618379,1
0.454,297.55029561832,1
0.4545,297.554991291477,1
0.455,297.559686637852,1
0.4555,297.564381657443,1
0.456,297.569076350252,1
0.4565,297.573770716278,1
0.457,297.57846475552,1
0.4575,297.58315846798,1
0.458,297.587851853657,1
0.4585,297.59254491255,1
0.459,297.597237644661,1
0.4595,297.601930049989,1
0.46,297.606622128533,1
0.4605,297.611313880295,1
0.461,297.616005305274,1
0.4615,297.62069640347,1
0.462,297.625387174883,1
0.4625,297.630077619512,1
0.463,297.634767737359,1
0.4635,297.639457528423,1
0.464,297.644146992704,1
0.4645,297.648836130202,1
0.465,297.653524940917,1
0.4655,297.658213424849,1
0.466,297.662901581998,1
0.4665,297.667589412364,1
0.467,297.672276915947,1
0.4675,297.676964092747,1
0.468,297.681650942763,1
0.4685,297.686337465998,1
0.469,297.691023662449,1
0.4695,297.695709532117,1
0.47,297.700395075002,1
0.4705,297.705080291104,1
0.471,297.709765180423,1
0.4715,297.714449742959,1
0.472,297.719133978712,1
0.4725,297.723817887682,1
0.473,297.72850146987,1
0.4735,297.733184725274,1
0.474,297.737867653895,1
0.4745,297.742550255733,1
0.475,297.747232530788,1
0.4755,297.751914479061,1
0.476,297.75659610055,1
0.4765,297.761277395256,1
0.477,297.76595836318,1
0.4775,297.77063900432,1
0.478,297.775319318677,1
0.4785,297.779999306252,1
0.479,297.784678967043,1
0.4795,297.789358301052,1
0.48,297.794037308277,1
0.4805,297.798715988719,1
0.481,297.803394342379,1
0.4815,297.808072369255,1
0.482,297.812750069349,1
0.4825,297.817427442659,1
0.483,297.822104489187,1
0.4835,297.826781208931,1
0.484,297.831457601893,1
0.4845,297.836133668072,1
0.485,297.840809407467,1
0.4855,297.84548482008,1
0.486,297.850159905909,1
0.4865,297.854834664956,1
0.487,297.85950909722,1
0.4875,297.8641832027,1
0.488,297.868856981398,1
0.4885,297.873530433313,1
0.489,297.878203558445,1
0.4895,297.882876356793,1
0.49,297.887548828359,1
0.4905,297.892220973142,1
0.491,297.896892791142,1
0.4915,297.901564282359,1
0.492,297.906235446792,1
0.4925,297.910906284443,1
0.493,297.915576795311,1
0.4935,297.920246979396,1
0.494,297.924916836698,1
0.4945,297.929586367217,1
0.495,297.934255570953,1
0.4955,297.938924447906,1
0.496,297.943592998076,1
0.4965,297.948261221463,1
0.497,297.952929118067,1
0.4975,297.957596687888,1
0.498,297.962263930926,1
0.4985,297.966930847181,1
0.499,297.971597436653,1
0.4995,297.976263699342,1
0.5,297.980929635248,1
0.5005,297.985595244371,1
0.501,297.990260526711,1
0.5015,297.994925482269,1
0.502,297.999590111043,1
0.5025,298.004254413034,1
0.503,298.008918388242,1
0.5035,298.013582036667,1
0.504,298.01824535831,1
0.5045,298.022908353169,1
0.505,298.027571021245,1
0.5055,298.032233362539,1
0.506,298.036895377049,1
0.5065,298.041557064776,1
0.507,298.046218425721,1
0.5075,298.050879459882,1
0.508,298.05554016726,1
0.5085,298.060200547856,1
0.509,298.064860601668,1
0.5095,298.069520328698,1
0.51,298.074179728944,1
0.5105,298.078838802408,1
0.511,298.083497549088,1
0.5115,298.088155968986,1
0.512,298.0928140621,1
0.5125,298.097471828432,1
0.513,298.10212926798,1
0.5135,298.106786380746,1
0.514,298.111443166728,1
0.5145,298.116099625928,1
0.515,298.120755758345,1
0.5155,298.125411563978,1
0.516,298.130067042829,1
0.5165,298.134722194897,1
