"time","input_mflow.y","input_p.y","IN_p.ports[1].m_flow","IN_p.ports[1].p","IN_p.ports[1].h_outflow","OUT_dp.ports[1].m_flow","OUT_dp.ports[1].p","OUT_dp.ports[1].h_outflow","OUT_mflow.ports[1].m_flow","OUT_mflow.ports[1].p","OUT_mflow.ports[1].h_outflow","IN_mflow.ports[1].m_flow","IN_mflow.ports[1].p","IN_mflow.ports[1].h_outflow","from_dp.port_b.m_flow","from_dp.port_b.p","from_dp.port_b.h_outflow","from_mflow.port_b.m_flow","from_mflow.port_b.p","from_mflow.port_b.h_outflow"
0.0011,6.91144881222329e-06,100063.447132452,-6.91144881222347e-06,100063.447132452,293586.685237142,6.91144881222347e-06,100000,293586.685237142,6.91144881222329e-06,100000,293586.685237142,-6.91144881222329e-06,100063.447132452,293586.685237142,-6.91144881222347e-06,100000,293586.685237142,-6.91144881222329e-06,100000,293586.685237142
0.0012,7.53975093035709e-06,100069.213950376,-7.53975093035755e-06,100069.213950376,293586.685237142,7.53975093035755e-06,100000,293586.685237142,7.53975093035709e-06,100000,293586.685237142,-7.53975093035709e-06,100069.213950376,293586.685237142,-7.53975093035755e-06,100000,293586.685237142,-7.53975093035709e-06,100000,293586.685237142
0.0013,8.16805007191663e-06,100074.980574564,-8.16805007191637e-06,100074.980574564,293586.685237142,8.16805007191637e-06,100000,293586.685237142,8.16805007191663e-06,100000,293586.685237142,-8.16805007191663e-06,100074.980574564,293586.685237142,-8.16805007191637e-06,100000,293586.685237142,-8.16805007191663e-06,100000,293586.685237142
0.0014,8.79634598885937e-06,100080.747002741,-8.79634598885894e-06,100080.747002741,293586.685237142,8.79634598885894e-06,100000,293586.685237142,8.79634598885937e-06,100000,293586.685237142,-8.79634598885937e-06,100080.747002741,293586.685237142,-8.79634598885894e-06,100000,293586.685237142,-8.79634598885937e-06,100000,293586.685237142
0.0015,9.42463843314401e-06,100086.513232629,-9.42463843314354e-06,100086.513232629,293586.685237142,9.42463843314354e-06,100000,293586.685237142,9.42463843314401e-06,100000,293586.685237142,-9.42463843314401e-06,100086.513232629,293586.685237142,-9.42463843314354e-06,100000,293586.685237142,-9.42463843314401e-06,100000,293586.685237142
0.0016,1.00529271567307e-05,100092.279261954,-1.00529271567309e-05,100092.279261954,293586.685237142,1.00529271567309e-05,100000,293586.685237142,1.00529271567307e-05,100000,293586.685237142,-1.00529271567307e-05,100092.279261954,293586.685237142,-1.00529271567309e-05,100000,293586.685237142,-1.00529271567307e-05,100000,293586.685237142
0.0017,1.06812119115809e-05,100098.045088441,-1.06812119115811e-05,100098.045088441,293586.685237142,1.06812119115811e-05,100000,293586.685237142,1.06812119115809e-05,100000,293586.685237142,-1.06812119115809e-05,100098.045088441,293586.685237142,-1.06812119115811e-05,100000,293586.685237142,-1.06812119115809e-05,100000,293586.685237142
0.0018,1.13094924496578e-05,100103.810709813,-1.13094924496581e-05,100103.810709813,293586.685237142,1.13094924496581e-05,100000,293586.685237142,1.13094924496578e-05,100000,293586.685237142,-1.13094924496578e-05,100103.810709813,293586.685237142,-1.13094924496581e-05,100000,293586.685237142,-1.13094924496578e-05,100000,293586.685237142
0.0019,1.19377685229262e-05,100109.576123797,-1.19377685229254e-05,100109.576123797,293586.685237142,1.19377685229254e-05,100000,293586.685237142,1.19377685229262e-05,100000,293586.685237142,-1.19377685229262e-05,100109.576123797,293586.685237142,-1.19377685229254e-05,100000,293586.685237142,-1.19377685229262e-05,100000,293586.685237142
0.002,1.25660398833526e-05,100115.341328118,-1.2566039883352e-05,100115.341328118,293586.685237142,1.2566039883352e-05,100000,293586.685237142,1.25660398833526e-05,100000,293586.685237142,-1.25660398833526e-05,100115.341328118,293586.685237142,-1.2566039883352e-05,100000,293586.685237142,-1.25660398833526e-05,100000,293586.685237142
0.0021,1.31943062829055e-05,100121.106320502,-1.3194306282906e-05,100121.106320502,293586.685237142,1.3194306282906e-05,100000,293586.685237142,1.31943062829055e-05,100000,293586.685237142,-1.31943062829055e-05,100121.106320502,293586.685237142,-1.3194306282906e-05,100000,293586.685237142,-1.31943062829055e-05,100000,293586.685237142
0.0022,1.38225674735553e-05,100126.871098675,-1.3822567473555e-05,100126.871098675,293586.685237142,1.3822567473555e-05,100000,293586.685237142,1.38225674735553e-05,100000,293586.685237142,-1.38225674735553e-05,100126.871098675,293586.685237142,-1.3822567473555e-05,100000,293586.685237142,-1.38225674735553e-05,100000,293586.685237142
0.0023,1.44508232072743e-05,100132.635660363,-1.44508232072739e-05,100132.635660363,293586.685237142,1.44508232072739e-05,100000,293586.685237142,1.44508232072743e-05,100000,293586.685237142,-1.44508232072743e-05,100132.635660363,293586.685237142,-1.44508232072739e-05,100000,293586.685237142,-1.44508232072743e-05,100000,293586.685237142
0.0024,1.50790732360371e-05,100138.400003292,-1.50790732360366e-05,100138.400003292,293586.685237142,1.50790732360366e-05,100000,293586.685237142,1.50790732360371e-05,100000,293586.685237142,-1.50790732360371e-05,100138.400003292,293586.685237142,-1.50790732360366e-05,100000,293586.685237142,-1.50790732360371e-05,100000,293586.685237142
0.0025,1.57073173118207e-05,100144.164125191,-1.57073173118212e-05,100144.164125191,293586.685237142,1.57073173118212e-05,100000,293586.685237142,1.57073173118207e-05,100000,293586.685237142,-1.57073173118207e-05,100144.164125191,293586.685237142,-1.57073173118212e-05,100000,293586.685237142,-1.57073173118207e-05,100000,293586.685237142
0.0026,1.63355551866041e-05,100149.928023785,-1.63355551866036e-05,100149.928023785,293586.685237142,1.63355551866036e-05,100000,293586.685237142,1.63355551866041e-05,100000,293586.685237142,-1.63355551866041e-05,100149.928023785,293586.685237142,-1.63355551866036e-05,100000,293586.685237142,-1.63355551866041e-05,100000,293586.685237142
0.0027,1.69637866123691e-05,100155.691696803,-1.69637866123683e-05,100155.691696803,293586.685237142,1.69637866123683e-05,100000,293586.685237142,1.69637866123691e-05,100000,293586.685237142,-1.69637866123691e-05,100155.691696803,293586.685237142,-1.69637866123683e-05,100000,293586.685237142,-1.69637866123691e-05,100000,293586.685237142
0.0028,1.75920113410997e-05,100161.455141973,-1.75920113410992e-05,100161.455141973,293586.685237142,1.75920113410992e-05,100000,293586.685237142,1.75920113410997e-05,100000,293586.685237142,-1.75920113410997e-05,100161.455141973,293586.685237142,-1.75920113410992e-05,100000,293586.685237142,-1.75920113410997e-05,100000,293586.685237142
0.0029,1.82202291247829e-05,100167.218357022,-1.82202291247827e-05,100167.218357022,293586.685237142,1.82202291247827e-05,100000,293586.685237142,1.82202291247829e-05,100000,293586.685237142,-1.82202291247829e-05,100167.218357022,293586.685237142,-1.82202291247827e-05,100000,293586.685237142,-1.82202291247829e-05,100000,293586.685237142
0.003,1.88484397154082e-05,100172.981339679,-1.88484397154075e-05,100172.981339679,293586.685237142,1.88484397154075e-05,100000,293586.685237142,1.88484397154082e-05,100000,293586.685237142,-1.88484397154082e-05,100172.981339679,293586.685237142,-1.88484397154075e-05,100000,293586.685237142,-1.88484397154082e-05,100000,293586.685237142
0.0031,1.9476642864968e-05,100178.744087673,-1.94766428649681e-05,100178.744087673,293586.685237142,1.94766428649681e-05,100000,293586.685237142,1.9476642864968e-05,100000,293586.685237142,-1.9476642864968e-05,100178.744087673,293586.685237142,-1.94766428649681e-05,100000,293586.685237142,-1.9476642864968e-05,100000,293586.685237142
0.0032,2.01048383254576e-05,100184.506598732,-2.01048383254582e-05,100184.506598732,293586.685237142,2.01048383254582e-05,100000,293586.685237142,2.01048383254576e-05,100000,293586.685237142,-2.01048383254576e-05,100184.506598732,293586.685237142,-2.01048383254582e-05,100000,293586.685237142,-2.01048383254576e-05,100000,293586.685237142
0.0033,2.07330258488754e-05,100190.268870587,-2.07330258488755e-05,100190.268870587,293586.685237142,2.07330258488755e-05,100000,293586.685237142,2.07330258488754e-05,100000,293586.685237142,-2.07330258488754e-05,100190.268870587,293586.685237142,-2.07330258488755e-05,100000,293586.685237142,-2.07330258488754e-05,100000,293586.685237142
0.0034,2.1361205187223e-05,100196.030900965,-2.13612051872234e-05,100196.030900965,293586.685237142,2.13612051872234e-05,100000,293586.685237142,2.1361205187223e-05,100000,293586.685237142,-2.1361205187223e-05,100196.030900965,293586.685237142,-2.13612051872234e-05,100000,293586.685237142,-2.1361205187223e-05,100000,293586.685237142
0.0035,2.19893760925051e-05,100201.792687599,-2.19893760925046e-05,100201.792687599,293586.685237142,2.19893760925046e-05,100000,293586.685237142,2.19893760925051e-05,100000,293586.685237142,-2.19893760925051e-05,100201.792687599,293586.685237142,-2.19893760925046e-05,100000,293586.685237142,-2.19893760925051e-05,100000,293586.685237142
0.0036,2.26175383167298e-05,100207.554228216,-2.2617538316729e-05,100207.554228216,293586.685237142,2.2617538316729e-05,100000,293586.685237142,2.26175383167298e-05,100000,293586.685237142,-2.26175383167298e-05,100207.554228216,293586.685237142,-2.2617538316729e-05,100000,293586.685237142,-2.26175383167298e-05,100000,293586.685237142
0.0037,2.32456916119085e-05,100213.315520549,-2.3245691611909e-05,100213.315520549,293586.685237142,2.3245691611909e-05,100000,293586.685237142,2.32456916119085e-05,100000,293586.685237142,-2.32456916119085e-05,100213.315520549,293586.685237142,-2.3245691611909e-05,100000,293586.685237142,-2.32456916119085e-05,100000,293586.685237142
0.0038,2.38738357300563e-05,100219.076562328,-2.38738357300562e-05,100219.076562328,293586.685237142,2.38738357300562e-05,100000,293586.685237142,2.38738357300563e-05,100000,293586.685237142,-2.38738357300563e-05,100219.076562328,293586.685237142,-2.38738357300562e-05,100000,293586.685237142,-2.38738357300563e-05,100000,293586.685237142
0.0039,2.45019704231918e-05,100224.837351284,-2.45019704231911e-05,100224.837351284,293586.685237142,2.45019704231911e-05,100000,293586.685237142,2.45019704231918e-05,100000,293586.685237142,-2.45019704231918e-05,100224.837351284,293586.685237142,-2.45019704231911e-05,100000,293586.685237142,-2.45019704231918e-05,100000,293586.685237142
0.004,2.51300954433375e-05,100230.597885148,-2.51300954433382e-05,100230.597885148,293586.685237142,2.51300954433382e-05,100000,293586.685237142,2.51300954433375e-05,100000,293586.685237142,-2.51300954433375e-05,100230.597885148,293586.685237142,-2.51300954433382e-05,100000,293586.685237142,-2.51300954433375e-05,100000,293586.685237142
0.0041,2.57582105425194e-05,100236.358161653,-2.57582105425197e-05,100236.358161653,293586.685237142,2.57582105425197e-05,100000,293586.685237142,2.57582105425194e-05,100000,293586.685237142,-2.57582105425194e-05,100236.358161653,293586.685237142,-2.57582105425197e-05,100000,293586.685237142,-2.57582105425194e-05,100000,293586.685237142
0.0042,2.63863154727678e-05,100242.118178529,-2.63863154727682e-05,100242.118178529,293586.685237142,2.63863154727682e-05,100000,293586.685237142,2.63863154727678e-05,100000,293586.685237142,-2.63863154727678e-05,100242.118178529,293586.685237142,-2.63863154727682e-05,100000,293586.685237142,-2.63863154727678e-05,100000,293586.685237142
0.0043,2.70144099861167e-05,100247.87793351,-2.70144099861174e-05,100247.87793351,293586.685237142,2.70144099861174e-05,100000,293586.685237142,2.70144099861167e-05,100000,293586.685237142,-2.70144099861167e-05,100247.87793351,293586.685237142,-2.70144099861174e-05,100000,293586.685237142,-2.70144099861167e-05,100000,293586.685237142
0.0044,2.76424938346044e-05,100253.637424328,-2.76424938346046e-05,100253.637424328,293586.685237142,2.76424938346046e-05,100000,293586.685237142,2.76424938346044e-05,100000,293586.685237142,-2.76424938346044e-05,100253.637424328,293586.685237142,-2.76424938346046e-05,100000,293586.685237142,-2.76424938346044e-05,100000,293586.685237142
0.0045,2.82705667702733e-05,100259.396648716,-2.82705667702731e-05,100259.396648716,293586.685237142,2.82705667702731e-05,100000,293586.685237142,2.82705667702733e-05,100000,293586.685237142,-2.82705667702733e-05,100259.396648716,293586.685237142,-2.82705667702731e-05,100000,293586.685237142,-2.82705667702733e-05,100000,293586.685237142
0.0046,2.88986285451701e-05,100265.155604406,-2.88986285451702e-05,100265.155604406,293586.685237142,2.88986285451702e-05,100000,293586.685237142,2.88986285451701e-05,100000,293586.685237142,-2.88986285451701e-05,100265.155604406,293586.685237142,-2.88986285451702e-05,100000,293586.685237142,-2.88986285451701e-05,100000,293586.685237142
0.0047,2.9526678911346e-05,100270.914289134,-2.95266789113456e-05,100270.914289134,293586.685237142,2.95266789113456e-05,100000,293586.685237142,2.9526678911346e-05,100000,293586.685237142,-2.9526678911346e-05,100270.914289134,293586.685237142,-2.95266789113456e-05,100000,293586.685237142,-2.9526678911346e-05,100000,293586.685237142
0.0048,3.01547176208568e-05,100276.672700632,-3.01547176208564e-05,100276.672700632,293586.685237142,3.01547176208564e-05,100000,293586.685237142,3.01547176208568e-05,100000,293586.685237142,-3.01547176208568e-05,100276.672700632,293586.685237142,-3.01547176208564e-05,100000,293586.685237142,-3.01547176208568e-05,100000,293586.685237142
0.0049,3.07827444257625e-05,100282.430836635,-3.07827444257618e-05,100282.430836635,293586.685237142,3.07827444257618e-05,100000,293586.685237142,3.07827444257625e-05,100000,293586.685237142,-3.07827444257625e-05,100282.430836635,293586.685237142,-3.07827444257618e-05,100000,293586.685237142,-3.07827444257625e-05,100000,293586.685237142
0.005,3.14107590781283e-05,100288.188694877,-3.14107590781286e-05,100288.188694877,293586.685237142,3.14107590781286e-05,100000,293586.685237142,3.14107590781283e-05,100000,293586.685237142,-3.14107590781283e-05,100288.188694877,293586.685237142,-3.14107590781286e-05,100000,293586.685237142,-3.14107590781283e-05,100000,293586.685237142
0.0051,3.20387613300238e-05,100293.946273093,-3.20387613300245e-05,100293.946273093,293586.685237142,3.20387613300245e-05,100000,293586.685237142,3.20387613300238e-05,100000,293586.685237142,-3.20387613300238e-05,100293.946273093,293586.685237142,-3.20387613300245e-05,100000,293586.685237142,-3.20387613300238e-05,100000,293586.685237142
0.0052,3.26667509335238e-05,100299.703569018,-3.26667509335241e-05,100299.703569018,293586.685237142,3.26667509335241e-05,100000,293586.685237142,3.26667509335238e-05,100000,293586.685237142,-3.26667509335238e-05,100299.703569018,293586.685237142,-3.26667509335241e-05,100000,293586.685237142,-3.26667509335238e-05,100000,293586.685237142
0.0053,3.32947276407078e-05,100305.460580387,-3.3294727640708e-05,100305.460580387,293586.685237142,3.3294727640708e-05,100000,293586.685237142,3.32947276407078e-05,100000,293586.685237142,-3.32947276407078e-05,100305.460580387,293586.685237142,-3.3294727640708e-05,100000,293586.685237142,-3.32947276407078e-05,100000,293586.685237142
0.0054,3.39226912036607e-05,100311.217304937,-3.39226912036607e-05,100311.217304937,293586.685237142,3.39226912036607e-05,100000,293586.685237142,3.39226912036607e-05,100000,293586.685237142,-3.39226912036607e-05,100311.217304937,293586.685237142,-3.39226912036607e-05,100000,293586.685237142,-3.39226912036607e-05,100000,293586.685237142
0.0055,3.45506413744723e-05,100316.973740403,-3.45506413744724e-05,100316.973740403,293586.685237142,3.45506413744724e-05,100000,293586.685237142,3.45506413744723e-05,100000,293586.685237142,-3.45506413744723e-05,100316.973740403,293586.685237142,-3.45506413744724e-05,100000,293586.685237142,-3.45506413744723e-05,100000,293586.685237142
0.0056,3.51785779052378e-05,100322.729884521,-3.51785779052374e-05,100322.729884521,293586.685237142,3.51785779052374e-05,100000,293586.685237142,3.51785779052378e-05,100000,293586.685237142,-3.51785779052378e-05,100322.729884521,293586.685237142,-3.51785779052374e-05,100000,293586.685237142,-3.51785779052378e-05,100000,293586.685237142
0.0057,3.58065005480579e-05,100328.485735029,-3.58065005480572e-05,100328.485735029,293586.685237142,3.58065005480572e-05,100000,293586.685237142,3.58065005480579e-05,100000,293586.685237142,-3.58065005480579e-05,100328.485735029,293586.685237142,-3.58065005480572e-05,100000,293586.685237142,-3.58065005480579e-05,100000,293586.685237142
0.0058,3.64344090550387e-05,100334.241289663,-3.6434409055039e-05,100334.241289663,293586.685237142,3.6434409055039e-05,100000,293586.685237142,3.64344090550387e-05,100000,293586.685237142,-3.64344090550387e-05,100334.241289663,293586.685237142,-3.6434409055039e-05,100000,293586.685237142,-3.64344090550387e-05,100000,293586.685237142
0.0059,3.70623031782918e-05,100339.996546161,-3.70623031782925e-05,100339.996546161,293586.685237142,3.70623031782925e-05,100000,293586.685237142,3.70623031782918e-05,100000,293586.685237142,-3.70623031782918e-05,100339.996546161,293586.685237142,-3.70623031782925e-05,100000,293586.685237142,-3.70623031782918e-05,100000,293586.685237142
0.006,3.76901826699345e-05,100345.751502259,-3.76901826699345e-05,100345.751502259,293586.685237142,3.76901826699345e-05,100000,293586.685237142,3.76901826699345e-05,100000,293586.685237142,-3.76901826699345e-05,100345.751502259,293586.685237142,-3.76901826699345e-05,100000,293586.685237142,-3.76901826699345e-05,100000,293586.685237142
0.0061,3.83180472820901e-05,100351.506155697,-3.83180472820893e-05,100351.506155697,293586.685237142,3.83180472820893e-05,100000,293586.685237142,3.83180472820901e-05,100000,293586.685237142,-3.83180472820901e-05,100351.506155697,293586.685237142,-3.83180472820893e-05,100000,293586.685237142,-3.83180472820901e-05,100000,293586.685237142
0.0062,3.89458967668874e-05,100357.260504212,-3.89458967668868e-05,100357.260504212,293586.685237142,3.89458967668868e-05,100000,293586.685237142,3.89458967668874e-05,100000,293586.685237142,-3.89458967668874e-05,100357.260504212,293586.685237142,-3.89458967668868e-05,100000,293586.685237142,-3.89458967668874e-05,100000,293586.685237142
0.0063,3.95737308764614e-05,100363.014545543,-3.95737308764608e-05,100363.014545543,293586.685237142,3.95737308764608e-05,100000,293586.685237142,3.95737308764614e-05,100000,293586.685237142,-3.95737308764614e-05,100363.014545543,293586.685237142,-3.95737308764608e-05,100000,293586.685237142,-3.95737308764614e-05,100000,293586.685237142
0.0064,4.02015493629532e-05,100368.76827743,-4.02015493629527e-05,100368.76827743,293586.685237142,4.02015493629527e-05,100000,293586.685237142,4.02015493629532e-05,100000,293586.685237142,-4.02015493629532e-05,100368.76827743,293586.685237142,-4.02015493629527e-05,100000,293586.685237142,-4.02015493629532e-05,100000,293586.685237142
0.0065,4.082935197851e-05,100374.52169761,-4.08293519785108e-05,100374.52169761,293586.685237142,4.08293519785108e-05,100000,293586.685237142,4.082935197851e-05,100000,293586.685237142,-4.082935197851e-05,100374.52169761,293586.685237142,-4.08293519785108e-05,100000,293586.685237142,-4.082935197851e-05,100000,293586.685237142
0.0066,4.14571384752852e-05,100380.274803824,-4.14571384752845e-05,100380.274803824,293586.685237142,4.14571384752845e-05,100000,293586.685237142,4.14571384752852e-05,100000,293586.685237142,-4.14571384752852e-05,100380.274803824,293586.685237142,-4.14571384752845e-05,100000,293586.685237142,-4.14571384752852e-05,100000,293586.685237142
0.0067,4.20849086054388e-05,100386.027593812,-4.20849086054385e-05,100386.027593812,293586.685237142,4.20849086054385e-05,100000,293586.685237142,4.20849086054388e-05,100000,293586.685237142,-4.20849086054388e-05,100386.027593812,293586.685237142,-4.20849086054385e-05,100000,293586.685237142,-4.20849086054388e-05,100000,293586.685237142
0.0068,4.27126621211369e-05,100391.780065314,-4.27126621211367e-05,100391.780065314,293586.685237142,4.27126621211367e-05,100000,293586.685237142,4.27126621211369e-05,100000,293586.685237142,-4.27126621211369e-05,100391.780065314,293586.685237142,-4.27126621211367e-05,100000,293586.685237142,-4.27126621211369e-05,100000,293586.685237142
0.0069,4.33403987745524e-05,100397.53221607,-4.33403987745518e-05,100397.53221607,293586.685237142,4.33403987745518e-05,100000,293586.685237142,4.33403987745524e-05,100000,293586.685237142,-4.33403987745524e-05,100397.53221607,293586.685237142,-4.33403987745518e-05,100000,293586.685237142,-4.33403987745524e-05,100000,293586.685237142
0.007,4.39681183178649e-05,100403.284043821,-4.39681183178656e-05,100403.284043821,293586.685237142,4.39681183178656e-05,100000,293586.685237142,4.39681183178649e-05,100000,293586.685237142,-4.39681183178649e-05,100403.284043821,293586.685237142,-4.39681183178656e-05,100000,293586.685237142,-4.39681183178649e-05,100000,293586.685237142
0.0071,4.45958205032606e-05,100409.035546309,-4.45958205032606e-05,100409.035546309,293586.685237142,4.45958205032606e-05,100000,293586.685237142,4.45958205032606e-05,100000,293586.685237142,-4.45958205032606e-05,100409.035546309,293586.685237142,-4.45958205032606e-05,100000,293586.685237142,-4.45958205032606e-05,100000,293586.685237142
0.0072,4.52235050829326e-05,100414.786721275,-4.5223505082933e-05,100414.786721275,293586.685237142,4.5223505082933e-05,100000,293586.685237142,4.52235050829326e-05,100000,293586.685237142,-4.52235050829326e-05,100414.786721275,293586.685237142,-4.5223505082933e-05,100000,293586.685237142,-4.52235050829326e-05,100000,293586.685237142
0.0073,4.5851171809081e-05,100420.537566461,-4.58511718090817e-05,100420.537566461,293586.685237142,4.58511718090817e-05,100000,293586.685237142,4.5851171809081e-05,100000,293586.685237142,-4.5851171809081e-05,100420.537566461,293586.685237142,-4.58511718090817e-05,100000,293586.685237142,-4.5851171809081e-05,100000,293586.685237142
0.0074,4.6478820433913e-05,100426.288079609,-4.64788204339125e-05,100426.288079609,293586.685237142,4.64788204339125e-05,100000,293586.685237142,4.6478820433913e-05,100000,293586.685237142,-4.6478820433913e-05,100426.288079609,293586.685237142,-4.64788204339125e-05,100000,293586.685237142,-4.6478820433913e-05,100000,293586.685237142
0.0075,4.71064507096427e-05,100432.038258462,-4.7106450709642e-05,100432.038258462,293586.685237142,4.7106450709642e-05,100000,293586.685237142,4.71064507096427e-05,100000,293586.685237142,-4.71064507096427e-05,100432.038258462,293586.685237142,-4.7106450709642e-05,100000,293586.685237142,-4.71064507096427e-05,100000,293586.685237142
0.0076,4.77340623884916e-05,100437.788100762,-4.77340623884924e-05,100437.788100762,293586.685237142,4.77340623884924e-05,100000,293586.685237142,4.77340623884916e-05,100000,293586.685237142,-4.77340623884916e-05,100437.788100762,293586.685237142,-4.77340623884924e-05,100000,293586.685237142,-4.77340623884916e-05,100000,293586.685237142
0.0077,4.83616552226888e-05,100443.537604253,-4.83616552226884e-05,100443.537604253,293586.685237142,4.83616552226884e-05,100000,293586.685237142,4.83616552226888e-05,100000,293586.685237142,-4.83616552226888e-05,100443.537604253,293586.685237142,-4.83616552226884e-05,100000,293586.685237142,-4.83616552226888e-05,100000,293586.685237142
0.0078,4.89892289644703e-05,100449.286766678,-4.898922896447e-05,100449.286766678,293586.685237142,4.898922896447e-05,100000,293586.685237142,4.89892289644703e-05,100000,293586.685237142,-4.89892289644703e-05,100449.286766678,293586.685237142,-4.898922896447e-05,100000,293586.685237142,-4.89892289644703e-05,100000,293586.685237142
0.0079,4.96167833660801e-05,100455.035585782,-4.96167833660796e-05,100455.035585782,293586.685237142,4.96167833660796e-05,100000,293586.685237142,4.96167833660801e-05,100000,293586.685237142,-4.96167833660801e-05,100455.035585782,293586.685237142,-4.96167833660796e-05,100000,293586.685237142,-4.96167833660801e-05,100000,293586.685237142
0.008,5.02443181797696e-05,100460.784059308,-5.02443181797688e-05,100460.784059308,293586.685237142,5.02443181797688e-05,100000,293586.685237142,5.02443181797696e-05,100000,293586.685237142,-5.02443181797696e-05,100460.784059308,293586.685237142,-5.02443181797688e-05,100000,293586.685237142,-5.02443181797696e-05,100000,293586.685237142
0.0081,5.08718331577979e-05,100466.532185001,-5.08718331577977e-05,100466.532185001,293586.685237142,5.08718331577977e-05,100000,293586.685237142,5.08718331577979e-05,100000,293586.685237142,-5.08718331577979e-05,100466.532185001,293586.685237142,-5.08718331577977e-05,100000,293586.685237142,-5.08718331577979e-05,100000,293586.685237142
0.0082,5.14993280524323e-05,100472.279960606,-5.14993280524323e-05,100472.279960606,293586.685237142,5.14993280524323e-05,100000,293586.685237142,5.14993280524323e-05,100000,293586.685237142,-5.14993280524323e-05,100472.279960606,293586.685237142,-5.14993280524323e-05,100000,293586.685237142,-5.14993280524323e-05,100000,293586.685237142
