"time","body1.frame_a.r_0[1]","body1.frame_a.r_0[2]","body1.frame_a.r_0[3]","body1.v_0[1]","body1.v_0[2]","body1.v_0[3]","body1.w_a[1]","body1.w_a[2]","body1.w_a[3]","p2.s","p2.v"
0.09,0.300006378074062,-0.225469338267045,6.8045961003156e-25,0.000228763492539271,-0.538226001019209,-3.21189091665177e-24,4.32734407581771e-24,1.34106098434356e-43,0.0337490114784804,0.138918408839328,0.847278753661688
0.092,0.300006847376895,-0.226555690768087,6.68045455251586e-25,0.000240603715595856,-0.548106371458109,-6.50483283524437e-24,-2.42116580444681e-24,1.37160808703588e-43,0.0336883933346259,0.140630212138855,0.864505791872116
0.094,0.300007340727263,-0.227661697639272,6.49539758279232e-25,0.000252809855457333,-0.557881651704749,-1.05490071227052e-23,-8.76437267701881e-24,1.4085837264678e-43,0.0336258332213808,0.142376365263376,0.881629077230403
0.096,0.300007858854008,-0.228787150344972,6.30348235038174e-25,0.000265385963007742,-0.567551091759754,-1.38496381095578e-23,-1.27376557733132e-23,1.4606222517757e-43,0.0335613041745657,0.144156660577158,0.898646572838121
0.098,0.300008402503306,-0.229931835620094,6.11352438098304e-25,0.00027833643553064,-0.577113954886171,-1.65117417977379e-23,-1.38677181446185e-23,1.52658752027961e-43,0.0334947776438422,0.145970883857527,0.915556229526909
0.1,0.300008972428479,-0.231095539246636,5.94774123881916e-25,0.00029166554668521,-0.586569520348164,-1.82498605287305e-23,-1.1241479912899e-23,1.60730291272672e-43,0.0334262254043465,0.147818817200971,0.932356014864267
0.102,0.300009569390548,-0.232278045849202,5.83857706247355e-25,0.000305377471957321,-0.59591708326271,-1.84958327738115e-23,-3.61064471526004e-24,1.7049161711036e-43,0.0333556194531768,0.149700238865783,0.94904391158293
0.104,0.300010194158928,-0.233479138636446,5.82468775091116e-25,0.000319476320837913,-0.605155954412111,-1.65350490129078e-23,1.04760944825498e-23,1.82209634815326e-43,0.0332829318785215,0.151614923073104,0.965617915595104
0.106,0.300010847511354,-0.234698599429484,5.95138209909277e-25,0.000333966133287336,-0.614285460264592,-1.14914803508309e-23,3.26875817609753e-23,1.96212204413279e-43,0.0332081348740385,0.153562640028782,0.982076036210654
0.108,0.300011530233802,-0.235936208690303,6.27106293358939e-25,0.000348850876199682,-0.623304942994905,-2.3127071335109e-24,6.49247246214927e-23,2.12896964357104e-43,0.0331312007532353,0.155543155945236,0.998416296355296
0.11,0.300012243120414,-0.237191745550166,6.84366824819655e-25,0.000364134439867128,-0.632213760504929,1.22450524357696e-23,1.09335020361445e-22,2.3274015520263e-43,0.0330521019638488,0.157556233063315,1.01463673278878
0.112,0.300012986973421,-0.238464987838026,7.73711233954867e-25,0.000379820634444264,-0.641011286444268,3.36319136801417e-23,1.6832708244888e-22,2.56305443284396e-43,0.0329708111022254,0.159601629674156,1.0307353963231
0.114,0.300013762595363,-0.239755713782606,8.51420013510141e-25,0.000395913070295548,-0.649696919947858,5.10370580691568e-23,2.23264643796561e-22,2.78587266021159e-43,0.0328873014691797,0.16167910104755,1.04671037460383
0.116,0.300014570802041,-0.241063699210181,9.10157759949476e-25,0.000412415350843923,-0.658270069222552,6.25144624537633e-23,2.70539710836626e-22,2.98601473745394e-43,0.0328015461685905,0.163788397920666,1.06255975416806
0.118,0.300015412420762,-0.242388717937421,9.67835521130092e-25,0.00042933104375134,-0.666730153683555,7.22799311035131e-23,3.16944662385284e-22,3.18160526393471e-43,0.0327135182396851,0.165929266717304,1.07828162557557
0.12,0.300016288282995,-0.243730543378897,1.0192041513987e-24,0.000446663567827925,-0.675076613142909,7.89491953387608e-23,3.59571068331969e-22,3.36536993042004e-43,0.0326231911822991,0.168101450425022,1.0938741049152
0.122,0.300017199227568,-0.245088947864031,1.05772767229648e-24,0.00046441623885585,-0.683308903699554,8.08588956392666e-23,3.94887247604355e-22,3.52880684666863e-43,0.0325305387410821,0.170304688231664,1.10933532443172
0.124,0.300018146100571,-0.246463702670335,1.07547944499128e-24,0.000482592265719151,-0.691426497787916,7.60455931429012e-23,4.18691372583983e-22,3.66211156231531e-43,0.032435534921437,0.172538715549827,1.12466343280908
0.126,0.300019129755257,-0.24785457805663,1.06303834270986e-24,0.000501194746533543,-0.699428884226506,6.22247811443506e-23,4.26064573521897e-22,3.75410208775466e-43,0.0323381540054604,0.174803264041336,1.13985659545356
0.128,0.30002015105194,-0.249261343296286,1.00938492317009e-24,0.000520226664776241,-0.707315568266515,3.67698965938221e-23,4.11324042954272e-22,3.79214391502464e-43,0.0322383705678822,0.177098061641716,1.15491299477697
0.13,0.300021210857901,-0.250683766710446,9.01797601013202e-25,0.000539690885415773,-0.715086071640406,-3.30866840425099e-24,3.67976140118048e-22,3.76207503869018e-43,0.0321361594920052,0.179422832584662,1.16983083047985
0.132,0.300022310020638,-0.252121614542374,8.17861898272624e-25,0.00055959030733179,-0.722739911235417,-4.04061966681529e-23,3.37220815813951e-22,3.71602570553934e-43,0.0320314956886002,0.181777299334642,1.18460828863609
0.134,0.300023449383151,-0.253574651659511,8.72205453910078e-25,0.000579927769245337,-0.730276611478352,-4.84518612668279e-23,3.79884323734196e-22,3.73315939325351e-43,0.0319243542832787,0.184161181510135,1.1992435599817
0.136,0.300024629856437,-0.255042644744187,9.65424019914872e-25,0.000600705620022862,-0.737695762622492,-5.00870952004395e-23,4.44089985457929e-22,3.73461267581311e-43,0.0318147114417593,0.186574190709228,1.21373492520133
0.138,0.300025852325066,-0.256525358224294,1.11006656928285e-24,0.000621926268087255,-0.744996945126355,-4.24212235166124e-23,5.37087522885032e-22,3.72377395223261e-43,0.031702543334239,0.189016037289057,1.22808064476556
0.14,0.300027117678863,-0.258022555688804,1.32066095921713e-24,0.000643591991128304,-0.752179755198049,-2.20749890241686e-23,6.67295186109469e-22,3.70522508714932e-43,0.0315878265056425,0.191486428114291,1.24227899642702
0.142,0.300028426812741,-0.259533999918087,1.61384202624709e-24,0.000665704932626023,-0.759243804790046,1.48512786027067e-23,8.44375100549247e-22,3.68483737733451e-43,0.031470537890814,0.193985066586419,1.25632827542512
0.144,0.30002978062654,-0.261059452914219,2.00847968134734e-24,0.000688267098373979,-0.766188721593957,7.28094937202992e-23,1.07930861407637e-21,3.66986751820444e-43,0.0313506548297091,0.19651165267302,1.27022679469063
0.146,0.300031180024853,-0.262598675931295,2.52580700505672e-24,0.000711280353002611,-0.773014149035313,1.56835645611199e-22,1.38447164414677e-21,3.66905357033146e-43,0.031228155082587,0.199065882937041,1.28397288505034
0.148,0.300032625916867,-0.264151429505745,3.18954834259726e-24,0.000734746416502563,-0.779719746268334,2.72581629380138e-22,1.77371002493034e-21,3.69271092595509e-43,0.0311030168452021,0.201647450566073,1.29756489543171
0.15,0.300034119205618,-0.265717473767974,4.00917695325427e-24,0.000758666882098671,-0.786305188539113,4.14967824720585e-22,2.23269704817263e-21,7.68311665777564e-43,0.0309752188141038,0.204256046044508,1.31100119586212
0.152,0.30003566074115,-0.2672965697138,4.9056180580736e-24,0.00078304330696314,-0.792770168805593,5.18014630241816e-22,2.58790681248791e-21,4.08533233687266e-42,0.0308447404228819,0.206891360018911,1.32428019000225
0.154,0.300037251484125,-0.268888474879441,5.9725481577724e-24,0.00080787687820932,-0.799114392029189,6.3103639695757e-22,2.96675066916104e-21,8.88424951201614e-42,0.0307115610816412,0.209553073374906,1.337400272087
0.156,0.300038892351664,-0.270492947467118,7.23094506391148e-24,0.000833168720210398,-0.805337580532216,7.53028868375445e-22,3.36505929693554e-21,1.54928043116167e-41,0.0305756609215966,0.212240866624638,1.35035986781075
0.158,0.300040584263614,-0.272109745140456,8.7032686290497e-24,0.00085891979740419,-0.81143947237559,8.82650112794234e-22,3.77760403116935e-21,2.42773764273038e-41,0.0304370205903179,0.214954417114146,1.36315742226506
0.16,0.300042328142331,-0.273738625056191,1.04135051657588e-23,0.000885130910922366,-0.817419821355429,1.01819591399057e-21,4.19802481294747e-21,3.56449431111741e-41,0.0302956212671703,0.217693399055822,1.37579140015709
0.162,0.300044124912463,-0.27537934389588,1.23872118656381e-23,0.000911802695219667,-0.823278396999662,1.15757516190557e-21,4.61875813819457e-21,5.00450381650391e-41,0.0301514446787545,0.220457483560882,1.38826028602818
0.164,0.30004597550073,-0.277031657897605,1.46515612183295e-23,0.000938935614703134,-0.829014984564628,1.29828524333146e-21,5.03096500678766e-21,6.79717109296718e-41,0.0300044731143477,0.223246338671829,1.4005625844723
0.166,0.300047880835706,-0.278695322887686,1.72353854305322e-23,0.000966529960361326,-0.83462938503168,1.43738743259827e-21,5.42445887166867e-21,8.99654852740537e-41,0.0298546894413434,0.226059629394917,1.41269682035456
0.168,0.300049841847599,-0.280370094312382,2.01692208450172e-23,0.000994585846393545,-0.840121415103793,1.5714822822604e-21,5.78763358795715e-21,1.16615318584622e-40,0.0297020771206926,0.228897017732618,1.42466153902971
0.17,0.300051859377141,-0.282055727009626,2.30968918879821e-23,0.00102310371042964,-0.845490886701097,1.70932244569054e-21,6.24917409045013e-21,1.37372362996767e-40,0.0295466194406117,0.231758168159189,1.43645528480197
0.172,0.300053934395589,-0.283751975870608,2.62167203813798e-23,0.00105208309005626,-0.850737656627614,1.84117000461594e-21,6.73447210359747e-21,1.57658772357673e-40,0.0293883014260092,0.234642734465547,1.44807665386062
0.174,0.30005606783415,-0.285458595384234,2.95535218549351e-23,0.00108152356326969,-0.855861588145009,1.96245678799873e-21,7.23128163443956e-21,1.7790087084305e-40,0.029227108388813,0.237550369993132,1.45952425371866
0.176,0.30005826061632,-0.287175339761944,3.30977759548362e-23,0.00111142456474558,-0.860862558311581,2.0692337031893e-21,7.73886784934301e-21,1.97538132478227e-40,0.0290630262233862,0.240480725716946,1.47079671122407
0.178,0.300060513664938,-0.288901962990223,3.68367516879297e-23,0.00114178534217575,-0.86574045961917,2.15713500234034e-21,8.25659094947906e-21,2.15920310791987e-40,0.0288960414845139,0.24343344984251,1.48189267451927
0.18,0.300062827901907,-0.290638218862143,4.07543117556022e-23,0.00117260495320863,-0.870495199977087,2.22136148356522e-21,8.78392174770702e-21,2.3230248302261e-40,0.0287261414023605,0.246408187841693,1.49281081324614
0.182,0.300065204247925,-0.292383861008916,4.48307168876624e-23,0.00120388226238978,-0.875126702696049,2.25666369209629e-21,9.32045724545771e-21,2.45840094323917e-40,0.0285533138974272,0.249404582488543,1.50354981875112
0.184,0.300067643622207,-0.294138642931437,4.90424301762229e-23,0.00123561593810228,-0.879634906472108,2.25732512144322e-21,9.86593620961695e-21,2.55584001971314e-40,0.0283775475955091,0.252422273895118,1.5141084042902
0.186,0.30007014694221,-0.295902318031833,5.33619214095825e-23,0.00126780444950726,-0.884019765370591,2.21714541455137e-21,1.04202547494089e-20,2.60475519567827e-40,0.0281988318426527,0.255460899547308,1.52448530523403
0.188,0.30007271506623,-0.297674639081786,5.80322830227816e-23,0.00130044655296773,-0.888281231030549,2.21651626632806e-21,1.09788356014135e-20,2.60266976567778e-40,0.0280171555725008,0.258520098154583,1.53467925629274
0.19,0.300075348902716,-0.29945535933446,6.30398894473582e-23,0.00133354035005961,-0.892419286753373,2.25534298004294e-21,1.15415562461804e-20,2.53741434484235e-40,0.0278325095226053,0.261599502369954,1.54468903580175
0.192,0.30007804937649,-0.301244232225747,6.82753598369267e-23,0.00136708357156099,-0.896433937060272,2.30410163635908e-21,1.21100397497698e-20,2.39250483115095e-40,0.0276448855763879,0.264698741062407,1.55451345245047
0.194,0.300080817385479,-0.303041010981978,7.37401687085851e-23,0.00140107394274773,-0.900325194296462,2.36936290081731e-21,1.26841738273658e-20,2.15405770609918e-40,0.0274542759144746,0.267817442222843,1.56415132819391
0.196,0.30008365382341,-0.304845448877852,7.94359890026408e-23,0.00143550898358473,-0.904093085761605,2.45876807762862e-21,1.32639940097682e-20,1.8070203428559e-40,0.0272606734909394,0.270955231466895,1.57360150769463
0.198,0.300086559579475,-0.306657299267486,8.53647408357499e-23,0.00147038600610172,-0.90773765367794,2.58108977165329e-21,1.3849695087834e-20,1.33512967991768e-40,0.0270640720472406,0.274111732074154,1.5828628585074
0.2,0.300089535538014,-0.308476315615458,9.1528640254056e-23,0.00150570211176913,-0.91125895515839,2.74629255037988e-21,1.44416425569174e-20,7.20870894763219e-41,0.0268644661261574,0.277286565027386,1.59193427126378
0.202,0.300092582578186,-0.310302251527856,9.79302479863295e-23,0.0015414541888738,-0.914657062174691,2.96559360590428e-21,1.50403840613118e-20,-5.45639224921525e-42,0.0266618510857267,0.280479349051754,1.60081465985678
0.204,0.300095701573643,-0.312134860783321,1.04572518197107e-22,0.00157763890989492,-0.917932061525509,3.25152341690878e-21,1.564666083869e-20,-1.01131709544205e-40,0.0264562231131796,0.28368970065404,1.60950296162542
0.206,0.300098893364024,-0.313973896797342,1.11617325339748e-22,0.00161425309913637,-0.921084042979267,3.5523910305944e-21,1.62561176979439e-20,-2.04190925908993e-40,0.0262475781697347,0.286917236330748,1.61799812011367
0.208,0.300102158778142,-0.31581911312622,1.19253272098712e-22,0.00165129342114486,-0.924113109109788,3.80708027645465e-21,1.68637382309632e-20,-3.01892158151277e-40,0.0260359128966726,0.290161570797517,1.62629909979578
0.21,0.300105498695037,-0.317670264732286,1.27350636424206e-22,0.00168875557181525,-0.927019401015158,4.08795084841515e-21,1.74754007243281e-20,-4.07594173462095e-40,0.0258212269574391,0.293422312305392,1.63440492420717
0.212,0.300108913955288,-0.31952710623804,1.35958285202136e-22,0.00172663543660531,-0.929803061210865,4.39524251922628e-21,1.8091268299209e-20,-5.20316891867958e-40,0.0256035196995727,0.296699069479978,1.64231462149543
0.214,0.300112405391465,-0.321389392576231,1.45130625015616e-22,0.00176492868349795,-0.93246424651411,4.72878247508413e-21,1.87115908923031e-20,-6.38835286369108e-40,0.0253827913364153,0.299991448991702,1.65002724363819
0.216,0.300115973827769,-0.323256879020069,1.54927885368641e-22,0.0018036307609249,-0.935003127994438,5.08794892834256e-21,1.9336708856683e-20,-7.61664430227074e-40,0.0251590429594674,0.303299055598237,1.65754186660195
0.218,0.300119620079662,-0.325129321213433,1.65416401909754e-22,0.00184273689569028,-0.937419890924358,5.47163473022519e-21,1.99670565626444e-20,-8.87044544252232e-40,0.0249322765507428,0.306621492186938,1.66485759050095
0.22,0.300123344953499,-0.327006475201077,1.76668899655708e-22,0.00188224209089423,-0.939714734729966,5.87821098353749e-21,2.06031659985545e-20,-1.01292604409136e-39,0.0247024949951228,0.309958359817268,1.67197353975596
0.222,0.300127149246162,-0.328888097458835,1.88764776215143e-22,0.00192214112385653,-0.941887872941575,6.30549065537881e-21,2.12456703717003e-20,-1.13695458751521e-39,0.024469702092712,0.313309257763229,1.67888886325317
0.224,0.300131033735862,-0.330773944635876,2.01712606969721e-22,0.00196242872070994,-0.943939528952286,6.75356822405158e-21,2.18934739351406e-20,-1.26047224339134e-39,0.0242339020002456,0.316673784317899,1.68560272752718
0.226,0.300134999153447,-0.332663772661466,2.15201004479565e-22,0.00200310012088001,-0.945869922525259,7.23400635020456e-21,2.2537874919704e-20,-1.40138170605743e-39,0.0239950974124944,0.32005153927984,1.69211429454958
0.228,0.30013904629226,-0.334557340368932,2.29569583233581e-22,0.0020441488701444,-0.947679322061764,7.73390615545313e-21,2.31854549067637e-20,-1.54400954727568e-39,0.0237532967001197,0.323442114484318,1.69842280894628
0.23,0.300143175901673,-0.336454406066584,2.44874881701902e-22,0.00208556894092059,-0.94936799419196,8.25042113481382e-21,2.3836052982687e-20,-1.68733763280341e-39,0.0235085070631455,0.326845103001056,1.70452751435528
0.232,0.300147388719073,-0.338354728622841,2.6117558202865e-22,0.00212735408296766,-0.950936219082918,8.78018454347684e-21,2.44894872907994e-20,-1.83027528291529e-39,0.0232607366349517,0.330260096384721,1.71042767914097
0.234,0.300151685469466,-0.340258067495376,2.78532505571739e-22,0.00216949782196337,-0.952384290373741,9.31928364733587e-21,2.51455518495065e-20,-1.97165917444137e-39,0.0230099944925174,0.33368668472017,1.71612259652709
0.236,0.300156066865072,-0.342164182760254,2.97008608442672e-22,0.00221199345808124,-0.953712515110683,9.86323397351773e-21,2.58040133704152e-20,-2.11025324280505e-39,0.0227562906666635,0.337124456667702,1.72161158472983
0.238,0.300160533604931,-0.344072835141082,3.16668977046348e-22,0.00225483406456762,-0.954921213682266,1.04069535609122e-20,2.6464608076456e-20,-2.24474858406114e-39,0.022499636152296,0.340572999508305,1.72689398709081
0.24,0.300165086374498,-0.345983786038144,3.37580823620863e-22,0.00229801248631878,-0.956010719754397,1.09447372107016e-20,2.71270385200039e-20,-2.37376335693388e-39,0.0222400429186489,0.344031899188905,1.73196917221012
0.242,0.300169725845248,-0.347896797557547,3.59813481777308e-22,0.00234152133845797,-0.956981380205494,1.14702307368906e-20,2.77909704010008e-20,-2.49584268485495e-39,0.0219775239195271,0.347500740367616,1.73683653407937
0.244,0.30017445263981,-0.349811630391425,3.82873077920293e-22,0.00238535425859504,-0.957833533909527,1.20410675548192e-20,2.84577509175884e-20,-2.61330079348186e-39,0.0217120887157148,0.350979110236221,1.74149545074092
0.246,0.300179267416365,-0.351728049134607,4.07093522861474e-22,0.00242950282068198,-0.958567563716411,1.261973941004e-20,2.91261697045231e-20,-2.72276698306049e-39,0.0214437542816108,0.354466589271433,1.74594538646834
0.248,0.300184170800338,-0.353645818079275,4.32522537656446e-22,0.00247395900396811,-0.959183854707025,1.3200987597231e-20,2.97958479266232e-20,-2.82275664545819e-39,0.0211725363692541,0.357962758723171,1.75018581017549
0.25,0.300189163399204,-0.355564702192326,4.59171095874542e-22,0.00251871463839547,-0.959682803461588,1.37832452443474e-20,3.04664754783971e-20,-2.91197579704322e-39,0.0208984514546801,0.361467198993123,1.75421621384961
