"time","V","medium.h","medium.p"
0.2436,0.1,100027.632277208,103198.691102116
0.2438,0.1,100027.65496418,103201.317657309
0.244,0.1,100027.677651152,103203.944213112
0.2442,0.1,100027.700338125,103206.570769526
0.2444,0.1,100027.723025099,103209.19732655
0.2446,0.1,100027.745712073,103211.823884185
0.2448,0.1,100027.768399047,103214.45044243
0.245,0.1,100027.791086023,103217.077001285
0.2452,0.1,100027.813772999,103219.703560751
0.2454,0.1,100027.836459975,103222.330120827
0.2456,0.1,100027.859146953,103224.956681513
0.2458,0.1,100027.88183393,103227.58324281
0.246,0.1,100027.904520909,103230.209804717
0.2462,0.1,100027.927207888,103232.836367234
0.2464,0.1,100027.949894868,103235.462930362
0.2466,0.1,100027.972581848,103238.0894941
0.2468,0.1,100027.995268829,103240.716058449
0.247,0.1,100028.01795581,103243.342623408
0.2472,0.1,100028.040642792,103245.969188977
0.2474,0.1,100028.063329775,103248.595755157
0.2476,0.1,100028.086016758,103251.222321947
0.2478,0.1,100028.108703742,103253.848889347
0.248,0.1,100028.131390727,103256.475457358
0.2482,0.1,100028.154077712,103259.102025979
0.2484,0.1,100028.176764698,103261.72859521
0.2486,0.1,100028.199451684,103264.355165052
0.2488,0.1,100028.222138671,103266.981735504
0.249,0.1,100028.244825659,103269.608306567
0.2492,0.1,100028.267512647,103272.23487824
0.2494,0.1,100028.290199636,103274.861450523
0.2496,0.1,100028.312886625,103277.488023417
0.2498,0.1,100028.335573615,103280.114596921
0.25,0.1,100028.358260606,103282.741171035
0.2502,0.1,100028.380947597,103285.36774576
0.2504,0.1,100028.403634589,103287.994321095
0.2506,0.1,100028.426321581,103290.620897041
0.2508,0.1,100028.449008575,103293.247473596
0.251,0.1,100028.471695568,103295.874050763
0.2512,0.1,100028.494382563,103298.500628539
0.2514,0.1,100028.517069558,103301.127206926
0.2516,0.1,100028.539756553,103303.753785923
0.2518,0.1,100028.562443549,103306.380365531
0.252,0.1,100028.585130546,103309.006945749
0.2522,0.1,100028.607817543,103311.633526578
0.2524,0.1,100028.630504541,103314.260108016
0.2526,0.1,100028.65319154,103316.886690065
0.2528,0.1,100028.675878539,103319.513272725
0.253,0.1,100028.698565539,103322.139855995
0.2532,0.1,100028.72125254,103324.766439875
0.2534,0.1,100028.743939541,103327.393024366
0.2536,0.1,100028.766626542,103330.019609467
0.2538,0.1,100028.789313545,103332.646195178
0.254,0.1,100028.812000548,103335.2727815
0.2542,0.1,100028.834687551,103337.899368432
0.2544,0.1,100028.857374555,103340.525955974
0.2546,0.1,100028.88006156,103343.152544127
0.2548,0.1,100028.902748565,103345.77913289
0.255,0.1,100028.925435571,103348.405722263
0.2552,0.1,100028.948122578,103351.032312247
0.2554,0.1,100028.970809585,103353.658902841
0.2556,0.1,100028.993496593,103356.285494046
0.2558,0.1,100029.016183601,103358.912085861
0.256,0.1,100029.03887061,103361.538678286
0.2562,0.1,100029.06155762,103364.165271322
0.2564,0.1,100029.08424463,103366.791864968
0.2566,0.1,100029.106931641,103369.418459224
0.2568,0.1,100029.129618652,103372.045054091
0.257,0.1,100029.152305665,103374.671649568
0.2572,0.1,100029.174992677,103377.298245656
0.2574,0.1,100029.197679691,103379.924842354
0.2576,0.1,100029.220366704,103382.551439662
0.2578,0.1,100029.243053719,103385.178037581
0.258,0.1,100029.265740734,103387.80463611
0.2582,0.1,100029.28842775,103390.431235249
0.2584,0.1,100029.311114766,103393.057834999
0.2586,0.1,100029.333801783,103395.684435359
0.2588,0.1,100029.356488801,103398.311036329
0.259,0.1,100029.379175819,103400.93763791
0.2592,0.1,100029.401862838,103403.564240101
0.2594,0.1,100029.424549857,103406.190842903
0.2596,0.1,100029.447236877,103408.817446314
0.2598,0.1,100029.469923898,103411.444050337
0.26,0.1,100029.492610919,103414.070654969
0.2602,0.1,100029.515297941,103416.697260212
0.2604,0.1,100029.537984964,103419.323866066
0.2606,0.1,100029.560671987,103421.950472529
0.2608,0.1,100029.58335901,103424.577079603
0.261,0.1,100029.606046035,103427.203687288
0.2612,0.1,100029.62873306,103429.830295583
0.2614,0.1,100029.651420085,103432.456904488
0.2616,0.1,100029.674107111,103435.083514003
0.2618,0.1,100029.696794138,103437.710124129
0.262,0.1,100029.719481165,103440.336734865
0.2622,0.1,100029.742168193,103442.963346212
0.2624,0.1,100029.764855222,103445.589958169
0.2626,0.1,100029.787542251,103448.216570736
0.2628,0.1,100029.810229281,103450.843183914
0.263,0.1,100029.832916312,103453.469797702
0.2632,0.1,100029.855603343,103456.096412101
0.2634,0.1,100029.878290374,103458.723027109
0.2636,0.1,100029.900977407,103461.349642729
0.2638,0.1,100029.923664439,103463.976258958
0.264,0.1,100029.946351473,103466.602875798
0.2642,0.1,100029.969038507,103469.229493248
0.2644,0.1,100029.991725542,103471.856111309
0.2646,0.1,100030.014412577,103474.48272998
0.2648,0.1,100030.037099613,103477.109349261
0.265,0.1,100030.05978665,103479.735969153
0.2652,0.1,100030.082473687,103482.362589655
0.2654,0.1,100030.105160725,103484.989210768
0.2656,0.1,100030.127847763,103487.61583249
0.2658,0.1,100030.150534802,103490.242454824
0.266,0.1,100030.173221842,103492.869077767
0.2662,0.1,100030.195908882,103495.495701321
0.2664,0.1,100030.218595923,103498.122325485
0.2666,0.1,100030.241282964,103500.74895026
0.2668,0.1,100030.263970006,103503.375575645
0.267,0.1,100030.286657049,103506.00220164
0.2672,0.1,100030.309344092,103508.628828246
0.2674,0.1,100030.332031136,103511.255455462
0.2676,0.1,100030.354718181,103513.882083289
0.2678,0.1,100030.377405226,103516.508711726
0.268,0.1,100030.400092271,103519.135340773
0.2682,0.1,100030.422779318,103521.76197043
0.2684,0.1,100030.445466365,103524.388600698
0.2686,0.1,100030.468153412,103527.015231576
0.2688,0.1,100030.49084046,103529.641863065
0.269,0.1,100030.513527509,103532.268495164
0.2692,0.1,100030.536214559,103534.895127874
0.2694,0.1,100030.558901609,103537.521761193
0.2696,0.1,100030.581588659,103540.148395123
0.2698,0.1,100030.604275711,103542.775029664
0.27,0.1,100030.626962762,103545.401664815
0.2702,0.1,100030.649649815,103548.028300576
0.2704,0.1,100030.672336868,103550.654936947
0.2706,0.1,100030.695023922,103553.281573929
0.2708,0.1,100030.717710976,103555.908211522
0.271,0.1,100030.740398031,103558.534849724
0.2712,0.1,100030.763085086,103561.161488537
0.2714,0.1,100030.785772143,103563.788127961
0.2716,0.1,100030.808459199,103566.414767994
0.2718,0.1,100030.831146257,103569.041408639
0.272,0.1,100030.853833315,103571.668049893
0.2722,0.1,100030.876520373,103574.294691758
0.2724,0.1,100030.899207432,103576.921334233
0.2726,0.1,100030.921894492,103579.547977319
0.2728,0.1,100030.944581553,103582.174621015
0.273,0.1,100030.967268614,103584.801265321
0.2732,0.1,100030.989955675,103587.427910238
0.2734,0.1,100031.012642738,103590.054555765
0.2736,0.1,100031.035329801,103592.681201902
0.2738,0.1,100031.058016864,103595.30784865
0.274,0.1,100031.080703928,103597.934496008
0.2742,0.1,100031.103390993,103600.561143976
0.2744,0.1,100031.126078058,103603.187792555
0.2746,0.1,100031.148765124,103605.814441745
0.2748,0.1,100031.171452191,103608.441091544
0.275,0.1,100031.194139258,103611.067741954
0.2752,0.1,100031.216826326,103613.694392974
0.2754,0.1,100031.239513394,103616.321044605
0.2756,0.1,100031.262200463,103618.947696846
0.2758,0.1,100031.284887533,103621.574349698
0.276,0.1,100031.307574603,103624.201003159
0.2762,0.1,100031.330261674,103626.827657231
0.2764,0.1,100031.352948745,103629.454311914
0.2766,0.1,100031.375635817,103632.080967207
0.2768,0.1,100031.39832289,103634.70762311
0.277,0.1,100031.421009963,103637.334279624
0.2772,0.1,100031.443697037,103639.960936748
0.2774,0.1,100031.466384111,103642.587594482
0.2776,0.1,100031.489071187,103645.214252827
0.2778,0.1,100031.511758262,103647.840911782
0.278,0.1,100031.534445339,103650.467571347
0.2782,0.1,100031.557132416,103653.094231523
0.2784,0.1,100031.579819493,103655.720892309
0.2786,0.1,100031.602506571,103658.347553706
0.2788,0.1,100031.62519365,103660.974215712
0.279,0.1,100031.647880729,103663.60087833
0.2792,0.1,100031.67056781,103666.227541557
0.2794,0.1,100031.69325489,103668.854205395
0.2796,0.1,100031.715941971,103671.480869844
0.2798,0.1,100031.738629053,103674.107534902
0.28,0.1,100031.761316136,103676.734200571
0.2802,0.1,100031.784003219,103679.360866851
0.2804,0.1,100031.806690302,103681.98753374
0.2806,0.1,100031.829377387,103684.614201241
0.2808,0.1,100031.852064472,103687.240869351
0.281,0.1,100031.874751557,103689.867538072
0.2812,0.1,100031.897438643,103692.494207403
0.2814,0.1,100031.92012573,103695.120877345
0.2816,0.1,100031.942812817,103697.747547897
0.2818,0.1,100031.965499905,103700.374219059
0.282,0.1,100031.988186994,103703.000890832
0.2822,0.1,100032.010874083,103705.627563215
0.2824,0.1,100032.033561173,103708.254236208
0.2826,0.1,100032.056248263,103710.880909812
0.2828,0.1,100032.078935354,103713.507584026
0.283,0.1,100032.101622446,103716.134258851
0.2832,0.1,100032.124309538,103718.760934286
0.2834,0.1,100032.146996631,103721.387610331
0.2836,0.1,100032.169683725,103724.014286987
0.2838,0.1,100032.192370819,103726.640964253
0.284,0.1,100032.215057913,103729.267642129
0.2842,0.1,100032.237745009,103731.894320616
0.2844,0.1,100032.260432105,103734.520999713
0.2846,0.1,100032.283119201,103737.14767942
0.2848,0.1,100032.305806298,103739.774359738
0.285,0.1,100032.328493396,103742.401040666
0.2852,0.1,100032.351180494,103745.027722205
0.2854,0.1,100032.373867593,103747.654404354
0.2856,0.1,100032.396554693,103750.281087113
0.2858,0.1,100032.419241793,103752.907770483
0.286,0.1,100032.441928894,103755.534454463
0.2862,0.1,100032.464615995,103758.161139053
0.2864,0.1,100032.487303097,103760.787824254
0.2866,0.1,100032.5099902,103763.414510065
0.2868,0.1,100032.532677303,103766.041196486
0.287,0.1,100032.555364407,103768.667883518
0.2872,0.1,100032.578051512,103771.29457116
0.2874,0.1,100032.600738617,103773.921259413
0.2876,0.1,100032.623425723,103776.547948276
0.2878,0.1,100032.646112829,103779.174637749
0.288,0.1,100032.668799936,103781.801327833
0.2882,0.1,100032.691487043,103784.428018527
0.2884,0.1,100032.714174151,103787.054709831
0.2886,0.1,100032.73686126,103789.681401746
0.2888,0.1,100032.75954837,103792.308094271
0.289,0.1,100032.78223548,103794.934787406
0.2892,0.1,100032.80492259,103797.561481152
0.2894,0.1,100032.827609701,103800.188175508
0.2896,0.1,100032.850296813,103802.814870475
0.2898,0.1,100032.872983926,103805.441566052
0.29,0.1,100032.895671039,103808.068262239
0.2902,0.1,100032.918358152,103810.694959037
0.2904,0.1,100032.941045267,103813.321656445
0.2906,0.1,100032.963732382,103815.948354463
0.2908,0.1,100032.986419497,103818.575053092
0.291,0.1,100033.009106613,103821.201752331
0.2912,0.1,100033.03179373,103823.828452181
0.2914,0.1,100033.054480847,103826.45515264
0.2916,0.1,100033.077167965,103829.081853711
0.2918,0.1,100033.099855084,103831.708555391
0.292,0.1,100033.122542203,103834.335257682
0.2922,0.1,100033.145229323,103836.961960583
0.2924,0.1,100033.167916443,103839.588664095
0.2926,0.1,100033.190603564,103842.215368217
0.2928,0.1,100033.213290686,103844.842072949
0.293,0.1,100033.235977808,103847.468778292
0.2932,0.1,100033.258664931,103850.095484245
0.2934,0.1,100033.281352054,103852.722190809
0.2936,0.1,100033.304039178,103855.348897983
0.2938,0.1,100033.326726303,103857.975605767
0.294,0.1,100033.349413428,103860.602314161
0.2942,0.1,100033.372100554,103863.229023166
0.2944,0.1,100033.394787681,103865.855732782
0.2946,0.1,100033.417474808,103868.482443007
0.2948,0.1,100033.440161936,103871.109153843
0.295,0.1,100033.462849064,103873.73586529
0.2952,0.1,100033.485536193,103876.362577347
0.2954,0.1,100033.508223323,103878.989290014
0.2956,0.1,100033.530910453,103881.616003291
0.2958,0.1,100033.553597584,103884.242717179
0.296,0.1,100033.576284715,103886.869431677
0.2962,0.1,100033.598971847,103889.496146786
0.2964,0.1,100033.62165898,103892.122862505
0.2966,0.1,100033.644346113,103894.749578834
0.2968,0.1,100033.667033247,103897.376295774
0.297,0.1,100033.689720381,103900.003013324
0.2972,0.1,100033.712407516,103902.629731484
0.2974,0.1,100033.735094652,103905.256450255
0.2976,0.1,100033.757781788,103907.883169636
0.2978,0.1,100033.780468925,103910.509889628
0.298,0.1,100033.803156063,103913.13661023
0.2982,0.1,100033.825843201,103915.763331442
0.2984,0.1,100033.84853034,103918.390053264
0.2986,0.1,100033.871217479,103921.016775697
0.2988,0.1,100033.893904619,103923.643498741
0.299,0.1,100033.91659176,103926.270222394
0.2992,0.1,100033.939278901,103928.896946658
0.2994,0.1,100033.961966043,103931.523671533
0.2996,0.1,100033.984653185,103934.150397018
0.2998,0.1,100034.007340328,103936.777123113
0.3,0.1,100034.030027472,103939.403849818
0.3002,0.1,100034.052714616,103942.030577134
0.3004,0.1,100034.075401761,103944.65730506
0.3006,0.1,100034.098088906,103947.284033597
0.3008,0.1,100034.120776053,103949.910762744
0.301,0.1,100034.143463199,103952.537492501
0.3012,0.1,100034.166150347,103955.164222869
0.3014,0.1,100034.188837495,103957.790953847
0.3016,0.1,100034.211524643,103960.417685435
0.3018,0.1,100034.234211792,103963.044417634
0.302,0.1,100034.256898942,103965.671150443
0.3022,0.1,100034.279586092,103968.297883863
0.3024,0.1,100034.302273243,103970.924617893
0.3026,0.1,100034.324960395,103973.551352533
0.3028,0.1,100034.347647547,103976.178087784
0.303,0.1,100034.3703347,103978.804823645
0.3032,0.1,100034.393021853,103981.431560116
0.3034,0.1,100034.415709008,103984.058297198
0.3036,0.1,100034.438396162,103986.68503489
0.3038,0.1,100034.461083317,103989.311773192
0.304,0.1,100034.483770473,103991.938512105
0.3042,0.1,100034.50645763,103994.565251628
0.3044,0.1,100034.529144787,103997.191991762
0.3046,0.1,100034.551831945,103999.818732506
0.3048,0.1,100034.574519103,104002.44547386
0.305,0.1,100034.597206262,104005.072215825
0.3052,0.1,100034.619893422,104007.6989584
0.3054,0.1,100034.642580582,104010.325701585
0.3056,0.1,100034.665267743,104012.952445381
0.3058,0.1,100034.687954904,104015.579189787
0.306,0.1,100034.710642066,104018.205934803
0.3062,0.1,100034.733329229,104020.83268043
0.3064,0.1,100034.756016392,104023.459426667
0.3066,0.1,100034.778703556,104026.086173515
0.3068,0.1,100034.80139072,104028.712920973
0.307,0.1,100034.824077885,104031.339669041
0.3072,0.1,100034.846765051,104033.966417719
0.3074,0.1,100034.869452217,104036.593167008
0.3076,0.1,100034.892139384,104039.219916908
0.3078,0.1,100034.914826552,104041.846667418
0.308,0.1,100034.93751372,104044.473418538
0.3082,0.1,100034.960200889,104047.100170268
0.3084,0.1,100034.982888058,104049.726922609
0.3086,0.1,100035.005575228,104052.35367556
0.3088,0.1,100035.028262398,104054.980429122
0.309,0.1,100035.05094957,104057.607183294
0.3092,0.1,100035.073636741,104060.233938076
0.3094,0.1,100035.096323914,104062.860693469
0.3096,0.1,100035.119011087,104065.487449472
0.3098,0.1,100035.141698261,104068.114206085
0.31,0.1,100035.164385435,104070.740963309
0.3102,0.1,100035.18707261,104073.367721143
0.3104,0.1,100035.209759785,104075.994479587
0.3106,0.1,100035.232446961,104078.621238642
0.3108,0.1,100035.255134138,104081.247998307
0.311,0.1,100035.277821315,104083.874758583
0.3112,0.1,100035.300508493,104086.501519469
0.3114,0.1,100035.323195672,104089.128280965
0.3116,0.1,100035.345882851,104091.755043072
0.3118,0.1,100035.368570031,104094.381805789
0.312,0.1,100035.391257211,104097.008569116
0.3122,0.1,100035.413944392,104099.635333054
0.3124,0.1,100035.436631574,104102.262097602
0.3126,0.1,100035.459318756,104104.88886276
0.3128,0.1,100035.482005939,104107.515628529
0.313,0.1,100035.504693122,104110.142394908
0.3132,0.1,100035.527380306,104112.769161898
0.3134,0.1,100035.550067491,104115.395929498
0.3136,0.1,100035.572754676,104118.022697708
0.3138,0.1,100035.595441862,104120.649466529
0.314,0.1,100035.618129048,104123.27623596
0.3142,0.1,100035.640816235,104125.903006001
0.3144,0.1,100035.663503423,104128.529776653
0.3146,0.1,100035.686190611,104131.156547915
0.3148,0.1,100035.7088778,104133.783319788
0.315,0.1,100035.73156499,104136.410092271
0.3152,0.1,100035.75425218,104139.036865364
0.3154,0.1,100035.776939371,104141.663639067
0.3156,0.1,100035.799626562,104144.290413381
0.3158,0.1,100035.822313754,104146.917188306
0.316,0.1,100035.845000947,104149.54396384
0.3162,0.1,100035.86768814,104152.170739985
0.3164,0.1,100035.890375334,104154.797516741
0.3166,0.1,100035.913062528,104157.424294106
0.3168,0.1,100035.935749723,104160.051072083
0.317,0.1,100035.958436919,104162.677850669
0.3172,0.1,100035.981124115,104165.304629866
0.3174,0.1,100036.003811312,104167.931409673
0.3176,0.1,100036.02649851,104170.558190091
0.3178,0.1,100036.049185708,104173.184971119
0.318,0.1,100036.071872907,104175.811752757
0.3182,0.1,100036.094560106,104178.438535006
0.3184,0.1,100036.117247306,104181.065317865
0.3186,0.1,100036.139934507,104183.692101334
0.3188,0.1,100036.162621708,104186.318885414
0.319,0.1,100036.185308909,104188.945670104
0.3192,0.1,100036.207996112,104191.572455405
0.3194,0.1,100036.230683315,104194.199241315
0.3196,0.1,100036.253370519,104196.826027837
0.3198,0.1,100036.276057723,104199.452814968
0.32,0.1,100036.298744928,104202.07960271
0.3202,0.1,100036.321432133,104204.706391063
0.3204,0.1,100036.344119339,104207.333180025
0.3206,0.1,100036.366806546,104209.959969598
0.3208,0.1,100036.389493753,104212.586759782
0.321,0.1,100036.412180961,104215.213550576
0.3212,0.1,100036.43486817,104217.84034198
0.3214,0.1,100036.457555379,104220.467133994
0.3216,0.1,100036.480242588,104223.093926619
0.3218,0.1,100036.502929799,104225.720719854
0.322,0.1,100036.52561701,104228.3475137
0.3222,0.1,100036.548304221,104230.974308156
0.3224,0.1,100036.570991434,104233.601103222
0.3226,0.1,100036.593678646,104236.227898899
0.3228,0.1,100036.61636586,104238.854695186
0.323,0.1,100036.639053074,104241.481492083
0.3232,0.1,100036.661740288,104244.108289591
0.3234,0.1,100036.684427504,104246.735087709
0.3236,0.1,100036.70711472,104249.361886438
0.3238,0.1,100036.729801936,104251.988685777
0.324,0.1,100036.752489153,104254.615485726
0.3242,0.1,100036.775176371,104257.242286286
0.3244,0.1,100036.797863589,104259.869087456
0.3246,0.1,100036.820550808,104262.495889236
0.3248,0.1,100036.843238028,104265.122691627
0.325,0.1,100036.865925248,104267.749494628
0.3252,0.1,100036.888612469,104270.376298239
0.3254,0.1,100036.91129969,104273.003102461
0.3256,0.1,100036.933986912,104275.629907293
0.3258,0.1,100036.956674134,104278.256712736
0.326,0.1,100036.979361358,104280.883518789
0.3262,0.1,100037.002048582,104283.510325452
0.3264,0.1,100037.024735806,104286.137132726
0.3266,0.1,100037.047423031,104288.76394061
0.3268,0.1,100037.070110257,104291.390749104
0.327,0.1,100037.092797483,104294.017558209
0.3272,0.1,100037.11548471,104296.644367924
0.3274,0.1,100037.138171937,104299.271178249
0.3276,0.1,100037.160859165,104301.897989185
0.3278,0.1,100037.183546394,104304.524800731
0.328,0.1,100037.206233623,104307.151612888
0.3282,0.1,100037.228920853,104309.778425655
0.3284,0.1,100037.251608084,104312.405239032
0.3286,0.1,100037.274295315,104315.032053019
0.3288,0.1,100037.296982547,104317.658867618
0.329,0.1,100037.319669779,104320.285682826
0.3292,0.1,100037.342357012,104322.912498645
0.3294,0.1,100037.365044246,104325.539315074
0.3296,0.1,100037.38773148,104328.166132113
0.3298,0.1,100037.410418715,104330.792949763
0.33,0.1,100037.43310595,104333.419768023
0.3302,0.1,100037.455793186,104336.046586894
0.3304,0.1,100037.478480423,104338.673406375
0.3306,0.1,100037.50116766,104341.300226466
0.3308,0.1,100037.523854898,104343.927047168
0.331,0.1,100037.546542137,104346.55386848
0.3312,0.1,100037.569229376,104349.180690402
0.3314,0.1,100037.591916616,104351.807512935
0.3316,0.1,100037.614603856,104354.434336078
0.3318,0.1,100037.637291097,104357.061159831
0.332,0.1,100037.659978339,104359.687984195
0.3322,0.1,100037.682665581,104362.314809169
0.3324,0.1,100037.705352824,104364.941634754
0.3326,0.1,100037.728040067,104367.568460949
0.3328,0.1,100037.750727311,104370.195287754
0.333,0.1,100037.773414556,104372.82211517
0.3332,0.1,100037.796101801,104375.448943196
0.3334,0.1,100037.818789047,104378.075771832
0.3336,0.1,100037.841476293,104380.702601079
0.3338,0.1,100037.86416354,104383.329430936
0.334,0.1,100037.886850788,104385.956261403
0.3342,0.1,100037.909538036,104388.583092481
0.3344,0.1,100037.932225285,104391.20992417
0.3346,0.1,100037.954912535,104393.836756468
0.3348,0.1,100037.977599785,104396.463589377
0.335,0.1,100038.000287036,104399.090422896
0.3352,0.1,100038.022974287,104401.717257026
0.3354,0.1,100038.045661539,104404.344091766
0.3356,0.1,100038.068348791,104406.970927116
0.3358,0.1,100038.091036045,104409.597763077
0.336,0.1,100038.113723298,104412.224599648
0.3362,0.1,100038.136410553,104414.85143683
0.3364,0.1,100038.159097808,104417.478274622
0.3366,0.1,100038.181785063,104420.105113024
0.3368,0.1,100038.20447232,104422.731952036
0.337,0.1,100038.227159577,104425.358791659
0.3372,0.1,100038.249846834,104427.985631893
0.3374,0.1,100038.272534092,104430.612472736
0.3376,0.1,100038.295221351,104433.23931419
0.3378,0.1,100038.31790861,104435.866156255
0.338,0.1,100038.34059587,104438.49299893
0.3382,0.1,100038.363283131,104441.119842215
0.3384,0.1,100038.385970392,104443.74668611
0.3386,0.1,100038.408657654,104446.373530616
0.3388,0.1,100038.431344916,104449.000375732
0.339,0.1,100038.454032179,104451.627221459
0.3392,0.1,100038.476719443,104454.254067796
0.3394,0.1,100038.499406707,104456.880914743
0.3396,0.1,100038.522093972,104459.507762301
0.3398,0.1,100038.544781237,104462.134610469
0.34,0.1,100038.567468503,104464.761459247
0.3402,0.1,100038.59015577,104467.388308636
0.3404,0.1,100038.612843037,104470.015158635
0.3406,0.1,100038.635530305,104472.642009245
0.3408,0.1,100038.658217573,104475.268860465
0.341,0.1,100038.680904842,104477.895712295
0.3412,0.1,100038.703592112,104480.522564735
0.3414,0.1,100038.726279383,104483.149417786
0.3416,0.1,100038.748966653,104485.776271448
0.3418,0.1,100038.771653925,104488.403125719
0.342,0.1,100038.794341197,104491.029980601
0.3422,0.1,100038.81702847,104493.656836094
0.3424,0.1,100038.839715743,104496.283692197
0.3426,0.1,100038.862403017,104498.91054891
0.3428,0.1,100038.885090292,104501.537406233
0.343,0.1,100038.907777567,104504.164264167
0.3432,0.1,100038.930464843,104506.791122711
0.3434,0.1,100038.95315212,104509.417981866
0.3436,0.1,100038.975839397,104512.044841631
0.3438,0.1,100038.998526674,104514.671702006
0.344,0.1,100039.021213953,104517.298562992
0.3442,0.1,100039.043901231,104519.925424588
0.3444,0.1,100039.066588511,104522.552286795
0.3446,0.1,100039.089275791,104525.179149611
0.3448,0.1,100039.111963072,104527.806013039
0.345,0.1,100039.134650353,104530.432877076
0.3452,0.1,100039.157337635,104533.059741724
0.3454,0.1,100039.180024918,104535.686606982
0.3456,0.1,100039.202712201,104538.313472851
0.3458,0.1,100039.225399485,104540.94033933
0.346,0.1,100039.248086769,104543.567206419
0.3462,0.1,100039.270774054,104546.194074119
0.3464,0.1,100039.29346134,104548.820942429
0.3466,0.1,100039.316148626,104551.447811349
0.3468,0.1,100039.338835913,104554.07468088
0.347,0.1,100039.3615232,104556.701551021
0.3472,0.1,100039.384210488,104559.328421773
0.3474,0.1,100039.406897777,104561.955293135
0.3476,0.1,100039.429585066,104564.582165107
0.3478,0.1,100039.452272356,104567.20903769
0.348,0.1,100039.474959647,104569.835910883
0.3482,0.1,100039.497646938,104572.462784686
0.3484,0.1,100039.52033423,104575.0896591
0.3486,0.1,100039.543021522,104577.716534124
0.3488,0.1,100039.565708815,104580.343409758
0.349,0.1,100039.588396109,104582.970286003
0.3492,0.1,100039.611083403,104585.597162858
0.3494,0.1,100039.633770698,104588.224040324
0.3496,0.1,100039.656457993,104590.8509184
0.3498,0.1,100039.679145289,104593.477797086
0.35,0.1,100039.701832586,104596.104676383
0.3502,0.1,100039.724519883,104598.73155629
0.3504,0.1,100039.747207181,104601.358436807
0.3506,0.1,100039.769894479,104603.985317935
0.3508,0.1,100039.792581778,104606.612199673
0.351,0.1,100039.815269078,104609.239082021
0.3512,0.1,100039.837956378,104611.86596498
0.3514,0.1,100039.860643679,104614.492848549
0.3516,0.1,100039.883330981,104617.119732729
0.3518,0.1,100039.906018283,104619.746617519
0.352,0.1,100039.928705586,104622.373502919
0.3522,0.1,100039.951392889,104625.00038893
0.3524,0.1,100039.974080193,104627.627275551
0.3526,0.1,100039.996767498,104630.254162782
0.3528,0.1,100040.019454803,104632.881050624
0.353,0.1,100040.042142109,104635.507939076
0.3532,0.1,100040.064829415,104638.134828138
0.3534,0.1,100040.087516722,104640.761717811
0.3536,0.1,100040.11020403,104643.388608094
0.3538,0.1,100040.132891338,104646.015498988
0.354,0.1,100040.155578647,104648.642390492
0.3542,0.1,100040.178265957,104651.269282606
0.3544,0.1,100040.200953267,104653.896175331
0.3546,0.1,100040.223640577,104656.523068666
0.3548,0.1,100040.246327889,104659.149962611
0.355,0.1,100040.269015201,104661.776857167
0.3552,0.1,100040.291702513,104664.403752333
0.3554,0.1,100040.314389826,104667.03064811
0.3556,0.1,100040.33707714,104669.657544497
0.3558,0.1,100040.359764455,104672.284441494
0.356,0.1,100040.38245177,104674.911339101
0.3562,0.1,100040.405139085,104677.538237319
0.3564,0.1,100040.427826401,104680.165136148
0.3566,0.1,100040.450513718,104682.792035586
0.3568,0.1,100040.473201036,104685.418935635
0.357,0.1,100040.495888354,104688.045836295
0.3572,0.1,100040.518575672,104690.672737564
0.3574,0.1,100040.541262992,104693.299639445
0.3576,0.1,100040.563950312,104695.926541935
0.3578,0.1,100040.586637632,104698.553445036
0.358,0.1,100040.609324953,104701.180348747
0.3582,0.1,100040.632012275,104703.807253069
0.3584,0.1,100040.654699597,104706.434158001
0.3586,0.1,100040.67738692,104709.061063543
0.3588,0.1,100040.700074244,104711.687969696
0.359,0.1,100040.722761568,104714.314876459
0.3592,0.1,100040.745448893,104716.941783832
0.3594,0.1,100040.768136218,104719.568691816
0.3596,0.1,100040.790823544,104722.19560041
0.3598,0.1,100040.813510871,104724.822509614
0.36,0.1,100040.836198198,104727.449419429
0.3602,0.1,100040.858885526,104730.076329855
0.3604,0.1,100040.881572855,104732.70324089
0.3606,0.1,100040.904260184,104735.330152536
0.3608,0.1,100040.926947513,104737.957064792
0.361,0.1,100040.949634844,104740.583977659
0.3612,0.1,100040.972322175,104743.210891136
0.3614,0.1,100040.995009506,104745.837805224
0.3616,0.1,100041.017696838,104748.464719921
0.3618,0.1,100041.040384171,104751.091635229
0.362,0.1,100041.063071504,104753.718551148
0.3622,0.1,100041.085758838,104756.345467677
0.3624,0.1,100041.108446173,104758.972384816
0.3626,0.1,100041.131133508,104761.599302566
0.3628,0.1,100041.153820844,104764.226220926
0.363,0.1,100041.17650818,104766.853139896
0.3632,0.1,100041.199195517,104769.480059477
0.3634,0.1,100041.221882855,104772.106979668
0.3636,0.1,100041.244570193,104774.733900469
0.3638,0.1,100041.267257532,104777.360821881
0.364,0.1,100041.289944872,104779.987743903
0.3642,0.1,100041.312632212,104782.614666536
0.3644,0.1,100041.335319552,104785.241589779
0.3646,0.1,100041.358006894,104787.868513632
0.3648,0.1,100041.380694236,104790.495438095
0.365,0.1,100041.403381578,104793.122363169
0.3652,0.1,100041.426068921,104795.749288854
0.3654,0.1,100041.448756265,104798.376215148
0.3656,0.1,100041.47144361,104801.003142053
0.3658,0.1,100041.494130954,104803.630069569
0.366,0.1,100041.5168183,104806.256997695
