"time","pipe1.mediums[1].T","pipe1.mediums[1].Xi[1]","pipe1.mediums[1].p","pipe1.mediums[2].T","pipe1.mediums[2].Xi[1]","pipe1.mediums[2].p","pipe1.mediums[3].T","pipe1.mediums[3].Xi[1]","pipe1.mediums[3].p","pipe1.mediums[4].T","pipe1.mediums[4].Xi[1]","pipe1.mediums[4].p","pipe1.mediums[5].T","pipe1.mediums[5].Xi[1]","pipe1.mediums[5].p","pipe2.mediums[1].T","pipe2.mediums[1].Xi[1]","pipe2.mediums[1].p","pipe2.mediums[2].T","pipe2.mediums[2].Xi[1]","pipe2.mediums[2].p","pipe2.mediums[3].T","pipe2.mediums[3].Xi[1]","pipe2.mediums[3].p","pipe2.mediums[4].T","pipe2.mediums[4].Xi[1]","pipe2.mediums[4].p","pipe2.mediums[5].T","pipe2.mediums[5].Xi[1]","pipe2.mediums[5].p","pipe3.mediums[1].T","pipe3.mediums[1].Xi[1]","pipe3.mediums[1].p","pipe3.mediums[2].T","pipe3.mediums[2].Xi[1]","pipe3.mediums[2].p","pipe3.mediums[3].T","pipe3.mediums[3].Xi[1]","pipe3.mediums[3].p","pipe3.mediums[4].T","pipe3.mediums[4].Xi[1]","pipe3.mediums[4].p","pipe3.mediums[5].T","pipe3.mediums[5].Xi[1]","pipe3.mediums[5].p","pipe4.mediums[1].T","pipe4.mediums[1].Xi[1]","pipe4.mediums[1].p","pipe4.mediums[2].T","pipe4.mediums[2].Xi[1]","pipe4.mediums[2].p","pipe4.mediums[3].T","pipe4.mediums[3].Xi[1]","pipe4.mediums[3].p","pipe4.mediums[4].T","pipe4.mediums[4].Xi[1]","pipe4.mediums[4].p","pipe4.mediums[5].T","pipe4.mediums[5].Xi[1]","pipe4.mediums[5].p"
2.016,292.985104801884,0.01,148079.013307245,292.689464699017,0.01,144193.894554963,292.380149436422,0.01,140217.312453954,292.163814073944,0.01,136141.721105435,292.079799345064,0.01,131956.921523146,297.014568582136,0.01,129803.802126228,301.705085112157,0.01,128489.659282314,306.163987089015,0.01,127593.109392219,310.404361864566,0.01,126680.916243919,314.450163356914,0.01,125304.329526279,292.031248042058,0.01,129356.379221935,291.983156184435,0.01,128459.357696818,291.935625836939,0.01,127558.113358161,291.889665436144,0.01,126654.062129157,291.848415903288,0.01,125750.927893223,300.896624858741,0.01,123109.405305501,301.539411403922,0.01,119391.016235558,304.504072728281,0.01,118495.036250931,311.389434636595,0.01,121238.656365097,325.38188664371,0.01,146118.424878231
2.018,292.98510480209,0.01,148079.01330795,292.689464702286,0.01,144193.894565968,292.380149482985,0.01,140217.312607296,292.163815305997,0.01,136141.723125914,292.079812925795,0.01,131956.943280565,297.014644044046,0.01,129803.92230111,301.705229902799,0.01,128489.875159737,306.164625135629,0.01,127594.036071829,310.407186348567,0.01,126684.933492764,314.46568950132,0.01,125325.960904799,292.031419906406,0.01,129356.647478587,291.98370414698,0.01,128460.207499676,291.937089423226,0.01,127560.367729191,291.89334169819,0.01,126659.68764477,291.857175200358,0.01,125764.26360115,300.9646146569,0.01,123209.245273695,301.900132295518,0.01,119898.425478448,305.274586346241,0.01,119512.903955152,312.902527710285,0.01,123044.419501881,326.390365418628,0.01,149410.337639933
2.02,292.985104802827,0.01,148079.01331047,292.68946471288,0.01,144193.894601647,292.38014961854,0.01,140217.31305385,292.163818519844,0.01,136141.728398856,292.079844678614,0.01,131956.994178586,297.014803300542,0.01,129804.176022652,301.70551532046,0.01,128490.300672248,306.165759915938,0.01,127595.682885817,310.411770893859,0.01,126691.448457149,314.488589658168,0.01,125357.851240495,292.03176009041,0.01,129357.178892804,291.984717372727,0.01,128461.779819228,291.939628758227,0.01,127564.281427671,291.89932689376,0.01,126668.852210764,291.870591112802,0.01,125784.70258299,301.056942479246,0.01,123345.342938365,302.355509430117,0.01,120540.863962417,305.990396385041,0.01,120445.634052914,314.3949833054,0.01,124844.668240216,327.188196863431,0.01,152408.551494557
2.022,292.985104805109,0.01,148079.013318282,292.689464742911,0.01,144193.894702811,292.38014996669,0.01,140217.314201122,292.163825977933,0.01,136141.740641269,292.07991126614,0.01,131957.100975295,297.015107441703,0.01,129804.660734781,301.706031916428,0.01,128491.070782603,306.167637123662,0.01,127598.405047035,310.418807494943,0.01,126701.440021455,314.521307407696,0.01,125403.39748978,292.032373863957,0.01,129358.138504906,291.986438404614,0.01,128464.452177599,291.943719247364,0.01,127570.589552014,291.908495175914,0.01,126682.899270958,291.890241878068,0.01,125814.658054265,301.180782548124,0.01,123528.548213951,302.880279799332,0.01,121281.639421821,306.666066948773,0.01,121312.816051183,315.850187888057,0.01,126621.168154112,327.80966114497,0.01,155142.817769434
2.024,292.985104811422,0.01,148079.013339901,292.689464819333,0.01,144193.894960334,292.380150773866,0.01,140217.316861944,292.163841696673,0.01,136141.766456797,292.080039018219,0.01,131957.305992974,297.015643979898,0.01,129805.516062225,301.706907106085,0.01,128492.375389227,306.170584457735,0.01,127602.676027749,310.429185465318,0.01,126716.165480367,314.566188760401,0.01,125465.854974619,292.033405267307,0.01,129359.75243607,291.989185899094,0.01,128468.720964881,291.949979825547,0.01,127580.249651367,291.921983850478,0.01,126703.577341422,291.918039480057,0.01,125857.056168436,301.333838227681,0.01,123756.178958127,303.39760641337,0.01,122013.407298453,307.366954022371,0.01,122206.886603749,317.261978141596,0.01,128368.567872406,328.282615091269,0.01,157639.236439782
2.026,292.985104827472,0.01,148079.01339488,292.6894649983,0.01,144193.89556361,292.380152500093,0.01,140217.322554509,292.163872385107,0.01,136141.816885516,292.08026760289,0.01,131957.673055874,297.016535194509,0.01,129806.937133381,301.708316116647,0.01,128494.47563449,306.175018990421,0.01,127609.097844569,310.443866424117,0.01,126736.980851419,314.624615637813,0.01,125547.127041473,292.035049098895,0.01,129362.326839614,291.993373665548,0.01,128475.231289477,291.959171058595,0.01,127594.439581969,291.941023188779,0.01,126732.781808475,291.955534582594,0.01,125914.282163387,301.511914061318,0.01,124022.631304423,303.903741355522,0.01,122729.927804868,308.088394037296,0.01,123122.131619672,318.626970278765,0.01,130084.343422067,328.63000172218,0.01,159921.114928964
2.028,292.985104864147,0.01,148079.013520559,292.689465379214,0.01,144193.896848047,292.380155892573,0.01,140217.333745946,292.163928048331,0.01,136141.90840347,292.080651799224,0.01,131958.290374383,297.017940348065,0.01,129809.178136493,301.710481990983,0.01,128497.703903188,306.181425443524,0.01,127618.369296458,310.463817313833,0.01,126765.245785253,314.697600853487,0.01,125648.599019267,292.037549873653,0.01,129366.246445882,291.999490318709,0.01,128484.745682737,291.972117312222,0.01,127614.438080371,291.966781484384,0.01,126772.317857,292.003951410684,0.01,125988.229400722,301.711914192028,0.01,124323.768684871,304.395749360822,0.01,123425.944293589,308.825536792135,0.01,124052.579275739,319.942125117813,0.01,131765.634984767,328.871251991608,0.01,162009.564828922
2.03,292.985104941523,0.01,148079.013785801,292.689466132977,0.01,144193.899390573,292.380162137262,0.01,140217.354354023,292.164023354343,0.01,136142.065183863,292.081266204203,0.01,131959.278177431,297.020062677515,0.01,129812.563515376,301.71368290512,0.01,128502.474726823,306.190355441956,0.01,127631.284574554,310.490027217198,0.01,126802.347569646,314.786110774575,0.01,125771.588853091,292.041204969743,0.01,129371.979861776,292.008086265269,0.01,128498.124371037,291.989671621834,0.01,127641.57112024,292.00035799827,0.01,126823.889353653,292.064368244151,0.01,126080.571487226,301.932033594075,0.01,124657.248862181,304.870496006581,0.01,124095.765632585,309.573460006929,0.01,124992.105733767,321.204983937712,0.01,133409.601689917,329.022606682825,0.01,163923.512282472
2.032,292.985105093981,0.01,148079.014308608,292.689467535138,0.01,144193.904121781,292.3801730166,0.01,140217.390269845,292.164178839044,0.01,136142.321095865,292.082208223963,0.01,131960.79359916,297.023150468586,0.01,129817.489715724,301.718254564777,0.01,128509.288367517,306.202432298622,0.01,127648.740211732,310.523577496538,0.01,126849.801553383,314.891496727849,0.01,125917.949516501,292.046360947486,0.01,129380.074096079,292.019760457887,0.01,128516.304885644,292.012715527437,0.01,127677.211514597,292.042871104726,0.01,126889.232739312,292.138003967429,0.01,126193.196523031,302.172428312937,0.01,125023.569655368,305.322778023406,0.01,124730.539601513,310.327414940605,0.01,125934.754917292,322.413720710265,0.01,135013.620470919,329.097695727499,0.01,165679.927970651
2.034,292.985105376428,0.01,148079.015277508,292.689470003558,0.01,144193.912453461,292.380191072482,0.01,140217.449898467,292.164421975378,0.01,136142.721483305,292.083599901189,0.01,131963.033701696,297.027496442074,0.01,129824.424220444,301.724593608598,0.01,128518.73591851,306.21837569408,0.01,127671.771122572,310.565804802586,0.01,126909.484067533,315.016540745309,0.01,126091.533378361,292.05341201548,0.01,129391.152308631,292.035166247857,0.01,128540.31106758,292.04221270338,0.01,127722.861143404,292.09565566423,0.01,126970.41822557,292.226758665526,0.01,126329.028851242,302.440574920056,0.01,125433.930125458,305.738789373819,0.01,125308.584987345,311.082286920166,0.01,126873.946951519,323.567093200928,0.01,136575.356270419,329.108072986086,0.01,167294.080474963
2.036,292.985105878912,0.01,148079.017001846,292.689474186682,0.01,144193.926577523,292.380219993683,0.01,140217.545443995,292.164789893876,0.01,136143.327685264,292.08559473773,0.01,131966.246627011,297.033449808731,0.01,129833.924788184,301.733186044285,0.01,128531.541753885,306.239130145646,0.01,127701.737497787,310.618978258792,0.01,126984.598799853,315.167671604614,0.01,126301.325989319,292.062822350729,0.01,129405.949044054,292.055088385471,0.01,128571.37257791,292.079471211339,0.01,127780.554774099,292.161089956015,0.01,127071.115012781,292.335302687358,0.01,126495.209586493,302.730873681345,0.01,125879.327810403,306.112819799653,0.01,125821.328042518,311.831396614969,0.01,127800.668326621,324.664356666734,0.01,138092.67755498,329.063313650664,0.01,168779.480013614
2.038,292.985106736868,0.01,148079.019947137,292.689481012389,0.01,144193.949631983,292.380264748008,0.01,140217.693351199,292.165329599546,0.01,136144.21742121,292.088377545679,0.01,131970.731407887,297.041431019114,0.01,129846.662895915,301.744644949308,0.01,128548.619838535,306.265984120699,0.01,127740.497710068,310.685415850232,0.01,127078.40396939,315.335688550074,0.01,126536.928232813,292.075175046897,0.01,129425.386261157,292.080611524966,0.01,128611.185833777,292.126396452812,0.01,127853.251060516,292.241771600733,0.01,127195.340522976,292.463415006781,0.01,126691.464168626,302.993370258036,0.01,126283.233694076,306.492740474178,0.01,126339.226762167,312.575120406946,0.01,128715.938970539,325.705245539508,0.01,139563.837496061,328.971681223587,0.01,170148.349246058
2.04,292.985108149876,0.01,148079.024799764,292.689491785745,0.01,144193.98603272,292.380331942233,0.01,140217.915502527,292.16610050059,0.01,136145.488997741,292.092176538606,0.01,131976.857510867,297.051972253509,0.01,129863.488461867,301.759741068309,0.01,128571.119421301,306.300322656738,0.01,127790.04522098,310.766142299699,0.01,127192.293382603,315.508778555145,0.01,126789.242277988,292.091202863578,0.01,129450.622139525,292.11294771602,0.01,128661.649096027,292.184305876622,0.01,127943.012954366,292.337280879197,0.01,127342.506108227,292.606056109958,0.01,126910.161431748,303.237293455383,0.01,126650.935615246,306.873843642132,0.01,126855.499973013,313.314679304108,0.01,129622.142818941,326.690274024614,0.01,140987.986940605,328.840206089979,0.01,171411.642337848
2.04132278354222,292.985109522334,0.01,148079.029514641,292.689501918152,0.01,144194.020277613,292.380392779681,0.01,140218.116698834,292.166772763708,0.01,136146.598366153,292.095381622486,0.01,131982.028298989,297.060655128898,0.01,129877.348801335,301.772160225433,0.01,128589.629923496,306.32783437297,0.01,127829.731072807,310.827912704918,0.01,127279.371242341,315.624457465292,0.01,126963.397569748,292.104200636206,0.01,129471.09741592,292.13854647463,0.01,128701.614545398,292.228848568607,0.01,128012.09396939,292.407945961028,0.01,127451.468592526,292.7069102799,0.01,127064.901055872,303.388158018413,0.01,126872.966356476,307.125760676062,0.01,127194.876511185,313.801493205236,0.01,130216.807134297,327.311556373121,0.01,141903.938694976,328.734340161105,0.01,172194.023822187
2.04132278354222,292.985109522334,0.01,148079.029514641,292.689501918152,0.01,144194.020277613,292.380392779681,0.01,140218.116698834,292.166772763708,0.01,136146.598366153,292.095381622486,0.01,131982.028298989,297.060655128898,0.01,129877.348801335,301.772160225433,0.01,128589.629923496,306.32783437297,0.01,127829.731072807,310.827912704918,0.01,127279.371242341,315.624457465292,0.01,126963.397569748,292.104200636206,0.01,129471.09741592,292.13854647463,0.01,128701.614545398,292.228848568607,0.01,128012.09396939,292.407945961028,0.01,127451.468592526,292.7069102799,0.01,127064.901055872,303.388158018413,0.01,126872.966356476,307.125760676062,0.01,127194.876511185,313.801493205236,0.01,130216.807134297,327.311556373121,0.01,141903.938694976,328.734340161105,0.01,172194.023822187
2.042,292.985110398237,0.01,148079.032524249,292.689508268048,0.01,144194.041742249,292.380430093032,0.01,140218.240120526,292.16717647897,0.01,136147.26475072,292.097271328759,0.01,131985.077798539,297.065703969347,0.01,129885.408523012,301.779380716451,0.01,128600.392239132,306.343571552014,0.01,127852.428177487,310.862297442358,0.01,127327.819718832,315.6840197027,0.01,127054.777932829,292.111679255314,0.01,129482.882083408,292.153031383627,0.01,128724.235073136,292.253579278281,0.01,128050.462843685,292.446286602681,0.01,127510.614771093,292.760296292549,0.01,127146.844275118,303.461760503889,0.01,126979.427514985,307.254450698575,0.01,127367.622820457,314.049937501635,0.01,130519.788395255,327.620464164376,0.01,142364.873324495,328.674938400233,0.01,172579.247447166
2.044,292.9851138761,0.01,148079.044477658,292.689532847363,0.01,144194.124848887,292.380570288674,0.01,140218.703967566,292.168650648675,0.01,136149.698957442,292.104001883643,0.01,131995.94329053,297.083323697182,0.01,129913.53701761,301.804649018316,0.01,128638.05728749,306.397542530808,0.01,127930.253573254,310.976342590235,0.01,127488.421290176,315.858441236808,0.01,127326.070368279,292.137343102407,0.01,129523.341693914,292.201489306729,0.01,128799.941944223,292.334230292705,0.01,128175.65563544,292.567799974313,0.01,127698.177133653,292.923733693857,0.01,127397.83805089,303.665227086152,0.01,127268.550801766,307.632290729155,0.01,127872.143211346,314.780012723093,0.01,131408.331401165,328.497216322787,0.01,143694.686984451,328.481102353224,0.01,173660.130986474
2.046,292.985119112398,0.01,148079.062482199,292.68956862477,0.01,144194.245861171,292.380766399328,0.01,140219.353051819,292.17063509173,0.01,136152.977460979,292.112752417676,0.01,132010.077507827,297.105538919268,0.01,129949.002020432,301.836823977789,0.01,128686.021740532,306.4641723927,0.01,128026.304780884,311.108772967233,0.01,127674.793801279,316.016601485526,0.01,127572.609133873,292.168832300696,0.01,129573.021427186,292.258479988663,0.01,128889.04097403,292.424627482674,0.01,128316.105685992,292.694911697078,0.01,127894.614329992,293.079173620409,0.01,127636.87766286,303.868426309262,0.01,127555.398928459,308.009299923947,0.01,128371.736177862,315.503829179746,0.01,132286.91033457,329.322135256712,0.01,144977.917956154,328.263065494259,0.01,174662.158231764
2.048,292.985126792846,0.01,148079.088901541,292.689619511425,0.01,144194.418038824,292.38103532448,0.01,140220.243456819,292.173260416355,0.01,136157.317012651,292.123936505848,0.01,132028.152764436,297.132994004284,0.01,129992.826017585,301.877518063036,0.01,128746.69218822,306.546571234837,0.01,128145.072268547,311.258403075428,0.01,127884.580775938,316.161341768605,0.01,127801.249076858,292.206400828493,0.01,129632.344668204,292.322654421088,0.01,128989.46268692,292.519949271596,0.01,128464.392358337,292.819313668949,0.01,128087.154587445,293.22327781494,0.01,127858.806002391,304.067490839634,0.01,127834.382648659,308.387486012923,0.01,128869.272890849,316.220568292885,0.01,133155.005534047,330.096953839226,0.01,146215.269119257,328.024580452183,0.01,175592.382345254
2.05,292.985137845295,0.01,148079.126935837,292.689690655942,0.01,144194.658845384,292.381398454533,0.01,140221.446210138,292.176682097446,0.01,136162.975952488,292.137982930365,0.01,132050.868370318,297.166114315488,0.01,130045.67001166,301.928186974996,0.01,128822.237736455,306.642093877249,0.01,128282.606429268,311.403234970278,0.01,128085.649680073,316.304593036235,0.01,128028.642068613,292.249749058004,0.01,129700.870939456,292.391916871119,0.01,129097.96554051,292.617404324521,0.01,128616.193809864,292.942398859573,0.01,128277.885599245,293.365707231561,0.01,128078.337816046,304.267349345788,0.01,128112.743909326,308.767659622315,0.01,129365.932562051,316.929454981976,0.01,134012.156189732,330.823592493981,0.01,147407.680779602,327.769006250897,0.01,176457.395206895
2.052,292.985153447125,0.01,148079.180648339,292.689788403965,0.01,144194.989816164,292.381880918255,0.01,140223.04481257,292.181067163043,0.01,136170.232350597,292.15525685293,0.01,132078.823856655,297.205001437484,0.01,130107.671142189,301.988720920245,0.01,128912.484754299,306.744834615547,0.01,128430.229315576,311.540544590837,0.01,128274.331252877,316.448062655207,0.01,128255.824576902,292.298553455085,0.01,129778.115657707,292.465509858298,0.01,129213.368524099,292.717512075902,0.01,128772.288316036,293.06689654979,0.01,128470.967309127,293.508467634713,0.01,128298.510284028,304.470470774269,0.01,128394.147262528,309.15060938384,0.01,129862.910820702,317.62979389463,0.01,134857.970893995,331.504018975709,0.01,148556.24717269,327.499183450882,0.01,177263.019483335
2.05305098101317,292.985163957183,0.01,148079.216842814,292.689852991573,0.01,144195.208565915,292.382191915478,0.01,140224.075571348,292.183815559969,0.01,136174.782505779,292.165725111898,0.01,132095.775861881,297.227726428652,0.01,130143.881518551,302.024092809291,0.01,128965.21230955,306.800656873124,0.01,128510.303096153,311.611841283342,0.01,128371.638100815,316.522507455067,0.01,128373.675855911,292.326349936586,0.01,129822.149355164,292.505939312408,0.01,129276.807588413,292.771323223266,0.01,128856.249350764,293.132759746448,0.01,128573.173023176,293.582930365893,0.01,128413.40174173,304.578300386149,0.01,128542.926420019,309.353099977546,0.01,130124.428665226,317.994174193456,0.01,135297.779989443,331.84373118472,0.01,149142.642398043,327.352525300277,0.01,177664.355988153
2.05305098101317,292.985163957183,0.01,148079.216842814,292.689852991573,0.01,144195.208565915,292.382191915478,0.01,140224.075571348,292.183815559969,0.01,136174.782505779,292.165725111898,0.01,132095.775861881,297.227726428652,0.01,130143.881518551,302.024092809291,0.01,128965.21230955,306.800656873124,0.01,128510.303096153,311.611841283342,0.01,128371.638100815,316.522507455067,0.01,128373.675855911,292.326349936586,0.01,129822.149355164,292.505939312408,0.01,129276.807588413,292.771323223266,0.01,128856.249350764,293.132759746448,0.01,128573.173023176,293.582930365893,0.01,128413.40174173,304.578300386149,0.01,128542.926420019,309.353099977546,0.01,130124.428665226,317.994174193456,0.01,135297.779989443,331.84373118472,0.01,149142.642398043,327.352525300277,0.01,177664.355988153
2.054,292.98517508956,0.01,148079.255188665,292.689920540398,0.01,144195.437386902,292.382511790642,0.01,140225.135966895,292.18658776732,0.01,136179.373608199,292.176037624082,0.01,132112.48324114,297.249583219138,0.01,130178.694592518,302.057929881702,0.01,129015.646853246,306.852031663464,0.01,128583.926488129,311.675955692716,0.01,128458.775405678,316.588898272979,0.01,128478.690337211,292.35271379791,0.01,129863.937165188,292.543495944792,0.01,129335.760645395,292.820627209886,0.01,128933.207814378,293.192609664588,0.01,128666.07781177,293.650438336147,0.01,128517.58360873,304.676035637961,0.01,128677.392411629,309.536684268614,0.01,130360.798064614,318.320950459892,0.01,135692.110587476,332.140249546192,0.01,149662.195176207,327.21757625596,0.01,178014.523717818
2.056,292.985204748299,0.01,148079.357384788,292.690096968817,0.01,144196.035214821,292.383325322234,0.01,140227.833739703,292.19341949836,0.01,136190.694061572,292.200525866675,0.01,132152.186591488,297.299715990032,0.01,130258.502962576,302.134481934728,0.01,129129.73095568,306.962266766615,0.01,128741.691100498,311.810387764207,0.01,128640.497433555,316.727843870008,0.01,128698.118295418,292.412149937608,0.01,129958.222645853,292.625911629568,0.01,129465.19308405,292.92683728078,0.01,129099.075187524,293.319752804259,0.01,128863.52850617,293.791689897095,0.01,128735.643303589,304.883121779429,0.01,128961.089406515,309.92570000337,0.01,130859.429546173,319.002299557432,0.01,136514.230291979,332.734415232633,0.01,150726.920628702,326.926396415822,0.01,178716.85193396
2.058,292.985244614388,0.01,148079.494815587,292.690328197447,0.01,144196.819045714,292.384355000441,0.01,140231.249833283,292.201711235136,0.01,136204.444512364,292.228837961245,0.01,132198.137818368,297.355218884347,0.01,130346.811347972,302.217160918475,0.01,129252.921678536,307.074658252699,0.01,128902.311753309,311.944186538026,0.01,128820.171678016,316.865846544106,0.01,128916.105293184,292.476727134446,0.01,130060.770700739,292.712651928854,0.01,129601.499847154,293.035870041264,0.01,129269.46000562,293.447560242682,0.01,129062.125172575,293.931731815998,0.01,128950.944452834,305.091909479566,0.01,129245.473904689,310.31735199564,0.01,131358.465446926,319.673298713799,0.01,137324.006808472,333.288433195755,0.01,151751.749774034,326.627372866054,0.01,179374.040184322
2.06,292.985297235613,0.01,148079.67630164,292.690625963573,0.01,144197.828844291,292.385635632985,0.01,140235.500540517,292.2116001865,0.01,136220.85727112,292.261044253735,0.01,132250.467124431,297.415904162714,0.01,130443.328597405,302.305612241081,0.01,129384.697640691,307.192031710556,0.01,129070.034368455,312.074477841545,0.01,128993.460015679,317.001101921371,0.01,129131.394959798,292.546247529747,0.01,130171.279289193,292.803483053595,0.01,129744.315613435,293.147481808599,0.01,129443.976618726,293.576141970482,0.01,129262.024126798,294.073335323823,0.01,129164.825952597,305.302348451052,0.01,129530.440426171,310.711310154043,0.01,131857.536774811,320.333436731616,0.01,138121.12108075,333.804186419622,0.01,152738.037137883,326.322027312149,0.01,179989.778070988
2.062,292.985365587782,0.01,148079.912155489,292.691003430437,0.01,144199.109478654,292.387203551824,0.01,140240.707468962,292.223213338806,0.01,136240.148625183,292.297180472845,0.01,132309.24937778,297.48158324885,0.01,130547.763835085,302.399212574242,0.01,129524.134327056,307.310494494547,0.01,129239.198114938,312.205165710351,0.01,129166.156737539,317.134790690664,0.01,129345.785370072,292.620490786103,0.01,130289.409222481,292.898114279437,0.01,129893.186718077,293.261185457464,0.01,129621.862673869,293.704275558829,0.01,129461.326638301,294.215466453782,0.01,129376.002751357,305.514364703268,0.01,129815.846204272,311.107198326766,0.01,132356.216003852,320.982232262481,0.01,138905.262995823,334.283550452817,0.01,153687.180388096,326.011720805044,0.01,180567.498818315
2.064,292.985453289017,0.01,148080.214930203,292.691475933337,0.01,144200.713286993,292.389098019314,0.01,140247.002321387,292.236671096156,0.01,136262.52522108,292.337241762921,0.01,132374.495240706,297.55195360692,0.01,130659.651226003,302.496780697602,0.01,129669.47268946,307.429344767235,0.01,129408.844320762,312.337324977395,0.01,129339.881396924,317.267343516612,0.01,129559.801845639,292.699104440437,0.01,130414.61288908,292.996010896152,0.01,130047.279545583,293.376499801137,0.01,129802.3649601,293.832868651533,0.01,129661.429562547,294.357157266342,0.01,129583.102251198,305.728201452908,0.01,130102.024427392,311.504623219679,0.01,132854.066116082,321.619226408896,0.01,139676.135728072,334.728479450935,0.01,154600.682166831,325.697719734094,0.01,181110.531978515
2.066,292.985564257972,0.01,148080.598241355,292.692059323915,0.01,144202.694455902,292.391356371836,0.01,140254.510691459,292.252070380287,0.01,136288.155328623,292.381169080393,0.01,132446.127068674,297.626665283585,0.01,130778.456109406,302.597431022627,0.01,129819.400264993,307.549074284896,0.01,129579.477374978,312.47021511681,0.01,129514.0564812,317.397494029247,0.01,129771.231542267,292.781851673025,0.01,130546.519981508,293.097444605425,0.01,130207.015951744,293.494701595487,0.01,129987.458289958,293.963099680827,0.01,129864.13342183,294.500205067609,0.01,129788.259512579,305.943604589802,0.01,130388.569581647,311.903210147318,0.01,133350.677694902,322.244044594931,0.01,140433.50076111,335.140778554774,0.01,155479.974471342,325.381056685323,0.01,181621.729355349
2.068,292.985702775749,0.01,148081.07698794,292.692770177526,0.01,144205.109745407,292.394014648621,0.01,140263.354192859,292.269488837322,0.01,136317.175878037,292.428873009968,0.01,132524.017330557,297.705484727008,0.01,130903.834753076,302.700840172097,0.01,129973.450964015,307.669919932722,0.01,129751.353271945,312.603409023737,0.01,129688.29074934,317.526770887099,0.01,129982.361239675,292.868605243929,0.01,130684.928510149,293.202235485853,0.01,130372.115528959,293.614581550123,0.01,130175.260753912,294.092708992104,0.01,130065.905140368,294.645027120049,0.01,129992.529387385,306.160427640184,0.01,130675.236412114,312.302561683896,0.01,133845.609915487,322.856374555147,0.01,141177.164231698,335.522167124135,0.01,156326.457182218,325.062611806602,0.01,182103.641495705
2.07,292.985873444519,0.01,148081.667214009,292.693625620124,0.01,144208.017910385,292.397107422418,0.01,140273.64989114,292.288988453896,0.01,136349.698303197,292.480255051699,0.01,132608.022746554,297.788147327934,0.01,131035.395226852,302.80652485588,0.01,130130.919131368,307.791613079358,0.01,129924.023530493,312.737460797749,0.01,129863.475090064,317.655420705178,0.01,130193.477434579,292.958974483824,0.01,130829.222823029,293.309658198757,0.01,130541.447163122,293.735598908452,0.01,130364.928429818,294.222046009759,0.01,130267.156332482,294.791562884614,0.01,130196.052272293,306.37881895548,0.01,130962.226423579,312.70230227741,0.01,134338.456684835,323.455957221206,0.01,141906.972019664,335.874294809189,0.01,157141.502372883,324.743150811351,0.01,182558.589766523
2.072,292.986081381811,0.01,148082.386797132,292.694643931528,0.01,144211.481804955,292.400668780705,0.01,140285.51370145,292.310617343714,0.01,136385.811818122,292.535183055809,0.01,132697.945455429,297.874282056727,0.01,131172.575107915,302.914218023844,0.01,130291.424988564,307.914140178128,0.01,130097.455684614,312.872565396223,0.01,130039.961270145,317.783789062324,0.01,130405.04416803,293.052500393071,0.01,130978.677708016,293.419103468136,0.01,130714.057966308,293.856871783232,0.01,130555.086322682,294.350884110273,0.01,130467.522022909,294.940468447938,0.01,130400.028287427,306.598851994077,0.01,131249.63635745,313.102073907358,0.01,134828.847081575,324.042582568299,0.01,142622.811843831,336.198805152114,0.01,157926.505843985,324.423359111762,0.01,182988.762513792
2.074,292.986331609541,0.01,148083.253322088,292.695842351044,0.01,144215.560857434,292.404728339492,0.01,140299.046850139,292.334403604749,0.01,136425.572131462,292.593492100323,0.01,132793.532794323,297.963469852997,0.01,131314.728677519,303.023571405661,0.01,130454.464246769,308.037167037441,0.01,130271.253298823,313.009264337356,0.01,130218.58226569,317.912729246366,0.01,130618.343078126,293.148638606593,0.01,131132.432714128,293.52982135861,0.01,130888.775005257,293.977873835112,0.01,130744.912315804,294.477678351046,0.01,130664.620597666,295.092553545162,0.01,130606.067469433,306.820685592756,0.01,131537.700964472,313.501571320107,0.01,135316.480127653,324.616109735192,0.01,143324.625924266,336.497161620216,0.01,158682.733891935,324.103784588675,0.01,183396.007692473
2.076,292.98662916865,0.01,148084.284481523,292.697237603839,0.01,144220.312872359,292.409312681651,0.01,140314.340704197,292.360358776964,0.01,136469.007437208,292.654992596003,0.01,132894.490796615,298.055378307945,0.01,131461.346991324,303.134303581947,0.01,130619.631054704,308.160703233043,0.01,130445.49222267,313.147707602014,0.01,130399.598903486,318.041695335593,0.01,130832.440134338,293.247244711262,0.01,131290.252444252,293.642428834575,0.01,131066.560421862,294.100385254957,0.01,130937.179691316,294.60282525366,0.01,130859.001015256,295.245936634305,0.01,130811.150124375,307.044390371013,0.01,131826.530040177,313.900521034917,0.01,135801.099844917,325.176445559153,0.01,144012.395618106,336.770725554086,0.01,159411.384550893,323.784892361178,0.01,183781.975946402
