"time","converter_m.Phi.re","inductor_e.i"
0,0,0
0.005,-0.141362281007819,0.706811405039094
0.01,-0.282514931088495,1.41257465544247
0.015,-0.423318161297127,2.11659080648563
0.02,-0.563633104114989,2.81816552057495
0.025,-0.703321231396802,3.51660615698401
0.03,-0.842244797376278,4.21122398688139
0.035,-0.980266713747347,4.90133356873673
0.04,-1.11725080532121,5.58625402660603
0.045,-1.25306192322428,6.2653096161214
0.05,-1.38756605083888,6.93783025419442
0.055,-1.52063032741708,7.60315163708541
0.06,-1.65212351447306,8.26061757236529
0.065,-1.78191595205528,8.90957976027642
0.07,-1.90987957893154,9.54939789465768
0.075,-2.03588828969687,10.1794414484844
0.08,-2.15981768101207,10.7990884050603
0.085,-2.28154558683219,11.407727934161
0.09,-2.40095169508441,12.0047584754221
0.095,-2.51791839450113,12.5895919725057
0.1,-2.63233006674412,13.1616503337206
0.105,-2.74407401054707,13.7203700527353
0.11,-2.8530398411167,14.2651992055835
0.115,-2.95912016256845,14.7956008128423
0.12,-3.06221027526013,15.3110513763006
0.125,-3.16220847929093,15.8110423964546
0.13,-3.25901608270021,16.295080413501
0.135,-3.35253757343185,16.7626878671593
0.14,-3.4426806894945,17.2134034474725
0.145,-3.5293565413686,17.646782706843
0.15,-3.61247962460656,18.0623981230328
0.155,-3.69196800795735,18.4598400397868
0.16,-3.76774325920244,18.8387162960122
0.165,-3.83973064973971,19.1986532486985
0.17,-3.90785915598818,19.5392957799409
0.175,-3.97206156093759,19.860307804688
0.18,-4.03227452527606,20.1613726263803
0.185,-4.08843865920733,20.4421932960367
0.19,-4.14049860051388,20.7024930025694
0.195,-4.18840292690868,20.9420146345434
0.2,-4.23210436305281,21.160521815264
0.205,-4.27155988344617,21.3577994172308
0.21,-4.30673067632234,21.5336533816117
0.215,-4.33758180297741,21.6879090148871
0.22,-4.36408301841945,21.8204150920972
0.225,-4.38620833170355,21.9310416585178
0.23,-4.4039360278937,22.0196801394685
0.235,-4.41724819627007,22.0862409813503
0.24,-4.42613206371127,22.1306603185564
0.245,-4.43057905430141,22.1528952715071
0.25,-4.43058471145019,22.152923557251
0.255,-4.4261487267514,22.130743633757
0.26,-4.41727582904777,22.0863791452389
0.265,-4.40397497442828,22.0198748721414
0.27,-4.38625897583987,21.9312948791993
0.275,-4.36414529638615,21.8207264819308
0.28,-4.33765603112376,21.6882801556188
0.285,-4.30681754736525,21.5340877368262
0.29,-4.27165967370039,21.3582983685019
0.295,-4.23221747681659,21.1610873840829
0.3,-4.18853006644868,20.9426503322434
0.305,-4.14064067337162,20.7032033668581
0.31,-4.08859601899777,20.4429800949888
0.315,-4.03244789384757,20.1622394692378
0.32,-3.97225191194502,19.8612595597251
0.325,-3.90806739798701,19.540336989935
0.33,-3.83995737339283,19.1997868669641
0.335,-3.76798943141715,18.8399471570857
0.34,-3.69223480711298,18.4611740355649
0.345,-3.61276794332536,18.0638397166268
0.35,-3.52966725643709,17.6483362821854
0.355,-3.4430150275426,17.215075137713
0.36,-3.35289698801762,16.7644849400881
0.365,-3.25940151243717,16.2970075621858
0.37,-3.16262121786348,15.8131060893174
0.375,-3.0626517697993,15.3132588489965
0.38,-2.9595919218831,14.7979596094155
0.385,-2.85354295071381,14.267714753569
0.39,-2.7446098613529,13.7230493067645
0.395,-2.63290031867667,13.1645015933833
0.4,-2.51852450758765,12.5926225379382
0.405,-2.40159507276185,12.0079753638092
0.41,-2.28222770074995,11.4111385037497
0.415,-2.16054035862525,10.8027017931262
0.42,-2.03665291065514,10.1832645532757
0.425,-1.91068762909937,9.55343814549683
0.43,-1.78276902904146,8.91384514520725
0.435,-1.65302351029406,8.26511755147026
0.44,-1.5215787659622,7.60789382981095
0.445,-1.38856476924671,6.94282384623352
0.45,-1.25411290627247,6.2705645313623
0.455,-1.11835580290052,5.59177901450257
0.46,-0.981427373876355,4.90713686938174
0.465,-0.843462895422526,4.21731447711259
0.47,-0.704598575889167,3.5229928794458
0.475,-0.564971354242003,2.82485677120998
0.48,-0.424719144683507,2.1235957234175
0.485,-0.283980431931792,1.41990215965892
0.49,-0.142894057105273,0.714470285526328
0.495,-0.00159931814968635,0.00799659074839447
0.5,0.139764268424484,-0.698821342122457
0.505,0.281057167725935,-1.40528583862971
0.51,0.422139951007576,-2.11069975503792
0.515,0.562873309772171,-2.81436654886089
0.52,0.703118309762065,-3.51559154881036
0.525,0.842736548365419,-4.21368274182713
0.53,0.981590189813876,-4.90795094906942
0.535,1.11954217446107,-5.59771087230539
0.54,1.2564563166044,-6.28228158302202
0.545,1.39219746826803,-6.96098734134021
0.55,1.52663165492012,-7.63315827460064
0.555,1.6596261735337,-8.29813086766852
0.56,1.79104969929921,-8.9552484964961
0.565,1.92077253910827,-9.6038626955414
0.57,2.0486666710833,-10.2433333554165
0.575,2.17460574737682,-10.8730287368842
0.58,2.29846550542316,-11.4923275271158
0.585,2.42012371167377,-12.1006185583689
0.59,2.53946022534966,-12.6973011267483
0.595,2.65635720617045,-13.2817860308523
0.6,2.77069932937885,-13.8534966468943
0.605,2.88237374351665,-14.4118687175833
0.61,2.99127006288843,-14.9563503144422
0.615,3.09728089352995,-15.4864044676498
0.62,3.2003016534288,-16.001508267144
0.625,3.30023047256643,-16.5011523628322
0.63,3.39696875967042,-16.9848437983521
0.635,3.49042109861953,-17.4521054930977
0.64,3.5804951902578,-17.902475951289
0.645,3.66710198769632,-18.3355099384816
0.65,3.75015612356487,-18.7507806178244
0.655,3.82957567035583,-19.1478783517792
0.66,3.90528195696332,-19.5264097848166
0.665,3.97720040366509,-19.8860020183255
0.67,4.04526009586009,-20.2263004793005
0.675,4.10939366373802,-20.5469683186901
0.68,4.16953777791805,-20.8476888895903
0.685,4.22563318816294,-21.1281659408147
0.69,4.27762450040955,-21.3881225020478
0.695,4.32546015112147,-21.6273007556074
0.7,4.36909308910236,-21.8454654455118
0.705,4.40848034571163,-22.0424017285582
0.71,4.44358265323141,-22.2179132661571
0.715,4.47436554804557,-22.3718277402279
0.72,4.5007987233276,-22.503993616638
0.725,4.52285592871773,-22.6142796435887
0.73,4.54051526599912,-22.7025763299957
0.735,4.55375945761807,-22.7687972880904
0.74,4.5625754502536,-22.8128772512681
0.745,4.56695419901654,-22.8347709950827
0.75,4.56689157368526,-22.8344578684263
0.755,4.56238773567236,-22.8119386783618
0.76,4.55344678068041,-22.7672339034021
0.765,4.54007761587589,-22.7003880793795
0.77,4.52229354421747,-22.6114677210874
0.775,4.50011201441302,-22.5005600720651
0.78,4.47355469544404,-22.3677734772202
0.785,4.44264797402624,-22.2132398701312
0.79,4.40742241705045,-22.0371120852523
0.795,4.36791238536244,-21.8395619268122
0.8,4.32415707247729,-21.6207853623864
0.805,4.27619974995192,-21.3809987497596
