"time","revolute.phi","revolute.w"
0,0,0
0.0006,-3.51942751490174e-06,-0.0117298911929739
0.0012,-1.40703477375338e-05,-0.02344444962085
0.0018,-3.16384669238183e-05,-0.0351436893029355
0.0024,-5.62225381202443e-05,-0.0468276113711278
0.003,-8.77864207899612e-05,-0.0584962487815874
0.0036,-0.000126342374694106,-0.0701495903547721
0.0042,-0.00017189039983268,-0.081787636090682
0.0048,-0.000224425308408535,-0.0934103902252257
0.0054,-0.000283893930457415,-0.105017896172421
0.006,-0.000350329973854658,-0.116610126409318
0.0066,-0.000423733438600265,-0.128187080935916
0.0072,-0.000504093327649604,-0.139748767878875
0.0078,-0.000591341165904746,-0.151295237840315
0.0084,-0.000685522024418296,-0.162826457513371
0.009,-0.000786635903190256,-0.174342426898043
0.0096,-0.000894667474555816,-0.185843155682126
0.0102,-0.00100955215064509,-0.197328684688143
0.0108,-0.00113133433160724,-0.208798985853144
0.0114,-0.00126001401744226,-0.220254059177129
0.012,-0.00139557884761653,-0.231693910308057
0.0126,-0.00153798257716993,-0.243118560376859
0.0132,-0.00168724046021474,-0.254528002413399
0.0138,-0.00184334417227301,-0.265922240221422
0.0144,-0.00200628538886677,-0.277301277604672
0.015,-0.00217605578551805,-0.288665118366891
0.0156,-0.00235264703774887,-0.300013766311824
0.0162,-0.00253605082108129,-0.311347225243213
0.0168,-0.00272625267628733,-0.32266549522564
0.0174,-0.00292323476824023,-0.333968574266055
0.018,-0.00312699643881295,-0.345256470840885
0.0186,-0.00333752835906247,-0.356529188141646
0.0192,-0.00355482120004581,-0.367786729359855
0.0198,-0.00377886563281995,-0.379029097687028
0.0204,-0.0040096523284419,-0.390256296314683
0.021,-0.00424717195796865,-0.401468328434336
0.0216,-0.004491415019949,-0.412665177286194
0.0222,-0.00474237205918591,-0.423846831459953
0.0228,-0.00500003389296941,-0.435013311059606
0.0234,-0.00526439117606661,-0.446164617392674
0.024,-0.00553543456324462,-0.457300751766679
0.0246,-0.00581315470927057,-0.468421715489142
0.0252,-0.00609754226891155,-0.479527509867586
0.0258,-0.00638858789693468,-0.490618136209531
0.0264,-0.00668628403670286,-0.501693564993138
0.027,-0.00699062181516289,-0.512753789387141
0.0276,-0.00730159091035717,-0.523798827534505
0.0282,-0.00761918211268363,-0.534828678404932
0.0288,-0.00794338621254021,-0.545843340968127
0.0294,-0.00827419400032484,-0.556842814193791
0.03,-0.00861159626643544,-0.56782709705163
0.0306,-0.00895558380126996,-0.578796188511347
0.0312,-0.00930614870656049,-0.589750051613087
0.0318,-0.00966328169345203,-0.600688687498025
0.0324,-0.0100269731108252,-0.6116121072331
0.033,-0.0103972138316774,-0.622520307524859
0.0336,-0.0107739947290057,-0.633413285079844
0.0342,-0.0111573066758075,-0.644291036604602
0.0348,-0.0115471405450801,-0.655153558805675
0.0354,-0.0119434872098206,-0.666000848389609
0.036,-0.0123463371073617,-0.676832872736114
0.0366,-0.0127556811927711,-0.687649634076335
0.0372,-0.013171510387666,-0.698451132389661
0.0378,-0.0135938155111279,-0.709237360753292
0.0384,-0.0140225873784207,-0.720008311987445
0.039,-0.0144578168009907,-0.730763978655353
0.0396,-0.0148994945864667,-0.741504353063272
0.0402,-0.0153476115386598,-0.752229427260472
0.0408,-0.0158021584575635,-0.762939193039243
0.0414,-0.0162631261393539,-0.773633641934894
0.042,-0.0167305053763893,-0.784312765225752
0.0426,-0.0172042869572104,-0.794976553933162
0.0432,-0.0176844616665405,-0.805624998821488
0.0438,-0.0181710202852852,-0.81625809039811
0.0444,-0.0186639535905325,-0.82687581891343
0.045,-0.0191632523555527,-0.837478174360866
0.0456,-0.0196689090104291,-0.848065135989778
0.0462,-0.0201809131392806,-0.858636700741037
0.0468,-0.0206992555415122,-0.869192857599747
0.0474,-0.0212239270358105,-0.879733595148157
0.048,-0.0217549184400412,-0.890258901692611
0.0486,-0.0222922205712484,-0.90076876526355
0.0492,-0.0228358242456554,-0.911263173615509
0.0498,-0.0233857202786644,-0.921742114227119
0.0504,-0.0239418994848562,-0.932205574301105
0.051,-0.0245043526779906,-0.942653540764289
0.0516,-0.0250730706710065,-0.953086000267588
0.0522,-0.0256480442760212,-0.963502939186013
0.0528,-0.0262292643043314,-0.973904343618672
0.0534,-0.0268167215664121,-0.984290199388769
0.054,-0.0274104068719177,-0.9946604920436
0.0546,-0.0280103099014026,-1.00501521031258
0.0552,-0.0286164170447434,-1.0153543527322
0.0558,-0.029228723103092,-1.02567789178108
0.0564,-0.0298472187207017,-1.03598581239976
0.057,-0.0304718945340793,-1.04627809927411
0.0576,-0.0311027411719848,-1.05655473683533
0.0582,-0.0317397492554315,-1.0668157092599
0.0588,-0.0323829093976862,-1.07706100046968
0.0594,-0.0330322122042688,-1.08729059413179
0.06,-0.0336876482729527,-1.09750447365873
0.0606,-0.0343492081937646,-1.10770262220827
0.0612,-0.0350168825489846,-1.11788502268354
0.0618,-0.0356906619131459,-1.12805165773296
0.0624,-0.0363705368530353,-1.1382025097503
0.063,-0.0370564979276929,-1.14833756087463
0.0636,-0.0377485356884118,-1.15845679299035
0.0642,-0.0384466399565179,-1.16856019170375
0.0648,-0.0391508006169462,-1.17864774197353
0.0654,-0.0398610091124097,-1.18871941988394
0.066,-0.0405772559185903,-1.19877520654635
0.0666,-0.0412995315016788,-1.20881508282708
0.0672,-0.0420278263183759,-1.21883902934736
0.0678,-0.0427621308158918,-1.22884702648337
0.0684,-0.0435024354319459,-1.23883905436617
0.069,-0.0442487305947673,-1.24881509288176
0.0696,-0.0450010067230946,-1.25877512167109
0.0702,-0.0457592542261759,-1.26871912012999
0.0708,-0.0465234635037687,-1.27864706740924
0.0714,-0.04729362494614,-1.28855894241454
0.072,-0.0480697289340665,-1.2984547238065
0.0726,-0.0488517658388342,-1.30833439000067
0.0732,-0.0496397260222385,-1.3181979191675
0.0738,-0.0504335987451868,-1.32804529804994
0.0744,-0.0512333744054803,-1.33787650388407
0.075,-0.0520390439179406,-1.34769150940709
0.0756,-0.05285059756263,-1.35749029216282
0.0762,-0.0536680256084233,-1.36727282946366
0.0768,-0.0544913183130082,-1.37703909839067
0.0774,-0.0553204659228851,-1.38678907579354
0.078,-0.0561554586733672,-1.39652273829057
0.0786,-0.0569962867885805,-1.40624006226871
0.0792,-0.057842940481464,-1.41594102388354
0.0798,-0.058695409953769,-1.42562559905927
0.0804,-0.0595536853960601,-1.43529376348872
0.081,-0.0604177569877143,-1.44494549263337
0.0816,-0.0612876148969217,-1.45458076172331
0.0822,-0.0621632492806849,-1.46419954575728
0.0828,-0.0630446502848194,-1.47380181950263
0.0834,-0.0639318064799426,-1.48338757245271
0.084,-0.0648247088008194,-1.49295677115308
0.0846,-0.0657233476280508,-1.50250938711067
0.0852,-0.0666277130166317,-1.51204539460796
0.0858,-0.0675377950085983,-1.52156476771301
0.0864,-0.0684535836330281,-1.53106748027946
0.087,-0.0693750689060395,-1.54055350594651
0.0876,-0.0703022408307923,-1.55002281813895
0.0882,-0.0712350893974874,-1.55947539006713
0.0888,-0.0721736045833669,-1.56891119472698
0.0894,-0.0731177763527139,-1.5783302049
0.09,-0.0740675946568529,-1.58773239315326
0.0906,-0.0750230494341493,-1.59711773183942
0.0912,-0.0759841306100101,-1.6064861930967
0.0918,-0.0769508280968831,-1.61583774884889
0.0924,-0.0779231317597613,-1.62517237117605
0.093,-0.0789010299504372,-1.63449004806563
0.0936,-0.0798845136895587,-1.6437907384715
0.0942,-0.080873572783022,-1.65307441404775
0.0948,-0.0818681970199797,-1.6623410462747
0.0954,-0.0828683761727279,-1.67159060646013
0.096,-0.0838740999965941,-1.68082306574049
0.0966,-0.0848853582298244,-1.69003839508209
0.0972,-0.0859021405934708,-1.69923656528236
0.0978,-0.0869244367912783,-1.70841754697099
0.0984,-0.0879522365095731,-1.71758131061119
0.099,-0.0889855294171491,-1.72672782650089
0.0996,-0.090024305165156,-1.73585706477394
0.1002,-0.0910685533869862,-1.74496899540133
0.1008,-0.0921182636981624,-1.7540635881924
0.1014,-0.093173425696225,-1.76314081279604
