"time","VariableResistor.i","R2.i"
0.0136,-0.0211570066697191,-0.0284491216352157
0.0138,-0.0214647042023278,-0.0288664497014305
0.014,-0.0217722915863056,-0.0292837321835811
0.0142,-0.022079768372733,-0.0297009684227214
0.0144,-0.0223871341129672,-0.0301181577599785
0.0146,-0.0226943883586425,-0.0305352995365535
0.0148,-0.0230015306616715,-0.0309523930937226
0.015,-0.023308560574245,-0.0313694377728381
0.0152,-0.0236154776488332,-0.0317864329153295
0.0154,-0.023922281438186,-0.0322033778627047
0.0156,-0.0242289714953334,-0.0326202719565505
0.0158,-0.0245355473735866,-0.0330371145385344
0.016,-0.0248420086265383,-0.033453904950405
0.0162,-0.0251483548080633,-0.0338706425339933
0.0164,-0.0254545854723191,-0.0342873266312138
0.0166,-0.0257607001737465,-0.0347039565840655
0.0168,-0.0260666984670704,-0.0351205317346328
0.017,-0.0263725799072999,-0.0355370514250866
0.0172,-0.0266783440497296,-0.0359535149976856
0.0174,-0.0269839904499396,-0.0363699217947769
0.0176,-0.0272895186637962,-0.0367862711587973
0.0178,-0.0275949282474528,-0.0372025624322743
0.018,-0.0279002187573502,-0.0376187949578272
0.0182,-0.0282053897502173,-0.0380349680781681
0.0184,-0.0285104407830717,-0.0384510811361027
0.0186,-0.0288153714132202,-0.0388671334745318
0.0188,-0.0291201811982594,-0.039283124436452
0.019,-0.0294248696960765,-0.0396990533649566
0.0192,-0.0297294364648497,-0.0401149196032372
0.0194,-0.0300338810630486,-0.0405307224945842
0.0196,-0.0303382030494354,-0.040946461382388
0.0198,-0.0306424019830648,-0.0413621356101403
0.02,-0.030946477423285,-0.0417777445214348
0.0202,-0.0312504289297381,-0.042193287459968
0.0204,-0.0315542560623608,-0.0426087637695412
0.0206,-0.031857958381385,-0.0430241727940604
0.0208,-0.0321615354473382,-0.0434395138775382
0.021,-0.0324649868210444,-0.0438547863640942
0.0212,-0.0327683120636243,-0.0442699895979565
0.0214,-0.0330715107364963,-0.0446851229234625
0.0216,-0.0333745824013765,-0.0451001856850601
0.0218,-0.03367752662028,-0.0455151772273085
0.022,-0.0339803429555211,-0.0459300968948794
0.0222,-0.0342830309697137,-0.0463449440325579
0.0224,-0.0345855902257722,-0.046759717985244
0.0226,-0.034888020286912,-0.0471744180979528
0.0228,-0.03519032071665,-0.0475890437158163
0.023,-0.0354924910788052,-0.0480035941840841
0.0232,-0.0357945309374995,-0.0484180688481243
0.0234,-0.0360964398571577,-0.0488324670534249
0.0236,-0.0363982174025089,-0.0492467881455945
0.0238,-0.0366998631385863,-0.0496610314703637
0.024,-0.0370013766307283,-0.0500751963735857
0.0242,-0.0373027574445789,-0.0504892822012375
0.0244,-0.037604005146088,-0.0509032882994211
0.0246,-0.0379051193015125,-0.0513172140143643
0.0248,-0.0382060994774166,-0.051731058692422
0.025,-0.0385069452406722,-0.052144821680077
0.0252,-0.0388076561584599,-0.0525585023239409
0.0254,-0.0391082317982692,-0.0529720999707556
0.0256,-0.0394086717278991,-0.0533856139673939
0.0258,-0.0397089755154589,-0.0537990436608609
0.026,-0.0400091427293687,-0.0542123883982945
0.0262,-0.0403091729383597,-0.0546256475269671
0.0264,-0.0406090657114752,-0.055038820394286
0.0266,-0.0409088206180708,-0.0554519063477949
0.0268,-0.0412084372278152,-0.0558649047351747
0.027,-0.0415079151106906,-0.0562778149042446
0.0272,-0.0418072538369934,-0.0566906362029631
0.0274,-0.0421064529773348,-0.0571033679794288
0.0276,-0.0424055121026411,-0.0575160095818822
0.0278,-0.0427044307841546,-0.0579285603587057
0.028,-0.0430032085934339,-0.0583410196584253
0.0282,-0.0433018451023547,-0.0587533868297116
0.0284,-0.0436003398831102,-0.0591656612213805
0.0286,-0.0438986925082115,-0.0595778421823943
0.0288,-0.0441969025504887,-0.0599899290618633
0.029,-0.0444949695830908,-0.0604019212090458
0.0292,-0.0447928931794869,-0.0608138179733501
0.0294,-0.0450906729134662,-0.0612256187043349
0.0296,-0.045388308359139,-0.0616373227517108
0.0298,-0.0456857990909368,-0.0620489294653407
0.03,-0.0459831446836134,-0.0624604381952415
0.0302,-0.046280344712245,-0.0628718482915849
0.0304,-0.0465773987522311,-0.063283159104698
0.0306,-0.0468743063792947,-0.0636943699850649
0.0308,-0.0471710671694832,-0.0641054802833276
0.031,-0.0474676806991687,-0.0645164893502867
0.0312,-0.0477641465450488,-0.064927396536903
0.0314,-0.0480604642841469,-0.0653382011942977
0.0316,-0.0483566334938129,-0.0657489026737543
0.0318,-0.0486526537517238,-0.0661595003267191
0.032,-0.0489485246358841,-0.0665699935048023
0.0322,-0.0492442457246264,-0.0669803815597793
0.0324,-0.049539816596612,-0.0673906638435912
0.0326,-0.0498352368308315,-0.0678008397083463
0.0328,-0.0501305060066053,-0.0682109085063209
0.033,-0.0504256237035839,-0.0686208695899604
0.0332,-0.050720589501749,-0.0690307223118804
0.0334,-0.0510154029814135,-0.0694404660248674
0.0336,-0.0513100637232225,-0.0698501000818802
0.0338,-0.0516045713081532,-0.0702596238360507
0.034,-0.0518989253175164,-0.0706690366406849
0.0342,-0.0521931253329562,-0.0710783378492642
0.0344,-0.0524871709364509,-0.0714875268154461
0.0346,-0.0527810617103135,-0.0718966028930654
0.0348,-0.0530747972371924,-0.0723055654361351
0.035,-0.0533683771000716,-0.0727144137988475
0.0352,-0.0536618008822715,-0.0731231473355753
0.0354,-0.0539550681674495,-0.0735317654008724
0.0356,-0.0542481785396002,-0.0739402673494751
0.0358,-0.0545411315830564,-0.0743486525363031
0.036,-0.0548339268824893,-0.0747569203164604
0.0362,-0.055126564022909,-0.0751650700452365
0.0364,-0.0554190425896655,-0.0755731010781072
0.0366,-0.0557113621684486,-0.0759810127707359
0.0368,-0.056003522345289,-0.0763888044789742
0.037,-0.0562955227065585,-0.0767964755588635
0.0372,-0.0565873628389706,-0.0772040253666355
0.0374,-0.056879042329581,-0.0776114532587133
0.0376,-0.0571705607657886,-0.0780187585917128
0.0378,-0.0574619177353351,-0.0784259407224431
0.038,-0.0577531128263064,-0.0788329990079082
0.0382,-0.0580441456271328,-0.0792399328053075
0.0384,-0.0583350157265895,-0.0796467414720369
0.0386,-0.0586257227137971,-0.08005342436569
0.0388,-0.0589162661782224,-0.080459980844059
0.039,-0.0592066457096784,-0.0808664102651358
0.0392,-0.0594968608983256,-0.0812727119871128
0.0394,-0.0597869113346718,-0.0816788853683842
0.0396,-0.0600767966095731,-0.0820849297675467
0.0398,-0.060366516314234,-0.0824908445434007
0.04,-0.0606560700402085,-0.0828966290549516
0.0402,-0.0609454573794001,-0.0833022826614101
0.0404,-0.0612346779240628,-0.0837078047221938
0.0406,-0.061523731266801,-0.084113194596928
0.0408,-0.0618126170005706,-0.0845184516454469
0.041,-0.0621013347186794,-0.084923575227794
0.0412,-0.0623898840147874,-0.0853285647042242
0.0414,-0.0626782644829075,-0.0857334194352037
0.0416,-0.0629664757174061,-0.0861381387814116
0.0418,-0.0632545173130034,-0.0865427221037408
0.042,-0.0635423888647739,-0.086947168763299
0.0422,-0.0638300899681474,-0.0873514781214098
0.0424,-0.064117620218909,-0.0877556495396134
0.0426,-0.0644049792131997,-0.0881596823796681
0.0428,-0.0646921665475171,-0.0885635760035509
0.043,-0.0649791818187159,-0.0889673297734585
0.0432,-0.0652660246240083,-0.0893709430518087
0.0434,-0.0655526945609646,-0.0897744152012411
0.0436,-0.0658391912275137,-0.0901777455846179
0.0438,-0.0661255142219434,-0.0905809335650255
0.044,-0.0664116631429015,-0.0909839785057751
0.0442,-0.0666976375893956,-0.0913868797704036
0.0444,-0.0669834371607942,-0.091789636722675
0.0446,-0.0672690614568267,-0.092192248726581
0.0448,-0.0675545100775845,-0.0925947151463424
0.045,-0.0678397826235208,-0.0929970353464098
0.0452,-0.0681248786954519,-0.0933992086914645
0.0454,-0.068409797894557,-0.0938012345464201
0.0456,-0.0686945398223793,-0.0942031122764228
0.0458,-0.068979104080826,-0.0946048412468529
0.046,-0.0692634902721692,-0.0950064208233254
0.0462,-0.0695476979990461,-0.0954078503716914
0.0464,-0.0698317268644598,-0.0958091292580388
0.0466,-0.0701155764717796,-0.0962102568486935
0.0468,-0.0703992464247416,-0.0966112325102203
0.047,-0.0706827363274491,-0.0970120556094239
0.0472,-0.0709660457843734,-0.09741272551335
0.0474,-0.0712491744003539,-0.0978132415892859
0.0476,-0.0715321217805988,-0.0982136032047622
0.0478,-0.0718148875306857,-0.0986138097275532
0.048,-0.0720974712565619,-0.0990138605256783
0.0482,-0.072379872564545,-0.0994137549674026
0.0484,-0.0726620910613235,-0.0998134924212381
0.0486,-0.0729441263539573,-0.100213072255945
0.0488,-0.0732259780498777,-0.100612493840532
0.049,-0.0735076457568888,-0.101011756544258
0.0492,-0.0737891290831671,-0.101410859736633
0.0494,-0.0740704276372627,-0.101809802787418
0.0496,-0.0743515410280994,-0.102208585066627
0.0498,-0.0746324688649752,-0.10260720594453
0.05,-0.074913210757563,-0.103005664791649
0.0502,-0.075193766315911,-0.103403960978764
0.0504,-0.0754741351504431,-0.103802093876909
0.0506,-0.0757543168719596,-0.10420006285738
0.0508,-0.0760343110916374,-0.104597867291729
0.051,-0.0763141174210308,-0.104995506551768
0.0512,-0.076593735472072,-0.105392980009571
0.0514,-0.076873164857071,-0.105790287037473
0.0516,-0.0771524051887171,-0.106187427008071
0.0518,-0.0774314560800783,-0.106584399294228
0.052,-0.0777103171446028,-0.10698120326907
0.0522,-0.0779889879961186,-0.107377838305989
0.0524,-0.0782674682488348,-0.107774303778645
0.0526,-0.0785457575173413,-0.108170599060965
0.0528,-0.0788238554166099,-0.108566723527144
0.053,-0.0791017615619946,-0.108962676551647
0.0532,-0.0793794755692318,-0.109358457509212
0.0534,-0.0796569970544413,-0.109754065774844
0.0536,-0.0799343256341264,-0.110149500723826
0.0538,-0.0802114609251746,-0.110544761731711
0.054,-0.0804884025448577,-0.110939848174329
0.0542,-0.0807651501108329,-0.111334759427783
0.0544,-0.0810417032411428,-0.111729494868456
0.0546,-0.081318061554216,-0.112124053873005
0.0548,-0.0815942246688677,-0.112518435818369
0.055,-0.0818701922043,-0.112912640081764
0.0552,-0.0821459637801026,-0.113306666040688
0.0554,-0.0824215390162529,-0.113700513072921
0.0556,-0.082696917533117,-0.114094180556524
0.0558,-0.0829720989514498,-0.114487667869842
0.056,-0.0832470828923954,-0.114880974391506
0.0562,-0.0835218689774882,-0.11527409950043
0.0564,-0.0837964568286524,-0.115667042575817
0.0566,-0.0840708460682034,-0.116059802997155
0.0568,-0.0843450363188477,-0.116452380144222
0.057,-0.0846190272036835,-0.116844773397086
0.0572,-0.0848928183462015,-0.117236982136104
0.0574,-0.0851664093702848,-0.117629005741925
0.0576,-0.0854397999002097,-0.11802084359549
0.0578,-0.0857129895606463,-0.118412495078033
0.058,-0.0859859779766588,-0.118803959571084
0.0582,-0.0862587647737058,-0.119195236456466
0.0584,-0.086531349577641,-0.1195863251163
0.0586,-0.0868037320147137,-0.119977224933003
0.0588,-0.0870759117115692,-0.120367935289293
0.059,-0.0873478882952491,-0.120758455568182
0.0592,-0.0876196613931921,-0.121148785152987
0.0594,-0.087891230633234,-0.121538923427324
0.0596,-0.0881625956436087,-0.121928869775111
0.0598,-0.0884337560529484,-0.12231862358057
0.06,-0.0887047114902838,-0.122708184228226
0.0602,-0.0889754615850452,-0.12309755110291
0.0604,-0.0892460059670624,-0.123486723589759
0.0606,-0.0895163442665652,-0.123875701074215
0.0608,-0.0897864761141843,-0.124264482942031
0.061,-0.0900564011409513,-0.124653068579267
0.0612,-0.0903261189782995,-0.125041457372293
0.0614,-0.0905956292580638,-0.125429648707789
0.0616,-0.0908649316124821,-0.12581764197275
0.0618,-0.0911340256741948,-0.126205436554481
0.062,-0.0914029110762457,-0.1265930318406
0.0622,-0.0916715874520827,-0.126980427219043
0.0624,-0.0919400544355576,-0.127367622078059
0.0626,-0.0922083116609271,-0.127754615806215
0.0628,-0.0924763587628532,-0.128141407792394
0.063,-0.0927441953764032,-0.128527997425799
0.0632,-0.0930118211370509,-0.128914384095953
0.0634,-0.0932792356806763,-0.129300567192697
0.0636,-0.0935464386435666,-0.129686546106198
0.0638,-0.0938134296624162,-0.13007232022694
0.064,-0.0940802083743275,-0.130457888945734
0.0642,-0.0943467744168114,-0.130843251653715
0.0644,-0.0946131274277874,-0.131228407742341
0.0646,-0.0948792670455843,-0.1316133566034
0.0648,-0.0951451929089404,-0.131998097629003
0.065,-0.0954109046570044,-0.132382630211594
0.0652,-0.0956764019293353,-0.132766953743941
0.0654,-0.0959416843659033,-0.133151067619146
0.0656,-0.09620675160709,-0.133534971230641
0.0658,-0.0964716032936889,-0.133918663972189
0.066,-0.0967362390669058,-0.134302145237888
0.0662,-0.0970006585683593,-0.134685414422167
0.0664,-0.0972648614400811,-0.135068470919793
0.0666,-0.0975288473245169,-0.135451314125867
0.0668,-0.0977926158645262,-0.135833943435827
0.067,-0.0980561667033831,-0.13621635824545
0.0672,-0.0983194994847767,-0.13659855795085
0.0674,-0.0985826138528115,-0.136980541948482
0.0676,-0.0988455094520079,-0.13736230963514
0.0678,-0.0991081859273026,-0.137743860407963
0.068,-0.099370642924049,-0.138125193664428
0.0682,-0.0996328800880174,-0.138506308802359
0.0684,-0.0998948970653963,-0.138887205219923
0.0686,-0.100156693502792,-0.139267882315632
0.0688,-0.100418269047228,-0.139648339488345
0.069,-0.100679623346149,-0.140028576137269
0.0692,-0.100940756047417,-0.140408591661957
0.0694,-0.101201666799316,-0.140788385462315
0.0696,-0.101462355250547,-0.141167956938594
0.0698,-0.101722821050234,-0.1415473054914
0.07,-0.101983063847922,-0.141926430521691
0.0702,-0.102243083293576,-0.142305331430775
0.0704,-0.102502879037584,-0.142684007620317
0.0706,-0.102762450730756,-0.143062458492335
0.0708,-0.103021798024326,-0.143440683449203
0.071,-0.103280920569948,-0.143818681893653
0.0712,-0.103539818019703,-0.144196453228774
0.0714,-0.103798490026095,-0.144573996858012
0.0716,-0.10405693624205,-0.144951312185176
0.0718,-0.104315156320923,-0.145328398614433
0.072,-0.104573149916491,-0.145705255550311
0.0722,-0.104830916682958,-0.146081882397703
0.0724,-0.105088456274955,-0.146458278561862
0.0726,-0.105345768347537,-0.146834443448409
0.0728,-0.105602852556189,-0.147210376463327
0.073,-0.10585970855682,-0.147586077012967
0.0732,-0.106116336005771,-0.147961544504047
0.0734,-0.106372734559807,-0.148336778343651
0.0736,-0.106628903876125,-0.148711777939235
0.0738,-0.106884843612348,-0.149086542698623
0.074,-0.107140553426531,-0.149461072030011
0.0742,-0.107396032977158,-0.149835365341965
0.0744,-0.107651281923142,-0.150209422043424
0.0746,-0.107906299923829,-0.150583241543704
0.0748,-0.108161086638995,-0.150956823252491
0.075,-0.108415641728847,-0.151330166579849
0.0752,-0.108669964854024,-0.151703270936218
0.0754,-0.108924055675599,-0.152076135732415
0.0756,-0.109177913855075,-0.152448760379636
0.0758,-0.10943153905439,-0.152821144289456
0.076,-0.109684930935916,-0.153193286873829
0.0762,-0.109938089162457,-0.153565187545092
0.0764,-0.110191013397254,-0.153936845715963
0.0766,-0.110443703303979,-0.154308260799543
0.0768,-0.110696158546743,-0.154679432209316
0.077,-0.110948378790091,-0.155050359359153
0.0772,-0.111200363699004,-0.155421041663308
0.0774,-0.111452112938899,-0.155791478536424
0.0776,-0.11170362617563,-0.156161669393531
0.0778,-0.111954903075489,-0.156531613650046
0.078,-0.112205943305204,-0.156901310721778
0.0782,-0.112456746531943,-0.157270760024923
0.0784,-0.112707312423311,-0.157639960976071
0.0786,-0.112957640647351,-0.158008912992203
0.0788,-0.113207730872548,-0.158377615490695
0.079,-0.113457582767823,-0.158746067889313
0.0792,-0.113707196002541,-0.159114269606222
0.0794,-0.113956570246503,-0.159482220059981
0.0796,-0.114205705169954,-0.159849918669545
0.0798,-0.114454600443578,-0.160217364854269
0.08,-0.114703255738504,-0.160584558033905
0.0802,-0.114951670726298,-0.160951497628605
0.0804,-0.115199845078972,-0.16131818305892
0.0806,-0.115447778468979,-0.161684613745805
0.0808,-0.115695470569216,-0.162050789110616
0.081,-0.115942921053024,-0.162416708575111
0.0812,-0.116190129594185,-0.162782371561454
0.0814,-0.11643709586693,-0.163147777492213
0.0816,-0.116683819545929,-0.163512925790362
0.0818,-0.116930300306303,-0.163877815879283
0.082,-0.117176537823613,-0.164242447182764
0.0822,-0.117422531773869,-0.164606819125002
0.0824,-0.117668281833527,-0.164970931130604
0.0826,-0.117913787679488,-0.165334782624589
0.0828,-0.118159048989102,-0.165698373032384
0.083,-0.118404065440164,-0.16606170177983
0.0832,-0.118648836710919,-0.166424768293183
0.0834,-0.11889336248006,-0.16678757199911
0.0836,-0.119137642426725,-0.167150112324695
0.0838,-0.119381676230506,-0.167512388697438
0.084,-0.11962546357144,-0.167874400545254
0.0842,-0.119869004130015,-0.168236147296477
0.0844,-0.120112297587171,-0.16859762837986
0.0846,-0.120355343624296,-0.168958843224574
0.0848,-0.120598141923229,-0.169319791260213
0.085,-0.12084069216626,-0.16968047191679
0.0852,-0.121082994036132,-0.170040884624742
0.0854,-0.121325047216038,-0.170401028814926
0.0856,-0.121566851389625,-0.170760903918627
0.0858,-0.121808406240991,-0.171120509367552
0.086,-0.122049711454687,-0.171479844593835
0.0862,-0.122290766715719,-0.171838909030038
0.0864,-0.122531571709545,-0.172197702109148
0.0866,-0.122772126122079,-0.172556223264582
0.0868,-0.123012429639686,-0.172914471930186
0.087,-0.12325248194919,-0.173272447540237
0.0872,-0.123492282737867,-0.173630149529441
0.0874,-0.123731831693451,-0.17398757733294
0.0876,-0.123971128504128,-0.174344730386306
0.0878,-0.124210172858546,-0.174701608125545
0.088,-0.124448964445805,-0.175058209987099
0.0882,-0.124687502955463,-0.175414535407844
0.0884,-0.124925788077537,-0.175770583825094
0.0886,-0.1251638195025,-0.176126354676601
0.0888,-0.125401596921283,-0.176481847400552
0.089,-0.125639120025277,-0.176837061435578
0.0892,-0.125876388506332,-0.177191996220746
0.0894,-0.126113402056753,-0.177546651195566
0.0896,-0.12635016036931,-0.177901025799989
0.0898,-0.12658666313723,-0.17825511947441
0.09,-0.1268229100542,-0.178608931659666
0.0902,-0.127058900814369,-0.178962461797039
0.0904,-0.127294635112345,-0.179315709328257
0.0906,-0.1275301126432,-0.179668673695494
0.0908,-0.127765333102464,-0.180021354341372
0.091,-0.128000296186133,-0.180373750708959
0.0912,-0.128235001590662,-0.180725862241773
0.0914,-0.12846944901297,-0.181077688383782
0.0916,-0.128703638150441,-0.181429228579404
0.0918,-0.128937568700918,-0.181780482273511
0.092,-0.129171240362711,-0.182131448911423
0.0922,-0.129404652834594,-0.182482127938917
0.0924,-0.129637805815805,-0.182832518802223
0.0926,-0.129870699006045,-0.183182620948026
0.0928,-0.130103332105482,-0.183532433823467
0.093,-0.13033570481475,-0.183881956876143
0.0932,-0.130567816834947,-0.184231189554111
0.0934,-0.130799667867638,-0.184580131305882
0.0936,-0.131031257614855,-0.184928781580432
0.0938,-0.131262585779096,-0.185277139827194
0.094,-0.131493652063327,-0.185625205496063
0.0942,-0.131724456170979,-0.185972978037394
0.0944,-0.131954997805956,-0.186320456902009
0.0946,-0.132185276672624,-0.18666764154119
0.0948,-0.132415292475822,-0.187014531406686
0.095,-0.132645044920857,-0.18736112595071
0.0952,-0.132874533713503,-0.187707424625942
0.0954,-0.133103758560006,-0.188053426885529
0.0956,-0.133332719167082,-0.188399132183087
0.0958,-0.133561415241914,-0.188744539972698
0.096,-0.13378984649216,-0.189089649708919
0.0962,-0.134018012625944,-0.189434460846772
0.0964,-0.134245913351866,-0.189778972841755
0.0966,-0.134473548378995,-0.190123185149835
0.0968,-0.134700917416871,-0.190467097227455
0.097,-0.134928020175508,-0.19081070853153
0.0972,-0.135154856365391,-0.191154018519452
0.0974,-0.135381425697481,-0.191497026649086
0.0976,-0.135607727883207,-0.191839732378777
0.0978,-0.135833762634476,-0.192182135167345
0.098,-0.136059529663667,-0.192524234474089
0.0982,-0.136285028683633,-0.192866029758788
0.0984,-0.136510259407702,-0.193207520481701
0.0986,-0.136735221549676,-0.193548706103567
0.0988,-0.136959914823833,-0.193889586085607
0.099,-0.137184338944927,-0.194230159889525
0.0992,-0.137408493628185,-0.19457042697751
0.0994,-0.137632378589313,-0.194910386812232
0.0996,-0.137855993544491,-0.195250038856848
0.0998,-0.138079338210379,-0.195589382575002
0.1,-0.138302412304111,-0.195928417430824
0.1002,-0.1385252155433,-0.196267142888932
0.1004,-0.138747747646034,-0.196605558414431
0.1006,-0.138970008330883,-0.196943663472917
0.1008,-0.139191997316893,-0.197281457530477
0.101,-0.139413714323588,-0.197618940053686
0.1012,-0.139635159070973,-0.197956110509616
0.1014,-0.13985633127953,-0.198292968365826
0.1016,-0.140077230670221,-0.198629513090373
0.1018,-0.14029785696449,-0.198965744151807
0.102,-0.140518209884258,-0.199301661019173
0.1022,-0.140738289151929,-0.199637263162012
0.1024,-0.140958094490387,-0.199972550050363
0.1026,-0.141177625622996,-0.200307521154761
0.1028,-0.141396882273603,-0.200642175946243
0.103,-0.141615864166535,-0.200976513896342
0.1032,-0.141834571026603,-0.201310534477092
0.1034,-0.142053002579099,-0.201644237161031
0.1036,-0.142271158549797,-0.201977621421195
0.1038,-0.142489038664956,-0.202310686731126
0.104,-0.142706642651316,-0.202643432564868
0.1042,-0.142923970236102,-0.20297585839697
0.1044,-0.143141021147022,-0.203307963702486
0.1046,-0.143357795112268,-0.203639747956977
0.1048,-0.143574291860518,-0.203971210636509
0.105,-0.143790511120933,-0.204302351217659
0.1052,-0.144006452623159,-0.204633169177509
0.1054,-0.144222116097329,-0.204963663993654
0.1056,-0.144437501274059,-0.205293835144196
0.1058,-0.144652607884454,-0.205623682107751
0.106,-0.144867435660102,-0.205953204363445
0.1062,-0.14508198433308,-0.206282401390917
0.1064,-0.14529625363595,-0.206611272670321
0.1066,-0.145510243301762,-0.206939817682323
0.1068,-0.145723953064055,-0.207268035908107
0.107,-0.145937382656851,-0.207595926829371
0.1072,-0.146150531814665,-0.20792348992833
0.1074,-0.146363400272497,-0.208250724687718
0.1076,-0.146575987765837,-0.208577630590786
0.1078,-0.146788294030663,-0.208904207121305
0.108,-0.147000318803443,-0.209230453763567
0.1082,-0.147212061821133,-0.209556370002383
0.1084,-0.14742352282118,-0.209881955323087
0.1086,-0.147634701541521,-0.210207209211535
0.1088,-0.147845597720581,-0.210532131154108
0.109,-0.148056211097279,-0.210856720637708
0.1092,-0.148266541411022,-0.211180977149766
0.1094,-0.148476588401709,-0.211504900178235
0.1096,-0.148686351809731,-0.211828489211597
0.1098,-0.14889583137597,-0.212151743738861
0.11,-0.149105026841799,-0.212474663249563
0.1102,-0.149313937949085,-0.21279724723377
0.1104,-0.149522564440186,-0.213119495182078
0.1106,-0.149730906057954,-0.213441406585613
0.1108,-0.149938962545733,-0.213762980936033
0.111,-0.15014673364736,-0.214084217725528
0.1112,-0.150354219107168,-0.214405116446822
0.1114,-0.150561418669981,-0.214725676593171
0.1116,-0.150768332081118,-0.215045897658368
0.1118,-0.150974959086392,-0.215365779136739
0.112,-0.151181299432113,-0.215685320523148
0.1122,-0.151387352865083,-0.216004521312996
0.1124,-0.151593119132601,-0.216323381002221
0.1126,-0.151798597982459,-0.2166418990873
0.1128,-0.152003789162949,-0.21696007506525
0.113,-0.152208692422856,-0.217277908433626
0.1132,-0.15241330751146,-0.217595398690528
0.1134,-0.152617634178541,-0.217912545334594
0.1136,-0.152821672174375,-0.218229347865007
0.1138,-0.153025421249732,-0.218545805781492
0.114,-0.153228881155882,-0.218861918584319
0.1142,-0.153432051644594,-0.219177685774302
0.1144,-0.153634932468131,-0.219493106852803
0.1146,-0.153837523379257,-0.219808181321728
0.1148,-0.154039824131233,-0.220122908683532
0.115,-0.15424183447782,-0.220437288441217
0.1152,-0.154443554173275,-0.220751320098335
0.1154,-0.154644982972358,-0.221065003158986
0.1156,-0.154846120630326,-0.221378337127823
0.1158,-0.155046966902936,-0.221691321510049
0.116,-0.155247521546446,-0.222003955811417
0.1162,-0.155447784317611,-0.222316239538237
0.1164,-0.155647754973691,-0.222628172197369
0.1166,-0.155847433272442,-0.222939753296229
0.1168,-0.156046818972126,-0.223250982342788
0.117,-0.156245911831501,-0.223561858845573
0.1172,-0.156444711609831,-0.223872382313668
0.1174,-0.156643218066878,-0.224182552256713
0.1176,-0.156841430962908,-0.224492368184908
