"time","meanCurrent.x","meanVoltage.x","rootMeanSquareVoltage.mean.x","meanCurrent.y","meanVoltage.y","pulse2m.twomPulse.timerNegative[1].entryTime","pulse2m.twomPulse.timerNegative[2].entryTime","pulse2m.twomPulse.timerNegative[3].entryTime","pulse2m.twomPulse.timerPositive[1].entryTime","pulse2m.twomPulse.timerPositive[2].entryTime","pulse2m.twomPulse.timerPositive[3].entryTime","rectifier.pre_n[1].u","rectifier.pre_n[2].u","rectifier.pre_n[3].u","rectifier.pre_p[1].u","rectifier.pre_p[2].u","rectifier.pre_p[3].u","rectifier.thyristor_n.idealThyristor[1].off","rectifier.thyristor_n.idealThyristor[2].off","rectifier.thyristor_n.idealThyristor[3].off","rectifier.thyristor_p.idealThyristor[1].off","rectifier.thyristor_p.idealThyristor[2].off","rectifier.thyristor_p.idealThyristor[3].off","rootMeanSquareVoltage.mean.y"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
2.0462171499122598e-15,-1.2319897113487605e-33,-7.6970134460131883e-45,2.1876227964449948e-58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.0001,-8.6118980667106583e-23,2.0715365930136302e-18,9.2480823505361606e-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.00020000000000000001,-1.4023625448033691e-22,2.1369065247022221e-18,9.4338748709300113e-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.00030000000000000003,-1.9696577790301244e-22,2.1369065247022221e-18,9.4338748709300113e-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.00040000000000000002,-2.5388639195850143e-22,2.1369065247022221e-18,9.4338748709300113e-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.00050000000000000001,-3.3288407275277134e-22,2.1369065247022221e-18,9.4338748709300113e-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.00060000000000000006,-4.1419923568918425e-22,2.1369065247022221e-18,9.4338748709300113e-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.00069999999999999999,-4.9551439862559706e-22,2.1369065247022221e-18,9.4338748709300113e-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.00080000000000000004,-5.7682956156200987e-22,2.1369065247022221e-18,9.4338748709300113e-32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.00090000000000000008,-6.5375912670992126e-22,3.2865646713711696e-18,1.1067637360376093e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.001,-7.2965327878390649e-22,4.7076501428913691e-18,1.3087121277741882e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.0011000000000000001,-8.0554743085789181e-22,6.1287356144115701e-18,1.5106605195107673e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.0012000000000000001,-8.8144158293187713e-22,7.5498210859317711e-18,1.7126089112473465e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.0013000000000000002,-9.5733573500586255e-22,8.9709065574519721e-18,1.9145573029839256e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.0014,-1.0332298870798478e-21,1.039199202897217e-17,2.1165056947205042e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.0015,-1.109124039153833e-21,1.1813077500492371e-17,2.3184540864570834e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.0016000000000000001,-1.1850181912278184e-21,1.3234162972012572e-17,2.5204024781936625e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.0016666666666667667,-1.2509918934407555e-21,1.5907387578574932e-17,4.1955477575462295e-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
0.0016666666666667667,-1.2509918934407555e-21,1.5907387578574932e-17,4.1955477575462295e-31,0,0,0,0,0,0.0016666666666667667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0017000000000000001,0.00038772550881882513,0.0077545101763765245,1.8039786793488295,0,0,0,0,0,0.0016666666666667667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0018000000000000002,0.0015363704849444446,0.03072740969888893,7.0816831842249837,0,0,0,0,0,0.0016666666666667667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0019,0.0026623389176986569,0.053246778353973172,12.153082935058979,0,0,0,0,0,0.0016666666666667667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.002,0.0037645196353866674,0.075290392707733383,17.012489807653939,0,0,0,0,0,0.0016666666666667667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0021000000000000003,0.0048418249427329609,0.096836498854659295,21.655052338568815,0,0,0,0,0,0.0016666666666667667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0022000000000000001,0.0058931916447957167,0.11786383289591441,26.076773804405072,0,0,0,0,0,0.0016666666666667667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0023,0.0069175821693981,0.13835164338796205,30.274529583612985,0,0,0,0,0,0.0016666666666667667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0024000000000000002,0.0079139855469506481,0.158279710939013,34.246078814926427,0,0,0,0,0,0.0016666666666667667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0025000000000000001,0.0088814184391019235,0.17762836878203855,37.990073456498429,0,0,0,0,0,0.0016666666666667667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0026000000000000003,0.0098189260907346563,0.19637852181469326,41.506062885002166,0,0,0,0,0,0.0016666666666667667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0027000000000000001,0.010725583338811569,0.21451166677623154,44.79449761819302,0,0,0,0,0,0.0016666666666667667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0028,0.011600495451307626,0.23200990902615259,47.856726322970154,0,0,0,0,0,0.0016666666666667667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0029000000000000002,0.01244279897773856,0.24885597955477134,50.694989702593929,0,0,0,0,0,0.0016666666666667667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0030000000000000001,0.013251662652961202,0.26503325305922421,53.312412281101544,0,0,0,0,0,0.0016666666666667667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0031000000000000003,0.01402628821858168,0.28052576437163379,55.712990002443519,0,0,0,0,0,0.0016666666666667667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0032000000000000002,0.014765911215391867,0.2953182243078375,57.901574747438147,0,0,0,0,0,0.0016666666666667667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0033,0.015469801731038322,0.30939603462076654,59.883855215559251,0,0,0,0,0,0.0016666666666667667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0033333333333333335,0.015696370263751949,0.31392740527503898,60.499871351351814,0,0,0,0,0,0.0016666666666667667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0033333333333333335,0,0,0,4.7089110791255848,94.178221582511696,0,0,0,0.0016666666666667667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,18149.961405405546
0.0033333334333351,6.7362088464494566e-10,1.3472417692898907e-08,1.8150283265701997e-06,4.7089110791255848,94.178221582511696,0,0,0,0.0016666666666667667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,18149.961405405546
0.0033333334333351,6.7362088464494566e-10,1.3472417692898907e-08,1.8150283265701997e-06,4.7089110791255848,94.178221582511696,0,0,0,0.0016666666666667667,0,0,0,1,0,1,0,1,1,0,1,0,1,1,18149.961405405546
0.0034000000000000002,0.00089807898758627325,0.017961579751725448,4.8392770471817261,4.7089110791255848,94.178221582511696,0,0,0,0.0016666666666667667,0,0,0,1,0,1,0,1,1,0,1,0,1,1,18149.961405405546
0.0035000000000000001,0.0022443368472497794,0.044886736944995544,12.088919102523482,4.7089110791255848,94.178221582511696,0,0,0,0.0016666666666667667,0,0,0,1,0,1,0,1,1,0,1,0,1,1,18149.961405405546
