"time","filter[1].x[1]","filter[1].x[2]","filter[2].x[1]","filter[2].x[2]","harmonic.mean1.x","harmonic.mean2.x","integrator.y"
0,1.66533453693773e-16,1.4142135623731,-1.11022302462516e-16,0,0,0,0
0.000334936491538903,1.66532687195024e-16,1.40958746790958,-1.11023447852492e-16,-3.63171363599445e-19,-0.000580124879091661,-1.22085802214504e-06,0.00420893608495103
0.000334936491538903,1.66532687195024e-16,1.40958746790958,-1.11023447852492e-16,-3.63171363599445e-19,-0.000580124879091661,-1.22085802214504e-06,0.00420893608495103
0.0005,0.00263467402585652,1.40731533078279,-1.38221138128982e-05,-1.08341150016975e-08,-0.000294230539503533,2.78975685796763e-07,0.00628318530717958
0.001,0.010589281968257,1.40048086792063,-8.88420168171913e-05,-2.67552269190594e-07,0.000571751230803957,8.4408991448731e-06,0.0125663706143592
0.0015,0.0185044258815287,1.39371837083496,-0.000213510607886688,-1.05347898856132e-06,0.00143765844838174,2.20436724648862e-05,0.0188495559215388
0.002,0.0263799868085912,1.38702730859323,-0.00038758586245073,-2.60128929284246e-06,0.00230345769381352,4.10866738075206e-05,0.0251327412287183
0.0025,0.0342157743191376,1.38040683003363,-0.000610677661647992,-5.28156839936348e-06,0.00316909518292736,6.5568623012035e-05,0.0314159265358979
0.003,0.0420117766062242,1.3738568819661,-0.000882760636231542,-9.1167985826213e-06,0.00403456749874225,9.54893172092378e-05,0.0376991118430775
0.0035,0.0497678101199028,1.36737664178128,-0.00120345249281802,-1.44615822134874e-05,0.00489982236765402,0.000130846867232947,0.0439822971502571
0.004,0.0574838569197436,1.3609660282917,-0.00157271415341383,-2.13497133432499e-05,0.00576485453211067,0.000171640911713574,0.0502654824574367
0.0045,0.0651596957394038,1.35462404793268,-0.00199008057271467,-3.02065379050502e-05,0.00662960061372777,0.000217868740073655,0.0565486677646163
0.0046650635094611,0.0676848886367077,1.35254554291387,-0.00213846607900942,-3.35261462745909e-05,0.00691501928829572,0.000234323044658157,0.0586229169994112
0.0046650635094611,0.0676848886367077,1.35254554291387,-0.00213846607900942,-3.35261462745909e-05,0.00691501928829572,0.000234323044658157,0.0586229169994112
0.005,0.0674634816973936,1.34834221786253,-0.00213147085099151,-4.04002584120331e-05,0.00749407605275918,0.000269530940604045,0.0628318530717959
0.00500000000000264,0.0674634816973918,1.34834221786249,-0.00213147085099146,-4.04002584120871e-05,0.00749407605276374,0.000269530940604332,0.0628318530718291
0.00500000000000264,0.0674634816973918,1.34834221786249,-0.00213147085099146,-4.04002584120871e-05,0.00749407605276374,0.000269530940604332,0.0628318530718291
0.0055,0.0750847990822069,1.34211104580009,-0.00264636518586623,-5.18497228962063e-05,0.00835821468661957,0.000326624000454856,0.0691150383789755
0.006,0.0826654451373945,1.33594724016641,-0.00320863096530699,-6.59228851414712e-05,0.00922196946874867,0.00038914486436504,0.075398223686155
0.0065,0.090205317874711,1.32985033412608,-0.00381804300271939,-8.28121675329561e-05,0.0100853101949824,0.000457091286137652,0.0816814089933346
0.007,0.0977042609792232,1.32381960965546,-0.00447425197721579,-0.000102810460569521,0.0109481901706943,0.000530459404739606,0.0879645943005142
0.0075,0.105162162089659,1.31785455018989,-0.00517700609931796,-0.000126127902902525,0.0118105757570222,0.000609246374754903,0.0942477796076938
0.008,0.112578970446532,1.31195492048392,-0.00592618806392499,-0.000152858444694941,0.0126724515096353,0.000693450564773465,0.100530964914873
0.0085,0.119954553851031,1.30612010970642,-0.00672149582582545,-0.000183247751626093,0.0135337774497195,0.000783068063254362,0.106814150222053
0.009,0.127288852382193,1.30034983907182,-0.00756278943573223,-0.000217406012915889,0.0143945351885558,0.000878096801173514,0.113097335529233
0.0093301270189222,0.132108614012972,1.29657485616231,-0.0081432062986036,-0.000242229357121292,0.0149625088654984,0.000943802254770469,0.117245833998822
0.0093301270189222,0.132108614012972,1.29657485616231,-0.0081432062986036,-0.000242229357121292,0.0149625088654984,0.000943802254770469,0.117245833998822
0.0095,0.131889261393424,1.29464119887224,-0.00812968535111307,-0.000255336879993717,0.014670337254565,0.000909072299249048,0.119380520836412
0.01,0.131245734998395,1.2889662199713,-0.0080900182315049,-0.000293661292240936,0.0138108069513582,0.000803230677794473,0.125663706143592
0.01,0.131245734998395,1.2889662199713,-0.0080900182315049,-0.000293661292240936,0.0138108069513582,0.000803230677794473,0.125663706143592
0.0101953421210339,0.130995173463381,1.28675577387156,-0.00807457355906354,-0.000308530587495638,0.0134751848695001,0.000760413174388774,0.128118447633099
0.0101953421210339,0.130995173463381,1.28675577387156,-0.00807457355906354,-0.000308530587495638,0.0134751848695001,0.000760413174388774,0.128118447633099
0.0105,0.135423889425592,1.28332297684931,-0.00868067067523986,-0.000332540908280546,0.0139984123431846,0.000828835918137005,0.131946891450771
0.011,0.142658333457643,1.27773962999015,-0.00971137706858492,-0.000375809375104068,0.014856539869538,0.000945469401882068,0.138230076757951
0.0115,0.149850560830604,1.27221862796638,-0.0107865919391362,-0.000424039920157963,0.0157139113871763,0.00106749146604989,0.14451326206513
0.012,0.157000482431806,1.26675953895082,-0.0119060936550069,-0.000477395021575159,0.0165704982484182,0.00119489798314163,0.15079644737231
0.0125,0.164107982982065,1.26136180241567,-0.0130695928257178,-0.000536084164237076,0.0174262631728038,0.00132768336433964,0.15707963267949
0.013,0.171172975710626,1.25602499463348,-0.0142768691104219,-0.000600264377828169,0.0182811778904121,0.00146584316962323,0.163362817986669
0.0135,0.178195372851225,1.25074868550447,-0.0155276975787308,-0.000670094031098434,0.019135213641063,0.0016093727191234,0.169646003293849
0.014,0.185175058667366,1.2455323054469,-0.01682177832082,-0.00074578121649138,0.0199883322331672,0.00175826553925207,0.175929188601028
0.0141779917111576,0.187649387396842,1.24368975012366,-0.0172928494832067,-0.000774165638675025,0.0202918019497002,0.0018125625201396,0.178165898409718
0.0141779917111576,0.187649387396842,1.24368975012366,-0.0172928494832067,-0.000774165638675025,0.0202918019497002,0.0018125625201396,0.178165898409718
0.0145,0.190382701188091,1.24037271858086,-0.013322883349454,-0.000819869966434863,0.0208405061074336,0.00191251717828019,0.182212373908208
0.0148046578789792,0.192975372260486,1.23725193701913,-0.00959072848640907,-0.000851544183548336,0.0213592669223,0.00200912911604087,0.186040817726045
0.0148046578789792,0.192975372260486,1.23725193701913,-0.00959072848640907,-0.000851544183548336,0.0213592669223,0.00200912911604087,0.186040817726045
0.015,0.192606962529342,1.23525795442698,-0.00957241880439232,-0.000868210697477361,0.0216916938200173,0.00207212018145295,0.188495559215387
0.0150000000000076,0.192606962529328,1.2352579544269,-0.00957241880439161,-0.000868210697478006,0.0216916938200302,0.00207212018145541,0.188495559215483
0.0150000000000076,0.192606962529328,1.2352579544269,-0.00957241880439161,-0.000868210697478006,0.0216916938200302,0.00207212018145541,0.188495559215483
0.0155,0.196892448651005,1.23018101069342,-0.00351050017763146,-0.000895873888403613,0.022541862692984,0.00223706831278578,0.194778744522567
0.0156266661678299,0.197980770851275,1.22890211830673,-0.00198474814730436,-0.000898179865339416,0.0227570714450853,0.00227970265195427,0.196370478531818
0.0156266661678299,0.197980770851275,1.22890211830673,-0.00198474814730436,-0.000898179865339416,0.0227570714450853,0.00227970265195427,0.196370478531818
0.016,0.203094895907153,1.22515325884051,-0.00315270596728766,-0.00090426697754451,0.0233909782252409,0.00240735489150754,0.201061929829747
0.0165,0.20990619230372,1.22018287367594,-0.00475305513934158,-0.000919167045335229,0.0242390007538011,0.00258297190869331,0.207345115136926
0.017,0.216673931056047,1.21526977983327,-0.00639453867484733,-0.000941932543304518,0.0250858970708589,0.00276391245787058,0.213628300444106
0.0175,0.223398021790041,1.21041350854942,-0.00807690229316001,-0.000972717050011189,0.0259316353224321,0.00295016965887618,0.219911485751285
0.018,0.230078377939059,1.20561360833547,-0.00979989950983665,-0.00101166717550148,0.0267761847530044,0.00314173666365983,0.226194671058465
0.0185,0.236714917174601,1.20086964821089,-0.011563294052326,-0.00105892204320464,0.0276195159570904,0.00333860679600426,0.232477856365645
0.019,0.243307551812793,1.19618116711669,-0.013366831900943,-0.00111462945369659,0.0284615974192511,0.0035407727367187,0.238761041672824
0.0195,0.249856184316173,1.19154764676026,-0.015210224216342,-0.00117895298955664,0.0293023935755647,0.00374822579902374,0.245044226980004
0.0196093157579531,0.251282053320771,1.19054189943092,-0.0156185374475218,-0.00119417515245814,0.0294860444655856,0.00379428531823809,0.246417929308431
0.0196093157579531,0.251282053320771,1.19054189943092,-0.0156185374475218,-0.00119417515245814,0.0294860444655856,0.00379428531823809,0.246417929308431
0.02,0.250323522741262,1.18695720598794,-0.0155589595924669,-0.00124908401029626,0.0288302086478681,0.00362761025858131,0.251327412287183
0.02,0.250323522741262,1.18695720598794,-0.0155589595924669,-0.00124908401029626,0.0288302086478681,0.00362761025858131,0.251327412287183
0.0200920935830059,0.250098107354343,1.18611366938407,-0.0155449488081099,-0.00126196368987609,0.0286757322058386,0.00358785215358612,0.252484694382439
0.0200920935830059,0.250098107354343,1.18611366938407,-0.0155449488081099,-0.00126196368987609,0.0286757322058386,0.00358785215358612,0.252484694382439
