"time","bodyOfConstraint.body.w_a[1]","bodyOfConstraint.body.w_a[2]","bodyOfConstraint.body.w_a[3]"
2.308,0,2.33438906640394,0.967257954651819
2.31,0,2.33696315775829,0.968324617883078
2.312,0,2.33949527257303,0.969373889412033
2.314,0,2.34198530152982,0.970405723457563
2.316,0,2.34443313578052,0.971420074909732
2.318,0,2.34683866879323,0.972416899291669
2.32,0,2.3492017970994,0.973396152746632
2.322,0,2.3515224183933,0.974357792085724
2.324,0,2.35380043226577,0.975301774775264
2.326,0,2.35603573908935,0.976228059137997
2.326,0,2.35603573908935,0.976228059137997
2.328,0,2.35822823447339,0.97713660281724
2.32844152872925,0,2.35870648182484,0.977334782949884
2.32844152872925,0,2.35870648182484,0.977334782949884
2.33,0,2.36037782515662,0.978027368755654
2.332,0,2.36248440150276,0.97890031131508
2.334,0,2.36454787700465,0.979755394383682
2.336,0,2.36656816705256,0.980592582799217
2.338,0,2.36854518799939,0.981411841886795
2.34,0,2.37047885329056,0.98221313598518
2.342,0,2.37236907799546,0.982996430079422
2.344,0,2.37421576861606,0.983761685611783
2.346,0,2.37601884261181,0.984508868420553
2.348,0,2.37777821495901,0.985237943345041
2.35,0,2.3794938128865,0.985948880163152
2.352,0,2.38116555469108,0.986641645057116
2.354,0,2.38279336502387,0.987316206794938
2.356,0,2.38437717182462,0.987972535492047
2.358,0,2.38591689675042,0.988610598689736
2.36,0,2.38741248020255,0.989230371690801
2.362,0,2.38886384757445,0.989831823574981
2.364,0,2.39027093228638,0.99041492675295
2.366,0,2.39163367777997,0.990979657795447
2.368,0,2.39295201337009,0.991525987408483
2.37,0,2.39422588667267,0.992053893902006
2.372,0,2.3954552368025,0.992563352052822
2.374,0,2.39664000329592,0.993054336825725
2.376,0,2.39778013936825,0.993526828934933
2.378,0,2.39887558942833,0.993980805386818
2.38,0,2.39992630299412,0.994416245338886
2.382,0,2.40093223146286,0.994833128739862
2.384,0,2.40189332859405,0.995231436495958
2.386,0,2.40280955446281,0.995611151831555
2.388,0,2.40368086534547,0.995972256807947
2.39,0,2.40450722175748,0.996314735089891
2.392,0,2.40528858631014,0.996638571207931
2.394,0,2.40602492370995,0.996943750558068
2.396,0,2.40671619866713,0.997230258421341
2.398,0,2.40736238067341,0.997498082203542
2.4,0,2.40796344027238,0.997747209686839
2.402,0,2.4085193500507,0.997977629494437
2.404,0,2.40903008463811,0.998189331090581
2.406,0,2.40949562062178,0.998382304767672
2.408,0,2.40991593672688,0.998556541673424
2.41,0,2.41029101370146,0.998712033793557
2.412,0,2.41062083432582,0.998848773953195
2.414,0,2.41090538342114,0.998966755818177
2.416,0,2.41114464829849,0.999065974167359
2.418,0,2.41133861793425,0.999146424392509
2.42,0,2.41148728328969,0.999208102692106
2.422,0,2.41159063748665,0.999251006177932
2.424,0,2.41164867570169,0.999275132810843
2.426,0,2.41166139546299,0.999280481615152
2.428,0,2.41162879621743,0.999267052366053
2.43,0,2.41155087928071,0.99923484555361
2.432,0,2.41142764816003,0.999183862615744
2.434,0,2.41125910843318,0.999114105849782
2.436,0,2.41104526826134,0.999025578654561
2.438,0,2.41078613721386,0.998918284975639
2.44,0,2.41048172717891,0.998792229735172
2.442,0,2.41013205212398,0.998647418718862
2.444,0,2.40973712813819,0.998483858587031
2.446,0,2.40929697343045,0.998301556874111
2.448,0,2.40881160819203,0.99810052195274
2.45,0,2.40828105473969,0.997880763071168
2.452,0,2.40770533747309,0.997642290342131
2.454,0,2.40708448270765,0.99738511464761
2.456,0,2.40641851898154,0.997109247813757
2.458,0,2.40570747692117,0.996814702534242
2.46,0,2.4049513891984,0.996501492345889
2.462,0,2.40415029048246,0.99616963161147
2.464,0,2.40330421707023,0.995819135356786
2.466,0,2.40241320797812,0.995450019751847
2.468,0,2.40147730403499,0.995062301711122
2.47,0,2.40049654812883,0.994655999002255
2.472,0,2.39947098479498,0.994231130076716
2.474,0,2.39840066066382,0.993787714253897
2.476,0,2.39728562482497,0.993325771870944
2.478,0,2.39612592818605,0.992845324018993
2.48,0,2.39492162368967,0.992346392632425
2.482,0,2.39367276548297,0.991829000166638
2.484,0,2.39237941058807,0.991293170246206
2.486,0,2.39104161774685,0.990738927216632
2.488,0,2.38965944763434,0.990166296227149
2.49,0,2.38823296282122,0.989575303211583
2.492,0,2.38676222770951,0.988965974859011
2.494,0,2.3852473088206,0.988338338747859
2.496,0,2.38368827451927,0.987692423218365
2.498,0,2.3820851950807,0.987028257404175
2.5,0,2.38043814250906,0.986345871104269
2.502,0,2.37874719094595,0.985645295039546
2.504,0,2.37701241649205,0.984926560757056
2.506,0,2.37523389712141,0.984189700565652
2.508,0,2.37341171273655,0.983434747572542
2.51,0,2.3715459451685,0.982661735683282
2.512,0,2.36963667761027,0.981870699315986
2.514,0,2.36768399518705,0.981061673688986
2.516,0,2.36568798572518,0.980234695208756
2.518,0,2.36364873854241,0.979389800859622
2.52,0,2.36156634486252,0.97852702841294
2.522,0,2.35944089781536,0.977646416427096
2.524,0,2.35727248747431,0.976748002405107
2.526,0,2.35506121184871,0.975831826875702
2.528,0,2.35280716929366,0.974897930575375
2.53,0,2.35051045955618,0.97394635483676
2.532,0,2.34817118419662,0.972977141745111
2.534,0,2.34578944553238,0.971990333698331
2.536,0,2.34336534567964,0.97098597300789
2.538,0,2.34089899278064,0.969964104492445
2.54,0,2.33839049490683,0.968924772938545
2.542,0,2.33583996187134,0.967868023855487
2.544,0,2.33324750522895,0.966793903475324
2.546,0,2.33061323556928,0.965702457603822
2.548,0,2.32793726726227,0.964593733634908
2.55,0,2.32521971727479,0.963467780048341
2.552,0,2.32246070336929,0.962324645645008
2.554,0,2.31966034497821,0.961164379918141
2.556,0,2.31681876286705,0.959987032911544
2.558,0,2.31393607529001,0.958792653602165
2.56,0,2.311012408353,0.957581294260112
2.562,0,2.30804788734232,0.956353006800381
2.564,0,2.30504263913164,0.955107843795527
2.566,0,2.30199679218193,0.953845858475667
2.568,0,2.298910474271,0.952567103780491
2.57,0,2.29578381459,0.951271633234602
2.572,0,2.29261694722614,0.949959502401619
2.574,0,2.28941000604744,0.948630766748448
2.576,0,2.28616312641855,0.947285482361687
2.578,0,2.28287644520076,0.945923705947634
2.58,0,2.27955009670654,0.9445454931682
2.582,0,2.27618422106859,0.943150902083464
2.584,0,2.27277895879078,0.941739990910243
2.586,0,2.26933445128644,0.940312818243509
2.588,0,2.26585084122667,0.938869443199671
2.59,0,2.26232827252341,0.937409925409608
2.592,0,2.25876689031248,0.935934325011693
2.594,0,2.25516684093665,0.934442702644819
2.596,0,2.25152827192864,0.932935119441429
2.598,0,2.24785133199421,0.93141163702054
2.6,0,2.2441361709952,0.929872317480768
2.602,0,2.24038293915878,0.928317223068155
2.604,0,2.23659178856712,0.926746416802396
2.606,0,2.23276287260739,0.925159962245821
2.608,0,2.22889634544963,0.923557923284128
2.61,0,2.22499236231703,0.921940364240117
2.612,0,2.22105107946797,0.920307349866293
2.614,0,2.21707265417812,0.918658945337482
2.616,0,2.21305724472241,0.916995216243443
2.618,0,2.20900501035718,0.915316228581473
2.62,0,2.20491611130219,0.913622048749025
2.622,0,2.20079070872268,0.911912743536314
2.624,0,2.19662896424947,0.910188379886733
2.626,0,2.19243104054493,0.908449025182966
2.628,0,2.18819710183574,0.906694747516353
2.63,0,2.1839273127989,0.904925615128653
2.632,0,2.17962183895757,0.903141696612601
2.634,0,2.17528084666267,0.9013430609043
2.636,0,2.1709045030745,0.899529777275603
2.638,0,2.16649297614432,0.897701915326501
2.64,0,2.16204643459602,0.895859544977509
2.642,0,2.15756504790766,0.894002736462052
2.644,0,2.15304898629315,0.892131560318849
2.646,0,2.14849842018485,0.890246087115484
2.648,0,2.14391351992385,0.888346387283756
2.65,0,2.13929445877987,0.886432532749152
2.652,0,2.13464140957497,0.884504595113976
2.654,0,2.12995454576027,0.88256264623977
2.656,0,2.12523404139691,0.880606758239364
2.658,0,2.12048007113705,0.878637003468919
2.66,0,2.11569281020481,0.876653454519978
2.662,0,2.11087243437732,0.874656184211511
2.664,0,2.10601911996563,0.872645265581965
2.666,0,2.10113304379575,0.870620771881305
2.668,0,2.09621438310991,0.868582776543457
2.67,0,2.09126331446766,0.866531352912537
2.672,0,2.08628001693004,0.864466575023344
2.674,0,2.08126466909988,0.862388516869582
2.676,0,2.07621744999101,0.860297252614531
2.678,0,2.07113853900886,0.858192856583005
2.68,0,2.06602811593106,0.856075403253313
2.682,0,2.06088636088812,0.853944967249214
2.684,0,2.05571345434398,0.851801623331875
2.686,0,2.05050957707667,0.849645446391832
2.688,0,2.04527491015895,0.847476511440945
2.69,0,2.04000963493888,0.845294893604357
2.692,0,2.03471393342945,0.843100668444473
2.694,0,2.02938798729166,0.840893911143094
2.696,0,2.02403197856217,0.838674697099843
2.698,0,2.01864608953189,0.83644310184128
2.7,0,2.01323050267337,0.834199200969669
2.702,0,2.00778540062162,0.831943070155042
2.704,0,2.00231096615477,0.829674785127261
2.706,0,1.99680738217487,0.827394421668081
2.708,0,1.99127483168863,0.825102055603209
2.71,0,1.98571349778815,0.822797762794371
2.712,0,1.9801235636317,0.820481619131368
2.714,0,1.97450521422992,0.818153701260119
2.716,0,1.96885863279998,0.815814085096394
2.718,0,1.96318400200079,0.813462846329242
2.72,0,1.95748150527072,0.811100060966196
2.722,0,1.95175132603729,0.808725805011041
2.724,0,1.94599364769874,0.806340154456178
2.726,0,1.94020865360548,0.803943185275011
2.728,0,1.93439652704164,0.801534973414312
2.73,0,1.92855745120661,0.799115594786607
2.732,0,1.92269160919649,0.796685125262542
2.734,0,1.91679918398569,0.794243640663264
2.736,0,1.91088036027537,0.791791217483315
2.738,0,1.90493532224427,0.789327932010162
2.74,0,1.8989642508332,0.786853859261293
2.742,0,1.89296732866185,0.784369074907672
2.744,0,1.88694473816545,0.78187365454426
2.746,0,1.8808966615775,0.779367673682852
2.748,0,1.87482328091244,0.776851207744922
2.75,0,1.8687247779484,0.774324332054468
2.752,0,1.86260133420986,0.771787121830853
2.754,0,1.85645313095043,0.769239652181645
2.756,0,1.85028034913551,0.766681998095466
2.758,0,1.84408317056072,0.764114234888666
2.76,0,1.83786177889545,0.76153643862209
2.762,0,1.83161635167052,0.758948682899024
2.764,0,1.82534706888121,0.756351042302811
2.766,0,1.81905411018187,0.753743591275506
2.768,0,1.81273765486988,0.751126404111262
2.77,0,1.8063978818698,0.748499554949719
2.772,0,1.80003496971742,0.74586311776939
2.774,0,1.79364909654384,0.743217166381051
2.776,0,1.78724044005954,0.740561774421127
2.778,0,1.78080917753845,0.737897015345085
2.78,0,1.77435548602834,0.735222962513923
2.782,0,1.76787954713443,0.732539691162284
2.784,0,1.7613815333533,0.729847272775633
2.786,0,1.75486162043364,0.727145780175871
2.788,0,1.74831998364428,0.724435285985837
2.79,0,1.74175679775984,0.72171586262331
2.792,0,1.73517223704625,0.718987582295003
2.794,0,1.72856647524632,0.716250516990569
2.796,0,1.72193968556529,0.713504738476595
2.798,0,1.71529204065641,0.710750318290607
2.8,0,1.70862371260651,0.707987327735065
2.802,0,1.70193487292153,0.705215837871365
2.804,0,1.69522569774071,0.70243592171406
2.806,0,1.68849635525139,0.699647648935024
2.808,0,1.68174701474591,0.69685108967472
2.81,0,1.67497784572652,0.69404631416561
2.812,0,1.668189017085,0.691233392387017
2.814,0,1.66138069708993,0.688412394059841
2.816,0,1.65455305337397,0.685583388641266
2.818,0,1.64770625292103,0.682746445319469
2.82,0,1.64084046205359,0.679901633008334
2.822,0,1.63395584641992,0.677049020342156
2.824,0,1.62705257098135,0.674188675670355
2.826,0,1.62013080426682,0.671320668853394
2.828,0,1.61319071004474,0.668445067747615
2.83,0,1.60623244960159,0.665561939167107
2.832,0,1.59925618553217,0.662671350483659
2.834,0,1.5922620797278,0.65977336877765
2.836,0,1.58525029336542,0.656868060833559
2.838,0,1.57822098689672,0.653955493135471
2.84,0,1.57117432003727,0.65103573186258
2.842,0,1.56411045175569,0.648108842884691
2.844,0,1.55702954026273,0.645174891757735
2.846,0,1.54993174300044,0.642233943719262
2.848,0,1.54281721953646,0.63928606489075
2.85,0,1.53568612845219,0.636331320984992
2.852,0,1.52853862216216,0.63336977515406
2.854,0,1.52137485544318,0.630401491532337
2.856,0,1.51419498229761,0.627426533933542
2.858,0,1.5069991559444,0.624444965847034
2.86,0,1.49978752881027,0.621456850434141
2.862,0,1.49256025252069,0.618462250524469
2.864,0,1.48531747789105,0.615461228612225
2.866,0,1.47805935491773,0.612453846852531
2.868,0,1.47078603276916,0.609440167057745
2.87,0,1.46349766122391,0.606420251284922
2.872,0,1.45619439264146,0.603394162640942
2.874,0,1.44887637011633,0.600361960442873
2.876,0,1.44154373991149,0.597323705297554
2.878,0,1.43419664746433,0.594279457469808
2.88,0,1.4268352373797,0.591229276879553
2.882,0,1.41945965342287,0.588173223098881
2.884,0,1.41207003851252,0.585111355349167
2.886,0,1.40466653471376,0.582043732498157
2.888,0,1.3972492832311,0.578970413057067
2.89,0,1.38981842440146,0.575891455177674
2.892,0,1.38237409784151,0.572806916712699
2.894,0,1.37491644875674,0.56971685780232
2.896,0,1.36744561062904,0.566621333776509
2.898,0,1.35996172071926,0.563520401510648
2.9,0,1.35246491543013,0.560414117524393
2.902,0,1.34495533030098,0.55730253797951
2.904,0,1.33743310000266,0.554185718677725
2.906,0,1.32989835833226,0.551063715058557
2.908,0,1.32235123820798,0.547936582197162
2.91,0,1.31479187166392,0.544804374802179
2.912,0,1.30722038984491,0.541667147213565
2.914,0,1.29963692300128,0.538524953400441
2.916,0,1.29204160574271,0.535377849152542
2.918,0,1.28443456458182,0.532225886884451
2.92,0,1.27681592654653,0.529069119227975
2.922,0,1.26918581873719,0.525907598847392
2.924,0,1.26154436737778,0.522741378043745
2.926,0,1.25389169781257,0.519570508753401
2.928,0,1.24622793450261,0.51639504254663
2.93,0,1.23855320102231,0.513215030626168
2.932,0,1.23086762005604,0.510030523825795
2.934,0,1.22317131339463,0.506841572608896
2.936,0,1.21546440193194,0.503648227067042
2.938,0,1.20774700928675,0.500450538440128
2.94,0,1.20001925496743,0.497248556247536
2.942,0,1.19228125570399,0.494042328847218
2.944,0,1.18453312921596,0.490831905017135
2.946,0,1.17677499235029,0.487617333173737
2.948,0,1.16900696107962,0.484398661371225
2.95,0,1.16122915050043,0.481175937300823
2.952,0,1.15344167483132,0.477949208290045
2.954,0,1.14564464741123,0.47471852130196
2.956,0,1.13783818069763,0.471483922934465
2.958,0,1.13002238626475,0.468245459419545
2.96,0,1.12219737696252,0.465003177519194
2.962,0,1.11436326491184,0.461757123693497
2.964,0,1.10652015686042,0.458507342173409
2.966,0,1.09866816123765,0.455253877888382
2.968,0,1.09080738561888,0.451996775414105
2.97,0,1.08293793672517,0.448736078972402
2.972,0,1.07505992042306,0.445471832431146
2.974,0,1.06717344172434,0.442204079304152
2.976,0,1.05927860478576,0.438932862751092
2.978,0,1.05137551290883,0.435658225577391
2.98,0,1.04346426853957,0.432380210234137
2.982,0,1.03554497421518,0.429098859206304
2.984,0,1.02761773435309,0.425814215746361
2.986,0,1.01968264620681,0.422526320165559
2.988,0,1.01173980915536,0.419235213643249
2.99,0,1.00378932175492,0.415940937017859
2.992,0,0.995831281739999,0.412643530787375
2.994,0,0.987865786024548,0.409343035109799
2.996,0,0.979892930703101,0.406039489803629
2.998,0,0.971912811051899,0.402732934348316
3,0,0.963925521530039,0.399423407884747
3.002,0,0.95593115578059,0.396110949215698
3.004,0,0.947929806653643,0.392795596815332
3.006,0,0.939921570736029,0.389477390693597
3.008,0,0.931906536351663,0.386156367457257
3.01,0,0.923884794201671,0.382832564689293
3.012,0,0.91585643420663,0.379506019649197
3.014,0,0.907821545508905,0.376176769273933
3.016,0,0.899780216475012,0.372844850178917
3.018,0,0.891732534697968,0.369510298658982
3.02,0,0.883678586999647,0.366173150689353
3.022,0,0.875618459433129,0.362833441926614
3.024,0,0.867552237285063,0.359491207709686
3.026,0,0.859480005078007,0.356146483060792
3.028,0,0.851401849720035,0.352799303997895
3.03,0,0.84331785317695,0.34944970448118
3.032,0,0.835228097312847,0.346097718430127
3.034,0,0.827132663912669,0.342743379732891
3.036,0,0.819031634036207,0.339386721977108
3.038,0,0.810925088021515,0.336027778451308
3.04,0,0.802813105488356,0.33266658214634
3.042,0,0.794695765341621,0.32930316575679
3.044,0,0.786573145774771,0.325937561682403
3.046,0,0.778445324273255,0.322569802029497
3.048,0,0.770312377617955,0.319199918612394
3.05,0,0.762174383863084,0.315827943780047
3.052,0,0.754031418754231,0.31245390891898
3.054,0,0.745883556102879,0.309077844609803
3.056,0,0.737730870158924,0.30569978161877
3.058,0,0.729573434508351,0.302319750437059
3.06,0,0.721411322077626,0.298937781282594
3.062,0,0.713244605138046,0.295553904101849
3.064,0,0.705073355310128,0.29216814857167
3.066,0,0.696897643567964,0.28878054410108
3.068,0,0.688717540243612,0.285391119833099
3.07,0,0.680533115031444,0.281999904646552
3.072,0,0.672344438063883,0.278606927601512
3.074,0,0.664151579089173,0.275212217598837
3.076,0,0.655954604736199,0.271815802247572
3.078,0,0.647753582404791,0.268417709475873
3.08,0,0.639548578898912,0.265017966965025
3.082,0,0.631339660431848,0.261616602151605
3.084,0,0.623126892631364,0.258213642229612
3.086,0,0.614910340544901,0.254809114152625
3.088,0,0.606690068644736,0.251403044635944
3.09,0,0.598466140833169,0.24799546015874
3.092,0,0.590238620447687,0.244586386966196
3.094,0,0.582007570681736,0.241175851242442
3.096,0,0.573773055640085,0.237763879544277
3.098,0,0.565535135678667,0.234350496886099
3.1,0,0.557293872102223,0.230935728670416
3.102,0,0.549049325693162,0.227519600083302
3.104,0,0.540801556717398,0.224102136096818
3.106,0,0.532550624930213,0.220683361471438
3.108,0,0.524296589582096,0.217263300758467
3.11,0,0.516039509424607,0.213841978302473
3.112,0,0.50777944271621,0.210419418243701
3.114,0,0.49951644722814,0.206995644520506
3.116,0,0.491250580250239,0.203570680871767
3.118,0,0.482981900663008,0.200144551692336
3.12,0,0.474710463552902,0.196717279809995
3.122,0,0.466436324915404,0.193288888427103
3.124,0,0.458159540328573,0.189859400572989
3.126,0,0.449880164932499,0.186428839095477
3.128,0,0.441598253435688,0.18299722666353
3.13,0,0.433313860121485,0.179564585769909
3.132,0,0.425027038854472,0.176130938733827
3.134,0,0.416737843086887,0.172696307703599
3.136,0,0.408446325865016,0.169260714659299
3.138,0,0.400152539835617,0.165824181415412
3.14,0,0.391856538541437,0.162386730160732
3.142,0,0.383558373477531,0.158948382231559
3.144,0,0.375258095941733,0.155509158882868
3.146,0,0.366955757171138,0.152069081345173
3.148,0,0.358651408046794,0.14862817070144
3.15,0,0.350345099100578,0.145186447889934
3.152,0,0.342036880522046,0.141743933707061
3.154,0,0.333726802165304,0.13830064881021
3.156,0,0.325414913555866,0.134856613720597
3.158,0,0.317101263897521,0.13141184882611
3.16,0,0.308785902079187,0.127966374384148
3.162,0,0.300468877800429,0.124520210993251
3.164,0,0.292150239629376,0.121073378779213
3.166,0,0.283830035003284,0.117625897395286
3.168,0,0.275508311769097,0.114177786667738
3.17,0,0.267185117507067,0.110729066312374
3.172,0,0.258860499538155,0.107279755937608
3.174,0,0.250534504931462,0.103829875047541
3.176,0,0.242207180511635,0.100379443045033
3.178,0,0.233878572866294,0.0969284792347858
3.18,0,0.225548728353437,0.0934770028264074
3.182,0,0.21721769310887,0.0900250329374986
3.184,0,0.208885513053611,0.0865725885967206
3.186,0,0.200552233901321,0.0831196887468765
3.188,0,0.192217901165706,0.0796663522479812
3.19,0,0.183882560167949,0.0762125978803428
3.192,0,0.175546256044112,0.0727584443476321
3.194,0,0.167209033752568,0.0693039102799641
3.196,0,0.158870938081401,0.065849014236968
3.198,0,0.150532013655843,0.0623937747108681
3.2,0,0.14219230494567,0.0589382101295537
3.202,0,0.133851856272638,0.0554823388596608
3.204,0,0.125510711817884,0.0520261792096413
3.206,0,0.117168915388243,0.048569749330028
3.208,0,0.108826509751328,0.0451130669298128
3.21,0,0.100483539734795,0.0416561505979506
3.212,0,0.0921400489868029,0.0381990184218641
3.214,0,0.08379608104899,0.0347416884448963
3.216,0,0.0754516793637867,0.0312841786693413
3.218,0,0.0671068872817569,0.0278265070594881
3.22,0,0.0587617480689112,0.0243686915446513
3.222,0,0.0504163049140489,0.0209107500222157
3.224,0,0.0420706009360707,0.0174527003606663
3.226,0,0.0337246791913212,0.0139945604026327
3.228,0,0.0253785826809013,0.0105363479679201
3.23,0,0.0170323543580106,0.00707808085655267
3.232,0,0.00868603713526003,0.0036197768518051
3.234,0,0.00033967389201423,0.000161453723245825
3.236,0,-0.00800669251829597,-0.00329687077023153
3.238,0,-0.0163530192608311,-0.00675517887736468
3.24,0,-0.0246992635120306,-0.0102134528514914
3.242,0,-0.0330453824522702,-0.0136716749475061
3.244,0,-0.0413913332585496,-0.0171298274188284
3.246,0,-0.0497370730952408,-0.0205878925135719
3.248,0,-0.0580825431221308,-0.0240458458748856
3.25,0,-0.0664277130185856,-0.0275036749154064
3.252,0,-0.0747725395029972,-0.0309613616988332
3.254,0,-0.0831169792316837,-0.0344188882630992
3.256,0,-0.0914609887910018,-0.0378762366171036
3.258,0,-0.0998045246894283,-0.0413333887374298
3.26,0,-0.108147543349672,-0.0447903265650776
3.262,0,-0.116490001100757,-0.0482470320021811
3.264,0,-0.124831854170131,-0.0517034869087407
3.266,0,-0.133173058675754,-0.0551596730993419
3.268,0,-0.141513570618202,-0.0586155723398861
3.27,0,-0.149853345872755,-0.06207116634431
3.272,0,-0.158192340181508,-0.0655264367713167
3.274,0,-0.166530509145448,-0.0689813652210945
3.276,0,-0.174867808216576,-0.0724359332320484
3.278,0,-0.183204192689977,-0.0758901222775186
3.28,0,-0.191539617695942,-0.0793439137625123
3.282,0,-0.199874038192044,-0.0827972890204221
3.284,0,-0.208207408955252,-0.0862502293097575
3.286,0,-0.216539684574013,-0.089702715810864
3.288,0,-0.224870817364493,-0.0931547288260937
3.29,0,-0.233200762695142,-0.0966062498227232
3.292,0,-0.241529474864396,-0.100057259850889
3.294,0,-0.249856907570756,-0.103507739723726
3.296,0,-0.258183014281624,-0.106957670158656
3.298,0,-0.266507748225314,-0.110407031774077
3.3,0,-0.274831062383086,-0.113855805086069
3.302,0,-0.283152909481158,-0.117303970505085
3.304,0,-0.291473241982745,-0.120751508332651
3.306,0,-0.29979201208007,-0.12419839875806
3.308,0,-0.308109171686399,-0.127644621855074
3.31,0,-0.316424672428055,-0.131090157578617
3.312,0,-0.324738465636451,-0.134534985761474
3.314,0,-0.333050502340107,-0.137979086110987
3.316,0,-0.341360733256681,-0.141422438205757
3.318,0,-0.349669108784987,-0.14486502149233
3.32,0,-0.357975578997023,-0.148306815281908
3.322,0,-0.366280093629993,-0.151747798747035
3.324,0,-0.374582602078335,-0.155187950918301
3.326,0,-0.382883053385737,-0.158627250681035
3.328,0,-0.391181398884358,-0.162065677898387
3.33,0,-0.399477586269599,-0.165503210890226
3.332,0,-0.407771562365683,-0.168939827609989
3.334,0,-0.416063274822853,-0.172375506366934
3.336,0,-0.424352670905476,-0.175810225310563
3.338,0,-0.432639697484191,-0.179243962427377
3.34,0,-0.440924301028025,-0.182676695537607
3.342,0,-0.449206427596543,-0.186108402291971
3.344,0,-0.457486022831968,-0.189539060168404
3.346,0,-0.465763031951327,-0.192968646468816
3.348,0,-0.474037399738569,-0.19639713831582
3.35,0,-0.482309070536719,-0.199824512649493
3.352,0,-0.490577988239989,-0.203250746224102
3.354,0,-0.498844096285933,-0.206675815604862
3.356,0,-0.507107337647562,-0.210099697164673
3.358,0,-0.515367654825493,-0.213522367080865
3.36,0,-0.52362498984007,-0.216943801331939
3.362,0,-0.531879284223507,-0.220363975694316
3.364,0,-0.540130479012013,-0.223782865739077
3.366,0,-0.548378514737939,-0.227200446828708
3.368,0,-0.556623336717748,-0.23061669628297
3.37,0,-0.564864886184865,-0.234031589746967
3.372,0,-0.573103097516228,-0.237445100055136
3.374,0,-0.581337909393033,-0.240857201802542
3.376,0,-0.589569259966372,-0.244267869364735
3.378,0,-0.597797086849685,-0.247677076894626
3.38,0,-0.606021327111185,-0.25108479831935
3.382,0,-0.614241917266309,-0.254491007337141
3.384,0,-0.62245879327015,-0.257895677414192
3.386,0,-0.630671890509902,-0.261298781781536
3.388,0,-0.638881143797291,-0.264700293431903
3.39,0,-0.647086487361029,-0.268100185116599
3.392,0,-0.655287854839234,-0.271498429342368
3.394,0,-0.66348517927189,-0.274894998368265
3.396,0,-0.671678393093268,-0.27828986420252
3.398,0,-0.67986742812438,-0.281682998599416
3.4,0,-0.688052215565406,-0.285074373056146
3.402,0,-0.696232685988145,-0.288463958809694
3.404,0,-0.704408769328445,-0.291851726833695
3.406,0,-0.712580394878651,-0.295237647835308
3.408,0,-0.720747496736962,-0.298621694485984
3.41,0,-0.728910010846736,-0.302003840209406
3.412,0,-0.737067854888505,-0.305384050949865
3.414,0,-0.745220955885671,-0.30876229647315
3.416,0,-0.753369240200945,-0.312138546271357
3.418,0,-0.761512633529288,-0.315512769559966
3.42,0,-0.769651060890816,-0.318884935274901
3.422,0,-0.777784446623738,-0.3222550120696
3.424,0,-0.785912714377265,-0.325622968312081
3.426,0,-0.794035787104549,-0.328988772082011
3.428,0,-0.802153587055587,-0.332352391167767
3.43,0,-0.810266035770164,-0.335713793063511
3.432,0,-0.818373054070756,-0.339072944966251
3.434,0,-0.826474562055471,-0.34242981377291
3.436,0,-0.834570479090956,-0.345784366077391
3.438,0,-0.842660723805336,-0.34913656816765
3.44,0,-0.85074521408112,-0.352486386022754
3.442,0,-0.858823867048139,-0.355833785309953
3.444,0,-0.866896599076456,-0.359178731381749
3.446,0,-0.874963325769302,-0.362521189272957
3.448,0,-0.88302396601827,-0.365861125376668
3.45,0,-0.891078453892331,-0.369198512357816
3.452,0,-0.899126684297291,-0.372533306694906
3.454,0,-0.907168570279258,-0.37586547236281
3.456,0,-0.915204024113746,-0.379194973017124
3.458,0,-0.923232957299362,-0.382521771991549
3.46,0,-0.931255280551458,-0.385845832295261
3.462,0,-0.939270903795814,-0.38916711661029
3.464,0,-0.947279736162288,-0.392485587288889
3.466,0,-0.955281685978503,-0.395801206350916
3.468,0,-0.963276660763492,-0.399113935481198
3.47,0,-0.971264567221391,-0.40242373602692
3.472,0,-0.979245311235079,-0.405730568994984
3.474,0,-0.987218797859872,-0.409034395049398
3.476,0,-0.995184931317169,-0.412335174508637
3.478,0,-1.00314361498814,-0.415632867343032
3.48,0,-1.01109475140736,-0.41892743317213
3.482,0,-1.01903824225652,-0.42221883126208
3.484,0,-1.02697398835806,-0.425507020523002
3.486,0,-1.03490188966886,-0.428791959506364
3.488,0,-1.04282184527389,-0.432073606402352
3.49,0,-1.05073379355797,-0.435351935710441
3.492,0,-1.05863760021425,-0.438626891764911
3.494,0,-1.06653316232956,-0.441898431928405
3.496,0,-1.07442037633806,-0.445166513293288
3.498,0,-1.0822991378182,-0.448431092597366
3.5,0,-1.09016934148742,-0.451692126221712
3.502,0,-1.09803088119699,-0.454949570188507
3.504,0,-1.10588364992671,-0.458203380158865
3.506,0,-1.11372753977975,-0.461453511430674
3.508,0,-1.12156244197736,-0.464699918936419
3.51,0,-1.1293882468537,-0.467942557241021
3.512,0,-1.13720484385055,-0.471181380539668
3.514,0,-1.14501212151213,-0.474416342655648
3.516,0,-1.15280996747986,-0.477647397038178
3.518,0,-1.1605982684871,-0.480874496760246
3.52,0,-1.16837691035397,-0.484097594516431
3.522,0,-1.17614577798208,-0.487316642620744
3.524,0,-1.18390475534932,-0.490531593004459
3.526,0,-1.19165372550464,-0.493742397213945
3.528,0,-1.19939257056278,-0.496949006408498
3.53,0,-1.20712121704868,-0.500151390161359
3.532,0,-1.21483951974668,-0.503349488300411
