"time","bodyOfConstraint.body.w_a[1]","bodyOfConstraint.body.w_a[2]","bodyOfConstraint.body.w_a[3]"
0.144,0,-0.598125736606992,-0.247829829926985
0.146,0,-0.606349804528904,-0.251237434053882
0.148,0,-0.614570226569888,-0.254643527785346
0.15,0,-0.622786940243214,-0.258048085227356
0.152,0,-0.630999858431828,-0.261451070039018
0.154,0,-0.639208928866958,-0.264852460669692
0.156,0,-0.647414087127542,-0.268252230416365
0.158,0,-0.655615266717624,-0.271650351699556
0.16,0,-0.663812400572889,-0.275046796702543
0.162,0,-0.672005421060663,-0.278441537371363
0.164,0,-0.68019425997991,-0.281834545414815
0.166,0,-0.688378848561232,-0.285225792304457
0.168,0,-0.696559117466875,-0.288615249274605
0.17,0,-0.70473499679072,-0.292002887322338
0.172,0,-0.71290641605829,-0.295388677207493
0.174,0,-0.721073304475251,-0.298772589662263
0.176,0,-0.729235592060849,-0.302154596347164
0.178,0,-0.73739320546063,-0.305534666319377
0.18,0,-0.745546072031977,-0.308912769478594
0.182,0,-0.753694118570301,-0.312288875492655
0.184,0,-0.761837271309042,-0.31566295379755
0.186,0,-0.769975455919673,-0.319034973597419
0.188,0,-0.778108597511694,-0.322404903864552
0.19,0,-0.786236620632637,-0.325772713339389
0.192,0,-0.794359449268062,-0.329138370530519
0.194,0,-0.80247700684156,-0.33250184371468
0.196,0,-0.810589216214752,-0.335863100936763
0.198,0,-0.818695989670486,-0.339222105747524
0.2,0,-0.826797234374382,-0.342578819527553
0.202,0,-0.834892885830326,-0.345933215723011
0.204,0,-0.842982863288232,-0.349285260871061
0.206,0,-0.851067085362665,-0.35263492124579
0.208,0,-0.859145470032844,-0.355982162858213
0.21,0,-0.86721793464264,-0.359326951456273
0.212,0,-0.875284395900577,-0.362669252524838
0.214,0,-0.883344769879831,-0.366009031285703
0.216,0,-0.89139897201823,-0.36934625269759
0.218,0,-0.899446917118256,-0.372680881456147
0.22,0,-0.907488519347042,-0.376012881993951
0.222,0,-0.915523676256934,-0.379342211912802
0.224,0,-0.923552297520879,-0.382668833794243
0.226,0,-0.931574304712815,-0.385992715109298
0.228,0,-0.939589608209449,-0.389313818724884
0.23,0,-0.947598117688888,-0.392632107218845
0.232,0,-0.955599742130641,-0.395947542879957
0.234,0,-0.963594389815616,-0.399260087707926
0.236,0,-0.971581968326122,-0.402569703413385
0.238,0,-0.979562384545867,-0.405876351417898
0.24,0,-0.987535544659962,-0.409179992853959
0.242,0,-0.995501354154917,-0.41248058856499
0.244,0,-1.00345971781864,-0.415778099105343
0.246,0,-1.01141051953073,-0.41907247630472
0.248,0,-1.01935366998515,-0.422363683187728
0.25,0,-1.02728907574049,-0.425651681055381
0.252,0,-1.03521663766588,-0.428936428836429
0.254,0,-1.04313625587551,-0.432217885147042
0.256,0,-1.05104782972865,-0.435496008290801
0.258,0,-1.05895125782964,-0.438770756258709
0.26,0,-1.06684643802789,-0.44204208672918
0.262,0,-1.07473326741786,-0.445309957068047
0.264,0,-1.0826116423391,-0.448574324328558
0.266,0,-1.0904814583762,-0.451835145251376
0.268,0,-1.09834261035884,-0.455092376264584
0.27,0,-1.10619497150825,-0.458345964742725
0.272,0,-1.11403844940057,-0.461595872464394
0.274,0,-1.1218729359129,-0.464842054631627
0.276,0,-1.12969832196257,-0.468084466048026
0.278,0,-1.13751449766775,-0.471323061186058
0.28,0,-1.1453213523474,-0.474557794187063
0.282,0,-1.15311877452133,-0.477788618861246
0.284,0,-1.16090665191015,-0.481015488687682
0.286,0,-1.16868487143528,-0.484238356814316
0.288,0,-1.17645331921898,-0.48745717605796
0.29,0,-1.18421188058431,-0.490671898904293
0.292,0,-1.19196043797025,-0.493882476649034
0.294,0,-1.19969886675675,-0.49708885767818
0.296,0,-1.20742705601079,-0.50029099601384
0.298,0,-1.21514488713018,-0.503488842517074
0.3,0,-1.22285224064764,-0.506682347690654
0.302,0,-1.23054899622825,-0.509871461678016
0.304,0,-1.23823503266683,-0.5130561342622
0.306,0,-1.24591022788548,-0.516236314864803
0.308,0,-1.25357445893092,-0.519411952544922
0.31,0,-1.26122760197202,-0.5225829959981
0.312,0,-1.26886953229717,-0.525749393555277
0.314,0,-1.27650012431179,-0.528911093181729
0.316,0,-1.28411925288744,-0.53206804298754
0.318,0,-1.29172679203992,-0.535220190727277
0.32,0,-1.29932261213137,-0.5383674827411
0.322,0,-1.30690658423657,-0.541509865607008
0.324,0,-1.31447857855485,-0.54464728553976
0.326,0,-1.3220384644083,-0.547779688390126
0.328,0,-1.32958611023998,-0.550907019644121
0.33,0,-1.33712138361217,-0.554029224422254
0.332,0,-1.34464415120459,-0.557146247478768
0.334,0,-1.35215427881259,-0.560258033200879
0.336,0,-1.35965163134543,-0.563364525608027
0.338,0,-1.36713607282445,-0.566465668351111
0.34,0,-1.37460747082589,-0.569561406653918
0.342,0,-1.38206568784667,-0.57265168354016
0.344,0,-1.3895105834779,-0.575736440783278
0.346,0,-1.39694201865687,-0.57881562076449
0.348,0,-1.40435985346707,-0.581889165511475
0.35,0,-1.4117639471381,-0.584957016698333
0.352,0,-1.41915415804552,-0.588019115645548
0.354,0,-1.42653034371071,-0.591075403319944
0.356,0,-1.43389236080072,-0.594125820334646
0.358,0,-1.44124006512818,-0.59717030694904
0.36,0,-1.44857331165114,-0.600208803068731
0.362,0,-1.4558919544729,-0.603241248245505
0.364,0,-1.46319585392236,-0.606267584568799
0.366,0,-1.47048485941038,-0.609287749664581
0.368,0,-1.47775882187449,-0.612301681777559
0.37,0,-1.48501759256544,-0.615309319275638
0.372,0,-1.49226102192834,-0.618310600193025
0.374,0,-1.49948895960447,-0.621305462230965
0.376,0,-1.50670125443301,-0.624293842758468
0.378,0,-1.51389775445275,-0.627275678813033
0.38,0,-1.5210783069039,-0.630250907101387
0.382,0,-1.52824275822979,-0.633219464000204
0.384,0,-1.53539095407867,-0.636181285556841
0.386,0,-1.54252273964152,-0.639136307624714
0.388,0,-1.54963796573154,-0.642084468298714
0.39,0,-1.55673647113919,-0.645025700846764
0.392,0,-1.56381809879694,-0.64795994018537
0.394,0,-1.57088269089167,-0.650887120921691
0.396,0,-1.57793008886801,-0.653807177354913
0.398,0,-1.58496013343167,-0.65672004347761
0.4,0,-1.59197266455281,-0.659625652977112
0.402,0,-1.59896752146935,-0.662523939236872
0.404,0,-1.60594454269032,-0.66541483533783
0.406,0,-1.61290356599921,-0.668298274059784
0.408,0,-1.61984442845729,-0.67117418788275
0.41,0,-1.62676696810724,-0.674042509719008
0.412,0,-1.63367102503709,-0.676903173370275
0.414,0,-1.64055643066833,-0.679756108924236
0.416,0,-1.64742301965801,-0.68260124786936
0.418,0,-1.6542706259984,-0.685438521418653
0.42,0,-1.66109908302184,-0.688267860511711
0.422,0,-1.66790822340573,-0.691089195816757
0.424,0,-1.6746978791774,-0.693902457732686
0.426,0,-1.68146788171903,-0.69670757639111
0.428,0,-1.68821806177259,-0.699504481658399
0.43,0,-1.69494824944473,-0.702293103137723
0.432,0,-1.70165827421169,-0.705073370171099
0.434,0,-1.70834796882627,-0.70784521349335
0.436,0,-1.7150171640474,-0.710608563000847
0.438,0,-1.72166568445769,-0.71336334598082
0.44,0,-1.72829335762691,-0.716109490990695
0.442,0,-1.73490001056954,-0.718846926358342
0.444,0,-1.74148546975163,-0.721575580184941
0.446,0,-1.7480495610976,-0.724295380347848
0.448,0,-1.75459210999716,-0.727006254503456
0.45,0,-1.76111294131212,-0.72970813009006
0.452,0,-1.76761187938328,-0.732400934330722
0.454,0,-1.77408874803723,-0.735084594236132
0.456,0,-1.78054337059327,-0.737759036607478
0.458,0,-1.7869755764266,-0.740424190666204
0.46,0,-1.79338518710873,-0.743079982501103
0.462,0,-1.79977202262096,-0.745726337557922
0.464,0,-1.80613590496898,-0.748363182087752
0.466,0,-1.81247665574261,-0.750990442169403
0.468,0,-1.81879409612481,-0.753608043713138
0.47,0,-1.82508804690074,-0.756215912464411
0.472,0,-1.83135832846675,-0.758813974007603
0.474,0,-1.83760476083944,-0.761402153769753
0.476,0,-1.84382716366467,-0.763980377024303
0.478,0,-1.85002535622661,-0.766548568894825
0.48,0,-1.85619915745678,-0.769106654358763
0.482,0,-1.8623483943619,-0.771654561647658
0.484,0,-1.86847288081547,-0.774192213690934
0.486,0,-1.87457243457089,-0.776719534979747
0.488,0,-1.88064687386391,-0.779236450196367
0.49,0,-1.88669601667737,-0.781742883917644
0.492,0,-1.8927196807523,-0.784238760619579
0.494,0,-1.89871768359903,-0.78672400468189
0.496,0,-1.90468984250824,-0.78919854039258
0.498,0,-1.91063597456211,-0.791662291952505
0.5,0,-1.91655589664536,-0.794115183479945
0.502,0,-1.92244942545638,-0.796557139015165
0.504,0,-1.92831637837281,-0.798988082891017
0.506,0,-1.93415657884534,-0.801407942043144
0.508,0,-1.93996983818982,-0.803816638210556
0.51,0,-1.94575597299273,-0.806214095390985
0.512,0,-1.95151479975717,-0.80860023754733
0.514,0,-1.95724613491576,-0.810974988613021
0.516,0,-1.96294979484366,-0.813338272497379
0.518,0,-1.96862559587143,-0.815690013090971
0.52,0,-1.97427335429801,-0.818030134270975
0.522,0,-1.97989288640367,-0.820358559906538
0.524,0,-1.98548400846292,-0.822675213864134
0.526,0,-1.9910465367575,-0.824980020012926
0.528,0,-1.99658028994848,-0.827272903245394
0.53,0,-2.00208508855183,-0.829553789251402
0.532,0,-2.0075607454003,-0.831822600413406
0.534,0,-2.01300707743748,-0.834079260881654
0.536,0,-2.01842390172414,-0.836323694855367
0.538,0,-2.02381103545292,-0.838555826588853
0.54,0,-2.02916829596307,-0.840775580397621
0.542,0,-2.03449550075506,-0.842982880664488
0.544,0,-2.03979246750534,-0.845177651845698
0.546,0,-2.045059014081,-0.847359818477027
0.548,0,-2.05029495855446,-0.849529305179901
0.55,0,-2.05550011921817,-0.851686036667503
0.552,0,-2.06067431840838,-0.853829939293457
0.554,0,-2.0658173762708,-0.855960938527253
0.556,0,-2.07092910959754,-0.858078958483444
0.558,0,-2.07600933819368,-0.860183924500046
0.56,0,-2.08105788220099,-0.862275762054892
0.562,0,-2.08607456211427,-0.864354396772419
0.564,0,-2.09105919879768,-0.866419754430448
0.566,0,-2.09601161350113,-0.868471760966964
0.568,0,-2.10093162787655,-0.870510342486902
0.57,0,-2.10581906399431,-0.872535425268927
0.572,0,-2.11067374435952,-0.874546935772216
0.574,0,-2.11549549192839,-0.876544800643241
0.576,0,-2.12028413473695,-0.87852894854256
0.578,0,-2.12503949549849,-0.88049930604038
0.58,0,-2.12976139774401,-0.882455800039867
0.582,0,-2.13444966681259,-0.884398358168267
0.584,0,-2.1391041286127,-0.886326908288454
0.586,0,-2.14372460963988,-0.888241378506262
0.588,0,-2.14831093699453,-0.89014169717781
0.59,0,-2.15286293839961,-0.892027792916836
0.592,0,-2.15738044221838,-0.893899594602025
0.594,0,-2.16186327747211,-0.895757031384338
0.596,0,-2.16631127385788,-0.897600032694345
0.598,0,-2.17072426176622,-0.899428528249553
0.6,0,-2.17510207654569,-0.90124244985992
0.602,0,-2.17944454745188,-0.90304172674843
0.604,0,-2.18375150721153,-0.904826289600607
0.606,0,-2.18802278945953,-0.906596069479072
0.608,0,-2.19225822863846,-0.908350997780848
0.61,0,-2.19645766001728,-0.910091006245095
0.612,0,-2.20062091971007,-0.911816026960852
0.614,0,-2.20474784469467,-0.913525992374766
0.616,0,-2.20883827283141,-0.91522083529884
0.618,0,-2.21289204288181,-0.916900488918161
0.62,0,-2.21690899452723,-0.918564886798644
0.622,0,-2.22088896874827,-0.920213963068513
0.624,0,-2.224831808838,-0.921847652905189
0.626,0,-2.22873735611117,-0.923465890466865
0.628,0,-2.23260545425822,-0.925068610988842
0.63,0,-2.23643594799585,-0.926655750132159
0.632,0,-2.24022868308623,-0.928227243991571
0.634,0,-2.24398350635618,-0.929783029103527
0.636,0,-2.24770026571638,-0.931323042454152
0.638,0,-2.25137881018055,-0.93284722148722
0.64,0,-2.25501898988469,-0.93435550411214
0.642,0,-2.25862065610621,-0.935847828711931
0.644,0,-2.26218366128319,-0.937324134151202
0.646,0,-2.26570785910731,-0.938784359850024
0.648,0,-2.26919310448362,-0.940228445738784
0.65,0,-2.2726392533639,-0.941656332100278
0.652,0,-2.2760461630339,-0.94306795981701
0.654,0,-2.27941369203717,-0.944463270294023
0.656,0,-2.28274170019431,-0.945842205466915
0.658,0,-2.28603004862221,-0.947204707809863
0.66,0,-2.28927859975329,-0.948550720343641
0.662,0,-2.29248721735473,-0.949880186643638
0.664,0,-2.29565576654773,-0.951193050847878
0.666,0,-2.29878411382674,-0.952489257665042
0.668,0,-2.30187212707871,-0.953768752382485
0.67,0,-2.30491967440687,-0.955031480421971
0.672,0,-2.3079266263845,-0.956277388193097
0.674,0,-2.31089285572031,-0.957506422967433
0.676,0,-2.31381823592784,-0.958718532375844
0.678,0,-2.31670264199729,-0.959913664663408
0.68,0,-2.31954595041429,-0.961091768697265
0.682,0,-2.32234803917869,-0.962252793974458
0.684,0,-2.32510878782336,-0.963396690629783
0.686,0,-2.32782807743294,-0.964523409443629
0.688,0,-2.33050579066263,-0.965632901849831
0.69,0,-2.333141811757,-0.966725119943507
0.692,0,-2.33573602656873,-0.96780001648891
0.694,0,-2.33828831881291,-0.968857543573063
0.696,0,-2.34079857904812,-0.969897655837617
0.698,0,-2.34326669848241,-0.970920308251765
0.7,0,-2.34569256927781,-0.971925456222865
0.702,0,-2.34807608527107,-0.972913055856811
0.704,0,-2.35041714199141,-0.973883063965509
0.706,0,-2.35271563667829,-0.97483543807435
0.708,0,-2.35497146829914,-0.975770136429678
0.71,0,-2.35718453756712,-0.97668711800627
0.712,0,-2.35935474695885,-0.977586342514807
0.714,0,-2.36148200073216,-0.978467770409347
0.716,0,-2.36356620474965,-0.979331362828953
0.718,0,-2.36560725976163,-0.980177079321983
0.72,0,-2.36760508014923,-0.981004884201735
0.722,0,-2.36955957701757,-0.981814740816244
0.724,0,-2.37147066330022,-0.982606613280206
0.726,0,-2.37333825377528,-0.983380466481902
0.728,0,-2.37516226508151,-0.984136266090125
0.73,0,-2.37694261573448,-0.9848739785611
0.732,0,-2.37867922614266,-0.985593571145408
0.734,0,-2.38037201862359,-0.986295011894912
0.736,0,-2.38202091741995,-0.986978269669675
0.738,0,-2.38362584871574,-0.987643314144889
0.74,0,-2.38518673891754,-0.988290111790773
0.742,0,-2.38670351284703,-0.988918621646353
0.744,0,-2.38817610665236,-0.98952882525987
0.746,0,-2.38960445393835,-0.990120694462687
0.748,0,-2.39098849028614,-0.990694201829931
0.75,0,-2.39232815326744,-0.991249320683311
0.752,0,-2.39362338245899,-0.991786025093934
0.754,0,-2.39487411945681,-0.992304289885127
0.756,0,-2.39608030789065,-0.992804090635253
0.758,0,-2.39724188992633,-0.99328540784651
0.76,0,-2.39835880986756,-0.993748222692236
0.762,0,-2.39943102036112,-0.994192509675996
0.764,0,-2.40045847252705,-0.994618248359273
0.766,0,-2.40144111951202,-0.99502541916619
0.768,0,-2.40237891650037,-0.995414003390289
0.77,0,-2.40327182072513,-0.995783983201312
0.772,0,-2.40411979147902,-0.996135341651969
0.774,0,-2.40492279012549,-0.99646806268472
0.776,0,-2.40568077796061,-0.996782132500497
0.778,0,-2.40639372020054,-0.997077537045511
0.78,0,-2.40706158509214,-0.997354262588645
0.782,0,-2.40768434201201,-0.997612296939901
0.784,0,-2.40826196242178,-0.997851628858744
0.786,0,-2.40879441987733,-0.998072248062053
0.788,0,-2.40928169003794,-0.998274145232068
0.79,0,-2.40972375067545,-0.998457312024339
0.792,0,-2.4101205801624,-0.998621735106818
0.794,0,-2.41047216053682,-0.998767408158627
0.796,0,-2.41077847615692,-0.998894326562774
0.798,0,-2.41103951304677,-0.99900248481047
0.8,0,-2.411255259355,-0.999091878273194
0.802,0,-2.41142570536237,-0.999162503204082
0.804,0,-2.41155084348917,-0.999214356739304
0.806,0,-2.41163066830281,-0.999247436899446
0.808,0,-2.41166517375808,-0.999261739163962
0.81,0,-2.41165435919875,-0.999257263895777
0.812,0,-2.41159822574608,-0.999234011860781
0.814,0,-2.41149677611898,-0.999191983997303
0.816,0,-2.41135001515847,-0.999131182057585
0.818,0,-2.41115794983181,-0.999051608605131
0.82,0,-2.41092058923684,-0.998953267012046
0.822,0,-2.41063794266501,-0.998836162564092
0.824,0,-2.4103100231146,-0.998700300455657
0.826,0,-2.40993684635741,-0.998545686322059
0.828,0,-2.40951842954985,-0.99837232703196
0.83,0,-2.40905479193403,-0.998180230286984
0.832,0,-2.40854595483845,-0.997969404621143
0.834,0,-2.40799194167849,-0.997739859400271
0.836,0,-2.40739277748663,-0.997491606000864
0.838,0,-2.40674848954001,-0.997224656237504
0.84,0,-2.406059107664,-0.996939021602781
0.842,0,-2.40532466346308,-0.99663471519636
0.844,0,-2.40454519060915,-0.996311751003074
0.846,0,-2.40372072484082,-0.995970143895602
0.848,0,-2.40285130388517,-0.99560990957346
0.85,0,-2.40193696696913,-0.995231064164895
0.852,0,-2.4009777562674,-0.994833625419561
0.854,0,-2.3999737156402,-0.994417611674874
0.856,0,-2.39892489099028,-0.993983042152577
0.858,0,-2.39783133026093,-0.993529936960365
0.86,0,-2.39669308343399,-0.993058317093504
0.862,0,-2.39551020153982,-0.992568202659121
0.864,0,-2.39428273845678,-0.9920596161185
0.866,0,-2.39301075027428,-0.991532581146456
0.868,0,-2.39169429478701,-0.990987121726827
0.87,0,-2.39033343177087,-0.990423262653973
0.872,0,-2.38892822297799,-0.989841029529064
0.874,0,-2.38747873188761,-0.989240448623991
0.876,0,-2.38598502351357,-0.988621546775935
0.878,0,-2.38444716573051,-0.98798435210553
0.88,0,-2.38286522794017,-0.987328893292603
0.882,0,-2.38123928146381,-0.986655199787964
0.884,0,-2.37956939953514,-0.985963301808569
0.886,0,-2.37785565729331,-0.985253230332678
0.888,0,-2.37609813246693,-0.984525018041781
0.89,0,-2.37429690386121,-0.983778697252875
0.892,0,-2.37245205238494,-0.983014301330213
0.894,0,-2.37056366091217,-0.982231864500589
0.896,0,-2.36863181421442,-0.981431421765355
0.898,0,-2.36665659841982,-0.980613008775885
0.9,0,-2.36463809658592,-0.979776660823326
0.902,0,-2.36257640076212,-0.978922415586543
0.904,0,-2.36047160184693,-0.978050310819202
0.906,0,-2.35832379237672,-0.977160384984111
0.908,0,-2.35613306650427,-0.976252677247093
0.91,0,-2.3538995223261,-0.97532722813999
0.912,0,-2.35162326283723,-0.974384079832658
0.914,0,-2.34930438559529,-0.973423273188321
0.916,0,-2.34694299314227,-0.972444850732615
0.918,0,-2.34453918988535,-0.971448855764954
0.92,0,-2.34209308173456,-0.970435332175405
0.922,0,-2.33960477386076,-0.969404323315852
0.924,0,-2.33707437690746,-0.968355875124669
0.926,0,-2.33450200182823,-0.967290033528395
0.928,0,-2.33188776128889,-0.966206845146459
0.93,0,-2.32923176965828,-0.965106357285732
0.932,0,-2.32653413931205,-0.963988616689611
0.934,0,-2.32379498848785,-0.962853672189253
0.936,0,-2.32101443559912,-0.961701572780405
0.938,0,-2.31819260037908,-0.960532368007528
0.94,0,-2.3153296039845,-0.959346107996552
0.942,0,-2.31242556979086,-0.958142843956167
0.944,0,-2.30948062195439,-0.956922627285864
0.946,0,-2.30649488590289,-0.955685509887389
0.948,0,-2.30346848863022,-0.954431544353646
0.95,0,-2.3004015584945,-0.953160783848061
0.952,0,-2.2972942260873,-0.951873282468203
0.954,0,-2.29414662329717,-0.950569094855877
0.956,0,-2.29095888249728,-0.949248275858934
0.958,0,-2.28773113791805,-0.947910881105079
0.96,0,-2.28446352516387,-0.946556966801065
0.962,0,-2.28115618116771,-0.945186589672267
0.964,0,-2.2778092441661,-0.943799806936623
0.966,0,-2.27442285382093,-0.942396676526537
0.968,0,-2.27099715107454,-0.940977256860452
0.97,0,-2.26753227817603,-0.939541606903431
0.972,0,-2.26402837853433,-0.938089786092081
0.974,0,-2.26048559601839,-0.936621853971116
0.976,0,-2.25690407688051,-0.93513787119784
0.978,0,-2.25328396812941,-0.933637898695252
0.98,0,-2.24962541795265,-0.932121997873872
0.982,0,-2.24592857569889,-0.930590230623991
0.984,0,-2.24219359133268,-0.929042659101529
0.984,0,-2.24219359133268,-0.929042659101529
0.986,0,-2.23842062321637,-0.927479349039786
0.988,0,-2.23460985766874,-0.925900378053683
0.99,0,-2.2307614314033,-0.924305803025913
0.99,0,-2.2307614314033,-0.924305803025913
0.990077868890085,0,-2.23061083227924,-0.924243403090783
0.990077868890085,0,-2.23061083227924,-0.924243403090783
0.992,0,-2.22687541181784,-0.922695651766604
0.994,0,-2.22295205923515,-0.921070032070511
0.996,0,-2.21899151458137,-0.919429002646772
0.998,0,-2.21499393335811,-0.917772628380818
1,0,-2.21095963664757,-0.916101044381737
1.002,0,-2.20688856222907,-0.914414224491288
1.004,0,-2.20278098069608,-0.912712280911619
1.006,0,-2.19863691532068,-0.910995223292534
1.008,0,-2.19445658699291,-0.909263143486156
1.01,0,-2.1902402120736,-0.907516131402394
1.012,0,-2.18598783960152,-0.905754207396744
1.014,0,-2.181699805225,-0.903977510908397
1.016,0,-2.17737604692752,-0.902186016147531
1.018,0,-2.1730170115055,-0.900379908615386
1.02,0,-2.16862252430126,-0.898559115740526
1.022,0,-2.16419296843199,-0.896723795304753
1.024,0,-2.15972839211275,-0.894873967164804
1.026,0,-2.1552290292109,-0.89300972650408
1.028,0,-2.15069504807332,-0.891131142298705
1.03,0,-2.14612663316256,-0.889238291025185
1.032,0,-2.14152397137462,-0.887331249893116
1.034,0,-2.13688723762233,-0.88541009116517
1.036,0,-2.13221660563223,-0.883474886954943
1.038,0,-2.12751225284084,-0.881525710599227
1.04,0,-2.12277434724194,-0.879562631826563
1.042,0,-2.11800306561853,-0.877585723795337
1.044,0,-2.11319858207,-0.875595058616695
1.046,0,-2.10836107152191,-0.873590708758541
1.048,0,-2.10349072121912,-0.871572752008493
1.05,0,-2.09858770120907,-0.869541258727989
1.052,0,-2.09365218770612,-0.867496301941466
1.054,0,-2.08868435692463,-0.865437954673357
1.056,0,-2.08368439298231,-0.863366293117717
1.058,0,-2.0786524728101,-0.861281390586365
1.06,0,-2.07358877204851,-0.859183319873593
1.062,0,-2.06849346823509,-0.857072154534503
1.064,0,-2.06336674431032,-0.85494797034823
1.066,0,-2.05820878623135,-0.852810844335686
1.068,0,-2.0530197680503,-0.850660848617237
1.07,0,-2.04779986910267,-0.848498057488077
1.072,0,-2.04254926962324,-0.846322545611756
1.074,0,-2.03726816164984,-0.84413439248627
1.076,0,-2.03195671963767,-0.841933670407879
1.078,0,-2.02661512453192,-0.839720454331096
1.08,0,-2.02124355727774,-0.837494819210431
1.082,0,-2.01584220392944,-0.835256842183952
1.084,0,-2.01041124696324,-0.83300659886051
1.086,0,-2.00495086813304,-0.830744164540263
1.088,0,-1.99946125054099,-0.828469615099569
1.09,0,-1.99394257739311,-0.826183026444484
1.092,0,-1.988395032021,-0.82388447452225
1.094,0,-1.98281879828878,-0.82157403553723
1.096,0,-1.97721406016717,-0.81925178572491
1.098,0,-1.97158100162061,-0.816917801321195
1.1,0,-1.96591980366077,-0.814572157359184
1.102,0,-1.96023065157142,-0.812214930619522
1.104,0,-1.95451372926634,-0.809846197326394
1.106,0,-1.94876922076985,-0.807466033752101
1.108,0,-1.94299730803559,-0.805074515263727
1.11,0,-1.93719817468941,-0.802671717959033
1.112,0,-1.93137200473457,-0.800257718100574
1.114,0,-1.92551898172524,-0.797832591754415
1.116,0,-1.91963928855221,-0.795396414696157
1.118,0,-1.91373310757722,-0.792949262469708
1.12,0,-1.90780062247353,-0.79049121119268
1.122,0,-1.90184201627872,-0.788022336704331
1.124,0,-1.8958574717984,-0.785542714747351
1.126,0,-1.88984716962755,-0.783052420160219
1.128,0,-1.88381129304596,-0.780551528875379
1.13,0,-1.87775002418492,-0.778040116354597
1.132,0,-1.87166354503446,-0.77551825800008
1.134,0,-1.86555203744332,-0.772986029154483
1.136,0,-1.85941568311898,-0.770443505100903
1.138,0,-1.85325466362766,-0.767890761062881
1.14,0,-1.8470691603943,-0.765327872204403
1.142,0,-1.8408593528526,-0.762754912954803
1.144,0,-1.83462542001882,-0.760171957583073
