"time","firstOrderHold.c","firstOrderHold.firstTrigger","firstOrderHold.pre_uSample","firstOrderHold.tSample","firstOrderHold.uSample","zeroOrderHold.firstTrigger","zeroOrderHold.ySample"
0.0156,0,1,0.5,0,0.5,1,0.5
0.016,0,1,0.5,0,0.5,1,0.5
0.0164,0,1,0.5,0,0.5,1,0.5
0.0168,0,1,0.5,0,0.5,1,0.5
0.0172,0,1,0.5,0,0.5,1,0.5
0.0176,0,1,0.5,0,0.5,1,0.5
0.018,0,1,0.5,0,0.5,1,0.5
0.0184,0,1,0.5,0,0.5,1,0.5
0.0188,0,1,0.5,0,0.5,1,0.5
0.0192,0,1,0.5,0,0.5,1,0.5
0.0196,0,1,0.5,0,0.5,1,0.5
0.02,0,1,0.5,0,0.5,1,0.5
0.0204,0,1,0.5,0,0.5,1,0.5
0.0208,0,1,0.5,0,0.5,1,0.5
0.0212,0,1,0.5,0,0.5,1,0.5
0.0216,0,1,0.5,0,0.5,1,0.5
0.022,0,1,0.5,0,0.5,1,0.5
0.0224,0,1,0.5,0,0.5,1,0.5
0.0228,0,1,0.5,0,0.5,1,0.5
0.0232,0,1,0.5,0,0.5,1,0.5
0.0236,0,1,0.5,0,0.5,1,0.5
0.024,0,1,0.5,0,0.5,1,0.5
0.0244,0,1,0.5,0,0.5,1,0.5
0.0248,0,1,0.5,0,0.5,1,0.5
0.0252,0,1,0.5,0,0.5,1,0.5
0.0256,0,1,0.5,0,0.5,1,0.5
0.026,0,1,0.5,0,0.5,1,0.5
0.0264,0,1,0.5,0,0.5,1,0.5
0.0268,0,1,0.5,0,0.5,1,0.5
0.0272,0,1,0.5,0,0.5,1,0.5
0.0276,0,1,0.5,0,0.5,1,0.5
0.028,0,1,0.5,0,0.5,1,0.5
0.0284,0,1,0.5,0,0.5,1,0.5
0.0288,0,1,0.5,0,0.5,1,0.5
0.0292,0,1,0.5,0,0.5,1,0.5
0.0296,0,1,0.5,0,0.5,1,0.5
0.03,0,1,0.5,0,0.5,1,0.5
0.0304,0,1,0.5,0,0.5,1,0.5
0.0308,0,1,0.5,0,0.5,1,0.5
0.0312,0,1,0.5,0,0.5,1,0.5
0.0316,0,1,0.5,0,0.5,1,0.5
0.032,0,1,0.5,0,0.5,1,0.5
0.0324,0,1,0.5,0,0.5,1,0.5
0.0328,0,1,0.5,0,0.5,1,0.5
0.0332,0,1,0.5,0,0.5,1,0.5
0.0336,0,1,0.5,0,0.5,1,0.5
0.034,0,1,0.5,0,0.5,1,0.5
0.0344,0,1,0.5,0,0.5,1,0.5
0.0348,0,1,0.5,0,0.5,1,0.5
0.0352,0,1,0.5,0,0.5,1,0.5
0.0356,0,1,0.5,0,0.5,1,0.5
0.036,0,1,0.5,0,0.5,1,0.5
0.0364,0,1,0.5,0,0.5,1,0.5
0.0368,0,1,0.5,0,0.5,1,0.5
0.0372,0,1,0.5,0,0.5,1,0.5
0.0376,0,1,0.5,0,0.5,1,0.5
0.038,0,1,0.5,0,0.5,1,0.5
0.0384,0,1,0.5,0,0.5,1,0.5
0.0388,0,1,0.5,0,0.5,1,0.5
0.0392,0,1,0.5,0,0.5,1,0.5
0.0396,0,1,0.5,0,0.5,1,0.5
0.04,0,1,0.5,0,0.5,1,0.5
0.0404,0,1,0.5,0,0.5,1,0.5
0.0408,0,1,0.5,0,0.5,1,0.5
0.0412,0,1,0.5,0,0.5,1,0.5
0.0416,0,1,0.5,0,0.5,1,0.5
0.042,0,1,0.5,0,0.5,1,0.5
0.0424,0,1,0.5,0,0.5,1,0.5
0.0428,0,1,0.5,0,0.5,1,0.5
0.0432,0,1,0.5,0,0.5,1,0.5
0.0436,0,1,0.5,0,0.5,1,0.5
0.044,0,1,0.5,0,0.5,1,0.5
0.0444,0,1,0.5,0,0.5,1,0.5
0.0448,0,1,0.5,0,0.5,1,0.5
0.0452,0,1,0.5,0,0.5,1,0.5
0.0456,0,1,0.5,0,0.5,1,0.5
0.046,0,1,0.5,0,0.5,1,0.5
0.0464,0,1,0.5,0,0.5,1,0.5
0.0468,0,1,0.5,0,0.5,1,0.5
0.0472,0,1,0.5,0,0.5,1,0.5
0.0476,0,1,0.5,0,0.5,1,0.5
0.048,0,1,0.5,0,0.5,1,0.5
0.0484,0,1,0.5,0,0.5,1,0.5
0.0488,0,1,0.5,0,0.5,1,0.5
0.0492,0,1,0.5,0,0.5,1,0.5
0.0496,0,1,0.5,0,0.5,1,0.5
0.05,0,1,0.5,0,0.5,1,0.5
0.05,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0504,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0508,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0512,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0516,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.052,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0524,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0528,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0532,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0536,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.054,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0544,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0548,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0552,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0556,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.056,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0564,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0568,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0572,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0576,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.058,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0584,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0588,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0592,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0596,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.06,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0604,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0608,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0612,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0616,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.062,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0624,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0628,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0632,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0636,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.064,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0644,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0648,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0652,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0656,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.066,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0664,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0668,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0672,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0676,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.068,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0684,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0688,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0692,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0696,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.07,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0704,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0708,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0712,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0716,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.072,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0724,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0728,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0732,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0736,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.074,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0744,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0748,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0752,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0756,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.076,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0764,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0768,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0772,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0776,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.078,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0784,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0788,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0792,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0796,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.08,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0804,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0808,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0812,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0816,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.082,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0824,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0828,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0832,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0836,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.084,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0844,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0848,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0852,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0856,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.086,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0864,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0868,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0872,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0876,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.088,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0884,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0888,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0892,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0896,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.09,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0904,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0908,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0912,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0916,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.092,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0924,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0928,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0932,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0936,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.094,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0944,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0948,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0952,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0956,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.096,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0964,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0968,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0972,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0976,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.098,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0984,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0988,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0992,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.0996,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.1,6.18033988749895,0,0.5,0.05,0.809016994374947,0,0.809016994374947
0.1,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1004,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1008,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1012,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1016,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.102,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1024,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1028,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1032,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1036,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.104,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1044,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1048,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1052,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1056,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.106,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1064,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1068,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1072,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1076,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.108,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1084,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1088,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1092,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1096,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.11,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1104,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1108,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1112,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1116,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.112,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1124,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1128,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1132,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1136,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.114,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1144,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1148,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1152,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1156,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.116,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1164,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1168,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1172,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1176,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.118,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1184,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1188,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1192,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1196,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.12,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1204,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1208,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1212,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1216,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.122,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1224,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1228,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1232,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1236,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.124,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1244,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1248,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1252,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1256,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.126,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1264,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1268,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1272,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1276,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.128,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1284,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1288,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1292,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1296,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.13,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1304,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1308,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1312,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1316,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.132,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1324,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1328,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1332,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1336,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.134,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1344,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1348,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1352,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1356,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.136,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1364,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1368,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1372,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1376,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.138,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1384,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1388,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1392,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1396,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.14,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1404,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1408,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1412,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1416,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.142,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1424,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1428,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1432,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1436,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.144,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1444,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1448,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1452,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1456,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.146,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1464,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1468,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1472,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1476,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.148,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1484,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
0.1488,5.57536515835051,0,0.809016994374947,0.1,1.08778525229247,0,1.08778525229247
