"time","heatCapacitor.T","innerPipe.T","outerPipe.T","pipe1.T"
0.087,302.789748271846,293.868834075997,293.285720839011,296.146450001964
0.0875,302.823260568853,293.877324888793,293.287968005265,296.168271757598
0.088,302.85665631246,293.885850963114,293.290235131598,296.190085277581
0.0885,302.889936516162,293.894411996644,293.292522190612,296.211890283583
0.089,302.923102173263,293.903007687501,293.294829153269,296.23368650852
0.0895,302.956154256874,293.91163773424,293.297155988902,296.255473696562
0.09,302.989093719914,293.92030183585,293.299502665208,296.277251603126
0.0905,303.021921495108,293.928999691756,293.301869148248,296.299019994882
0.091,303.054638494991,293.937731001818,293.304255402453,296.320778649749
0.0915,303.087246428061,293.946495564588,293.306661444937,296.342526817538
0.092,303.119747581295,293.955293251128,293.309087331026,296.364263363681
0.0925,303.152141403208,293.964123593644,293.311532926841,296.385989027313
0.093,303.184428838213,293.972986307301,293.313998197773,296.40770355691
0.0935,303.216610818755,293.981881108688,293.316483108124,296.429406706765
0.094,303.248688265562,293.990807715849,293.318987621131,296.451098236819
0.0945,303.280662087908,293.999765848317,293.321511698975,296.47277791249
0.095,303.312533183869,294.008755227144,293.324055302803,296.4944455045
0.0955,303.344302440584,294.017775574928,293.326618392742,296.516100788709
0.096,303.375970734509,294.026826615851,293.329200927922,296.537743545937
0.0965,303.407538931681,294.035908075705,293.331802866486,296.559373561802
0.097,303.439007887972,294.045019681926,293.334424165612,296.580990626543
0.0975,303.470378449349,294.054161163623,293.337064781528,296.602594534849
0.098,303.501651452133,294.063332251609,293.339724669531,296.624185085693
0.0985,303.532827723256,294.072532678435,293.342403784002,296.645762082157
0.099,303.563908080521,294.081762178419,293.345102078425,296.667325331263
0.0995,303.594893332859,294.091020487676,293.347819505403,296.688874643802
0.1,303.625784280588,294.100307344152,293.350556016677,296.710409834163
0.1005,303.656581715672,294.109622487652,293.35331156314,296.731930720162
0.101,303.687286421977,294.118965659875,293.356086094858,296.753437122873
0.1015,303.717899175535,294.128336604439,293.358879561084,296.774928866453
0.102,303.748420744795,294.137735066921,293.361691910277,296.796405777978
0.1025,303.778851890886,294.147160794878,293.364523090119,296.817867687265
0.103,303.809193367875,294.156613537886,293.367373047532,296.839314426705
0.1035,303.839445923025,294.166093047568,293.370241728693,296.860745831093
0.104,303.869610297053,294.175599077624,293.373129079058,296.882161737456
0.1045,303.899687224387,294.185131383865,293.376035043369,296.90356198488
0.105,303.929677433429,294.194689724241,293.37895956568,296.924946414345
0.1055,303.959581646809,294.204273858875,293.381902589371,296.946314868546
0.106,303.989400581644,294.213883550092,293.384864057164,296.967667191732
0.1065,304.019134264371,294.223518302568,293.38784395949,296.989003779466
0.107,304.04878381202,294.233178038641,293.390842208878,297.010324149497
0.1075,304.078350043652,294.242862571767,293.393858737934,297.031628055875
0.108,304.107833642727,294.25257166801,293.396893487926,297.052915358725
0.1085,304.137235287764,294.262305095522,293.399946399603,297.074185919441
0.109,304.166555652587,294.272062624564,293.40301741321,297.095439600533
0.1095,304.195795406561,294.281844027533,293.406106468511,297.116676265468
0.11,304.224955214843,294.291649078987,293.409213504801,297.137895778511
0.1105,304.254035738617,294.301477555669,293.412338460933,297.159098004568
0.111,304.283037635337,294.311329236533,293.415481275328,297.18028280903
0.1115,304.311961558973,294.321203902766,293.418641885998,297.201450057611
0.112,304.340808160249,294.331101337817,293.421820230565,297.222599616197
0.1125,304.369578086887,294.34102132742,293.425016246274,297.243731350682
0.113,304.398271983849,294.35096365962,293.428229870019,297.264845126813
0.1135,304.42689049358,294.360928124794,293.431461038354,297.285940810032
0.114,304.455434256247,294.370914515681,293.434709687516,297.30701826532
0.1145,304.483903909983,294.380922627405,293.437975753442,297.328077357035
0.115,304.512300091133,294.390952257499,293.441259171787,297.34911794876
0.1155,304.540623434487,294.401003205931,293.444559877945,297.37013990314
0.116,304.568874573531,294.411075275129,293.447877807061,297.391143081728
0.1165,304.597054140685,294.421168270004,293.451212894056,297.412127344825
0.117,304.625162767544,294.431281997977,293.454565073642,297.433092551324
0.1175,304.653201085125,294.441416269005,293.457934280342,297.454038558552
0.118,304.681169724102,294.451570895603,293.461320448507,297.47496522211
0.1185,304.709069315055,294.46174569287,293.464723512333,297.495872395719
0.119,304.736900488707,294.471940478515,293.468143405884,297.516759931061
0.1195,304.764661344702,294.482154532051,293.47157999261,297.537629490729
0.12,304.792347785422,294.492386666089,293.475033074657,297.558484309157
0.1205,304.819966141336,294.502637923618,293.478502744464,297.57932014999
0.121,304.847516918331,294.512908105721,293.481988932181,297.600136946735
0.1215,304.875000617883,294.523197014983,293.485491567748,297.620934634203
0.122,304.902417737182,294.533504455491,293.489010580922,297.64171314843
0.1225,304.929768769258,294.543830232832,293.492545901282,297.662472426611
0.123,304.957054203111,294.554174154098,293.496097458251,297.683212407013
0.1235,304.984274523831,294.564536027881,293.499665181108,297.703933028911
0.124,305.011430212735,294.574915664279,293.503248999005,297.724634232506
0.1245,305.038521747483,294.585312874891,293.50684884098,297.745315958851
0.125,305.065549602215,294.59572747282,293.510464635974,297.765978149777
0.1255,305.092514247669,294.606159272674,293.514096312844,297.786620747818
0.126,305.119416151316,294.616608090563,293.517743800381,297.807243696135
0.1265,305.14625577748,294.627073744104,293.521407027323,297.827846938439
0.127,305.173033587467,294.637556052417,293.525085922371,297.848430418922
0.1275,305.199750039697,294.648054836129,293.528780414203,297.868994082173
0.128,305.226405589822,294.65856991737,293.532490431491,297.889537873111
0.1285,305.253000690859,294.669101119778,293.536215902915,297.910061736906
0.129,305.279535793315,294.679648268497,293.539956757178,297.930565618902
0.1295,305.306011345316,294.690211190175,293.543712923022,297.951049464547
0.13,305.33242779273,294.700789712969,293.547484329243,297.971513219313
0.1305,305.358785579296,294.711383666543,293.551270904704,297.991956828623
0.131,305.385085146751,294.721992882067,293.555072578354,298.012380237776
0.1315,305.411326934958,294.732617192219,293.558889279239,298.032783391871
0.132,305.437511382029,294.743256431187,293.56272093652,298.053166235733
0.1325,305.463638924457,294.753910434664,293.566567479489,298.073528713837
0.133,305.48970620357,294.764578479093,293.570428565465,298.093873365236
0.1335,305.515715434851,294.77526066657,293.574304251855,298.114198914627
0.134,305.541668193406,294.785957006228,293.57819455039,298.134504523328
0.1345,305.567564843841,294.796667329943,293.58209938625,298.154790179263
0.135,305.593405746991,294.807391470689,293.586018684616,298.175055871539
0.1355,305.619191259992,294.818129262531,293.589952370686,298.195301590401
0.136,305.644921736359,294.828880540618,293.593900369689,298.215527327196
0.1365,305.670597526063,294.839645141175,293.597862606891,298.235733074328
0.137,305.696218975602,294.850422901497,293.601839007609,298.25591882522
0.1375,305.721786428082,294.861213659939,293.605829497223,298.276084574277
0.138,305.747300223291,294.872017255911,293.609834001189,298.296230316839
0.1385,305.772760697774,294.882833529872,293.613852445046,298.316356049144
0.139,305.798168184911,294.893662323321,293.61788475443,298.336461768291
0.1395,305.823523014991,294.904503478787,293.621930855088,298.356547472193
0.14,305.848825515288,294.915356839829,293.625990672884,298.376613159543
0.1405,305.874076010138,294.926222251021,293.630064133816,298.39665882977
0.141,305.899274821015,294.93709955795,293.634151164023,298.416684483
0.1415,305.924422266605,294.947988607208,293.638251689798,298.436690120015
0.142,305.949518662885,294.958889246381,293.642365637604,298.456675742213
0.1425,305.974564323195,294.969801324047,293.646492934075,298.476641351568
0.143,305.999559558317,294.980724689766,293.65063350604,298.496586950591
0.1435,306.024504676549,294.991659194072,293.654787280524,298.516512542286
0.144,306.049399983783,295.002604688468,293.658954184767,298.536418130113
0.1445,306.074245783579,295.013561025417,293.663134146229,298.556303717948
0.145,306.099042377242,295.024528058337,293.667327092608,298.57616931004
0.1455,306.123790063897,295.035505641591,293.671532951846,298.596014910971
0.146,306.148488894397,295.046493669776,293.675751584837,298.615840656655
0.1465,306.173138320146,295.057492133794,293.679982689394,298.635647001266
0.147,306.197739517926,295.068500749726,293.684226435903,298.655433479731
0.1475,306.222292763037,295.079519378184,293.688482749067,298.675200106015
0.148,306.246798328316,295.09054788079,293.692751553714,298.694946894564
0.1485,306.271256484211,295.101586120179,293.697032774805,298.714673860274
0.149,306.295667498839,295.112633959989,293.70132633744,298.734381018454
0.1495,306.320031638052,295.123691264858,293.705632166869,298.754068384794
0.15,306.344349165503,295.134757900416,293.709950188499,298.773735975332
0.1505,306.368620342706,295.145833733283,293.714280327901,298.793383806416
0.151,306.392845429105,295.156918631061,293.718622510821,298.813011894673
0.1515,306.417024682134,295.16801246233,293.722976663187,298.832620256975
0.152,306.441158357283,295.179115096642,293.727342711116,298.852208910405
0.1525,306.465246708162,295.190226404516,293.731720580925,298.87177787222
0.153,306.489289986566,295.201346257433,293.736110199135,298.891327159821
0.1535,306.513288442537,295.212474527829,293.740511492485,298.910856790718
0.154,306.537242324429,295.223611089093,293.744924387935,298.930366782493
0.1545,306.561151878974,295.234755815557,293.749348812678,298.949857152769
0.155,306.585017351345,295.245908582496,293.753784694146,298.969327919177
0.1555,306.608838985217,295.257069266117,293.758231960018,298.988779099318
0.156,306.632617022836,295.268237743558,293.762690538231,299.008210710731
0.1565,306.65635170508,295.279413892881,293.767160356987,299.027622770862
0.157,306.680043271525,295.290597593068,293.771641344758,299.047015297022
0.1575,306.703691960509,295.301788724012,293.776133430299,299.066388306364
0.158,306.727298009192,295.312987166515,293.780636542655,299.085741815838
0.1585,306.750861653628,295.324192802282,293.785150611167,299.105075842165
0.159,306.774383128821,295.335405513917,293.789675565482,299.124390401799
0.1595,306.797862182715,295.346625328236,293.794211171659,299.14368573215
0.16,306.8212991871,295.357852088728,293.798757406746,299.162961785912
0.1605,306.844694596795,295.369085615031,293.803314276406,299.182218477226
0.161,306.868048633746,295.38032579609,293.807881708384,299.201455825474
0.1615,306.891361518778,295.391572521837,293.81245963064,299.22067384978
0.162,306.914633471657,295.402825683184,293.817047971352,299.23987256898
0.1625,306.937864711142,295.414085172028,293.821646658929,299.259052001591
0.163,306.961055455046,295.425350881239,293.826255622008,299.278212165782
0.1635,306.984205920293,295.436622704662,293.830874789466,299.297353079338
0.164,307.007316322971,295.447900537112,293.835504090426,299.316474759637
0.1645,307.030386878393,295.45918427437,293.840143454258,299.33557722361
0.165,307.053417801154,295.470473813184,293.844792810589,299.35466048772
0.1655,307.076409305186,295.481769051257,293.849452089308,299.373724567921
0.166,307.099361603816,295.493069887253,293.854121220572,299.392769479638
0.1665,307.122274909824,295.50437622079,293.858800134812,299.411795237725
0.167,307.145149435499,295.515687952434,293.863488762736,299.430801856445
0.1675,307.167985392696,295.527004983701,293.868187035341,299.449789349429
0.168,307.190782992893,295.538327217049,293.872894883912,299.468757729653
0.1685,307.213542447251,295.549654555879,293.877612240033,299.487707009404
0.169,307.236263966665,295.560986904526,293.882339035591,299.506637200249
0.1695,307.258947761828,295.572324168263,293.887075202781,299.525548313006
0.17,307.281594043282,295.583666253291,293.891820674113,299.544440357709
0.1705,307.304203021481,295.595013066742,293.896575382418,299.563313343582
0.171,307.326774906843,295.60636451667,293.901339260854,299.582167279007
0.1715,307.349309909809,295.617720512049,293.906112242912,299.60100217149
0.172,307.3718082409,295.629080962775,293.910894262418,299.619818027635
0.1725,307.394269848609,295.640445750807,293.915685232788,299.638615025662
0.173,307.416693042753,295.651814578684,293.920484938015,299.657394421509
0.1735,307.439079820024,295.663187555512,293.925293454365,299.676155043632
0.174,307.461430362506,295.674564591596,293.930110714757,299.694896914012
0.1745,307.483744851425,295.685945598008,293.93493665238,299.713620054377
0.175,307.506023467178,295.69733048658,293.939771200698,299.732324486188
0.1755,307.528266389373,295.708719169903,293.944614293455,299.751010230623
0.176,307.550473796862,295.720111561311,293.949465864676,299.76967730856
0.1765,307.572645867774,295.731507574889,293.954325848676,299.788325740559
0.177,307.594782779554,295.742907125454,293.959194180059,299.806955546849
0.1775,307.616884708994,295.754310128558,293.964070793726,299.825566747311
0.178,307.638951832269,295.765716500481,293.968955624875,299.844159361462
0.1785,307.660984324972,295.777126158221,293.973848609012,299.862733408435
0.179,307.682982362152,295.788539019494,293.978749681948,299.881288906968
0.1795,307.704946118341,295.799955002722,293.983658779806,299.899825875386
0.18,307.726875767598,295.811374027035,293.988575839026,299.918344331584
0.1805,307.748771483538,295.822796012257,293.993500796369,299.936844293011
0.181,307.770633439368,295.834220878908,293.998433588918,299.955325776654
0.1815,307.792461807924,295.845648548192,294.003374154087,299.973788799023
0.182,307.814256761703,295.857078941995,294.008322429622,299.992233376132
0.1825,307.836018472899,295.868511982878,294.013278353604,300.010659523487
0.183,307.857747113439,295.879947594072,294.018241864458,300.029067256064
0.1835,307.879442855016,295.89138569947,294.023212900952,300.0474565883
0.184,307.901105869125,295.902826223626,294.028191402204,300.065827534069
0.1845,307.922736327098,295.914269091744,294.033177307684,300.084180106673
0.185,307.944334400139,295.925714229676,294.038170557222,300.10251431882
0.1855,307.965900259357,295.937161563913,294.043171091006,300.120830182613
0.186,307.987432801676,295.948610895057,294.048178744872,300.139128539268
0.1865,308.008932256437,295.960062156655,294.053193464537,300.157409361646
0.187,308.030399635381,295.971515360575,294.0582152604,300.175672112446
0.1875,308.051835080914,295.982970432966,294.063244071781,300.193916819852
0.188,308.073238734332,295.994427300475,294.068279838285,300.212143512136
0.1885,308.094610735843,296.005885890234,294.073322499805,300.230352217648
0.189,308.115951224573,296.017346129854,294.078371996522,300.248542964819
0.1895,308.137260338585,296.028807947417,294.08342826891,300.266715782159
0.19,308.158538214889,296.040271271468,294.088491257738,300.284870698249
0.1905,308.179784989457,296.051736031008,294.093560904068,300.303007741747
0.191,308.201000797236,296.063202155485,294.098637149265,300.321126941377
0.1915,308.222185772164,296.074669574788,294.103719934993,300.339228325934
0.192,308.243340047179,296.086138219236,294.108809203221,300.357311924277
0.1925,308.264463754237,296.097608019573,294.113904896224,300.375377765329
0.193,308.285557024323,296.109078906959,294.119006956585,300.393425878074
0.1935,308.306619987466,296.120550812963,294.124115327197,300.411456291554
0.194,308.327652772749,296.132023669554,294.129229951269,300.429469034867
0.1945,308.348655508328,296.143497409094,294.134350772322,300.447464137168
0.195,308.369628321442,296.15497196433,294.139477734198,300.465441627659
0.1955,308.390571338428,296.166447268386,294.144610781058,300.483401535596
0.196,308.411484684733,296.177923254754,294.149749857386,300.501343890279
0.1965,308.432368484929,296.18939985729,294.154894907992,300.519268721054
0.197,308.453222862725,296.200877010202,294.160045878011,300.53717605731
0.1975,308.474047940984,296.212354648043,294.165202712911,300.555065928474
0.198,308.494843841732,296.223832705706,294.17036535849,300.572938364015
0.1985,308.515610686175,296.235311118412,294.175533760882,300.590793393432
0.199,308.536348579434,296.246789827705,294.180707861517,300.608631052025
0.1995,308.557057179793,296.25826895061,294.185887454982,300.626451543401
0.2,308.57773700561,296.269748266389,294.191072620264,300.644254746422
0.2005,308.598388168938,296.281227713865,294.196263302879,300.662040692975
0.201,308.619010780826,296.292707232248,294.201459448605,300.679809415064
0.2015,308.639604951325,296.304186761132,294.206661003486,300.697560944811
0.202,308.660170789502,296.31566624049,294.21186791383,300.715295314456
0.2025,308.680708403442,296.327145610667,294.217080126212,300.733012556358
0.203,308.701217900265,296.338624812371,294.222297587474,300.750712702991
0.2035,308.721699386128,296.350103786672,294.227520244726,300.768395786943
0.204,308.742152966237,296.361582474993,294.232748045346,300.786061840921
0.2045,308.762578744859,296.373060819103,294.237980936982,300.803710897743
0.205,308.782976825324,296.384538761113,294.243218867554,300.821342990346
0.2055,308.80334731004,296.396016243471,294.24846178525,300.838958151775
0.206,308.823690300499,296.407493208953,294.253709638535,300.856556415191
0.2065,308.844005897288,296.418969600658,294.258962376143,300.874137813868
0.207,308.864294200095,296.430445362003,294.264219947084,300.89170238119
0.2075,308.884555307722,296.441920436715,294.269482300643,300.909250150654
0.208,308.90478931809,296.453394768829,294.27474938638,300.926781155865
0.2085,308.924996328251,296.464868302675,294.280021154131,300.94429543054
0.209,308.945176434395,296.47634098288,294.285297554013,300.961793008505
0.2095,308.96532973186,296.487812754355,294.290578536417,300.979273923695
0.21,308.985456315141,296.499283562295,294.295864052015,300.996738210152
0.2105,309.005556277899,296.510753352167,294.301154051761,301.014185902028
0.211,309.025629712968,296.522222069709,294.306448486886,301.03161703358
0.2115,309.045676712368,296.533689660922,294.311747308908,301.049031639173
0.212,309.065697367311,296.545156072062,294.317050469623,301.066429753275
0.2125,309.085691966527,296.556621397075,294.32235788063,301.083811207054
0.213,309.105660654328,296.568085623371,294.327669483131,301.101175979099
0.2135,309.125603334948,296.579548560695,294.332985267463,301.118524293541
0.214,309.145520101705,296.59101016017,294.338305185494,301.13585617989
