"time","uniformDensity_y","normalDensity_y","weibullDensity_y"
0.96,0,7.30255906957647e-06,0
0.97,0,7.46938259307655e-06,0
0.98,0,7.63982612338081e-06,0
0.99,0,7.81396364597137e-06,0
1,0,7.99187055345274e-06,0
1.01,0,8.17362366999993e-06,0
1.02,0,8.35930127618254e-06,0
1.03,0,8.5489831341695e-06,0
1.04,0,8.74275051331957e-06,0
1.05,0,8.94068621616218e-06,0
1.06,0,9.14287460477369e-06,0
1.07,0,9.34940162755407e-06,0
1.08,0,9.56035484640887e-06,0
1.09,0,9.77582346434155e-06,0
1.1,0,9.9958983534614e-06,0
1.11,0,1.02206720834119e-05,0
1.12,0,1.04502389502252e-05,0
1.13,0,1.0684695005607e-05,0
1.14,0,1.09241380866582e-05,0
1.15,0,1.1168667846038e-05,0
1.16,0,1.14183857825735e-05,0
1.17,0,1.16733952723218e-05,0
1.18,0,1.19338016000898e-05,0
1.19,0,1.2199711991417e-05,0
1.2,0,1.24712356450268e-05,0
1.21,0,1.27484837657518e-05,0
1.22,0,1.30315695979392e-05,0
1.23,0,1.33206084593412e-05,0
1.24,0,1.36157177754963e-05,0
1.25,0,1.39170171146074e-05,0
1.26,0,1.42246282229222e-05,0
1.27,0,1.45386750606213e-05,0
1.28,0,1.48592838382211e-05,0
1.29,0,1.51865830534958e-05,0
1.3,0,1.55207035289251e-05,0
1.31,0,1.58617784496734e-05,0
1.32,0,1.62099434021069e-05,0
1.33,0,1.65653364128538e-05,0
1.34,0,1.69280979884139e-05,0
1.35,0,1.72983711553245e-05,0
1.36,0,1.76763015008865e-05,0
1.37,0,1.80620372144603e-05,0
1.38,0,1.84557291293331e-05,0
1.39,0,1.88575307651691e-05,0
1.4,0,1.92675983710436e-05,0
1.41,0,1.96860909690712e-05,0
1.42,0,2.01131703986325e-05,0
1.43,0,2.05490013612053e-05,0
1.44,0,2.09937514658087e-05,0
1.45,0,2.14475912750636e-05,0
1.46,0,2.19106943518791e-05,0
1.47,0,2.23832373067679e-05,0
1.48,0,2.28653998458007e-05,0
1.49,0,2.33573648192029e-05,0
1.5,0,2.38593182706025e-05,0
1.51,0,2.43714494869339e-05,0
1.52,0,2.4893951049006e-05,0
1.53,0,2.54270188827393e-05,0
1.54,0,2.59708523110799e-05,0
1.55,0,2.65256541065972e-05,0
1.56,0,2.70916305447701e-05,0
1.57,0,2.76689914579713e-05,0
1.58,0,2.82579502901537e-05,0
1.59,0,2.88587241522467e-05,0
1.6,0,2.94715338782699e-05,0
1.61,0,3.00966040821694e-05,0
1.62,0,3.07341632153847e-05,0
1.63,0,3.13844436251523e-05,0
1.64,0,3.2047681613553e-05,0
1.65,0,3.27241174973104e-05,0
1.66,0,3.34139956683453e-05,0
1.67,0,3.41175646550957e-05,0
1.68,0,3.48350771846072e-05,0
1.69,0,3.55667902454007e-05,0
1.7,0,3.63129651511262e-05,0
1.71,0,3.70738676050066e-05,0
1.72,0,3.78497677650806e-05,0
1.73,0,3.86409403102514e-05,0
1.74,0,3.94476645071465e-05,0
1.75,0,4.02702242777971e-05,0
1.76,0,4.1108908268143e-05,0
1.77,0,4.19640099173708e-05,0
1.78,0,4.28358275280909e-05,0
1.79,0,4.37246643373618e-05,0
1.8,0,4.46308285885665e-05,0
1.81,0,4.55546336041498e-05,0
1.82,0,4.6496397859223e-05,0
1.83,0,4.74564450560406e-05,0
1.84,0,4.84351041993596e-05,0
1.85,0,4.94327096726846e-05,0
1.86,0,5.04496013154072e-05,0
1.87,0,5.14861245008473e-05,0
1.88,0,5.25426302152002e-05,0
1.89,0,5.36194751373995e-05,0
1.9,0,5.47170217199003e-05,0
1.91,0,5.58356382703898e-05,0
1.92,0,5.69756990344323e-05,0
1.93,0,5.81375842790554e-05,0
1.94,0,5.93216803772829e-05,0
1.95,0,6.05283798936222e-05,0
1.96,0,6.17580816705118e-05,0
1.97,0,6.30111909157354e-05,0
1.98,0,6.42881192908105e-05,0
1.99,0,6.55892850003554e-05,0
2,0,6.69151128824427e-05,0
2.01,0,6.8266034499945e-05,0
2.02,0,6.964248823288e-05,0
2.03,0,7.10449193717586e-05,0
2.04,0,7.24737802119455e-05,0
2.05,0,7.39295301490368e-05,0
2.06,0,7.5412635775259e-05,0
2.07,0,7.69235709768986e-05,0
2.08,0,7.84628170327661e-05,0
2.09,0,8.00308627137007e-05,0
2.1,0,8.1628204383121e-05,0
2.11,0,8.32553460986292e-05,0
2.12,0,8.49127997146718e-05,0
2.13,0,8.66010849862644e-05,0
2.14,0,8.83207296737856e-05,0
2.15,0,9.00722696488444e-05,0
2.16,0,9.18562490012286e-05,0
2.17,0,9.36732201469362e-05,0
2.18,0,9.55237439372988e-05,0
2.19,0,9.74083897691987e-05,0
2.2,0,9.93277356963864e-05,0
2.21,0,0.000101282368541903,0
2.22,0,0.000103272884011613,0
2.23,0,0.00010529988680885,0
2.24,0,0.000107363990750184,0
2.25,0,0.000109465818882306,0
2.26,0,0.000111606003600051,0
2.27,0,0.000113785186765541,0
2.28,0,0.000116004019828471,0
2.29,0,0.000118263163947536,0
2.3,0,0.000120563290112997,0
2.31,0,0.000122905079270397,0
2.32,0,0.00012528922244543,0
2.33,0,0.000127716420869965,0
2.34,0,0.000130187386109221,0
2.35,0,0.000132702840190114,0
2.36,0,0.00013526351573076,0
2.37,0,0.000137870156071151,0
2.38,0,0.000140523515404993,0
2.39,0,0.000143224358912731,0
2.4,0,0.00014597346289573,0
2.41,0,0.000148771614911653,0
2.42,0,0.000151619613911002,0
2.43,0,0.000154518270374852,0
2.44,0,0.000157468406453761,0
2.45,0,0.00016047085610787,0
2.46,0,0.000163526465248187,0
2.47,0,0.000166636091879058,0
2.48,0,0.000169800606241827,0
2.49,0,0.000173020890959688,0
2.5,0,0.000176297841183723,0
2.51,0,0.000179632364740134,0
2.52,0,0.000183025382278667,0
2.53,0,0.000186477827422223,0
2.54,0,0.000189990646917661,0
2.55,0,0.000193564800787795,0
2.56,0,0.000197201262484578,0
2.57,0,0.000200901019043479,0
2.58,0,0.000204665071239039,0
2.59,0,0.000208494433741628,0
2.6,0,0.000212390135275376,0
2.61,0,0.000216353218777291,0
2.62,0,0.000220384741557566,0
2.63,0,0.000224485775461054,0
2.64,0,0.000228657407029929,0
2.65,0,0.000232900737667519,0
2.66,0,0.00023721688380331,0
2.67,0,0.000241606977059123,0
2.68,0,0.000246072164416447,0
2.69,0,0.00025061360838494,0
2.7,0,0.000255232487172093,0
2.71,0,0.000259929994854028,0
2.72,0,0.000264707341547468,0
2.73,0,0.000269565753582832,0
2.74,0,0.000274506473678479,0
2.75,0,0.000279530761116082,0
2.76,0,0.000284639891917126,0
2.77,0,0.000289835159020532,0
2.78,0,0.000295117872461393,0
2.79,0,0.00030048935955082,0
2.8,0,0.000305950965056886,0
2.81,0,0.00031150405138667,0
2.82,0,0.000317149998769379,0
2.83,0,0.000322890205440552,0
2.84,0,0.000328726087827338,0
2.85,0,0.000334659080734829,0
2.86,0,0.000340690637533446,0
2.87,0,0.000346822230347373,0
2.88,0,0.000353055350244018,0
2.89,0,0.000359391507424502,0
2.9,0,0.000365832231415155,0
2.91,0,0.000372379071260023,0
2.92,0,0.000379033595714355,0
2.93,0,0.000385797393439078,0
2.94,0,0.000392672073196234,0
2.95,0,0.000399659264045377,0
2.96,0,0.000406760615540904,0
2.97,0,0.000413977797930328,0
2.98,0,0.000421312502353451,0
2.99,0,0.000428766441042458,0
3,0,0.00043634134752288,0
3.01,0,0.000444038976815441,0
3.02,0,0.000451861105638762,0
3.03,0,0.000459809532612904,0
3.04,0,0.00046788607846374,0
3.05,0,0.000476092586228136,0
3.06,0,0.000484430921459923,0
3.07,0,0.000492902972436658,0
3.08,0,0.000501510650367119,0
3.09,0,0.000510255889599566,0
3.1,0,0.000519140647830705,0
3.11,0,0.000528166906315369,0
3.12,0,0.000537336670076868,0
3.13,0,0.000546651968118013,0
3.14,0,0.000556114853632784,0
3.15,0,0.000565727404218605,0
3.16,0,0.000575491722089242,0
3.17,0,0.000585409934288263,0
3.18,0,0.000595484192903058,0
3.19,0,0.000605716675279401,0
3.2,0,0.00061610958423651,0
3.21,0,0.000626665148282602,0
3.22,0,0.000637385621830918,0
3.23,0,0.000648273285416158,0
3.24,0,0.000659330445911371,0
3.25,0,0.000670559436745189,0
3.26,0,0.000681962618119452,0
3.27,0,0.000693542377227153,0
3.28,0,0.000705301128470692,0
3.29,0,0.00071724131368041,0
3.3,0,0.000729365402333374,0
3.31,0,0.000741675891772379,0
3.32,0,0.000754175307425154,0
3.33,0,0.000766866203023711,0
3.34,0,0.000779751160823846,0
3.35,0,0.000792832791824728,0
3.36,0,0.000806113735988562,0
3.37,0,0.000819596662460289,0
3.38,0,0.00083328426978729,0
3.39,0,0.000847179286139066,0
3.4,0,0.000861284469526841,0
3.41,0,0.000875602608023094,0
3.42,0,0.000890136519980939,0
3.43,0,0.000904889054253341,0
3.44,0,0.000919863090412139,0
3.45,0,0.000935061538966825,0
3.46,0,0.00095048734158304,0
3.47,0,0.000966143471300773,0
3.48,0,0.000982032932752188,0
3.49,0,0.000998158762379079,0
3.5,0,0.00101452402864988,0
3.51,0,0.00103113183227623,0
3.52,0,0.00104798530642897,0
3.53,0,0.00106508761695368,0
3.54,0,0.00108244196258553,0
3.55,0,0.00110005157516357,0
3.56,0,0.00111791971984427,0
3.57,0,0.00113604969531444,0
3.58,0,0.00115444483400325,0
3.59,0,0.00117310850229358,0
3.6,0,0.00119204410073242,0
3.61,0,0.00121125506424039,0
3.62,0,0.00123074486232035,0
3.63,0,0.00125051699926496,0
3.64,0,0.00127057501436326,0
3.65,0,0.00129092248210611,0
3.66,0,0.00131156301239051,0
3.67,0,0.00133250025072277,0
3.68,0,0.00135373787842035,0
3.69,0,0.00137527961281255,0
3.7,0,0.00139712920743972,0
3.71,0,0.0014192904522512,0
3.72,0,0.00144176717380172,0
3.73,0,0.0014645632354464,0
3.74,0,0.00148768253753413,0
3.75,0,0.00151112901759938,0
3.76,0,0.00153490665055237,0
3.77,0,0.0015590194488675,0
3.78,0,0.00158347146277004,0
3.79,0,0.00160826678042096,0
3.8,0,0.00163340952809996,0
3.81,0,0.00165890387038647,0
3.82,0,0.00168475401033874,0
3.83,0,0.00171096418967082,0
3.84,0,0.00173753868892747,0
3.85,0,0.00176448182765688,0
3.86,0,0.00179179796458118,0
3.87,0,0.00181949149776463,0
3.88,0,0.00184756686477952,0
3.89,0,0.00187602854286956,0
3.9,0,0.00190488104911091,0
3.91,0,0.0019341289405706,0
3.92,0,0.00196377681446239,0
3.93,0,0.00199382930829993,0
3.94,0,0.00202429110004721,0
3.95,0,0.00205516690826628,0
3.96,0,0.00208646149226198,0
3.97,0,0.0021181796522239,0
3.98,0,0.00215032622936522,0
3.99,0,0.00218290610605864,0
4,0,0.002215924205969,0
4.01,0,0.00224938549418294,0
4.02,0,0.00228329497733507,0
4.03,0,0.00231765770373103,0
4.04,0,0.00235247876346699,0
4.05,0,0.00238776328854578,0
4.06,0,0.00242351645298948,0
4.07,0,0.00245974347294835,0
4.08,0,0.00249644960680619,0
4.09,0,0.00253364015528184,0
4.1,0,0.00257132046152697,0
4.11,0,0.0026094959112199,0
4.12,0,0.00264817193265551,0
4.13,0,0.00268735399683113,0
4.14,0,0.00272704761752827,0
4.15,0,0.00276725835139025,0
4.16,0,0.00280799179799548,0
4.17,0,0.00284925359992654,0
4.18,0,0.00289104944283474,0
4.19,0,0.0029333850555003,0
4.2,0,0.00297626620988793,0
4.21,0,0.0030196987211978,0
4.22,0,0.00306368844791184,0
4.23,0,0.00310824129183521,0
4.24,0,0.00315336319813296,0
4.25,0,0.00319906015536178,0
4.26,0,0.00324533819549668,0
4.27,0,0.00329220339395269,0
4.28,0,0.00333966186960131,0
4.29,0,0.00338771978478176,0
4.3,0,0.00343638334530699,0
4.31,0,0.00348565880046414,0
4.32,0,0.00353555244300972,0
4.33,0,0.00358607060915914,0
4.34,0,0.00363721967857061,0
4.35,0,0.0036890060743234,0
4.36,0,0.00374143626289028,0
4.37,0,0.00379451675410415,0
4.38,0,0.00384825410111866,0
4.39,0,0.00390265490036291,0
4.4,0,0.00395772579148998,0
4.41,0,0.00401347345731935,0
4.42,0,0.00406990462377301,0
4.43,0,0.00412702605980535,0
4.44,0,0.00418484457732652,0
4.45,0,0.00424336703111936,0
4.46,0,0.00430260031874984,0
4.47,0,0.00436255138047072,0
4.48,0,0.00442322719911862,0
4.49,0,0.00448463480000419,0
4.5,0,0.00454678125079553,0
4.51,0,0.0046096736613945,0
4.52,0,0.00467331918380615,0
4.53,0,0.00473772501200093,0
4.54,0,0.00480289838176979,0
4.55,0,0.004868846570572,0
4.56,0,0.00493557689737557,0
4.57,0,0.00500309672249034,0
4.58,0,0.00507141344739354,0
4.59,0,0.00514053451454776,0
4.6,0,0.0052104674072113,0
4.61,0,0.00528121964924081,0
4.62,0,0.00535279880488609,0
4.63,0,0.00542521247857707,0
4.64,0,0.00549846831470279,0
4.65,0,0.00557257399738241,0
4.66,0,0.00564753725022807,0
4.67,0,0.00572336583609967,0
4.68,0,0.00580006755685128,0
4.69,0,0.00587765025306939,0
4.7,0,0.00595612180380259,0
4.71,0,0.006035490126283,0
4.72,0,0.00611576317563899,0
4.73,0,0.00619694894459941,0
4.74,0,0.00627905546318911,0
4.75,0,0.00636209079841572,0
4.76,0,0.00644606305394765,0
4.77,0,0.00653098036978321,0
4.78,0,0.00661685092191069,0
4.79,0,0.00670368292195962,0
4.8,0,0.00679148461684281,0
4.81,0,0.00688026428838926,0
4.82,0,0.00697003025296791,0
4.83,0,0.00706079086110214,0
4.84,0,0.00715255449707485,0
4.85,0,0.00724532957852423,0
4.86,0,0.00733912455603002,0
4.87,0,0.00743394791269032,0
4.88,0,0.00752980816368872,0
4.89,0,0.00762671385585193,0
4.9,0,0.00772467356719759,0
4.91,0,0.00782369590647238,0
4.92,0,0.00792378951268041,0
4.93,0,0.00802496305460159,0
4.94,0,0.00812722523030025,0
4.95,0,0.00823058476662364,0
4.96,0,0.00833505041869053,0
4.97,0,0.00844063096936974,0
4.98,0,0.00854733522874848,0
4.99,0,0.00865517203359051,0
5,0,0.00876415024678427,0
5.01,0,0.00887427875678052,0
5.02,0,0.00898556647701983,0
5.03,0,0.00909802234534964,0
5.04,0,0.00921165532343102,0
5.05,0,0.00932647439613495,0
5.06,0,0.00944248857092809,0
5.07,0,0.00955970687724811,0
5.08,0,0.00967813836586848,0
5.09,0,0.00979779210825266,0
5.1,0,0.00991867719589767,0
5.11,0,0.010040802739667,0
5.12,0,0.0101641778691129,0
5.13,0,0.010288811731788,0
5.14,0,0.0104147134925461,0
5.15,0,0.0105418923328321,0
5.16,0,0.0106703574499614,0
5.17,0,0.0108001180563886,0
5.18,0,0.0109311833789647,0
5.19,0,0.0110635626581843,0
5.2,0,0.0111972651474214,0
5.21,0,0.0113323001121544,0
5.22,0,0.0114686768291803,0
5.23,0,0.0116064045858181,0
5.24,0,0.0117454926791007,0
5.25,0,0.0118859504149569,0
5.26,0,0.0120277871073815,0
5.27,0,0.0121710120775948,0
5.28,0,0.0123156346531913,0
5.29,0,0.0124616641672772,0
5.3,0,0.0126091099575972,0
5.31,0,0.0127579813656502,0
5.32,0,0.0129082877357938,0
5.33,0,0.0130600384143387,0
5.34,0,0.0132132427486309,0
5.35,0,0.0133679100861241,0
5.36,0,0.0135240497734409,0
5.37,0,0.0136816711554225,0
5.38,0,0.0138407835741683,0
5.39,0,0.0140013963680643,0
5.4,0,0.0141635188708006,0
5.41,0,0.0143271604103781,0
5.42,0,0.0144923303081047,0
5.43,0,0.0146590378775801,0
5.44,0,0.0148272924236706,0
5.45,0,0.0149971032414727,0
5.46,0,0.0151684796152658,0
5.47,0,0.0153414308174554,0
5.48,0,0.0155159661075041,0
5.49,0,0.0156920947308533,0
5.5,0,0.0158698259178337,0
5.51,0,0.0160491688825656,0
5.52,0,0.0162301328218487,0
5.53,0,0.0164127269140416,0
5.54,0,0.0165969603179306,0
5.55,0,0.0167828421715888,0
5.56,0,0.0169703815912246,0
5.57,0,0.0171595876700201,0
5.58,0,0.0173504694769594,0
5.59,0,0.0175430360556469,0
5.6,0,0.0177372964231157,0
5.61,0,0.0179332595686259,0
5.62,0,0.0181309344524531,0
5.63,0,0.0183303300046676,0
5.64,0,0.0185314551239032,0
5.65,0,0.0187343186761169,0
5.66,0,0.0189389294933387,0
5.67,0,0.0191452963724127,0
5.68,0,0.0193534280737278,0
5.69,0,0.01956333331994,0
5.7,0,0.0197750207946851,0
5.71,0,0.0199884991412826,0
5.72,0,0.0202037769614302,0
5.73,0,0.0204208628138899,0
5.74,0,0.0206397652131652,0
5.75,0,0.0208604926281693,0
5.76,0,0.0210830534808852,0
5.77,0,0.0213074561450169,0
5.78,0,0.0215337089446329,0
5.79,0,0.0217618201528006,0
5.8,0,0.0219917979902136,0
5.81,0,0.02222365062381,0
5.82,0,0.0224573861653835,0
5.83,0,0.022693012670187,0
5.84,0,0.0229305381355274,0
5.85,0,0.0231699704993546,0
5.86,0,0.0234113176388416,0
5.87,0,0.0236545873689584,0
5.88,0,0.0238997874410385,0
5.89,0,0.0241469255413387,0
5.9,0,0.0243960092895914,0
5.91,0,0.0246470462375514,0
5.92,0,0.0249000438675354,0
5.93,0,0.0251550095909553,0
5.94,0,0.0254119507468456,0
5.95,0,0.0256708746003847,0
5.96,0,0.0259317883414103,0
5.97,0,0.0261946990829288,0
5.98,0,0.0264596138596202,0
5.99,0,0.026726539626336,0
6,0.125,0.026995483256594,0
6.01,0.125,0.0272664515410662,0
6.02,0.125,0.0275394511860629,0
6.03,0.125,0.0278144888120121,0
6.04,0.125,0.028091570951934,0
6.05,0.125,0.028370704049912,0
6.06,0.125,0.0286518944595586,0
6.07,0.125,0.0289351484424781,0
6.08,0.125,0.0292204721667257,0
6.09,0.125,0.0295078717052626,0
6.1,0.125,0.0297973530344081,0
6.11,0.125,0.0300889220322882,0
6.12,0.125,0.0303825844772824,0
6.13,0.125,0.0306783460464662,0
6.14,0.125,0.0309762123140526,0
6.15,0.125,0.03127618874983,0
6.16,0.125,0.0315782807175993,0
6.17,0.125,0.0318824934736083,0
6.18,0.125,0.0321888321649847,0
6.19,0.125,0.0324973018281676,0
6.2,0.125,0.0328079073873383,0
6.21,0.125,0.0331206536528494,0
6.22,0.125,0.0334355453196536,0
6.23,0.125,0.0337525869657321,0
6.24,0.125,0.0340717830505223,0
6.25,0.125,0.034393137913346,0
6.26,0.125,0.0347166557718371,0
6.27,0.125,0.0350423407203707,0
6.28,0.125,0.0353701967284917,0
6.29,0.125,0.0357002276393455,0
6.3,0.125,0.036032437168109,0
6.31,0.125,0.0363668289004234,0
6.32,0.125,0.0367034062908285,0
6.33,0.125,0.0370421726611992,0
6.34,0.125,0.0373831311991838,0
6.35,0.125,0.0377262849566451,0
6.36,0.125,0.0380716368481037,0
6.37,0.125,0.0384191896491845,0
6.38,0.125,0.038768945995067,0
6.39,0.125,0.0391209083789376,0
6.4,0.125,0.0394750791504471,0
6.41,0.125,0.0398314605141715,0
6.42,0.125,0.0401900545280771,0
6.43,0.125,0.0405508631019901,0
6.44,0.125,0.0409138879960714,0
6.45,0.125,0.0412791308192958,0
6.46,0.125,0.0416465930279372,0
6.47,0.125,0.0420162759240592,0
6.48,0.125,0.0423881806540111,0
6.49,0.125,0.0427623082069313,0
6.5,0.125,0.0431386594132558,0
6.51,0.125,0.0435172349432342,0
6.52,0.125,0.0438980353054528,0
6.53,0.125,0.0442810608453647,0
6.54,0.125,0.0446663117438275,0
6.55,0.125,0.045053788015649,0
6.56,0.125,0.0454434895081414,0
6.57,0.125,0.0458354158996832,0
6.58,0.125,0.0462295666982903,0
6.59,0.125,0.0466259412401968,0
6.6,0.125,0.0470245386884435,0
6.61,0.125,0.0474253580314777,0
6.62,0.125,0.047828398081762,0
6.63,0.125,0.0482336574743935,0
6.64,0.125,0.0486411346657338,0
6.65,0.125,0.0490508279320489,0
6.66,0.125,0.0494627353681619,0
6.67,0.125,0.049876854886115,0
6.68,0.125,0.0502931842138453,0
6.69,0.125,0.0507117208938706,0
6.7,0.125,0.051132462281989,0
6.71,0.125,0.0515554055459907,0
6.72,0.125,0.0519805476643821,0
6.73,0.125,0.0524078854251238,0
6.74,0.125,0.0528374154243818,0
6.75,0.125,0.0532691340652925,0
6.76,0.125,0.0537030375567419,0
6.77,0.125,0.0541391219121589,0
6.78,0.125,0.0545773829483237,0
6.79,0.125,0.0550178162841908,0
6.8,0.125,0.0554604173397278,0
6.81,0.125,0.0559051813347689,0
6.82,0.125,0.0563521032878853,0
6.83,0.125,0.0568011780152712,0
6.84,0.125,0.0572524001296462,0
6.85,0.125,0.057705764039175,0
6.86,0.125,0.0581612639464036,0
6.87,0.125,0.058618893847213,0
6.88,0.125,0.0590786475297911,0
6.89,0.125,0.0595405185736219,0
6.9,0.125,0.0600045003484928,0
6.91,0.125,0.0604705860135216,0
6.92,0.125,0.0609387685162009,0
6.93,0.125,0.0614090405914626,0
6.94,0.125,0.0618813947607616,0
6.95,0.125,0.0623558233311786,0
6.96,0.125,0.0628323183945441,0
6.97,0.125,0.0633108718265813,0
6.98,0.125,0.063791475286071,0
6.99,0.125,0.0642741202140355,0
7,0.125,0.0647587978329459,0
7.01,0.125,0.0652454991459487,0
7.02,0.125,0.0657342149361155,0
7.03,0.125,0.066224935765714,0
7.04,0.125,0.0667176519755012,0
7.05,0.125,0.0672123536840395,0
7.06,0.125,0.0677090307870357,0
7.07,0.125,0.0682076729567018,0
7.08,0.125,0.0687082696411409,0
7.09,0.125,0.0692108100637556,0
7.1,0.125,0.0697152832226802,0
7.11,0.125,0.0702216778902374,0
7.12,0.125,0.0707299826124194,0
7.13,0.125,0.0712401857083932,0
7.14,0.125,0.0717522752700312,0
7.15,0.125,0.0722662391614664,0
7.16,0.125,0.0727820650186738,0
7.17,0.125,0.0732997402490764,0
7.18,0.125,0.0738192520311778,0
7.19,0.125,0.074340587314221,0
7.2,0.125,0.0748637328178724,0
7.21,0.125,0.075388675031934,0
7.22,0.125,0.0759154002160808,0
7.23,0.125,0.0764438943996269,0
7.24,0.125,0.0769741433813169,0
7.25,0.125,0.0775061327291466,0
7.26,0.125,0.0780398477802104,0
7.27,0.125,0.0785752736405767,0
7.28,0.125,0.0791123951851915,0
7.29,0.125,0.0796511970578106,0
7.3,0.125,0.0801916636709598,0
7.31,0.125,0.0807337792059244,0
7.32,0.125,0.0812775276127671,0
7.33,0.125,0.0818228926103754,0
7.34,0.125,0.0823698576865384,0
7.35,0.125,0.0829184060980524,0
7.36,0.125,0.0834685208708569,0
7.37,0.125,0.0840201848002005,0
7.38,0.125,0.0845733804508362,0
7.39,0.125,0.0851280901572473,0
7.4,0.125,0.0856842960239037,0
7.41,0.125,0.0862419799255487,0
7.42,0.125,0.0868011235075165,0
7.43,0.125,0.0873617081860801,0
7.44,0.125,0.0879237151488312,0
7.45,0.125,0.0884871253550899,0
7.46,0.125,0.0890519195363468,0
7.47,0.125,0.0896180781967361,0
7.48,0.125,0.0901855816135402,0
7.49,0.125,0.0907544098377254,0
7.5,0.125,0.091324542694511,0
7.51,0.125,0.0918959597839681,0
7.52,0.125,0.0924686404816527,0
7.53,0.125,0.0930425639392686,0
7.54,0.125,0.0936177090853648,0
7.55,0.125,0.0941940546260632,0
7.56,0.125,0.0947715790458201,0
7.57,0.125,0.0953502606082197,0
7.58,0.125,0.0959300773567997,0
7.59,0.125,0.0965110071159105,0
7.6,0.125,0.0970930274916065,0
7.61,0.125,0.0976761158725699,0
7.62,0.125,0.0982602494310683,0
7.63,0.125,0.0988454051239441,0
7.64,0.125,0.099431559693638,0
7.65,0.125,0.100018689669244,0
7.66,0.125,0.100606771367599,0
7.67,0.125,0.101195780894404,0
7.68,0.125,0.10178569414538,0
7.69,0.125,0.102376486807455,0
7.7,0.125,0.102968134359987,0
7.71,0.125,0.103560612076017,0
7.72,0.125,0.104153895023554,0
7.73,0.125,0.104747958066902,0
7.74,0.125,0.105342775868008,0
7.75,0.125,0.10593832288785,0
