"time","transformer.l2sigma.inductor[1].i"
0,0
5e-05,24.7909154763389
0.0001,33.5428009626539
0.00015,36.1788628617209
0.0002,36.4794043031357
0.00025,35.8846576037878
0.0003,34.9434355931486
0.00035,33.8649774435054
0.0004,32.7291714017937
0.00045,31.5666265751365
0.0005,30.3891833485616
0.00055,29.2015324182905
0.0006,28.0056458011846
0.00065,26.8024564918744
0.0007,25.5925043073896
0.00075,24.3761803279559
0.0008,23.1538200286838
0.00085,21.9257383853723
0.0009,20.6922439335106
0.00095,19.4536429758962
0.001,18.2102415234925
0.00105,16.9623466731689
0.0011,15.7102665512621
0.00115,14.4543101135123
0.0012,13.1947873453247
0.00125,11.9320089628115
0.0013,10.6662865153877
0.00135,9.39793231696304
0.0014,8.12725929114359
0.00145,6.85458100962316
0.0015,5.58021147929405
0.00155,4.30446512449516
0.0016,3.02765672430942
0.00165,1.75010128052717
0.0017,0.472114011766708
0.00175,-0.805989758835297
0.0018,-2.08389466148283
0.00185,-3.36128539480319
0.0019,-4.63784677719392
0.00195,-5.91326383184619
0.002,-7.18722187371624
0.00205,-8.45940657861195
0.0021,-9.72950405917268
0.00215,-10.9972009325422
0.0022,-12.2621844134531
0.00225,-13.5241423817064
0.0023,-14.7827634670151
0.00235,-16.0377371253128
0.0024,-17.2887537149291
0.00245,-18.5355045768399
0.0025,-19.7776820638251
0.00255,-21.0149796977698
0.0026,-22.2470921925714
0.00265,-23.4737155432727
0.0027,-24.6945471031517
0.00275,-25.9092856582548
0.0028,-27.1176315050905
0.00285,-28.3192864953947
0.0029,-29.5139540983583
0.00295,-30.7013395741972
0.003,-31.8811499604257
0.00305,-33.0530941708259
0.0031,-34.2168829934565
0.00315,-35.3722292969926
0.0032,-36.5188480396857
0.00325,-37.6564563355265
0.0033,-38.7847734979485
0.00335,-39.9035210150544
0.0034,-41.0124229365886
0.00345,-42.1112056829545
0.0035,-43.1995981884357
0.00355,-44.2773318016567
0.0036,-45.3441405826769
0.00365,-46.3997613865762
0.0037,-47.4439337918243
0.00375,-48.4764002037962
0.0038,-49.4969056384691
0.00385,-50.5051984477918
0.0039,-51.5010298819927
0.00395,-52.484154288272
0.004,-53.4543290144048
0.00405,-54.4113145654399
0.0041,-55.3548749471162
0.00415,-56.2847773961241
0.0042,-57.2007925471132
0.00425,-58.1026940932113
0.0043,-58.9902596374657
0.00435,-59.8632702454097
0.0044,-60.7215105763163
0.00445,-61.5647688424364
0.0045,-62.3928367454481
0.00455,-63.2055101531461
0.0046,-64.0025885989893
0.00465,-64.7838754955085
0.0047,-65.5491778338191
0.00475,-66.2983068016454
0.0048,-67.0310776763072
0.00485,-67.747309723151
0.0049,-68.4468262591159
0.00495,-69.1294543306302
0.005,-69.7950257418462
0.00505,-70.4433763241059
0.0051,-71.0743461919534
0.00515,-71.6877794947938
0.0052,-72.2835247544116
0.00525,-72.8614351523841
0.0053,-73.4213681649689
0.00535,-73.9631857438716
0.0054,-74.4867537295112
0.00545,-74.9919432134748
0.0055,-75.478629598993
0.00555,-75.9466928894971
0.0056,-76.3960175147591
0.00565,-76.8264923478398
0.0057,-77.2380114024785
0.00575,-77.6304732093899
0.0058,-78.0037810428248
0.00585,-78.3578424223908
0.0059,-78.692570090966
0.00595,-79.0078815791186
0.006,-79.303699173745
0.00605,-79.5799498917003
0.0061,-79.8365651737282
0.00615,-80.0734819791949
0.0062,-80.2906419164519
0.00625,-80.4879915102955
0.0063,-80.6654818093191
0.00635,-80.8230689494627
0.0064,-80.9607142306646
0.00645,-81.0783837728554
0.0065,-81.1760486331036
0.00655,-81.2536841990256
0.0066,-81.3112716279729
0.00665,-81.348796771454
0.0067,-81.36625047235
0.00675,-81.3636282784153
0.0068,-81.3409306048316
0.00685,-81.2981632884469
0.0069,-81.2353369581162
0.00695,-81.1524672381623
0.007,-81.0495740958087
0.00705,-80.9266831278048
0.0071,-80.7838247533238
0.00715,-80.621034315266
0.0072,-80.438351939933
0.00725,-80.2358223329048
0.0073,-80.0134957428152
0.00735,-79.7714270956213
0.0074,-79.5096762326532
0.00745,-79.2283074042297
0.0075,-78.9273900444223
0.00755,-78.6069985621099
0.0076,-78.267212095721
0.00765,-77.9081145350871
0.0077,-77.5297940057277
0.00775,-77.1323441572595
0.0078,-76.7158631169794
0.00785,-76.2804537493457
0.0079,-75.8262232867908
0.00795,-75.3532836463418
0.008,-74.8617517294305
0.00805,-74.3517488913225
0.0081,-73.8234010899162
0.00815,-73.2768381533335
0.0082,-72.7121952391392
0.00825,-72.1296117239047
0.0083,-71.5292314438483
0.00835,-70.9112024507972
0.0084,-70.2756769460939
0.00845,-69.6228119788102
0.0085,-68.9527687005647
0.00855,-68.2657125425062
0.0086,-67.5618126613966
0.00865,-66.8412428258357
0.0087,-66.1041809452602
0.00875,-65.3508089585203
0.0088,-64.5813127584513
0.00885,-63.795881830119
0.0089,-62.9947102236976
0.00895,-62.1779956727934
0.009,-61.3459397823179
0.00905,-60.4987476293777
0.0091,-59.6366281760633
0.00915,-58.7597942970177
0.0092,-57.8684624049626
0.00925,-56.9628524998777
0.0093,-56.043187603972
0.00935,-55.1096948853584
0.0094,-54.1626047154589
0.00945,-53.2021508518102
0.0095,-52.2285701662531
0.00955,-51.2421026939133
0.0096,-50.2429920099196
0.00965,-49.2314846841962
0.0097,-48.2078303776118
0.00975,-47.1722813300619
0.0098,-46.1250931866349
0.00985,-45.0665243941489
0.0099,-43.9968362004524
0.00995,-42.9162925128903
0.01,-41.8251596961904
0.01005,-40.7237071506434
0.0101,-39.6122066852444
0.01015,-38.4909326142514
0.0102,-37.360161402288
0.01025,-36.2201720503023
0.0103,-35.0712459292867
0.01035,-33.9136665665497
0.0104,-32.7477196084504
0.01045,-31.5736924762838
0.0105,-30.3918750068491
0.01055,-29.2025588265362
0.0106,-28.0060374317773
0.01065,-26.8026059540504
0.0107,-25.5925612420574
0.01075,-24.3762019568824
0.0108,-23.1538282501112
0.01085,-21.9257417761672
0.0109,-20.6922453248493
0.01095,-19.4536433646111
0.011,-18.2102415259515
0.01105,-16.962346633574
0.0111,-15.7102665590478
0.01115,-14.4543101277811
0.0112,-13.1947873148687
0.01125,-11.9320089092336
0.0113,-10.6662865150764
0.01135,-9.39793232453952
0.0114,-8.12725930879111
0.01145,-6.85458102134547
0.0115,-5.58021149539644
0.01155,-4.30446516611865
0.0116,-3.02765671766911
0.01165,-1.75010124079309
0.0117,-0.472113962594156
0.01175,0.805989777844885
0.0118,2.08389465993292
0.01185,3.36128539205679
0.0119,4.6378467746051
0.01195,5.91326382939278
0.012,7.18722187255962
0.01205,8.45940658409378
0.0121,9.72950406261067
0.01215,10.9972009301509
0.0122,12.2621844014849
0.01225,13.5241423620724
0.0123,14.7827634456644
0.01235,16.0377371100432
0.0124,17.2887536872034
0.01245,18.5355045179453
0.0125,19.7776819878459
0.01255,21.0149796147397
0.0126,22.2470921259595
0.01265,23.4737154747719
0.0127,24.6945470133613
0.01275,25.909285542892
0.0128,27.1176313616029
0.01285,28.3192863554269
0.0129,29.5139540013695
0.01295,30.7013394309194
0.013,31.8811497629075
0.01305,33.0530939181492
0.0131,34.2168827720823
0.01315,35.3722292219308
0.0132,36.5188479169312
0.01325,37.6564561227976
0.0133,38.7847731770021
0.01335,39.903520726971
0.0134,41.0124228036448
0.01345,42.1112055796199
0.0135,43.1995979225158
0.01355,44.2773314178888
0.0136,45.3441401991519
0.01365,46.3997611215766
0.0137,47.443933662772
0.01375,48.4763998529056
0.0138,49.4969052119503
0.01385,50.5051979930439
0.0139,51.5010294909393
0.01395,52.4841541105213
0.014,53.4543286760199
0.01405,54.4113141509799
0.0141,55.3548744743139
0.01415,56.2847769102471
0.0142,57.2007921300574
0.01425,58.102693796592
0.0143,58.9902592565267
0.01435,59.8632697606948
0.0144,60.7215099767064
0.01445,61.5647682548445
0.0145,62.3928364894112
0.01455,63.2055098033971
0.0146,64.0025880939866
0.01465,64.7838747585019
0.0147,65.5491771293532
0.01475,66.2983065312337
0.0148,67.031077374031
0.01485,67.7473092072096
0.0149,68.4468254361901
0.01495,69.1294535613415
0.015,69.7950252982859
0.01505,70.443376092723
0.0151,71.0743457323883
0.01515,71.6877788902448
0.0152,72.2835243116264
0.01525,72.8614351563163
0.0153,73.4213683119398
0.01535,73.9631856337124
0.0154,74.4867536525869
0.01545,74.9919432610375
0.0155,75.4786299315625
0.01555,75.9466930487416
0.0156,76.3960173774989
0.01565,76.8264921614001
0.0157,77.2380112955499
0.01575,77.6304733427916
0.0158,78.0037808180087
0.01585,78.3578420303675
0.0159,78.6925696972556
0.01595,79.0078813512954
0.016,79.3036991632965
0.01605,79.5799496052149
0.0161,79.8365648919826
0.01615,80.073481769868
0.0162,80.2906418865179
0.01625,80.487991505025
0.0163,80.6654816404511
0.01635,80.8230687738287
0.0164,80.9607140974562
0.01645,81.0783837712048
0.0165,81.1760484529648
0.01655,81.2536839483244
0.0166,81.3112713374465
0.01665,81.3487965107997
0.0167,81.366250362716
0.01675,81.3636280345304
0.0168,81.3409303244347
0.01685,81.2981630009057
0.0169,81.2353367167609
0.01695,81.1524671237126
0.017,81.0495739307401
0.01705,80.9266829531888
0.0171,80.7838245716873
0.01715,80.6210341357981
0.0172,80.4383518449665
0.01725,80.2358222104819
0.0173,80.013495577858
0.01735,79.7714268754771
0.0174,79.5096759495276
0.01745,79.2283072875194
0.0175,78.9273898873953
0.01755,78.6069983429805
0.0176,78.2672117884286
0.01765,77.9081141918484
0.0177,77.5297939000235
0.01775,77.1323440253771
0.0178,76.71586291661
0.01785,76.2804534173127
0.0179,75.8262230894887
0.01795,75.3532835974597
0.018,74.8617516386453
0.01805,74.3517486872655
0.0181,73.8234006683861
0.01815,73.27683808318
0.0182,72.7121952003984
0.01825,72.1296116033722
0.0183,71.5292311448863
0.01835,70.9112020593356
0.0184,70.2756769284407
0.01845,69.6228119305192
0.0185,68.9527685386038
0.01855,68.2657121382439
0.0186,67.5618123531624
0.01865,66.8412428361716
0.0187,66.1041809100905
0.01875,65.3508087661735
0.0188,64.5813123519709
0.01885,63.7958816336318
0.0189,62.9947102601904
0.01895,62.1779956248074
0.019,61.3459395071214
0.01905,60.4987472736875
0.0191,59.6366280662726
0.01915,58.7597943257207
0.0192,57.868462301766
0.01925,56.9628521194897
0.0193,56.0431872973828
0.01935,55.1096948618345
0.0194,54.162604728536
0.01945,53.2021506845995
0.0195,52.2285698331929
0.01955,51.2421024636987
0.0196,50.2429920830692
0.01965,49.2314846762553
0.0197,48.2078301273503
0.01975,47.1722810515956
0.0198,46.1250930285671
0.01985,45.0665244628016
0.0199,43.9968361411542
0.01995,42.9162922553309
0.02,41.8251594588378
0.02005,40.7237070463453
0.0201,39.6122067272232
0.02015,38.4909324804893
0.0202,37.3601611757848
0.02025,36.2201718591493
0.0203,35.0712458776982
0.02035,33.9136665742256
0.0204,32.7477194340626
0.02045,31.5736922926759
0.0205,30.3918748670322
0.02055,29.202558820652
0.0206,28.0060373932558
0.02065,26.8026058090229
0.0207,25.5925610956241
0.02075,24.3762018548602
0.0208,23.1538282685909
0.02085,21.9257416758756
0.0209,20.6922452045616
0.02095,19.4536432478943
0.021,18.2102414505078
