"time","Revolute1.phi","Revolute1.w","Revolute2.phi","Revolute2.w","Revolute3.phi","Revolute3.w","Revolute4.phi","Revolute4.w","Revolute5.phi","Revolute5.w","Revolute6.phi","Revolute6.w"
0,0,0,0,0,0,0,0,0,0,0,0,0
0.00022,2.52399482358918e-06,0.0229454061896668,4.79967799200365e-07,0.00436334268575616,2.52399482358918e-06,0.0229454061896668,4.79967799200365e-07,0.00436334268575616,2.52399473943414e-06,0.0229454052921585,4.79968241766243e-07,0.00436334740568109
0.00044,1.00959788818315e-05,0.0458908123787499,1.91986580751776e-06,0.00872665705106812,1.00959788818315e-05,0.0458908123787499,1.91986580751776e-06,0.00872665705106812,1.00959775355735e-05,0.0458908051997022,1.91987288846934e-06,0.00872669481049955
0.00066,2.27159522933553e-05,0.0688362185650625,4.31968211309525e-06,0.0130899204580077,2.27159522933553e-05,0.0688362185650625,4.31968211309525e-06,0.0130899204580077,2.27159462396365e-05,0.0688361954209827,4.31971396157827e-06,0.0130900422112227
0.00088,4.03839150604639e-05,0.0917816247388245,7.6793781551743e-06,0.0174530875027169,4.03839150604639e-05,0.0917816247388245,7.6793781551743e-06,0.0174530875027169,4.03838935323503e-05,0.0917815673363404,7.67949145556447e-06,0.0174533895933954
0.0011,6.30998671823447e-05,0.114727030902219,1.19989625997838e-05,0.0218161685344708,6.30998671823447e-05,0.114727030902219,1.19989625997838e-05,0.0218161685344708,6.30998210583684e-05,0.114726922910594,1.19992053716004e-05,0.0218167369602435
0.00132,9.08638086503622e-05,0.137672437039267,1.7278402505101e-05,0.0261791374069001,9.08638086503622e-05,0.137672437039267,1.7278402505101e-05,0.0261791374069001,9.08637225675943e-05,0.137672257195275,1.72788556961597e-05,0.0261800842881527
0.00154,0.00012367573944988,0.16061784312289,2.3517642035958e-05,0.0305419498028786,0.00012367573944988,0.16061784312289,2.3517642035958e-05,0.0305419498028786,0.000123675587466346,0.160617561802913,2.35184424063162e-05,0.0305434315370974
0.00176,0.000161535659590244,0.183563249170378,3.0716716845093e-05,0.0349046340204656,0.000161535659590244,0.183563249170378,3.0716716845093e-05,0.0349046340204656,0.000161535422519066,0.183562842089207,3.07179655167091e-05,0.0349067787326354
0.00198,0.00020444356891095,0.206508655029343,3.88754092823985e-05,0.0392670851841049,0.00020444356891095,0.206508655029343,3.88754092823985e-05,0.0392670851841049,0.00020444318657687,0.206508078335664,3.88774247885255e-05,0.0392701256495772
