"time","actuatedPrismatic.s","actuatedPrismatic.v","actuatedRevolute.phi","actuatedRevolute.w","bodyBox8.body.Q[1]","bodyBox8.body.Q[2]","bodyBox8.body.Q[3]","bodyBox8.body.Q[4]","bodyBox8.body.frame_a.r_0[1]","bodyBox8.body.frame_a.r_0[2]","bodyBox8.body.frame_a.r_0[3]","bodyBox8.body.w_a[1]","bodyBox8.body.w_a[2]","bodyBox8.body.w_a[3]","cylindrical.phi","cylindrical.s","cylindrical.v","cylindrical.w","freeMotion.Q[1]","freeMotion.Q[2]","freeMotion.Q[3]","freeMotion.Q[4]","freeMotion.r_rel_a[1]","freeMotion.r_rel_a[2]","freeMotion.r_rel_a[3]","freeMotion.v_rel_a[1]","freeMotion.v_rel_a[2]","freeMotion.v_rel_a[3]","freeMotion.w_rel_b[1]","freeMotion.w_rel_b[2]","freeMotion.w_rel_b[3]","planar.phi","planar.s_x","planar.s_y","planar.v_x","planar.v_y","planar.w","prismatic.s","prismatic.v","revolute.phi","revolute.w","universal.phi_a","universal.phi_b","universal.w_a","universal.w_b"
0,0.2,0.4,0.523598775598299,-0.174532925199433,-0.0874344569433554,-0.211923729422542,-0.969507651325413,0.0865936641339482,-0.207141136784699,10.4304598453669,3.01588544264433,-0.42349716476892,-0.303872234840887,0.0112454630050439,1.0471975511966,1,3,0.0349065850398866,0.244792315863411,0.182147965729901,0.367580119832384,0.87851220604992,1,1,1,0,0,0,0,0,0,0.0523598775598299,1,2,1,2,0.0174532925199433,1,1,0.785398163397448,0.174532925199433,-0.174532925199433,0.174532925199433,0.349065850398866,-0.349065850398866
4e-05,0.200016,0.400000000000019,0.5235918007834,-0.174207826332551,-0.0874411301657525,-0.211916024344219,-0.969508895405155,0.0865918536107917,-0.207068496466931,10.4306696670894,3.01602238351193,-0.42349716476892,-0.30387242434448,0.0112403411158724,1.04719894746,1.00011999998862,2.99999943096192,0.0349065850398866,0.244792315769969,0.182147965530329,0.367580119834764,0.87851220611634,0.9999999999224,0.999999999916322,1.00000000078096,-3.88000622644432e-06,-4.18378980346515e-06,3.90474355102909e-05,-1.72138656629816e-05,-1.52491052568791e-05,9.51462297177282e-07,0.0523605760020291,1.00004000064201,2.000079999666,1.00003209997085,1.99998329972365,0.0174688170745967,1.00003999537926,0.999768966154926,0.785405138841803,0.174239298302716,-0.174518964204976,0.17451896121752,0.348983874557663,-0.349133243940541
8e-05,0.200032,0.400000000000153,0.523584838972132,-0.173882735449496,-0.087447803360531,-0.21190831925214,-0.969510139388032,0.086590042978104,-0.206995856220995,10.4308794731123,3.01615932439437,-0.42349716476892,-0.303872613761742,0.0112352192235077,1.0472003437234,1.00023999995449,2.99999886234485,0.0349065850398866,0.244792315489644,0.182147964931615,0.367580119841954,0.878512206315578,0.999999999689583,0.9999999996653,1.00000000312382,-7.76063482915167e-06,-8.36737807874687e-06,7.80951092557913e-05,-3.44282772787105e-05,-3.04984259640583e-05,1.90327632340585e-06,0.0523612750651809,1.00008000256808,2.00015999866384,1.0000642026159,1.99996659402333,0.0174843407486437,1.00007998151701,0.999537924385821,0.785412102541319,0.173945676633665,-0.17450500648934,0.174504994539914,0.348901905421349,-0.34920063651252
0.00012,0.200048,0.400000000000549,0.523577890164089,-0.173557652544083,-0.0874544765275066,-0.211900614146309,-0.96951138327406,0.0865882322358848,-0.206923216046894,10.4310892634353,3.0162962652911,-0.42349716476892,-0.303872803092672,0.0112300973279522,1.0472017399868,1.00035999989763,2.99999829414921,0.0349065850398866,0.244792315022424,0.182147963933741,0.367580119854027,0.878512206647611,0.999999999301509,0.999999999246944,1.00000000702859,-1.16418860291317e-05,-1.25507641779914e-05,0.000117143020544352,-5.16432344843268e-05,-4.57479615258727e-05,2.85544232359537e-06,0.0523619747492347,1.00012000577839,2.00023999699318,1.00009630793752,1.99994988289852,0.0174998635407409,1.00011995841269,0.999306874710395,0.785419054496238,0.173652060186362,-0.174491052052127,0.174491025166655,0.348819942988449,-0.349268028113897
0.00016,0.200064,0.40000000000122,0.523570954359235,-0.173232577615869,-0.0874611496669779,-0.211892909026724,-0.969512627063213,0.0865864213841344,-0.206850575944626,10.4312990380584,3.01643320620302,-0.42349716476892,-0.30387299233727,0.011224975429206,1.0472031362502,1.00047999981806,2.99999772637503,0.0349065850398866,0.244792314368307,0.182147962536707,0.367580119870872,0.878512207112485,0.999999998758176,0.999999998661257,1.00000001249528,-1.55237598417822e-05,-1.67339480552851e-05,0.000156191169326705,-6.88587372537978e-05,-6.0997711899915e-05,3.80796031497045e-06,0.0523626750541864,1.00016001027295,2.00031999465399,1.00012841593588,1.9999331663492,0.0175153854507933,1.00015992606627,0.99907581712991,0.785425994706584,0.173358448960383,-0.174477100893308,0.174477053097747,0.348737987258855,-0.349335418744608
0.0002,0.20008,0.400000000002523,0.523564031556373,-0.172907510649823,-0.0874678227780101,-0.211885203893393,-0.969513870755572,0.086584610422854,-0.206777935914191,10.4315087969817,3.01657014712735,-0.42349716476892,-0.303873181495536,0.0112198535272746,1.04720453251361,1.00059999971582,2.99999715902334,0.0349065850398866,0.244792313527268,0.182147960740476,0.367580119892871,0.878512207710056,0.99999999805949,0.999999997908267,1.00000001952393,-1.94062567895081e-05,-2.09169281537951e-05,0.000195239553932672,-8.60747847043683e-05,-7.62476756483295e-05,4.76083088164175e-06,0.0523633759799029,1.00020001605217,2.00039999164545,1.00016052661661,1.9999164443742,0.0175309064755803,1.00019988447655,0.998844751687167,0.785432923173138,0.173064842941382,-0.174463153011872,0.174463078333338,0.348656038228905,-0.349402808402485
0.00024,0.200096,0.400000000004393,0.523557121755723,-0.172582451648706,-0.0874744958611714,-0.211877498746312,-0.969515114351089,0.0865827993520436,-0.206705295955589,10.4317185402051,3.01670708806578,-0.42349716476892,-0.303873370567471,0.011214731622157,1.04720592877701,1.00071999959092,2.99999659209395,0.0349065850398866,0.244792312499312,0.182147958545055,0.367580119919803,0.878512208440413,0.999999997205467,0.99999999698797,1.00000002811453,-2.32893767763003e-05,-2.50997047596398e-05,0.000234288174669202,-0.000103291376998272,-9.14978530353684e-05,5.71405391625972e-06,0.0523640775264085,1.00024002311598,2.00047998796772,1.00019263997868,1.99989971697376,0.0175464266156935,1.00023983364375,0.998613678374299,0.785439839895756,0.172771242131994,-0.174449208408006,0.174449100873399,0.348574095899272,-0.349470197087927
0.00028,0.200112000000001,0.400000000006804,0.523550224957369,-0.172257400613571,-0.0874811689168842,-0.211869793585483,-0.969516357849723,0.0865809881717029,-0.20663265606882,10.4319282677287,3.01684402901958,-0.42349716476892,-0.303873559553074,0.0112096097138528,1.04720732504041,1.00083999944334,2.99999602558678,0.0349065850398866,0.244792311284441,0.182147955950446,0.367580119951501,0.878512209303625,0.999999996196114,0.999999995900364,1.00000003826707,-2.71731197655764e-05,-2.92822779818387e-05,0.000273337031653253,-0.000120508514197325,-0.000106748244161719,6.66762937792096e-06,0.0523647796937127,1.00028003146434,2.00055998362085,1.0002247560217,1.99988298414793,0.0175619458713588,1.00027977356796,0.99838259718831,0.785446744874384,0.172477646533224,-0.174435267081779,0.17443512071792,0.348492160270213,-0.349537584801085
0.00032,0.200128000000001,0.400000000009756,0.523543341161311,-0.171932357544418,-0.0874878419454824,-0.211862088410905,-0.969517601251445,0.086579176881832,-0.206560016253884,10.4321379795525,3.01698096998977,-0.42349716476892,-0.303873748452346,0.011204487802362,1.04720872130381,1.00095999927309,2.99999545950184,0.0349065850398866,0.244792309882655,0.18214795295665,0.36758011998784,0.878512210299744,0.999999995031432,0.999999994645449,1.00000004998156,-3.10574857573363e-05,-3.34646478203919e-05,0.000312386124884824,-0.000137726196301527,-0.000121998849027383,7.62155726662547e-06,0.0523654824818155,1.00032004109726,2.00063997860484,1.00025687474567,1.99986624589673,0.0175774642425759,1.00031970424918,0.9981515081292,0.785453638109022,0.172184056145073,-0.174421329033192,0.174421137866902,0.348410231341727,-0.349604971541961
0.00036,0.200144000000002,0.400000000014323,0.523536470363958,-0.171607322396204,-0.0874945149435042,-0.211854383222593,-0.969518844556565,0.0865773654824355,-0.206487376510776,10.4323476756764,3.01711791096598,-0.42349716476892,-0.303873937265284,0.0111993658877011,1.04721011756721,1.00107999908036,2.99999489384218,0.0349065850398866,0.244792308293878,0.182147949563559,0.367580120030218,0.878512211428229,0.999999993711138,0.999999993223316,1.0000000632581,-3.4942476317735e-05,-3.76468096154216e-05,0.00035143544936806,-0.000154944420669252,-0.000137249663329644,8.5758393314491e-06,0.0523661858903148,1.00036005201595,2.00071997291723,1.00028899616749,1.9998495022167,0.0175929817197026,1.00035962568387,0.997920411325151,0.785460519602016,0.171890470924555,-0.174407394259218,0.174407152320786,0.34832830910284,-0.349672357304078
