"time","freeMotion.r_rel_a[1]","freeMotion.r_rel_a[2]","freeMotion.r_rel_a[3]","freeMotion.v_rel_a[1]","freeMotion.v_rel_a[2]","freeMotion.v_rel_a[3]","referenceSystem.pointMass1.w_a[1]","referenceSystem.pointMass1.w_a[2]","referenceSystem.pointMass1.w_a[3]","referenceSystem.pointMass3.v_0[1]","referenceSystem.pointMass6.frame_a.r_0[1]","referenceSystem.pointMass6.frame_a.r_0[2]","referenceSystem.pointMass6.frame_a.r_0[3]","referenceSystem.pointMass6.v_0[2]","referenceSystem.pointMass6.v_0[3]"
0.006,1.9999726001498,9.58287294781978e-24,-0.00599995239745988,-0.00913328901581681,2.94590807514223e-21,-0.999980687622631,-1.67688598860443e-33,1.68368473323284e-05,9.37855626085519e-27,-0.0091332890158084,1.9999725586491,1.05918886049042e-29,-1.00599995239746,4.79520612825697e-27,-0.999980687621932
0.0066,1.99996684617407,1.1516532138427e-23,-0.00659993863004772,-0.0100466225903823,3.27825662267049e-21,-0.999976631994515,-2.33388490487646e-33,2.03725963382827e-05,1.30530466734874e-26,-0.0100466225903729,1.99996679267073,1.47417586173655e-29,-1.00659993863005,6.68256669735273e-27,-0.999976631993424
0.0072,1.99996054417365,6.17842604141321e-24,-0.00719991748753406,-0.0109599599920648,1.86801121561097e-21,-0.99997219000827,2.83769515117727e-25,2.42451247732929e-05,1.36502042339628e-21,-0.0109599599920548,1.9999604722382,7.38418972684847e-24,-1.00719991748753,1.67372900706738e-21,-0.999972190006525
0.0078,1.99995369416565,-1.54071678602583e-24,-0.00779989264516192,-0.0118732993135583,-1.18924206049739e-22,-0.999967361732261,6.64972190833929e-25,2.84544063714072e-05,3.19870649361555e-21,-0.0118732993135479,1.99995360057259,1.73037434673535e-23,-1.00779989264515,3.92212865548894e-21,-0.999967361729597
0.0084,1.99994629615074,-1.1450044405218e-23,-0.00839986424635109,-0.0127866404804338,-2.63705232536801e-21,-0.999962147169155,1.13633658148978e-24,3.30004401076436e-05,5.46609378311764e-21,-0.012786640480423,1.99994617779961,2.9569460520661e-23,-1.00839986424633,6.70231740477085e-21,-0.999962147165249
0.009,1.99993835012893,-2.35495568161634e-23,-0.00899983229110156,-0.0136999834926913,-5.68637314234385e-21,-0.999956546318952,1.69786268708527e-24,3.78832259820023e-05,8.16718229190255e-21,-0.0136999834926802,1.99993820391924,4.4181340886771e-23,-1.00899983229107,1.00142952189195e-20,-0.999956546313413
0.0096,1.99992985610022,-3.78392540188618e-23,-0.00959979677941335,-0.0146133283503307,-9.26688665697725e-21,-0.999950559181653,2.34955050762041e-24,4.31027639944832e-05,1.13019720199703e-20,-0.0146133283503193,1.9999296789315,6.11393845656833e-23,-1.00959979677937,1.38580620580494e-20,-0.999950559174016
0.0102,1.9999208140646,-5.43191360133134e-23,-0.0101997577112864,-0.015526675053352,-1.33785928692682e-20,-0.999944185757257,3.09140004309519e-24,4.86590541450863e-05,1.48704629673208e-20,-0.0155266750533405,1.99992060283638,8.04435915573982e-23,-1.01019975771122,1.8233617878383e-20,-0.999944185746979
0.0108,1.99991122402207,-7.29892027995182e-23,-0.0107997150867209,-0.0164400236017553,-1.80214917792168e-20,-0.999937426045765,3.92341129350962e-24,5.45520964338117e-05,1.88726551339542e-20,-0.0164400236017437,1.99991097563388,1.02093961861915e-22,-1.01079971508664,2.31409626322508e-20,-0.999937426032214
0.0114,1.99990108597264,-9.38494543774761e-23,-0.0113996689057166,-0.0173533739955405,-2.31955833868229e-20,-0.999930280047176,4.84558425886369e-24,6.07818908606592e-05,2.33085485198703e-20,-0.0173533739955289,1.99990079732401,1.26090495479235e-22,-1.01139966890562,2.85800962680914e-20,-0.999930280029631
0.012,1.9998903999163,-1.16899890747187e-22,-0.0119996191682736,-0.0182667262347077,-2.89008676920865e-20,-0.99992274776149,5.85791893915741e-24,6.7348437425629e-05,2.81781431250693e-20,-0.0182667262346961,1.99989006790676,1.52433192409357e-22,-1.01199961916816,3.45510187304511e-20,-0.999922747739129
0.0126,1.99987916585306,-1.42140511908651e-22,-0.0125995658743919,-0.0191800803192568,-3.51373446950078e-20,-0.999914829188707,6.96041533439078e-24,7.42517361287209e-05,3.34814389495512e-20,-0.0191800803192454,1.99987878738212,1.81122052652282e-22,-1.01259956587426,4.10537299599846e-20,-0.999914829160605
0.0132,1.99986738378291,-1.69571317861869e-22,-0.0131995090240716,-0.0200934362491878,-4.19050143955866e-20,-0.999906524328828,8.15307344456379e-24,8.14917869699351e-05,3.92184359933158e-20,-0.0200934362491767,1.99986695575011,2.12157076208009e-22,-1.01319950902391,4.80882298934545e-20,-0.999906524293947
0.0138,1.99985505363705,-2.01661749241405e-22,-0.0137994388083863,-0.0210067991162363,-4.67759308684326e-20,-0.999897832833848,9.1714495173445e-24,8.90687623847162e-05,4.02760459948503e-20,-0.0210067991162251,1.99985456439139,2.46594817559202e-22,-1.01379943880817,5.28987918567836e-20,-0.999897832790272
0.0144,1.99984217546812,-2.36522650911874e-22,-0.014399362731296,-0.0219201650251564,-5.16075052410648e-20,-0.999888754969995,1.02178465624695e-23,9.69825304576413e-05,4.05658499056102e-20,-0.0219201650251451,1.99984161989987,2.83626998386148e-22,-1.01439936273101,5.75935836827441e-20,-0.999888754916115
0.015,1.99982874928007,-2.74012180470667e-22,-0.0149992813562163,-0.0228335336834835,-5.65391964980973e-20,-0.999879290757259,1.13074539862605e-23,0.000105233081284177,4.03815388204983e-20,-0.0228335336834721,1.99982812277063,3.23192931169491e-22,-1.01499928135585,6.23308917584419e-20,-0.99987929069133
0.0156,1.99981477507289,-3.14130337917785e-22,-0.0155991946831472,-0.0237469050912177,-6.157100463953e-20,-0.999869440195638,1.24402717887175e-23,0.000113820414864322,3.97231127395145e-20,-0.0237469050912062,1.99981407300367,3.65292615909231e-22,-1.01559919468269,6.71107160603703e-20,-0.999869440115729
0.0162,1.99980025284659,-3.56877123253228e-22,-0.0161991027120888,-0.0246602792483588,-6.6702929665363e-20,-0.999859203285133,1.36162999698404e-23,0.000122744531198078,3.85905716626587e-20,-0.0246602792483473,1.99979947059899,4.09926052605368e-22,-1.01619910271153,7.19330565645385e-20,-0.999859203189117
0.0168,1.99978518260117,-4.02252536476995e-22,-0.016799005443041,-0.025573656154907,-7.19349715755961e-20,-0.999848580025745,1.48355385296293e-23,0.000132005430285444,3.69839155899311e-20,-0.0255736561548955,1.99978431555659,4.57093241257902e-22,-1.01679900544238,7.67979132464714e-20,-0.999848579911291
0.0174,1.99976956433663,-4.50256577589087e-22,-0.0173989028760039,-0.0264870358108623,-7.72671303702296e-20,-0.999837570417472,1.60979874680842e-23,0.000141603112126421,3.49031445213315e-20,-0.0264870358108507,1.99976860787647,5.06794181866833e-22,-1.01739890287523,8.17052860812095e-20,-0.999837570282036
0.018,1.99975339805297,-5.00889246589503e-22,-0.0179987950109774,-0.0274004182162245,-8.26994060492632e-20,-0.999826174460316,1.7403646785205e-23,0.000151537576721008,3.23482584568601e-20,-0.0274004182162129,1.99975234755864,5.5902887443216e-22,-1.01799879501008,8.66551750433091e-20,-0.999826174301128
0.0186,1.99973668375018,-5.54150543478244e-22,-0.0185986818479616,-0.0283138033709938,-8.82317986126971e-20,-0.999814392154275,1.87525164809918e-23,0.000161808824069205,2.93192573965168e-20,-0.0283138033709822,1.99973553460308,6.13797318953885e-22,-1.01859868184693,9.16475801068425e-20,-0.999814391968335
0.0192,1.99971942142828,-6.10040468255309e-22,-0.0191985633869564,-0.0292271912751701,-9.38643080605312e-20,-0.999802223499351,2.01445965554445e-23,0.000172416854171013,2.58161413403015e-20,-0.0292271912751585,1.99971816900981,6.71099515432007e-22,-1.01919856338579,9.66825012453974e-20,-0.999802223283415
0.0198,1.99970161108725,-6.68559020920699e-22,-0.0197984396279618,-0.0301405819287534,-9.95969343927656e-20,-0.999789668495543,2.15798870085632e-23,0.00018336166702643,2.18389102882144e-20,-0.0301405819287418,1.99970025077881,7.30935463866526e-22,-1.01979843962665,1.01759938432077e-19,-0.999789668246116
0.0204,1.99968325260483,-7.21102184429156e-22,-0.0203982973270632,-0.031053982208378,-1.02511134044589e-19,-0.999776726505548,1.08680959131843e-22,0.000194643586432242,1.91644605594167e-20,-0.0310539822083664,1.999681768244,7.79675156949254e-22,-1.02039829732547,1.03240793695198e-19,-0.999776726216629
0.021,1.99966434606995,-7.73926963450095e-22,-0.0209981461154869,-0.0319673871132247,-1.04729327347908e-19,-0.999763397992825,2.19181452275353e-22,0.000206262376917275,1.65005993900428e-20,-0.0319673871132131,1.99966272988917,8.27230594961325e-22,-1.02099814611358,1.03771488239902e-19,-0.999763397659471
0.0216,1.99964489149347,-8.27799276236741e-22,-0.0215979871721887,-0.0328807960311448,-1.06511319202846e-19,-0.999749683014106,3.45459358033568e-22,0.000218218009657565,1.36891498125466e-20,-0.0328807960311332,1.99964313675284,8.74815103182552e-22,-1.02159798716993,1.03675969760528e-19,-0.999749682631193
0.0222,1.9996248888754,-8.82719122789094e-22,-0.0221978204971687,-0.0337942089621381,-1.07857109609404e-19,-0.999735581569391,4.87514676406486e-22,0.000230510484653114,1.07301118269281e-20,-0.0337942089621265,1.999622988835,9.22428681612935e-22,-1.02219782049453,1.02954238248391e-19,-0.999735581131416
0.0228,1.99960433821575,-9.38686503107153e-22,-0.0227976460904269,-0.0347076259062047,-1.08766698567582e-19,-0.99972109365868,6.45347407394108e-22,0.00024313980190392,7.62348543318719e-21,-0.0347076259061931,1.99960228613564,9.70071330252472e-22,-1.02279764608738,1.0160629369525e-19,-0.999721093159742
0.0234,1.9995832395145,-9.9570141719092e-22,-0.0233974639519632,-0.0356210468633445,-1.0924008607738e-19,-0.999706219281972,8.18957550996436e-22,0.000256105961409985,4.36927063132399e-21,-0.0356210468633329,1.99958102865478,1.01774304910117e-21,-1.02339746394847,9.96321360933085e-20,-0.999706218715763
0.024,1.99956159277167,-1.05376386504039e-21,-0.0239972740817777,-0.0365344718335576,-1.09277272138798e-19,-0.999690958439268,1.00834510721347e-21,0.000269408963171308,9.67467421338457e-22,-0.0365344718335461,1.99955921639241,1.06544383815901e-21,-1.02399727407781,9.70317654352134e-20,-0.999690957799056
0.0246,1.99953939798725,-1.11287384665557e-21,-0.0245970764798704,-0.037447900816844,-1.08878256751836e-19,-0.999675311130569,1.2135100760452e-21,0.000283048807187889,-2.5819241967694e-21,-0.0374479008168325,1.99953684934853,1.11317369742602e-21,-1.0245970764754,9.38051817140553e-20,-0.999675310409186
0.0252,1.99951665516123,-1.17303136203646e-21,-0.0251968711462412,-0.0383613338132037,-1.08043039916493e-19,-0.999659277355873,1.43445245749164e-21,0.000297025493459728,-6.2789042229996e-21,-0.0383613338131922,1.99951392752315,1.16093262690218e-21,-1.02519687114124,8.99523849233692e-20,-0.999659276545702
0.0258,1.99949336429363,-1.23423641118305e-21,-0.0257966580808902,-0.0392747708226366,-1.06771621632771e-19,-0.999642857115181,1.67117225155279e-21,0.000311339021986825,-1.01234726573521e-20,-0.0392747708226252,1.99949045091625,1.20872062658749e-21,-1.02579665807532,8.54733750571339e-20,-0.999642856208141
0.0264,1.99946952538444,-1.29648899409536e-21,-0.0263964372838173,-0.0401882118451429,-1.05064001900668e-19,-0.999626050408493,1.92366945822863e-21,0.00032598939276918,-1.4115629499827e-20,-0.0401882118451315,1.99946641952784,1.25653769648196e-21,-1.02639643727765,8.03681521097719e-20,-0.999626049396025
0.027,1.99944513827104,-1.3478522632666e-21,-0.026996195535265,-0.0411016637478673,-1.03132975453029e-19,-0.999608856371343,2.13672201466292e-21,0.000340977052086405,-8.26569483409596e-21,-0.0411016637478559,1.99944182167421,1.28548396073408e-21,-1.02699619552819,7.46357076604525e-20,-0.99960885524047
0.0276,1.99942020306513,-1.39652565668285e-21,-0.027595941915904,-0.042015121813758,-1.00832373277078e-19,-0.999591275597535,2.34826203648293e-21,0.000356301693388384,5.64405615481622e-22,-0.0420151218137467,1.99941666538092,1.30854177166935e-21,-1.02759594190781,6.82767332976162e-20,-0.999591274337063
0.0282,1.99939471978667,-1.44397385282306e-21,-0.0281956780478289,-0.0429285852002006,-9.81360849726065e-20,-0.999573308193139,2.56506539704921e-21,0.000371963261915587,1.114891528487e-20,-0.0429285852001894,1.99939095208158,1.32803018726344e-21,-1.02819567803862,6.12913523857137e-20,-0.999573306791704
0.0288,1.99936868843566,-1.49019685168725e-21,-0.0287954039310396,-0.0438420539071952,-9.50441105396145e-20,-0.999554954158157,2.78713209636178e-21,0.000387961757668014,2.34878341740693e-20,-0.0438420539071841,1.9993646817762,1.34394920751635e-21,-1.02879540392064,5.36795645994054e-20,-0.99955495260374
0.0294,1.99934210901209,-1.5351946532754e-21,-0.0293951195655361,-0.0447555279347417,-9.15564499781018e-20,-0.999536213492587,3.01446213442062e-21,0.000404297180645665,3.75811622830793e-20,-0.0447555279347307,1.99933785446478,1.35629883242807e-21,-1.02939511955386,4.54413696019702e-20,-0.999536211772502
0.03,1.99931498151598,-1.57896725758753e-21,-0.0299948249513185,-0.0456690072828402,-8.76731032880687e-20,-0.999517086196431,3.24705551122575e-21,0.000420969530848541,5.34288996119001e-20,-0.0456690072828293,1.99931047014731,1.36507906199862e-21,-1.02999482493828,3.65767670453052e-20,-0.9995170842973
0.0306,1.99928730594731,-1.62151466462362e-21,-0.0305945200883867,-0.0465824919514905,-8.3394070469515e-20,-0.999497572269687,3.48491222677715e-21,0.000437978808276641,7.10310461605318e-20,-0.0465824919514798,1.99928252882379,1.37028989622799e-21,-1.0305945200739,2.70857565699271e-20,-0.999497570177427
0.0312,1.99925908230609,-1.66283687438369e-21,-0.0311942049767407,-0.0474959819406928,-7.87193515224407e-20,-0.999477671712356,3.72803228107484e-21,0.000455325012929965,9.03876019289742e-20,-0.0474959819406823,1.99925403049423,1.37193133511618e-21,-1.03119420496073,1.69683378049699e-20,-0.999477669412161
0.0318,1.99923031059232,-1.70293388686772e-21,-0.0317938796163806,-0.0484094772504471,-7.36489464468459e-20,-0.999457384524439,3.9764156741188e-21,0.000473008144808513,1.11498566917227e-19,-0.0484094772504366,1.99922497515863,1.37000337866319e-21,-1.03179387959875,6.22451036818704e-21,-0.999457382000758
0.0324,1.999200990806,-1.74180570207572e-21,-0.0323935440073063,-0.0493229778807533,-6.81828552427305e-20,-0.999436710705934,4.23006240590905e-21,0.000491028203912286,1.34363941125291e-19,-0.049322977880743,1.99919536281698,1.36450602686902e-21,-1.03239354398798,-5.14572613404987e-21,-0.999436707942458
0.033,1.99917112294712,-1.7794523200077e-21,-0.0329931981495179,-0.0502364838316114,-6.23210779100947e-20,-0.999415650256842,4.48897247644558e-21,0.000509385190241283,1.58983724553166e-19,-0.0502364838316013,1.99916519346929,1.35543927973367e-21,-1.03299319812841,-1.71423721067503e-20,-0.999415647236481
0.0336,1.9991407068758,-1.6474406100931e-21,-0.0335928338561984,-0.0511499993590197,-2.9043417037264e-20,-0.999394202406645,4.62372645922101e-21,0.000528079512699958,1.78106044484365e-19,-0.0511499993590104,1.99913445984297,1.33176645495137e-21,-1.03359283383277,-2.88989824470133e-20,-0.999394199107743
0.0342,1.99910974266771,-1.43688594197325e-21,-0.0341924555560778,-0.0520635221606588,1.70333161426805e-20,-0.999372367572162,4.70433492071383e-21,0.000547110950087884,1.95653864654801e-19,-0.0520635221606507,1.99910316587219,1.29945794198469e-21,-1.03419245553002,-4.08842688723494e-20,-0.999372363973953
0.0348,1.99907823034047,-1.16899779184206e-21,-0.0347920642800584,-0.052977051700604,7.25066779904388e-20,-0.999350145850418,4.74709464431955e-21,0.0005664794509149,2.12540357082476e-19,-0.0529770517005973,1.99907131247273,1.2599035045329e-21,-1.03479206425114,-5.32073365866459e-20,-0.999350141931616
0.0354,1.99904616989046,-8.39420560474105e-22,-0.0353916598164331,-0.0538905880889133,1.38075397731775e-19,-0.999327537221487,4.74865890631501e-21,0.000586185025755074,2.28577991849257e-19,-0.0538905880889082,1.99903889945653,1.21281773933396e-21,-1.03539165978441,-6.58457801817276e-20,-0.999327532959695
0.036,1.99901356131405,-4.43798648643982e-22,-0.0359912419534946,-0.0548041314356447,2.14438204592454e-19,-0.999304541665445,4.70568098297701e-21,0.000606227685182479,2.43579239037013e-19,-0.0548041314356416,1.99900592663551,1.15791524312582e-21,-1.03599124191809,-7.87771942565356e-20,-0.999304537037117
0.0366,1.99898040460765,2.22235428737129e-23,-0.036590810479536,-0.0557176818508563,3.02293827798241e-19,-0.999281159162366,4.61481415058241e-21,0.000626607439771186,2.5735656872761e-19,-0.0557176818508554,1.99897239382162,1.09491061264642e-21,-1.03659081044049,-9.19791734159663e-20,-0.999281154142771
0.0372,1.99894669976761,5.630016133044e-22,-0.03719036518285,-0.0566312394446061,4.02340996574901e-19,-0.999257389692326,4.47271168540801e-21,0.000647324300095267,2.69722451002916e-19,-0.0566312394446078,1.99893830082679,1.02351844463372e-21,-1.03719036513987,-1.0542931226961e-19,-0.999257384255507
0.0378,1.99891244679034,1.18289116187347e-21,-0.0377899058517297,-0.0575448043269523,5.15278440148197e-19,-0.999233233235398,4.27602686373067e-21,0.000668378276728793,2.80489355944799e-19,-0.0575448043269568,1.99890364746295,9.4345333582567e-22,-1.03778990580452,-1.19105205430383e-19,-0.999233227354135
0.0384,1.99887764567221,1.88624778780636e-21,-0.0383894322744677,-0.0584583766079528,6.41804887743896e-19,-0.999208689771657,4.0214129618272e-21,0.000689769380245834,2.89469753635126e-19,-0.0584583766079605,1.99886843354204,8.54429882960216e-22,-1.03838943222272,-1.32984447513027e-19,-0.999208683417424
0.039,1.9988422964096,2.67742709032845e-21,-0.0389889442393571,-0.0593719563976658,7.82619068587761e-19,-0.999183759281179,3.70552325597443e-21,0.000711497621220463,2.96476114155765e-19,-0.059371956397677,1.99883265887598,7.56162682775309e-22,-1.03898894418275,-1.47044633132455e-19,-0.999183752424104
0.0396,1.9988063989989,3.56078466866515e-21,-0.0395884415346907,-0.0602855438061492,9.38419711905556e-19,-0.999158441744038,3.3250110224492e-21,0.00073356301022675,3.01320907588582e-19,-0.0602855438061643,1.99879632327673,6.48366332008903e-22,-1.03958844147289,-1.61263356902062e-19,-0.999158434352862
0.0402,1.99876995343649,4.5406761220419e-21,-0.0401879239487613,-0.0611991389434611,1.10990554692305e-18,-0.999132737140309,2.87652953752832e-21,0.000755965557838766,3.03816604015447e-19,-0.0611991389434805,1.99875942655621,5.30755427398944e-22,-1.04018792388142,-1.75618213431741e-19,-0.999132729182344
0.0408,1.99873295971875,5.62145704968407e-21,-0.0407873912698619,-0.0621127419196596,1.297775302866e-18,-0.999106645450067,2.35673207748864e-21,0.000778705274630584,3.03775673518225e-19,-0.0621127419196838,1.99872196852635,4.03044565683386e-22,-1.04078739119663,-1.90086797325935e-19,-0.999106636891154
0.0414,1.99869541784206,6.8074830508171e-21,-0.0413868432862854,-0.0630263528448028,1.50272770896018e-18,-0.999080166653386,1.76227191860697e-21,0.000801782171176273,3.01010586178785e-19,-0.063026352844832,1.99868394899909,2.64948343600177e-22,-1.04138684320678,-2.04646703181362e-19,-0.99908015745785
0.042,1.9986573278028,8.10310972466637e-21,-0.0419862797863245,-0.0639399718289486,1.72546149443134e-18,-0.999053300730342,1.08980233716016e-21,0.000825196258049907,2.95333812078994e-19,-0.0639399718289835,1.99864536778637,1.16181357887269e-22,-1.04198627970018,-2.19275525584763e-19,-0.999053290860949
0.0426,1.99861868959737,9.51269267045731e-21,-0.0425857005582723,-0.0648535989821552,1.96667538850527e-18,-0.999026047661009,3.35976609425022e-22,0.000848947545825555,2.8655782130072e-19,-0.0648535989821961,1.99860622470011,-4.35417947173898e-23,-1.04258570046508,-2.33950859110306e-19,-0.999026037078922
0.0432,1.99857950322213,1.10405874874153e-20,-0.0431851053904215,-0.0657672344144806,2.2270681204077e-18,-0.998998407425461,-5.02551988321603e-22,0.000873036045077288,2.74495083925831e-19,-0.065767234414528,1.99856651955226,-2.14506517475846e-22,-1.04318510528979,-2.48650298317002e-19,-0.998998396090195
0.0438,1.99853976867348,1.26911497747658e-20,-0.043784494071065,-0.0666808782359828,2.50733841936443e-18,-0.998970380003774,-1.4291301798029e-21,0.00089746176637918,2.58958070036192e-19,-0.0666808782360373,1.99852625215475,-3.96998213650153e-22,-1.04378449396257,-2.63351437745795e-19,-0.998970367873148
0.0444,1.9984994859478,1.44687351317342e-20,-0.0443838663884958,-0.0675945305567199,2.8081850146012e-18,-0.998941965376023,-2.44710468874202e-21,0.000922224720305299,2.39759249713674e-19,-0.067594530556782,1.99848542231951,-5.91302286502356e-22,-1.04438386627171,-2.78031871916545e-19,-0.998941952406116
0.045,1.99845865504146,1.63776991575459e-20,-0.0449832221310067,-0.06850819148675,3.13030663534379e-18,-0.998913163522282,-3.55982223886216e-21,0.000947324917429718,2.16711093040141e-19,-0.0685081914868202,1.99844402985848,-7.97704139294509e-22,-1.04498322200549,-2.92669195324824e-19,-0.998913149667385
0.0456,1.99841727595085,1.84223974514263e-20,-0.0455825610868906,-0.0694218611361311,3.47440201081795e-18,-0.998883974422626,-4.77062955388646e-21,0.000972762368326509,1.89626070097464e-19,-0.0694218611362099,1.99840207458359,-1.01648917528866e-21,-1.04558256095219,-3.07241002438504e-19,-0.998883959635194
0.0462,1.99837534867236,2.06071856126008e-20,-0.0461818830444404,-0.0703355396149214,3.84116987024946e-18,-0.99885439805713,-6.08287335753812e-21,0.000998537083569742,1.58316650967507e-19,-0.0703355396150093,1.99835955630678,-1.24794279774686e-21,-1.04618188290009,-3.21724887694134e-19,-0.998854382287736
0.0468,1.99833287307577,2.31987620155165e-20,-0.0467811851414201,-0.0712492284189214,4.1540540916591e-18,-0.998824433716921,-6.91296559850893e-21,0.00102464943798976,1.41068913366475e-19,-0.0712492284190133,1.99831647241037,-1.43673085530869e-21,-1.04678118498568,-3.3194458833757e-19,-0.998824416911859
0.0474,1.99828984922971,2.60517798815383e-20,-0.0473804686786112,-0.072162926867434,4.45783784653285e-18,-0.998794081775213,-7.5991794394032e-21,0.00105109923430269,1.27153611530681e-19,-0.0721629268675279,1.99827282409272,-1.61487730235691e-21,-1.04738046851046,-3.40248037981971e-19,-0.998794063879984
0.048,1.99824627715995,2.91096668698761e-20,-0.0479797340598802,-0.0730766347486844,4.77116195888503e-18,-0.998763342372086,-8.28117458887736e-21,0.0010778863984857,1.12092802524655e-19,-0.0730766347487798,1.99822861173003,-1.79558493576148e-21,-1.04797973387857,-3.47577544698761e-19,-0.998763323330649
0.0486,1.99820215686165,3.23793416759264e-20,-0.0485789810476241,-0.0739903521862697,5.09397037590809e-18,-0.998732215480882,-8.9565634016665e-21,0.00110501094467167,9.58794440878759e-20,-0.073990352186366,1.9981838351105,-1.97859575419722e-21,-1.04857898085238,-3.53870118758875e-19,-0.998732195235051
0.0492,1.99815748832995,3.58677229950853e-20,-0.0491782094042402,-0.0749040793037864,5.42620704479446e-18,-0.998700701074947,-9.62295823250571e-21,0.00113247288699346,7.85064939598236e-20,-0.074904079303883,1.99813849402232,-2.16365175633894e-21,-1.04917820919426,-3.59062770387643e-19,-0.99870067956433
0.0498,1.99811227155999,3.95817295227493e-20,-0.0497774188921255,-0.0758178162248315,5.7678159127366e-18,-0.998668799127623,-1.02779714361301e-20,0.00116027223958393,5.99669098799766e-20,-0.0758178162249278,1.9980925882537,-2.35049494086147e-21,-1.04977741866659,-3.63092509769422e-19,-0.998668776289571
0.0504,1.99806650654692,4.35282799543148e-20,-0.0503766092736771,-0.0767315630730018,6.11874092692692e-18,-0.998636509612254,-1.09192153672748e-20,0.00118840901657595,4.02536495878143e-20,-0.076731563073097,1.99804611759282,-2.53886730643961e-21,-1.05037660903174,-3.65896347052887e-19,-0.998636485381803
0.051,1.99802019328589,4.7714292985178e-20,-0.0509757803112923,-0.0776453199718939,6.47892603455788e-18,-0.998603832502185,-1.15443023806748e-20,0.00121688323210238,1.93596708228152e-20,-0.0776453199719874,1.99799908182789,-2.7285108517482e-21,-1.05097578005209,-3.67411292356642e-19,-0.998603806811998
0.0516,1.99797333177204,5.21466873107353e-20,-0.0515749317673681,-0.0785590870451048,6.84831518282191e-18,-0.998570767770758,-1.21508448310653e-20,0.00124569490029609,-2.72206867554101e-21,-0.0785590870451957,1.99795148074711,-2.91916757546205e-21,-1.05157493149,-3.67574355775471e-19,-0.998570740551071
