"time","tank1.level","tank1.medium.T","tank2.level","tank2.medium.T","shut.on","shut.reset[1]","shut.reset[2]","start.on","start.reset[1]","start.reset[2]","stop.on","stop.reset[1]","stop.reset[2]","tankController.T1.enableFire","tankController.T2.enableFire","tankController.T3.enableFire","tankController.T4.enableFire","tankController.T5.enableFire","tankController.T6.enableFire","tankController.normal.T1.enableFire","tankController.normal.T2.enableFire","tankController.normal.T3.enableFire","tankController.normal.T4.enableFire"
0,0.050000000000000003,293.14999999999998,0.050000000000000003,293.14999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17999999999999999,0.050000000000000003,293.14999999999998,0.050000000000000003,293.14999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.35999999999999999,0.050000000000000003,293.14999999999998,0.050000000000000003,293.14999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.54000000000000004,0.050000000000000003,293.14999999999998,0.050000000000000003,293.14999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.71999999999999997,0.050000000000000003,293.14999999999998,0.050000000000000003,293.14999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.89999999999999991,0.050000000000000003,293.14999999999998,0.050000000000000003,293.14999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0800000000000001,0.050000000000000003,293.14999999999998,0.050000000000000003,293.14999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.26,0.050000000000000003,293.14999999999998,0.050000000000000003,293.14999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4399999999999999,0.050000000000000003,293.14999999999998,0.050000000000000003,293.14999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6199999999999999,0.050000000000000003,293.14999999999998,0.050000000000000003,293.14999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.7999999999999998,0.050000000000000003,293.14999999999998,0.050000000000000003,293.14999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.98,0.050000000000000003,293.14999999999998,0.050000000000000003,293.14999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.1600000000000001,0.050000000000000003,293.14999999999998,0.050000000000000003,293.14999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.3399999999999999,0.050000000000000003,293.14999999999998,0.050000000000000003,293.14999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.52,0.050000000000000003,293.14999999999998,0.050000000000000003,293.14999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
