"time","inductor.i","meanCurrent.x","meanVoltage.x","rootMeanSquareVoltage.mean.x","meanCurrent.y","meanVoltage.y","pulse2m.twomPulse.timerNegative[1].entryTime","pulse2m.twomPulse.timerNegative[2].entryTime","pulse2m.twomPulse.timerNegative[3].entryTime","pulse2m.twomPulse.timerPositive[1].entryTime","pulse2m.twomPulse.timerPositive[2].entryTime","pulse2m.twomPulse.timerPositive[3].entryTime","rectifier.pre_n[1].u","rectifier.pre_n[2].u","rectifier.pre_n[3].u","rectifier.pre_p[1].u","rectifier.pre_p[2].u","rectifier.pre_p[3].u","rectifier.thyristor_n.idealThyristor[1].off","rectifier.thyristor_n.idealThyristor[2].off","rectifier.thyristor_n.idealThyristor[3].off","rectifier.thyristor_p.idealThyristor[1].off","rectifier.thyristor_p.idealThyristor[2].off","rectifier.thyristor_p.idealThyristor[3].off","rootMeanSquareVoltage.mean.y"
0.0017,0.0203118794767442,6.84322540541423e-06,-0.421551256015148,112.883442944865,0,0,0,0,0,0.00166666666666667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0018,0.0691951957354933,1.13230492775383e-05,-0.398578343278956,118.161156403683,0,0,0,0,0,0.00166666666666667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0019,0.117527779986254,2.06638582769219e-05,-0.376058942848207,123.232577557298,0,0,0,0,0,0.00166666666666667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.002,0.165288507891812,3.48095034067784e-05,-0.354015302040052,128.092002538295,0,0,0,0,0,0.00166666666666667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0021,0.212456790332796,5.37017917161519e-05,-0.332469173832881,132.734574984506,0,0,0,0,0,0.00166666666666667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0022,0.259012572256069,7.7280452829018e-05,-0.311441818687351,137.156304835201,0,0,0,0,0,0.00166666666666667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0023,0.304936347217324,0.000105483249165206,-0.290953987799372,141.35406901858,0,0,0,0,0,0.00166666666666667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0024,0.350209179100066,0.000138246029782348,-0.271025900304287,145.325626399574,0,0,0,0,0,0.00166666666666667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0025,0.394812721301852,0.000175502781421489,-0.251677223069719,149.069627659153,0,0,0,0,0,0.00166666666666667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0026,0.438729234525946,0.000217185682691452,-0.232927051820225,152.585621367101,0,0,0,0,0,0.00166666666666667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0027,0.481941607350309,0.000263225167981531,-0.214793889290061,155.874060377796,0,0,0,0,0,0.00166666666666667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0028,0.524433368861593,0.000313549993677536,-0.197295631264856,158.936291158137,0,0,0,0,0,0.00166666666666667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0029,0.566188708070078,0.000368087300967315,-0.180449545910576,161.774556416847,0,0,0,0,0,0.00166666666666667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.003,0.607192488283892,0.000426762686189229,-0.164272257992324,164.391981240153,0,0,0,0,0,0.00166666666666667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0031,0.64743026173085,0.000489500266450865,-0.148779732940133,166.792560049121,0,0,0,0,0,0.00166666666666667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0032,0.686888285169754,0.000556222748422543,-0.133987259861795,168.981146265499,0,0,0,0,0,0.00166666666666667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.0033,0.725553532904608,0.000626851499398546,-0.119909437107421,170.96342862195,0,0,0,0,0,0.00166666666666667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.00333333333333333,0.738263630272026,0.000651248701095913,-0.115378062372723,171.579446081262,0,0,0,0,0,0.00166666666666667,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
0.00333333333333333,0.738263630272026,0,0,0,0.195374610328774,-34.6134187118168,0,0,0,0.00166666666666667,0,0,0,1,0,1,0,1,1,0,1,0,1,1,51473.8338243785
0.0034,0.772551357914115,5.03607746586881e-05,0.0179616098019296,4.83929142445596,0.195374610328774,-34.6134187118168,0,0,0,0.00166666666666667,0,0,0,1,0,1,0,1,1,0,1,0,1,1,51473.8338243785
0.0035,0.823880087130532,0.000130183442655095,0.0448867923782753,12.0889471164991,0.195374610328774,-34.6134187118168,0,0,0,0.00166666666666667,0,0,0,1,0,1,0,1,1,0,1,0,1,1,51473.8338243785
0.0036,0.875062004457467,0.000215131831598956,0.0717676774840867,19.3147710686361,0.195374610328774,-34.6134187118168,0,0,0,0.00166666666666667,0,0,0,1,0,1,0,1,1,0,1,0,1,1,51473.8338243785
0.0037,0.926070900315251,0.000305189992966831,0.0985777365692289,26.5025711198765,0.195374610328774,-34.6134187118168,0,0,0,0.00166666666666667,0,0,0,1,0,1,0,1,1,0,1,0,1,1,51473.8338243785
0.0038,0.976880687511244,0.000400339339306692,0.125290510692019,33.6383049214842,0.195374610328774,-34.6134187118168,0,0,0,0.00166666666666667,0,0,0,1,0,1,0,1,1,0,1,0,1,1,51473.8338243785
0.0039,1.0274654290981,0.00050055862840508,0.15187963806084,40.7081380008991,0.195374610328774,-34.6134187118168,0,0,0,0.00166666666666667,0,0,0,1,0,1,0,1,1,0,1,0,1,1,51473.8338243785
0.004,1.07779936070244,0.00060582406420059,0.178318878381091,47.6984948377704,0.195374610328774,-34.6134187118168,0,0,0,0.00166666666666667,0,0,0,1,0,1,0,1,1,0,1,0,1,1,51473.8338243785
0.0041,1.12785691709999,0.000716109289182965,0.204582139278294,54.5961135429566,0.195374610328774,-34.6134187118168,0,0,0,0.00166666666666667,0,0,0,1,0,1,0,1,1,0,1,0,1,1,51473.8338243785
0.0042,1.17761275753163,0.000831385399851706,0.230643501923309,61.3880978819664,0.195374610328774,-34.6134187118168,0,0,0,0.00166666666666667,0,0,0,1,0,1,0,1,1,0,1,0,1,1,51473.8338243785
0.0043,1.22704179176155,0.000951620955682931,0.256477247269848,68.0619697911172,0.195374610328774,-34.6134187118168,0,0,0,0.00166666666666667,0,0,0,1,0,1,0,1,1,0,1,0,1,1,51473.8338243785
0.0044,1.27611920320485,0.00107678203826671,0.282057880364822,74.6057161407737,0.195374610328774,-34.6134187118168,0,0,0,0.00166666666666667,0,0,0,1,0,1,0,1,1,0,1,0,1,1,51473.8338243785
0.0045,1.32482047475432,0.00120683225718899,0.30736015629274,81.0078379307351,0.195374610328774,-34.6134187118168,0,0,0,0.00166666666666667,0,0,0,1,0,1,0,1,1,0,1,0,1,1,51473.8338243785
0.0046,1.37312141257015,0.00134173278794289,0.33235910472365,87.2573947930938,0.195374610328774,-34.6134187118168,0,0,0,0.00166666666666667,0,0,0,1,0,1,0,1,1,0,1,0,1,1,51473.8338243785
0.0047,1.42099817027841,0.00148144240156873,0.357030054704422,93.3440485061781,0.195374610328774,-34.6134187118168,0,0,0,0.00166666666666667,0,0,0,1,0,1,0,1,1,0,1,0,1,1,51473.8338243785
0.0048,1.46842727255699,0.00162591750206046,0.381348658992845,99.258103781451,0.195374610328774,-34.6134187118168,0,0,0,0.00166666666666667,0,0,0,1,0,1,0,1,1,0,1,0,1,1,51473.8338243785
0.0049,1.51538563834892,0.00177511216598115,0.405290918063185,104.990546450522,0.195374610328774,-34.6134187118168,0,0,0,0.00166666666666667,0,0,0,1,0,1,0,1,1,0,1,0,1,1,51473.8338243785
0.00499999981521375,1.5618505183543,0.00192897789464415,0.428833160686251,110.533069158432,0.195374610328774,-34.6134187118168,0,0,0,0.00166666666666667,0,0,0,1,0,1,0,1,1,0,1,0,1,1,51473.8338243785
0.005,1.56185060374554,0.00192897818325266,0.428833203805237,110.533079220041,0.195374610328774,-34.6134187118168,0,0,0,0.00166666666666667,0,0,0,1,0,1,0,1,1,0,1,0,1,1,51473.8338243785
0.005,1.56185060374554,0.00192897818325266,0.428833203805237,110.533079220041,0.195374610328774,-34.6134187118168,0,0,0.005,0.00166666666666667,0,0,0,1,0,1,0,0,1,0,1,0,1,1,51473.8338243785
0.0051,1.60779988489749,0.00208746494987071,0.451952220289546,115.87813657177,0.195374610328774,-34.6134187118168,0,0,0.005,0.00166666666666667,0,0,0,1,0,1,0,0,1,0,1,0,1,1,51473.8338243785
0.0052,1.65321185655872,0.00225052010443678,0.474625295042098,121.019000130784,0.195374610328774,-34.6134187118168,0,0,0.005,0.00166666666666667,0,0,0,1,0,1,0,0,1,0,1,0,1,1,51473.8338243785
0.0053,1.69806515448533,0.00241808866837776,0.496829964247526,125.949675251533,0.195374610328774,-34.6134187118168,0,0,0.005,0.00166666666666667,0,0,0,1,0,1,0,0,1,0,1,0,1,1,51473.8338243785
0.0054,1.7423390072281,0.00259011375755351,0.518544318773813,130.66502652492,0.195374610328774,-34.6134187118168,0,0,0.005,0.00166666666666667,0,0,0,1,0,1,0,0,1,0,1,0,1,1,51473.8338243785
0.0055,1.786013164603,0.00276653643993007,0.539746929796238,135.16076479567,0.195374610328774,-34.6134187118168,0,0,0.005,0.00166666666666667,0,0,0,1,0,1,0,0,1,0,1,0,1,1,51473.8338243785
0.0056,1.8290679214928,0.00294729574375085,0.56041687276246,139.433475686773,0.195374610328774,-34.6134187118168,0,0,0.005,0.00166666666666667,0,0,0,1,0,1,0,0,1,0,1,0,1,1,51473.8338243785
0.0057,1.87148413958496,0.00313232875036602,0.580533750986918,143.48062768448,0.195374610328774,-34.6134187118168,0,0,0.005,0.00166666666666667,0,0,0,1,0,1,0,0,1,0,1,0,1,1,51473.8338243785
0.0058,1.91324326750884,0.00332157068642556,0.600077717631995,147.300577560727,0.195374610328774,-34.6134187118168,0,0,0.005,0.00166666666666667,0,0,0,1,0,1,0,0,1,0,1,0,1,1,51473.8338243785
0.0059,1.95432735466898,0.00351495496107615,0.619029490285144,150.892576623851,0.195374610328774,-34.6134187118168,0,0,0.005,0.00166666666666667,0,0,0,1,0,1,0,0,1,0,1,0,1,1,51473.8338243785
0.006,1.99471905898516,0.00371241317870903,0.637370358953984,154.256770371624,0.195374610328774,-34.6134187118168,0,0,0.005,0.00166666666666667,0,0,0,1,0,1,0,0,1,0,1,0,1,1,51473.8338243785
0.0061,2.03440167784326,0.00391387525342091,0.655082219306315,157.394204394685,0.195374610328774,-34.6134187118168,0,0,0.005,0.00166666666666667,0,0,0,1,0,1,0,0,1,0,1,0,1,1,51473.8338243785
0.0062,2.07335916257628,0.00411926945518326,0.672147588074585,160.306823265719,0.195374610328774,-34.6134187118168,0,0,0.005,0.00166666666666667,0,0,0,1,0,1,0,0,1,0,1,0,1,1,51473.8338243785
0.0063,2.11157614178657,0.00432852251115401,0.688549628404286,162.997457903482,0.195374610328774,-34.6134187118168,0,0,0.005,0.00166666666666667,0,0,0,1,0,1,0,0,1,0,1,0,1,1,51473.8338243785
0.0064,2.14903792428015,0.00454155963070204,0.704272153288831,165.469813992575,0.195374610328774,-34.6134187118168,0,0,0.005,0.00166666666666667,0,0,0,1,0,1,0,0,1,0,1,0,1,1,51473.8338243785
0.0065,2.18573051515306,0.0047583045708118,0.719299642963934,167.728465023883,0.195374610328774,-34.6134187118168,0,0,0.005,0.00166666666666667,0,0,0,1,0,1,0,0,1,0,1,0,1,1,51473.8338243785
0.0066,2.22164063883852,0.00497867975498569,0.733617270332878,169.778821732234,0.195374610328774,-34.6134187118168,0,0,0.005,0.00166666666666667,0,0,0,1,0,1,0,0,1,0,1,0,1,1,51473.8338243785
0.00666666666666667,2.24513978244148,0.00512757441304735,0.742760973763734,171.033060941925,0.195374610328774,-34.6134187118168,0,0,0.005,0.00166666666666667,0,0,0,1,0,1,0,0,1,0,1,0,1,1,51473.8338243785
0.00666666666666667,2.24513978244148,0,0,0,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0,0,0,1,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0067,2.26128560245821,7.51071206387859e-05,0.0089812957628385,2.41991020806839,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0,0,0,1,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0068,2.30964869066147,0.000303654819466929,0.0359153379426623,9.67433700207511,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0,0,0,1,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0069,2.35787973705005,0.000537032407055923,0.0628139360830215,16.9096858192042,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0,0,0,1,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.007,2.40595248587997,0.000775225401782992,0.0896505448074857,24.111727901495,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0,0,0,1,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0071,2.45384079366262,0.00101821670267767,0.116398678608025,31.2663639245523,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0,0,0,1,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0072,2.50151865900488,0.0012659865388233,0.143031940673201,38.3596845600406,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0,0,0,1,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0073,2.54896024530482,0.00151851255915515,0.169524047379775,45.3780220757864,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0,0,0,1,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0074,2.59613990606099,0.0017757698564969,0.195848854082784,52.308003968493,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0,0,0,1,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0075,2.64303221097885,0.00203773096892263,0.221980381249153,59.1366063680565,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0,0,0,1,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0076,2.6896119717458,0.00230436589017465,0.247892840441146,65.8512063439318,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0,0,0,1,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0077,2.73585426591268,0.00257564211800492,0.273560659164633,72.4396303370728,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0,0,0,1,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0078,2.78173446208036,0.00285152467265582,0.298958506425323,78.8902029208195,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0,0,0,1,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0079,2.82722824411718,0.00313197612846958,0.324061317578424,85.1917925211797,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0,0,0,1,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.008,2.87231163542003,0.00341695664257696,0.348844319163424,91.3338555977101,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0,0,0,1,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0081,2.91696102264785,0.0037064239907885,0.373283053355476,97.3064781871297,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0,0,0,1,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0082,2.96115317904175,0.00400033360740963,0.397353402081797,103.100415041237,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0,0,0,1,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0083,3.00486528741266,0.00429863862529317,0.421031610810371,108.707126087082,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0,0,0,1,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.00833333297636805,3.01932527642316,0.00439904088242915,0.428833071107902,110.533034351514,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0,0,0,1,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0083333333333375,3.01932543097618,0.00439904196023609,0.428833154405004,110.533053788492,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0,0,0,1,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0083333333333375,3.01932543097618,0.00439904196023609,0.428833154405004,110.533053788492,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0084,3.04807490767388,0.00460128978474709,0.444294254260668,114.118793162313,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0085,3.09076021670562,0.00490823597305269,0.46711848705853,119.328422480796,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0086,3.13289973009808,0.00521942358742859,0.489481752738504,124.329775621607,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0087,3.17447245702863,0.0055347969706161,0.511361947332806,129.117418785827,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0088,3.21545796763995,0.00585429844957588,0.532737487523322,133.686784202731,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0089,3.25583635944912,0.00617786831145017,0.553587276569973,138.034161469086,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.009,3.29558829224669,0.00650544485074331,0.573890740153404,142.156725396596,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0091,3.33469500364858,0.00683696447598451,0.593627844060125,146.052534956457,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0092,3.37313833197416,0.00717236177804929,0.612779118426995,149.720543920275,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0093,3.41090072120402,0.00751156953854604,0.631325662866794,153.160600039089,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0094,3.44796523425944,0.00785451877276619,0.649249160606618,156.373447417644,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0095,3.4843156006322,0.00820113889442234,0.666531929412496,159.360733373136,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0096,3.51993620634965,0.00855135769857096,0.683156911212917,162.124991537932,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0097,3.55481211443709,0.00890510143446203,0.699107694018185,164.669642162222,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0098,3.5889290924641,0.00926229493510759,0.714368542058104,166.998967381909,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.0099,3.6222736129425,0.00962286163413421,0.72892439651703,169.118097075108,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.01,3.65483285672004,0.00998672357420718,0.742760879096031,171.033012313953,1.53827232391421,222.82829212912,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,0,0,1,1,0,0,1,1,51309.9182825775
0.01,3.65483285672004,0,0,0,2.99601707226215,222.828263728809,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,0,0,1,1,0,0,1,1,51309.9036941858
0.0100000001000092,3.6548328888855,3.65516790462452e-10,1.3473420868242e-08,1.81516430628492e-06,2.99601707226215,222.828263728809,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,0,0,1,1,0,0,1,1,51309.9036941858
0.0100000001000092,3.6548328888855,3.65516790462452e-10,1.3473420868242e-08,1.81516430628492e-06,2.99601707226215,222.828263728809,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,1,0,1,1,0,1,0,1,51309.9036941858
0.0101,3.70041752276293,0.000367763386359328,0.026939933770079,7.25760230771224,2.99601707226215,222.828263728809,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,1,0,1,1,0,1,0,1,51309.9036941858
0.0102,3.74588456107704,0.000740079550813779,0.0538532953732766,14.5008945572798,2.99601707226215,222.828263728809,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,1,0,1,1,0,1,0,1,51309.9036941858
0.0103,3.79120765914981,0.00111693541999028,0.0807135108295779,21.7156116244291,2.99601707226215,222.828263728809,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,1,0,1,1,0,1,0,1,51309.9036941858
0.0104,3.83636062129256,0.00149831533974557,0.107494071367431,28.8876041690473,2.99601707226215,222.828263728809,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,1,0,1,1,0,1,0,1,51309.9036941858
0.0105,3.88131738477649,0.00188420098490509,0.134168547754556,36.0028934858491,2.99601707226215,222.828263728809,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,1,0,1,1,0,1,0,1,51309.9036941858
0.0106,3.92605204424283,0.00227457141397452,0.160710615802288,43.0477253796848,2.99601707226215,222.828263728809,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,1,0,1,1,0,1,0,1,51309.9036941858
0.0107,3.97053887575233,0.00266940313174454,0.187094081667185,50.008623018852,2.99601707226215,222.828263728809,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,1,0,1,1,0,1,0,1,51309.9036941858
0.0108,4.01475236304405,0.00306867008165787,0.213292907957178,56.8724406185714,2.99601707226215,222.828263728809,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,1,0,1,1,0,1,0,1,51309.9036941858
0.0109,4.05866722306163,0.00347234366048905,0.239281239551377,63.6264156352665,2.99601707226215,222.828263728809,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,1,0,1,1,0,1,0,1,51309.9036941858
0.011,4.1022584312096,0.00388039274398574,0.265033429369275,70.2582197700717,2.99601707226215,222.828263728809,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,1,0,1,1,0,1,0,1,51309.9036941858
0.0111,4.14550124503177,0.00429278373290183,0.290524062969774,76.7560059950172,2.99601707226215,222.828263728809,0,0,0.005,0.00166666666666667,0.0083333333333375,0,0,0,1,1,1,0,1,1,0,1,0,1,51309.9036941858
