"time","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.rotorCage.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","aimc.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","aimc.stator.zeroInductor.i0","cRun.v","cStart.v","loadInertia.phi","loadInertia.w"
0.633,-0.202959846010144,0.245033186854591,0.169184321627147,-0.162194137104836,4.21340515734807e-13,-4.95641862873771,27.9537440870013,33.0488222607968,147.640296335298
0.63305,-0.20276821421284,0.244809606783862,0.169091720189943,-0.155798465469556,4.18384728090271e-13,-4.03406070879025,27.9537431597833,33.0562040543877,147.631472571687
0.6331,-0.20257174362064,0.244573899150055,0.169053137058093,-0.149308650060131,4.18745796005259e-13,-3.07027603802568,27.9537422595215,33.0635854108163,147.622814630587
0.63315,-0.202371134597947,0.244325810043993,0.169070249372299,-0.142725326672002,4.20490489399316e-13,-2.06985742243926,27.9537413873313,33.0709663390901,147.614351130834
0.6332,-0.202167100564687,0.244065109914703,0.169144488454045,-0.136049288406513,4.17873248095011e-13,-1.0376633219763,27.9537405441901,33.078346849641,147.606110406151
0.63325,-0.201960366445619,0.243791594382617,0.169277037442828,-0.129281486618727,4.1310073420092e-13,0.0213940385943213,27.9537397309356,33.0857269543087,147.598120433096
0.6333,-0.201751667077816,0.243505084972363,0.169468829532348,-0.122423031515502,4.10436581382045e-13,1.10236061345992,27.9537389482648,33.0931066663215,147.590408760045
0.63335,-0.201541745581551,0.243205429762763,0.169720546806272,-0.115475192403696,4.06930195321992e-13,2.20025250685259,27.9537381967325,33.1004860002728,147.58300243746
0.6334,-0.201331351697165,0.242892503942125,0.170032619740101,-0.108439397549607,4.08079994648079e-13,3.31006793884366,27.9537374767508,33.1078649720944,147.575927949857
0.63345,-0.201121240079522,0.242566210217559,0.170405227705642,-0.101317233453744,4.0546469593696e-13,4.42679915073861,27.9537367885893,33.1152435990238,147.569211150727
0.6335,-0.20091216862073,0.242226479305539,0.170838298907228,-0.0941104444571751,3.85263456930748e-13,5.54544433008687,27.9537361323742,33.1226218995746,147.562877195969
0.63355,-0.200704896762152,0.241873270293586,0.171331511143723,-0.0868209318674387,3.6945222444713e-13,6.66101939772578,27.9537355080891,33.1299998935031,147.556950480755
0.6336,-0.200500183770823,0.24150657100542,0.171884292630367,-0.0794507530477166,3.73798452741593e-13,7.76856990377917,27.9537349155742,33.1373776017737,147.551454575189
0.63365,-0.200298786817929,0.241126397274,0.172495830073484,-0.0720021162796374,3.73325721538906e-13,8.86318203739972,27.9537343545315,33.1447550464852,147.546412185779
0.6337,-0.200101459504687,0.240732794334298,0.173165062528994,-0.0644773839129353,3.68062682350622e-13,9.93999515000117,27.9537338245202,33.1521322508748,147.541845068775
0.63375,-0.199908949973395,0.240325835397357,0.173890693822205,-0.0568790646997475,3.69344709151329e-13,10.9942114857402,27.953733324964,33.1595092392227,147.537774013191
0.6338,-0.199721999229717,0.239905622798477,0.174671188345432,-0.0492098158097077,3.72548203433125e-13,12.0211091580021,27.9537328551478,33.1668860368441,147.534218754909
0.63385,-0.199541339467838,0.239472286206279,0.175504785393768,-0.0414724340532024,3.75741802038116e-13,13.0160503022366,27.9537324142263,33.1742626699874,147.531197977137
0.6339,-0.199367692333613,0.239025983885695,0.17638949434532,-0.0336698582553442,3.77783985839101e-13,13.9744945469265,27.9537320012203,33.1816391658278,147.528729219287
0.63395,-0.19920176743475,0.238566900977349,0.177323108273731,-0.0258051609028673,3.79099210792093e-13,14.8920063872614,27.9537316150244,33.1890155523729,147.526828881166
0.634,-0.199044260539852,0.23809525004993,0.178303203729458,-0.0178815478387363,3.79652491562743e-13,15.7642678045775,27.9537312544068,33.1963918584317,147.525512150698
0.63405,-0.198895852221212,0.237611269765373,0.179327151760939,-0.00990235142019822,3.79799873171388e-13,16.5870856767009,27.9537309180146,33.2037681135357,147.524793000931
0.6341,-0.198757206144191,0.237115224774154,0.180392121717467,-0.00187102787339452,3.79669373787006e-13,17.3564028750168,27.9537306043767,33.2111443478897,147.524684139877
0.63415,-0.198628967719215,0.2366074045854,0.18149509101714,0.00620884881847193,3.77898901151869e-13,18.0683059930291,27.9537303119084,33.2185205922985,147.525197001785
0.6342,-0.198511762638076,0.236088122950673,0.182632851884475,0.0143335912652161,3.75641240395578e-13,18.7190344211678,27.9537300389149,33.2258968781082,147.526341719709
0.63425,-0.198406195428673,0.235557716984368,0.183802019675896,0.0224994039433718,3.74863959238693e-13,19.3049889426175,27.9537297835965,33.2332732371383,147.528127106398
0.6343,-0.198312848398897,0.235016545967769,0.184999042885929,0.0307023894427247,3.73193225321816e-13,19.8227379023185,27.9537295440534,33.2406497016138,147.530560656612
0.63435,-0.198232279961698,0.234464990817312,0.18622020949927,0.0389385525948495,3.68222057312415e-13,20.2690274694564,27.9537293182895,33.2480263041035,147.533648510624
0.6344,-0.198165024103495,0.233903452353102,0.18746165996644,0.0472038084403453,3.65134637365789e-13,20.6407843744241,27.9537291042193,33.2554030774468,147.537395488638
0.63445,-0.198111588493146,0.233332350947608,0.188719392572436,0.0554939857881352,3.67076983357907e-13,20.9351275261184,27.9537288996711,33.2627800546928,147.541805042247
0.6345,-0.19807245435536,0.23275212453971,0.189989277805119,0.0638048359875582,3.70943049558294e-13,21.1493683139654,27.9537287023949,33.2701572690283,147.546879308967
0.63455,-0.198048074609096,0.232163228180754,0.191267064292093,0.0721320368179132,3.76770656137169e-13,21.2810219318271,27.9537285100653,33.2775347537146,147.552619067626
0.6346,-0.198038873918096,0.231566132045197,0.192548393212583,0.0804712012834867,3.83865809677156e-13,21.3278067296688,27.9537283202903,33.2849125420187,147.559023798531
0.63465,-0.198045247032232,0.230961320760203,0.193828805409021,0.0888178821839205,3.90314402238976e-13,21.2876542037797,27.9537281306145,33.2922906671484,147.566091651548
0.6347,-0.198067558920426,0.23034929150378,0.195103755335222,0.0971675806384962,3.97909963646931e-13,21.158707979378,27.9537279385272,33.2996691621875,147.573819506272
0.63475,-0.198106143391017,0.229730553099016,0.196368619473762,0.10551575141244,4.05636618091339e-13,20.9393320428705,27.9537277414673,33.3070480600303,147.582202955728
0.6348,-0.198161303163116,0.22910562427791,0.19761870937746,0.113857810914644,4.10250161014637e-13,20.6281102108434,27.9537275368304,33.3144273933201,147.591236359758
0.63485,-0.198233309260181,0.228475032401538,0.198849282143758,0.122189143710794,4.11633789466528e-13,20.2238497319944,27.9537273219748,33.3218071943893,147.600912863845
0.6349,-0.198322400521718,0.227839312020905,0.200055551808275,0.130505109569589,4.09494843606863e-13,19.7255841162415,27.9537270942279,33.329187495195,147.611224426309
0.63495,-0.198428783693872,0.227199003404588,0.201232700925887,0.138801050610942,4.0632116187213e-13,19.1325726590344,27.9537268508929,33.3365683272678,147.622161864551
0.635,-0.198552632781447,0.226554651158305,0.202375891642382,0.147072298166891,4.0448414820404e-13,18.4443042059282,27.9537265892548,33.3439497216466,147.633714875532
0.63505,-0.198694089402296,0.22590680273503,0.20348027743594,0.155314180019802,4.03747487166148e-13,17.6604951467205,27.9537263065875,33.3513317088313,147.645872090778
0.6351,-0.198853262572439,0.225256007017341,0.204541014414008,0.163522027388573,4.0444773780136e-13,16.7810906727862,27.9537260001599,33.3587143187267,147.658621111458
0.63515,-0.199030228795629,0.224602812868355,0.205553272819175,0.171691182033019,4.04993588596678e-13,15.8062642935534,27.9537256672425,33.3660975805905,147.671948553923
0.6352,-0.199225032566436,0.223947767734428,0.206512248302599,0.179817003217297,4.08603192951757e-13,14.7364149324345,27.9537253051142,33.3734815229929,147.685840106596
0.63525,-0.199437686159385,0.223291416214474,0.207413173293051,0.187894874738528,4.15596394597203e-13,13.5721681762413,27.9537249110685,33.3808661737591,147.70028056559
0.6353,-0.199668170513055,0.222634298744363,0.208251327884625,0.195920211661115,4.20006860112241e-13,12.3143711418299,27.9537244824198,33.3882515599397,147.715253901086
0.63535,-0.199916435302381,0.221976950219569,0.209022050963273,0.203888467200407,4.21412033795172e-13,10.96409205352,27.9537240165101,33.3956377077604,147.730743300205
0.6354,-0.200182399579406,0.22131989868688,0.2097207510282,0.211795139421561,4.21061786656535e-13,9.52261651421693,27.9537235107149,33.4030246425876,147.746731225586
0.63545,-0.200465952530861,0.220663664159024,0.210342916390483,0.219635777574133,4.17732515850859e-13,7.99144300778345,27.9537229624494,33.4104123888989,147.763199473955
0.6355,-0.200766953757757,0.22000875721578,0.210884126429537,0.22740598904877,4.12585400966802e-13,6.37228129728796,27.9537223691748,33.4178009702374,147.780129226106
0.63555,-0.201085234459173,0.21935567800068,0.211340060887584,0.235101445179706,4.06720997551529e-13,4.66704533490755,27.9537217284042,33.4251904091974,147.797501113381
0.6356,-0.201420598045883,0.218704915014946,0.211706510115227,0.24271788760838,4.01095736249619e-13,2.87784958707858,27.9537210377078,33.4325807273913,147.815295272348
0.63565,-0.201772821026925,0.218056944004813,0.211979384894721,0.250251134397681,3.96483614588832e-13,1.00700372352981,27.9537202947194,33.4399719454262,147.833491405242
0.6357,-0.20214165402055,0.217412227008447,0.212154725380465,0.257697085630276,3.94479402876719e-13,-0.942993568080185,27.9537194971415,33.4473640828864,147.85206883953
0.63575,-0.202526822717536,0.216771211383656,0.212228710136462,0.265051729063945,3.98384375288022e-13,-2.96946048447517,27.9537186427503,33.4547571583157,147.871006586551
0.6358,-0.20292802886417,0.21613432881819,0.212197665290421,0.27231114585496,4.06930723477009e-13,-5.06953811754492,27.9537177294015,33.4621511891986,147.890283401313
0.63585,-0.203344951426707,0.215501994546224,0.212058072574444,0.279471515630309,4.08733198498344e-13,-7.24019774334097,27.9537167550347,33.4695461919525,147.909877841799
0.6359,-0.20377724776009,0.214874606588429,0.211806577197094,0.286529121460183,4.06287476821563e-13,-9.47824814943614,27.9537157176786,33.4769421819195,147.929768327628
0.63595,-0.204224554782665,0.21425254503283,0.211439995480712,0.293480354694489,4.01839398529892e-13,-11.7803430715443,27.9537146154552,33.4843391733606,147.94993319773
0.636,-0.204686490205351,0.213636171404322,0.210955321998279,0.300321719506777,3.97342248325573e-13,-14.1429890675945,27.9537134465841,33.4917371794532,147.970350767055
0.63605,-0.205162653778468,0.213025828080489,0.210349736436735,0.307049837278284,3.94928307785003e-13,-16.5625535617639,27.953712209387,33.4991362122906,147.990999382438
0.6361,-0.205652628579654,0.212421837817168,0.209620609820631,0.313661450608479,3.96120591912825e-13,-19.0352733007337,27.953710902291,33.5065362828853,148.01185747645
0.63615,-0.206155982322261,0.211824503322447,0.208765510443216,0.320153427154195,3.96096059560494e-13,-21.5572630040564,27.9537095238327,33.5139374011748,148.032903620411
0.6362,-0.20667226868206,0.211234106912468,0.207782209296259,0.326522763176071,3.94647786721388e-13,-24.1245242571336,27.9537080726612,33.5213395760298,148.054116575496
0.63625,-0.207201028636171,0.210650910244514,0.206668685017953,0.332766586803483,3.94283621116228e-13,-26.7329546137224,27.9537065475414,33.5287428152648,148.075475341897
0.6363,-0.207741791807397,0.210075154104011,0.205423128498163,0.338882161099294,3.97356866552249e-13,-29.3783568306291,27.9537049473567,33.5361471256512,148.096959206507
0.63635,-0.208294077815903,0.209507058295385,0.204043946819967,0.344866886736946,4.01216942617912e-13,-32.056448341723,27.9537032711119,33.5435525129327,148.118547787692
0.6364,-0.208857397625963,0.208946821589522,0.202529766821036,0.350718304455319,4.00342526797371e-13,-34.7628708251268,27.9537015179351,33.5509589818436,148.140221078172
0.63645,-0.209431254889861,0.208394621742752,0.200879438175651,0.356434097233602,3.98702583421901e-13,-37.4931999010866,27.9536996870799,33.5583665361275,148.161959485636
0.6365,-0.210015147281279,0.207850615592484,0.199092035948961,0.362012092157634,3.98021762648038e-13,-40.2429549355562,27.953697777927,33.56577517856,148.183743870695
0.63655,-0.210608567794805,0.20731493929681,0.197166862115805,0.367450261681035,3.99358365242986e-13,-43.0076089666622,27.9536957899858,33.5731849109736,148.205555579366
0.6366,-0.21121100605855,0.206787708528119,0.195103447416702,0.372746725083459,3.98399131252648e-13,-45.7825986041198,27.9536937228951,33.5805957342819,148.227376477376
0.63665,-0.211821949620931,0.206269018681766,0.192901553053541,0.377899749835127,3.91723215026681e-13,-48.5633338679805,27.9536915764249,33.5880076485046,148.249188983175
0.6367,-0.212440885207231,0.205758945144836,0.190561171917604,0.382907752688084,3.90061287133381e-13,-51.3452080332578,27.953689350477,33.5954206527923,148.270976098134
0.63675,-0.21306730007335,0.20525754345592,0.188082530761139,0.38776930131877,3.97692887627633e-13,-54.1236075952623,27.9536870450869,33.6028347454511,148.292721443223
0.6368,-0.213700682649904,0.204764851442982,0.185466077472961,0.392483107262155,4.01833501155685e-13,-56.8939230789128,27.9536846604163,33.6102499240125,148.314409212765
0.63685,-0.214340524558522,0.204280887234463,0.182712499199242,0.397048036878991,4.02034718052386e-13,-59.6515577723364,27.9536821967643,33.6176661852054,148.336024297633
0.6369,-0.214986320999558,0.203805651677051,0.179822706968529,0.401463102738086,3.97849879075855e-13,-62.3919379386119,27.9536796545585,33.62508352503,148.357552222316
0.63695,-0.215637571944811,0.203339128662943,0.176797836314786,0.405727464353029,3.94777020730852e-13,-65.1105224690025,27.9536770343558,33.6325019387843,148.378979171312
0.637,-0.21629378382487,0.20288128477105,0.173639253877291,0.409840432415941,3.92169093388284e-13,-67.802813326059,27.9536743368464,33.6399214210779,148.400292052228
0.63705,-0.216954468874456,0.202432072282342,0.170348534593047,0.413801455821999,3.88415456108948e-13,-70.4643622555206,27.953671562841,33.647341965905,148.421478381466
0.6371,-0.217619148285103,0.201991427090535,0.166927484469661,0.41761013537299,3.85943435058673e-13,-73.0907844566304,27.9536687132841,33.6547635666347,148.442526446619
0.63715,-0.218287351101234,0.201559271750487,0.163378115757114,0.421266209611019,3.8461758557398e-13,-75.6777632234897,27.9536657892403,33.6621862160752,148.463425176977
0.6372,-0.218958615777841,0.201135515573674,0.159702650348533,0.424769557183843,3.83313547353079e-13,-78.221060789147,27.953662791896,33.6696099065004,148.484164188585
0.63725,-0.219632491668145,0.200720054826975,0.155903522259253,0.428120198670489,3.81881682102759e-13,-80.7165290563514,27.9536597225616,33.6770346296778,148.504733823938
0.6373,-0.220308537554355,0.200312775248693,0.151983354300011,0.431318283277272,3.8150076045857e-13,-83.1601113663679,27.9536565826577,33.6844603769107,148.525125027367
0.63735,-0.220986325246175,0.199913551008702,0.147944976702303,0.434364100140113,3.81465995043968e-13,-85.5478605410285,27.9536533737271,33.6918871390679,148.545329489196
0.6374,-0.221665437348931,0.199522247278047,0.143791399982825,0.43725806277226,3.81387329112562e-13,-87.8759370820007,27.9536500974183,33.6993149066148,148.56533949564
0.63745,-0.222345469336689,0.199138720394035,0.139525820286273,0.440000712580584,3.80743761458005e-13,-90.1406226490895,27.9536467554894,33.7067436696503,148.585147987851
0.6375,-0.223026030109062,0.198762818738525,0.135151613933794,0.442592716039178,3.79149313463596e-13,-92.3383278069772,27.9536433498055,33.7141734179383,148.604748551491
0.63755,-0.223706740433263,0.198394384437124,0.13067231775715,0.445034853504045,3.77181587563236e-13,-94.4655913269137,27.9536398823266,33.7216041409263,148.624135314878
0.6376,-0.224387236383589,0.198033253371833,0.126091641824709,0.447328027087572,3.74938581654339e-13,-96.5191001413224,27.9536363551163,33.7290358278005,148.643303055215
0.63765,-0.225067166223223,0.197679256914371,0.121413441938209,0.449473244837599,3.72336955044866e-13,-98.4956807608257,27.9536327703254,33.7364684674806,148.66224704735
0.6377,-0.225746193070843,0.197332222521264,0.116641725877685,0.451471624814406,3.696839622077e-13,-100.392316996228,27.953629130196,33.7439020486771,148.680963127628
0.63775,-0.226423994194741,0.19699197473501,0.111780641113744,0.45332438822576,3.67404182550379e-13,-102.206151539687,27.9536254370545,33.7513365599062,148.699447640549
0.6378,-0.227100259802681,0.196658336149892,0.106834460159903,0.455032851162322,3.65704204156887e-13,-103.934484817656,27.9536216933033,33.7587719894942,148.717697370981
0.63785,-0.227774695865568,0.196331128445491,0.101807585715849,0.456598428054035,3.65042722662632e-13,-105.574794955943,27.9536179014244,33.7662083256503,148.735709598832
0.6379,-0.228447020491177,0.19601017287392,0.0967045258757074,0.45802261736213,3.64635781700518e-13,-107.12472238709,27.9536140639645,33.7736455564198,148.753481972102
0.63795,-0.229116967061944,0.195695291724433,0.0915298991813359,0.45930700501759,3.63923431629437e-13,-108.582093046418,27.9536101835387,33.7810836697723,148.771012557269
0.638,-0.229784282205748,0.195386308735329,0.0862884179994519,0.460453254941031,3.62550301386117e-13,-109.944910880069,27.9536062628208,33.7885226535799,148.788299764201
0.63805,-0.230448725221273,0.195083049790197,0.0809848780367487,0.4614631032193,3.61103074846008e-13,-111.21135893259,27.9536023045373,33.7959624956261,148.805342306799
0.6381,-0.231110069929837,0.194785344465153,0.0756241567882827,0.46233835764377,3.59181172383471e-13,-112.379816345359,27.953598311467,33.8034031836741,148.822139210837
0.63815,-0.231768101152071,0.19449302534872,0.0702111933349637,0.463080886010255,3.57251034080618e-13,-113.448838499071,27.9535942864289,33.8108447053958,148.838689728565
0.6382,-0.232422617654104,0.194205930472403,0.0647509891534903,0.463692617138864,3.55904503532952e-13,-114.41718351852,27.9535902322834,33.818287048478,148.854993351315
0.63825,-0.233073429427832,0.193923902629087,0.0592485918080034,0.464175531473279,3.55381258286261e-13,-115.28379629612,27.9535861519225,33.825730200565,148.871049749131
0.6383,-0.23372035760309,0.193646790212207,0.0537090863454107,0.464531656381749,3.55364761217664e-13,-116.0478126172,27.953582048265,33.8331741492786,148.886858741804
0.63835,-0.234363235220795,0.193374448744624,0.0481375885786466,0.464763062642767,3.56097108049778e-13,-116.708570819834,27.953577924253,33.8406188822682,148.902420273807
0.6384,-0.235001904432269,0.193106739384862,0.0425392310263222,0.464871856282288,3.56056490304844e-13,-117.265591179058,27.9535737828432,33.8480643871344,148.917734378401
0.63845,-0.235636218428283,0.192843531895918,0.0369191570846869,0.464860175738798,3.53931701806435e-13,-117.718600525278,27.9535696270043,33.8555106515292,148.93280114068
0.6385,-0.236266038972259,0.192584702956357,0.0312825091780102,0.464730184976755,3.49755397984152e-13,-118.067511937709,27.9535654597098,33.8629576630822,148.947620678603
0.63855,-0.236891236396714,0.192330137298062,0.0256344195938095,0.464484068490452,3.44437806673175e-13,-118.312430863102,27.9535612839328,33.8704054094282,148.96219310672
0.6386,-0.237511689493551,0.19207972872985,0.01998000117932,0.464124026213053,3.37973636892557e-13,-118.453660117229,27.9535571026405,33.8778538782312,148.976518500394
0.63865,-0.238127283592984,0.191833378276436,0.0143243386289455,0.463652268444034,3.31090654975849e-13,-118.491680618924,27.9535529187894,33.8853030571174,148.990596899608
0.6387,-0.238737911382045,0.191590997236028,0.00867247710383322,0.463071009777404,3.25491216377113e-13,-118.427172256649,27.9535487353186,33.8927529337559,149.004428234373
0.63875,-0.239343471042919,0.191352504639042,0.0030294160010947,0.462382465395526,3.21025301601348e-13,-118.260990523929,27.953544555146,33.9002034957805,149.018012353029
0.6388,-0.239943866103849,0.191117828810849,-0.00259990227548255,0.461588844918661,3.17498896400289e-13,-117.99417477816,27.9535403811622,33.9076547308226,149.031348967291
0.63885,-0.240539004811815,0.19088690749146,-0.00821060117110105,0.460692347470245,3.15215893555012e-13,-117.62794573352,27.9535362162249,33.915106626508,149.044437630396
0.6389,-0.241128799032888,0.190659686045975,-0.0137978748995031,0.459695158810987,3.14139771596188e-13,-117.163689171347,27.9535320631561,33.9225591704081,149.057277764043
0.63895,-0.24171316404818,0.190436120187499,-0.0193570037818241,0.458599442939302,3.13379586443795e-13,-116.602971645181,27.9535279247334,33.9300123500934,149.069868563222
0.639,-0.242292017587183,0.190216172840304,-0.0248833539665011,0.457407342078219,3.1295522159911e-13,-115.947515559758,27.9535238036896,33.9374661530634,149.082209071875
0.63905,-0.242865279224886,0.189999816131144,-0.0303723924214325,0.456120968402565,3.12318206376022e-13,-115.199209145045,27.9535197027044,33.9449205667779,149.094298099776
0.6391,-0.24343286977535,0.189787030408419,-0.0358196919491095,0.454742401197574,3.1116752308088e-13,-114.360096603048,27.9535156244015,33.9523755786339,149.106134237733
0.63915,-0.243994710761392,0.189577802870492,-0.0412209344625327,0.453273684975636,3.10611522977566e-13,-113.432365775261,27.9535115713457,33.9598311759381,149.11771588802
0.6392,-0.244550723441494,0.189372129601312,-0.0465719281851041,0.451716819946637,3.11377021552886e-13,-112.418357782693,27.953507546034,33.9672873459298,149.129041168622
0.63925,-0.245100828926249,0.189170012200026,-0.0518686004769415,0.45007376591732,3.11472403654023e-13,-111.32054229036,27.9535035508985,33.9747440757328,149.140108029217
0.6393,-0.245644946792814,0.188971460033062,-0.0571070182069204,0.448346430976251,3.10445223176168e-13,-110.141528088135,27.9534995882954,33.982201352372,149.150914135987
0.63935,-0.246182995125654,0.18877648822721,-0.0622833854861102,0.44653667270884,3.07769744260519e-13,-108.884047203982,27.9534956605057,33.9896591627483,149.161456940044
0.6394,-0.246714890157082,0.188585116889889,-0.0673940478486127,0.444646295844547,3.03687274249556e-13,-107.550946644796,27.9534917697325,33.9971174936259,149.171733693256
0.63945,-0.247240544933117,0.18839737221698,-0.0724355086407518,0.442677043119928,2.97384643865466e-13,-106.145191600388,27.9534879180918,34.0045763316291,149.181741372684
0.6395,-0.247759870454106,0.188213283451299,-0.0774044162945906,0.440630602339643,2.90899098053573e-13,-104.669843567817,27.9534841076189,34.0120356632267,149.19147681544
0.63955,-0.248272773454678,0.18803288475532,-0.0822975890095865,0.438508592603743,2.85540541041541e-13,-103.128068005831,27.9534803402549,34.0194954747201,149.20093659199
0.6396,-0.248779157467099,0.187856212856092,-0.0871120045022393,0.436312570007088,2.81470317634452e-13,-101.523116688144,27.9534766178518,34.0269557522379,149.21011711566
0.63965,-0.249278922286194,0.187683306646463,-0.0918448064804147,0.434044024012809,2.76783495777526e-13,-99.8583217472352,27.9534729421686,34.0344164817262,149.219014640599
0.6397,-0.249771962766316,0.187514207368381,-0.0964933174739662,0.431704370274354,2.7140506837813e-13,-98.1370931681686,27.9534693148639,34.0418776489314,149.227625221091
0.63975,-0.250258170572992,0.187348956374707,-0.101055023744117,0.429294959059013,2.65789830743244e-13,-96.3629018388038,27.9534657375041,34.0493392394157,149.235944836421
0.6398,-0.25073743162301,0.187187596000571,-0.105527599994582,0.426817061421034,2.58558198332198e-13,-94.5392811989381,27.9534622115493,34.0568012385172,149.243969288704
0.63985,-0.251209627973283,0.187030167657906,-0.109908893867866,0.424271877865289,2.50449471469952e-13,-92.6698121763879,27.9534587383616,34.0642636313755,149.251694320081
0.6399,-0.251674637020312,0.186876711440244,-0.114196934446303,0.42166053358281,2.43331830678269e-13,-90.7581172714513,27.9534553192001,34.0717264029143,149.259115603136
0.63995,-0.252132330829442,0.186727265653059,-0.118389939566315,0.418984074349793,2.38230660441573e-13,-88.8078541827314,27.9534519552168,34.0791895378261,149.266228737465
0.64,-0.252582578096803,0.186581865442947,-0.122486300494358,0.416243475098462,2.3376860079497e-13,-86.8227036851673,27.9534486474644,34.0866530206102,149.273029350222
0.64005,-0.253025241639717,0.186440542656997,-0.126484604707834,0.413439627155806,2.31069629743991e-13,-84.8063656341914,27.9534453968838,34.0941168355144,149.279513030617
0.6401,-0.253460180938379,0.186303324698033,-0.1303836159378,0.410573349409666,2.29896187213663e-13,-82.7625478597109,27.9534422043149,34.1015809665925,149.285675438368
0.64015,-0.253887250990885,0.18617023388623,-0.134182285267012,0.407645382088071,2.29582159056486e-13,-80.6949590435196,27.9534390704897,34.1090453976733,149.291512293221
0.6402,-0.254306302468618,0.186041286756986,-0.137879751294623,0.404656386659071,2.2939096081975e-13,-78.6073007958112,27.9534359960326,34.1165101123631,149.297019402323
0.64025,-0.254717183510864,0.185916493424209,-0.14147532654693,0.401606953429203,2.29580841204435e-13,-76.5032594891169,27.9534329814676,34.123975094092,149.302192730124
0.6403,-0.255119737632306,0.185795856583204,-0.14496851652757,0.398497590874534,2.29106511104505e-13,-74.3864975961065,27.953430027207,34.131440326052,149.307028374782
0.64035,-0.255513806638684,0.185679371363017,-0.148358996505035,0.395328738618339,2.28448449308605e-13,-72.2606476685812,27.9534271335648,34.1389057912822,149.311522651186
0.6404,-0.255899229187394,0.185567024141609,-0.151646625263049,0.392100759733373,2.28074786338032e-13,-70.1293024704395,27.9534243007483,34.1463714726201,149.315672092014
0.64045,-0.256275841859336,0.185458792168193,-0.1548314373229,0.388813945080836,2.28073041882071e-13,-67.9960084152337,27.9534215288625,34.1538373527341,149.319473488506
0.6405,-0.256643480516957,0.185354643354651,-0.15791363261,0.385468519076105,2.2694278038507e-13,-65.8642597819976,27.9534188179157,34.1613034141671,149.322923932995
0.64055,-0.25700197890522,0.185254534725497,-0.160893590344762,0.382064631923166,2.24541707518786e-13,-63.737486931683,27.9534161678113,34.1687696392815,149.326020834247
0.6406,-0.257351171587156,0.185158413392625,-0.163771844091379,0.378602373530608,2.21467261768775e-13,-61.6190561460487,27.9534135783622,34.1762360103664,149.328761960508
0.64065,-0.257690892416182,0.185066214524667,-0.166549097575159,0.375081764685566,2.17594088999629e-13,-59.5122553576637,27.9534110492809,34.1837025095711,149.331145468693
0.6407,-0.258020976354208,0.18497786189579,-0.169226209239154,0.371502765652976,2.13476713562204e-13,-57.4202921958269,27.9534085801886,34.1911691189738,149.333169932163
0.64075,-0.258341260304104,0.184893267685944,-0.171804185973344,0.367865279661237,2.10642262258178e-13,-55.3462884673538,27.9534061706188,34.1986358206116,149.334834368508
0.6408,-0.25865158255384,0.184812330817275,-0.174284190752056,0.364169148651885,2.10628526678083e-13,-53.2932674103579,27.9534038200119,34.206102596446,149.336138282131
0.64085,-0.258951785236844,0.184734938881444,-0.17666751887947,0.36041416647056,2.11509289365479e-13,-51.2641589194211,27.9534015277295,34.2135694284741,149.337081659895
0.6409,-0.259241713297575,0.184660965359946,-0.178955612143753,0.356600071020432,2.13552209751192e-13,-49.2617809363172,27.9533992930458,34.2210362986623,149.337665040831
0.64095,-0.259521216388123,0.184590271311414,-0.181150039638936,0.352726554889894,2.16309079579947e-13,-47.2888437257319,27.9533971151582,34.2285031890367,149.337889505057
0.641,-0.259790149419417,0.184522704897614,-0.183252494221751,0.348793267319553,2.19400145105717e-13,-45.3479430254615,27.9533949931893,34.2359700817007,149.337756703772
0.64105,-0.260048372760129,0.18445810007664,-0.185264793882653,0.344799813459014,2.21454495933082e-13,-43.4415487810346,27.9533929261863,34.243436958828,149.337268909571
0.6411,-0.26029575384549,0.184396278857093,-0.187188862521655,0.34074576497288,2.2358147651419e-13,-41.5720128976518,27.9533909131313,34.2509038027545,149.336428977264
0.64115,-0.260532167125374,0.18433704856917,-0.189026737678602,0.336630655822145,2.25470917729565e-13,-39.7415500779573,27.9533889529371,34.258370595941,149.335240438362
0.6412,-0.260757495494708,0.184280204800521,-0.190780550113839,0.332453993480211,2.26079792702058e-13,-37.9522497750595,27.9533870444589,34.2658373210712,149.333707432819
0.64125,-0.260971630661451,0.184225529239583,-0.192452527004329,0.328215257237914,2.25003516270201e-13,-36.2060597712894,27.9533851864917,34.2733039610356,149.331834794194
0.6413,-0.261174473985862,0.184172791105379,-0.194044980092079,0.323913904697465,2.2290714837436e-13,-34.5047901582674,27.953383377778,34.2807704989881,149.329628019466
0.64135,-0.261365937260278,0.184121747025433,-0.195560299559256,0.319549375170502,2.21213516249419e-13,-32.8501082754618,27.9533816170101,34.2882369183752,149.327093292568
0.6414,-0.261545943359597,0.184072141341681,-0.197000947060886,0.315121093506819,2.20074129910132e-13,-31.2435364000242,27.953379902835,34.2957032029681,149.324237489309
0.64145,-0.261714426979031,0.184023706598147,-0.198369447700309,0.310628474509214,2.1938408334218e-13,-29.6864503307382,27.9533782338582,34.3031693369005,149.321068178059
