"time","PID1.I.y","PID2.I.y","PID3.I.y","PID4.I.y","firstOrder1.y","firstOrder2.y","firstOrder3.y","firstOrder4.y"
0.178,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.18,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.182,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.184,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.186,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.188,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.19,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.192,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.194,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.196,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.198,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.2,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.202,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.204,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.206,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.208,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.21,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.212,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.214,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.216,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.218,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.22,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.222,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.224,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.226,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.228,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.23,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.232,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.234,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.236,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.238,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.24,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.242,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.244,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.246,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.248,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.25,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.252,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.254,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.256,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.258,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.26,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.262,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.264,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.266,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.268,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.27,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.272,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.274,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.276,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.278,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.28,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.282,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.284,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.286,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.288,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.29,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.292,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.294,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.296,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.298,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.3,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.302,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.304,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.306,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.308,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.31,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.312,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.314,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.316,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.318,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.32,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.322,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.324,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.326,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.328,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.33,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.332,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.334,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.336,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.338,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.34,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.342,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.344,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.346,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.348,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.35,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.352,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.354,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.356,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.358,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.36,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.362,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.364,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.366,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.368,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.37,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.372,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.374,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.376,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.378,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.38,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.382,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.384,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.386,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.388,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.39,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.392,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.394,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.396,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.398,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.4,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.402,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.404,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.406,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.408,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.41,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.412,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.414,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.416,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.418,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.42,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.422,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.424,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.426,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.428,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.43,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.432,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.434,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.436,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.438,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.44,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.442,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.444,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.446,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.448,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.45,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.452,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.454,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.456,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.458,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.46,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.462,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.464,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.466,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.468,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.47,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.472,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.474,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.476,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.478,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.48,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.482,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.484,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.486,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.488,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.49,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.492,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.494,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.496,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.498,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.5,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.502,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.504,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.506,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.508,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.51,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.512,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.514,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.516,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.518,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.52,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.522,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.524,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.526,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.528,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.53,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.532,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.534,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.536,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.538,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.54,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.542,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.544,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.546,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.548,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.55,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.552,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.554,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.556,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.558,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.56,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.562,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.564,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.566,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.568,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.57,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.572,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.574,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.576,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.578,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.58,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.582,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.584,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.586,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.588,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.59,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.592,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.594,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.596,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.598,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.6,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.602,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.604,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.606,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.608,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.61,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.612,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.614,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.616,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.618,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.62,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.622,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.624,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.626,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.628,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.63,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.632,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.634,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.636,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.638,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.64,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.642,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.644,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.646,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.648,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.65,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.652,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.654,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.656,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.658,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.66,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.662,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.664,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.666,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.668,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.67,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.672,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.674,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.676,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.678,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.68,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.682,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.684,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.686,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.688,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.69,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.692,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.694,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.696,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.698,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.7,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.702,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.704,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.706,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.708,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.71,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.712,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.714,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.716,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.718,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.72,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.722,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.724,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.726,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.728,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.73,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.732,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.734,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.736,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.738,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.74,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.742,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.744,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.746,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.748,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.75,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.752,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.754,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.756,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.758,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.76,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.762,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.764,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.766,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.768,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.77,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.772,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.774,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.776,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.778,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.78,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.782,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.784,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.786,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.788,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.79,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.792,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.794,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.796,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.798,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.8,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.802,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.804,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.806,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.808,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.81,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.812,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.814,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.816,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.818,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.82,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.822,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.824,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.826,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.828,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.83,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.832,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.834,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.836,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.838,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.84,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.842,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.844,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.846,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.848,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.85,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.852,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.854,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.856,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.858,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.86,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.862,0.5,0.9,0.1,0.5,0.5,1,0,0.5
0.864,0.5,0.9,0.1,0.5,0.5,1,0,0.5
