"time","friction.v_rel","innerContactA.s_rel","innerContactB.s_rel","outerContactA.v_rel","outerContactB.s_rel","outerContactB.v_rel"
0,0,0.00100000000000001,0.00275000000000002,0,0.00325,-0
1.75410653022866e-07,9.65436623315117e-13,0.000999999900000013,0.00274999990000001,-0.00114016921463554,0.0032499999,-0.00114016921463554
1.75410653022866e-07,9.65436623315117e-13,0.000999999900000013,0.00274999990000001,-0.00114016921463554,0.0032499999,-0.00114016921463554
0.00077335047612552,-0.00530944983068251,0.000980867392286226,0.000999999999998251,0.0275828239630917,0.00150695528353073,-4.04618577718078
0.00077335047612552,-0.00530944983068251,0.000980867392286226,0.000999999999998251,0.0275828239630917,0.00150695528353073,-4.04618577718078
0.000775068586990314,-0.00520356267328321,0.00098092389638674,0.000993035675163023,0.0276673828441242,0.0014999999999999,-4.05006603334321
0.000775068586990314,-0.00520356267328321,0.00098092389638674,0.000993035675163023,0.0276673828441242,0.0014999999999999,-4.05006603334321
0.05,9.42320421808387e-06,0.000985071455581863,0.000985516779712269,4.71160269442292e-06,0.001485071455585,-4.71160269447709e-06
0.1,9.42462753227142e-06,0.000984835840779618,0.00098575239451451,4.71231377840906e-06,0.00148483584077966,-4.71231377846369e-06
0.15,9.42449579784105e-06,0.000984600230592556,0.000985988004701575,4.71224790193744e-06,0.00148460023059255,-4.71224790191151e-06
0.2,9.42429960754613e-06,0.000984364628583749,0.000986223606710385,4.71214980407946e-06,0.00148436462858372,-4.71214980401115e-06
0.25,9.42400869405151e-06,0.000984129042241636,0.000986459193052499,4.71200434724729e-06,0.0014841290422416,-4.71200434719741e-06
0.3,9.4237177805569e-06,0.000983893455899523,0.000986694779394612,4.71185889041512e-06,0.00148389345589948,-4.71185889038368e-06
0.35,9.42340251879393e-06,0.000983657877855797,0.00098693035743834,4.71170125945643e-06,0.00148365787785575,-4.71170125944184e-06
0.4,9.42284747856169e-06,0.000983422381533463,0.000987165853760673,4.71142373933843e-06,0.00148342238153341,-4.7114237393251e-06
0.45,9.42229243832945e-06,0.00098318688521113,0.000987401350083007,4.71114621922043e-06,0.00148318688521107,-4.71114621920836e-06
0.5,9.42173739809721e-06,0.000982951388888797,0.00098763684640534,4.71086869910244e-06,0.00148295138888874,-4.71086869909163e-06
0.55,9.42118235786497e-06,0.000982715892566464,0.000987872342727674,4.71059117898444e-06,0.0014827158925664,-4.71059117897489e-06
0.6,9.42062731763273e-06,0.00098248039624413,0.000988107839050008,4.71031365886644e-06,0.00148248039624406,-4.71031365885815e-06
0.65,9.42007227740049e-06,0.000982244899921797,0.000988343335372341,4.71003613874844e-06,0.00148224489992172,-4.71003613874142e-06
0.7,9.41910313738933e-06,0.000982009525199432,0.000988578710094706,4.70955156874795e-06,0.00148200952519935,-4.70955156874159e-06
0.75,9.41786334294285e-06,0.000981774229954461,0.000988814005339678,4.70893167153435e-06,0.00148177422995437,-4.70893167152827e-06
0.8,9.41662354849637e-06,0.000981538934709489,0.00098904930058465,4.70831177432075e-06,0.00148153893470939,-4.70831177431494e-06
0.85,9.4153837540499e-06,0.000981303639464518,0.000989284595829622,4.70769187710715e-06,0.0014813036394644,-4.70769187710162e-06
0.9,9.41414395960342e-06,0.000981068344219546,0.000989519891074594,4.70707197989355e-06,0.00148106834421942,-4.70707197988829e-06
0.95,9.41290416515694e-06,0.000980833048974574,0.000989755186319565,4.70645208267996e-06,0.00148083304897444,-4.70645208267497e-06
1,9.41159360454811e-06,0.00098059778879334,0.0009899904465008,4.70579680238345e-06,0.00148059778879319,-4.70579680237909e-06
1.05,9.40975052002291e-06,0.000980362792470957,0.000990225442823182,4.70487526011575e-06,0.0014803627924708,-4.70487526011462e-06
1.1,9.40790743549772e-06,0.000980127796148574,0.000990460439145564,4.70395371784806e-06,0.00148012779614841,-4.70395371785016e-06
1.15,9.40606435097252e-06,0.000979892799826192,0.000990695435467945,4.70303217558036e-06,0.00147989279982602,-4.70303217558569e-06
1.2,9.40422126644732e-06,0.000979657803503809,0.000990930431790327,4.70211063331267e-06,0.00147965780350363,-4.70211063332123e-06
1.25,9.40237818192213e-06,0.000979422807181427,0.000991165428112709,4.70118909104497e-06,0.00147942280718124,-4.70118909105676e-06
1.3,9.40053509739693e-06,0.000979187810859044,0.000991400424435091,4.70026754877728e-06,0.00147918781085885,-4.7002675487923e-06
1.35,9.39811582938111e-06,0.000978952949685578,0.000991635285608556,4.69905791478375e-06,0.00147895294968536,-4.69905791480108e-06
1.4,9.39514847778493e-06,0.000978718217069946,0.000991870018224188,4.69757423901858e-06,0.0014787182170697,-4.69757423903734e-06
1.45,9.39192406739379e-06,0.00097848354474972,0.000992104690544413,4.69596203386462e-06,0.00147848354474945,-4.69596203388439e-06
1.5,9.38844259820767e-06,0.000978248932724899,0.000992339302569233,4.69422129932187e-06,0.00147824893272459,-4.69422129934224e-06
1.55,9.38470407022658e-06,0.000978014380995485,0.000992573854298646,4.69235203539033e-06,0.00147801438099514,-4.69235203541088e-06
1.6,9.38070848345052e-06,0.000977779889561477,0.000992808345732654,4.69035424206999e-06,0.00147777988956109,-4.69035424209032e-06
1.65,9.37657752622223e-06,0.000977545466216024,0.000993042769078106,4.68828876351872e-06,0.00147754546621559,-4.68828876353761e-06
1.7,9.37306950836363e-06,0.000977311159522708,0.000993277075771422,4.68653475456335e-06,0.00147731115952226,-4.6865347545745e-06
1.75,9.3695621905944e-06,0.00097707692963216,0.000993511305661971,4.68478109563276e-06,0.00147707692963171,-4.68478109563404e-06
1.8,9.36605557291457e-06,0.000976842776544379,0.000993745458749753,4.68302778672694e-06,0.00147684277654393,-4.68302778671624e-06
1.85,9.36254965532412e-06,0.000976608700259367,0.000993979535034767,4.68127482784592e-06,0.00147660870025893,-4.68127482782108e-06
