"time","damper1.s_rel","damper1.v_rel","mass1.s","mass1.v"
0,1,-0,-0.5,0
0.0005,0.999999997499509,-1.24667679354344e-05,-0.499999997494916,1.24917647219673e-05
0.001,0.999999980070315,-4.96659866779533e-05,-0.49999997999715,4.98650247966841e-05
0.0015,0.999999936913817,-0.00011128901272298,-0.499999936605534,0.000111918489586533
0.002,0.999999856730183,-0.000196911039369237,-0.49999985586486,0.000198339068719736
0.0025,0.999999727838201,-0.000305982259758638,-0.499999725880562,0.000308691549099939
0.003,0.999999540129606,-0.000437867941384201,-0.499999536286739,0.000442438728484484
0.0035,0.999999282550576,-0.000591838700829412,-0.499999275731776,0.000598957497517885
0.004,0.999998943861684,-0.000766942808270859,-0.49999893257796,0.000777401107642482
0.0045,0.999998512814746,-0.000962288610511786,-0.499998495206165,0.000976983848881463
0.005,0.99999797989432,-0.00117668404637851,-0.499997953589419,0.00119659634396478
0.0055,0.999997335020881,-0.00140901172128968,-0.49999729717196,0.00143521109984818
0.006,0.999996569964604,-0.00165792072339992,-0.499996517150426,0.00169154209103772
0.0065,0.999995676400088,-0.00192205550322216,-0.499995604622247,0.00196429981650184
0.007,0.999994647290148,-0.00219994011511637,-0.499994551937372,0.00225205631767144
0.0075,0.999993476120751,-0.00249002471077151,-0.499993351937783,0.00255330255174179
0.008,0.99999215666065,-0.00279076317397094,-0.499991997763761,0.0028665290159619
0.0085,0.999990684682569,-0.00310040690486017,-0.499990484496834,0.00318999568315705
0.009,0.99998905574671,-0.00341726039329436,-0.499988807035508,0.00352201863623875
0.0095,0.999987266864442,-0.00373952787409628,-0.499986961717846,0.00386079338113964
0.01,0.999985315760753,-0.00406537913697738,-0.499984945600369,0.00420447139542143
0.0105,0.999983201258154,-0.00439297542539423,-0.499982756876737,0.00455118090332675
0.011,0.999980922984158,-0.00472038966251174,-0.499980394515613,0.0048989502706949
0.0115,0.999978481507864,-0.00504572970042353,-0.499977858493896,0.00524583128792516
0.012,0.999975878317078,-0.00536706777944152,-0.499975149720193,0.00558982769888065
0.0125,0.999973115824424,-0.00568241207367081,-0.499972270019759,0.00592886611848091
0.013,0.999970197585748,-0.00598991078265448,-0.499969222516032,0.00626100121771734
0.0135,0.999967127970861,-0.00628761112723189,-0.499966011105677,0.0065841743565195
0.014,0.999963912288707,-0.00657354534868724,-0.499962640653967,0.00689629962215404
0.0145,0.999960556906669,-0.00684596637373126,-0.499959117305317,0.00719550418970574
0.015,0.999957069069421,-0.0071029445537318,-0.499955447975031,0.00747971655489018
0.0155,0.999953456974247,-0.00734264203537556,-0.499951640645875,0.00774694757146053
0.016,0.999949729540528,-0.00756341777698401,-0.499947704213622,0.00799540262083734
0.0165,0.999945896845927,-0.00776348427997224,-0.499943648664068,0.00822312059140556
0.017,0.999941969686177,-0.00794118814582605,-0.499939484840752,0.0084282703661344
0.0175,0.999937959354663,-0.00809504841384837,-0.499935224245489,0.00860919405915948
0.018,0.999933878480588,-0.00822348635945564,-0.499930879695554,0.00876411443680091
0.0185,0.999929740088212,-0.00832508133365895,-0.499926464545058,0.00889141445147103
0.019,0.999925557538589,-0.0083985582361767,-0.499921992612193,0.00898962533195427
0.0195,0.999921345327705,-0.00844264873322961,-0.499917478907488,0.00905727004478737
0.02,0.99991711838547,-0.00845621315051335,-0.499912938994177,0.00909300078276298
0.0205,0.999912892207247,-0.00843821760250275,-0.499908389108218,0.00909557316805503
0.021,0.999908682816905,-0.00838774041634117,-0.499903846124575,0.00906385349800916
0.0215,0.999904506601161,-0.00830397320627698,-0.49989932737885,0.00899682289270777
0.022,0.999900380484203,-0.00818623609025529,-0.499894850871353,0.00889358963320153
0.0225,0.999896321805284,-0.00803398056225726,-0.49989043513735,0.00875339435036005
0.023,0.999892348244112,-0.00784679435051383,-0.499886099171013,0.00857561636387494
0.0235,0.999888477804971,-0.00762440871700461,-0.499881862415387,0.0083597814351743
0.024,0.999884727120525,-0.00736653575172825,-0.499877742802137,0.00810542244797963
0.0245,0.999881113701243,-0.00707310810574671,-0.499873759372684,0.00781228888717919
0.025,0.999877655937678,-0.00674428952391065,-0.499869932290105,0.00748035766714748
0.0255,0.999874371634011,-0.00638033557177061,-0.499866281145643,0.0071097141216417
0.026,0.999871278507023,-0.00598165482869675,-0.499862825547325,0.00670060674006791
0.0265,0.999868393492583,-0.00554866370647294,-0.499859584222046,0.00625330734435897
0.027,0.999865733274771,-0.00508192878228476,-0.499856575733083,0.00576825060509989
0.0275,0.999863314921934,-0.00458233427889323,-0.499853819338909,0.0052461979898072
0.028,0.999861154745565,-0.00405083162187435,-0.499851333503849,0.00468799567143979
0.0285,0.99985926859327,-0.00348852623962611,-0.499849136303572,0.00409466009056071
0.029,0.999857671112251,-0.00289630761651134,-0.499847244218054,0.00346700097178225
0.0295,0.999856377045239,-0.00227560634161578,-0.499845674372837,0.00280639609426715
0.03,0.999855400242516,-0.00162788472969564,-0.499844442905356,0.00211427181285747
0.0305,0.999854753750009,-0.000954724123058644,-0.499843565156959,0.00139219336834207
0.031,0.999854449899274,-0.00025777034404042,-0.499843055703337,0.000641804784392666
0.0315,0.999854500376791,0.000461344876839493,-0.499842928335392,-0.00013525626623246
0.032,0.9998549154962,0.00120062633019818,-0.49984319572346,-0.000936943192973208
0.0325,0.999855704728023,0.00195805739092472,-0.499843869581082,-0.00176117467939212
0.033,0.999856876578328,0.002731537684203,-0.499844960609627,-0.00260576644842975
0.0335,0.999858439114035,0.0035190529026194,-0.499846478871008,-0.00346862294826864
0.034,0.999860398392486,0.00431824758914537,-0.499848432580105,-0.00434725117161974
0.0345,0.99986275958783,0.00512676619099646,-0.499850828930724,-0.00523914676208219
0.035,0.999865526639928,0.00594217164304344,-0.499853673809697,-0.00614170056278876
0.0355,0.999868703033484,0.00676210519867242,-0.499856972478684,-0.00705238480823667
0.036,0.999872290015709,0.00758396850800077,-0.499860727964179,-0.00796837898779838
0.0365,0.999876287812308,0.00840516492775304,-0.499864942130174,-0.00888685159955617
0.037,0.99988069525965,0.00922304542713725,-0.499869615333751,-0.00980489544194796
0.0375,0.999885510699156,0.0100350312630158,-0.499874747274806,-0.010719676091909
0.038,0.99989073025263,0.0108384110039242,-0.499880335322541,-0.0116281821646383
0.0385,0.999896348720294,0.0116304636592509,-0.499886375368707,-0.01252737434692
0.039,0.999902359517193,0.0124084622394213,-0.499892861754382,-0.0134141882170151
0.0395,0.999908755551817,0.0131697464553414,-0.49989978815367,-0.0142856291175591
0.04,0.999915527798113,0.013911623675622,-0.49990714611738,-0.0151386390268599
0.0405,0.999922665496273,0.0146313938842252,-0.499914925266281,-0.0159701273386935
0.041,0.999930156659397,0.0153263979241197,-0.499923113794125,-0.0167770324224373
0.0415,0.999937988672548,0.0159940391943574,-0.499931699107561,-0.0175563566099603
0.042,0.999946147566981,0.0166317660883357,-0.499940667044857,-0.0183051336648407
0.0425,0.999954617243577,0.0172370525845254,-0.499950001040576,-0.0190203932971764
0.043,0.999963380616067,0.0178074486607916,-0.499959683332998,-0.0196992373339197
0.0435,0.999972419832154,0.0183405779404331,-0.499969695219694,-0.0203388414652225
0.044,0.999981716331721,0.0188341466623343,-0.499980017113462,-0.0209364661671631
0.0445,0.99999124920515,0.0192859462419781,-0.499990626705022,-0.02148942867971
0.045,1.00000099681817,0.0196938681483722,-0.500001500763792,-0.0219951498216208
0.0455,1.00001093671348,0.020055903116326,-0.500012615034197,-0.0224511512069601
0.046,1.00002104631426,0.0203701342586875,-0.500023945039902,-0.0228550607648594
0.0465,1.00003130067617,0.0206347975628549,-0.500035463473893,-0.0232046372927326
0.047,1.0000416744093,0.0208482471859988,-0.500047142412113,-0.0234977681188041
0.0475,1.0000521413511,0.0210089684334758,-0.500058952930987,-0.0237324771587981
0.048,1.00006267574561,0.0211155311463058,-0.500070866505283,-0.0239068949956533
0.0485,1.00007324961151,0.0211667261103542,-0.50008285185322,-0.0240193612170486
0.049,1.00008383482886,0.0211614748658955,-0.500094877418352,-0.0240683630042115
0.0495,1.00009440266478,0.0210988625011939,-0.500106910792159,-0.0240525625932288
0.05,1.0001049251929,0.0209780345413105,-0.500118920461652,-0.0239707085465037
0.0505,1.00011537262861,0.0207984240631267,-0.500130872490701,-0.0238218392779042
0.051,1.00012571533493,0.0205596011654171,-0.500142732995128,-0.0236051523581392
0.0515,1.00013592342004,0.020261317166169,-0.500154467630328,-0.0233200461558064
0.052,1.00014596768058,0.0199033932714966,-0.500166042813476,-0.0229660127063203
0.0525,1.000155818168,0.0194859271500588,-0.500177423821686,-0.022542841875735
0.053,1.00016544499382,0.0190092004232951,-0.500188575832327,-0.0220505327119015
0.0535,1.00017481848879,0.0184736724682938,-0.500199464114257,-0.021489289298361
