"time","resistor.pin_p.reference.gamma"
0.1165,0.0852776938435079
0.117,0.0860112588697435
0.1175,0.0867479654886322
0.118,0.087487813700174
0.1185,0.088230803504369
0.119,0.0889769349012172
0.1195,0.0897262078907185
0.12,0.0904786224728729
0.1205,0.0912341786476806
0.121,0.0919928764151414
0.1215,0.0927547157752553
0.122,0.0935196967280224
0.1225,0.0942878192734427
0.123,0.0950590834115162
0.1235,0.0958334891422428
0.124,0.0966110364656225
0.1245,0.0973917253816554
0.125,0.0981755558903415
0.1255,0.0989625279916807
0.126,0.0997526416856731
0.1265,0.100545896972319
0.127,0.101342293851617
0.1275,0.102141832323569
0.128,0.102944512388174
0.1285,0.103750334045433
0.129,0.104559297295344
0.1295,0.105371402137908
0.13,0.106186648573126
0.1305,0.107005036600997
0.131,0.107826566221521
0.1315,0.108651237434716
0.132,0.109479050240568
0.1325,0.110310004639074
0.133,0.111144100630233
0.1335,0.111981338214045
0.134,0.112821717390511
0.1345,0.11366523815963
0.135,0.114511900521403
0.1355,0.11536170447583
0.136,0.116214650022909
0.1365,0.117070737162643
0.137,0.117929965895029
0.1375,0.11879233622007
0.138,0.119657848137763
0.1385,0.120526501648111
0.139,0.121398296751111
0.1395,0.122273233446766
0.14,0.123151311735073
0.1405,0.124032531616035
0.141,0.124916893089649
0.1415,0.125804396155917
0.142,0.126695040814839
0.1425,0.127588827066414
0.143,0.128485754910643
0.1435,0.129385824347525
0.144,0.13028903537706
0.1445,0.131195387999249
0.145,0.132104882214092
0.1455,0.133017518021588
0.146,0.133933295421737
0.1465,0.13485221441454
0.147,0.135774274999997
0.1475,0.136699477178107
0.148,0.13762782094887
0.1485,0.138559306312287
0.149,0.139493933268357
0.1495,0.140431701817081
0.15,0.141372611958459
0.1505,0.142316663692489
0.151,0.143263857019174
0.1515,0.144214191938512
0.152,0.145167668450503
0.1525,0.146124286555148
0.153,0.147084046252446
0.1535,0.148046947542398
0.154,0.149012990425003
0.1545,0.149982174900262
0.155,0.150954500968174
0.1555,0.151929968628739
0.156,0.152908577881959
0.1565,0.153890328727831
0.157,0.154875221166357
0.1575,0.155863255197537
0.158,0.15685443082137
0.1585,0.157848748037857
0.159,0.158846206846997
0.1595,0.15984680724879
0.16,0.160850549243237
0.1605,0.161857432830338
0.161,0.162867458010092
0.1615,0.163880624782499
0.162,0.16489693314756
0.1625,0.165916383105275
0.163,0.166938974655642
0.1635,0.167964707798664
0.164,0.168993582534339
0.1645,0.170025598862667
0.165,0.171060756783649
0.1655,0.172099056297284
0.166,0.173140497403573
0.1665,0.174185080102515
0.167,0.175232804394111
0.1675,0.17628367027836
0.168,0.177337677755263
0.1685,0.178394826824819
0.169,0.179455117487029
0.1695,0.180518549741892
0.17,0.181585123589409
0.1705,0.182654839029579
0.171,0.183727696062403
0.1715,0.18480369468788
0.172,0.185882834906011
0.1725,0.186965116716795
0.173,0.188050540120232
0.1735,0.189139105116323
0.174,0.190230811705068
0.1745,0.191325659886466
0.175,0.192423649660518
0.1755,0.193524781027223
0.176,0.194629053986581
0.1765,0.195736468538593
0.177,0.196847024683258
0.1775,0.197960722420577
0.178,0.19907756175055
0.1785,0.200197542673176
0.179,0.201320665188455
0.1795,0.202446929296388
0.18,0.203576334996974
0.1805,0.204708882290214
0.181,0.205844571176107
0.1815,0.206983401654654
0.182,0.208125373725854
0.1825,0.209270487389708
0.183,0.210418742646215
0.1835,0.211570139495376
0.184,0.21272467793719
0.1845,0.213882357971658
0.185,0.215043179598779
0.1855,0.216207142818554
0.186,0.217374247630982
0.1865,0.218544494036064
0.187,0.219717882033799
0.1875,0.220894411624187
0.188,0.22207408280723
0.1885,0.223256895582925
0.189,0.224442849951274
0.1895,0.225631945912277
0.19,0.226824183465933
0.1905,0.228019562612242
0.191,0.229218083351205
0.1915,0.230419745682822
0.192,0.231624549607092
0.1925,0.232832495124015
0.193,0.234043582233592
0.1935,0.235257810935822
0.194,0.236475181230706
0.1945,0.237695693118244
0.195,0.238919346598434
0.1955,0.240146141671279
0.196,0.241376078336777
0.1965,0.242609156594928
0.197,0.243845376445733
0.1975,0.245084737889191
0.198,0.246327240925303
0.1985,0.247572885554068
0.199,0.248821671775487
0.1995,0.250073599589559
0.2,0.251328668996284
0.2005,0.252586879995664
0.201,0.253848232587696
0.2015,0.255112726772382
0.202,0.256380362549722
0.2025,0.257651139919715
0.203,0.258925058882362
0.2035,0.260202119437662
0.204,0.261482321585615
0.2045,0.262765665326222
0.205,0.264052150659483
0.2055,0.265341777585397
0.206,0.266634546103964
0.2065,0.267930456215185
0.207,0.26922950791906
0.2075,0.270531701215588
0.208,0.271837036104769
0.2085,0.273145512586604
0.209,0.274457130661092
0.2095,0.275771890328234
0.21,0.277089791588029
0.2105,0.278410834440478
0.211,0.279735018885581
0.2115,0.281062344923336
0.212,0.282392812553746
0.2125,0.283726421776808
0.213,0.285063172592525
0.2135,0.286403065000894
0.214,0.287746099001917
0.2145,0.289092274595594
0.215,0.290441591781924
0.2155,0.291794050560908
0.216,0.293149650932545
0.2165,0.294508392896836
0.217,0.29587027645378
0.2175,0.297235301603378
0.218,0.298603468345629
0.2185,0.299974776680533
0.219,0.301349226608091
0.2195,0.302726818128303
0.22,0.304107551241168
0.2205,0.305491425946686
0.221,0.306878442244858
0.2215,0.308268600135684
0.222,0.309661899619163
0.2225,0.311058340695295
0.223,0.312457923364081
0.2235,0.31386064762552
0.224,0.315266513479613
0.2245,0.31667552092636
0.225,0.318087669965759
0.2255,0.319502960597813
0.226,0.32092139282252
0.2265,0.32234296663988
0.227,0.323767682049894
0.2275,0.325195539052561
0.228,0.326626537647882
0.2285,0.328060677835856
0.229,0.329497959616484
0.2295,0.330938382989765
0.23,0.332381947955699
0.2305,0.333828654514288
0.231,0.335278502665529
0.2315,0.336731492409424
0.232,0.338187623745973
0.2325,0.339646896675175
0.233,0.341109311197031
0.2335,0.34257486731154
0.234,0.344043565018702
0.2345,0.345515404318518
0.235,0.346990385210988
0.2355,0.348468507696111
0.236,0.349949771773887
0.2365,0.351434177444317
0.237,0.352921724707401
0.2375,0.354412413563137
0.238,0.355906244011528
0.2385,0.357403216052572
0.239,0.358903329686269
0.2395,0.36040658491262
0.24,0.361912981731624
0.2405,0.363422520143282
0.241,0.364935200147593
0.2415,0.366451021744558
0.242,0.367969984934176
0.2425,0.369492089716448
0.243,0.371017336091373
0.2435,0.372545724058952
0.244,0.374077253619184
0.2445,0.37561192477207
0.245,0.377149737517609
0.2455,0.378690691855802
0.246,0.380234787786648
0.2465,0.381782025310148
0.247,0.383332404426301
0.2475,0.384885925135107
0.248,0.386442587436567
0.2485,0.388002391330681
0.249,0.389565336817448
0.2495,0.391131423896868
0.25,0.392700652568942
0.2505,0.39427302283367
0.251,0.395848534691051
0.2515,0.397427188141085
0.252,0.399008983183773
0.2525,0.400593919819115
0.253,0.40218199804711
0.2535,0.403773217867758
0.254,0.40536757928106
0.2545,0.406965082287015
0.255,0.408565726885624
0.2555,0.410169513076886
0.256,0.411776440860802
0.2565,0.413386510237371
0.257,0.414999721206594
0.2575,0.41661607376847
0.258,0.418235567923
0.2585,0.419858203670183
0.259,0.42148398101002
0.2595,0.42311289994251
0.26,0.424744960467654
0.2605,0.426380162585451
0.261,0.428018506295902
0.2615,0.429659991599006
0.262,0.431304618494763
0.2625,0.432952386983182
0.263,0.434603297064256
0.2635,0.436257348737985
0.264,0.437914542004366
0.2645,0.439574876863402
0.265,0.441238353315091
0.2655,0.442904971359433
0.266,0.444574730996429
0.2665,0.446247632226079
0.267,0.447923675048382
0.2675,0.449602859463339
0.268,0.451285185470949
0.2685,0.452970653071213
0.269,0.454659262264131
0.2695,0.456351013049702
0.27,0.458045905427926
0.2705,0.459743939398804
0.271,0.461445114962336
0.2715,0.463149432118521
0.272,0.46485689086736
0.2725,0.466567491208852
0.273,0.468281233142998
0.2735,0.469998116669798
0.274,0.471718141789251
0.2745,0.473441308501357
0.275,0.475167616806118
0.2755,0.476897066703531
0.276,0.478629658193599
0.2765,0.480365391276319
0.277,0.482104265951694
0.2775,0.483846282219722
0.278,0.485591440080403
0.2785,0.487339739533738
0.279,0.489091180579727
0.2795,0.490845763218369
0.28,0.492603487449665
0.2805,0.494364353273614
0.281,0.496128360690217
0.2815,0.497895509699474
0.282,0.499665800301384
0.2825,0.501439232495947
0.283,0.503215806283164
0.2835,0.504995521663035
0.284,0.506778378635559
0.2845,0.508564377200737
0.285,0.510353517358568
0.2855,0.512145799109053
0.286,0.513941222452192
0.2865,0.515739787387984
0.287,0.517541493916429
0.2875,0.519346342037528
0.288,0.521154331751281
0.2885,0.522965463057687
0.289,0.524779735956747
0.2895,0.52659715044846
0.29,0.528417706532827
0.2905,0.530241404209848
0.291,0.532068243479522
0.2915,0.53389822434185
0.292,0.535731346796831
0.2925,0.537567610844466
0.293,0.539407016484754
0.2935,0.541249563717696
0.294,0.543095252543291
0.2945,0.54494408296154
0.295,0.546796054972443
0.2955,0.548651168575999
0.296,0.550509423772209
0.2965,0.552370820561072
0.297,0.554235358942589
0.2975,0.556103038916759
0.298,0.557973860483583
0.2985,0.559847823643061
0.299,0.561724928395192
0.2995,0.563605174739976
0.3,0.565488562677414
0.3005,0.567375092207506
0.301,0.569264763330251
0.3015,0.57115757604565
0.302,0.573053530353703
0.3025,0.574952626254408
0.303,0.576854863747768
0.3035,0.578760242833781
0.304,0.580668763512448
0.3045,0.582580425783768
0.305,0.584495229647742
0.3055,0.586413175104369
0.306,0.58833426215365
0.3065,0.590258490795584
0.307,0.592185861030172
0.3075,0.594116372857414
0.308,0.596050026277309
0.3085,0.597986821289858
0.309,0.59992675789506
0.3095,0.601869836092916
0.31,0.603816055883425
0.3105,0.605765417266588
0.311,0.607717920242404
0.3115,0.609673564810874
0.312,0.611632350971998
0.3125,0.613594278725775
0.313,0.615559348072206
0.3135,0.61752755901129
0.314,0.619498911543028
0.3145,0.621473405667419
0.315,0.623451041384464
0.3155,0.625431818694163
0.316,0.627415737596515
0.3165,0.62940279809152
0.317,0.63139300017918
0.3175,0.633386343859493
0.318,0.635382829132459
0.3185,0.637382455998079
0.319,0.639385224456352
0.3195,0.641391134507279
0.32,0.64340018615086
0.3205,0.645412379387094
0.321,0.647427714215981
0.3215,0.649446190637523
0.322,0.651467808651717
0.3225,0.653492568258566
0.323,0.655520469458068
0.3235,0.657551512250223
0.324,0.659585696635032
0.3245,0.661623022612495
0.325,0.663663490182611
0.3255,0.665707099345381
0.326,0.667753850100804
0.3265,0.669803742448881
0.327,0.671856776389611
0.3275,0.673912951922995
0.328,0.675972269049033
0.3285,0.678034727767724
0.329,0.680100328079069
0.3295,0.682169069983067
0.33,0.684240953479718
0.3305,0.686315978569024
0.331,0.688394145250983
0.3315,0.690475453525595
0.332,0.692559903392861
0.3325,0.694647494852781
0.333,0.696738227905354
0.3335,0.69883210255058
0.334,0.700929118788461
0.3345,0.703029276618994
0.335,0.705132576042182
0.3355,0.707239017058023
0.336,0.709348599666517
0.3365,0.711461323867665
0.337,0.713577189661467
0.3375,0.715696197047922
0.338,0.717818346027031
0.3385,0.719943636598793
0.339,0.722072068763209
0.3395,0.724203642520278
0.34,0.726338357870001
0.3405,0.728476214812378
0.341,0.730617213347408
0.3415,0.732761353475091
0.342,0.734908635195428
0.3425,0.737059058508419
0.343,0.739212623414064
0.3435,0.741369329912361
0.344,0.743529178003313
0.3445,0.745692167686918
0.345,0.747858298963176
0.3455,0.750027571832089
0.346,0.752199986293654
0.3465,0.754375542347873
0.347,0.756554239994746
0.3475,0.758736079234273
0.348,0.760921060066452
0.3485,0.763109182491286
0.349,0.765300446508773
0.3495,0.767494852118914
0.35,0.769692399321708
0.3505,0.771893088117155
0.351,0.774096918505257
0.3515,0.776303890486011
0.352,0.77851400405942
0.3525,0.780727259225482
0.353,0.782943655984197
0.3535,0.785163194335566
0.354,0.787385874279589
0.3545,0.789611695816265
0.355,0.791840658945595
0.3555,0.794072763667578
0.356,0.796308009982215
0.3565,0.798546397889506
0.357,0.800787927389449
0.3575,0.803032598482047
0.358,0.805280411167298
0.3585,0.807531365445203
0.359,0.809785461315761
0.3595,0.812042698778973
0.36,0.814303077834838
0.3605,0.816566598483357
0.361,0.81883326072453
0.3615,0.821103064558356
0.362,0.823376009984835
0.3625,0.825652097003968
0.363,0.827931325615755
0.3635,0.830213695820195
0.364,0.832499207617289
0.3645,0.834787861007037
0.365,0.837079655989438
0.3655,0.839374592564492
0.366,0.8416726707322
0.3665,0.843973890492562
0.367,0.846278251845577
0.3675,0.848585754791246
0.368,0.850896399329568
0.3685,0.853210185460544
0.369,0.855527113184173
0.3695,0.857847182500456
0.37,0.860170393409393
0.3705,0.862496745910983
0.371,0.864826240005227
0.3715,0.867158875692124
0.372,0.869494652971675
0.3725,0.871833571843879
0.373,0.874175632308737
0.3735,0.876520834366248
0.374,0.878869178016413
0.3745,0.881220663259232
0.375,0.883575290094704
0.3755,0.88593305852283
0.376,0.888293968543609
0.3765,0.890658020157042
0.377,0.893025213363128
0.3775,0.895395548161868
0.378,0.897769024553262
0.3785,0.900145642537309
0.379,0.902525402114009
0.3795,0.904908303283364
0.38,0.907294346045372
0.3805,0.909683530400033
0.381,0.912075856347348
0.3815,0.914471323887316
0.382,0.916869933019938
0.3825,0.919271683745214
0.383,0.921676576063143
0.3835,0.924084609973725
0.384,0.926495785476962
0.3845,0.928910102572851
0.385,0.931327561261395
0.3855,0.933748161542592
0.386,0.936171903416442
0.3865,0.938598786882946
0.387,0.941028811942104
0.3875,0.943461978593915
0.388,0.94589828683838
0.3885,0.948337736675498
0.389,0.95078032810527
0.3895,0.953226061127695
0.39,0.955674935742774
0.3905,0.958126951950507
0.391,0.960582109750893
0.3915,0.963040409143932
0.392,0.965501850129626
0.3925,0.967966432707972
0.393,0.970434156878972
0.3935,0.972905022642627
0.394,0.975379029998934
0.3945,0.977856178947895
0.395,0.980336469489509
0.3955,0.982819901623778
0.396,0.985306475350699
0.3965,0.987796190670275
0.397,0.990289047582503
0.3975,0.992785046087386
0.398,0.995284186184922
0.3985,0.997786467875111
0.399,1.00029189115795
0.3995,1.00280045603345
0.4,1.0053121625016
0.4005,1.0078270105624
0.401,1.01034500021586
0.4015,1.01286613146197
0.402,1.01539040430074
0.4025,1.01791781873215
0.403,1.02044837475623
0.4035,1.02298207237295
0.404,1.02551891158233
0.4045,1.02805889238436
0.405,1.03060201477905
0.4055,1.03314827876639
0.406,1.03569768434638
0.4065,1.03825023151903
0.407,1.04080592028433
0.4075,1.04336475064228
0.408,1.04592672259289
0.4085,1.04849183613615
0.409,1.05106009127206
0.4095,1.05363148800063
0.41,1.05620602632185
0.4105,1.05878370623573
0.411,1.06136452774225
0.4115,1.06394849084144
0.412,1.06653559553327
0.4125,1.06912584181776
0.413,1.0717192296949
0.4135,1.0743157591647
0.414,1.07691543022715
0.4145,1.07951824288225
0.415,1.08212419713001
0.4155,1.08473329297042
0.416,1.08734553040349
0.4165,1.0899609094292
0.417,1.09257943004757
0.4175,1.0952010922586
0.418,1.09782589606228
0.4185,1.10045384145861
0.419,1.10308492844759
0.4195,1.10571915702923
0.42,1.10835652720353
0.4205,1.11099703897047
0.421,1.11364069233007
0.4215,1.11628748728232
0.422,1.11893742382723
0.4225,1.12159050196479
0.423,1.12424672169501
0.4235,1.12690608301787
0.424,1.12956858593339
0.4245,1.13223423044157
0.425,1.1349030165424
0.4255,1.13757494423588
0.426,1.14025001352201
0.4265,1.1429282244008
0.427,1.14560957687225
0.4275,1.14829407093634
0.428,1.15098170659309
0.4285,1.15367248384249
0.429,1.15636640268455
0.4295,1.15906346311926
0.43,1.16176366514662
0.4305,1.16446700876664
0.431,1.16717349397931
0.4315,1.16988312078464
0.432,1.17259588918261
0.4325,1.17531179917325
0.433,1.17803085075653
0.4335,1.18075304393247
0.434,1.18347837870106
0.4345,1.18620685506231
0.435,1.18893847301621
0.4355,1.19167323256276
0.436,1.19441113370197
0.4365,1.19715217643383
0.437,1.19989636075834
0.4375,1.20264368667551
0.438,1.20539415418533
0.4385,1.2081477632878
0.439,1.21090451398293
0.4395,1.21366440627071
0.44,1.21642744015115
0.4405,1.21919361562424
0.441,1.22196293268998
0.4415,1.22473539134837
0.442,1.22751099159942
0.4425,1.23028973344313
0.443,1.23307161687948
0.4435,1.23585664190849
0.444,1.23864480853015
0.4445,1.24143611674447
0.445,1.24423056655144
0.4455,1.24702815795107
0.446,1.24982889094334
0.4465,1.25263276552828
0.447,1.25543978170586
0.4475,1.2582499394761
0.448,1.26106323883899
0.4485,1.26387967979454
0.449,1.26669926234273
0.4495,1.26952198648359
0.45,1.27234785221709
0.4505,1.27517685954325
0.451,1.27800900846207
0.4515,1.28084429897353
0.452,1.28368273107765
0.4525,1.28652430477443
0.453,1.28936902006386
0.4535,1.29221687694594
0.454,1.29506787542067
0.4545,1.29792201548806
0.455,1.3007792971481
0.4555,1.3036397204008
0.456,1.30650328524614
0.4565,1.30936999168415
0.457,1.3122398397148
0.4575,1.31511282933811
0.458,1.31798896055408
0.4585,1.32086823336269
0.459,1.32375064776396
0.4595,1.32663620375789
0.46,1.32952490134446
0.4605,1.3324167405237
0.461,1.33531172129558
0.4615,1.33820984366012
0.462,1.34111110761731
0.4625,1.34401551316715
0.463,1.34692306030965
0.4635,1.34983374904481
0.464,1.35274757937261
0.4645,1.35566455129307
0.465,1.35858466480618
0.4655,1.36150791991195
0.466,1.36443431661037
0.4665,1.36736385490144
0.467,1.37029653478517
0.4675,1.37323235626155
0.468,1.37617131933059
0.4685,1.37911342399227
0.469,1.38205867024662
0.4695,1.38500705809361
0.47,1.38795858753326
0.4705,1.39091325856556
0.471,1.39387107119052
0.4715,1.39683202540813
0.472,1.39979612121839
0.4725,1.4027633586213
0.473,1.40573373761687
0.4735,1.4087072582051
0.474,1.41168392038598
0.4745,1.41466372415951
0.475,1.41764666952569
0.4755,1.42063275648453
0.476,1.42362198503602
0.4765,1.42661435518016
0.477,1.42960986691696
0.4775,1.43260852024641
0.478,1.43561031516852
0.4785,1.43861525168328
0.479,1.44162332979069
0.4795,1.44463454949076
0.48,1.44764891078348
0.4805,1.45066641366885
0.481,1.45368705814688
0.4815,1.45671084421756
0.482,1.45973777188089
0.4825,1.46276784113688
0.483,1.46580105198552
0.4835,1.46883740442681
0.484,1.47187689846076
0.4845,1.47491953408736
0.485,1.47796531130662
0.4855,1.48101423011853
0.486,1.48406629052309
0.4865,1.48712149252031
0.487,1.49017983611018
0.4875,1.4932413212927
0.488,1.49630594806788
0.4885,1.49937371643571
0.489,1.50244462639619
0.4895,1.50551867794933
0.49,1.50859587109512
0.4905,1.51167620583356
0.491,1.51475968216466
0.4915,1.51784630008841
0.492,1.52093605960482
0.4925,1.52402896071388
0.493,1.52712500341559
0.4935,1.53022418770996
0.494,1.53332651359698
0.4945,1.53643198107665
0.495,1.53954059014897
0.4955,1.54265234081395
0.496,1.54576723307159
0.4965,1.54888526692188
0.497,1.55200644236482
0.4975,1.55513075940041
0.498,1.55825821802866
0.4985,1.56138881824956
0.499,1.56452256006312
0.4995,1.56765944346932
0.5,1.57079946846819
0.5005,1.5739426350597
0.501,1.57708894324387
0.5015,1.58023839302069
0.502,1.58339098439017
0.5025,1.5865467173523
0.503,1.58970559190708
0.5035,1.59286760805452
0.504,1.59603276579461
0.5045,1.59920106512736
0.505,1.60237250605275
0.5055,1.6055470885708
0.506,1.60872481268151
0.5065,1.61190567838487
0.507,1.61508968568088
0.5075,1.61827683456955
0.508,1.62146712505086
0.5085,1.62466055712484
0.509,1.62785713079146
0.5095,1.63105684605074
0.51,1.63425970290268
0.5105,1.63746570134726
0.511,1.6406748413845
0.5115,1.6438871230144
0.512,1.64710254623695
0.5125,1.65032111105215
0.513,1.65354281746
0.5135,1.65676766546051
0.514,1.65999565505367
0.5145,1.66322678623949
0.515,1.66646105901796
0.5155,1.66969847338908
0.516,1.67293902935285
0.5165,1.67618272690928
0.517,1.67942956605837
0.5175,1.6826795468001
0.518,1.68593266913449
0.5185,1.68918893306154
0.519,1.69244833858124
0.5195,1.69571088569359
0.52,1.69897657439859
0.5205,1.70224540469625
0.521,1.70551737658656
0.5215,1.70879249006953
0.522,1.71207074514514
0.5225,1.71535214181342
0.523,1.71863668007434
0.5235,1.72192435992792
0.524,1.72521518137416
0.5245,1.72850914441304
0.525,1.73180624904459
0.5255,1.73510649526879
0.526,1.73840988308564
0.5265,1.74171641249515
0.527,1.74502608349731
0.5275,1.74833889609212
0.528,1.75165485027959
0.5285,1.75497394605971
0.529,1.75829618343248
0.5295,1.76162156239791
0.53,1.76495008295599
0.5305,1.76828174510673
0.531,1.77161654885012
0.5315,1.77495449418616
0.532,1.77829558111486
0.5325,1.78163980963621
0.533,1.78498717975021
0.5335,1.78833769145686
0.534,1.79169134475618
0.5345,1.79504813964814
0.535,1.79840807613276
0.5355,1.80177115421003
0.536,1.80513737387995
0.5365,1.80850673514253
0.537,1.81187923799776
0.5375,1.81525488244565
0.538,1.81863366848619
0.5385,1.82201559611938
0.539,1.82540066534522
0.5395,1.82878887616372
0.54,1.83218022857488
0.5405,1.83557472257868
0.541,1.83897235817514
0.5415,1.84237313536426
0.542,1.84577705414603
0.5425,1.84918411452045
0.543,1.85259431648752
0.5435,1.85600766004725
0.544,1.85942414519963
0.5445,1.86284377194467
0.545,1.86626654028236
0.5455,1.8696924502127
0.546,1.87312150173569
0.5465,1.87655369485134
0.547,1.87998902955965
0.5475,1.8834275058606
0.548,1.88686912375421
0.5485,1.89031388324048
