"time","pump.medium.h","pump.medium.p"
0.184,84065.1719757574,142612.641266403
0.186,84065.1719757551,142612.641266403
0.188,84065.1719757528,142612.641266403
0.19,84065.1719757505,142612.641266403
0.192,84065.1719757482,142612.641266403
0.194,84065.171975746,142612.641266403
0.196,84065.1719757437,142612.641266403
0.198,84065.1719757414,142612.641266403
0.2,84065.1719757391,142612.641266403
0.202,84065.1719757368,142612.641266403
0.204,84065.1719757345,142612.641266403
0.206,84065.1719757322,142612.641266403
0.208,84065.17197573,142612.641266403
0.21,84065.1719757277,142612.641266403
0.212,84065.1719757254,142612.641266403
0.214,84065.1719757231,142612.641266404
0.216,84065.1719757208,142612.641266404
0.218,84065.1719757185,142612.641266404
0.22,84065.1719757163,142612.641266404
0.222,84065.171975714,142612.641266404
0.224,84065.1719757117,142612.641266404
0.226,84065.1719757094,142612.641266404
0.228,84065.1719757071,142612.641266404
0.23,84065.1719757048,142612.641266404
0.232,84065.1719757026,142612.641266404
0.234,84065.1719757003,142612.641266404
0.236,84065.171975698,142612.641266404
0.238,84065.1719756957,142612.641266404
0.24,84065.1719756934,142612.641266404
0.242,84065.1719756911,142612.641266404
0.244,84065.1719756888,142612.641266404
0.246,84065.1719756865,142612.641266404
0.248,84065.1719756843,142612.641266404
0.25,84065.171975682,142612.641266404
0.252,84065.1719756797,142612.641266404
0.254,84065.1719756774,142612.641266404
0.256,84065.1719756751,142612.641266404
0.258,84065.1719756729,142612.641266404
0.26,84065.1719756706,142612.641266404
0.262,84065.1719756683,142612.641266404
0.264,84065.1719756666,142612.641266404
0.266,84065.1719756649,142612.641266404
0.268,84065.1719756633,142612.641266404
0.27,84065.1719756616,142612.641266404
0.272,84065.17197566,142612.641266404
0.274,84065.1719756583,142612.641266404
0.276,84065.1719756567,142612.641266404
0.278,84065.171975655,142612.641266404
0.28,84065.1719756534,142612.641266404
0.282,84065.1719756517,142612.641266404
0.284,84065.1719756501,142612.641266404
0.286,84065.1719756484,142612.641266404
0.288,84065.1719756468,142612.641266404
0.29,84065.1719756451,142612.641266404
0.292,84065.1719756435,142612.641266404
0.294,84065.1719756418,142612.641266404
0.296,84065.1719756402,142612.641266404
0.298,84065.1719756385,142612.641266404
0.3,84065.1719756369,142612.641266404
0.302,84065.1719756352,142612.641266404
0.304,84065.1719756336,142612.641266404
0.306,84065.1719756319,142612.641266404
0.308,84065.1719756303,142612.641266404
0.31,84065.1719756286,142612.641266404
0.312,84065.171975627,142612.641266404
0.314,84065.1719756253,142612.641266404
0.316,84065.1719756237,142612.641266404
0.318,84065.171975622,142612.641266404
0.32,84065.1719756204,142612.641266404
0.322,84065.1719756187,142612.641266404
0.324,84065.171975617,142612.641266404
0.326,84065.1719756154,142612.641266404
0.328,84065.1719756137,142612.641266404
0.33,84065.1719756121,142612.641266404
0.332,84065.1719756104,142612.641266404
0.334,84065.1719756088,142612.641266404
0.336,84065.1719756071,142612.641266404
0.338,84065.1719756055,142612.641266404
0.34,84065.1719756038,142612.641266404
0.342,84065.1719756022,142612.641266404
0.344,84065.1719756005,142612.641266404
0.346,84065.1719755989,142612.641266404
0.348,84065.1719755972,142612.641266404
0.35,84065.1719755956,142612.641266404
0.352,84065.1719755939,142612.641266404
0.354,84065.1719755923,142612.641266404
0.356,84065.1719755906,142612.641266404
0.358,84065.171975589,142612.641266404
0.36,84065.1719755873,142612.641266404
0.362,84065.1719755857,142612.641266404
0.364,84065.171975584,142612.641266404
0.366,84065.1719755824,142612.641266404
0.368,84065.1719755807,142612.641266404
0.37,84065.1719755791,142612.641266404
0.372,84065.1719755774,142612.641266404
0.374,84065.1719755758,142612.641266404
0.376,84065.1719755741,142612.641266404
0.378,84065.1719755725,142612.641266404
0.38,84065.1719755708,142612.641266404
0.382,84065.1719755692,142612.641266404
0.384,84065.1719755675,142612.641266404
0.386,84065.1719755659,142612.641266405
0.388,84065.1719755642,142612.641266405
0.39,84065.1719755626,142612.641266405
0.392,84065.1719755609,142612.641266405
0.394,84065.1719755593,142612.641266405
0.396,84065.1719755576,142612.641266405
0.398,84065.171975556,142612.641266405
0.4,84065.1719755543,142612.641266405
0.402,84065.1719755527,142612.641266405
0.404,84065.171975551,142612.641266405
0.406,84065.1719755494,142612.641266405
0.408,84065.1719755477,142612.641266405
0.41,84065.1719755461,142612.641266405
0.412,84065.1719755444,142612.641266405
0.414,84065.1719755427,142612.641266405
0.416,84065.1719755411,142612.641266405
0.418,84065.1719755394,142612.641266405
0.42,84065.1719755378,142612.641266405
0.422,84065.1719755361,142612.641266405
0.424,84065.1719755345,142612.641266405
0.426,84065.1719755328,142612.641266405
0.428,84065.1719755312,142612.641266405
0.43,84065.1719755295,142612.641266405
0.432,84065.1719755279,142612.641266405
0.434,84065.1719755262,142612.641266405
0.436,84065.1719755246,142612.641266405
0.438,84065.1719755229,142612.641266405
0.44,84065.1719755213,142612.641266405
0.442,84065.1719755196,142612.641266405
0.444,84065.171975518,142612.641266405
0.446,84065.1719755163,142612.641266405
0.448,84065.1719755147,142612.641266405
0.45,84065.171975513,142612.641266405
0.452,84065.1719755114,142612.641266405
0.454,84065.1719755097,142612.641266405
0.456,84065.1719755081,142612.641266405
0.458,84065.1719755064,142612.641266405
0.46,84065.1719755048,142612.641266405
0.462,84065.1719755031,142612.641266405
0.464,84065.1719755015,142612.641266405
0.466,84065.1719754998,142612.641266405
0.468,84065.1719754982,142612.641266405
0.47,84065.1719754965,142612.641266405
0.472,84065.1719754949,142612.641266405
0.474,84065.1719754932,142612.641266405
0.476,84065.1719754916,142612.641266405
0.478,84065.1719754899,142612.641266405
0.48,84065.1719754883,142612.641266405
0.482,84065.1719754866,142612.641266405
0.484,84065.171975485,142612.641266405
0.486,84065.1719754833,142612.641266405
0.488,84065.1719754817,142612.641266405
0.49,84065.17197548,142612.641266405
0.492,84065.1719754784,142612.641266405
0.494,84065.1719754767,142612.641266405
0.496,84065.1719754751,142612.641266405
0.498,84065.1719754734,142612.641266405
0.5,84065.1719754717,142612.641266405
0.502,84065.1719754701,142612.641266405
0.504,84065.1719754684,142612.641266405
0.506,84065.1719754668,142612.641266405
0.508,84065.1719754651,142612.641266405
0.51,84065.1719754635,142612.641266405
0.512,84065.1719754618,142612.641266405
0.514,84065.1719754602,142612.641266405
0.516,84065.1719754585,142612.641266405
0.518,84065.1719754569,142612.641266405
0.52,84065.1719754552,142612.641266405
0.522,84065.1719754536,142612.641266405
0.524,84065.1719754519,142612.641266405
0.526,84065.1719754509,142612.641266405
0.528,84065.1719754499,142612.641266405
0.53,84065.1719754489,142612.641266405
0.532,84065.1719754479,142612.641266405
0.534,84065.171975447,142612.641266405
0.536,84065.171975446,142612.641266405
0.538,84065.171975445,142612.641266405
0.54,84065.171975444,142612.641266405
0.542,84065.1719754431,142612.641266405
0.544,84065.1719754421,142612.641266405
0.546,84065.1719754411,142612.641266405
0.548,84065.1719754402,142612.641266405
0.55,84065.1719754392,142612.641266405
0.552,84065.1719754382,142612.641266405
0.554,84065.1719754372,142612.641266405
0.556,84065.1719754363,142612.641266405
0.558,84065.1719754353,142612.641266405
0.56,84065.1719754343,142612.641266405
0.562,84065.1719754333,142612.641266405
0.564,84065.1719754324,142612.641266405
0.566,84065.1719754314,142612.641266405
0.568,84065.1719754304,142612.641266405
0.57,84065.1719754294,142612.641266405
0.572,84065.1719754285,142612.641266405
0.574,84065.1719754275,142612.641266405
0.576,84065.1719754265,142612.641266405
0.578,84065.1719754255,142612.641266405
0.58,84065.1719754246,142612.641266405
0.582,84065.1719754236,142612.641266405
0.584,84065.1719754226,142612.641266405
0.586,84065.1719754217,142612.641266405
0.588,84065.1719754207,142612.641266405
0.59,84065.1719754197,142612.641266405
0.592,84065.1719754187,142612.641266405
0.594,84065.1719754178,142612.641266405
0.596,84065.1719754168,142612.641266405
0.598,84065.1719754158,142612.641266405
0.6,84065.1719754148,142612.641266405
0.602,84065.1719754139,142612.641266405
0.604,84065.1719754129,142612.641266405
0.606,84065.1719754119,142612.641266405
0.608,84065.1719754109,142612.641266405
0.61,84065.17197541,142612.641266405
0.612,84065.171975409,142612.641266405
0.614,84065.171975408,142612.641266405
0.616,84065.171975407,142612.641266405
0.618,84065.1719754061,142612.641266405
0.62,84065.1719754051,142612.641266405
0.622,84065.1719754041,142612.641266405
0.624,84065.1719754031,142612.641266405
0.626,84065.1719754022,142612.641266405
0.628,84065.1719754012,142612.641266406
0.63,84065.1719754002,142612.641266406
0.632,84065.1719753993,142612.641266406
0.634,84065.1719753983,142612.641266406
0.636,84065.1719753973,142612.641266406
0.638,84065.1719753963,142612.641266406
0.64,84065.1719753954,142612.641266406
0.642,84065.1719753944,142612.641266406
0.644,84065.1719753934,142612.641266406
0.646,84065.1719753924,142612.641266406
0.648,84065.1719753915,142612.641266406
0.65,84065.1719753905,142612.641266406
0.652,84065.1719753895,142612.641266406
0.654,84065.1719753885,142612.641266406
0.656,84065.1719753876,142612.641266406
0.658,84065.1719753866,142612.641266406
0.66,84065.1719753856,142612.641266406
0.662,84065.1719753846,142612.641266406
0.664,84065.1719753837,142612.641266406
0.666,84065.1719753827,142612.641266406
0.668,84065.1719753817,142612.641266406
0.67,84065.1719753807,142612.641266406
0.672,84065.1719753798,142612.641266406
0.674,84065.1719753788,142612.641266406
0.676,84065.1719753778,142612.641266406
0.678,84065.1719753769,142612.641266406
0.68,84065.1719753759,142612.641266406
0.682,84065.1719753749,142612.641266406
0.684,84065.1719753739,142612.641266406
0.686,84065.171975373,142612.641266406
0.688,84065.171975372,142612.641266406
0.69,84065.171975371,142612.641266406
0.692,84065.17197537,142612.641266406
0.694,84065.1719753691,142612.641266406
0.696,84065.1719753681,142612.641266406
0.698,84065.1719753671,142612.641266406
0.7,84065.1719753661,142612.641266406
0.702,84065.1719753652,142612.641266406
0.704,84065.1719753642,142612.641266406
0.706,84065.1719753632,142612.641266406
0.708,84065.1719753622,142612.641266406
0.71,84065.1719753613,142612.641266406
0.712,84065.1719753603,142612.641266406
0.714,84065.1719753593,142612.641266406
0.716,84065.1719753583,142612.641266406
0.718,84065.1719753574,142612.641266406
0.72,84065.1719753564,142612.641266406
0.722,84065.1719753554,142612.641266406
0.724,84065.1719753545,142612.641266406
0.726,84065.1719753535,142612.641266406
0.728,84065.1719753525,142612.641266406
0.73,84065.1719753515,142612.641266406
0.732,84065.1719753506,142612.641266406
0.734,84065.1719753496,142612.641266406
0.736,84065.1719753486,142612.641266406
0.738,84065.1719753476,142612.641266406
0.74,84065.1719753467,142612.641266406
0.742,84065.1719753457,142612.641266406
0.744,84065.1719753447,142612.641266406
0.746,84065.1719753438,142612.641266406
0.748,84065.1719753428,142612.641266406
0.75,84065.1719753418,142612.641266406
0.752,84065.1719753408,142612.641266406
0.754,84065.1719753399,142612.641266406
0.756,84065.1719753389,142612.641266406
0.758,84065.1719753379,142612.641266406
0.76,84065.1719753369,142612.641266406
0.762,84065.171975336,142612.641266406
0.764,84065.171975335,142612.641266406
0.766,84065.171975334,142612.641266406
0.768,84065.171975333,142612.641266406
0.77,84065.1719753321,142612.641266406
0.772,84065.1719753311,142612.641266406
0.774,84065.1719753301,142612.641266406
0.776,84065.1719753291,142612.641266406
0.778,84065.1719753282,142612.641266406
0.78,84065.1719753272,142612.641266406
0.782,84065.1719753262,142612.641266406
0.784,84065.1719753252,142612.641266406
0.786,84065.1719753243,142612.641266406
0.788,84065.1719753233,142612.641266406
0.79,84065.1719753223,142612.641266406
0.792,84065.1719753213,142612.641266406
0.794,84065.1719753204,142612.641266406
0.796,84065.1719753194,142612.641266406
0.798,84065.1719753184,142612.641266406
0.8,84065.1719753174,142612.641266406
0.802,84065.1719753165,142612.641266406
0.804,84065.1719753155,142612.641266406
0.806,84065.1719753145,142612.641266406
0.808,84065.1719753135,142612.641266406
0.81,84065.1719753126,142612.641266406
0.812,84065.1719753116,142612.641266406
0.814,84065.1719753106,142612.641266406
0.816,84065.1719753097,142612.641266406
0.818,84065.1719753087,142612.641266406
0.82,84065.1719753077,142612.641266406
0.822,84065.1719753067,142612.641266406
0.824,84065.1719753058,142612.641266406
0.826,84065.1719753048,142612.641266406
0.828,84065.1719753038,142612.641266406
0.83,84065.1719753028,142612.641266406
0.832,84065.1719753019,142612.641266406
0.834,84065.1719753009,142612.641266406
0.836,84065.1719752999,142612.641266406
0.838,84065.1719752989,142612.641266406
0.84,84065.171975298,142612.641266406
0.842,84065.171975297,142612.641266406
0.844,84065.171975296,142612.641266406
0.846,84065.171975295,142612.641266406
0.848,84065.1719752941,142612.641266406
0.85,84065.1719752931,142612.641266406
0.852,84065.1719752921,142612.641266406
0.854,84065.1719752912,142612.641266406
0.856,84065.1719752902,142612.641266406
0.858,84065.1719752892,142612.641266406
0.86,84065.1719752882,142612.641266406
0.862,84065.1719752873,142612.641266406
0.864,84065.1719752863,142612.641266406
0.866,84065.1719752853,142612.641266406
0.868,84065.1719752843,142612.641266406
0.87,84065.1719752834,142612.641266406
0.872,84065.1719752824,142612.641266406
0.874,84065.1719752814,142612.641266406
0.876,84065.1719752804,142612.641266406
0.878,84065.1719752795,142612.641266406
0.88,84065.1719752785,142612.641266406
0.882,84065.1719752775,142612.641266406
0.884,84065.1719752765,142612.641266406
0.886,84065.1719752756,142612.641266406
0.888,84065.1719752746,142612.641266406
0.89,84065.1719752736,142612.641266406
0.892,84065.1719752726,142612.641266406
0.894,84065.1719752717,142612.641266406
0.896,84065.1719752707,142612.641266406
0.898,84065.1719752697,142612.641266406
0.9,84065.1719752688,142612.641266406
0.902,84065.1719752678,142612.641266406
0.904,84065.1719752668,142612.641266406
0.906,84065.1719752658,142612.641266406
0.908,84065.1719752649,142612.641266406
0.91,84065.1719752639,142612.641266406
0.912,84065.1719752629,142612.641266406
0.914,84065.1719752619,142612.641266406
0.916,84065.171975261,142612.641266406
0.918,84065.17197526,142612.641266406
0.92,84065.171975259,142612.641266406
0.922,84065.1719752581,142612.641266406
0.924,84065.1719752571,142612.641266406
0.926,84065.1719752561,142612.641266406
0.928,84065.1719752551,142612.641266406
0.93,84065.1719752542,142612.641266406
0.932,84065.1719752532,142612.641266406
0.934,84065.1719752522,142612.641266406
0.936,84065.1719752512,142612.641266406
0.938,84065.1719752503,142612.641266406
0.94,84065.1719752493,142612.641266406
0.942,84065.1719752483,142612.641266406
0.944,84065.1719752473,142612.641266406
0.946,84065.1719752464,142612.641266406
0.948,84065.1719752454,142612.641266406
0.95,84065.1719752444,142612.641266406
0.952,84065.1719752434,142612.641266406
0.954,84065.1719752425,142612.641266406
0.956,84065.1719752415,142612.641266406
0.958,84065.1719752405,142612.641266406
0.96,84065.1719752395,142612.641266406
0.962,84065.1719752386,142612.641266406
0.964,84065.1719752376,142612.641266406
0.966,84065.1719752366,142612.641266406
0.968,84065.1719752356,142612.641266407
0.97,84065.1719752347,142612.641266407
0.972,84065.1719752337,142612.641266407
0.974,84065.1719752327,142612.641266407
0.976,84065.1719752317,142612.641266407
0.978,84065.1719752308,142612.641266407
0.98,84065.1719752298,142612.641266407
0.982,84065.1719752288,142612.641266407
0.984,84065.1719752278,142612.641266407
0.986,84065.1719752269,142612.641266407
0.988,84065.1719752259,142612.641266407
0.99,84065.1719752249,142612.641266407
0.992,84065.171975224,142612.641266407
0.994,84065.171975223,142612.641266407
0.996,84065.171975222,142612.641266407
0.998,84065.171975221,142612.641266407
1,84065.1719752201,142612.641266407
1.002,84065.5482261292,142988.029513491
1.004,84065.9296894114,143368.211101712
1.006,84066.3114903302,143748.393278007
1.008,84066.693835666,144128.576406628
1.01,84067.0761810017,144508.759535249
1.012,84067.4593764073,144888.944179675
1.014,84067.8431541073,145269.129862421
1.016,84068.2269318073,145649.315545167
1.018,84068.6107095073,146029.501227913
1.02,84068.9944872072,146409.686910659
1.022,84069.3786517728,146789.873531982
1.024,84069.7638373708,147170.062630439
1.026,84070.1490229688,147550.251728896
1.028,84070.5342085669,147930.440827352
1.03,84070.9193941649,148310.629925809
1.032,84071.3045797629,148690.819024266
1.034,84071.6910876762,149071.011401096
1.036,84072.0776563168,149451.203928486
1.038,84072.4642249574,149831.396455876
1.04,84072.850793598,150211.588983266
1.042,84073.2373622386,150591.781510656
1.044,84073.6243080063,150971.975267245
1.046,84074.0116309666,151352.170253245
1.048,84074.3991526021,151732.365886802
1.05,84074.786872913,152112.562167916
1.052,84075.1747918991,152492.759096588
1.054,84075.5629095606,152872.956672816
1.056,84075.9512258973,153253.154896602
1.058,84076.3397409093,153633.353767944
1.06,84076.7284545966,154013.553286844
1.062,84077.1173669593,154393.753453301
1.064,84077.5064780013,154773.954267316
1.066,84077.896025679,155154.155758941
1.068,84078.2858129285,155534.357903288
1.07,84078.6758397497,155914.560700357
1.072,84079.0661061426,156294.764150148
1.074,84079.4566121073,156674.968252661
1.076,84079.8473576438,157055.173007897
1.078,84080.2383427519,157435.378415854
1.08,84080.6295674318,157815.584476534
1.082,84081.0210316834,158195.791189936
1.084,84081.4127355068,158575.998556059
1.086,84081.8046789019,158956.206574905
1.088,84082.1968618688,159336.415246474
1.09,84082.5892844074,159716.624570764
1.092,84082.9819465177,160096.834547776
1.094,84083.3748481997,160477.04517751
1.096,84083.7679894536,160857.256459967
1.098,84084.1613702791,161237.468395146
1.1,84084.5549906764,161617.680983046
1.102,84084.9488506454,161997.894223669
1.104,84085.3429501861,162378.108117014
1.106,84085.7372892986,162758.322663081
1.108,84086.1317646765,163138.53791819
1.11,84086.5264293208,163518.753853446
1.112,84086.9213205876,163898.970448484
1.114,84087.316438477,164279.187703303
1.116,84087.7117829889,164659.405617904
1.118,84088.1073541233,165039.624192287
1.12,84088.5031518803,165419.843426451
1.122,84088.8991762598,165800.063320397
1.124,84089.2954272619,166180.283874124
1.126,84089.6919048864,166560.505087634
1.128,84090.0886091336,166940.726960924
1.13,84090.4855400032,167320.949493997
1.132,84090.8826974954,167701.172686851
1.134,84091.2800816101,168081.396539487
1.136,84091.6776923474,168461.621051904
1.138,84092.0755297072,168841.846224103
1.14,84092.4735936895,169222.072056084
1.142,84092.8718842944,169602.298547846
1.144,84093.2704015218,169982.52569939
1.146,84093.6691453718,170362.753510716
1.148,84094.0681158443,170742.981981823
1.15,84094.4672107316,171123.211170842
1.152,84094.8663924213,171503.441099164
1.154,84095.2657798473,171883.671699147
1.156,84095.6653730095,172263.902970791
1.158,84096.0651719079,172644.134914095
1.16,84096.4651765426,173024.36752906
1.162,84096.8653869135,173404.600815685
1.164,84097.2658030206,173784.834773971
1.166,84097.666424864,174165.069403918
1.168,84098.0672524436,174545.304705525
1.17,84098.4682857594,174925.540678792
1.172,84098.8695248115,175305.777323721
1.174,84099.2709695998,175686.01464031
1.176,84099.6726201243,176066.252628559
1.178,84100.0744763851,176446.491288469
1.18,84100.4765383821,176826.73062004
1.182,84100.8788061153,177206.970623271
1.184,84101.2812795848,177587.211298163
1.186,84101.6839587905,177967.452644716
1.188,84102.0868437325,178347.694662929
1.19,84102.4899344106,178727.937352802
1.192,84102.893230825,179108.180714337
1.194,84103.2967329757,179488.424747532
1.196,84103.7004408626,179868.669452387
1.198,84104.1043544857,180248.914828903
1.2,84104.508473845,180629.16087708
1.202,84104.9127989406,181009.407596917
1.204,84105.3173297724,181389.654988415
1.206,84105.7220663405,181769.903051573
1.208,84106.1270086447,182150.151786393
1.21,84106.5321566853,182530.401192872
1.212,84106.937510462,182910.651271012
1.214,84107.343069975,183290.902020813
1.216,84107.7488352242,183671.153442275
1.218,84108.1548062097,184051.405535397
1.22,84108.5609829313,184431.658300179
1.222,84108.9673653893,184811.911736623
1.224,84109.3739535834,185192.165844726
1.226,84109.7807475138,185572.420624491
1.228,84110.1877471804,185952.676075916
1.23,84110.5949525833,186332.932199002
1.232,84111.0023637224,186713.188993748
1.234,84111.4099805977,187093.446460155
1.236,84111.817453931,187473.704897048
1.238,84112.2250776469,187853.964052959
1.24,84112.6328892546,188234.223895799
1.242,84113.0408887544,188614.484425565
1.244,84113.4490761461,188994.745642259
1.246,84113.8574514298,189375.00754588
1.248,84114.2660146054,189755.270136428
1.25,84114.6747656729,190135.533413903
1.252,84115.0837046325,190515.797378306
1.254,84115.492831484,190896.062029637
1.256,84115.9021462274,191276.327367894
1.258,84116.3116488628,191656.593393079
1.26,84116.7213393902,192036.860105191
1.262,84117.1312178095,192417.12750423
1.264,84117.5412841208,192797.395590197
1.266,84117.951538324,193177.664363091
1.268,84118.3619804192,193557.933822913
1.27,84118.7726104063,193938.203969661
1.272,84119.1834282855,194318.474803337
1.274,84119.5944340565,194698.74632394
1.276,84120.0056277196,195079.018531471
1.278,84120.4170092745,195459.291425929
1.28,84120.8285787215,195839.565007314
1.282,84121.2403360604,196219.839275627
1.284,84121.6522812912,196600.114230866
1.286,84122.064414414,196980.389873033
1.288,84122.4767354288,197360.666202128
1.29,84122.8892443355,197740.94321815
1.292,84123.3019411342,198121.220921099
1.294,84123.7148258249,198501.499310975
1.296,84124.1278984075,198881.778387779
1.298,84124.541158882,199262.058151509
1.3,84124.9546072485,199642.338602168
1.302,84125.368243507,200022.619739753
1.304,84125.7820676574,200402.901564266
1.306,84126.1960796998,200783.184075706
1.308,84126.6102796342,201163.467274074
1.31,84127.0246674605,201543.751159368
1.312,84127.4392431787,201924.035731591
1.314,84127.854006789,202304.32099074
1.316,84128.2689582911,202684.606936817
1.318,84128.6840976853,203064.893569821
1.32,84129.0992496411,203445.181033399
1.322,84129.5142502093,203825.469461873
1.324,84129.9294154116,204205.758596329
1.326,84130.3447452479,204586.048436768
1.328,84130.7602397183,204966.33898319
1.33,84131.1758988226,205346.630235593
1.332,84131.591722561,205726.922193979
1.334,84132.0077109334,206107.214858347
1.336,84132.4238639398,206487.508228698
1.338,84132.8401815802,206867.802305031
1.34,84133.2566638547,207248.097087346
1.342,84133.6733107632,207628.392575644
1.344,84134.0901223057,208008.688769924
1.346,84134.5070984822,208388.985670187
1.348,84134.9242392927,208769.283276431
1.35,84135.3415447373,209149.581588658
1.352,84135.7590148159,209529.880606868
1.354,84136.1766495285,209910.180331059
1.356,84136.5944488751,210290.480761234
1.358,84137.0124128558,210670.78189739
1.36,84137.4305414705,211051.083739529
1.362,84137.8488347191,211431.38628765
1.364,84138.2672926018,211811.689541753
1.366,84138.6859151186,212191.993501839
1.368,84139.1047022694,212572.298167907
1.37,84139.5236540541,212952.603539958
1.372,84139.9427704729,213332.909617991
1.374,84140.3620515257,213713.216402006
1.376,84140.7814972126,214093.523892003
1.378,84141.2011075334,214473.832087983
1.38,84141.6208824883,214854.140989946
1.382,84142.0408220772,215234.45059789
1.384,84142.4609263002,215614.760911817
1.386,84142.8811951571,215995.071931726
1.388,84143.3016286481,216375.383657618
1.39,84143.7222267731,216755.696089492
1.392,84144.1429895321,217136.009227348
1.394,84144.5639169251,217516.323071187
1.396,84144.9850089522,217896.637621008
1.398,84145.4062656133,218276.952876811
1.4,84145.8276869083,218657.268838597
1.402,84146.2492728375,219037.585506365
1.404,84146.6710234006,219417.902880115
1.406,84147.0925688484,219798.221306068
1.408,84147.5141684291,220178.540541473
1.41,84147.9359113719,220558.860502778
1.412,84148.3577976767,220939.181189984
1.414,84148.7798273436,221319.502603091
1.416,84149.2020003725,221699.824742098
1.418,84149.6243167635,222080.147607006
1.42,84150.0467765166,222460.471197814
1.422,84150.4693796316,222840.795514524
1.424,84150.8921261087,223221.120557134
1.426,84151.3150159479,223601.446325644
1.428,84151.7380491491,223981.772820055
1.43,84152.1612257124,224362.100040367
1.432,84152.5845456377,224742.42798658
1.434,84153.008008925,225122.756658693
1.436,84153.4316155744,225503.086056707
1.438,84153.8553655859,225883.416180622
1.44,84154.2792589594,226263.747030437
1.442,84154.7032956949,226644.078606153
1.444,84155.1274757925,227024.41090777
1.446,84155.5517992521,227404.743935287
1.448,84155.9762660738,227785.077688705
1.45,84156.4008762575,228165.412168024
1.452,84156.8256298033,228545.747373243
1.454,84157.2505267112,228926.083304363
1.456,84157.675566981,229306.419961383
1.458,84158.100750613,229686.757344305
1.46,84158.5260776069,230067.095453127
1.462,84158.9515479629,230447.434287849
1.464,84159.377161681,230827.773848473
1.466,84159.8029187611,231208.114134997
1.468,84160.2288192032,231588.455147421
1.47,84160.6548630074,231968.796885747
1.472,84161.0810501737,232349.139349973
1.474,84161.507380702,232729.482540099
