"time","specificEnthalpy.h_out","specificEnthalpy1.h_out"
0.053934,2331885.54712731,2331885.54712731
0.054136,2333800.35324125,2333800.35324125
0.054338,2335714.29946841,2335714.29946841
0.05454,2337627.38272565,2337627.38272565
0.054742,2339539.59993124,2339539.59993124
0.054944,2341450.94800481,2341450.94800481
0.055146,2343361.42386744,2343361.42386744
0.055348,2345271.02444157,2345271.02444157
0.05555,2347179.74665108,2347179.74665108
0.055752,2349087.58742125,2349087.58742125
0.055954,2350994.54367877,2350994.54367877
0.056156,2352900.61235178,2352900.61235178
0.056358,2354805.79036984,2354805.79036984
0.05656,2356710.07466393,2356710.07466393
0.056762,2358613.4621665,2358613.4621665
0.056964,2360515.94981141,2360515.94981141
0.057166,2362417.53453399,2362417.53453399
0.057368,2364318.21327102,2364318.21327102
0.05757,2366217.98296075,2366217.98296075
0.057772,2368116.84054288,2368116.84054288
0.057974,2370014.78295857,2370014.78295857
0.058176,2371911.80715049,2371911.80715049
0.058378,2373807.91006275,2373807.91006275
0.05858,2375703.08864097,2375703.08864097
0.058782,2377597.33983225,2377597.33983225
0.058984,2379490.66058518,2379490.66058518
0.059186,2381383.04784985,2381383.04784985
0.059388,2383274.49857786,2383274.49857786
0.05959,2385165.00972233,2385165.00972233
0.059792,2387054.57823785,2387054.57823785
0.059994,2388943.20108058,2388943.20108058
0.060196,2390830.87520817,2390830.87520817
0.060398,2392717.59757981,2392717.59757981
0.0606,2394603.36515623,2394603.36515623
0.060802,2396488.17489969,2396488.17489969
0.061004,2398372.02377397,2398372.02377397
0.061206,2400254.90874445,2400254.90874445
0.061408,2402136.82677802,2402136.82677802
0.06161,2404017.77484314,2404017.77484314
0.061812,2405897.74990984,2405897.74990984
0.062014,2407776.74894971,2407776.74894971
0.062216,2409654.76893591,2409654.76893591
0.062418,2411531.80684318,2411531.80684318
0.06262,2413407.85964785,2413407.85964785
0.062822,2415282.92432782,2415282.92432782
0.063024,2417156.9978626,2417156.9978626
0.063226,2419030.07723327,2419030.07723327
0.063428,2420902.15942255,2420902.15942255
0.06363,2422773.24141474,2422773.24141474
0.063832,2424643.32019576,2424643.32019576
0.064034,2426512.39275313,2426512.39275313
0.064236,2428380.45607601,2428380.45607601
0.064438,2430247.50715518,2430247.50715518
0.06464,2432113.54298306,2432113.54298306
0.064842,2433978.56055368,2433978.56055368
0.065044,2435842.55686273,2435842.55686273
0.065246,2437705.52890754,2437705.52890754
0.065448,2439567.4736871,2439567.4736871
0.06565,2441428.38820204,2441428.38820204
0.065852,2443288.26945466,2443288.26945466
0.066054,2445147.11444891,2445147.11444891
0.066256,2447004.92019042,2447004.92019042
0.066458,2448861.68368651,2448861.68368651
0.06666,2450717.40194614,2450717.40194614
0.066862,2452572.07197998,2452572.07197998
0.067064,2454425.6908004,2454425.6908004
0.067266,2456278.25542144,2456278.25542144
0.067468,2458129.76285883,2458129.76285883
0.06767,2459980.21013004,2459980.21013004
0.067872,2461829.59425422,2461829.59425422
0.068074,2463677.91225224,2463677.91225224
0.068276,2465525.16114669,2465525.16114669
0.068478,2467371.33796187,2467371.33796187
0.06868,2469216.43972382,2469216.43972382
0.068882,2471060.46346031,2471060.46346031
0.069084,2472903.40620084,2472903.40620084
0.069286,2474745.26497666,2474745.26497666
0.069488,2476586.03682076,2476586.03682076
0.06969,2478425.71876788,2478425.71876788
0.069892,2480264.30785452,2480264.30785452
0.070094,2482101.80111895,2482101.80111895
0.070296,2483938.19560118,2483938.19560118
0.070498,2485773.48834301,2485773.48834301
0.0707,2487607.676388,2487607.676388
0.070902,2489440.75678151,2489440.75678151
0.071104,2491272.72657067,2491272.72657067
0.071306,2493103.5828044,2493103.5828044
0.071508,2494933.32253341,2494933.32253341
0.07171,2496761.94281023,2496761.94281023
0.071912,2498589.44068916,2498589.44068916
0.072114,2500415.81322634,2500415.81322634
0.072316,2502241.05747969,2502241.05747969
0.072518,2504065.17050899,2504065.17050899
0.07272,2505888.14937579,2505888.14937579
0.072922,2507709.99114352,2507709.99114352
0.073124,2509530.69287741,2509530.69287741
0.073326,2511350.25164452,2511350.25164452
0.073528,2513168.66451378,2513168.66451378
0.07373,2514985.92855594,2514985.92855594
0.073932,2516802.04084362,2516802.04084362
0.074134,2518616.99845128,2518616.99845128
0.074336,2520430.79845524,2520430.79845524
0.074538,2522243.43793371,2522243.43793371
0.07474,2524054.91396674,2524054.91396674
0.074942,2525865.22363626,2525865.22363626
0.075144,2527674.36402608,2527674.36402608
0.075346,2529482.33222192,2529482.33222192
0.075548,2531289.12531134,2531289.12531134
0.07575,2533094.74038383,2533094.74038383
0.075952,2534899.17453076,2534899.17453076
0.076154,2536702.42484542,2536702.42484542
0.076356,2538504.48842299,2538504.48842299
0.076558,2540305.36236056,2540305.36236056
0.07676,2542105.04375715,2542105.04375715
0.076962,2543903.52971369,2543903.52971369
0.077164,2545700.81733304,2545700.81733304
0.077366,2547496.90372,2547496.90372
0.077568,2549291.78598129,2549291.78598129
0.07777,2551085.46122557,2551085.46122557
0.077972,2552877.92656345,2552877.92656345
0.078174,2554669.1791075,2554669.1791075
0.078376,2556459.21597222,2556459.21597222
0.078578,2558248.03427409,2558248.03427409
0.07878,2560035.63113153,2560035.63113153
0.078982,2561822.00366496,2561822.00366496
0.079184,2563607.14899673,2563607.14899673
0.079386,2565391.06425121,2565391.06425121
0.079588,2567173.74655473,2567173.74655473
0.07979,2568955.19303559,2568955.19303559
0.079992,2570735.40082412,2570735.40082412
0.080194,2572514.36705262,2572514.36705262
0.080396,2574292.08885538,2574292.08885538
0.080598,2576068.56336872,2576068.56336872
0.0808,2577843.78773095,2577843.78773095
0.081002,2579617.75908242,2579617.75908242
0.081204,2581390.47456546,2581390.47456546
0.081406,2583161.93132445,2583161.93132445
0.081608,2584932.12650579,2584932.12650579
0.08181,2586701.05725792,2586701.05725792
0.082012,2588468.7207313,2588468.7207313
0.082214,2590235.11407844,2590235.11407844
0.082416,2592000.23445391,2592000.23445391
0.082618,2593764.07901431,2593764.07901431
0.08282,2595526.64491831,2595526.64491831
0.083022,2597287.92932662,2597287.92932662
0.083224,2599047.92940203,2599047.92940203
0.083426,2600806.64230941,2600806.64230941
0.083628,2602564.06521567,2602564.06521567
0.08383,2604320.19528984,2604320.19528984
0.084032,2606075.02970299,2606075.02970299
0.084234,2607828.5656283,2607828.5656283
0.084436,2609580.80024105,2609580.80024105
0.084638,2611331.7307186,2611331.7307186
0.08484,2613081.35424041,2613081.35424041
0.085042,2614829.66798806,2614829.66798806
0.085244,2616576.66914523,2616576.66914523
0.085446,2618322.35489772,2618322.35489772
0.085648,2620066.72243343,2620066.72243343
0.08585,2621809.76894241,2621809.76894241
0.086052,2623551.49161682,2623551.49161682
0.086254,2625291.88765097,2625291.88765097
0.086456,2627030.95424128,2627030.95424128
0.086658,2628768.68858634,2628768.68858634
0.08686,2630505.08788686,2630505.08788686
0.087062,2632240.14934573,2632240.14934573
0.087264,2633973.87016798,2633973.87016798
0.087466,2635706.24756078,2635706.24756078
0.087668,2637437.27873349,2637437.27873349
0.08787,2639166.96089765,2639166.96089765
0.088072,2640895.29126693,2640895.29126693
0.088274,2642622.26705721,2642622.26705721
0.088476,2644347.88548655,2644347.88548655
0.088678,2646072.14377518,2646072.14377518
0.08888,2647795.03914555,2647795.03914555
0.089082,2649516.56882227,2649516.56882227
0.089284,2651236.73003217,2651236.73003217
0.089486,2652955.52000429,2652955.52000429
0.089688,2654672.93596986,2654672.93596986
0.08989,2656388.97516234,2656388.97516234
0.090092,2658103.6348174,2658103.6348174
0.090294,2659816.91217294,2659816.91217294
0.090496,2661528.80446907,2661528.80446907
0.090698,2663239.30894815,2663239.30894815
0.0909,2664948.42285476,2664948.42285476
0.091102,2666656.14343574,2666656.14343574
0.091304,2668362.46794015,2668362.46794015
0.091506,2670067.39361931,2670067.39361931
0.091708,2671770.91772681,2671770.91772681
0.09191,2673473.03751846,2673473.03751846
0.092112,2675173.75025237,2675173.75025237
0.0921544986151298,2675531.38240371,2675531.38240371
0.0921544986151298,2675531.38240371,2675531.38240371
0.092314,2676873.0531889,2676873.0531889
0.092516,2678570.94359067,2678570.94359067
0.092718,2680267.4187226,2680267.4187226
0.09292,2681962.47585187,2681962.47585187
0.093122,2683656.11224795,2683656.11224795
0.093324,2685348.32518261,2685348.32518261
0.093526,2687039.11192989,2687039.11192989
0.093728,2688728.46976615,2688728.46976615
0.09393,2690416.39597004,2690416.39597004
0.094132,2692102.88782251,2692102.88782251
0.094334,2693787.94260684,2693787.94260684
0.094536,2695471.55760861,2695471.55760861
0.094738,2697153.73011572,2697153.73011572
0.09494,2698834.45741839,2698834.45741839
0.095142,2700513.7368092,2700513.7368092
0.095344,2702191.56558301,2702191.56558301
0.095546,2703867.94103706,2703867.94103706
0.095748,2705542.86047091,2705542.86047091
0.09595,2707216.32118647,2707216.32118647
0.096152,2708888.320488,2708888.320488
0.096354,2710558.85568211,2710558.85568211
0.096556,2712227.92407779,2712227.92407779
0.096758,2713895.52298636,2713895.52298636
0.09696,2715561.64972152,2715561.64972152
0.097162,2717226.30159936,2717226.30159936
0.097364,2718889.47593832,2718889.47593832
0.097566,2720551.17005924,2720551.17005924
0.097768,2722211.38128532,2722211.38128532
0.09797,2723870.10694218,2723870.10694218
0.098172,2725527.3443578,2725527.3443578
0.098374,2727183.09086258,2727183.09086258
0.098576,2728837.34378933,2728837.34378933
0.098778,2730490.10047323,2730490.10047323
0.09898,2732141.35825191,2732141.35825191
0.099182,2733791.11446538,2733791.11446538
0.099384,2735439.3664561,2735439.3664561
0.099586,2737086.11156893,2737086.11156893
0.099788,2738731.34715117,2738731.34715117
0.09999,2740375.07055255,2740375.07055255
0.100192,2742017.27912522,2742017.27912522
0.100394,2743657.9702238,2743657.9702238
0.100596,2745297.14120534,2745297.14120534
0.100798,2746934.78942932,2746934.78942932
0.101,2748570.91225769,2748570.91225769
0.101202,2750205.50705488,2750205.50705488
0.101404,2751838.57118774,2751838.57118774
0.101606,2753470.10202561,2753470.10202561
0.101808,2755100.09694029,2755100.09694029
0.10201,2756728.55330606,2756728.55330606
0.102212,2758355.46849968,2758355.46849968
0.102414,2759980.83990039,2759980.83990039
0.102616,2761604.66488992,2761604.66488992
0.102818,2763226.94085247,2763226.94085247
0.10302,2764847.66517477,2764847.66517477
0.103222,2766466.83524603,2766466.83524603
0.103424,2768084.44845796,2768084.44845796
0.103626,2769700.50220479,2769700.50220479
0.103828,2771314.99388324,2771314.99388324
0.10403,2772927.92089259,2772927.92089259
0.104232,2774539.28063459,2774539.28063459
0.104434,2776149.07051354,2776149.07051354
0.104636,2777757.28793628,2777757.28793628
0.104838,2779363.93031216,2779363.93031216
0.10504,2780968.99505307,2780968.99505307
0.105242,2782572.47957346,2782572.47957346
0.105444,2784174.38129031,2784174.38129031
0.105646,2785774.69762315,2785774.69762315
0.105848,2787373.42599407,2787373.42599407
0.10605,2788970.56382771,2788970.56382771
0.106252,2790566.10855129,2790566.10855129
0.106454,2792160.05759457,2792160.05759457
0.106656,2793752.40838989,2793752.40838989
0.106858,2795343.15837219,2795343.15837219
0.10706,2796932.30497894,2796932.30497894
0.107262,2798519.84565024,2798519.84565024
0.107464,2800105.77782875,2800105.77782875
0.107666,2801690.09895974,2801690.09895974
0.107868,2803272.80649104,2803272.80649104
0.10807,2804853.89787312,2804853.89787312
0.108272,2806433.37055903,2806433.37055903
0.108474,2808011.22200443,2808011.22200443
0.108676,2809587.44966761,2809587.44966761
0.108878,2811162.05100945,2811162.05100945
0.10908,2812735.02349345,2812735.02349345
0.109282,2814306.36458577,2814306.36458577
0.109484,2815876.07175515,2815876.07175515
0.109686,2817444.14247299,2817444.14247299
0.109888,2819010.57421333,2819010.57421333
0.11009,2820575.36445284,2820575.36445284
0.110292,2822138.51067082,2822138.51067082
0.110494,2823700.01034925,2823700.01034925
0.110696,2825259.86097274,2825259.86097274
0.110898,2826818.06002856,2826818.06002856
0.1111,2828374.60500664,2828374.60500664
0.111302,2829929.49339959,2829929.49339959
0.111504,2831482.72270266,2831482.72270266
0.111706,2833034.2904138,2833034.2904138
0.111908,2834584.19403363,2834584.19403363
0.11211,2836132.43106542,2836132.43106542
0.112312,2837678.99901518,2837678.99901518
0.112514,2839223.89539156,2839223.89539156
0.112716,2840767.11770593,2840767.11770593
0.112918,2842308.66347235,2842308.66347235
0.11312,2843848.53020757,2843848.53020757
0.113322,2845386.71543106,2845386.71543106
0.113524,2846923.21666499,2846923.21666499
0.113726,2848458.03143426,2848458.03143426
0.113928,2849991.15726645,2849991.15726645
0.11413,2851522.59169189,2851522.59169189
0.114332,2853052.33224363,2853052.33224363
0.114534,2854580.37645745,2854580.37645745
0.114736,2856106.72187185,2856106.72187185
0.114938,2857631.36602808,2857631.36602808
0.11514,2859154.30647012,2859154.30647012
0.115342,2860675.54074471,2860675.54074471
0.115544,2862195.06640133,2862195.06640133
0.115746,2863712.88099219,2863712.88099219
0.115948,2865228.9820723,2865228.9820723
0.11615,2866743.36719939,2866743.36719939
0.116352,2868256.03393399,2868256.03393399
0.116554,2869766.97983937,2869766.97983937
0.116756,2871276.20248157,2871276.20248157
0.116958,2872783.69942944,2872783.69942944
0.11716,2874289.46825457,2874289.46825457
0.117362,2875793.50653137,2875793.50653137
0.117564,2877295.811837,2877295.811837
0.117766,2878796.38175143,2878796.38175143
0.117968,2880295.21385745,2880295.21385745
0.11817,2881792.3057406,2881792.3057406
0.118372,2883287.65498926,2883287.65498926
0.118574,2884781.25919461,2884781.25919461
0.118776,2886273.11595063,2886273.11595063
0.118978,2887763.22285412,2887763.22285412
0.11918,2889251.57750471,2889251.57750471
0.119382,2890738.17750484,2890738.17750484
0.119584,2892223.02045978,2892223.02045978
0.119786,2893706.10397763,2893706.10397763
0.119988,2895187.42566932,2895187.42566932
0.12019,2896666.98314862,2896666.98314862
0.120392,2898144.77403216,2898144.77403216
0.120594,2899620.79593939,2899620.79593939
0.120796,2901095.04649262,2901095.04649262
0.120998,2902567.52331702,2902567.52331702
0.1212,2904038.2240406,2904038.2240406
0.121402,2905507.14629426,2905507.14629426
0.121604,2906974.28771172,2906974.28771172
0.121806,2908439.64592962,2908439.64592962
0.122008,2909903.21858743,2909903.21858743
0.12221,2911365.00332753,2911365.00332753
0.122412,2912824.99779515,2912824.99779515
0.122614,2914283.19963843,2914283.19963843
0.122816,2915739.60650838,2915739.60650838
0.123018,2917194.21605891,2917194.21605891
0.12322,2918647.02594682,2918647.02594682
0.123422,2920098.03383181,2920098.03383181
0.123624,2921547.23737649,2921547.23737649
0.123826,2922994.63424637,2922994.63424637
0.124028,2924440.22210987,2924440.22210987
0.12423,2925883.99863832,2925883.99863832
0.124432,2927325.96150599,2927325.96150599
0.124634,2928766.10839004,2928766.10839004
0.124836,2930204.43697057,2930204.43697057
0.125038,2931640.94493061,2931640.94493061
0.12524,2933075.62995614,2933075.62995614
0.125442,2934508.48973603,2934508.48973603
0.125644,2935939.52196214,2935939.52196214
0.125846,2937368.72432925,2937368.72432925
0.126048,2938796.09453509,2938796.09453509
0.12625,2940221.63028033,2940221.63028033
0.126452,2941645.32926862,2941645.32926862
0.126654,2943067.18920655,2943067.18920655
0.126856,2944487.20780368,2944487.20780368
0.127058,2945905.38277254,2945905.38277254
0.12726,2947321.71182861,2947321.71182861
0.127462,2948736.19269038,2948736.19269038
0.127664,2950148.82307927,2950148.82307927
0.127866,2951559.60071973,2951559.60071973
0.128068,2952968.52333915,2952968.52333915
0.12827,2954375.58866794,2954375.58866794
0.128472,2955780.79443949,2955780.79443949
0.128674,2957184.13839018,2957184.13839018
0.128876,2958585.6182594,2958585.6182594
0.129078,2959985.23178954,2959985.23178954
0.12928,2961382.976726,2961382.976726
0.129482,2962778.85081717,2962778.85081717
0.129684,2964172.85181447,2964172.85181447
0.129886,2965564.97747235,2965564.97747235
0.130088,2966955.22554825,2966955.22554825
0.13029,2968343.59380266,2968343.59380266
0.130492,2969730.07999909,2969730.07999909
0.130694,2971114.68190408,2971114.68190408
0.130896,2972497.39728721,2972497.39728721
0.131098,2973878.22392108,2973878.22392108
0.1313,2975257.15958137,2975257.15958137
0.131502,2976634.20204677,2976634.20204677
0.131704,2978009.34909903,2978009.34909903
0.131906,2979382.59852297,2979382.59852297
0.132108,2980753.94810645,2980753.94810645
0.13231,2982123.39564039,2982123.39564039
0.132512,2983490.93891878,2983490.93891878
0.132714,2984856.57573868,2984856.57573868
0.132916,2986220.3039002,2986220.3039002
0.133118,2987582.12120657,2987582.12120657
0.13332,2988942.02546405,2988942.02546405
0.133522,2990300.014482,2990300.014482
