"time","bodyOfConstraint.body.w_a[1]","bodyOfConstraint.body.w_a[2]","bodyOfConstraint.body.w_a[3]","bodyOfJoint.body.w_a[2]","joint.phi"
1.216,7.1825284513136e-16,-1.78146987343733,5.50836670138476e-16,-1.78146987343733,-2.12250876106663
1.218,6.48972062683327e-16,-1.77488653738167,8.44857013958824e-16,-1.77488653738166,-2.12606511842076
1.22,3.9741860481471e-16,-1.76828285149509,9.11414893919871e-16,-1.76828285149508,-2.12960828977999
1.222,4.78099912931589e-16,-1.76165897543653,5.53193494421097e-16,-1.76165897543653,-2.13313823433334
1.224,7.4944654968442e-16,-1.75501509106449,8.36277011757245e-16,-1.75501509106448,-2.13665490641203
1.226,4.63844793361927e-16,-1.74835133558407,6.86268311782565e-16,-1.74835133558407,-2.14015827075844
1.228,3.1916492938851e-16,-1.74166786596189,6.9378502885688e-16,-1.74166786596189,-2.14364828780791
1.23,6.29947524482853e-16,-1.73496483865917,6.0250917938088e-16,-1.73496483865917,-2.14712491831549
1.232,3.9365344601693e-16,-1.72824240961996,5.533671884055e-16,-1.72824240961996,-2.15058812335551
1.234,3.2114394572598e-16,-1.7215007342593,7.43301713131756e-16,-1.7215007342593,-2.1540378643212
1.236,4.75552628016679e-16,-1.71473996745138,7.62776811455667e-16,-1.71473996745137,-2.1574741029243
1.238,3.94242673658803e-16,-1.70796026351769,6.58950647672999e-16,-1.70796026351769,-2.16089680119466
1.24,3.51531630364586e-16,-1.70116177621527,6.00970787063254e-16,-1.70116177621527,-2.16430592147987
1.242,3.95578783559165e-16,-1.69434465872477,8.88585632913975e-16,-1.69434465872477,-2.16770142644483
1.244,5.29328464723019e-16,-1.68750906363873,7.40890936629109e-16,-1.68750906363872,-2.17108327907138
1.246,4.5082384178883e-16,-1.68065514294965,7.38200614332524e-16,-1.68065514294965,-2.17445144265793
1.248,4.96146290721406e-16,-1.67378304803824,6.56998535299396e-16,-1.67378304803824,-2.177805880819
1.25,4.63899064265646e-16,-1.66689292966156,6.5429400457373e-16,-1.66689292966156,-2.18114655748491
1.252,5.35940209903688e-16,-1.65998493794118,6.51582458147524e-16,-1.65998493794118,-2.18447343690133
1.254,5.76888805915069e-16,-1.65305922235136,6.76100409622684e-16,-1.65305922235136,-2.1877864836289
1.256,4.29702736274331e-16,-1.64611595996838,6.18357030591231e-16,-1.64611595996838,-2.1910856577626
1.258,5.76888805915069e-16,-1.63915528196018,6.93582981111018e-16,-1.63915528196018,-2.19437092736331
1.26,5.06157879671052e-16,-1.63217733373164,6.11791551009613e-16,-1.63217733373164,-2.19764225828209
1.262,4.98759684649166e-16,-1.62518226316366,6.87001301679781e-16,-1.62518226316366,-2.20089961614709
1.264,5.58532695307806e-16,-1.61817021750361,7.73624642976308e-16,-1.61817021750361,-2.20414296688716
1.266,3.65898520101597e-16,-1.6111413433555,7.58892261922835e-16,-1.6111413433555,-2.20737227673109
1.268,2.89428908574829e-16,-1.60409578667029,7.08149297348548e-16,-1.60409578667029,-2.21058751220685
1.27,3.84592537276713e-16,-1.59703369273608,7.37011980248331e-16,-1.59703369273608,-2.21378864014088
1.272,3.84592537276713e-16,-1.58995520616838,7.34789204572562e-16,-1.58995520616838,-2.21697562765733
1.274,0,-1.58286047090031,8.89570572372788e-16,-1.58286047090031,-2.22014844217733
1.276,1.92296268638356e-16,-1.57574963017287,7.75527398645421e-16,-1.57574963017287,-2.22330705141821
1.278,5.14674640288842e-16,-1.56862282652518,8.17369484068111e-16,-1.56862282652517,-2.22645142339281
1.28,3.84592537276713e-16,-1.56148020178467,5.34412449367345e-16,-1.56148020178467,-2.22958152640872
1.282,4.80740671595891e-16,-1.55432189705739,4.88085817787375e-16,-1.55432189705739,-2.23269732906751
1.284,4.68036631280188e-16,-1.54714805271819,5.7174040114366e-16,-1.54714805271819,-2.23579880026403
1.286,5.76888805915069e-16,-1.53995880840098,7.19089411153373e-16,-1.53995880840098,-2.23888590918562
1.288,4.13353471859358e-16,-1.5327543259943,5.64960556609196e-16,-1.5327543259943,-2.24195862236465
1.29,3.84592537276713e-16,-1.52553473781,5.57550740393311e-16,-1.52553473781,-2.24501691031559
1.292,1.92296268638356e-16,-1.51830017357562,7.15161495764805e-16,-1.51830017357562,-2.2480607440756
1.294,1.92296268638356e-16,-1.51105077103066,6.33242203150873e-16,-1.51105077103066,-2.25109009384521
1.296,-1.92296268638356e-16,-1.50378666720173,7.86235312865284e-16,-1.50378666720173,-2.25410493010391
1.298,3.84592537276713e-16,-1.49650799839503,7.44423226528375e-16,-1.49650799839503,-2.25710522360911
1.3,2.40370335797946e-16,-1.48921490018873,5.44452279375371e-16,-1.48921490018872,-2.26009094539515
1.302,3.84592537276713e-16,-1.4819075074254,7.79364852111853e-16,-1.4819075074254,-2.26306206677225
1.304,4.98668922453833e-16,-1.47458595420449,7.73075508847433e-16,-1.47458595420448,-2.26601855932551
1.306,3.39667285568723e-16,-1.46725037387469,6.1261100117229e-16,-1.46725037387469,-2.26896039491386
1.308,3.84592537276713e-16,-1.45990089902641,6.93949747199973e-16,-1.45990089902641,-2.27188754566906
1.31,1.92296268638356e-16,-1.45253766148421,6.84185528475155e-16,-1.4525376614842,-2.27479998399466
1.312,5.76888805915069e-16,-1.44516079229917,6.89321081117444e-16,-1.44516079229916,-2.277697682565
1.314,1.29160054672525e-16,-1.43777042174139,4.9562412034259e-16,-1.43777042174139,-2.28058061432416
1.316,3.36518470117124e-16,-1.43036667929239,5.95237757958673e-16,-1.43036667929239,-2.28344875248495
1.318,0,-1.42294969363754,7.1554989163505e-16,-1.42294969363754,-2.2863020705279
1.32,2.56615599752813e-16,-1.41551960903922,4.77119542883683e-16,-1.41551960903922,-2.28914054063634
1.322,4.02269072099734e-16,-1.40807655838468,6.45640049572134e-16,-1.40807655838468,-2.29196413626781
1.324,4.13407140157431e-16,-1.40062065510155,5.02721932547123e-16,-1.40062065510155,-2.2947728329241
1.326,3.55418887007904e-16,-1.39315202576967,5.32756240682854e-16,-1.39315202576967,-2.29756660503607
1.328,0,-1.38567079621152,8.09698626073392e-16,-1.38567079621152,-2.30034542728989
1.33,5.53462715173305e-16,-1.37817709148678,5.70655014488051e-16,-1.37817709148678,-2.30310927462574
1.332,2.24215558816596e-16,-1.37067103588701,4.79821284385747e-16,-1.370671035887,-2.30585812223663
1.334,3.93193781958879e-16,-1.36315275293023,5.63578134288744e-16,-1.36315275293023,-2.30859194556716
1.336,4.83955244862971e-16,-1.35562236535559,7.1704035873455e-16,-1.35562236535559,-2.31131072031225
1.338,-1.92296268638356e-16,-1.34807999511796,6.07657181443481e-16,-1.34807999511796,-2.31401442241596
1.34,-1.92296268638356e-16,-1.34052576338258,6.56463747154225e-16,-1.34052576338257,-2.31670302807023
1.342,3.84592537276713e-16,-1.33295979051965,4.97078645898909e-16,-1.33295979051965,-2.31937651371364
1.344,3.84592537276713e-16,-1.325382196099,6.51708386996322e-16,-1.325382196099,-2.3220348560302
1.346,3.36518470117124e-16,-1.31779309888469,6.992217249335e-16,-1.31779309888469,-2.3246780319481
1.348,3.84592537276713e-16,-1.31019261682962,6.95641687066394e-16,-1.31019261682962,-2.32730601863848
1.35,4.76305483210521e-16,-1.3025808670702,6.1355171886381e-16,-1.3025808670702,-2.3299187935142
1.352,1.92296268638356e-16,-1.29495797550428,4.85145373264524e-16,-1.29495797550428,-2.33251633359159
1.354,0,-1.28732407379008,6.62313700903349e-16,-1.28732407379008,-2.33509861568834
1.356,3.63409109135225e-16,-1.27967925959784,6.02764426508582e-16,-1.27967925959784,-2.33766561906406
1.358,3.97669820391764e-16,-1.27202364783573,5.77803307117765e-16,-1.27202364783573,-2.34021732201361
1.36,1.92296268638356e-16,-1.26435735264148,3.39280240247563e-16,-1.26435735264147,-2.34275370306256
1.362,4.09271887254347e-16,-1.25668048737906,5.13426743928484e-16,-1.25668048737906,-2.34527474096581
1.364,0,-1.24899316463546,5.10121966610926e-16,-1.24899316463545,-2.34778041470624
1.366,0,-1.24129549621736,4.6829436245599e-16,-1.24129549621735,-2.35027070349331
1.368,5.03199682877169e-16,-1.2335875931479,5.81053973138216e-16,-1.2335875931479,-2.3527455867617
1.37,1.44222201478767e-16,-1.22586956566339,4.98913945179226e-16,-1.22586956566339,-2.35520504416995
1.372,3.78466271065502e-16,-1.21814152321004,4.78148704800414e-16,-1.21814152321004,-2.35764905559908
1.374,0,-1.21040357444068,5.37098350707017e-16,-1.21040357444068,-2.36007760115118
1.376,2.79340295188534e-16,-1.20265582721149,4.87979630474868e-16,-1.20265582721149,-2.36249066114812
1.378,2.69705286513876e-16,-1.19489838857873,5.47529860134403e-16,-1.19489838857873,-2.36488821613011
1.38,1.92296268638356e-16,-1.18713136479547,4.65976500833086e-16,-1.18713136479547,-2.36727024685432
1.382,1.92296268638356e-16,-1.17935486130831,4.77004229221479e-16,-1.17935486130831,-2.36963673429357
1.384,2.80196383991179e-16,-1.1715689862265,6.95381776328073e-16,-1.1715689862265,-2.37198765950223
1.386,2.01003956256513e-16,-1.1637738675646,4.31094131829843e-16,-1.1637738675646,-2.37432300295578
1.388,4.55160881862865e-16,-1.15596958856487,4.53744783368373e-16,-1.15596958856487,-2.37664274702097
1.39,3.36518470117124e-16,-1.14815625240867,3.37280393198126e-16,-1.14815625240867,-2.37894687348137
1.392,3.43264894408074e-16,-1.14033396152138,6.15633548943904e-16,-1.14033396152138,-2.38123536432678
1.394,3.84592537276713e-16,-1.13250281757104,4.34131449595471e-16,-1.13250281757103,-2.38350820175174
1.396,3.96578644594543e-16,-1.124662921467,5.2974743146698e-16,-1.124662921467,-2.38576536815409
1.398,4.55129572556496e-16,-1.11681437335864,4.38375456340011e-16,-1.11681437335864,-2.38800684613355
1.4,0,-1.10895727263397,5.22349635229538e-16,-1.10895727263397,-2.39023261849024
1.402,1.92296268638356e-16,-1.10109171791834,3.53699327721498e-16,-1.10109171791834,-2.39244266822324
1.404,3.27555751881723e-16,-1.09321780707307,4.21795229851036e-16,-1.09321780707307,-2.39463697852918
1.406,1.92296268638356e-16,-1.08533563719413,3.47514701840626e-16,-1.08533563719413,-2.39681553280075
1.408,3.84592537276713e-16,-1.07744530461082,4.95346995351117e-16,-1.07744530461082,-2.39897831462527
1.41,3.53235482997895e-16,-1.0695469048844,4.19821882391892e-16,-1.0695469048844,-2.40112530778324
1.412,3.24665225661503e-16,-1.06164053280676,4.85544937961505e-16,-1.06164053280676,-2.4032564962469
1.414,4.85906353412472e-16,-1.05372628239912,5.74838929787714e-16,-1.05372628239912,-2.40537186417879
1.416,1.81286286427472e-16,-1.04580424691065,4.92602808400162e-16,-1.04580424691065,-2.40747139593028
1.418,3.93696454108819e-16,-1.03787454388614,5.67372321258838e-16,-1.03787454388614,-2.40955507582801
1.42,3.86031742561969e-16,-1.0299372482981,3.23419341294072e-16,-1.02993724829809,-2.41162288873826
1.422,2.90558936041121e-16,-1.02199245048861,4.81386791803174e-16,-1.02199245048861,-2.41367481957521
1.424,3.81892651217879e-16,-1.01404024153953,6.3354810281334e-16,-1.01404024153953,-2.41571085342324
1.426,0,-1.00608071181504,3.9538729860021e-16,-1.00608071181504,-2.41773097554783
1.428,1.92296268638356e-16,-0.998113950961968,3.91782796828113e-16,-0.998113950961966,-2.41973517139412
1.43,3.32726406125501e-16,-0.990140047910252,3.87878803745215e-16,-0.99014004791025,-2.4217234265854
1.432,2.38654965670855e-16,-0.982159090873294,4.62624174542361e-16,-0.982159090873292,-2.42369572692167
1.434,2.37886941726848e-16,-0.974171167348361,3.03880077896019e-16,-0.974171167348359,-2.42565205837821
1.436,2.35492216568879e-16,-0.966176364116974,3.76591243983382e-16,-0.966176364116972,-2.42759240710408
1.438,0,-0.958174767245302,4.57893841098964e-16,-0.9581747672453,-2.42951675942065
1.44,0,-0.950166462084549,3.69050136049769e-16,-0.950166462084548,-2.4314251018202
1.442,2.77320358659165e-16,-0.94215153327135,4.43779505198011e-16,-0.942151533271349,-2.43331742096439
1.444,3.23851927348899e-16,-0.934130064728158,4.4000117101784e-16,-0.934130064728157,-2.43519370368284
1.446,2.88444402957535e-16,-0.926102139663638,4.47822442959735e-16,-0.926102139663636,-2.43705393697167
1.448,3.68837288737428e-16,-0.918067840573055,5.10940040847344e-16,-0.918067840573053,-2.438898107992
1.45,0,-0.910027266141328,3.64270012487211e-16,-0.910027266141326,-2.44072620449223
1.452,2.88444402957535e-16,-0.901980491374441,4.40247799345757e-16,-0.90198049137444,-2.44253821380716
1.454,2.52749078617107e-16,-0.893927592360667,4.21064691412448e-16,-0.893927592360666,-2.44433412347725
1.456,3.09084679083112e-16,-0.885868649544707,4.17268705810357e-16,-0.885868649544705,-2.44611392132916
1.458,-1.92296268638356e-16,-0.877803742712373,2.75646607327418e-16,-0.877803742712371,-2.44787759534859
1.46,2.69657002369527e-16,-0.869732950992476,4.09668344226621e-16,-0.869732950992475,-2.44962513367887
1.462,1.92296268638356e-16,-0.861656352858713,3.38220035400108e-16,-0.861656352858712,-2.45135652461953
1.464,2.74365818754215e-16,-0.853574026131553,4.0205704240725e-16,-0.853574026131551,-2.45307175662484
1.466,1.92296268638356e-16,-0.845486047980125,3.31872816963985e-16,-0.845486047980123,-2.45477081830244
1.468,1.92296268638356e-16,-0.837392494924106,3.80713662649029e-16,-0.837392494924105,-2.4564536984119
1.47,2.88444402957534e-16,-0.829293442835608,3.78170410527701e-16,-0.829293442835606,-2.45812038586327
1.472,2.05985641349342e-16,-0.821188966941062,4.65307404178733e-16,-0.82118896694106,-2.45977086971568
1.474,2.88444402957535e-16,-0.813079141823111,3.73078820179191e-16,-0.813079141823109,-2.46140513917593
1.476,1.92296268638356e-16,-0.804964041422492,3.31278217124002e-16,-0.804964041422491,-2.46302318359704
1.478,9.61481343191782e-17,-0.796843739039927,3.67980603484477e-16,-0.796843739039926,-2.46462499247682
1.48,2.47815721827037e-16,-0.788718307338008,4.10760511380266e-16,-0.788718307338006,-2.46621055545649
1.482,0,-0.78058782870503,3.84903388731716e-16,-0.780587828705028,-2.4677798629943
1.484,2.88444402957535e-16,-0.772452376187977,3.2106895304321e-16,-0.772452376187976,-2.46933290512176
1.486,2.03626748709e-16,-0.764312013938199,3.99264470216826e-16,-0.764312013938197,-2.47086967147117
1.488,0,-0.756166812749224,3.15954984975089e-16,-0.756166812749223,-2.47239015228635
1.49,2.52865544742759e-16,-0.748016842829902,4.11370835375202e-16,-0.7480168428299,-2.47389433795023
1.492,0,-0.739862173807542,2.90413004890151e-16,-0.73986217380754,-2.47538221898354
1.494,1.92296268638356e-16,-0.731702874731067,3.26462602870216e-16,-0.731702874731066,-2.47685378604345
1.496,9.61481343191782e-17,-0.723539014074158,3.05709252846454e-16,-0.723539014074156,-2.47830902992227
1.498,2.13003755759294e-16,-0.715370659738399,2.97707111938574e-16,-0.715370659738397,-2.47974794154604
1.5,1.92296268638356e-16,-0.707197879056425,3.00577834274919e-16,-0.707197879056424,-2.48117051197327
1.502,2.88444402957534e-16,-0.699020738795073,3.37262372490424e-16,-0.699020738795072,-2.48257673239351
1.504,1.68259235058562e-16,-0.690839305158522,2.46899852023332e-16,-0.690839305158521,-2.48396659412608
1.506,2.51456916372445e-16,-0.682653643791444,3.60801112870078e-16,-0.682653643791443,-2.48534008861871
1.508,2.41494858385528e-16,-0.674463819782151,2.78438855661408e-16,-0.674463819782149,-2.48669720744616
1.51,1.92181822840772e-16,-0.666269897665739,2.74579291064802e-16,-0.666269897665737,-2.48803794230896
1.512,1.92296268638356e-16,-0.658071941427239,3.24403692902543e-16,-0.658071941427237,-2.48936228503196
1.514,1.58631924288654e-16,-0.649870019963688,3.06106805240898e-16,-0.649870019963687,-2.49067022819358
1.516,1.44222201478767e-16,-0.641664202797153,2.6298932627865e-16,-0.641664202797152,-2.49196176462891
1.518,2.46786038534203e-16,-0.633454544525227,3.16673375056888e-16,-0.633454544525225,-2.4932368856321
1.52,-9.61481343191782e-17,-0.625241107501731,2.55253592857173e-16,-0.62524110750173,-2.49449558357424
1.522,0,-0.61702395358201,3.11513865670555e-16,-0.617023953582008,-2.49573785094822
1.524,2.56062164771768e-16,-0.608803144127101,2.8676316762508e-16,-0.6088031441271,-2.4969636803675
1.526,2.50179905931924e-16,-0.60057874000792,3.22141556626766e-16,-0.600578740007919,-2.49817306456494
1.528,9.61481343191782e-17,-0.592350801609436,2.39761346483585e-16,-0.592350801609435,-2.49936599639153
1.53,1.08053284454162e-16,-0.58411938883485,2.35884122747077e-16,-0.584119388834848,-2.50054246881518
1.532,2.06888586587025e-16,-0.575884561109774,2.32005290474167e-16,-0.575884561109773,-2.50170247491951
1.534,9.61481343191782e-17,-0.567646377386413,1.44309701149204e-16,-0.567646377386411,-2.50284600790263
1.536,1.73970904992591e-16,-0.559404896147737,3.02747534104797e-16,-0.559404896147735,-2.50397306107589
1.538,1.99674701764267e-16,-0.551160175411665,2.59611730482205e-16,-0.551160175411664,-2.50508362786269
1.54,1.13996265454639e-16,-0.542912272735244,1.63746869449036e-16,-0.542912272735242,-2.50617770179722
1.542,1.73258156150016e-16,-0.534661245218821,3.30344899654753e-16,-0.53466124521882,-2.5072552765233
1.544,1.91026769559308e-16,-0.526407149510231,2.43806202062836e-16,-0.526407149510229,-2.50831634579309
1.546,1.45094747905983e-16,-0.518150043854611,2.44063042896838e-16,-0.51815004385461,-2.50936090383729
1.548,9.61481343191782e-17,-0.509889993276172,2.79424641427465e-16,-0.50988999327617,-2.51038894630394
1.55,9.62263529967745e-17,-0.501627045145496,1.57647898696598e-16,-0.501627045145495,-2.51140046582059
1.552,1.43583898510186e-16,-0.493361254764838,1.93134524186816e-16,-0.493361254764836,-2.51239545663741
1.554,1.66825923767612e-16,-0.485092677033211,2.67744417658865e-16,-0.48509267703321,-2.51337391311197
1.556,1.47565075036416e-16,-0.476821366451399,2.2459608948139e-16,-0.476821366451397,-2.51433582970819
1.558,1.1564900138594e-16,-0.468547377126947,1.44663364373676e-16,-0.468547377126945,-2.51528120099526
1.56,0,-0.460270762779167,1.4453353071844e-16,-0.460270762779165,-2.51621002164656
1.562,9.84560944830066e-17,-0.451991576744136,1.45702596372278e-16,-0.451991576744135,-2.5171222864386
1.564,1.28303454083582e-16,-0.443709871979698,2.0899965715166e-16,-0.443709871979696,-2.51801799024991
1.566,1.70565824353702e-16,-0.43542570107046,2.05097582870347e-16,-0.435425701070459,-2.51889712806002
1.568,5.50795051986521e-17,-0.427139116232797,1.61942060094696e-16,-0.427139116232796,-2.51975969494836
1.57,1.08481560668652e-16,-0.41885016931985,1.38411580449614e-16,-0.418850169319848,-2.52060568609318
1.572,9.61481343191781e-17,-0.410558911826523,2.07427713195037e-16,-0.410558911826522,-2.52143509677048
1.574,4.80740671595891e-17,-0.40226539489449,1.57898465728322e-16,-0.402265394894488,-2.52224792235297
1.576,1.06342752795576e-16,-0.393969669317188,1.85570642023517e-16,-0.393969669317187,-2.52304415830894
1.578,8.515568979927e-17,-0.385671785544823,1.42409797136215e-16,-0.385671785544822,-2.52382380020123
1.58,9.61481343191782e-17,-0.377371803424395,1.77380191735949e-16,-0.377371803424394,-2.52458684633763
1.582,1.36787490662681e-16,-0.36906976565388,1.73842096734404e-16,-0.369069765653879,-2.52533329053828
1.584,1.06798051825607e-16,-0.360765721891961,1.5253941932593e-16,-0.36076572189196,-2.52606312869989
1.586,1.25110823436792e-16,-0.352459721609742,1.89183493112036e-16,-0.35245972160974,-2.52677635684636
1.588,8.25693524334012e-17,-0.34415181398251,1.81731206066431e-16,-0.344151813982509,-2.52747297109686
1.59,1.12655239821733e-16,-0.335842047895372,1.38564764279285e-16,-0.335842047895371,-2.52815296766497
1.592,1.44222201478767e-16,-0.327530471948887,1.61729091999858e-16,-0.327530471948885,-2.5288163428577
1.594,9.61481343191782e-17,-0.319217134464697,1.39492394568227e-16,-0.319217134464696,-2.52946309307467
1.596,6.91832898874704e-17,-0.310902083491168,1.12474063968878e-16,-0.310902083491166,-2.53009321480717
1.598,8.41296175292809e-17,-0.302585366809016,1.34269711974074e-16,-0.302585366809015,-2.53070670463726
1.6,7.42391970056762e-17,-0.294267031936949,1.08556278619614e-16,-0.294267031936948,-2.53130355923686
1.602,1.09973130768126e-16,-0.285947126137293,1.15062872165591e-16,-0.285947126137292,-2.5318837753669
1.604,8.81138562845928e-17,-0.277625696421632,1.08974503072109e-16,-0.277625696421631,-2.53244734987636
1.606,6.93272099348726e-17,-0.26930278955644,1.25333725479815e-16,-0.269302789556438,-2.5329942797014
1.608,8.72962905816384e-17,-0.260978452068712,1.03301934108068e-16,-0.260978452068711,-2.53352456186444
1.61,4.80740671595891e-17,-0.252652730251603,1.38216096487423e-16,-0.252652730251602,-2.5340381934733
1.612,9.42386194405438e-17,-0.244325675859724,1.15084170339051e-16,-0.244325675859723,-2.53453517402613
1.614,9.61481343191781e-17,-0.235997332164202,9.37336820336479e-17,-0.235997332164201,-2.53501549975672
1.616,5.90189815625712e-17,-0.227667743747347,1.07237822262978e-16,-0.227667743747346,-2.53547916760084
1.618,4.80740671595891e-17,-0.21933695627506,1.03313790287437e-16,-0.219336956275059,-2.53592617510083
1.62,6.83618057053759e-17,-0.211005015224097,9.93892149443431e-17,-0.211005015224096,-2.53635651988658
1.622,2.40370335797946e-17,-0.202671965888176,6.97403534401365e-17,-0.202671965888175,-2.53677019967488
1.624,6.40833834154013e-17,-0.194337853384076,8.17254415437659e-17,-0.194337853384075,-2.53716721226861
1.626,4.80740671595891e-17,-0.186002722657747,8.2823445901668e-17,-0.186002722657745,-2.53754755555615
1.628,4.52376833010006e-17,-0.177666618490406,5.42466717551693e-17,-0.177666618490405,-2.53791122751057
1.63,4.34278082010017e-17,-0.169329585504648,8.26118546469003e-17,-0.169329585504647,-2.53825822618897
1.632,3.69673554660093e-17,-0.160991668170547,6.60184633648753e-17,-0.160991668170546,-2.53858854973178
1.634,3.80766450900727e-17,-0.152652910811758,5.9919796015417e-17,-0.152652910811757,-2.538902196362
1.636,0,-0.144313357611624,6.79755943420036e-17,-0.144313357611623,-2.53919916438454
1.638,3.71105889068215e-17,-0.135973052619277,6.40470793505218e-17,-0.135973052619276,-2.53947945218548
1.64,3.56759518017386e-17,-0.127632039755746,3.04723700431838e-17,-0.127632039755744,-2.53974305823139
1.642,4.15158378021492e-17,-0.119290362820054,7.58152254507725e-17,-0.119290362820052,-2.53998998106857
1.644,3.20728924786803e-17,-0.11094806844468,5.22596176711571e-17,-0.110948068444679,-2.54022022115212
1.646,1.20185167898973e-17,-0.102605200190395,4.69395470082961e-17,-0.102605200190394,-2.54043377717795
1.648,3.60555503696918e-17,-0.0942618000051839,3.69999353325243e-17,-0.0942618000051826,-2.54063064698339
1.65,2.06521172225756e-17,-0.0859179114345279,3.5563180509377e-17,-0.0859179114345266,-2.54081082953429
1.652,1.20185167898973e-17,-0.0775735779438905,2.55428834973183e-17,-0.0775735779438892,-2.54097432387982
1.654,2.40370335797946e-17,-0.0692288429251478,2.71739210500445e-17,-0.0692288429251465,-2.54112112915198
1.656,1.49454462620479e-17,-0.0608837497030202,2.86779348795308e-17,-0.060883749703019,-2.54125124456505
1.658,1.56332879960728e-17,-0.0525383415415042,1.98404772204337e-17,-0.0525383415415029,-2.54136466941514
1.66,1.47652441594355e-17,-0.0441926616503033,2.08159694358915e-17,-0.044192661650302,-2.54146140307966
1.662,0,-0.0358467531912602,1.44315455894755e-17,-0.0358467531912589,-2.54154144501677
1.664,9.01388759242295e-18,-0.0275006592847878,1.10889850170688e-17,-0.0275006592847865,-2.54160479476497
1.666,6.00925839494864e-18,-0.0191544230163017,9.02226453850027e-18,-0.0191544230163004,-2.54165145194249
1.668,-1.50231459873716e-18,-0.0108080874426482,4.00725668397271e-18,-0.0108080874426469,-2.54168141624684
1.67,3.7557864968429e-19,-0.00246169559854123,1.00619756678505e-18,-0.00246169559853993,-2.54169468745432
1.672,0,0.00588470949701004,-2.15456628389672e-18,0.00588470949701133,-2.54169126541945
1.674,-3.48774181167431e-18,0.0142310848342685,-6.70323569315219e-18,0.0142310848342698,-2.54167115007452
1.676,-6.00925839494864e-18,0.0225773861803476,-1.07696209557511e-17,0.0225773861803489,-2.54163434270672
1.678,-6.00925839494864e-18,0.0309235694805128,-1.21382158092342e-17,0.0309235694805141,-2.54158084449059
1.68,0,0.0392695931262539,-1.72379173380091e-17,0.0392695931262552,-2.5415106541171
1.682,-1.80277751848459e-17,0.0476154139743476,-1.74053899463392e-17,0.0476154139743489,-2.54142377193521
1.684,-1.2961587373212e-17,0.0559609888516117,-2.2992666853234e-17,0.0559609888516131,-2.54132019837646
1.686,-2.40370335797946e-17,0.0643062745482706,-3.01482381119588e-17,0.0643062745482719,-2.54119993395469
1.688,-2.6477087617563e-17,0.0726512278113201,-2.85172862251677e-17,0.0726512278113215,-2.54106297926574
1.69,-2.10324043823202e-17,0.0809958053378931,-3.52472584959826e-17,0.0809958053378944,-2.54090933498715
1.692,-2.18986938471673e-17,0.0893399637686245,-3.01614619096629e-17,0.0893399637686258,-2.54073900187786
1.694,-4.35776649221457e-17,0.0976836596810164,-4.60117132205388e-17,0.0976836596810177,-2.54055198077794
1.696,-2.40370335797946e-17,0.106026849582804,-5.2920547123139e-17,0.106026849582805,-2.54034827260827
1.698,-2.40370335797945e-17,0.114369489905319,-5.55402904543175e-17,0.11436948990532,-2.54012787837025
1.7,-4.18447773164299e-17,0.122711536996858,-5.81598474999994e-17,0.122711536996859,-2.53989079914553
1.702,-4.3228767909321e-17,0.131052947116044,-5.19164953197815e-17,0.131052947116045,-2.53963703609566
1.704,-5.54672506888141e-17,0.139393676425194,-6.5658288043021e-17,0.139393676425195,-2.53936659046187
1.706,-4.26129534080579e-17,0.147733680983685,-5.97735836550499e-17,0.147733680983686,-2.5390794635647
1.708,-4.50524117091288e-17,0.156072916449637,-6.37015948699337e-17,0.156072916449638,-2.53877565749605
1.71,-3.82754821700546e-17,0.164411337738563,-5.78161447180816e-17,0.164411337738565,-2.53845517591329
1.712,2.40370335797946e-17,0.17274890139439,-6.0310917832333e-17,0.172748901394391,-2.53811801839572
1.714,0,0.181085562951269,-6.66772932200324e-17,0.181085562951271,-2.53776418669014
1.716,-4.22495360410117e-17,0.189421277804081,-6.95965202047824e-17,0.189421277804082,-2.53739368262871
1.718,-4.80740671595891e-17,0.197756001201704,-1.0296163971065e-16,0.197756001201705,-2.5370065081289
1.72,-5.44069089891931e-17,0.206089688240293,-9.76023691316541e-17,0.206089688240294,-2.53660266519338
1.722,-6.8690370670335e-17,0.21442229385655,-1.00998847967354e-16,0.214422293856551,-2.53618215590993
1.724,-4.80740671595891e-17,0.222753772821001,-1.0706216044595e-16,0.222753772821002,-2.53574498245143
1.726,-5.73644882853329e-17,0.231084079731267,-8.92208555388355e-17,0.231084079731268,-2.53529114707568
1.728,-4.80740671595891e-17,0.23941316900534,-7.43490470576699e-17,0.239413169005341,-2.53482065212542
1.73,-7.20025011752836e-17,0.247740994874856,-1.16692880327948e-16,0.247740994874857,-2.5343335000282
1.732,-8.47129974282716e-17,0.25606751137837,-1.2061490055873e-16,0.256067511378372,-2.53382969329631
1.734,-4.80740671595891e-17,0.264392672354629,-1.61528811133239e-16,0.264392672354631,-2.53330923452668
1.736,-8.63137600302271e-17,0.272716431435846,-1.28457003706972e-16,0.272716431435847,-2.53277212640087
1.738,-6.75533767966211e-17,0.281038742040974,-1.12750887109405e-16,0.281038742040975,-2.5322183716849
1.74,-4.80740671595891e-17,0.289359557376282,-1.3011656324401e-16,0.289359557376284,-2.53164797333664
1.742,-6.29426395157495e-17,0.297678830632314,-1.4021498612568e-16,0.297678830632315,-2.53106093750109
1.744,0,0.30599651438202,-1.83385157351514e-16,0.305996514382022,-2.53045726475807
