"time","relative_a1.r_rel[3]","relative_a1.v_rel[3]","relative_a1.a_rel[3]","relative_a1.angles[3]","relative_a1.w_rel[3]","relative_a2.r_rel[3]","relative_a2.v_rel[3]","relative_a2.a_rel[3]","relative_a2.angles[3]","relative_a2.w_rel[3]","relative_a2.z_rel[3]","relative_b2.r_rel[3]","relative_b2.v_rel[3]","relative_b2.angles[3]","relative_b2.w_rel[3]","relative_b2.z_rel[3]","relative_b1.r_rel[3]","relative_b1.v_rel[3]","relative_b1.a_rel[3]","relative_b1.angles[3]","relative_b1.w_rel[3]","relative_b1.z_rel[3]","relativeSensor.r_rel[3]","relativeSensor.angles[3]","relative_a1.r_rel[2]","relative_a1.v_rel[2]","relative_a1.a_rel[2]","relative_a1.angles[2]","relative_a1.w_rel[2]","relative_a2.r_rel[2]","relative_a2.v_rel[2]","relative_a2.a_rel[2]","relative_a2.angles[2]","relative_a2.w_rel[2]","relative_a2.z_rel[2]","relative_b2.r_rel[2]","relative_b2.v_rel[2]","relative_b2.angles[2]","relative_b2.w_rel[2]","relative_b2.z_rel[2]","relative_b1.r_rel[2]","relative_b1.v_rel[2]","relative_b1.a_rel[2]","relative_b1.angles[2]","relative_b1.w_rel[2]","relative_b1.z_rel[2]","relativeSensor.r_rel[2]","relativeSensor.angles[2]","relative_a1.r_rel[1]","relative_a1.v_rel[1]","relative_a1.a_rel[1]","relative_a1.angles[1]","relative_a1.w_rel[1]","relative_a2.r_rel[1]","relative_a2.v_rel[1]","relative_a2.a_rel[1]","relative_a2.angles[1]","relative_a2.w_rel[1]","relative_a2.z_rel[1]","relative_b2.r_rel[1]","relative_b2.v_rel[1]","relative_b2.angles[1]","relative_b2.w_rel[1]","relative_b2.z_rel[1]","relative_b1.r_rel[1]","relative_b1.v_rel[1]","relative_b1.a_rel[1]","relative_b1.angles[1]","relative_b1.w_rel[1]","relative_b1.z_rel[1]","relativeSensor.r_rel[1]","relativeSensor.angles[1]"
0,-0.3,0,0,-0.785398163397448,0,-0.3,0,0,-0.785398163397448,0,-6.15108689414176,-0.3,0,-0.785398163397448,0,-6.15108689414176,-0.3,0,0,-0.785398163397448,0,-6.15108689414176,0,-0,-1.13137084989848,0,6.40587325563065,-0,0,-1.13137084989848,0,6.40587325563065,-0,0,0,-0.494974746830583,0,-0,0,0,-0.494974746830583,0,15.856379189422,-0,0,0,0,-0,0.431370849898476,0,6.40587325563065,-0,0,0.431370849898476,0,6.40587325563065,-0,0,0,1.10502525316942,0,-0,0,0,1.10502525316942,0,3.04463267816073,-0,0,0,0,0
0.0004,-0.3,0,0,-0.785398655484009,-0.00246043174842173,-0.3,0,0,-0.785398655484009,-0.00246043174842173,-6.1510692522215,-0.3,0,-0.785398655484009,-0.00246043174842173,-6.1510692522215,-0.3,0,0,-0.785398655484009,-0.00246043174842173,-6.1510692522215,0,-0,-1.13137033742739,0.00256235779699159,6.40593139152567,-0,0,-1.13137033742739,0.00256235779699159,6.40593139152567,-0,0,0,-0.494973478319606,0.00634255376453579,-0,0,0,-0.494973478319606,0.00634255376453579,15.8563924162281,-0,0,0,0,-0,0.431371362368545,0.00256234761662056,6.40585503874353,-0,0,0.431371362368545,0.00256234761662056,6.40585503874353,-0,0,0,1.10502549673863,0.00121783947889397,-0,0,0,1.10502549673863,0.00121783947889397,3.04453317430504,-0,0,0,0,-1.68009037546951e-06
0.0008,-0.3,0,0,-0.785400131737111,-0.00492084544221644,-0.3,0,0,-0.785400131737111,-0.00492084544221644,-6.15101632615166,-0.3,0,-0.785400131737111,-0.00492084544221644,-6.15101632615166,-0.3,0,0,-0.785400131737111,-0.00492084544221644,-6.15101632615166,0,-0,-1.13136880000137,0.00512476656142891,6.40610579927992,-0,0,-1.13136880000137,0.00512476656142891,6.40610579927992,-0,0,0,-0.494969672783822,0.0126851200608508,-0,0,0,-0.494969672783822,0.0126851200608508,15.856432094741,-0,0,0,0,-0,0.431372899779292,0.00512468511833812,6.40580038750357,-0,0,0.431372899779292,0.00512468511833812,6.40580038750357,-0,0,0,1.10502622742848,0.00243559740393521,-0,0,0,1.10502622742848,0.00243559740393521,3.04423466242692,-0,0,0,0,-6.72036025434341e-06
0.0012,-0.3,0,0,-0.785402592145277,-0.00738122692266642,-0.3,0,0,-0.785402592145277,-0.00738122692266642,-6.15092811506655,-0.3,0,-0.785402592145277,-0.00738122692266642,-6.15092811506655,-0.3,0,0,-0.785402592145277,-0.00738122692266642,-6.15092811506655,0,-0,-1.13136623758888,0.00768727285284108,6.40639647895733,-0,0,-1.13136623758888,0.00768727285284108,6.40639647895733,-0,0,0,-0.494963330215062,0.0190277094907183,-0,0,0,-0.494963330215062,0.0190277094907183,15.8564982192687,-0,0,0,0,-0,0.431375462125611,0.00768699798178985,6.40570930017935,-0,0,0.431375462125611,0.00768699798178985,6.40570930017935,-0,0,0,1.10502744518972,0.00365319414950179,-0,0,0,1.10502744518972,0.00365319414950179,3.04373714159968,-0,0,0,0,-1.51208100031433e-05
0.0016,-0.3,0,0,-0.785406036656281,-0.00984154644502669,-0.3,0,0,-0.785406036656281,-0.00984154644502669,-6.15080461704091,-0.3,0,-0.785406036656281,-0.00984154644502669,-6.15080461704091,-0.3,0,0,-0.785406036656281,-0.00984154644502669,-6.15080461704091,0,-0,-1.13136265010028,0.010249940862215,6.40680343169599,-0,0,-1.13136265010028,0.010249940862215,6.40680343169599,-0,0,0,-0.494954450583877,0.0253703403640881,-0,0,0,-0.494954450583877,0.0253703403640881,15.8565907803293,-0,0,0,0,-0,0.431379049436052,0.010249289313116,6.40558177394513,-0,0,0.431379049436052,0.010249289313116,6.40558177394513,-0,0,0,1.10502914992388,0.004870542374782,-0,0,0,1.10502914992388,0.004870542374782,3.04304060981828,-0,0,0,0,-2.68814396279393e-05
0.002,-0.3,0,0,-0.785410465262079,-0.012301799355573,-0.3,0,0,-0.785410465262079,-0.012301799355573,-6.15064583034585,-0.3,0,-0.785410465262079,-0.012301799355573,-6.15064583034585,-0.3,0,0,-0.785410465262079,-0.012301799355573,-6.15064583034585,0,-0,-1.13135803748371,0.0128128063951397,6.40732665710359,-0,0,-1.13135803748371,0.0128128063951397,6.40732665710359,-0,0,0,-0.494943033881254,0.0317130185708561,-0,0,0,-0.494943033881254,0.0317130185708561,15.8567097645938,-0,0,0,0,-0,0.431383661676957,0.01281153383227,6.40541780464344,-0,0,0.431383661676957,0.01281153383227,6.40541780464344,-0,0,0,1.10503134152532,0.00608756715814539,-0,0,0,1.10503134152532,0.00608756715814539,3.04214506517838,-0,0,0,0,-4.20022491303501e-05
0.0024,-0.3,0,0,-0.785415877969704,-0.0147619897229579,-0.3,0,0,-0.785415877969704,-0.0147619897229579,-6.15045175301655,-0.3,0,-0.785415877969704,-0.0147619897229579,-6.15045175301655,-0.3,0,0,-0.785415877969704,-0.0147619897229579,-6.15045175301655,0,-0,-1.13135239969217,0.0153758953887267,6.4079661537932,-0,0,-1.13135239969217,0.0153758953887267,6.4079661537932,-0,0,0,-0.494929080104212,0.0380557456795579,-0,0,0,-0.494929080104212,0.0380557456795579,15.8568551550778,-0,0,0,0,-0,0.43138929878539,0.0153736963903763,6.40521738722728,-0,0,0.43138929878539,0.0153736963903763,6.40521738722728,-0,0,0,1.1050340198668,0.00730419789516401,-0,0,0,1.1050340198668,0.00730419789516401,3.04105050564044,-0,0,0,0,-6.04832385089606e-05
0.0028,-0.3,0,0,-0.785422274683348,-0.0172220807260487,-0.3,0,0,-0.785422274683348,-0.0172220807260487,-6.15022238110154,-0.3,0,-0.785422274683348,-0.0172220807260487,-6.15022238110154,-0.3,0,0,-0.785422274683348,-0.0172220807260487,-6.15022238110154,0,-0,-1.13134573655006,0.0179392800330267,6.40872192367449,-0,0,-1.13134573655006,0.0179392800330267,6.40872192367449,-0,0,0,-0.494912589197448,0.0443985434759864,-0,0,0,-0.494912589197448,0.0443985434759864,15.8570269309092,-0,0,0,0,-0,0.431395960802538,0.0179357880852995,6.40498051542979,-0,0,0.431395960802538,0.0179357880852995,6.40498051542979,-0,0,0,1.10503718474114,0.00852034374043948,-0,0,0,1.10503718474114,0.00852034374043948,3.03975692706689,-0,0,0,0,-8.23244077492743e-05
0.0032,-0.3,0,0,-0.785429655377642,-0.0196820626146249,-0.3,0,0,-0.785429655377642,-0.0196820626146249,-6.14995771123538,-0.3,0,-0.785429655377642,-0.0196820626146249,-6.14995771123538,-0.3,0,0,-0.785429655377642,-0.0196820626146249,-6.14995771123538,0,-0,-1.13133804794929,0.0205030018963959,6.40959396619552,-0,0,-1.13133804794929,0.0205030018963959,6.40959396619552,-0,0,0,-0.494893561139084,0.0507414203490352,-0,0,0,-0.494893561139084,0.0507414203490352,15.8572250674089,-0,0,0,0,-0,0.431403647677683,0.0204977893928762,6.40470718170097,-0,0,0.431403647677683,0.0204977893928762,6.40470718170097,-0,0,0,1.10504083594698,0.00973592724780715,-0,0,0,1.10504083594698,0.00973592724780715,3.03826432584746,-0,0,0,0,-0.000107525756847453
0.0036,-0.3,0,0,-0.785438020094067,-0.0221419513312335,-0.3,0,0,-0.785438020094067,-0.0221419513312335,-6.14965774058546,-0.3,0,-0.785438020094067,-0.0221419513312335,-6.14965774058546,-0.3,0,0,-0.785438020094067,-0.0221419513312335,-6.14965774058546,0,-0,-1.13132933384516,0.0230670734824565,6.41058227779621,-0,0,-1.13132933384516,0.0230670734824565,6.41058227779621,-0,0,0,-0.494871995938898,0.0570843719718084,-0,0,0,-0.494871995938898,0.0570843719718084,15.8574495364053,-0,0,0,0,-0,0.431412359272261,0.0230596517270028,6.40439737787529,-0,0,0.431412359272261,0.0230596517270028,6.40439737787529,-0,0,0,1.10504497328699,0.0109508836889144,-0,0,0,1.10504497328699,0.0109508836889144,3.03657269916118,-0,0,0,0,-0.000136087285809772
