"time","inertiaLoad.phi","inertiaLoad.w","smpm.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[1].Phi.re","smpm.stator.electroMagneticConverter.singlePhaseElectroMagneticConverter[2].Phi.im","smpm.stator.zeroInductor.i0"
0,0,157.07963267948966,-0.50552761152221515,0,0
1.8514623064768489e-15,2.9082701903420034e-13,157.07963267948966,-0.50552761152221515,-4.9320590033833922e-21,-3.801758205846243e-34
1.8514623064768489e-15,2.9082701903420034e-13,157.07963267948966,-0.50552761152221515,-4.9320590033833922e-21,-3.801758205846243e-34
6.2603475814596947e-06,0.00098337307740092124,157.07962519204366,-0.50552664429394389,-1.8522247455140528e-06,9.2573123284792198e-08
6.2603475814596947e-06,0.00098337307740092124,157.07962519204366,-0.50552664429394389,-1.8522247455140528e-06,9.2573123284792198e-08
5.0000000000000002e-05,0.0078539743718696979,157.07922589650764,-0.50547223711022693,-0.00010066657001830151,7.3130462642412416e-07
0.0001,0.015707907222659256,157.07802810671464,-0.50530888771281435,-0.00039731004412837088,1.4450434326689967e-06
0.00015000000000000001,0.023561760840503109,157.07605676688559,-0.50503973598288887,-0.0008860313516380131,2.1414956420686955e-06
0.00020000000000000001,0.031415498312338037,157.07333239459956,-0.50466724068462299,-0.0015623098702699739,2.8210150425001813e-06
0.00025000000000000001,0.039269081671162463,157.069876733927,-0.50419394338074841,-0.0024214657927910054,3.4839744970607239e-06
0.00030000000000000003,0.047122474426145811,157.06571145189457,-0.50362230325815704,-0.0034589623292822103,4.1307280628903058e-06
0.00035,0.054975641547803759,157.06085805453543,-0.50295469942332416,-0.0046704025488537616,4.7616119513852807e-06
0.00040000000000000002,0.062828549079655155,157.0553380671586,-0.50219345941963112,-0.006051477270688407,5.3769507662576173e-06
0.00045000000000000004,0.070681164335110291,157.04917293987415,-0.50134084760281805,-0.0075979862518580866,5.977055016871692e-06
0.00050000000000000001,0.07853345575158284,157.0423840915644,-0.50039907641093029,-0.0093058178170207315,6.562223594609493e-06
0.00055000000000000003,0.08638539261555403,157.03499296144889,-0.49937032703063428,-0.011170911861995697,7.1327483420921739e-06
0.00060000000000000006,0.094236945343925446,157.0270208661824,-0.49825673167316387,-0.013189292176319589,7.6889101682257891e-06
0.00065000000000000008,0.10208808539483129,157.01848902003275,-0.49706038010647052,-0.015357054697386911,8.2309804796749968e-06
0.00069999999999999999,0.1099387852883395,157.00941847019718,-0.49578332026956973,-0.017670366774012375,8.7592213330756757e-06
0.00075000000000000002,0.11778901860802339,156.9998300332731,-0.49442756007740768,-0.020125464270548205,9.2738858464911359e-06
0.00080000000000000004,0.1256387599953212,156.98974438211962,-0.49299506509519608,-0.022718655260614673,9.7752176676684901e-06
0.00085000000000000006,0.13348798506554727,156.9791819666614,-0.49148776691326723,-0.025446305569099974,1.0263452993313533e-05
