"time","freeMotion.Q[1]","freeMotion.Q[2]","freeMotion.Q[3]","freeMotion.Q[4]","freeMotion.r_rel_a[1]","freeMotion.r_rel_a[2]","freeMotion.r_rel_a[3]","freeMotion.v_rel_a[1]","freeMotion.v_rel_a[2]","freeMotion.v_rel_a[3]","freeMotion.w_rel_b[1]","freeMotion.w_rel_b[2]","freeMotion.w_rel_b[3]"
0.064,-1.03221137494524e-43,-2.55574999698848e-23,-6.64495039426869e-23,1,0.2,-0.479410600517783,0.091920458148806,-1.36942992745239e-16,0.634711748341748,-0.249068951165906,0,-1.01357801761658e-21,-2.0839582942689e-21
0.066,-1.02922050742897e-43,-2.65799007741425e-23,-6.85332810698472e-23,1,0.2,-0.478122679429596,0.0914150615566407,-1.46680012536932e-16,0.653400496765962,-0.25640265340284,0,-1.01199799493108e-21,-2.08401002685875e-21
0.068,-1.02701742807523e-43,-2.75997927616676e-23,-7.06171413875937e-23,1,0.2,-0.476797465907916,0.0908950309399427,-1.5614368240429e-16,0.671984683947114,-0.263695324480024,0,-1.01063954886394e-21,-2.08405643703678e-21
0.07,-1.02579736372162e-43,-2.86163595327507e-23,-7.27010895046172e-23,1,0.2,-0.475435145773794,0.090360439217252,-1.65202140539679e-16,0.690461268780521,-0.270945771029355,0,-1.00966844408549e-21,-2.08409064109882e-21
0.072,-1.02575554120576e-43,-2.96287846876827e-23,-7.47851300296087e-23,1,0.2,-0.474035904848278,0.0898113593071084,-1.73723525135463e-16,0.708827210161499,-0.278152799682733,0,-1.00925044526602e-21,-2.08410575534069e-21
0.074,-1.02537532616634e-43,-3.06422390134593e-23,-7.68691862909053e-23,1,0.2,-0.472600151454406,0.0892479514406575,-1.82262788961242e-16,0.727080056067444,-0.285315448235347,0,-1.00850126160154e-21,-2.0841348605136e-21
0.076,-1.0251461447817e-43,-3.16548771563985e-23,-7.89532768659861e-23,1,0.2,-0.471128033174183,0.0886702735309521,-1.90570034707462e-16,0.745216664154414,-0.292432483591523,0,-1.00776711960614e-21,-2.08416420464832e-21
0.078,-1.02527432478766e-43,-3.26658438917099e-23,-8.10374068906205e-23,1,0.2,-0.469619734385799,0.0880783979303366,-1.98508946783252e-16,0.763233989497706,-0.299502710884137,0,-1.0072205932399e-21,-2.08418664488336e-21
0.08,-1.02573911427125e-43,-3.3675078199329e-23,-8.31215707186789e-23,1,0.2,-0.4680754689825,0.0874724085732364,-2.06034316057235e-16,0.781129065314791,-0.306524965910045,0,-1.00689496583086e-21,-2.08420033967166e-21
0.082,-1.02649125976536e-43,-3.46827264841859e-23,-8.52057622288358e-23,1,0.2,-0.466495476632339,0.0868523995084398,-2.12989716329464e-16,0.798899004229243,-0.313498115626066,0,-1.00678235905235e-21,-2.08420530904793e-21
0.084,-1.02733237856017e-43,-3.56900204650937e-23,-8.72899728133875e-23,1,0.2,-0.46488013186541,0.0862185177063125,-2.18636798142743e-16,0.816541334342764,-0.320421190027915,0,-1.00665952364141e-21,-2.08421131343769e-21
0.086,-1.02828186231833e-43,-3.66966069701661e-23,-8.9374197495504e-23,1,0.2,-0.463229612271921,0.0855708328555071,-2.2308699823786e-16,0.834052977031728,-0.32729298102458,0,-1.0066177178699e-21,-2.08421388931239e-21
0.088,-1.02926928806253e-43,-3.77027864691088e-23,-9.14584298009079e-23,1,0.2,-0.461544176664146,0.0849094465172475,-2.2610128401176e-16,0.851431103898543,-0.334112378716925,0,-1.00661849061973e-21,-2.08421443939532e-21
0.09,-1.03021851039764e-43,-3.87089010775142e-23,-9.35426631599144e-23,1,0.2,-0.459824089029316,0.0842344622834753,-2.27418293183108e-16,0.868672902488427,-0.340878279461973,0,-1.00661512651513e-21,-2.08421474017004e-21
0.092,-1.0013393799656e-43,-5.81489847417509e-23,-9.56268977781081e-23,1,0.2,-0.458069638096804,0.0835459934552641,-2.28281177277678e-16,0.885775676000542,-0.347589625000825,0,-3.17838498376312e-21,-2.08421321784937e-21
0.094,-9.0938409234056e-44,-1.16598997930005e-22,-9.77111345639993e-23,1,0.2,-0.456281120044535,0.0828441562565927,-2.30088168636088e-16,0.902736755162728,-0.354245367877185,0,-9.9460516705205e-21,-2.08420823969529e-21
0.096,-7.58027110753153e-44,-2.11721545694769e-22,-9.97953657903008e-23,1,0.2,-0.454458811902975,0.0821290593977348,-2.32317272831338e-16,0.919553362702696,-0.360844418254134,0,-2.10340993556897e-20,-2.08420317577528e-21
0.098,-5.30416886793055e-44,-3.53911880376985e-22,-1.01879588380074e-22,1,0.2,-0.452603009393117,0.0814008189233636,-2.35478796598079e-16,0.936222806164063,-0.367385719577592,0,-3.76671455003694e-20,-2.08419919763123e-21
0.1,-2.07837909288934e-44,-5.54718312922536e-22,-1.03963799590732e-22,1,0.2,-0.450714014634826,0.0806595533891514,-2.40156220401654e-16,0.952742415270147,-0.373868223997074,0,-6.12056464880745e-20,-2.08419761762873e-21
0.102,4.94205382293399e-45,-7.41903925486861e-22,-1.06048007325876e-22,1,0.2,-0.448792120395457,0.0799053776807259,-2.43638184660929e-16,0.969109590009358,-0.380290911235013,0,-8.09032613911305e-20,-2.08419451826941e-21
0.104,2.62455931158465e-44,-9.28691065544452e-22,-1.08132209588355e-22,1,0.2,-0.446837641475403,0.0791384153297604,-2.46629453735801e-16,0.985321704822251,-0.386652750988536,0,-9.83010190708196e-20,-2.08419145359955e-21
0.106,4.26083285402847e-44,-1.11623721842355e-21,-1.10216406320077e-22,1,0.2,-0.444850896622737,0.0783587914170464,-2.49383842373187e-16,1.00137616381203,-0.392952724594771,0,-1.13170613560772e-19,-2.08418928271381e-21
0.108,5.09450870424933e-44,-1.29392415404853e-21,-1.12300599366901e-22,1,0.2,-0.442832208586826,0.0775666325935345,-2.51715681092563e-16,1.01727040058085,-0.399189824966611,0,-1.23556080423928e-19,-2.08418818803816e-21
0.11,5.07626941645764e-44,-1.44044741150561e-21,-1.14384789916389e-22,1,0.2,-0.440781901961749,0.0767620662340641,-2.5351488843413e-16,1.03300187498267,-0.405363055318484,0,-1.22935970564733e-19,-2.08418814590711e-21
0.112,5.62252207754357e-44,-1.48790448028221e-21,-1.164689731349e-22,1,0.2,-0.438700287089433,0.0759452141207487,-2.55211005467334e-16,1.04856808292908,-0.411471433014302,0,-8.30643021143926e-20,-2.08418826305799e-21
0.114,5.89031182688043e-44,-1.43267080100493e-21,-1.18553154725287e-22,1,0.2,-0.436587709757945,0.0751162119452174,-2.56340511725151e-16,1.06396652611421,-0.417513977687101,0,-6.94829024504161e-21,-2.08418882517277e-21
0.116,5.9111109776127e-44,-1.24212354037155e-21,-1.20637336997468e-22,1,0.2,-0.434444509392001,0.0742751929020396,-2.5675209379671e-16,1.07919473748411,-0.423489721233591,0,1.15720023053281e-19,-2.0841895735092e-21
0.118,5.73269221435448e-44,-8.80183459365659e-22,-1.22721522682729e-22,1,0.2,-0.432271030501677,0.0734222921813445,-2.56276606118118e-16,1.09425027426252,-0.429397705077335,0,2.96359593278907e-19,-2.08419017681163e-21
0.12,5.97263759268613e-44,-3.9236021741591e-22,-1.24805708705772e-22,1,0.2,-0.430067617293254,0.0725576448540485,-2.5542044635968e-16,1.10913074173466,-0.435236989501845,0,4.89055498812277e-19,-2.084190974918e-21
0.122,7.31276054190591e-44,1.71928450483685e-22,-1.26889891873358e-22,1,0.2,-0.427834618591701,0.0716813878034997,-2.54732222743086e-16,1.12383377152298,-0.441006645125684,0,6.43942793174417e-19,-2.08419229954538e-21
0.124,9.78373630889281e-44,8.69271516628663e-22,-1.28974076923474e-22,1,0.2,-0.425572394805757,0.0707936624586646,-2.53906617495415e-16,1.13835699084824,-0.446705740840151,0,7.82742194678937e-19,-2.0841935132327e-21
0.126,1.38069428070385e-43,1.70218836200104e-21,-1.31058264802787e-22,1,0.2,-0.423281307784212,0.0698946108136039,-2.53089490836064e-16,1.15269806729666,-0.452333361376448,0,8.88752375932512e-19,-2.08419440899311e-21
0.128,1.98542464839189e-43,2.67140184570353e-21,-1.33142456494656e-22,1,0.2,-0.420961724128348,0.0689843767273165,-2.52451698013228e-16,1.16685469420112,-0.457888601569107,0,9.42773087616624e-19,-2.08419475325617e-21
0.13,2.75825348406472e-43,3.69555193882545e-21,-1.35226648221321e-22,1,0.2,-0.418614012591717,0.0680631049033799,-2.51813688255691e-16,1.18082465494486,-0.46337059158956,0,1.01287574145461e-18,-2.08419534006189e-21
0.132,3.75678220358883e-43,4.77206258605495e-21,-1.37310841057097e-22,1,0.2,-0.41623854929011,0.0671309429344074,-2.51397682152117e-16,1.19460569411859,-0.46877844638655,0,1.0745333694766e-18,-2.08419587881056e-21
0.134,5.02897269739267e-43,5.88293531911713e-21,-1.39395035298723e-22,1,0.2,-0.413835714650512,0.0661880401047791,-2.51387183708126e-16,1.20819559297305,-0.474111295294696,0,1.1159555974166e-18,-2.08419623123261e-21
0.136,6.6151323611105e-43,6.9965906997008e-21,-1.41479230575406e-22,1,0.2,-0.411405893470739,0.0652345474140449,-2.51935590520575e-16,1.2215921679442,-0.479368281455731,0,1.13602967239877e-18,-2.0841963872097e-21
0.138,9.62682620976498e-43,8.09516479557256e-21,-1.17526996726829e-22,1,0.2,-0.408949474643378,0.0642706174685961,-2.53095854975517e-16,1.23479327151232,-0.484548562155648,0,1.13633208693998e-18,9.83665691652385e-22
0.14,2.07894803112263e-42,9.2518260724275e-21,9.51629856241946e-23,1,0.2,-0.406466848730583,0.0632964035299811,-2.54340824412737e-16,1.24779682682084,-0.489651322409549,0,1.13041910823251e-18,2.62904209569905e-20
0.142,3.97702250428885e-42,1.04150903166443e-20,4.87345090763258e-22,1,0.2,-0.403958414729499,0.0623120621697476,-2.55901311839509e-16,1.2606007311029,-0.494675737065006,0,1.11790969226516e-18,7.27466609457086e-20
0.144,6.95820248925767e-42,1.15859030045477e-20,1.13120410481557e-21,1,0.2,-0.401424574517692,0.0613177510897563,-2.57667509346583e-16,1.27320293497029,-0.499621001916068,0,1.10576400262686e-18,1.48857889851198e-19
0.146,1.13856047598163e-41,1.27712139555058e-20,2.1139277674853e-21,1,0.2,-0.398865734309379,0.0603136296936256,-2.59477002456977e-16,1.2856014216265,-0.504486325546163,0,1.10270486182814e-18,2.64897403830358e-19
0.148,1.55388099814231e-41,1.39194084893594e-20,3.22993727972981e-21,1,0.2,-0.396282301827216,0.0592998579769031,-2.61647221172242e-16,1.29779420607554,-0.509270929017659,0,1.09686213877935e-18,3.85145112998091e-19
0.15,1.71912229025116e-41,1.49690777598522e-20,4.20809900731309e-21,1,0.2,-0.393674688320119,0.0582765973188869,-2.64576484258423e-16,1.30977933640543,-0.513974046375502,0,1.07230240341309e-18,4.63063184289719e-19
0.152,1.64971331396522e-41,1.59376632985051e-20,5.1271495942408e-21,1,0.2,-0.391043312285995,0.0572440119434711,-2.68017362402865e-16,1.32155489580148,-0.518594925437262,0,1.03923892891481e-18,5.05649946999805e-19
0.154,1.20968018807513e-41,1.6803622411241e-20,5.85650254606645e-21,1,0.2,-0.388388594366043,0.056202266915604,-2.72046860426843e-16,1.33311900078021,-0.523132827100105,0,9.93401256570148e-19,4.86701081286255e-19
0.156,2.3136473464515e-42,1.75436239830587e-20,6.22882608613527e-21,1,0.2,-0.385710958867685,0.0551515287389075,-2.76762579559075e-16,1.34446980226098,-0.527587025761295,0,9.2859377296612e-19,3.73515509866652e-19
0.158,-1.48745944925287e-41,1.81324176075232e-20,6.03643242432902e-21,1,0.2,-0.38301083369153,0.0540919653270143,-2.822856255215e-16,1.35560548595428,-0.531956809470596,0,8.36447967371349e-19,1.26287205718827e-19
0.16,-4.18647091980541e-41,1.85427027162556e-20,5.02766702581064e-21,1,0.2,-0.380288650258324,0.053023745974905,-2.88763516615068e-16,1.36652427275016,-0.536241480082667,0,7.06174689116218e-19,-3.02503000218558e-19
0.162,-8.14568431472329e-41,1.87449977084238e-20,2.90329787976908e-21,1,0.2,-0.377544843435915,0.051947041330246,-2.96373091805526e-16,1.37722441910659,-0.540440353409465,0,5.24316404973048e-19,-9.68695611345439e-19
0.164,-1.36883342815077e-40,1.87075090802328e-20,-6.87095231836048e-22,1,0.2,-0.374779851466209,0.0508620233647266,-3.053234188092e-16,1.38770421743778,-0.54455275937264,0,2.74499456536282e-19,-1.93706065769977e-18
0.166,-2.14179942031139e-40,1.84429704264829e-20,-5.55500826781556e-21,1,0.2,-0.371994117798682,0.0497688660935541,-3.1524228257165e-16,1.39796198784513,-0.548578038758651,0,-2.51122489937664e-20,-3.14131812966313e-18
0.168,-3.28797195546418e-40,1.81405088714196e-20,-9.30811028220963e-21,1,0.2,-0.369188096375261,0.048667747649305,-3.23446797286563e-16,1.407996054176,-0.552515533823913,0,-2.1611435292159e-19,-3.98965876803181e-18
0.17,-4.80380505393905e-40,1.7659213031187e-20,-1.37537597686858e-20,1,0.2,-0.366362231005956,0.0475588421886647,-3.3159087093299e-16,1.41780483773296,-0.556364625067505,0,-4.0650390566272e-19,-4.88078636572575e-18
0.172,-6.76552594566674e-40,1.70043212816818e-20,-1.88816979502968e-20,1,0.2,-0.36351697463014,0.046442327450795,-3.39417032759661e-16,1.42738676986754,-0.560124696931838,0,-5.88598746882463e-19,-5.77883248703946e-18
0.174,-9.25871109827374e-40,1.61852951018497e-20,-2.46600307456163e-20,1,0.2,-0.360652783487855,0.0453183824700832,-3.46620230041951e-16,1.43674031850418,-0.563795148211011,0,-7.531008527721e-19,-6.63838037327395e-18
0.176,-1.23788095415895e-39,1.52161592993195e-20,-3.10328846038715e-20,1,0.2,-0.357770117065896,0.0441871875549831,-3.52844553632198e-16,1.44586398844182,-0.567375392169139,0,-8.88965942661116e-19,-7.40366307475591e-18
0.178,-1.6231666192154e-39,1.41158422360378e-20,-3.7918062340076e-20,1,0.2,-0.35486943804389,0.0430489242668563,-3.57679963510018e-16,1.45475632165543,-0.570864856658677,0,-9.83273085629438e-19,-8.00776158285688e-18
0.18,-2.09340451777243e-39,1.29085160539026e-20,-4.52046989701613e-20,1,0.2,-0.351951212240374,0.0419037753988137,-3.60659014332625e-16,1.4634158975975,-0.574262984238743,0,-1.02109430711965e-18,-8.37180296201238e-18
0.182,-2.66141531617827e-39,1.16239369003984e-20,-5.27509175461102e-20,1,0.2,-0.349015908558882,0.0407519249545565,-3.61253580985143e-16,1.47184133349961,-0.577569232293448,0,-9.85364195549232e-19,-8.40415848174112e-18
0.184,-3.34121626680432e-39,1.029778515423e-20,-6.03814849910888e-20,1,0.2,-0.346063998934017,0.0395935581272173,-3.58871584130928e-16,1.48003128467394,-0.580783073150216,0,-8.56749508922795e-19,-7.99964174866414e-18
0.186,-3.90118717720926e-39,8.84840884157633e-21,-6.91065244657505e-20,1,0.2,-0.343095933825175,0.0384288516827834,-3.59985608333892e-16,1.4879844128772,-0.58390398166538,0,-8.30169246516262e-19,-8.16530483992347e-18
0.188,-4.43850167336739e-39,7.36471074067935e-21,-7.8278394031812e-20,1,0.2,-0.340112199050826,0.0372579962625933,-3.61537342901803e-16,1.49569946091475,-0.586931464499795,0,-8.1062887328366e-19,-8.39861619396307e-18
0.19,-4.9670660128537e-39,5.90017540570526e-21,-8.76275834721653e-20,1,0.2,-0.337113274917645,0.0360811803450858,-3.62839174549346e-16,1.50317519963043,-0.589865039316978,0,-7.74732361566762e-19,-8.56722541692219e-18
0.192,-5.46856746602016e-39,4.49873914958996e-21,-9.7008152638048e-20,1,0.2,-0.334099641217388,0.03489859220664,-3.64097772284586e-16,1.51041043480507,-0.592704237490155,0,-7.25801178328722e-19,-8.67545497510651e-18
0.194,-5.92156391543358e-39,3.20966697192359e-21,-1.06251774068646e-19,1,0.2,-0.331071780048914,0.0337104210289707,-3.65572003290012e-16,1.51740401121429,-0.59544860569461,0,-6.68262786558843e-19,-8.73099474714815e-18
0.196,-6.30129125520467e-39,2.08777016561174e-21,-1.15166600222368e-19,1,0.2,-0.328030175740005,0.0325168568684506,-3.67576733941456e-16,1.52415481289837,-0.598097706013574,0,-6.07735188319621e-19,-8.74521784094568e-18
0.198,-6.57947079031701e-39,1.19362392353655e-21,-1.23536130708119e-19,1,0.2,-0.324975314769186,0.0313180906254319,-3.70486630827003e-16,1.53066176343208,-0.600651116044118,0,-5.51111467793796e-19,-8.73349641060405e-18
0.2,-6.7241166359561e-39,5.93784945217861e-22,-1.31118079516575e-19,1,0.2,-0.32190768568755,0.0301143140135679,-3.74739961765918e-16,1.53692382619455,-0.603108429003045,0,-5.06644334331408e-19,-8.71551747337461e-18
0.202,-6.69934311683834e-39,3.61009043474316e-22,-1.37643242251459e-19,1,0.2,-0.318827779040576,0.0289057195291347,-3.80842396827556e-16,1.54294000463909,-0.605469253832779,0,-4.84030665496844e-19,-8.71559872659503e-18
0.204,-6.71989656003174e-39,9.25650096831208e-23,-1.44556235230874e-19,1,0.2,-0.315736088257745,0.0276925008001275,-3.85832002715488e-16,1.54870930216099,-0.607733199452973,0,-4.3558125443161e-19,-8.61524879707909e-18
0.206,-6.8746994067726e-39,-3.77709060389906e-22,-1.52441376177042e-19,1,0.2,-0.312633108144796,0.0264748519946029,-3.88510352408205e-16,1.55423078204682,-0.609899898285379,0,-3.43330684097271e-19,-8.37173854129728e-18
0.208,-6.99203050894904e-39,-7.24492079722977e-22,-1.60100936188952e-19,1,0.2,-0.309519334294051,0.0252529675892817,-3.91316658572364e-16,1.5595035890976,-0.61196901473906,0,-2.502595566233e-19,-8.09650873139882e-18
0.21,-7.07450363384537e-39,-9.54046623572212e-22,-1.67529820545294e-19,1,0.2,-0.30639526465961,0.0240270429876774,-3.94285877999582e-16,1.56452688087579,-0.613940218230822,0,-1.59729010607449e-19,-7.8030602886388e-18
0.212,-7.12626153925352e-39,-1.07744050303217e-21,-1.74734060983296e-19,1,0.2,-0.303261398823354,0.0227972742320647,-3.97450575757915e-16,1.56929985535344,-0.615813194034716,0,-7.54887225692058e-20,-7.50739627722995e-18
0.214,-7.15309876050557e-39,-1.11092582880838e-21,-1.81731839633411e-19,1,0.2,-0.300118237917962,0.0215638579732716,-4.00840344627675e-16,1.57382175113208,-0.617587643368306,0,-1.68850448165693e-21,-7.2281547773231e-18
0.216,-7.16258439750632e-39,-1.07631807498983e-21,-1.88554512954009e-19,1,0.2,-0.296966284549931,0.020326991440471,-4.04481224537242e-16,1.57809184766248,-0.619263283478928,0,5.71100986966595e-20,-6.9867417579876e-18
0.218,-7.16418490176585e-39,-1.00137514282157e-21,-1.95247635666061e-19,1,0.2,-0.293806042722598,0.0190868724109733,-4.08395121998885e-16,1.58210946546452,-0.620839847729949,0,9.59222114898954e-20,-6.80746395019172e-18
0.22,-7.16938686343208e-39,-9.20176424477192e-22,-2.01871984687828e-19,1,0.2,-0.290638017759158,0.0178436991800176,-4.12599229544579e-16,1.58587396634698,-0.622317085687031,0,1.09328030373035e-19,-6.71766171978316e-18
0.222,-7.16998661631253e-39,-8.0258695180683e-22,-2.08361899699864e-19,1,0.2,-0.287462716706339,0.0165976707191806,-4.17012206098389e-16,1.58938473865242,-0.62369475732803,0,1.04780827477788e-19,-6.68344986760107e-18
0.224,-7.09206595305482e-39,-4.0474920696447e-22,-2.14224728514121e-19,1,0.2,-0.284280649273361,0.0153489870448326,-4.21256524370406e-16,1.59264116582564,-0.624972620708849,0,1.30747941861344e-19,-6.47375006542956e-18
0.226,-7.0082606937208e-39,4.1481126462061e-23,-2.19928257944639e-19,1,0.2,-0.281092323084544,0.0140978473552048,-4.25563863318952e-16,1.59564277214014,-0.626150489148372,0,1.47277038513855e-19,-6.28610012452071e-18
0.228,-6.92722196656205e-39,5.12391810614671e-22,-2.25525030784874e-19,1,0.2,-0.27789824824006,0.0128444518200828,-4.2987489318886e-16,1.59838907842935,-0.627228174615547,0,1.54501153893045e-19,-6.12548801004159e-18
0.23,-6.8588711302642e-39,9.80483607314956e-22,-2.31079018762397e-19,1,0.2,-0.274698935805062,0.0115890009879236,-4.34116843101945e-16,1.60087964697928,-0.628205505345848,0,1.52892438169513e-19,-5.99657733685915e-18
