"time","junctionIdeal.medium.h","junctionIdeal.medium.p","pipe1.mediums[1].h","pipe1.mediums[1].p","pipe2.mediums[1].h","pipe2.mediums[1].p","pipe3.mediums[1].h","pipe3.mediums[1].p","valveOpening1.a","valveOpening1.b","valveOpening1.last","valveOpening1.nextEvent","valveOpening2.a","valveOpening2.b","valveOpening2.last","valveOpening2.nextEvent"
1.337,97435.3687329587,391312.420205886,99978.1563820986,445674.423060447,88276.5482341186,373123.044378714,88389.0497281114,353331.040552437,-0.99,1.99,3,2,0,1,2,3
1.338,97442.3116795966,391402.59611604,99985.1385937751,445719.485428277,88278.6750630857,373258.240679377,88391.9724181333,353409.46496993,-0.99,1.99,3,2,0,1,2,3
1.339,97449.2518754592,391492.801527139,99992.1142372701,445764.562563977,88280.8004739745,373393.439388256,88394.8968391393,353487.91504525,-0.99,1.99,3,2,0,1,2,3
1.34,97456.1893076217,391583.036374043,99999.0833169941,445809.654434988,88282.9244621727,373528.640332557,88397.8229901572,353566.390721742,-0.99,1.99,3,2,0,1,2,3
1.341,97463.123963224,391673.30059144,100006.045837354,445854.761008666,88285.0470230635,373663.843339175,88400.7508702096,353644.891942608,-0.99,1.99,3,2,0,1,2,3
1.342,97470.0558294709,391763.594113852,100013.001802752,445899.882252283,88287.1681520254,373799.048234692,88403.6804783136,353723.418650901,-0.99,1.99,3,2,0,1,2,3
1.343,97476.9848936317,391853.91687563,100019.951217588,445945.018133028,88289.2878444326,373934.25484538,88406.6118134815,353801.970789528,-0.99,1.99,3,2,0,1,2,3
1.344,97483.9111430409,391944.268810959,100026.894086256,445990.168618003,88291.4060956547,374069.462997202,88409.5448747199,353880.54830125,-0.99,1.99,3,2,0,1,2,3
1.345,97490.8345650972,392034.649853853,100033.830413147,446035.333674228,88293.5229010567,374204.672515807,88412.4796610305,353959.151128681,-0.99,1.99,3,2,0,1,2,3
1.346,97497.7551472645,392125.05993816,100040.760202648,446080.513268638,88295.6382559995,374339.883226535,88415.4161714099,354037.779214288,-0.99,1.99,3,2,0,1,2,3
1.347,97504.6728770712,392215.498997558,100047.683459144,446125.707368084,88297.7521558389,374475.094954414,88418.354404849,354116.432500393,-0.99,1.99,3,2,0,1,2,3
1.348,97511.5877421106,392305.966965555,100054.600187012,446170.915939332,88299.8645959267,374610.307524163,88421.294360334,354195.110929171,-0.99,1.99,3,2,0,1,2,3
1.349,97518.4997300407,392396.463775493,100061.510390628,446216.138949063,88301.9755716099,374745.520760187,88424.2360368455,354273.814442649,-0.99,1.99,3,2,0,1,2,3
1.35,97525.4088285842,392486.989360544,100068.414074364,446261.376363877,88304.0850782312,374880.734486584,88427.1794333592,354352.542982709,-0.99,1.99,3,2,0,1,2,3
1.351,97532.3150255287,392577.543653712,100075.311242587,446306.628150286,88306.1931111286,375015.948527137,88430.1245488454,354431.296491086,-0.99,1.99,3,2,0,1,2,3
1.352,97539.2183087264,392668.126587833,100082.201899661,446351.894274719,88308.2996656357,375151.162705322,88433.0713822691,354510.07490937,-0.99,1.99,3,2,0,1,2,3
1.353,97546.1186660944,392758.738095572,100089.086049945,446397.174703522,88310.4047370816,375286.3768443,88436.0199325903,354588.878179002,-0.99,1.99,3,2,0,1,2,3
1.354,97553.0160856143,392849.378109427,100095.963697795,446442.469402955,88312.508320791,375421.590766926,88438.9701987635,354667.706241278,-0.99,1.99,3,2,0,1,2,3
1.355,97559.9105553328,392940.046561729,100102.834847564,446487.778339194,88314.6104120838,375556.804295739,88441.9221797384,354746.559037348,-0.99,1.99,3,2,0,1,2,3
1.356,97566.8020633611,393030.743384638,100109.699503599,446533.101478332,88316.7110062756,375692.01725297,88444.8758744591,354825.436508213,-0.99,1.99,3,2,0,1,2,3
1.357,97573.6905978752,393121.468510146,100116.557670244,446578.438786376,88318.8100986776,375827.229460538,88447.8312818647,354904.33859473,-0.99,1.99,3,2,0,1,2,3
1.358,97580.5761471161,393212.221870078,100123.40935184,446623.790229249,88320.9076845963,375962.440740054,88450.7884008889,354983.265237609,-0.99,1.99,3,2,0,1,2,3
1.359,97587.4586993891,393303.003396088,100130.254552721,446669.155772791,88323.0037593337,376097.650912813,88453.7472304603,355062.216377413,-0.99,1.99,3,2,0,1,2,3
1.36,97594.3382430647,393393.813019663,100137.093277222,446714.535382757,88325.0983181875,376232.859799803,88456.7077695024,355141.191954559,-0.99,1.99,3,2,0,1,2,3
1.361,97601.2147665779,393484.650672121,100143.92552967,446759.929024817,88327.1913564507,376368.067221699,88459.6700169332,355220.191909317,-0.99,1.99,3,2,0,1,2,3
1.362,97608.0882584285,393575.516284612,100150.75131439,446805.336664557,88329.2828694118,376503.272998868,88462.6339716658,355299.21618181,-0.99,1.99,3,2,0,1,2,3
1.363,97614.9587071811,393666.409788116,100157.570635701,446850.75826748,88331.3728523549,376638.476951362,88465.5996326078,355378.264712017,-0.99,1.99,3,2,0,1,2,3
1.364,97621.826101465,393757.331113445,100164.383497922,446896.193799002,88333.4613005595,376773.678898925,88468.5669986616,355457.337439767,-0.99,1.99,3,2,0,1,2,3
1.365,97628.6904299743,393848.280191244,100171.189905365,446941.643224458,88335.5482093008,376908.878660989,88471.5360687247,355536.434304745,-0.99,1.99,3,2,0,1,2,3
1.366,97635.5516814678,393939.256951988,100177.989862337,446987.106509096,88337.6335738492,377044.076056675,88474.5068416891,355615.555246488,-0.99,1.99,3,2,0,1,2,3
1.367,97642.4098447692,394030.261325983,100184.783373146,447032.583618082,88339.7173894707,377179.270904794,88477.4793164416,355694.700204389,-0.99,1.99,3,2,0,1,2,3
1.368,97649.2649087667,394121.293243367,100191.57044209,447078.074516495,88341.7996514269,377314.463023846,88480.4534918639,355773.869117691,-0.99,1.99,3,2,0,1,2,3
1.369,97656.1168624136,394212.35263411,100198.351073468,447123.579169332,88343.8803549749,377449.652232018,88483.4293668324,355853.061925493,-0.99,1.99,3,2,0,1,2,3
1.37,97662.9656947276,394303.439428013,100205.125271573,447169.097541505,88345.9594953672,377584.838347189,88486.4069402182,355932.278566747,-0.99,1.99,3,2,0,1,2,3
1.371,97669.8113947913,394394.553554708,100211.893040693,447214.629597842,88348.0370678517,377720.021186926,88489.3862108874,356011.518980257,-0.99,1.99,3,2,0,1,2,3
1.372,97676.6539517522,394485.694943658,100218.654385115,447260.175303085,88350.113067672,377855.200568484,88492.3671777007,356090.783104684,-0.99,1.99,3,2,0,1,2,3
1.373,97683.4933548224,394576.863524159,100225.409309119,447305.734621894,88352.1874900672,377990.376308807,88495.3498395136,356170.070878538,-0.99,1.99,3,2,0,1,2,3
1.374,97690.3295932788,394668.059225338,100232.157816983,447351.307518844,88354.2603302717,378125.548224532,88498.3341951766,356249.382240186,-0.99,1.99,3,2,0,1,2,3
1.375,97697.1626564629,394759.281976152,100238.899912981,447396.893958425,88356.3315835156,378260.716131979,88501.3202435347,356328.717127847,-0.99,1.99,3,2,0,1,2,3
1.376,97703.9925337812,394850.531705391,100245.635601382,447442.493905042,88358.4012450243,378395.879847162,88504.3079834278,356408.075479594,-0.99,1.99,3,2,0,1,2,3
1.377,97710.8192147048,394941.808341676,100252.364886453,447488.107323019,88360.4693100189,378531.039185782,88507.2974136906,356487.457233353,-0.99,1.99,3,2,0,1,2,3
1.378,97717.6426887697,395033.111813459,100259.087772454,447533.734176592,88362.5357737158,378666.193963229,88510.2885331525,356566.862326904,-0.99,1.99,3,2,0,1,2,3
1.379,97724.4629455765,395124.442049024,100265.804263645,447579.374429915,88364.6006313271,378801.343994583,88513.2813406378,356646.29069788,-0.99,1.99,3,2,0,1,2,3
1.38,97731.2799747906,395215.798976485,100272.514364278,447625.028047056,88366.6638780603,378936.489094612,88516.2758349655,356725.742283768,-0.99,1.99,3,2,0,1,2,3
1.381,97738.0937661421,395307.182523791,100279.218078604,447670.694992001,88368.7255091183,379071.629077774,88519.2720149495,356805.217021908,-0.99,1.99,3,2,0,1,2,3
1.382,97744.9043094261,395398.592618718,100285.91541087,447716.375228649,88370.7855196996,379206.763758216,88522.2698793983,356884.714849495,-0.99,1.99,3,2,0,1,2,3
1.383,97751.7115945022,395490.029188876,100292.606365317,447762.068720818,88372.8439049982,379341.892949773,88525.2694271152,356964.235703575,-0.99,1.99,3,2,0,1,2,3
1.384,97758.5156112948,395581.492161706,100299.290946184,447807.775432238,88374.9006602036,379477.016465971,88528.2706568985,357043.779521049,-0.99,1.99,3,2,0,1,2,3
1.385,97765.3163497931,395672.98146448,100305.969157706,447853.495326557,88376.9557805007,379612.134120024,88531.2735675411,357123.346238672,-0.99,1.99,3,2,0,1,2,3
1.386,97772.1138000511,395764.497024303,100312.641004112,447899.228367338,88379.0092610701,379747.245724834,88534.2781578306,357202.935793051,-0.99,1.99,3,2,0,1,2,3
1.387,97778.9079521875,395856.038768108,100319.30648963,447944.974518061,88381.0610970877,379882.351092994,88537.2844265498,357282.548120648,-0.99,1.99,3,2,0,1,2,3
1.388,97785.6987963856,395947.606622663,100325.965618482,447990.733742119,88383.1112837249,380017.450036785,88540.2923724757,357362.183157777,-0.99,1.99,3,2,0,1,2,3
1.389,97792.4863228939,396039.200514566,100332.618394887,448036.506002823,88385.1598161488,380152.542368178,88543.3019943804,357441.840840608,-0.99,1.99,3,2,0,1,2,3
1.39,97799.2705598928,396130.820259268,100339.26481867,448082.291207749,88387.2066908509,380287.628107876,88546.3132891476,357521.521008446,-0.99,1.99,3,2,0,1,2,3
1.391,97806.0517505922,396222.465042059,100345.904864731,448128.08894847,88389.2519118636,380422.708462963,88549.3262429639,357601.222951424,-0.99,1.99,3,2,0,1,2,3
1.392,97812.8296127756,396314.135588108,100352.538568887,448173.89958875,88391.29546477,380557.781739288,88552.3408681467,357680.947301652,-0.99,1.99,3,2,0,1,2,3
1.393,97819.6041374217,396405.831821957,100359.165935285,448219.723090868,88393.3373447356,380692.847750183,88555.3571634238,357760.693993509,-0.99,1.99,3,2,0,1,2,3
1.394,97826.3753155795,396497.553667965,100365.786968071,448265.559417013,88395.3775469217,380827.906308696,88558.3751275174,357840.462961212,-0.99,1.99,3,2,0,1,2,3
1.395,97833.1431383677,396589.301050304,100372.401671383,448311.40852928,88397.416066485,380962.957227593,88561.3947591444,357920.254138819,-0.99,1.99,3,2,0,1,2,3
1.396,97839.9075969753,396681.073892964,100379.010049356,448357.270389673,88399.4528985781,381098.000319358,88564.4160570159,358000.067460228,-0.99,1.99,3,2,0,1,2,3
1.397,97846.668682661,396772.872119751,100385.61210612,448403.144960105,88401.4880383492,381233.035396193,88567.439019838,358079.902859178,-0.99,1.99,3,2,0,1,2,3
1.398,97853.4263867535,396864.695654288,100392.207845802,448449.032202396,88403.5214809422,381368.062270019,88570.4636463108,358159.760269248,-0.99,1.99,3,2,0,1,2,3
1.399,97860.180700652,396956.544420012,100398.797272523,448494.932078274,88405.5532214967,381503.080752474,88573.4899351294,358239.639623855,-0.99,1.99,3,2,0,1,2,3
1.4,97866.9316158249,397048.418340177,100405.380390399,448540.844549374,88407.583255148,381638.090654915,88576.517884983,358319.540856258,-0.99,1.99,3,2,0,1,2,3
1.401,97873.6791238113,397140.317337853,100411.957203544,448586.769577241,88409.611577027,381773.091788416,88579.5474945557,358399.463899557,-0.99,1.99,3,2,0,1,2,3
1.402,97880.4232162199,397232.241335928,100418.527716064,448632.707123327,88411.6381822604,381908.083963768,88582.5787625258,358479.40868669,-0.99,1.99,3,2,0,1,2,3
1.403,97887.1638847295,397324.190257101,100425.091932062,448678.657148992,88413.6630659704,382043.066991484,88585.6116875664,358559.375150436,-0.99,1.99,3,2,0,1,2,3
1.404,97893.9011210889,397416.164023894,100431.649855639,448724.619615504,88415.686223275,382178.04068179,88588.6462683449,358639.363223415,-0.99,1.99,3,2,0,1,2,3
1.405,97900.6349171169,397508.162558638,100438.201490887,448770.59448404,88417.7076492879,382313.004844634,88591.6825035233,358719.372838085,-0.99,1.99,3,2,0,1,2,3
1.406,97907.3652647023,397600.185783486,100444.746841897,448816.581715683,88419.7273391185,382447.959289679,88594.7203917582,358799.403926746,-0.99,1.99,3,2,0,1,2,3
1.407,97914.0921558038,397692.233620404,100451.285912754,448862.581271425,88421.7452878717,382582.903826309,88597.7599317006,358879.456421538,-0.99,1.99,3,2,0,1,2,3
1.408,97920.8155824503,397784.305991174,100457.818707538,448908.593112167,88423.7614906483,382717.838263624,88600.8011219961,358959.53025444,-0.99,1.99,3,2,0,1,2,3
1.409,97927.5355367405,397876.402817395,100464.345230325,448954.617198716,88425.7759425446,382852.762410442,88603.8439612849,359039.625357272,-0.99,1.99,3,2,0,1,2,3
1.41,97934.2520108432,397968.524020482,100470.865485188,449000.65349179,88427.7886386528,382987.6760753,88606.8884482014,359119.741661694,-0.99,1.99,3,2,0,1,2,3
1.411,97940.9649969972,398060.669521665,100477.379476192,449046.701952011,88429.7995740605,383122.579066452,88609.934581375,359199.879099207,-0.99,1.99,3,2,0,1,2,3
1.412,97947.6744875111,398152.839241992,100483.887207402,449092.762539913,88431.8087438512,383257.471191871,88612.9823594291,359280.037601149,-0.99,1.99,3,2,0,1,2,3
1.413,97954.3804747639,398245.033102326,100490.388682874,449138.835215935,88433.8161431041,383392.352259247,88616.0317809821,359360.217098702,-0.99,1.99,3,2,0,1,2,3
1.414,97961.0829512041,398337.251023345,100496.883906662,449184.919940425,88435.8217668938,383527.222075989,88619.0828446466,359440.417522885,-0.99,1.99,3,2,0,1,2,3
1.415,97967.7819093506,398429.492925545,100503.372882816,449231.016673639,88437.8256102909,383662.080449224,88622.1355490299,359520.63880456,-0.99,1.99,3,2,0,1,2,3
1.416,97974.4773417922,398521.758729237,100509.855615379,449277.125375743,88439.8276683616,383796.927185796,88625.1898927337,359600.880874427,-0.99,1.99,3,2,0,1,2,3
1.417,97981.1692411874,398614.048354549,100516.332108392,449323.246006807,88441.8279361675,383931.762092268,88628.2458743543,359681.143663026,-0.99,1.99,3,2,0,1,2,3
1.418,97987.8576002652,398706.361721423,100522.80236589,449369.378526812,88443.8264087664,384066.584974921,88631.3034924824,359761.427100739,-0.99,1.99,3,2,0,1,2,3
1.419,97994.5424118241,398798.698749618,100529.266391904,449415.522895647,88445.8230812112,384201.395639752,88634.3627457036,359841.731117786,-0.99,1.99,3,2,0,1,2,3
1.42,98001.2236687329,398891.059358712,100535.724190461,449461.679073107,88447.817948551,384336.193892479,88637.4236325974,359922.055644229,-0.99,1.99,3,2,0,1,2,3
1.421,98007.9013639304,398983.443468094,100542.175765581,449507.847018896,88449.8110058303,384470.979538537,88640.4861517385,360002.400609969,-0.99,1.99,3,2,0,1,2,3
1.422,98014.5754904253,399075.850996974,100548.621121284,449554.026692627,88451.8022480893,384605.752383077,88643.5503016955,360082.765944747,-0.99,1.99,3,2,0,1,2,3
1.423,98021.2460412962,399168.281864373,100555.06026158,449600.21805382,88453.7916703638,384740.512230972,88646.616081032,360163.151578144,-0.99,1.99,3,2,0,1,2,3
1.424,98027.9130096918,399260.735989133,100561.49319048,449646.421061904,88455.7792676856,384875.258886809,88649.6834883058,360243.557439583,-0.99,1.99,3,2,0,1,2,3
1.425,98034.5763888309,399353.213289908,100567.919911986,449692.635676213,88457.7650350819,385009.992154895,88652.7525220694,360323.983458325,-0.99,1.99,3,2,0,1,2,3
1.426,98041.2361720022,399445.713685172,100574.340430097,449738.861855993,88459.7489675756,385144.711839256,88655.8231808698,360404.429563472,-0.99,1.99,3,2,0,1,2,3
1.427,98047.8923525643,399538.237093211,100580.754748809,449785.099560396,88461.7310601854,385279.417743633,88658.8954632485,360484.895683965,-0.99,1.99,3,2,0,1,2,3
1.428,98054.544923946,399630.783432131,100587.162872112,449831.348748482,88463.7113079256,385414.109671488,88661.9693677415,360565.381748588,-0.99,1.99,3,2,0,1,2,3
1.429,98061.1938796459,399723.35261985,100593.564803991,449877.609379219,88465.6897058061,385548.787425999,88665.0448928793,360645.887685961,-0.99,1.99,3,2,0,1,2,3
1.43,98067.8392132326,399815.944574106,100599.960548428,449923.881411484,88467.6662488327,385683.450810064,88668.1220371871,360726.413424548,-0.99,1.99,3,2,0,1,2,3
1.431,98074.4809183449,399908.55921245,100606.350109399,449970.16480406,88469.6409320067,385818.099626297,88671.2007991844,360806.95889265,-0.99,1.99,3,2,0,1,2,3
1.432,98081.1189886915,400001.196452252,100612.733490876,450016.45951564,88471.6137503252,385952.733677031,88674.2811773853,360887.524018411,-0.99,1.99,3,2,0,1,2,3
1.433,98087.7534180509,400093.856210694,100619.110696828,450062.765504824,88473.5846987808,386087.352764316,88677.3631702984,360968.108729814,-0.99,1.99,3,2,0,1,2,3
1.434,98094.3842002718,400186.538404778,100625.481731216,450109.082730121,88475.5537723619,386221.956689923,88680.4467764269,361048.712954679,-0.99,1.99,3,2,0,1,2,3
1.435,98101.011329273,400279.242951321,100631.846598,450155.411149946,88477.5209660527,386356.545255337,88683.5319942685,361129.336620672,-0.99,1.99,3,2,0,1,2,3
1.436,98107.634799043,400371.969766954,100638.205301133,450201.750722624,88479.4862748329,386491.118261764,88686.6188223154,361209.979655295,-0.99,1.99,3,2,0,1,2,3
1.437,98114.2546036404,400464.718768127,100644.557844566,450248.101406387,88481.449693678,386625.675510126,88689.7072590542,361290.64198589,-0.99,1.99,3,2,0,1,2,3
1.438,98120.8707371941,400557.489871104,100650.904232242,450294.463159376,88483.411217559,386760.216801065,88692.7973029663,361371.323539642,-0.99,1.99,3,2,0,1,2,3
1.439,98127.4831939024,400650.282991967,100657.244468104,450340.835939638,88485.3708414427,386894.741934939,88695.8889525274,361452.024243574,-0.99,1.99,3,2,0,1,2,3
1.44,98134.0919680342,400743.098046612,100663.578556085,450387.219705131,88487.3285602917,387029.250711826,88698.9822062078,361532.744024549,-0.99,1.99,3,2,0,1,2,3
1.441,98140.6970539279,400835.934950752,100669.906500119,450433.614413717,88489.284369064,387163.74293152,88702.0770624722,361613.482809271,-0.99,1.99,3,2,0,1,2,3
1.442,98147.2984459923,400928.793619916,100676.228304132,450480.02002317,88491.2382627136,387298.218393535,88705.1735197801,361694.240524283,-0.99,1.99,3,2,0,1,2,3
1.443,98153.8961387059,401021.673969449,100682.543972046,450526.43649117,88493.1902361899,387432.676897101,88708.2715765852,361775.01709597,-0.99,1.99,3,2,0,1,2,3
1.444,98160.4901266174,401114.575914513,100688.853507779,450572.863775305,88495.1402844382,387567.118241168,88711.371231336,361855.812450556,-0.99,1.99,3,2,0,1,2,3
1.445,98167.0804043453,401207.499370084,100695.156915245,450619.301833072,88497.0884023993,387701.542224402,88714.4724824754,361936.626514104,-0.99,1.99,3,2,0,1,2,3
1.446,98173.6669665783,401300.444250957,100701.454198352,450665.750621874,88499.0345850098,387835.94864519,88717.5753284406,362017.459212519,-0.99,1.99,3,2,0,1,2,3
1.447,98180.2498080749,401393.41047174,100707.745361005,450712.210099024,88500.978827202,387970.337301633,88720.6797676639,362098.310471546,-0.99,1.99,3,2,0,1,2,3
1.448,98186.8289236638,401486.397946858,100714.030407103,450758.680221743,88502.9211239037,388104.707991553,88723.7857985714,362179.180216769,-0.99,1.99,3,2,0,1,2,3
1.449,98193.4043082435,401579.406590555,100720.309340542,450805.160947158,88504.8614700386,388239.060512489,88726.8934195843,362260.068373612,-0.99,1.99,3,2,0,1,2,3
1.45,98199.9759567826,401672.436316886,100726.582165212,450851.652232306,88506.7998605259,388373.394661698,88730.0026291181,362340.97486734,-0.99,1.99,3,2,0,1,2,3
1.451,98206.5438643197,401765.487039726,100732.848885,450898.154034131,88508.7362902806,388507.710236156,88733.1134255828,362421.899623059,-0.99,1.99,3,2,0,1,2,3
1.452,98213.1080259634,401858.558672765,100739.109503787,450944.666309487,88510.6707542133,388642.007032555,88736.2258073829,362502.842565712,-0.99,1.99,3,2,0,1,2,3
1.453,98219.6684368923,401951.651129508,100745.36402545,450991.189015132,88512.6032472305,388776.284847307,88739.3397729175,362583.803620086,-0.99,1.99,3,2,0,1,2,3
1.454,98226.2250923548,402044.764323277,100751.612453863,451037.722107735,88514.533764234,388910.543476542,88742.4553205803,362664.782710805,-0.99,1.99,3,2,0,1,2,3
1.455,98232.7779876696,402137.898167211,100757.854792893,451084.265543873,88516.4623001216,389044.782716105,88745.5724487593,362745.779762335,-0.99,1.99,3,2,0,1,2,3
1.456,98239.3271182251,402231.052574262,100764.091046405,451130.819280031,88518.3888497866,389179.002361563,88748.6911558371,362826.794698981,-0.99,1.99,3,2,0,1,2,3
1.457,98245.8724794801,402324.227457202,100770.321218256,451177.383272599,88520.3134081181,389313.202208198,88751.811440191,362907.827444889,-0.99,1.99,3,2,0,1,2,3
1.458,98252.4140669629,402417.422728617,100776.545312301,451223.95747788,88522.2359700008,389447.382051013,88754.9333001926,362988.877924045,-0.99,1.99,3,2,0,1,2,3
1.459,98258.9518762722,402510.638300908,100782.763332391,451270.54185208,88524.1565303151,389581.541684726,88758.0567342081,363069.946060274,-0.99,1.99,3,2,0,1,2,3
1.46,98265.4859030765,402603.874086295,100788.975282372,451317.136351317,88526.0750839372,389715.680903775,88761.1817405983,363151.031777242,-0.99,1.99,3,2,0,1,2,3
1.461,98272.0161431142,402697.129996811,100795.181166083,451363.740931615,88527.9916257387,389849.799502314,88764.3083177184,363232.134998456,-0.99,1.99,3,2,0,1,2,3
1.462,98278.5425921941,402790.405944307,100801.380987362,451410.355548907,88529.906150587,389983.897274218,88767.4364639181,363313.255647261,-0.99,1.99,3,2,0,1,2,3
1.463,98285.0652461944,402883.70184045,100807.574750041,451456.980159032,88531.8186533455,390117.974013078,88770.5661775418,363394.393646845,-0.99,1.99,3,2,0,1,2,3
1.464,98291.5841010639,402977.017596721,100813.762457946,451503.614717739,88533.7291288728,390252.029512202,88773.6974569284,363475.548920232,-0.99,1.99,3,2,0,1,2,3
1.465,98298.0991528209,403070.353124421,100819.944114902,451550.259180685,88535.6375720235,390386.063564619,88776.830300411,363556.721390291,-0.99,1.99,3,2,0,1,2,3
1.466,98304.610397554,403163.708334663,100826.119724726,451596.913503433,88537.5439776476,390520.075963074,88779.9647063177,363637.910979727,-0.99,1.99,3,2,0,1,2,3
1.467,98311.1178314217,403257.083138378,100832.289291232,451643.577641456,88539.4483405911,390654.066500031,88783.1006729707,363719.117611088,-0.99,1.99,3,2,0,1,2,3
1.468,98317.6214506525,403350.477446314,100838.452818229,451690.251550136,88541.3506556955,390788.034967669,88786.238198687,363800.34120676,-0.99,1.99,3,2,0,1,2,3
1.469,98324.1198199265,403443.891296724,100844.610365184,451736.93524981,88543.2510384342,390921.980341177,88789.3773773178,363881.581800498,-0.99,1.99,3,2,0,1,2,3
1.47,98330.613122934,403537.324583281,100850.761928611,451783.628687162,88545.1494678553,391055.902519036,88792.5181946681,363962.839299776,-0.99,1.99,3,2,0,1,2,3
1.471,98337.1024730766,403630.777116552,100856.907468882,451830.331766546,88547.0458446659,391189.801929788,88795.6605744971,364044.113539487,-0.99,1.99,3,2,0,1,2,3
1.472,98343.5878640903,403724.248806797,100863.046989895,451877.044443099,88548.9401639236,391323.678362906,88798.804515285,364125.404441593,-0.99,1.99,3,2,0,1,2,3
1.473,98350.0692897558,403817.739564091,100869.180495546,451923.766671869,88550.8324206843,391457.531607564,88801.9500155079,364206.711927902,-0.99,1.99,3,2,0,1,2,3
1.474,98356.5467438988,403911.249298331,100875.307989726,451970.498407812,88552.7226100015,391591.361452643,88805.0970736383,364288.035920058,-0.99,1.99,3,2,0,1,2,3
1.475,98363.0202203895,404004.777919229,100881.429476325,452017.239605794,88554.6107269264,391725.167686724,88808.2456881448,364369.376339554,-0.99,1.99,3,2,0,1,2,3
1.476,98369.4897131433,404098.325336318,100887.544959226,452063.990220591,88556.4967665082,391858.950098095,88811.3958574922,364450.73310772,-0.99,1.99,3,2,0,1,2,3
1.477,98375.9552161201,404191.891458947,100893.654442312,452110.750206886,88558.3807237936,391992.708474745,88814.5475801416,364532.10614573,-0.99,1.99,3,2,0,1,2,3
1.478,98382.4167233247,404285.476196284,100899.75792946,452157.519519273,88560.2625938275,392126.442604369,88817.7008545501,364613.495374601,-0.99,1.99,3,2,0,1,2,3
1.479,98388.8742288068,404379.079457317,100905.855424544,452204.298112255,88562.1423716523,392260.152274362,88820.8556791713,364694.900715189,-0.99,1.99,3,2,0,1,2,3
1.48,98395.3277266608,404472.70115085,100911.946931435,452251.085940242,88564.0200523083,392393.837271828,88824.0120524548,364776.322088195,-0.99,1.99,3,2,0,1,2,3
1.481,98401.777211026,404566.341185507,100918.032454,452297.882957556,88565.8956308336,392527.497383569,88827.1699728464,364857.759414162,-0.99,1.99,3,2,0,1,2,3
1.482,98408.2226760862,404659.999469729,100924.111996104,452344.689118426,88567.7691022641,392661.132396095,88830.3294387882,364939.212613473,-0.99,1.99,3,2,0,1,2,3
1.483,98414.6641160706,404753.675911776,100930.185561605,452391.504376992,88569.6404616336,392794.742095617,88833.4904487185,365020.681606354,-0.99,1.99,3,2,0,1,2,3
1.484,98421.1015252527,404847.370419727,100936.253154361,452438.328687302,88571.5097039736,392928.326268051,88836.6530010716,365102.166312875,-0.99,1.99,3,2,0,1,2,3
1.485,98427.5348979509,404941.082901478,100942.314778224,452485.162003313,88573.3768243133,393061.884699016,88839.8170942783,365183.666652946,-0.99,1.99,3,2,0,1,2,3
1.486,98433.9642285286,405034.813264744,100948.370437045,452532.004278892,88575.2418176798,393195.417173836,88842.9827267653,365265.182546319,-0.99,1.99,3,2,0,1,2,3
1.487,98440.389511394,405128.561417059,100954.420134668,452578.855467813,88577.1046790982,393328.923477536,88846.1498969559,365346.713912588,-0.99,1.99,3,2,0,1,2,3
1.488,98446.8107409997,405222.327265773,100960.463874937,452625.715523763,88578.9654035912,393462.403394848,88849.3186032692,365428.260671192,-0.99,1.99,3,2,0,1,2,3
1.489,98453.2279118437,405316.110718057,100966.501661689,452672.584400336,88580.8239861791,393595.856710203,88852.4888441206,365509.822741407,-0.99,1.99,3,2,0,1,2,3
1.49,98459.6410184684,405409.911680899,100972.533498762,452719.462051033,88582.6804218805,393729.283207742,88855.660617922,365591.400042356,-0.99,1.99,3,2,0,1,2,3
1.491,98466.0500554611,405503.730061105,100978.559389985,452766.348429267,88584.5347057114,393862.682671303,88858.8339230812,365672.992493002,-0.99,1.99,3,2,0,1,2,3
1.492,98472.4550174541,405597.5657653,100984.579339188,452813.243488361,88586.3868326857,393996.054884433,88862.0087580021,365754.600012148,-0.99,1.99,3,2,0,1,2,3
1.493,98478.8558991242,405691.418699928,100990.593350195,452860.147181544,88588.2367978153,394129.399630379,88865.1851210852,365836.222518443,-0.99,1.99,3,2,0,1,2,3
1.494,98485.2526951931,405785.28877125,100996.601426827,452907.059461956,88590.0845961095,394262.716692094,88868.3630107269,365917.859930376,-0.99,1.99,3,2,0,1,2,3
1.495,98491.6454004276,405879.175885345,101002.603572902,452953.980282646,88591.9302225759,394396.005852234,88871.5424253199,365999.512166278,-0.99,1.99,3,2,0,1,2,3
1.496,98498.0340096388,405973.079948111,101008.599792234,453000.909596571,88593.7736722194,394529.266893157,88874.7233632531,366081.179144322,-0.99,1.99,3,2,0,1,2,3
1.497,98504.4185176831,406067.000865266,101014.590088633,453047.8473566,88595.6149400432,394662.499596927,88877.9058229116,366162.860782524,-0.99,1.99,3,2,0,1,2,3
1.498,98510.7989194615,406160.938542343,101020.574465907,453094.793515508,88597.4540210478,394795.703745311,88881.0898026766,366244.556998742,-0.99,1.99,3,2,0,1,2,3
1.499,98517.1752099196,406254.892884696,101026.552927858,453141.748025981,88599.2909102319,394928.879119778,88884.2753009258,366326.267710674,-0.99,1.99,3,2,0,1,2,3
1.5,98523.5473840482,406348.863797497,101032.525478287,453188.710840614,88601.1256025919,395062.025501503,88887.4623160326,366407.992835864,-0.99,1.99,3,2,0,1,2,3
