"time","voltageQS.pin_p.reference.gamma","iAC.mean1.y","iAC.mean2.y","iDC2.mean.y"
0,0,0,0,0
5e-05,0.015707963267949,0,0,0
0.0001,0.0314159265358979,0,0,0
0.00015,0.0471238898038469,0,0,0
0.0002,0.0628318530717959,0,0,0
0.00025,0.0785398163397449,0,0,0
0.0003,0.0942477796076938,0,0,0
0.00035,0.109955742875643,0,0,0
0.0004,0.125663706143592,0,0,0
0.00045,0.141371669411541,0,0,0
0.0005,0.15707963267949,0,0,0
0.00055,0.172787595947439,0,0,0
0.0006,0.188495559215388,0,0,0
0.00065,0.204203522483337,0,0,0
0.0007,0.219911485751286,0,0,0
0.00075,0.235619449019235,0,0,0
0.0008,0.251327412287184,0,0,0
0.00085,0.267035375555133,0,0,0
0.0009,0.282743338823082,0,0,0
0.00095,0.29845130209103,0,0,0
0.001,0.314159265358979,0,0,0
0.00105,0.329867228626928,0,0,0
0.0011,0.345575191894877,0,0,0
0.00115,0.361283155162826,0,0,0
0.0012,0.376991118430775,0,0,0
0.00125,0.392699081698724,0,0,0
0.0013,0.408407044966673,0,0,0
0.00135,0.424115008234622,0,0,0
0.0014,0.439822971502571,0,0,0
0.00145,0.45553093477052,0,0,0
0.0015,0.471238898038469,0,0,0
0.00155,0.486946861306418,0,0,0
0.0016,0.502654824574367,0,0,0
0.00165,0.518362787842316,0,0,0
0.0017,0.534070751110265,0,0,0
0.00175,0.549778714378214,0,0,0
0.0018,0.565486677646163,0,0,0
0.00185,0.581194640914112,0,0,0
0.0019,0.596902604182061,0,0,0
0.00195,0.61261056745001,0,0,0
0.002,0.628318530717959,0,0,0
0.00205,0.644026493985908,0,0,0
0.0021,0.659734457253857,0,0,0
0.00215,0.675442420521806,0,0,0
0.0022,0.691150383789755,0,0,0
0.00225,0.706858347057704,0,0,0
0.0023,0.722566310325653,0,0,0
0.00235,0.738274273593602,0,0,0
0.0024,0.753982236861551,0,0,0
0.00245,0.769690200129499,0,0,0
0.0025,0.785398163397448,0,0,0
0.00255,0.801106126665397,0,0,0
0.0026,0.816814089933346,0,0,0
0.00265,0.832522053201295,0,0,0
0.0027,0.848230016469244,0,0,0
0.00275,0.863937979737193,0,0,0
0.0028,0.879645943005142,0,0,0
0.00285,0.895353906273091,0,0,0
0.0029,0.91106186954104,0,0,0
0.00295,0.926769832808989,0,0,0
0.003,0.942477796076938,0,0,0
0.00305,0.958185759344887,0,0,0
0.0031,0.973893722612836,0,0,0
0.00315,0.989601685880785,0,0,0
0.0032,1.00530964914873,0,0,0
0.00325,1.02101761241668,0,0,0
0.0033,1.03672557568463,0,0,0
0.00335,1.05243353895258,0,0,0
0.0034,1.06814150222053,0,0,0
0.00345,1.08384946548848,0,0,0
0.0035,1.09955742875643,0,0,0
0.00355,1.11526539202438,0,0,0
0.0036,1.13097335529233,0,0,0
0.00365,1.14668131856027,0,0,0
0.0037,1.16238928182822,0,0,0
0.00375,1.17809724509617,0,0,0
0.0038,1.19380520836412,0,0,0
0.00385,1.20951317163207,0,0,0
0.0039,1.22522113490002,0,0,0
0.00395,1.24092909816797,0,0,0
0.004,1.25663706143592,0,0,0
0.00405,1.27234502470387,0,0,0
0.0041,1.28805298797182,0,0,0
0.00415,1.30376095123976,0,0,0
0.0042,1.31946891450771,0,0,0
0.00425,1.33517687777566,0,0,0
0.0043,1.35088484104361,0,0,0
0.00435,1.36659280431156,0,0,0
0.0044,1.38230076757951,0,0,0
0.00445,1.39800873084746,0,0,0
0.0045,1.41371669411541,0,0,0
0.00455,1.42942465738336,0,0,0
0.0046,1.4451326206513,0,0,0
0.00465,1.46084058391925,0,0,0
0.0047,1.4765485471872,0,0,0
0.00475,1.49225651045515,0,0,0
0.0048,1.5079644737231,0,0,0
0.00485,1.52367243699105,0,0,0
0.0049,1.539380400259,0,0,0
0.00495,1.55508836352695,0,0,0
0.005,1.5707963267949,0,0,0
0.00500000000031832,1.5707963268949,0,0,0
0.00500000000031832,1.5707963268949,0,0,0
0.00505,1.58650429006285,0,0,0
0.0051,1.60221225333079,0,0,0
0.00515,1.61792021659874,0,0,0
0.0052,1.63362817986669,0,0,0
0.00525,1.64933614313464,0,0,0
0.0053,1.66504410640259,0,0,0
0.00535,1.68075206967054,0,0,0
0.0054,1.69646003293849,0,0,0
0.00545,1.71216799620644,0,0,0
0.0055,1.72787595947439,0,0,0
0.00555,1.74358392274234,0,0,0
0.0056,1.75929188601028,0,0,0
0.00565,1.77499984927823,0,0,0
0.0057,1.79070781254618,0,0,0
0.00575,1.80641577581413,0,0,0
0.0058,1.82212373908208,0,0,0
0.00585,1.83783170235003,0,0,0
0.0059,1.85353966561798,0,0,0
0.00595,1.86924762888593,0,0,0
0.006,1.88495559215388,0,0,0
0.00605,1.90066355542182,0,0,0
0.0061,1.91637151868977,0,0,0
0.00615,1.93207948195772,0,0,0
0.0062,1.94778744522567,0,0,0
0.00625,1.96349540849362,0,0,0
0.0063,1.97920337176157,0,0,0
0.00635,1.99491133502952,0,0,0
0.0064,2.01061929829747,0,0,0
0.00645,2.02632726156542,0,0,0
0.0065,2.04203522483337,0,0,0
0.00655,2.05774318810131,0,0,0
0.0066,2.07345115136926,0,0,0
0.00665,2.08915911463721,0,0,0
0.0067,2.10486707790516,0,0,0
0.00675,2.12057504117311,0,0,0
0.0068,2.13628300444106,0,0,0
0.00685,2.15199096770901,0,0,0
0.0069,2.16769893097696,0,0,0
0.00695,2.18340689424491,0,0,0
0.007,2.19911485751286,0,0,0
0.00705,2.2148228207808,0,0,0
0.0071,2.23053078404875,0,0,0
0.00715,2.2462387473167,0,0,0
0.0072,2.26194671058465,0,0,0
0.00725,2.2776546738526,0,0,0
0.0073,2.29336263712055,0,0,0
0.00735,2.3090706003885,0,0,0
0.0074,2.32477856365645,0,0,0
0.00745,2.3404865269244,0,0,0
0.0075,2.35619449019234,0,0,0
0.00755,2.37190245346029,0,0,0
0.0076,2.38761041672824,0,0,0
0.00765,2.40331837999619,0,0,0
0.0077,2.41902634326414,0,0,0
0.00775,2.43473430653209,0,0,0
0.0078,2.45044226980004,0,0,0
0.00785,2.46615023306799,0,0,0
0.0079,2.48185819633594,0,0,0
0.00795,2.49756615960389,0,0,0
0.008,2.51327412287183,0,0,0
0.00805,2.52898208613978,0,0,0
0.0081,2.54469004940773,0,0,0
0.00815,2.56039801267568,0,0,0
0.0082,2.57610597594363,0,0,0
0.00825,2.59181393921158,0,0,0
0.0083,2.60752190247953,0,0,0
0.00835,2.62322986574748,0,0,0
0.0084,2.63893782901543,0,0,0
0.00845,2.65464579228338,0,0,0
0.0085,2.67035375555132,0,0,0
0.00855,2.68606171881927,0,0,0
0.0086,2.70176968208722,0,0,0
0.00865,2.71747764535517,0,0,0
0.0087,2.73318560862312,0,0,0
0.00875,2.74889357189107,0,0,0
0.0088,2.76460153515902,0,0,0
0.00885,2.78030949842697,0,0,0
0.0089,2.79601746169492,0,0,0
0.00895,2.81172542496286,0,0,0
0.009,2.82743338823081,0,0,0
0.00905,2.84314135149876,0,0,0
0.0091,2.85884931476671,0,0,0
0.00915,2.87455727803466,0,0,0
0.0092,2.89026524130261,0,0,0
0.00925,2.90597320457056,0,0,0
0.0093,2.92168116783851,0,0,0
0.00935,2.93738913110646,0,0,0
0.0094,2.95309709437441,0,0,0
0.00945,2.96880505764235,0,0,0
0.0095,2.9845130209103,0,0,0
0.00955,3.00022098417825,0,0,0
0.0096,3.0159289474462,0,0,0
0.00965,3.03163691071415,0,0,0
0.0097,3.0473448739821,0,0,0
0.00975,3.06305283725005,0,0,0
0.0098,3.078760800518,0,0,0
0.00985,3.09446876378595,0,0,0
0.0099,3.1101767270539,0,0,0
0.00995,3.12588469032184,0,0,0
0.01,3.14159265358979,0,0,0
0.01005,3.15730061685774,0,0,0
0.0101,3.17300858012569,0,0,0
0.01015,3.18871654339364,0,0,0
0.0102,3.20442450666159,0,0,0
0.01025,3.22013246992954,0,0,0
0.0103,3.23584043319749,0,0,0
0.01035,3.25154839646544,0,0,0
0.0104,3.26725635973339,0,0,0
0.01045,3.28296432300133,0,0,0
0.0105,3.29867228626928,0,0,0
0.01055,3.31438024953723,0,0,0
0.0106,3.33008821280518,0,0,0
0.01065,3.34579617607313,0,0,0
0.0107,3.36150413934108,0,0,0
0.01075,3.37721210260903,0,0,0
0.0108,3.39292006587698,0,0,0
0.01085,3.40862802914493,0,0,0
0.0109,3.42433599241287,0,0,0
0.01095,3.44004395568082,0,0,0
0.011,3.45575191894877,0,0,0
0.01105,3.47145988221672,0,0,0
0.0111,3.48716784548467,0,0,0
0.01115,3.50287580875262,0,0,0
0.0112,3.51858377202057,0,0,0
0.01125,3.53429173528852,0,0,0
0.0113,3.54999969855647,0,0,0
0.01135,3.56570766182442,0,0,0
0.0114,3.58141562509236,0,0,0
0.01145,3.59712358836031,0,0,0
0.0115,3.61283155162826,0,0,0
0.01155,3.62853951489621,0,0,0
0.0116,3.64424747816416,0,0,0
0.01165,3.65995544143211,0,0,0
0.0117,3.67566340470006,0,0,0
0.01175,3.69137136796801,0,0,0
0.0118,3.70707933123596,0,0,0
0.01185,3.72278729450391,0,0,0
0.0119,3.73849525777185,0,0,0
0.01195,3.7542032210398,0,0,0
0.012,3.76991118430775,0,0,0
0.01205,3.7856191475757,0,0,0
0.0121,3.80132711084365,0,0,0
0.01215,3.8170350741116,0,0,0
0.0122,3.83274303737955,0,0,0
0.01225,3.8484510006475,0,0,0
0.0123,3.86415896391545,0,0,0
0.01235,3.87986692718339,0,0,0
0.0124,3.89557489045134,0,0,0
0.01245,3.91128285371929,0,0,0
0.0125,3.92699081698724,0,0,0
0.01255,3.94269878025519,0,0,0
0.0126,3.95840674352314,0,0,0
0.01265,3.97411470679109,0,0,0
0.0127,3.98982267005904,0,0,0
0.01275,4.00553063332699,0,0,0
0.0128,4.02123859659494,0,0,0
0.01285,4.03694655986288,0,0,0
0.0129,4.05265452313083,0,0,0
0.01295,4.06836248639878,0,0,0
0.013,4.08407044966673,0,0,0
0.01305,4.09977841293468,0,0,0
0.0131,4.11548637620263,0,0,0
0.01315,4.13119433947058,0,0,0
0.0132,4.14690230273853,0,0,0
0.01325,4.16261026600648,0,0,0
0.0133,4.17831822927443,0,0,0
0.01335,4.19402619254237,0,0,0
0.0134,4.20973415581032,0,0,0
0.01345,4.22544211907827,0,0,0
0.0135,4.24115008234622,0,0,0
