"time","aimc.idq_rr[1]","aimc.idq_rr[2]","aimc.idq_sr[1]","aimc.idq_sr[2]","loadInertia.phi","loadInertia.w","vfController.x"
0,0,0,0,0,0,0,0
5e-05,-6.23035194387827e-11,0.00026759682377039,6.44950074494918e-11,-0.000277015015430545,1.7362067198606e-30,1.76815326491201e-25,3.92705637243962e-07
0.0001,-8.81962258227695e-10,0.00106851170439384,9.13019592400675e-10,-0.0011061920667139,6.42292027306965e-28,4.17250029209202e-23,1.57080282038951e-06
0.00015,-4.31189356715242e-09,0.00239985546951053,4.46390134899537e-09,-0.00248465467312089,2.06525460748523e-26,9.51496836386504e-22,3.53429821643214e-06
0.0002,-1.37009088851602e-08,0.00425869278702807,1.41845772973736e-08,-0.00440948020010182,3.15013289911718e-25,1.0000415541268e-20,6.28319174384539e-06
0.00025,-3.33538109859011e-08,0.00664211934483622,3.45327701222588e-08,-0.00687777689479441,2.33017595119602e-24,5.83631535181301e-20,9.81748347433507e-06
0.0003,-6.97479034993548e-08,0.00954727533228355,7.22170770927182e-08,-0.00988669729144103,1.60941649819513e-23,2.95435099402436e-19,1.41371733523651e-05
0.00035,-1.29146106322437e-07,0.0129712951159689,1.33724020452379e-07,-0.0134333881294885,5.23244686085195e-23,8.81196509971215e-19,1.92422613570017e-05
0.0004,-2.19821600278034e-07,0.0169113295525532,2.27623731313071e-07,-0.017515012552588,1.6008686332416e-22,2.52283353171213e-18,2.51327475507386e-05
0.00045,-3.49570701775803e-07,0.0213645311269718,3.61992129205618e-07,-0.0221287353276639,3.93085526167885e-22,5.91718538171409e-18,3.18086319264668e-05
0.0005,-5.30392864825218e-07,0.0263281068579193,5.49261911321756e-07,-0.0272717754840001,9.42992847795038e-22,1.34228694931819e-17,3.92699144693168e-05
0.00055,-7.72702624194435e-07,0.0317992410719845,8.0022364781056e-07,-0.0329413294707695,2.06213298294646e-21,2.78001913491991e-17,4.75165951830819e-05
0.0006,-1.09027076189228e-06,0.0377751615310611,1.12914782855294e-06,-0.0391346369561181,4.26889800000276e-21,5.45567494400261e-17,5.65486740617836e-05
0.00065,-1.49688512498929e-06,0.0442530955186904,1.55032396006382e-06,-0.0458489371319205,8.49130722439208e-21,1.02392272166407e-16,6.63661511051925e-05
0.0007,-2.00750530913805e-06,0.0512302851594897,2.07925678508202e-06,-0.053081483957062,1.58274037414617e-20,1.81591619017515e-16,7.69690263119338e-05
0.00075,-2.63954817487261e-06,0.0587040033912049,2.73400205156069e-06,-0.0608295620496658,2.90782819469207e-20,3.15005652245603e-16,8.8357299682182e-05
0.0008,-3.40914168048673e-06,0.0666715070159676,3.53127770967531e-06,-0.0690904399728407,5.04436404758757e-20,5.20566054491555e-16,0.000100530971215242
0.00085,-4.33616486496087e-06,0.0751301001249494,4.49169722745589e-06,-0.0778614333426584,8.74676734637656e-20,8.49350241356796e-16,0.000113490040910966
0.0009,-5.43991844882312e-06,0.0840770795046083,5.63527337955804e-06,-0.0871398505069374,1.46718059299596e-19,1.34650381935472e-15,0.000127234508769189
0.00095,-6.74126551611187e-06,0.0935097616383256,6.98364146792653e-06,-0.0969230194120884,2.36994557578595e-19,2.07101048786634e-15,0.000141764374789972
0.001,-8.26257946858682e-06,0.103425482021391,8.56000677264524e-06,-0.10720828692148,3.74863050095928e-19,3.11975926164472e-15,0.000157079638973587
0.00105,-1.00276009055605e-05,0.113821593366968,1.03889953849476e-05,-0.117993017030375,5.82449890028842e-19,4.61752471115158e-15,0.000173180301320503
0.0011,-1.20608122938601e-05,0.124695457767481,1.24960024570109e-05,-0.129274583066507,8.77804827551722e-19,6.67318797069948e-15,0.000190066361831297
0.00115,-1.43880814800248e-05,0.136044454761141,1.49078629025167e-05,-0.141050375716282,1.28481829276314e-18,9.42478865267111e-15,0.000207737820506746
0.0012,-1.70356313682836e-05,0.147865968877395,1.76517941483283e-05,-0.153317790632501,1.88130053236835e-18,1.32401041555387e-14,0.000226194677345118
0.00125,-2.00316715428449e-05,0.16015740920273,2.07570647286308e-05,-0.166074247902324,2.70100859499821e-18,1.8305909573362e-14,0.000245436932347331
