"time","traceSubstance.C","traceSubstance1.C"
0.2952,0.0004484088,0.0004484088
0.2956,0.0004490164,0.0004490164
0.296,0.000449624,0.000449624
0.2964,0.0004502316,0.0004502316
0.2968,0.0004508392,0.0004508392
0.2972,0.0004514468,0.0004514468
0.2976,0.0004520544,0.0004520544
0.298,0.000452662,0.000452662
0.2984,0.0004532696,0.0004532696
0.2988,0.0004538772,0.0004538772
0.2992,0.0004544848,0.0004544848
0.2996,0.0004550924,0.0004550924
0.3,0.0004557,0.0004557
0.3004,0.0004563076,0.0004563076
0.3008,0.0004569152,0.0004569152
0.3012,0.0004575228,0.0004575228
0.3016,0.0004581304,0.0004581304
0.302,0.000458738,0.000458738
0.3024,0.0004593456,0.0004593456
0.3028,0.0004599532,0.0004599532
0.3032,0.0004605608,0.0004605608
0.3036,0.0004611684,0.0004611684
0.304,0.000461776,0.000461776
0.3044,0.0004623836,0.0004623836
0.3048,0.0004629912,0.0004629912
0.3052,0.0004635988,0.0004635988
0.3056,0.0004642064,0.0004642064
0.306,0.000464814,0.000464814
0.3064,0.0004654216,0.0004654216
0.3068,0.0004660292,0.0004660292
0.3072,0.0004666368,0.0004666368
0.3076,0.0004672444,0.0004672444
0.308,0.000467852,0.000467852
0.3084,0.0004684596,0.0004684596
0.3088,0.0004690672,0.0004690672
0.3092,0.0004696748,0.0004696748
0.3096,0.0004702824,0.0004702824
0.31,0.00047089,0.00047089
0.3104,0.0004714976,0.0004714976
0.3108,0.0004721052,0.0004721052
0.3112,0.0004727128,0.0004727128
0.3116,0.0004733204,0.0004733204
0.312,0.000473928,0.000473928
0.3124,0.0004745356,0.0004745356
0.3128,0.0004751432,0.0004751432
0.3132,0.0004757508,0.0004757508
0.3136,0.0004763584,0.0004763584
0.314,0.000476966,0.000476966
0.3144,0.0004775736,0.0004775736
0.3148,0.0004781812,0.0004781812
0.3152,0.0004787888,0.0004787888
0.3156,0.0004793964,0.0004793964
0.316,0.000480004,0.000480004
0.3164,0.0004806116,0.0004806116
0.3168,0.0004812192,0.0004812192
0.3172,0.0004818268,0.0004818268
0.3176,0.0004824344,0.0004824344
0.318,0.000483042,0.000483042
0.3184,0.0004836496,0.0004836496
0.3188,0.0004842572,0.0004842572
0.3192,0.0004848648,0.0004848648
0.3196,0.0004854724,0.0004854724
0.32,0.00048608,0.00048608
0.3204,0.0004866876,0.0004866876
0.3208,0.0004872952,0.0004872952
0.3212,0.0004879028,0.0004879028
0.3216,0.0004885104,0.0004885104
0.322,0.000489118,0.000489118
0.3224,0.0004897256,0.0004897256
0.3228,0.0004903332,0.0004903332
0.3232,0.0004909408,0.0004909408
0.3236,0.0004915484,0.0004915484
0.324,0.000492156,0.000492156
0.3244,0.0004927636,0.0004927636
0.3248,0.0004933712,0.0004933712
0.3252,0.0004939788,0.0004939788
0.3256,0.0004945864,0.0004945864
0.326,0.000495194,0.000495194
0.3264,0.0004958016,0.0004958016
0.3268,0.0004964092,0.0004964092
0.3272,0.0004970168,0.0004970168
0.3276,0.0004976244,0.0004976244
0.328,0.000498232,0.000498232
0.3284,0.0004988396,0.0004988396
0.3288,0.0004994472,0.0004994472
0.3292,0.0005000548,0.0005000548
0.3296,0.0005006624,0.0005006624
0.33,0.00050127,0.00050127
0.3304,0.0005018776,0.0005018776
0.3308,0.0005024852,0.0005024852
0.3312,0.0005030928,0.0005030928
0.3316,0.0005037004,0.0005037004
0.332,0.000504308,0.000504308
0.3324,0.0005049156,0.0005049156
0.3328,0.0005055232,0.0005055232
0.3332,0.0005061308,0.0005061308
0.3336,0.0005067384,0.0005067384
0.334,0.000507346,0.000507346
0.3344,0.0005079536,0.0005079536
0.3348,0.0005085612,0.0005085612
0.3352,0.0005091688,0.0005091688
0.3356,0.0005097764,0.0005097764
0.336,0.000510384,0.000510384
0.3364,0.0005109916,0.0005109916
0.3368,0.0005115992,0.0005115992
0.3372,0.0005122068,0.0005122068
0.3376,0.0005128144,0.0005128144
0.338,0.000513422,0.000513422
0.3384,0.0005140296,0.0005140296
0.3388,0.0005146372,0.0005146372
0.3392,0.0005152448,0.0005152448
0.3396,0.0005158524,0.0005158524
0.34,0.00051646,0.00051646
0.3404,0.0005170676,0.0005170676
0.3408,0.0005176752,0.0005176752
0.3412,0.0005182828,0.0005182828
0.3416,0.0005188904,0.0005188904
0.342,0.000519498,0.000519498
0.3424,0.0005201056,0.0005201056
0.3428,0.0005207132,0.0005207132
0.3432,0.0005213208,0.0005213208
0.3436,0.0005219284,0.0005219284
0.344,0.000522536,0.000522536
0.3444,0.0005231436,0.0005231436
0.3448,0.0005237512,0.0005237512
0.3452,0.0005243588,0.0005243588
0.3456,0.0005249664,0.0005249664
0.346,0.000525574,0.000525574
0.3464,0.0005261816,0.0005261816
0.3468,0.0005267892,0.0005267892
0.3472,0.0005273968,0.0005273968
0.3476,0.0005280044,0.0005280044
0.348,0.000528612,0.000528612
0.3484,0.0005292196,0.0005292196
0.3488,0.0005298272,0.0005298272
0.3492,0.0005304348,0.0005304348
0.3496,0.0005310424,0.0005310424
0.35,0.00053165,0.00053165
0.3504,0.0005322576,0.0005322576
0.3508,0.0005328652,0.0005328652
0.3512,0.0005334728,0.0005334728
0.3516,0.0005340804,0.0005340804
0.352,0.000534688,0.000534688
0.3524,0.0005352956,0.0005352956
0.3528,0.0005359032,0.0005359032
0.3532,0.0005365108,0.0005365108
0.3536,0.0005371184,0.0005371184
0.354,0.000537726,0.000537726
0.3544,0.0005383336,0.0005383336
0.3548,0.0005389412,0.0005389412
0.3552,0.0005395488,0.0005395488
0.3556,0.0005401564,0.0005401564
0.356,0.000540764,0.000540764
0.3564,0.0005413716,0.0005413716
0.3568,0.0005419792,0.0005419792
0.3572,0.0005425868,0.0005425868
0.3576,0.0005431944,0.0005431944
0.358,0.000543802,0.000543802
0.3584,0.0005444096,0.0005444096
0.3588,0.0005450172,0.0005450172
0.3592,0.0005456248,0.0005456248
0.3596,0.0005462324,0.0005462324
0.36,0.00054684,0.00054684
0.3604,0.0005474476,0.0005474476
0.3608,0.0005480552,0.0005480552
0.3612,0.0005486628,0.0005486628
0.3616,0.0005492704,0.0005492704
0.362,0.000549878,0.000549878
0.3624,0.0005504856,0.0005504856
0.3628,0.0005510932,0.0005510932
0.3632,0.0005517008,0.0005517008
0.3636,0.0005523084,0.0005523084
0.364,0.000552916,0.000552916
0.3644,0.0005535236,0.0005535236
0.3648,0.0005541312,0.0005541312
0.3652,0.0005547388,0.0005547388
0.3656,0.0005553464,0.0005553464
0.366,0.000555954,0.000555954
0.3664,0.0005565616,0.0005565616
0.3668,0.0005571692,0.0005571692
0.3672,0.0005577768,0.0005577768
0.3676,0.0005583844,0.0005583844
0.368,0.000558992,0.000558992
0.3684,0.0005595996,0.0005595996
0.3688,0.0005602072,0.0005602072
0.3692,0.0005608148,0.0005608148
0.3696,0.0005614224,0.0005614224
0.37,0.00056203,0.00056203
0.3704,0.0005626376,0.0005626376
0.3708,0.0005632452,0.0005632452
0.3712,0.0005638528,0.0005638528
0.3716,0.0005644604,0.0005644604
0.372,0.000565068,0.000565068
0.3724,0.0005656756,0.0005656756
0.3728,0.0005662832,0.0005662832
0.3732,0.0005668908,0.0005668908
0.3736,0.0005674984,0.0005674984
0.374,0.000568106,0.000568106
0.3744,0.0005687136,0.0005687136
0.3748,0.0005693212,0.0005693212
0.3752,0.0005699288,0.0005699288
0.3756,0.0005705364,0.0005705364
0.376,0.000571144,0.000571144
0.3764,0.0005717516,0.0005717516
0.3768,0.0005723592,0.0005723592
0.3772,0.0005729668,0.0005729668
0.3776,0.0005735744,0.0005735744
0.378,0.000574182,0.000574182
0.3784,0.0005747896,0.0005747896
0.3788,0.0005753972,0.0005753972
0.3792,0.0005760048,0.0005760048
0.3796,0.0005766124,0.0005766124
0.38,0.00057722,0.00057722
0.3804,0.0005778276,0.0005778276
0.3808,0.0005784352,0.0005784352
0.3812,0.0005790428,0.0005790428
0.3816,0.0005796504,0.0005796504
0.382,0.000580258,0.000580258
0.3824,0.0005808656,0.0005808656
0.3828,0.0005814732,0.0005814732
0.3832,0.0005820808,0.0005820808
0.3836,0.0005826884,0.0005826884
0.384,0.000583296,0.000583296
0.3844,0.0005839036,0.0005839036
0.3848,0.0005845112,0.0005845112
0.3852,0.0005851188,0.0005851188
0.3856,0.0005857264,0.0005857264
0.386,0.000586334,0.000586334
0.3864,0.0005869416,0.0005869416
0.3868,0.0005875492,0.0005875492
0.3872,0.0005881568,0.0005881568
0.3876,0.0005887644,0.0005887644
0.388,0.000589372,0.000589372
0.3884,0.0005899796,0.0005899796
0.3888,0.0005905872,0.0005905872
0.3892,0.0005911948,0.0005911948
0.3896,0.0005918024,0.0005918024
0.39,0.00059241,0.00059241
0.3904,0.0005930176,0.0005930176
0.3908,0.0005936252,0.0005936252
0.3912,0.0005942328,0.0005942328
0.3916,0.0005948404,0.0005948404
0.392,0.000595448,0.000595448
0.3924,0.0005960556,0.0005960556
0.3928,0.0005966632,0.0005966632
0.3932,0.0005972708,0.0005972708
0.3936,0.0005978784,0.0005978784
0.394,0.000598486,0.000598486
0.3944,0.0005990936,0.0005990936
0.3948,0.0005997012,0.0005997012
0.3952,0.0006003088,0.0006003088
0.3956,0.0006009164,0.0006009164
0.396,0.000601524,0.000601524
0.3964,0.0006021316,0.0006021316
0.3968,0.0006027392,0.0006027392
0.3972,0.0006033468,0.0006033468
0.3976,0.0006039544,0.0006039544
0.398,0.000604562,0.000604562
0.3984,0.0006051696,0.0006051696
0.3988,0.0006057772,0.0006057772
0.3992,0.0006063848,0.0006063848
0.3996,0.0006069924,0.0006069924
0.4,0.0006076,0.0006076
0.4004,0.0006082076,0.0006082076
0.4008,0.0006088152,0.0006088152
0.4012,0.0006094228,0.0006094228
0.4016,0.0006100304,0.0006100304
0.402,0.000610638,0.000610638
0.4024,0.0006112456,0.0006112456
0.4028,0.0006118532,0.0006118532
0.4032,0.0006124608,0.0006124608
0.4036,0.0006130684,0.0006130684
0.404,0.000613676,0.000613676
0.4044,0.0006142836,0.0006142836
0.4048,0.0006148912,0.0006148912
0.4052,0.0006154988,0.0006154988
0.4056,0.0006161064,0.0006161064
0.406,0.000616714,0.000616714
0.4064,0.0006173216,0.0006173216
0.4068,0.0006179292,0.0006179292
0.4072,0.0006185368,0.0006185368
0.4076,0.0006191444,0.0006191444
0.408,0.000619752,0.000619752
0.4084,0.0006203596,0.0006203596
0.4088,0.0006209672,0.0006209672
0.4092,0.0006215748,0.0006215748
0.4096,0.0006221824,0.0006221824
0.41,0.00062279,0.00062279
0.4104,0.0006233976,0.0006233976
0.4108,0.0006240052,0.0006240052
0.4112,0.0006246128,0.0006246128
0.4116,0.0006252204,0.0006252204
0.412,0.000625828,0.000625828
0.4124,0.0006264356,0.0006264356
0.4128,0.0006270432,0.0006270432
0.4132,0.0006276508,0.0006276508
0.4136,0.0006282584,0.0006282584
0.414,0.000628866,0.000628866
0.4144,0.0006294736,0.0006294736
0.4148,0.0006300812,0.0006300812
0.4152,0.0006306888,0.0006306888
0.4156,0.0006312964,0.0006312964
0.416,0.000631904,0.000631904
0.4164,0.0006325116,0.0006325116
0.4168,0.0006331192,0.0006331192
0.4172,0.0006337268,0.0006337268
0.4176,0.0006343344,0.0006343344
0.418,0.000634942,0.000634942
0.4184,0.0006355496,0.0006355496
0.4188,0.0006361572,0.0006361572
0.4192,0.0006367648,0.0006367648
0.4196,0.0006373724,0.0006373724
0.42,0.00063798,0.00063798
0.4204,0.0006385876,0.0006385876
0.4208,0.0006391952,0.0006391952
0.4212,0.0006398028,0.0006398028
0.4216,0.0006404104,0.0006404104
0.422,0.000641018,0.000641018
0.4224,0.0006416256,0.0006416256
0.4228,0.0006422332,0.0006422332
0.4232,0.0006428408,0.0006428408
0.4236,0.0006434484,0.0006434484
0.424,0.000644056,0.000644056
0.4244,0.0006446636,0.0006446636
0.4248,0.0006452712,0.0006452712
0.4252,0.0006458788,0.0006458788
0.4256,0.0006464864,0.0006464864
0.426,0.000647094,0.000647094
0.4264,0.0006477016,0.0006477016
0.4268,0.0006483092,0.0006483092
0.4272,0.0006489168,0.0006489168
0.4276,0.0006495244,0.0006495244
0.428,0.000650132,0.000650132
0.4284,0.0006507396,0.0006507396
0.4288,0.0006513472,0.0006513472
0.4292,0.0006519548,0.0006519548
0.4296,0.0006525624,0.0006525624
0.43,0.00065317,0.00065317
0.4304,0.0006537776,0.0006537776
0.4308,0.0006543852,0.0006543852
0.4312,0.0006549928,0.0006549928
0.4316,0.0006556004,0.0006556004
0.432,0.000656208,0.000656208
0.4324,0.0006568156,0.0006568156
0.4328,0.0006574232,0.0006574232
0.4332,0.0006580308,0.0006580308
0.4336,0.0006586384,0.0006586384
0.434,0.000659246,0.000659246
0.4344,0.0006598536,0.0006598536
0.4348,0.0006604612,0.0006604612
0.4352,0.0006610688,0.0006610688
0.4356,0.0006616764,0.0006616764
0.436,0.000662284,0.000662284
0.4364,0.0006628916,0.0006628916
0.4368,0.0006634992,0.0006634992
0.4372,0.0006641068,0.0006641068
0.4376,0.0006647144,0.0006647144
0.438,0.000665322,0.000665322
0.4384,0.0006659296,0.0006659296
0.4388,0.0006665372,0.0006665372
0.4392,0.0006671448,0.0006671448
0.4396,0.0006677524,0.0006677524
0.44,0.00066836,0.00066836
0.4404,0.0006689676,0.0006689676
0.4408,0.0006695752,0.0006695752
0.4412,0.0006701828,0.0006701828
0.4416,0.0006707904,0.0006707904
0.442,0.000671398,0.000671398
0.4424,0.0006720056,0.0006720056
0.4428,0.0006726132,0.0006726132
0.4432,0.0006732208,0.0006732208
0.4436,0.0006738284,0.0006738284
0.444,0.000674436,0.000674436
0.4444,0.0006750436,0.0006750436
0.4448,0.0006756512,0.0006756512
0.4452,0.0006762588,0.0006762588
0.4456,0.0006768664,0.0006768664
0.446,0.000677474,0.000677474
0.4464,0.0006780816,0.0006780816
0.4468,0.0006786892,0.0006786892
0.4472,0.0006792968,0.0006792968
0.4476,0.0006799044,0.0006799044
0.448,0.000680512,0.000680512
0.4484,0.0006811196,0.0006811196
0.4488,0.0006817272,0.0006817272
0.4492,0.0006823348,0.0006823348
0.4496,0.0006829424,0.0006829424
0.45,0.00068355,0.00068355
0.4504,0.0006841576,0.0006841576
0.4508,0.0006847652,0.0006847652
0.4512,0.0006853728,0.0006853728
0.4516,0.0006859804,0.0006859804
0.452,0.000686588,0.000686588
0.4524,0.0006871956,0.0006871956
0.4528,0.0006878032,0.0006878032
0.4532,0.0006884108,0.0006884108
0.4536,0.0006890184,0.0006890184
0.454,0.000689626,0.000689626
0.4544,0.0006902336,0.0006902336
0.4548,0.0006908412,0.0006908412
0.4552,0.0006914488,0.0006914488
0.4556,0.0006920564,0.0006920564
0.456,0.000692664,0.000692664
0.4564,0.0006932716,0.0006932716
0.4568,0.0006938792,0.0006938792
0.4572,0.0006944868,0.0006944868
0.4576,0.0006950944,0.0006950944
0.458,0.000695702,0.000695702
0.4584,0.0006963096,0.0006963096
0.4588,0.0006969172,0.0006969172
0.4592,0.0006975248,0.0006975248
0.4596,0.0006981324,0.0006981324
0.46,0.00069874,0.00069874
0.4604,0.0006993476,0.0006993476
0.4608,0.0006999552,0.0006999552
0.4612,0.0007005628,0.0007005628
0.4616,0.0007011704,0.0007011704
0.462,0.000701778,0.000701778
0.4624,0.0007023856,0.0007023856
0.4628,0.0007029932,0.0007029932
0.4632,0.0007036008,0.0007036008
0.4636,0.0007042084,0.0007042084
0.464,0.000704816,0.000704816
0.4644,0.0007054236,0.0007054236
0.4648,0.0007060312,0.0007060312
0.4652,0.0007066388,0.0007066388
0.4656,0.0007072464,0.0007072464
0.466,0.000707854,0.000707854
0.4664,0.0007084616,0.0007084616
0.4668,0.0007090692,0.0007090692
0.4672,0.0007096768,0.0007096768
0.4676,0.0007102844,0.0007102844
0.468,0.000710892,0.000710892
0.4684,0.0007114996,0.0007114996
0.4688,0.0007121072,0.0007121072
0.4692,0.0007127148,0.0007127148
0.4696,0.0007133224,0.0007133224
0.47,0.00071393,0.00071393
0.4704,0.0007145376,0.0007145376
0.4708,0.0007151452,0.0007151452
0.4712,0.0007157528,0.0007157528
0.4716,0.0007163604,0.0007163604
0.472,0.000716968,0.000716968
0.4724,0.0007175756,0.0007175756
0.4728,0.0007181832,0.0007181832
0.4732,0.0007187908,0.0007187908
0.4736,0.0007193984,0.0007193984
0.474,0.000720006,0.000720006
0.4744,0.0007206136,0.0007206136
0.4748,0.0007212212,0.0007212212
0.4752,0.0007218288,0.0007218288
0.4756,0.0007224364,0.0007224364
0.476,0.000723044,0.000723044
0.4764,0.0007236516,0.0007236516
0.4768,0.0007242592,0.0007242592
0.4772,0.0007248668,0.0007248668
0.4776,0.0007254744,0.0007254744
0.478,0.000726082,0.000726082
0.4784,0.0007266896,0.0007266896
0.4788,0.0007272972,0.0007272972
0.4792,0.0007279048,0.0007279048
0.4796,0.0007285124,0.0007285124
0.48,0.00072912,0.00072912
0.4804,0.0007297276,0.0007297276
0.4808,0.0007303352,0.0007303352
0.4812,0.0007309428,0.0007309428
0.4816,0.0007315504,0.0007315504
0.482,0.000732158,0.000732158
0.4824,0.0007327656,0.0007327656
0.4828,0.0007333732,0.0007333732
0.4832,0.0007339808,0.0007339808
0.4836,0.0007345884,0.0007345884
0.484,0.000735196,0.000735196
0.4844,0.0007358036,0.0007358036
0.4848,0.0007364112,0.0007364112
0.4852,0.0007370188,0.0007370188
0.4856,0.0007376264,0.0007376264
0.486,0.000738234,0.000738234
0.4864,0.0007388416,0.0007388416
0.4868,0.0007394492,0.0007394492
0.4872,0.0007400568,0.0007400568
0.4876,0.0007406644,0.0007406644
0.488,0.000741272,0.000741272
0.4884,0.0007418796,0.0007418796
0.4888,0.0007424872,0.0007424872
0.4892,0.0007430948,0.0007430948
0.4896,0.0007437024,0.0007437024
0.49,0.00074431,0.00074431
0.4904,0.0007449176,0.0007449176
0.4908,0.0007455252,0.0007455252
0.4912,0.0007461328,0.0007461328
0.4916,0.0007467404,0.0007467404
0.492,0.000747348,0.000747348
0.4924,0.0007479556,0.0007479556
0.4928,0.0007485632,0.0007485632
0.4932,0.0007491708,0.0007491708
0.4936,0.0007497784,0.0007497784
0.494,0.000750386,0.000750386
0.4944,0.0007509936,0.0007509936
0.4948,0.0007516012,0.0007516012
0.4952,0.0007522088,0.0007522088
0.4956,0.0007528164,0.0007528164
0.496,0.000753424,0.000753424
0.4964,0.0007540316,0.0007540316
0.4968,0.0007546392,0.0007546392
0.4972,0.0007552468,0.0007552468
0.4976,0.0007558544,0.0007558544
0.498,0.000756462,0.000756462
0.4984,0.0007570696,0.0007570696
0.4988,0.0007576772,0.0007576772
0.4992,0.0007582848,0.0007582848
0.4996,0.0007588924,0.0007588924
0.5,0.0007595,0.0007595
0.5004,0.0007601076,0.0007601076
0.5008,0.0007607152,0.0007607152
0.5012,0.0007613228,0.0007613228
0.5016,0.0007619304,0.0007619304
0.502,0.000762538,0.000762538
0.5024,0.0007631456,0.0007631456
0.5028,0.0007637532,0.0007637532
0.5032,0.0007643608,0.0007643608
0.5036,0.0007649684,0.0007649684
0.504,0.000765576,0.000765576
0.5044,0.0007661836,0.0007661836
0.5048,0.0007667912,0.0007667912
0.5052,0.0007673988,0.0007673988
0.5056,0.0007680064,0.0007680064
0.506,0.000768614,0.000768614
0.5064,0.0007692216,0.0007692216
0.5068,0.0007698292,0.0007698292
0.5072,0.0007704368,0.0007704368
0.5076,0.0007710444,0.0007710444
0.508,0.000771652,0.000771652
0.5084,0.0007722596,0.0007722596
0.5088,0.0007728672,0.0007728672
0.5092,0.0007734748,0.0007734748
0.5096,0.0007740824,0.0007740824
0.51,0.00077469,0.00077469
0.5104,0.0007752976,0.0007752976
0.5108,0.0007759052,0.0007759052
0.5112,0.0007765128,0.0007765128
0.5116,0.0007771204,0.0007771204
0.512,0.000777728,0.000777728
0.5124,0.0007783356,0.0007783356
0.5128,0.0007789432,0.0007789432
0.5132,0.0007795508,0.0007795508
0.5136,0.0007801584,0.0007801584
0.514,0.000780766,0.000780766
0.5144,0.0007813736,0.0007813736
0.5148,0.0007819812,0.0007819812
0.5152,0.0007825888,0.0007825888
0.5156,0.0007831964,0.0007831964
0.516,0.000783804,0.000783804
0.5164,0.0007844116,0.0007844116
0.5168,0.0007850192,0.0007850192
0.5172,0.0007856268,0.0007856268
0.5176,0.0007862344,0.0007862344
0.518,0.000786842,0.000786842
0.5184,0.0007874496,0.0007874496
0.5188,0.0007880572,0.0007880572
0.5192,0.0007886648,0.0007886648
0.5196,0.0007892724,0.0007892724
0.52,0.00078988,0.00078988
0.5204,0.0007904876,0.0007904876
0.5208,0.0007910952,0.0007910952
0.5212,0.0007917028,0.0007917028
0.5216,0.0007923104,0.0007923104
0.522,0.000792918,0.000792918
0.5224,0.0007935256,0.0007935256
0.5228,0.0007941332,0.0007941332
0.5232,0.0007947408,0.0007947408
0.5236,0.0007953484,0.0007953484
0.524,0.000795956,0.000795956
0.5244,0.0007965636,0.0007965636
0.5248,0.0007971712,0.0007971712
0.5252,0.0007977788,0.0007977788
0.5256,0.0007983864,0.0007983864
0.526,0.000798994,0.000798994
0.5264,0.0007996016,0.0007996016
0.5268,0.0008002092,0.0008002092
0.5272,0.0008008168,0.0008008168
0.5276,0.0008014244,0.0008014244
0.528,0.000802032,0.000802032
0.5284,0.0008026396,0.0008026396
0.5288,0.0008032472,0.0008032472
0.5292,0.0008038548,0.0008038548
0.5296,0.0008044624,0.0008044624
0.53,0.00080507,0.00080507
0.5304,0.0008056776,0.0008056776
0.5308,0.0008062852,0.0008062852
0.5312,0.0008068928,0.0008068928
0.5316,0.0008075004,0.0008075004
0.532,0.000808108,0.000808108
0.5324,0.0008087156,0.0008087156
0.5328,0.0008093232,0.0008093232
0.5332,0.0008099308,0.0008099308
0.5336,0.0008105384,0.0008105384
0.534,0.000811146,0.000811146
0.5344,0.0008117536,0.0008117536
0.5348,0.0008123612,0.0008123612
0.5352,0.0008129688,0.0008129688
0.5356,0.0008135764,0.0008135764
0.536,0.000814184,0.000814184
0.5364,0.0008147916,0.0008147916
0.5368,0.0008153992,0.0008153992
0.5372,0.0008160068,0.0008160068
0.5376,0.0008166144,0.0008166144
0.538,0.000817222,0.000817222
0.5384,0.0008178296,0.0008178296
0.5388,0.0008184372,0.0008184372
0.5392,0.0008190448,0.0008190448
0.5396,0.0008196524,0.0008196524
0.54,0.00082026,0.00082026
0.5404,0.0008208676,0.0008208676
0.5408,0.0008214752,0.0008214752
0.5412,0.0008220828,0.0008220828
0.5416,0.0008226904,0.0008226904
0.542,0.000823298,0.000823298
0.5424,0.0008239056,0.0008239056
0.5428,0.0008245132,0.0008245132
0.5432,0.0008251208,0.0008251208
0.5436,0.0008257284,0.0008257284
0.544,0.000826336,0.000826336
0.5444,0.0008269436,0.0008269436
0.5448,0.0008275512,0.0008275512
0.5452,0.0008281588,0.0008281588
0.5456,0.0008287664,0.0008287664
0.546,0.000829374,0.000829374
0.5464,0.0008299816,0.0008299816
0.5468,0.0008305892,0.0008305892
0.5472,0.0008311968,0.0008311968
0.5476,0.0008318044,0.0008318044
0.548,0.000832412,0.000832412
0.5484,0.0008330196,0.0008330196
0.5488,0.0008336272,0.0008336272
0.5492,0.0008342348,0.0008342348
0.5496,0.0008348424,0.0008348424
0.55,0.00083545,0.00083545
0.5504,0.0008360576,0.0008360576
0.5508,0.0008366652,0.0008366652
0.5512,0.0008372728,0.0008372728
0.5516,0.0008378804,0.0008378804
0.552,0.000838488,0.000838488
0.5524,0.0008390956,0.0008390956
0.5528,0.0008397032,0.0008397032
0.5532,0.0008403108,0.0008403108
0.5536,0.0008409184,0.0008409184
0.554,0.000841526,0.000841526
0.5544,0.0008421336,0.0008421336
0.5548,0.0008427412,0.0008427412
0.5552,0.0008433488,0.0008433488
0.5556,0.0008439564,0.0008439564
0.556,0.000844564,0.000844564
0.5564,0.0008451716,0.0008451716
0.5568,0.0008457792,0.0008457792
0.5572,0.0008463868,0.0008463868
0.5576,0.0008469944,0.0008469944
0.558,0.000847602,0.000847602
0.5584,0.0008482096,0.0008482096
0.5588,0.0008488172,0.0008488172
0.5592,0.0008494248,0.0008494248
0.5596,0.0008500324,0.0008500324
0.56,0.00085064,0.00085064
0.5604,0.0008512476,0.0008512476
0.5608,0.0008518552,0.0008518552
0.5612,0.0008524628,0.0008524628
0.5616,0.0008530704,0.0008530704
0.562,0.000853678,0.000853678
0.5624,0.0008542856,0.0008542856
0.5628,0.0008548932,0.0008548932
0.5632,0.0008555008,0.0008555008
0.5636,0.0008561084,0.0008561084
0.564,0.000856716,0.000856716
0.5644,0.0008573236,0.0008573236
0.5648,0.0008579312,0.0008579312
0.5652,0.0008585388,0.0008585388
0.5656,0.0008591464,0.0008591464
0.566,0.000859754,0.000859754
0.5664,0.0008603616,0.0008603616
0.5668,0.0008609692,0.0008609692
0.5672,0.0008615768,0.0008615768
0.5676,0.0008621844,0.0008621844
0.568,0.000862792,0.000862792
0.5684,0.0008633996,0.0008633996
0.5688,0.0008640072,0.0008640072
0.5692,0.0008646148,0.0008646148
0.5696,0.0008652224,0.0008652224
0.57,0.00086583,0.00086583
0.5704,0.0008664376,0.0008664376
0.5708,0.0008670452,0.0008670452
0.5712,0.0008676528,0.0008676528
0.5716,0.0008682604,0.0008682604
0.572,0.000868868,0.000868868
0.5724,0.0008694756,0.0008694756
0.5728,0.0008700832,0.0008700832
0.5732,0.0008706908,0.0008706908
0.5736,0.0008712984,0.0008712984
0.574,0.000871906,0.000871906
0.5744,0.0008725136,0.0008725136
0.5748,0.0008731212,0.0008731212
0.5752,0.0008737288,0.0008737288
0.5756,0.0008743364,0.0008743364
0.576,0.000874944,0.000874944
0.5764,0.0008755516,0.0008755516
0.5768,0.0008761592,0.0008761592
0.5772,0.0008767668,0.0008767668
0.5776,0.0008773744,0.0008773744
0.578,0.000877982,0.000877982
0.5784,0.0008785896,0.0008785896
0.5788,0.0008791972,0.0008791972
0.5792,0.0008798048,0.0008798048
0.5796,0.0008804124,0.0008804124
0.58,0.00088102,0.00088102
0.5804,0.0008816276,0.0008816276
0.5808,0.0008822352,0.0008822352
0.5812,0.0008828428,0.0008828428
0.5816,0.0008834504,0.0008834504
0.582,0.000884058,0.000884058
0.5824,0.0008846656,0.0008846656
0.5828,0.0008852732,0.0008852732
0.5832,0.0008858808,0.0008858808
0.5836,0.0008864884,0.0008864884
0.584,0.000887096,0.000887096
0.5844,0.0008877036,0.0008877036
0.5848,0.0008883112,0.0008883112
0.5852,0.0008889188,0.0008889188
0.5856,0.0008895264,0.0008895264
0.586,0.000890134,0.000890134
0.5864,0.0008907416,0.0008907416
0.5868,0.0008913492,0.0008913492
0.5872,0.0008919568,0.0008919568
0.5876,0.0008925644,0.0008925644
0.588,0.000893172,0.000893172
0.5884,0.0008937796,0.0008937796
0.5888,0.0008943872,0.0008943872
0.5892,0.0008949948,0.0008949948
0.5896,0.0008956024,0.0008956024
0.59,0.00089621,0.00089621
0.5904,0.0008968176,0.0008968176
0.5908,0.0008974252,0.0008974252
0.5912,0.0008980328,0.0008980328
0.5916,0.0008986404,0.0008986404
0.592,0.000899248,0.000899248
0.5924,0.0008998556,0.0008998556
0.5928,0.0009004632,0.0009004632
0.5932,0.0009010708,0.0009010708
0.5936,0.0009016784,0.0009016784
0.594,0.000902286,0.000902286
0.5944,0.0009028936,0.0009028936
0.5948,0.0009035012,0.0009035012
0.5952,0.0009041088,0.0009041088
0.5956,0.0009047164,0.0009047164
0.596,0.000905324,0.000905324
0.5964,0.0009059316,0.0009059316
0.5968,0.0009065392,0.0009065392
0.5972,0.0009071468,0.0009071468
0.5976,0.0009077544,0.0009077544
0.598,0.000908362,0.000908362
0.5984,0.0009089696,0.0009089696
