"time","pump.medium.T","N_pump.y","Source.ports[1].m_flow","Source.ports[1].p","Source.ports[1].h_outflow","Sink.ports[1].m_flow","Sink.ports[1].p","Sink.ports[1].h_outflow","pump.port_b.m_flow","pump.port_b.p","pump.port_b.h_outflow","V1.port_b.m_flow","V1.port_b.p","V1.port_b.h_outflow","V1.minLimiter.y","V2.port_b.m_flow","V2.port_b.p","V2.port_b.h_outflow","V2.minLimiter.y","V1_Opening.y","V2_Opening.y"
1.31,293.153614913106,465,0,100000,83680,0,100000,83680,-0.26678496110313,156939.372376595,83695.1247964367,-0.26678496110313,100000,83695.1247964367,1,-0,100000,83695.1247964367,0.001,1,0
1.312,293.153707805843,468,0,100000,83680,0,100000,83680,-0.26850615440057,157676.443960741,83695.5134596482,-0.26850615440057,100000,83695.5134596481,1,-0,100000,83695.5134596481,0.001,1,0
1.314,293.153802465609,471,0,100000,83680,0,100000,83680,-0.27022734769801,158418.255555075,83695.9095161069,-0.27022734769801,100000,83695.9095161069,1,-0,100000,83695.9095161069,0.001,1,0
1.316,293.153898911889,474,0,100000,83680,0,100000,83680,-0.271948540995449,159164.807159597,83696.313047344,-0.271948540995449,100000,83696.3130473441,1,-0,100000,83696.3130473441,0.001,1,0
1.318,293.153997164171,477,0,100000,83680,0,100000,83680,-0.273669734292889,159916.098774305,83696.7241348904,-0.273669734292889,100000,83696.7241348904,1,-0,100000,83696.7241348904,0.001,1,0
1.32,293.15409724194,480,0,100000,83680,0,100000,83680,-0.275390927590328,160672.130399202,83697.1428602778,-0.275390927590328,100000,83697.1428602778,1,-0,100000,83697.1428602778,0.001,1,0
1.322,293.154199164684,483,0,100000,83680,0,100000,83680,-0.277112120887768,161432.902034285,83697.5693050371,-0.277112120887768,100000,83697.5693050371,1,-0,100000,83697.5693050371,0.001,1,0
1.324,293.154302951888,486,0,100000,83680,0,100000,83680,-0.278833314185207,162198.413679557,83698.0035506999,-0.278833314185207,100000,83698.0035506999,1,-0,100000,83698.0035506999,0.001,1,0
1.326,293.154408623039,489,0,100000,83680,0,100000,83680,-0.280554507482647,162968.665335015,83698.4456787971,-0.280554507482647,100000,83698.4456787971,1,-0,100000,83698.4456787971,0.001,1,0
1.328,293.154516197624,492,0,100000,83680,0,100000,83680,-0.282275700780086,163743.657000661,83698.8957708594,-0.282275700780086,100000,83698.8957708594,1,-0,100000,83698.8957708594,0.001,1,0
1.33,293.154625695129,495,0,100000,83680,0,100000,83680,-0.283996894077526,164523.388676495,83699.353908419,-0.283996894077526,100000,83699.353908419,1,-0,100000,83699.353908419,0.001,1,0
1.332,293.154737625983,498,0,100000,83680,0,100000,83680,-0.285718087374966,165307.860362516,83699.8222271127,-0.285718087374966,100000,83699.8222271127,1,-0,100000,83699.8222271127,0.001,1,0
1.334,293.154851669535,501,0,100000,83680,0,100000,83680,-0.287439280672405,166097.072058724,83700.2993853343,-0.287439280672405,100000,83700.2993853343,1,-0,100000,83700.2993853343,0.001,1,0
1.336,293.154967773219,504,0,100000,83680,0,100000,83680,-0.289160473969845,166891.02376512,83700.7851631478,-0.289160473969845,100000,83700.7851631478,1,-0,100000,83700.7851631478,0.001,1,0
1.338,293.155085959784,507,0,100000,83680,0,100000,83680,-0.290881667267284,167689.715481703,83701.2796557352,-0.290881667267284,100000,83701.2796557352,1,-0,100000,83701.2796557352,0.001,1,0
1.34,293.155206251978,510,0,100000,83680,0,100000,83680,-0.292602860564724,168493.147208474,83701.7829582778,-0.292602860564724,100000,83701.7829582778,1,-0,100000,83701.7829582778,0.001,1,0
1.342,293.155328672552,513,0,100000,83680,0,100000,83680,-0.294324053862163,169301.318945432,83702.2951659577,-0.294324053862163,100000,83702.2951659577,1,-0,100000,83702.2951659577,0.001,1,0
1.344,293.155453244253,516,0,100000,83680,0,100000,83680,-0.296045247159603,170114.230692577,83702.8163739564,-0.296045247159603,100000,83702.8163739564,1,-0,100000,83702.8163739564,0.001,1,0
1.346,293.155579989831,519,0,100000,83680,0,100000,83680,-0.297766440457042,170931.88244991,83703.3466774551,-0.297766440457042,100000,83703.3466774551,1,-0,100000,83703.3466774551,0.001,1,0
1.348,293.155708932035,522,0,100000,83680,0,100000,83680,-0.299487633754482,171754.274217431,83703.8861716364,-0.299487633754482,100000,83703.8861716364,1,-0,100000,83703.8861716364,0.001,1,0
1.35,293.155840093614,525,0,100000,83680,0,100000,83680,-0.301208827051922,172581.405995139,83704.4349516814,-0.301208827051922,100000,83704.4349516814,1,-0,100000,83704.4349516814,0.001,1,0
1.352,293.155973497316,528,0,100000,83680,0,100000,83680,-0.302930020349361,173413.277783034,83704.9931127721,-0.302930020349361,100000,83704.9931127721,1,-0,100000,83704.9931127721,0.001,1,0
1.354,293.156109165891,531,0,100000,83680,0,100000,83680,-0.304651213646801,174249.889581117,83705.5607500897,-0.304651213646801,100000,83705.5607500897,1,-0,100000,83705.5607500897,0.001,1,0
1.356,293.156247122088,534,0,100000,83680,0,100000,83680,-0.30637240694424,175091.241389387,83706.1379588166,-0.30637240694424,100000,83706.1379588166,1,-0,100000,83706.1379588166,0.001,1,0
1.358,293.156387388655,537,0,100000,83680,0,100000,83680,-0.30809360024168,175937.333207845,83706.7248341338,-0.30809360024168,100000,83706.7248341338,1,-0,100000,83706.7248341338,0.001,1,0
1.36,293.156529988342,540,0,100000,83680,0,100000,83680,-0.309814793539119,176788.16503649,83707.3214712236,-0.309814793539119,100000,83707.3214712236,1,-0,100000,83707.3214712236,0.001,1,0
1.362,293.156674943897,543,0,100000,83680,0,100000,83680,-0.311535986836559,177643.736875322,83707.9279652672,-0.311535986836559,100000,83707.9279652672,1,-0,100000,83707.9279652672,0.001,1,0
1.364,293.15682227807,546,0,100000,83680,0,100000,83680,-0.313257180133998,178504.048724342,83708.5444114467,-0.313257180133998,100000,83708.5444114467,1,-0,100000,83708.5444114467,0.001,1,0
1.366,293.15697201361,549,0,100000,83680,0,100000,83680,-0.314978373431438,179369.100583549,83709.1709049435,-0.314978373431438,100000,83709.1709049435,1,-0,100000,83709.1709049435,0.001,1,0
1.368,293.157124173265,552,0,100000,83680,0,100000,83680,-0.316699566728877,180238.892452944,83709.8075409394,-0.316699566728877,100000,83709.8075409394,1,-0,100000,83709.8075409394,0.001,1,0
1.37,293.157278779784,555,0,100000,83680,0,100000,83680,-0.318420760026317,181113.424332527,83710.4544146161,-0.318420760026317,100000,83710.4544146162,1,-0,100000,83710.4544146162,0.001,1,0
1.372,293.157435855917,558,0,100000,83680,0,100000,83680,-0.320141953323757,181992.696222296,83711.1116211552,-0.320141953323757,100000,83711.1116211552,1,-0,100000,83711.1116211552,0.001,1,0
1.374,293.157595424412,561,0,100000,83680,0,100000,83680,-0.321863146621197,182876.708122254,83711.779255739,-0.321863146621197,100000,83711.779255739,1,-0,100000,83711.779255739,0.001,1,0
1.376,293.157757833933,564,0,100000,83680,0,100000,83680,-0.323584339918636,183765.460032398,83712.4587771771,-0.323584339918636,100000,83712.4587771771,1,-0,100000,83712.4587771771,0.001,1,0
1.378,293.157923076837,567,0,100000,83680,0,100000,83680,-0.325305533216075,184658.95195273,83713.1501534846,-0.325305533216075,100000,83713.1501534847,1,-0,100000,83713.1501534847,0.001,1,0
1.38,293.158090958329,570,0,100000,83680,0,100000,83680,-0.327026726513515,185557.183883249,83713.8525696477,-0.327026726513515,100000,83713.8525696477,1,-0,100000,83713.8525696477,0.001,1,0
1.382,293.158261504427,573,0,100000,83680,0,100000,83680,-0.328747919810954,186460.155823956,83714.5661345236,-0.328747919810954,100000,83714.5661345236,1,-0,100000,83714.5661345236,0.001,1,0
1.384,293.158434741149,576,0,100000,83680,0,100000,83680,-0.330469113108394,187367.867774851,83715.2909569677,-0.330469113108394,100000,83715.2909569677,1,-0,100000,83715.2909569677,0.001,1,0
1.386,293.158610694512,579,0,100000,83680,0,100000,83680,-0.332190306405834,188280.319735932,83716.0271458371,-0.332190306405834,100000,83716.0271458371,1,-0,100000,83716.0271458371,0.001,1,0
1.388,293.158789390533,582,0,100000,83680,0,100000,83680,-0.333911499703273,189197.511707201,83716.7748099883,-0.333911499703273,100000,83716.7748099883,1,-0,100000,83716.7748099883,0.001,1,0
1.39,293.158970855229,585,0,100000,83680,0,100000,83680,-0.335632693000713,190119.443688658,83717.5340582772,-0.335632693000713,100000,83717.5340582772,1,-0,100000,83717.5340582772,0.001,1,0
1.392,293.159155114618,588,0,100000,83680,0,100000,83680,-0.337353886298152,191046.115680302,83718.3049995603,-0.337353886298152,100000,83718.3049995603,1,-0,100000,83718.3049995603,0.001,1,0
1.394,293.159342194717,591,0,100000,83680,0,100000,83680,-0.339075079595592,191977.527682134,83719.0877426943,-0.339075079595592,100000,83719.0877426943,1,-0,100000,83719.0877426943,0.001,1,0
1.396,293.159532121543,594,0,100000,83680,0,100000,83680,-0.340796272893031,192913.679694153,83719.8823965356,-0.340796272893031,100000,83719.8823965356,1,-0,100000,83719.8823965356,0.001,1,0
1.398,293.159724921114,597,0,100000,83680,0,100000,83680,-0.342517466190471,193854.571716359,83720.6890699401,-0.342517466190471,100000,83720.6890699401,1,-0,100000,83720.6890699401,0.001,1,0
1.4,293.159920619447,600,0,100000,83680,0,100000,83680,-0.34423865948791,194800.203748753,83721.5078717645,-0.34423865948791,100000,83721.5078717645,1,-0,100000,83721.5078717645,0.001,1,0
1.402,293.160119242559,603,0,100000,83680,0,100000,83680,-0.34595985278535,195750.575791334,83722.3389108653,-0.34595985278535,100000,83722.3389108653,1,-0,100000,83722.3389108653,0.001,1,0
1.404,293.160320816467,606,0,100000,83680,0,100000,83680,-0.347681046082789,196705.687844103,83723.1822960987,-0.347681046082789,100000,83723.1822960987,1,-0,100000,83723.1822960987,0.001,1,0
1.406,293.16052536719,609,0,100000,83680,0,100000,83680,-0.349402239380229,197665.539907059,83724.0381363212,-0.349402239380229,100000,83724.0381363212,1,-0,100000,83724.0381363212,0.001,1,0
1.408,293.160732920743,612,0,100000,83680,0,100000,83680,-0.351123432677668,198630.131980202,83724.9065403892,-0.351123432677668,100000,83724.9065403892,1,-0,100000,83724.9065403892,0.001,1,0
1.41,293.160943503145,615,0,100000,83680,0,100000,83680,-0.352844625975108,199599.464063533,83725.7876171593,-0.352844625975108,100000,83725.7876171593,1,-0,100000,83725.7876171593,0.001,1,0
1.412,293.161157140413,618,0,100000,83680,0,100000,83680,-0.354565819272547,200573.536157052,83726.6814754875,-0.354565819272547,100000,83726.6814754875,1,-0,100000,83726.6814754875,0.001,1,0
1.414,293.161373858564,621,0,100000,83680,0,100000,83680,-0.356287012569987,201552.348260758,83727.5882242304,-0.356287012569987,100000,83727.5882242304,1,-0,100000,83727.5882242304,0.001,1,0
1.416,293.161593683615,624,0,100000,83680,0,100000,83680,-0.358008205867426,202535.900374651,83728.5079722442,-0.358008205867426,100000,83728.5079722442,1,-0,100000,83728.5079722442,0.001,1,0
1.418,293.161816641584,627,0,100000,83680,0,100000,83680,-0.359729399164866,203524.192498732,83729.4408283856,-0.359729399164866,100000,83729.4408283856,1,-0,100000,83729.4408283856,0.001,1,0
1.42,293.162042878138,630,0,100000,83680,0,100000,83680,-0.361450592462306,204517.224633,83730.3874021292,-0.361450592462306,100000,83730.3874021292,1,-0,100000,83730.3874021292,0.001,1,0
1.422,293.162272621279,633,0,100000,83680,0,100000,83680,-0.363171785759745,205514.996777455,83731.3486474328,-0.363171785759745,100000,83731.3486474328,1,-0,100000,83731.3486474328,0.001,1,0
1.424,293.162505645548,636,0,100000,83680,0,100000,83680,-0.364892979057185,206517.508932098,83732.3236209724,-0.364892979057185,100000,83732.3236209724,1,-0,100000,83732.3236209724,0.001,1,0
1.426,293.162741981909,639,0,100000,83680,0,100000,83680,-0.366614172354624,207524.761096929,83733.3124523059,-0.366614172354624,100000,83733.3124523059,1,-0,100000,83733.3124523059,0.001,1,0
1.428,293.162981661467,642,0,100000,83680,0,100000,83680,-0.368335365652064,208536.753271947,83734.3152715789,-0.368335365652064,100000,83734.3152715789,1,-0,100000,83734.3152715789,0.001,1,0
1.43,293.16322471547,645,0,100000,83680,0,100000,83680,-0.370056558949503,209553.485457152,83735.3322095256,-0.370056558949503,100000,83735.3322095256,1,-0,100000,83735.3322095256,0.001,1,0
1.432,293.163471175303,648,0,100000,83680,0,100000,83680,-0.371777752246943,210574.957652545,83736.3633974672,-0.371777752246943,100000,83736.3633974672,1,-0,100000,83736.3633974672,0.001,1,0
1.434,293.163721072493,651,0,100000,83680,0,100000,83680,-0.373498945544382,211601.169858125,83737.4089673124,-0.373498945544382,100000,83737.4089673124,1,-0,100000,83737.4089673124,0.001,1,0
1.436,293.163974438709,654,0,100000,83680,0,100000,83680,-0.375220138841822,212632.122073893,83738.4690515587,-0.375220138841822,100000,83738.4690515587,1,-0,100000,83738.4690515587,0.001,1,0
1.438,293.164231305758,657,0,100000,83680,0,100000,83680,-0.376941332139262,213667.814299848,83739.5437832911,-0.376941332139262,100000,83739.5437832911,1,-0,100000,83739.5437832911,0.001,1,0
1.44,293.164491705588,660,0,100000,83680,0,100000,83680,-0.378662525436701,214708.246535991,83740.6332961811,-0.378662525436701,100000,83740.6332961811,1,-0,100000,83740.6332961811,0.001,1,0
1.442,293.164755670289,663,0,100000,83680,0,100000,83680,-0.380383718734141,215753.418782321,83741.7377244901,-0.380383718734141,100000,83741.7377244901,1,-0,100000,83741.7377244901,0.001,1,0
1.444,293.16502323209,666,0,100000,83680,0,100000,83680,-0.38210491203158,216803.331038838,83742.8572030661,-0.38210491203158,100000,83742.8572030661,1,-0,100000,83742.8572030661,0.001,1,0
1.446,293.165294423362,669,0,100000,83680,0,100000,83680,-0.38382610532902,217857.983305543,83743.9918673446,-0.38382610532902,100000,83743.9918673446,1,-0,100000,83743.9918673446,0.001,1,0
1.448,293.165569276613,672,0,100000,83680,0,100000,83680,-0.385547298626459,218917.375582435,83745.1418533493,-0.385547298626459,100000,83745.1418533493,1,-0,100000,83745.1418533493,0.001,1,0
1.45,293.165847824496,675,0,100000,83680,0,100000,83680,-0.387268491923899,219981.507869515,83746.3072976922,-0.387268491923899,100000,83746.3072976922,1,-0,100000,83746.3072976922,0.001,1,0
1.452,293.166130099802,678,0,100000,83680,0,100000,83680,-0.388989685221338,221050.380166782,83747.4883375721,-0.388989685221338,100000,83747.4883375721,1,-0,100000,83747.4883375721,0.001,1,0
1.454,293.166416135463,681,0,100000,83680,0,100000,83680,-0.390710878518778,222123.992474237,83748.6851107766,-0.390710878518778,100000,83748.6851107766,1,-0,100000,83748.6851107766,0.001,1,0
1.456,293.166705964551,684,0,100000,83680,0,100000,83680,-0.392432071816218,223202.344791879,83749.8977556798,-0.392432071816218,100000,83749.8977556798,1,-0,100000,83749.8977556798,0.001,1,0
1.458,293.166999620278,687,0,100000,83680,0,100000,83680,-0.394153265113657,224285.437119708,83751.1264112451,-0.394153265113657,100000,83751.1264112451,1,-0,100000,83751.1264112451,0.001,1,0
1.46,293.167297136,690,0,100000,83680,0,100000,83680,-0.395874458411097,225373.269457725,83752.3712170227,-0.395874458411097,100000,83752.3712170227,1,-0,100000,83752.3712170227,0.001,1,0
1.462,293.167598545208,693,0,100000,83680,0,100000,83680,-0.397595651708536,226465.84180593,83753.6323131507,-0.397595651708536,100000,83753.6323131507,1,-0,100000,83753.6323131507,0.001,1,0
1.464,293.167903881538,696,0,100000,83680,0,100000,83680,-0.399316845005976,227563.154164322,83754.9098403555,-0.399316845005976,100000,83754.9098403555,1,-0,100000,83754.9098403555,0.001,1,0
1.466,293.168213178764,699,0,100000,83680,0,100000,83680,-0.401038038303415,228665.206532901,83756.2039399504,-0.401038038303415,100000,83756.2039399504,1,-0,100000,83756.2039399504,0.001,1,0
1.468,293.168526470802,702,0,100000,83680,0,100000,83680,-0.402759231600855,229771.998911667,83757.5147538372,-0.402759231600855,100000,83757.5147538372,1,-0,100000,83757.5147538372,0.001,1,0
1.47,293.168843791708,705,0,100000,83680,0,100000,83680,-0.404480424898294,230883.531300622,83758.8424245055,-0.404480424898294,100000,83758.8424245055,1,-0,100000,83758.8424245055,0.001,1,0
1.472,293.169165175677,708,0,100000,83680,0,100000,83680,-0.406201618195734,231999.803699763,83760.1870950324,-0.406201618195734,100000,83760.1870950324,1,-0,100000,83760.1870950324,0.001,1,0
1.474,293.169490657046,711,0,100000,83680,0,100000,83680,-0.407922811493174,233120.816109092,83761.5489090826,-0.407922811493174,100000,83761.5489090826,1,-0,100000,83761.5489090826,0.001,1,0
1.476,293.169820270294,714,0,100000,83680,0,100000,83680,-0.409644004790613,234246.568528609,83762.9280109092,-0.409644004790613,100000,83762.9280109092,1,-0,100000,83762.9280109092,0.001,1,0
1.478,293.170154050037,717,0,100000,83680,0,100000,83680,-0.411365198088053,235377.060958313,83764.3245453528,-0.411365198088053,100000,83764.3245453528,1,-0,100000,83764.3245453528,0.001,1,0
1.48,293.170492031033,720,0,100000,83680,0,100000,83680,-0.413086391385492,236512.293398204,83765.7386578412,-0.413086391385492,100000,83765.7386578412,1,-0,100000,83765.7386578412,0.001,1,0
1.482,293.170834248181,723,0,100000,83680,0,100000,83680,-0.414807584682932,237652.265848283,83767.170494391,-0.414807584682932,100000,83767.170494391,1,-0,100000,83767.170494391,0.001,1,0
1.484,293.171180736522,726,0,100000,83680,0,100000,83680,-0.416528777980371,238796.978308549,83768.6202016062,-0.416528777980371,100000,83768.6202016062,1,-0,100000,83768.6202016062,0.001,1,0
1.486,293.171531531233,729,0,100000,83680,0,100000,83680,-0.418249971277811,239946.430779002,83770.0879266781,-0.418249971277811,100000,83770.0879266781,1,-0,100000,83770.0879266781,0.001,1,0
1.488,293.171886667635,732,0,100000,83680,0,100000,83680,-0.41997116457525,241100.623259643,83771.5738173867,-0.41997116457525,100000,83771.5738173867,1,-0,100000,83771.5738173867,0.001,1,0
1.49,293.17224618119,735,0,100000,83680,0,100000,83680,-0.42169235787269,242259.555750472,83773.0780220989,-0.42169235787269,100000,83773.0780220989,1,-0,100000,83773.0780220989,0.001,1,0
1.492,293.172610107497,738,0,100000,83680,0,100000,83680,-0.42341355117013,243423.228251488,83774.6006897695,-0.42341355117013,100000,83774.6006897695,1,-0,100000,83774.6006897695,0.001,1,0
1.494,293.1729784823,741,0,100000,83680,0,100000,83680,-0.425134744467569,244591.640762691,83776.1419699423,-0.425134744467569,100000,83776.1419699423,1,-0,100000,83776.1419699423,0.001,1,0
1.496,293.173351341479,744,0,100000,83680,0,100000,83680,-0.426855937765009,245764.793284082,83777.7020127471,-0.426855937765009,100000,83777.7020127471,1,-0,100000,83777.7020127471,0.001,1,0
1.498,293.173728721057,747,0,100000,83680,0,100000,83680,-0.428577131062448,246942.68581566,83779.2809689028,-0.428577131062448,100000,83779.2809689028,1,-0,100000,83779.2809689028,0.001,1,0
1.5,293.174110657198,750,0,100000,83680,0,100000,83680,-0.430298324359888,248125.318357426,83780.8789897152,-0.430298324359888,100000,83780.8789897152,1,-0,100000,83780.8789897152,0.001,1,0
1.502,293.174497186204,753,0,100000,83680,0,100000,83680,-0.432019517657327,249312.690909379,83782.4962270789,-0.432019517657327,100000,83782.4962270789,1,-0,100000,83782.4962270789,0.001,1,0
1.504,293.174888344521,756,0,100000,83680,0,100000,83680,-0.433740710954767,250504.80347152,83784.1328334752,-0.433740710954767,100000,83784.1328334751,1,-0,100000,83784.1328334751,0.001,1,0
1.506,293.175284168732,759,0,100000,83680,0,100000,83680,-0.435461904252206,251701.656043848,83785.788961974,-0.435461904252206,100000,83785.788961974,1,-0,100000,83785.788961974,0.001,1,0
1.508,293.175684695562,762,0,100000,83680,0,100000,83680,-0.437183097549646,252903.248626363,83787.4647662324,-0.437183097549646,100000,83787.4647662324,1,-0,100000,83787.4647662324,0.001,1,0
1.51,293.176090081673,765,0,100000,83680,0,100000,83680,-0.438904290847085,254109.581219066,83789.1609017209,-0.438904290847085,100000,83789.1609017209,1,-0,100000,83789.1609017209,0.001,1,0
1.512,293.176500299636,768,0,100000,83680,0,100000,83680,-0.440625484144525,255320.653821956,83790.8772536772,-0.440625484144525,100000,83790.8772536772,1,-0,100000,83790.8772536772,0.001,1,0
1.514,293.176915347637,771,0,100000,83680,0,100000,83680,-0.442346677441965,256536.466435034,83792.6138145127,-0.442346677441965,100000,83792.6138145127,1,-0,100000,83792.6138145127,0.001,1,0
1.516,293.1773352637,774,0,100000,83680,0,100000,83680,-0.444067870739404,257757.019058299,83794.3707433214,-0.444067870739404,100000,83794.3707433214,1,-0,100000,83794.3707433214,0.001,1,0
1.518,293.177760086005,777,0,100000,83680,0,100000,83680,-0.445789064036844,258982.311691752,83796.1481998452,-0.445789064036844,100000,83796.1481998452,1,-0,100000,83796.1481998452,0.001,1,0
1.52,293.178189852885,780,0,100000,83680,0,100000,83680,-0.447510257334283,260212.344335392,83797.9463444721,-0.447510257334283,100000,83797.9463444721,1,-0,100000,83797.9463444721,0.001,1,0
1.522,293.178624602829,783,0,100000,83680,0,100000,83680,-0.449231450631723,261447.116989219,83799.7653382377,-0.449231450631723,100000,83799.7653382377,1,-0,100000,83799.7653382377,0.001,1,0
1.524,293.17906437448,786,0,100000,83680,0,100000,83680,-0.450952643929162,262686.629653234,83801.6053428232,-0.450952643929162,100000,83801.6053428232,1,-0,100000,83801.6053428232,0.001,1,0
1.526,293.179509206634,789,0,100000,83680,0,100000,83680,-0.452673837226602,263930.882327437,83803.4665205573,-0.452673837226602,100000,83803.4665205573,1,-0,100000,83803.4665205573,0.001,1,0
1.528,293.179959138244,792,0,100000,83680,0,100000,83680,-0.454395030524042,265179.875011827,83805.3490344151,-0.454395030524042,100000,83805.3490344151,1,-0,100000,83805.3490344151,0.001,1,0
1.53,293.180414208417,795,0,100000,83680,0,100000,83680,-0.456116223821481,266433.607706404,83807.2530480183,-0.456116223821481,100000,83807.2530480183,1,-0,100000,83807.2530480183,0.001,1,0
1.532,293.180874456414,798,0,100000,83680,0,100000,83680,-0.457837417118921,267692.080411169,83809.1787256359,-0.457837417118921,100000,83809.1787256359,1,-0,100000,83809.1787256359,0.001,1,0
1.534,293.18133992165,801,0,100000,83680,0,100000,83680,-0.45955861041636,268955.293126121,83811.1262321828,-0.45955861041636,100000,83811.1262321828,1,-0,100000,83811.1262321828,0.001,1,0
1.536,293.181810643695,804,0,100000,83680,0,100000,83680,-0.4612798037138,270223.24585126,83813.095733222,-0.4612798037138,100000,83813.095733222,1,-0,100000,83813.095733222,0.001,1,0
1.538,293.182286662276,807,0,100000,83680,0,100000,83680,-0.463000997011239,271495.938586587,83815.0873949612,-0.463000997011239,100000,83815.0873949612,1,-0,100000,83815.0873949612,0.001,1,0
1.54,293.18276801727,810,0,100000,83680,0,100000,83680,-0.464722190308679,272773.371332102,83817.1013842564,-0.464722190308679,100000,83817.1013842564,1,-0,100000,83817.1013842564,0.001,1,0
1.542,293.183254748712,813,0,100000,83680,0,100000,83680,-0.466443383606118,274055.544087804,83819.1378686099,-0.466443383606118,100000,83819.1378686099,1,-0,100000,83819.1378686099,0.001,1,0
1.544,293.18374689679,816,0,100000,83680,0,100000,83680,-0.468164576903558,275342.456853693,83821.1970161705,-0.468164576903558,100000,83821.1970161705,1,-0,100000,83821.1970161705,0.001,1,0
1.546,293.184244501848,819,0,100000,83680,0,100000,83680,-0.469885770200997,276634.10962977,83823.2789957339,-0.469885770200997,100000,83823.2789957339,1,-0,100000,83823.2789957339,0.001,1,0
1.548,293.184747604384,822,0,100000,83680,0,100000,83680,-0.471606963498437,277930.502416034,83825.3839767422,-0.471606963498437,100000,83825.3839767422,1,-0,100000,83825.3839767422,0.001,1,0
1.55,293.185256245049,825,0,100000,83680,0,100000,83680,-0.473328156795877,279231.635212486,83827.5121292854,-0.473328156795877,100000,83827.5121292854,1,-0,100000,83827.5121292854,0.001,1,0
1.552,293.185770464651,828,0,100000,83680,0,100000,83680,-0.475049350093316,280537.508019125,83829.6636240982,-0.475049350093316,100000,83829.6636240982,1,-0,100000,83829.6636240982,0.001,1,0
1.554,293.18629030415,831,0,100000,83680,0,100000,83680,-0.476770543390756,281848.120835951,83831.8386325638,-0.476770543390756,100000,83831.8386325638,1,-0,100000,83831.8386325638,0.001,1,0
1.556,293.186815804663,834,0,100000,83680,0,100000,83680,-0.478491736688195,283163.473662965,83834.0373267116,-0.478491736688195,100000,83834.0373267116,1,-0,100000,83834.0373267116,0.001,1,0
1.558,293.187347007461,837,0,100000,83680,0,100000,83680,-0.480212929985635,284483.566500166,83836.2598792175,-0.480212929985635,100000,83836.2598792175,1,-0,100000,83836.2598792175,0.001,1,0
1.56,293.187883953968,840,0,100000,83680,0,100000,83680,-0.481934123283074,285808.399347555,83838.5064634042,-0.481934123283074,100000,83838.5064634042,1,-0,100000,83838.5064634042,0.001,1,0
1.562,293.188426685765,843,0,100000,83680,0,100000,83680,-0.483655316580514,287137.972205131,83840.7772532407,-0.483655316580514,100000,83840.7772532407,1,-0,100000,83840.7772532407,0.001,1,0
1.564,293.188975244585,846,0,100000,83680,0,100000,83680,-0.485376509877953,288472.285072895,83843.0724233436,-0.485376509877953,100000,83843.0724233436,1,-0,100000,83843.0724233436,0.001,1,0
1.566,293.189529672317,849,0,100000,83680,0,100000,83680,-0.487097703175393,289811.337950846,83845.3921489756,-0.487097703175393,100000,83845.3921489756,1,-0,100000,83845.3921489756,0.001,1,0
1.568,293.190090011005,852,0,100000,83680,0,100000,83680,-0.488818896472832,291155.130838985,83847.7366060467,-0.488818896472832,100000,83847.7366060467,1,-0,100000,83847.7366060467,0.001,1,0
1.57,293.190656302847,855,0,100000,83680,0,100000,83680,-0.490540089770272,292503.663737311,83850.1059711129,-0.490540089770272,100000,83850.1059711129,1,-0,100000,83850.1059711129,0.001,1,0
1.572,293.191228590195,858,0,100000,83680,0,100000,83680,-0.492261283067712,293856.936645824,83852.500421377,-0.492261283067712,100000,83852.500421377,1,-0,100000,83852.500421377,0.001,1,0
1.574,293.191806915557,861,0,100000,83680,0,100000,83680,-0.493982476365151,295214.949564525,83854.9201346896,-0.493982476365151,100000,83854.9201346896,1,-0,100000,83854.9201346896,0.001,1,0
1.576,293.192391321593,864,0,100000,83680,0,100000,83680,-0.495703669662591,296577.702493414,83857.3652895464,-0.495703669662591,100000,83857.3652895464,1,-0,100000,83857.3652895464,0.001,1,0
1.578,293.192981851121,867,0,100000,83680,0,100000,83680,-0.49742486296003,297945.195432489,83859.836065091,-0.49742486296003,100000,83859.836065091,1,-0,100000,83859.836065091,0.001,1,0
1.58,293.193578547111,870,0,100000,83680,0,100000,83680,-0.49914605625747,299317.428381753,83862.3326411131,-0.49914605625747,100000,83862.3326411131,1,-0,100000,83862.3326411131,0.001,1,0
1.582,293.194181452689,873,0,100000,83680,0,100000,83680,-0.500867249554909,300694.401341203,83864.8551980495,-0.500867249554909,100000,83864.8551980495,1,-0,100000,83864.8551980495,0.001,1,0
1.584,293.194790611134,876,0,100000,83680,0,100000,83680,-0.502588442852349,302076.114310841,83867.4039169836,-0.502588442852349,100000,83867.4039169836,1,-0,100000,83867.4039169836,0.001,1,0
1.586,293.195406065881,879,0,100000,83680,0,100000,83680,-0.504309636149789,303462.567290667,83869.9789796455,-0.504309636149789,100000,83869.9789796455,1,-0,100000,83869.9789796455,0.001,1,0
1.588,293.196027860519,882,0,100000,83680,0,100000,83680,-0.506030829447228,304853.76028068,83872.5805684118,-0.506030829447228,100000,83872.5805684118,1,-0,100000,83872.5805684118,0.001,1,0
1.59,293.196656038792,885,0,100000,83680,0,100000,83680,-0.507752022744668,306249.69328088,83875.2088663064,-0.507752022744668,100000,83875.2088663064,1,-0,100000,83875.2088663064,0.001,1,0
1.592,293.197290644598,888,0,100000,83680,0,100000,83680,-0.509473216042107,307650.366291268,83877.8640569994,-0.509473216042107,100000,83877.8640569994,1,-0,100000,83877.8640569994,0.001,1,0
