"time","cDC1.v","cDC2.v","transformer1.l2sigma.inductor[1].i","transformer1.l2sigma.inductor[3].i"
0,70.7106781186547,70.7106781186547,0,0
2.08915039352342e-09,70.7106042556296,70.7106042556296,0.000707105514370938,-0.00141421208511278
2.08915039352342e-09,70.7106042556296,70.7106042556296,0.000707105514370938,-0.00141421208511278
5e-05,68.9648236316284,68.9648236316284,0.00104767571893316,-0.00213977751080539
0.0001,67.2620622391506,67.2620622391506,0.00105861652245487,-0.0022060751586646
0.00015,65.6013511908388,65.6013511908388,0.00106812320446545,-0.00226948264030188
0.0002,63.9816451752206,63.9816451752206,0.00107622251538834,-0.00233004250561708
0.000215476715542188,63.4884420621029,63.4884420621029,0.00107844841011546,-0.00234821725135755
0.000215476715542188,63.4884420621029,63.4884420621029,0.00107844841011546,-0.00234821725135755
0.00025,62.4024698332074,62.4024698332074,0.00105453349332943,-0.475085963089025
0.0003,60.8690623775737,60.8690623775737,0.00101967651977287,-2.80513785754546
0.00035,59.3897219820828,59.3897219820828,0.000984567956292732,-7.01904639807521
0.0004,57.9722282517517,57.9722282517517,0.000949216465401803,-13.0397651593688
0.00045,56.6237705418841,56.6237705418841,0.000913630769551611,-20.7832001603666
0.0005,55.3509291983313,55.3509291983313,0.00087781964897989,-30.1588129133272
0.00055,54.1596602763455,54.1596602763455,0.000841791939544861,-41.0702367513896
0.0006,53.0552837508119,53.0552837508119,0.000805556530544775,-53.4159047865866
0.00065,52.0424751733052,52.0424751733052,0.000769122362524574,-67.0896856359757
0.0007,51.1252608540368,51.1252608540368,0.000732498425069882,-81.9815236834089
0.00075,50.3070160700368,50.3070160700368,0.000695693754589359,-97.9780799765077
0.0008,49.5904650446334,49.5904650446335,0.000658717432084978,-114.963371697241
0.00085,48.9776877054068,48.9776877054068,0.000621578580911069,-132.819407487943
0.0009,48.470125854635,48.470125854635,0.000584286364522756,-151.426813714073
0.00095,48.068594125449,48.068594125449,0.000546849984216595,-170.66545137968
0.001,47.7732930763125,47.7732930763125,0.000509278676860152,-190.415020056245
0.00105,47.5838254858918,47.5838254858918,0.000471581712610882,-210.555641225906
0.0011,47.4992141157306,47.4992141157306,0.000433768392630427,-230.968428073819
0.00115,47.5179224893112,47.5179224893112,0.000395848046789082,-251.536032278832
0.0012,47.6378770817798,47.6378770817798,0.000357830031365505,-272.143174388759
0.00125,47.8564926212381,47.8564926212381,0.000319723726736378,-292.677141651874
0.0013,48.1706986214056,48.1706986214056,0.000281538535061893,-313.028261102424
0.00135,48.5769672756432,48.5769672756432,0.000243283877966585,-333.090348494995
0.0014,49.0713431477626,49.0713431477626,0.000204969194214259,-352.761123808129
0.00145,49.6494735759046,49.6494735759046,0.0001666039373805,-371.942607740013
0.0015,50.3066411222213,50.3066411222213,0.000128197573518321,-390.541468375045
0.00155,51.037796195278,51.037796195278,8.97595788231494e-05,-408.469346953527
0.0016,51.8375904807993,51.8375904807993,5.12994372949482e-05,-425.643150627986
0.00165,52.7004110232193,52.7004110232194,1.28266383979985e-05,-441.985306982504
0.0017,53.6204144428118,53.6204144428118,-2.56493252798848e-05,-457.424000176752
0.00175,54.5915617657027,54.5915617657027,-6.41189603705234e-05,-471.893346004758
0.0018,55.6076528206788,55.6076528206788,-0.000102572775067166,-485.333554040014
0.00185,56.6623606300518,56.6623606300518,-0.000141001281466431,-497.691051047379
0.0019,57.7492654453872,57.7492654453872,-0.000179394997909225,-508.918567756447
0.00195,58.8618884871531,58.8618884871531,-0.000217744451320663,-518.975207532161
0.002,59.9937247541537,59.9937247541537,-0.000256040179546999,-527.826454099066
0.00205,61.1382752330197,61.1382752330197,-0.000294272733690316,-535.444172754375
0.0021,62.2890781629109,62.2890781629109,-0.000332432680439813,-541.806572151977
0.00215,63.4397393100341,63.4397393100341,-0.000370510604399416,-546.898138665147
0.0022,64.5839612783707,64.5839612783707,-0.000408497110411686,-550.709545479206
0.00225,65.7155710020879,65.7155710020879,-0.000446382825874603,-553.237520704231
0.0023,66.8285464016378,66.8285464016378,-0.000484158403054684,-554.484705271533
0.00235,67.9170413656275,67.9170413656276,-0.000521814521393102,-554.459479547996
0.0024,68.9754094677283,68.9754094677283,-0.000559341889806192,-553.175771719745
0.00245,69.9982258898041,69.9982258898041,-0.000596731248977972,-550.652840253258
0.0025,70.9803073880231,70.9803073880231,-0.000633973373643371,-546.915034342148
0.00255,71.9167310531678,71.9167310531678,-0.000671059074865243,-541.991543695553
0.0026,72.8028510022588,72.8028510022588,-0.000707979202300993,-535.916127592775
0.00265,73.6343137909513,73.6343137909513,-0.000744724646462256,-528.726834150406
0.0027,74.4070713149075,74.4070713149075,-0.000781286340961063,-520.465699669346
0.00275,75.1173921002967,75.1173921002967,-0.000817655264746126,-511.178440744105
0.0028,75.7618710483779,75.7618710483779,-0.000853822444329502,-500.914138915292
0.00285,76.3374370386879,76.3374370386879,-0.000889778955999677,-489.72491582488
0.0029,76.8413594084574,76.8413594084574,-0.000925515928026815,-477.665605434204
0.00295,77.271251517662,77.271251517662,-0.000961024542848088,-464.793417490972
0.003,77.6250732733899,77.6250732733899,-0.000996296039243783,-451.167603041076
0.00305,77.9011319251934,77.9011319251934,-0.00103132171449972,-436.84911867935
0.0031,78.0980809187231,78.0980809187231,-0.00106609292655307,-421.900291750048
0.00315,78.2149178702352,78.2149178702353,-0.00110060109612982,-406.384487564541
0.0032,78.2509796387829,78.2509796387829,-0.0011348377088554,-390.365781731574
0.00325,78.2059369404541,78.2059369404541,-0.00116879431735749,-373.908638519974
0.0033,78.0797872778498,78.0797872778499,-0.00120246254335078,-357.077595827366
0.00335,77.8728463363756,77.8728463363756,-0.00123583407970237,-339.936959596857
0.0034,77.5857387513361,77.5857387513361,-0.00126890069248822,-322.550503510228
0.00345,77.2193864301331,77.2193864301331,-0.00130165422301582,-304.981187416453
0.0035,76.7749968501474,76.7749968501474,-0.00133408658984116,-287.290881788175
0.00355,76.2540499425015,76.2540499425015,-0.00136618979076225,-269.540106990616
0.0036,75.6582841018533,75.6582841018533,-0.00139795590479378,-251.78778592581
0.00365,74.9896814665428,74.9896814665428,-0.00142937709412515,-234.091008679057
0.0037,74.2504519932676,74.2504519932676,-0.00146044560604742,-216.50482031563
0.00372634067511756,73.8334240045145,73.8334240045146,-0.00147666848009206,-207.302635101807
0.00372634067511756,73.8334240045145,73.8334240045146,-0.00147666848009206,-207.302635101807
0.00375,73.4430838991516,73.4430838991516,-0.170248686430009,-198.997628189494
0.0038,72.5719905201061,72.5719905201061,-1.64601226943614,-181.049998574015
0.00385,71.6435886129598,71.6435886129598,-4.65872318547626,-162.591212869661
0.0039,70.6644776094573,70.6644776094573,-9.22589158837359,-143.650512956526
0.00395,69.6413039848137,69.6413039848137,-15.3604940018391,-124.253088904972
0.004,68.5807176161391,68.5807176161391,-23.0709744063994,-104.420077090169
0.00405,67.4893289283856,67.4893289283857,-32.3612728710571,-84.1685857481404
0.0041,66.373668147833,66.373668147833,-43.2308818494859,-63.5117480932124
0.00415,65.2401452089999,65.2401452089999,-55.6749296429356,-42.4588024092553
0.0042,64.0950139253277,64.0950139253277,-69.6842844442662,-21.0151927945497
0.00424814131306723,62.9871412144526,62.9871412144526,-84.6396228185254,-0.00125974282414048
0.00424814131306723,62.9871412144526,62.9871412144526,-84.6396228185254,-0.00125974282414048
0.00425,62.9443744661672,62.9443744661672,-84.836754158967,-0.000571823133870609
0.0043,61.8234626742235,61.8234626742235,-90.811567676081,-0.000534340749874073
0.00435,60.7628875475503,60.7628875475503,-98.0477758777229,-0.000496726525287043
0.0044,59.7671937686318,59.7671937686318,-106.464782897517,-0.000458989740865236
0.00445,58.8404009112406,58.8404009112406,-115.978066820146,-0.000421139707593751
0.0045,57.9860043796965,57.9860043796965,-126.499729793605,-0.00038318576440272
0.00455,57.2069723486643,57.2069723486643,-137.939013488686,-0.000345137275856568
0.0046,56.5057452006607,56.5057452006607,-150.202809976227,-0.000307003629851992
0.00465,55.884238399736,55.884238399736,-163.19617836223,-0.000268794235295533
0.0047,55.3438481328589,55.3438481328589,-176.822866957612,-0.00023051851978359
0.00475,54.8854586110399,54.8854586110399,-190.985809697891,-0.000192185927276228
0.0048,54.50945181473,54.50945181473,-205.587616996351,-0.000153805915767023
0.00485,54.2157195338847,54.2157195338847,-220.531061214159,-0.000115387954949549
0.0049,54.0036775583365,54.0036775583365,-235.719545581321,-7.69415238807898e-05
0.00495,53.8722816041352,53.8722816041352,-251.057554273469,-3.84761086423188e-05
0.005,53.8200450912919,53.8200450912919,-266.451086040055,-1.19999975835194e-09
0.00505,53.845058554631,53.845058554631,-281.808070181944,3.84737089388795e-05
