"time","massFlowRate.y","sink.ports[1].m_flow","sink.ports[1].p","sink.ports[1].h_outflow","pump.port_b.m_flow","pump.port_b.p","pump.port_b.h_outflow","valve.port_b.m_flow","valve.port_b.p","valve.port_b.h_outflow","valve.minLimiter.y","valveOpening.y","pressure1.y","sink1.ports[1].m_flow","sink1.ports[1].p","sink1.ports[1].h_outflow","pump1.port_b.m_flow","pump1.port_b.p","pump1.port_b.h_outflow","valve1.port_b.m_flow","valve1.port_b.p","valve1.port_b.h_outflow","valve1.minLimiter.y","valveOpening1.y","sinkPressure.y"
0.014,1.00628301994168,1.00628301994168,800000,84670.3812595073,-1.00628301994168,1002441.33688392,85141.4449946641,-1.00628301994168,800000,85141.4449946641,1,1,1006283.01994168,1.01578701093911,800000,84670.3812595073,-1.01578701093911,1006283.01994168,85146.2519079699,-1.01578701093911,800000,85146.2519079699,1,1,800000
0.0154,1.00691128373678,1.00691128373678,800000,84670.3812595073,-1.00691128373678,1002694.17802302,85141.7613631261,-1.00691128373678,800000,85141.7613631261,1,1,1006911.28373678,1.01733283686662,800000,84670.3812595073,-1.01733283686662,1006911.28373678,85147.0380226996,-1.01733283686662,800000,85147.0380226996,1,1,800000
0.0168,1.00753953661802,1.00753953661802,800000,84670.3812595073,-1.00753953661802,1002947.1725191,85142.0779234061,-1.00753953661802,800000,85142.0779234061,1,1,1007539.53661802,1.01887629155355,800000,84670.3812595073,-1.01887629155355,1007539.53661802,85147.8241233375,-1.01887629155355,800000,85147.8241233375,1,1,800000
0.0182,1.0081677775933,1.0081677775933,800000,84670.3812595073,-1.0081677775933,1003200.31996395,85142.3946749929,-1.0081677775933,800000,85142.3946749929,1,1,1008167.7775933,1.02041738332807,800000,84670.3812595073,-1.02041738332807,1008167.7775933,85148.6102086422,-1.02041738332807,800000,85148.6102086422,1,1,800000
0.0196,1.00879600567055,1.00879600567055,800000,84670.3812595073,-1.00879600567055,1003453.61994837,85142.7116173746,-1.00879600567055,800000,85142.7116173746,1,1,1008796.00567055,1.02195612045172,800000,84670.3812595073,-1.02195612045172,1008796.00567055,85149.3962773724,-1.02195612045172,800000,85149.3962773724,1,1,800000
0.021,1.0094242198577,1.0094242198577,800000,84670.3812595073,-1.0094242198577,1003707.07206215,85143.0287500377,-1.0094242198577,800000,85143.0287500377,1,1,1009424.2198577,1.02349251112012,800000,84670.3812595073,-1.02349251112012,1009424.2198577,85150.1823282869,-1.02349251112012,800000,85150.1823282869,1,1,800000
0.0224,1.01005241916273,1.01005241916273,800000,84670.3812595073,-1.01005241916273,1003960.67589413,85143.3460724676,-1.01005241916273,800000,85143.3460724676,1,1,1010052.41916273,1.02502656346365,800000,84670.3812595073,-1.02502656346365,1010052.41916273,85150.9683601443,-1.02502656346365,800000,85150.9683601443,1,1,800000
0.0238,1.01068060259361,1.01068060259361,800000,84670.3812595073,-1.01068060259361,1004214.43103215,85143.6635841485,-1.01068060259361,800000,85143.6635841485,1,1,1010680.60259361,1.02655828554811,800000,84670.3812595073,-1.02655828554811,1010680.60259361,85151.7543717034,-1.02655828554811,800000,85151.7543717034,1,1,800000
0.0252,1.01130876915836,1.01130876915836,800000,84670.3812595073,-1.01130876915836,1004468.33706305,85143.9812845632,-1.01130876915836,800000,85143.9812845632,1,1,1011308.76915836,1.02808768537543,800000,84670.3812595073,-1.02808768537543,1011308.76915836,85152.5403617231,-1.02808768537543,800000,85152.5403617231,1,1,800000
0.0266,1.01193691786503,1.01193691786503,800000,84670.3812595073,-1.01193691786503,1004722.39357269,85144.2991731935,-1.01193691786503,800000,85144.2991731935,1,1,1011936.91786503,1.02961477088428,800000,84670.3812595073,-1.02961477088428,1011936.91786503,85153.3263289622,-1.02961477088428,800000,85153.3263289622,1,1,800000
0.028,1.01256504772167,1.01256504772167,800000,84670.3812595073,-1.01256504772167,1004976.60014597,85144.6172495198,-1.01256504772167,800000,85144.6172495198,1,1,1012565.04772167,1.03113954995077,800000,84670.3812595073,-1.03113954995077,1012565.04772167,85154.1122721796,-1.03113954995077,800000,85154.1122721796,1,1,800000
0.0294,1.01319315773638,1.01319315773638,800000,84670.3812595073,-1.01319315773638,1005230.95636677,85144.9355130214,-1.01319315773638,800000,85144.9355130214,1,1,1013193.15773638,1.03266203038904,800000,84670.3812595073,-1.03266203038904,1013193.15773638,85154.8981901342,-1.03266203038904,800000,85154.8981901342,1,1,800000
0.0308,1.0138212469173,1.0138212469173,800000,84670.3812595073,-1.0138212469173,1005485.46181801,85145.2539631762,-1.0138212469173,800000,85145.2539631762,1,1,1013821.2469173,1.03418221995197,800000,84670.3812595073,-1.03418221995197,1013821.2469173,85155.684081585,-1.03418221995197,800000,85155.684081585,1,1,800000
0.0322,1.01444931427259,1.01444931427259,800000,84670.3812595073,-1.01444931427259,1005740.11608163,85145.572599461,-1.01444931427259,800000,85145.572599461,1,1,1014449.31427259,1.03570012633171,800000,84670.3812595073,-1.03570012633171,1014449.31427259,85156.4699452911,-1.03570012633171,800000,85156.4699452911,1,1,800000
0.0336,1.01507735881043,1.01507735881043,800000,84670.3812595073,-1.01507735881043,1005994.91873856,85145.8914213513,-1.01507735881043,800000,85145.8914213513,1,1,1015077.35881043,1.03721575716038,800000,84670.3812595073,-1.03721575716038,1015077.35881043,85157.2557800114,-1.03721575716038,800000,85157.2557800114,1,1,800000
0.035,1.01570537953906,1.01570537953906,800000,84670.3812595073,-1.01570537953906,1006249.8693688,85146.2104283216,-1.01570537953906,800000,85146.2104283216,1,1,1015705.37953906,1.03872912001063,800000,84670.3812595073,-1.03872912001063,1015705.37953906,85158.0415845052,-1.03872912001063,800000,85158.0415845052,1,1,800000
0.0364,1.01633337546676,1.01633337546676,800000,84670.3812595073,-1.01633337546676,1006504.96755131,85146.5296198447,-1.01633337546676,800000,85146.5296198447,1,1,1016333.37546676,1.04024022239628,800000,84670.3812595073,-1.04024022239628,1016333.37546676,85158.8273575314,-1.04024022239628,800000,85158.8273575314,1,1,800000
0.0378,1.01696134560183,1.01696134560183,800000,84670.3812595073,-1.01696134560183,1006760.21286412,85146.8489953927,-1.01696134560183,800000,85146.8489953927,1,1,1016961.34560183,1.04174907177288,800000,84670.3812595073,-1.04174907177288,1016961.34560183,85159.6130978495,-1.04174907177288,800000,85159.6130978495,1,1,800000
0.0392,1.01758928895262,1.01758928895262,800000,84670.3812595073,-1.01758928895262,1007015.60488426,85147.1685544361,-1.01758928895262,800000,85147.1685544361,1,1,1017589.28895262,1.04325567553831,800000,84670.3812595073,-1.04325567553831,1017589.28895262,85160.3988042186,-1.04325567553831,800000,85160.3988042186,1,1,800000
0.0406,1.01821720452752,1.01821720452752,800000,84670.3812595073,-1.01821720452752,1007271.14318778,85147.4882964444,-1.01821720452752,800000,85147.4882964444,1,1,1018217.20452752,1.04476004103337,800000,84670.3812595073,-1.04476004103337,1018217.20452752,85161.184475398,-1.04476004103337,800000,85161.184475398,1,1,800000
0.042,1.01884509133497,1.01884509133497,800000,84670.3812595073,-1.01884509133497,1007526.82734977,85147.8082208857,-1.01884509133497,800000,85147.8082208857,1,1,1018845.09133497,1.04626217554235,800000,84670.3812595073,-1.04626217554235,1018845.09133497,85161.9701101471,-1.04626217554235,800000,85161.9701101471,1,1,800000
0.0434,1.01947294838344,1.01947294838344,800000,84670.3812595073,-1.01947294838344,1007782.65694432,85148.1283272271,-1.01947294838344,800000,85148.1283272271,1,1,1019472.94838344,1.04776208629356,800000,84670.3812595073,-1.04776208629356,1019472.94838344,85162.7557072255,-1.04776208629356,800000,85162.7557072255,1,1,800000
0.0448,1.02010077468148,1.02010077468148,800000,84670.3812595073,-1.02010077468148,1008038.63154457,85148.4486149343,-1.02010077468148,800000,85148.4486149343,1,1,1020100.77468148,1.04925978045995,800000,84670.3812595073,-1.04925978045995,1020100.77468148,85163.5412653924,-1.04925978045995,800000,85163.5412653924,1,1,800000
0.0462,1.02072856923764,1.02072856923764,800000,84670.3812595073,-1.02072856923764,1008294.75072266,85148.7690834717,-1.02072856923764,800000,85148.7690834717,1,1,1020728.56923764,1.0507552651596,800000,84670.3812595073,-1.0507552651596,1020728.56923764,85164.3267834077,-1.0507552651596,800000,85164.3267834077,1,1,800000
0.0476,1.02135633106057,1.02135633106057,800000,84670.3812595073,-1.02135633106057,1008551.01404979,85149.0897323028,-1.02135633106057,800000,85149.0897323028,1,1,1021356.33106057,1.05224854745631,800000,84670.3812595073,-1.05224854745631,1021356.33106057,85165.1122600307,-1.05224854745631,800000,85165.1122600307,1,1,800000
0.049,1.02198405915893,1.02198405915893,800000,84670.3812595073,-1.02198405915893,1008807.42109615,85149.4105608897,-1.02198405915893,800000,85149.4105608897,1,1,1021984.05915893,1.0537396343601,800000,84670.3812595073,-1.0537396343601,1021984.05915893,85165.8976940213,-1.0537396343601,800000,85165.8976940213,1,1,800000
0.0504,1.02261175254147,1.02261175254147,800000,84670.3812595073,-1.02261175254147,1009063.97143098,85149.7315686932,-1.02261175254147,800000,85149.7315686932,1,1,1022611.75254147,1.05522853282777,800000,84670.3812595073,-1.05522853282777,1022611.75254147,85166.6830841393,-1.05522853282777,800000,85166.6830841393,1,1,800000
0.0518,1.02323941021696,1.02323941021696,800000,84670.3812595073,-1.02323941021696,1009320.66462255,85150.052755173,-1.02323941021696,800000,85150.052755173,1,1,1023239.41021696,1.0567152497634,800000,84670.3812595073,-1.0567152497634,1023239.41021696,85167.4684291444,-1.0567152497634,800000,85167.4684291444,1,1,800000
0.0532,1.02386703119425,1.02386703119425,800000,84670.3812595073,-1.02386703119425,1009577.50023816,85150.3741197875,-1.02386703119425,800000,85150.3741197875,1,1,1023867.03119425,1.0581997920189,800000,84670.3812595073,-1.0581997920189,1023867.03119425,85168.2537277965,-1.0581997920189,800000,85168.2537277965,1,1,800000
0.0546,1.02449461448224,1.02449461448224,800000,84670.3812595073,-1.02449461448224,1009834.47784412,85150.695661994,-1.02449461448224,800000,85150.695661994,1,1,1024494.61448224,1.05968216639446,800000,84670.3812595073,-1.05968216639446,1024494.61448224,85169.0389788557,-1.05968216639446,800000,85169.0389788557,1,1,800000
0.056,1.02512215908988,1.02512215908988,800000,84670.3812595073,-1.02512215908988,1010091.59700581,85151.0173812486,-1.02512215908988,800000,85151.0173812486,1,1,1025122.15908988,1.06116237963913,800000,84670.3812595073,-1.06116237963913,1025122.15908988,85169.824181082,-1.06116237963913,800000,85169.824181082,1,1,800000
0.0574,1.02574966402622,1.02574966402622,800000,84670.3812595073,-1.02574966402622,1010348.8572876,85151.3392770061,-1.02574966402622,800000,85151.3392770061,1,1,1025749.66402622,1.06264043845127,800000,84670.3812595073,-1.06264043845127,1025749.66402622,85170.6093332356,-1.06264043845127,800000,85170.6093332356,1,1,800000
0.0588,1.02637712830031,1.02637712830031,800000,84670.3812595073,-1.02637712830031,1010606.25825292,85151.66134872,-1.02637712830031,800000,85151.66134872,1,1,1026377.12830031,1.06411634947905,800000,84670.3812595073,-1.06411634947905,1026377.12830031,85171.3944340766,-1.06411634947905,800000,85171.3944340766,1,1,800000
0.0602,1.02700455092132,1.02700455092132,800000,84670.3812595073,-1.02700455092132,1010863.79946424,85151.9835958428,-1.02700455092132,800000,85151.9835958428,1,1,1027004.55092132,1.06559011932093,800000,84670.3812595073,-1.06559011932093,1027004.55092132,85172.1794823654,-1.06559011932093,800000,85172.1794823654,1,1,800000
0.0616,1.02763193089846,1.02763193089846,800000,84670.3812595073,-1.02763193089846,1011121.48048304,85152.3060178257,-1.02763193089846,800000,85152.3060178257,1,1,1027631.93089846,1.06706175452616,800000,84670.3812595073,-1.06706175452616,1027631.93089846,85172.9644768624,-1.06706175452616,800000,85172.9644768624,1,1,800000
0.063,1.02825926724101,1.02825926724101,800000,84670.3812595073,-1.02825926724101,1011379.30086985,85152.6286141187,-1.02825926724101,800000,85152.6286141187,1,1,1028259.26724101,1.06853126159525,800000,84670.3812595073,-1.06853126159525,1028259.26724101,85173.749416328,-1.06853126159525,800000,85173.749416328,1,1,800000
0.0644,1.02888655895832,1.02888655895832,800000,84670.3812595073,-1.02888655895832,1011637.26018424,85152.9513841706,-1.02888655895832,800000,85152.9513841706,1,1,1028886.55895832,1.06999864698042,800000,84670.3812595073,-1.06999864698042,1028886.55895832,85174.5342995229,-1.06999864698042,800000,85174.5342995229,1,1,800000
0.0658,1.02951380505981,1.02951380505981,800000,84670.3812595073,-1.02951380505981,1011895.35798482,85153.2743274289,-1.02951380505981,800000,85153.2743274289,1,1,1029513.80505981,1.07146391708607,800000,84670.3812595073,-1.07146391708607,1029513.80505981,85175.3191252076,-1.07146391708607,800000,85175.3191252076,1,1,800000
0.0672,1.03014100455497,1.03014100455497,800000,84670.3812595073,-1.03014100455497,1012153.59382922,85153.5974433401,-1.03014100455497,800000,85153.5974433401,1,1,1030141.00455497,1.07292707826926,800000,84670.3812595073,-1.07292707826926,1030141.00455497,85176.1038921429,-1.07292707826926,800000,85176.1038921429,1,1,800000
0.0686,1.03076815645337,1.03076815645337,800000,84670.3812595073,-1.03076815645337,1012411.96727414,85153.9207313493,-1.03076815645337,800000,85153.9207313493,1,1,1030768.15645337,1.07438813684012,800000,84670.3812595073,-1.07438813684012,1030768.15645337,85176.8885990897,-1.07438813684012,800000,85176.8885990897,1,1,800000
0.07,1.03139525976466,1.03139525976466,800000,84670.3812595073,-1.03139525976466,1012670.47787529,85154.2441909006,-1.03139525976466,800000,85154.2441909006,1,1,1031395.25976466,1.07584709906234,800000,84670.3812595073,-1.07584709906234,1031395.25976466,85177.673244809,-1.07584709906234,800000,85177.673244809,1,1,800000
0.0714,1.03202231349854,1.03202231349854,800000,84670.3812595073,-1.03202231349854,1012929.12518744,85154.5678214366,-1.03202231349854,800000,85154.5678214366,1,1,1032022.31349854,1.07730397115357,800000,84670.3812595073,-1.07730397115357,1032022.31349854,85178.4578280616,-1.07730397115357,800000,85178.4578280616,1,1,800000
0.0728,1.03264931666482,1.03264931666482,800000,84670.3812595073,-1.03264931666482,1013187.9087644,85154.8916223991,-1.03264931666482,800000,85154.8916223991,1,1,1032649.31666482,1.0787587592859,800000,84670.3812595073,-1.0787587592859,1032649.31666482,85179.2423476089,-1.0787587592859,800000,85179.2423476089,1,1,800000
0.0742,1.03327626827337,1.03327626827337,800000,84670.3812595073,-1.03327626827337,1013446.82815902,85155.2155932283,-1.03327626827337,800000,85155.2155932283,1,1,1033276.26827337,1.08021146958624,800000,84670.3812595073,-1.08021146958624,1033276.26827337,85180.026802212,-1.08021146958624,800000,85180.026802212,1,1,800000
0.0756,1.03390316733415,1.03390316733415,800000,84670.3812595073,-1.03390316733415,1013705.8829232,85155.5397333636,-1.03390316733415,800000,85155.5397333636,1,1,1033903.16733415,1.08166210813678,800000,84670.3812595073,-1.08166210813678,1033903.16733415,85180.8111906323,-1.08166210813678,800000,85180.8111906323,1,1,800000
0.077,1.0345300128572,1.0345300128572,800000,84670.3812595073,-1.0345300128572,1013965.07260787,85155.8640422428,-1.0345300128572,800000,85155.8640422428,1,1,1034530.0128572,1.08311068097541,800000,84670.3812595073,-1.08311068097541,1034530.0128572,85181.5955116312,-1.08311068097541,800000,85181.5955116312,1,1,800000
0.0784,1.03515680385265,1.03515680385265,800000,84670.3812595073,-1.03515680385265,1014224.39676302,85156.1885193028,-1.03515680385265,800000,85156.1885193028,1,1,1035156.80385265,1.08455719409612,800000,84670.3812595073,-1.08455719409612,1035156.80385265,85182.3797639703,-1.08455719409612,800000,85182.3797639703,1,1,800000
0.0798,1.03578353933071,1.03578353933071,800000,84670.3812595073,-1.03578353933071,1014483.85493769,85156.5131639792,-1.03578353933071,800000,85156.5131639792,1,1,1035783.53933071,1.08600165344941,800000,84670.3812595073,-1.08600165344941,1035783.53933071,85183.1639464114,-1.08600165344941,800000,85183.1639464114,1,1,800000
0.0812,1.03641021830167,1.03641021830167,800000,84670.3812595073,-1.03641021830167,1014743.44667997,85156.8379757065,-1.03641021830167,800000,85156.8379757065,1,1,1036410.21830167,1.0874440649427,800000,84670.3812595073,-1.0874440649427,1036410.21830167,85183.948057716,-1.0874440649427,800000,85183.948057716,1,1,800000
0.0826,1.03703683977593,1.03703683977593,800000,84670.3812595073,-1.03703683977593,1015003.17153698,85157.1629539179,-1.03703683977593,800000,85157.1629539179,1,1,1037036.83977593,1.08888443444075,800000,84670.3812595073,-1.08888443444075,1037036.83977593,85184.7320966463,-1.08888443444075,800000,85184.7320966463,1,1,800000
0.084,1.03766340276397,1.03766340276397,800000,84670.3812595073,-1.03766340276397,1015263.02905491,85157.4880980453,-1.03766340276397,800000,85157.4880980453,1,1,1037663.40276397,1.09032276776601,800000,84670.3812595073,-1.09032276776601,1037663.40276397,85185.5160619641,-1.09032276776601,800000,85185.5160619641,1,1,800000
0.0854,1.03828990627635,1.03828990627635,800000,84670.3812595073,-1.03828990627635,1015523.01877899,85157.8134075198,-1.03828990627635,800000,85157.8134075198,1,1,1038289.90627635,1.09175907069907,800000,84670.3812595073,-1.09175907069907,1038289.90627635,85186.2999524317,-1.09175907069907,800000,85186.2999524317,1,1,800000
0.0868,1.03891634932374,1.03891634932374,800000,84670.3812595073,-1.03891634932374,1015783.1402535,85158.138881771,-1.03891634932374,800000,85158.138881771,1,1,1038916.34932374,1.093193348979,800000,84670.3812595073,-1.093193348979,1038916.34932374,85187.0837668112,-1.093193348979,800000,85187.0837668112,1,1,800000
0.0882,1.0395427309169,1.0395427309169,800000,84670.3812595073,-1.0395427309169,1016043.3930218,85158.4645202274,-1.0395427309169,800000,85158.4645202274,1,1,1039542.7309169,1.09462560830373,800000,84670.3812595073,-1.09462560830373,1039542.7309169,85187.8675038651,-1.09462560830373,800000,85187.8675038651,1,1,800000
0.0896,1.0401690500667,1.0401690500667,800000,84670.3812595073,-1.0401690500667,1016303.77662626,85158.7903223162,-1.0401690500667,800000,85158.7903223162,1,1,1040169.0500667,1.09605585433048,800000,84670.3812595073,-1.09605585433048,1040169.0500667,85188.6511623558,-1.09605585433048,800000,85188.6511623558,1,1,800000
0.091,1.04079530578408,1.04079530578408,800000,84670.3812595073,-1.04079530578408,1016564.29060834,85159.1162874637,-1.04079530578408,800000,85159.1162874637,1,1,1040795.30578408,1.09748409267609,800000,84670.3812595073,-1.09748409267609,1040795.30578408,85189.434741046,-1.09748409267609,800000,85189.434741046,1,1,800000
0.0924,1.0414214970801,1.0414214970801,800000,84670.3812595073,-1.0414214970801,1016824.93450855,85159.4424150947,-1.0414214970801,800000,85159.4424150947,1,1,1041421.4970801,1.09891032891737,800000,84670.3812595073,-1.09891032891737,1041421.4970801,85190.2182386985,-1.09891032891737,800000,85190.2182386985,1,1,800000
0.0938,1.04204762296593,1.04204762296593,800000,84670.3812595073,-1.04204762296593,1017085.70786645,85159.7687046331,-1.04204762296593,800000,85159.7687046331,1,1,1042047.62296593,1.10033456859153,800000,84670.3812595073,-1.10033456859153,1042047.62296593,85191.001654076,-1.10033456859153,800000,85191.001654076,1,1,800000
0.0952,1.04267368245282,1.04267368245282,800000,84670.3812595073,-1.04267368245282,1017346.61022066,85160.0951555014,-1.04267368245282,800000,85160.0951555014,1,1,1042673.68245282,1.10175681719647,800000,84670.3812595073,-1.10175681719647,1042673.68245282,85191.7849859418,-1.10175681719647,800000,85191.7849859418,1,1,800000
0.0966,1.04329967455215,1.04329967455215,800000,84670.3812595073,-1.04329967455215,1017607.64110885,85160.421767121,-1.04329967455215,800000,85160.421767121,1,1,1043299.67455215,1.10317708019121,800000,84670.3812595073,-1.10317708019121,1043299.67455215,85192.5682330588,-1.10317708019121,800000,85192.5682330588,1,1,800000
0.098,1.04392559827537,1.04392559827537,800000,84670.3812595073,-1.04392559827537,1017868.80006778,85160.7485389123,-1.04392559827537,800000,85160.7485389123,1,1,1043925.59827537,1.10459536299617,800000,84670.3812595073,-1.10459536299617,1043925.59827537,85193.3513941904,-1.10459536299617,800000,85193.3513941904,1,1,800000
0.0994,1.04455145263408,1.04455145263408,800000,84670.3812595073,-1.04455145263408,1018130.08663324,85161.0754702942,-1.04455145263408,800000,85161.0754702942,1,1,1044551.45263408,1.10601167099355,800000,84670.3812595073,-1.10601167099355,1044551.45263408,85194.1344681,-1.10601167099355,800000,85194.1344681,1,1,800000
0.1008,1.04517723663997,1.04517723663997,800000,84670.3812595073,-1.04517723663997,1018391.5003401,85161.4025606847,-1.04517723663997,800000,85161.4025606847,1,1,1045177.23663997,1.1074260095277,800000,84670.3812595073,-1.1074260095277,1045177.23663997,85194.9174535512,-1.1074260095277,800000,85194.9174535512,1,1,800000
0.1022,1.04580294930483,1.04580294930483,800000,84670.3812595073,-1.04580294930483,1018653.04072229,85161.7298095004,-1.04580294930483,800000,85161.7298095004,1,1,1045802.94930483,1.10883838390542,800000,84670.3812595073,-1.10883838390542,1045802.94930483,85195.7003493077,-1.10883838390542,800000,85195.7003493077,1,1,800000
0.1036,1.04642858964058,1.04642858964058,800000,84670.3812595073,-1.04642858964058,1018914.7073128,85162.057216157,-1.04642858964058,800000,85162.057216157,1,1,1046428.58964058,1.1102487993963,800000,84670.3812595073,-1.1102487993963,1046428.58964058,85196.4831541333,-1.1102487993963,800000,85196.4831541333,1,1,800000
0.105,1.04705415665926,1.04705415665926,800000,84670.3812595073,-1.04705415665926,1019176.49964369,85162.3847800688,-1.04705415665926,800000,85162.3847800688,1,1,1047054.15665926,1.11165726123309,800000,84670.3812595073,-1.11165726123309,1047054.15665926,85197.2658667921,-1.11165726123309,800000,85197.2658667921,1,1,800000
0.1064,1.04767964937299,1.04767964937299,800000,84670.3812595073,-1.04767964937299,1019438.41724609,85162.7125006491,-1.04767964937299,800000,85162.7125006491,1,1,1047679.64937299,1.11306377461198,800000,84670.3812595073,-1.11306377461198,1047679.64937299,85198.0484860481,-1.11306377461198,800000,85198.0484860481,1,1,800000
0.1078,1.04830506679406,1.04830506679406,800000,84670.3812595073,-1.04830506679406,1019700.45965019,85163.0403773099,-1.04830506679406,800000,85163.0403773099,1,1,1048305.06679406,1.11446834469297,800000,84670.3812595073,-1.11446834469297,1048305.06679406,85198.8310106657,-1.11446834469297,800000,85198.8310106657,1,1,800000
0.1092,1.04893040793483,1.04893040793483,800000,84670.3812595073,-1.04893040793483,1019962.62638525,85163.368409462,-1.04893040793483,800000,85163.368409462,1,1,1048930.40793483,1.11587097660016,800000,84670.3812595073,-1.11587097660016,1048930.40793483,85199.6134394093,-1.11587097660016,800000,85199.6134394093,1,1,800000
0.1106,1.0495556718078,1.0495556718078,800000,84670.3812595073,-1.0495556718078,1020224.91697961,85163.6965965153,-1.0495556718078,800000,85163.6965965153,1,1,1049555.6718078,1.11727167542207,800000,84670.3812595073,-1.11727167542207,1049555.6718078,85200.3957710435,-1.11727167542207,800000,85200.3957710435,1,1,800000
0.112,1.05018085742561,1.05018085742561,800000,84670.3812595073,-1.05018085742561,1020487.33096067,85164.0249378782,-1.05018085742561,800000,85164.0249378782,1,1,1050180.85742561,1.11867044621199,800000,84670.3812595073,-1.11867044621199,1050180.85742561,85201.1780043332,-1.11867044621199,800000,85201.1780043332,1,1,800000
0.1134,1.05080596380099,1.05080596380099,800000,84670.3812595073,-1.05080596380099,1020749.86785492,85164.3534329582,-1.05080596380099,800000,85164.3534329582,1,1,1050805.96380099,1.12006729398823,800000,84670.3812595073,-1.12006729398823,1050805.96380099,85201.960138043,-1.12006729398823,800000,85201.960138043,1,1,800000
0.1148,1.05143098994682,1.05143098994682,800000,84670.3812595073,-1.05143098994682,1021012.5271879,85164.6820811616,-1.05143098994682,800000,85164.6820811616,1,1,1051430.98994682,1.1214622237345,800000,84670.3812595073,-1.1214622237345,1051430.98994682,85202.7421709383,-1.1214622237345,800000,85202.7421709383,1,1,800000
0.1162,1.0520559348761,1.0520559348761,800000,84670.3812595073,-1.0520559348761,1021275.30848423,85165.0108818934,-1.0520559348761,800000,85165.0108818934,1,1,1052055.9348761,1.12285524040015,800000,84670.3812595073,-1.12285524040015,1052055.9348761,85203.5241017841,-1.12285524040015,800000,85203.5241017841,1,1,800000
