"time","tank1.level","tank2.level","shut.on","shut.reset[1]","shut.reset[2]","start.on","start.reset[1]","start.reset[2]","stop.on","stop.reset[1]","stop.reset[2]","tankController.T1.enableFire","tankController.T2.enableFire","tankController.T3.enableFire","tankController.T4.enableFire","tankController.T5.enableFire","tankController.T6.enableFire","tankController.makeProduct.T1.enableFire","tankController.makeProduct.T2.enableFire","tankController.makeProduct.T3.enableFire","tankController.makeProduct.T4.enableFire"
1.54,0.54,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.56,0.56,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.58,0.58,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.6,0.6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.62,0.62,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.64,0.64,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.66,0.66,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.68,0.68,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.7,0.7,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.72,0.72,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.74,0.74,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.76,0.76,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.78,0.78,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.8,0.8,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.82,0.82,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.84,0.84,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.86,0.86,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.88,0.88,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.9,0.9,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.92,0.92,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.94,0.94,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.96,0.96,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.98,0.98,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.98000000000161,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.98000000000161,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.02,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.04,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.06,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.08,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.1,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.12,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.14,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.16,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.18,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.2,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.22,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.24,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.26,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.28,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.3,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.32,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.34,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.36,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.38,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.4,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.42,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.44,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.46,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.48,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.5,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.52,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.54,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.56,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.58,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.6,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.62,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.64,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.66,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.68,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.7,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.72,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.74,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.76,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.78,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.8,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.82,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.84,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.86,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.88,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.9,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.92,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.94,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.96,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2.98,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.02,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.04,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.06,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.08,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.1,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.12,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.14,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.16,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.18,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.2,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.22,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.24,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.26,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.28,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.3,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.32,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.34,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.36,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.38,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.4,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.42,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.44,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.46,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.48,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.5,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.52,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.54,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.56,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.58,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.6,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.62,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.64,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.66,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.68,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.7,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.72,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.74,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.76,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.78,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.8,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.82,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.84,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.86,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.88,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.9,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.92,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.94,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.96,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3.98,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.02,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.04,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.06,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.08,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.1,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.12,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.14,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.16,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.18,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.2,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.22,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.24,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.26,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.28,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.3,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.32,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.34,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.36,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.38,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.4,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.42,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.44,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.46,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.48,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.5,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.52,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.54,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.56,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.58,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.6,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.62,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.64,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.66,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.68,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.7,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.72,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.74,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.76,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.78,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.8,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.82,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.84,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.86,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.88,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.9,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.92,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.94,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.96,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.98,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.98000000000161,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4.98000000000161,0.980000000001614,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.9800000001175,0.9799999999,1.01613936602693e-10,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.9800000001175,0.9799999999,1.01613936602693e-10,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.981140755221,0.97899999999943,0.00100000000218343,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4.981140755221,0.97899999999943,0.00100000000218343,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,0.962541733332419,0.0174582666691944,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.02,0.945240373056972,0.0347596269446416,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.04,0.928095919181362,0.0519040808202512,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.06,0.911108371705714,0.0688916282958994,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.08,0.894277730630005,0.0857222693716079,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.1,0.877603995954307,0.102396004047306,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5.12,0.861087167678587,0.118912832323027,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
