"time","converter.Phi","converter.i","converter1.i","eddyCurrent.Phi","leakageWithCoefficient.port_p.Phi"
0,0,0,0,0,0
0.0015,-0.00149887909929492,0.00104921536950644,0.99999990200001,1.46999862428205e-10,0.000449663729788475
0.003,-0.0029960502509818,0.00209723517568726,0.99999990200001,2.93999847983347e-10,0.00089881507529454
0.0045,-0.00449187249153748,0.00314431074407624,0.99999990200001,4.40999833519932e-10,0.00134756174746124
0.006,-0.00598631076289388,0.00419041753402571,0.99999990200001,5.87999819037461e-10,0.00179589322886816
0.0075,-0.00747921833790224,0.00523545283653157,0.99999990200001,7.349998045339e-10,0.00224376550137067
0.009,-0.00897057313715908,0.00627940119601136,0.99999990200001,8.81999790008919e-10,0.00269117194114772
0.0105,-0.0104603630322135,0.00732225412254942,0.99999990200001,1.02899977546231e-09,0.00313810890966404
0.012,-0.0119485912437906,0.00836401387065344,0.99999990200001,1.17599976089412e-09,0.00358457737313719
0.0135,-0.0134352642275039,0.00940468495925273,0.99999990200001,1.32299974630434e-09,0.00403057926825117
0.015,-0.0149203809803204,0.0104442666862243,0.99999990200001,1.46999973169297e-09,0.00447611429409611
0.0165,-0.0164039407722201,0.0114827585405541,0.99999990200001,1.61699971706002e-09,0.00492118223166604
0.018,-0.0178859436032032,0.0125201605222422,0.99999990200001,1.76399970240549e-09,0.00536578308096095
0.0195,-0.0193663940222863,0.0135564758156004,0.99999990200001,1.91099968772936e-09,0.00580991820668588
0.021,-0.0208453104703681,0.0145917173292577,0.99999990200001,2.05799967303159e-09,0.00625359314111043
0.0225,-0.0223226790392802,0.0156258753274961,0.99999990200001,2.20499965831221e-09,0.00669680371178405
0.024,-0.0237984997290226,0.0166589498103158,0.99999990200001,2.35199964357123e-09,0.00713954991870677
0.0255,-0.0252727725395952,0.0176909407777167,0.99999990200001,2.49899962880864e-09,0.00758183176187856
0.027,-0.0267454974709982,0.0187218482296987,0.99999990200001,2.64599961402445e-09,0.00802364924129945
0.0285,-0.0282166745232314,0.019751672166262,0.99999990200001,2.79299959921865e-09,0.00846500235696942
0.03,-0.0296863036962949,0.0207804125874064,0.99999990200001,2.93999958439125e-09,0.00890589110888847
0.0315,-0.0311543849901887,0.0218080694931321,0.99999990200001,3.08699956954223e-09,0.0093463154970566
0.033,-0.0326209184049127,0.0228346428834389,0.99999990200001,3.23399955467162e-09,0.00978627552147382
0.0345,-0.0340859509259807,0.0238601656481865,0.99999990200001,3.38099953977939e-09,0.0102257852777942
0.036,-0.0355494504043314,0.0248846152830319,0.99999990200001,3.52799952486556e-09,0.0106648351212994
0.0375,-0.0370114122154246,0.0259079885507972,0.99999990200001,3.67499950993012e-09,0.0111034236646274
0.039,-0.0384718363592605,0.0269302854514824,0.99999990200001,3.82199949497308e-09,0.0115415509077782
0.0405,-0.039930722835839,0.0279515059850873,0.99999990200001,3.96899947999443e-09,0.0119792168507517
0.042,-0.0413880716451602,0.0289716501516121,0.99999990200001,4.11599946499417e-09,0.0124164214935481
0.0435,-0.042843882787224,0.0299907179510568,0.99999990200001,4.26299944997231e-09,0.0128531648361672
0.045,-0.0442981562620304,0.0310087093834213,0.99999990200001,4.40999943492884e-09,0.0132894468786091
0.0465,-0.0457508920695794,0.0320256244487056,0.99999990200001,4.55699941986377e-09,0.0137252676208738
0.048,-0.0472021318405853,0.0330414922884097,0.99999990200001,4.70399940477708e-09,0.0141606395521756
0.0495,-0.0486518732882849,0.0340563113017994,0.99999990200001,4.85099938966878e-09,0.0145955619864855
0.051,-0.050100091152916,0.0350700638070412,0.99999990200001,4.99799937453887e-09,0.0150300273458748
0.0525,-0.0515467854344785,0.036082749804135,0.99999990200001,5.14499935938736e-09,0.0154640356303436
0.054,-0.0529919561329726,0.0370943692930808,0.99999990200001,5.29199934421424e-09,0.0158975868398918
