"time","PT1.y","pumps.medium.T","pumps.medium.p","reservoir.level","reservoir.medium.T","PumpRPMGenerator.y","controller.y"
17.2,0.000999785089179911,293.150180071196,612371.441031072,2.19999997953059,293.149999999999,0.001,0
17.4,0.0009998083090004,293.150180071196,612371.441029382,2.19999997935799,293.149999999999,0.001,0
17.6,0.000999829081512005,293.150180071196,612371.441027692,2.19999997918539,293.149999999999,0.001,0
17.8,0.000999847466783859,293.150180071196,612371.441026002,2.1999999790128,293.149999999999,0.001,0
18,0.000999863524885099,293.150180071196,612371.441024312,2.1999999788402,293.149999999999,0.001,0
18.2,0.000999877315884858,293.150180071196,612371.441022622,2.1999999786676,293.149999999999,0.001,0
18.4,0.000999888899852271,293.150180071196,612371.441020932,2.19999997849501,293.149999999999,0.001,0
18.6,0.000999898336856474,293.150180071196,612371.441019242,2.19999997832241,293.149999999999,0.001,0
18.8,0.000999905686966601,293.150180071196,612371.441017552,2.19999997814981,293.149999999999,0.001,0
19,0.000999911010251787,293.150180071196,612371.441015862,2.19999997797721,293.149999999999,0.001,0
19.2,0.000999918310052009,293.150180071196,612371.441014172,2.19999997780462,293.149999999999,0.001,0
19.4,0.000999927618431745,293.150180071196,612371.441012482,2.19999997763202,293.149999999999,0.001,0
19.6,0.000999936149867531,293.150180071196,612371.441010792,2.19999997745942,293.149999999999,0.001,0
19.8,0.000999943904359367,293.150180071196,612371.441009102,2.19999997728683,293.149999999999,0.001,0
20,0.000999950881907252,293.150180071196,612371.441007412,2.19999997711423,293.149999999999,0.001,0
20.2,0.000999957082511189,293.150180071196,612371.441005722,2.19999997694163,293.149999999999,0.001,0
20.4,0.000999962506171174,293.150180071196,612371.441004033,2.19999997676904,293.149999999999,0.001,0
20.6,0.000999967152887211,293.150180071196,612371.441002343,2.19999997659644,293.149999999999,0.001,0
20.8,0.000999971022659297,293.150180071196,612371.441000652,2.19999997642384,293.149999999999,0.001,0
21,0.000999974115487433,293.150180071196,612371.440998963,2.19999997625124,293.149999999999,0.001,0
21.2,0.000999975704146355,293.150180071196,612371.440997273,2.19999997607865,293.149999999999,0.001,0
21.4,0.00099997699341875,293.150180071196,612371.440995583,2.19999997590605,293.149999999999,0.001,0
21.6,0.000999978282691144,293.150180071196,612371.440993893,2.19999997573345,293.149999999999,0.001,0
21.8,0.000999979571963539,293.150180071196,612371.440992203,2.19999997556086,293.149999999999,0.001,0
22,0.000999980861235934,293.150180071196,612371.440990513,2.19999997538826,293.149999999999,0.001,0
22.2,0.000999982150508329,293.150180071196,612371.440988823,2.19999997521566,293.149999999999,0.001,0
22.4,0.000999983439780724,293.150180071196,612371.440987133,2.19999997504306,293.149999999999,0.001,0
22.6,0.000999984729053119,293.150180071196,612371.440985443,2.19999997487047,293.149999999999,0.001,0
22.8,0.000999986018325514,293.150180071196,612371.440983753,2.19999997469787,293.149999999999,0.001,0
23,0.000999987307597909,293.150180071196,612371.440982063,2.19999997452527,293.149999999999,0.001,0
23.2,0.000999987749658334,293.150180071196,612371.440980373,2.19999997435268,293.149999999999,0.001,0
23.4,0.000999988178042974,293.150180071196,612371.440978683,2.19999997418008,293.149999999999,0.001,0
23.6,0.000999988606427615,293.150180071196,612371.440976993,2.19999997400748,293.149999999999,0.001,0
23.8,0.000999989034812255,293.150180071196,612371.440975303,2.19999997383489,293.149999999999,0.001,0
24,0.000999989463196896,293.150180071196,612371.440973613,2.19999997366229,293.149999999999,0.001,0
24.2,0.000999989891581536,293.150180071196,612371.440971923,2.19999997348969,293.149999999999,0.001,0
24.4,0.000999990319966176,293.150180071196,612371.440970233,2.19999997331709,293.149999999999,0.001,0
24.6,0.000999990748350817,293.150180071195,612371.440968543,2.1999999731445,293.149999999999,0.001,0
24.8,0.000999991176735457,293.150180071195,612371.440966853,2.1999999729719,293.149999999999,0.001,0
25,0.000999991605120098,293.150180071195,612371.440965163,2.1999999727993,293.149999999999,0.001,0
25.2,0.000999992033504738,293.150180071195,612371.440963473,2.19999997262671,293.149999999999,0.001,0
25.4,0.000999992461889378,293.150180071195,612371.440961783,2.19999997245411,293.149999999999,0.001,0
25.6,0.000999992890274019,293.150180071195,612371.440960093,2.19999997228151,293.149999999999,0.001,0
25.8,0.000999993318658659,293.150180071195,612371.440958404,2.19999997210892,293.149999999999,0.001,0
26,0.0009999937470433,293.150180071195,612371.440956713,2.19999997193632,293.149999999999,0.001,0
26.2,0.00099999417542794,293.150180071195,612371.440955024,2.19999997176372,293.149999999999,0.001,0
26.4,0.000999994603812581,293.150180071195,612371.440953334,2.19999997159112,293.149999999999,0.001,0
26.6,0.000999995032197221,293.150180071195,612371.440951644,2.19999997141853,293.149999999999,0.001,0
26.8,0.000999995460581861,293.150180071195,612371.440949954,2.19999997124593,293.149999999999,0.001,0
27,0.000999995751305737,293.150180071195,612371.440948264,2.19999997107333,293.149999999999,0.001,0
27.2,0.000999995838444121,293.150180071195,612371.440946574,2.19999997090074,293.149999999999,0.001,0
27.4,0.000999995925582504,293.150180071195,612371.440944884,2.19999997072814,293.149999999999,0.001,0
27.6,0.000999996012720888,293.150180071195,612371.440943194,2.19999997055554,293.149999999999,0.001,0
27.8,0.000999996099859272,293.150180071195,612371.440941504,2.19999997038294,293.149999999999,0.001,0
28,0.000999996186997656,293.150180071195,612371.440939814,2.19999997021035,293.149999999999,0.001,0
28.2,0.00099999627413604,293.150180071195,612371.440938124,2.19999997003775,293.149999999999,0.001,0
28.4,0.000999996361274424,293.150180071195,612371.440936434,2.19999996986515,293.149999999999,0.001,0
28.6,0.000999996448412807,293.150180071195,612371.440934744,2.19999996969256,293.149999999999,0.001,0
28.8,0.000999996535551191,293.150180071195,612371.440933054,2.19999996951996,293.149999999999,0.001,0
29,0.000999996622689575,293.150180071195,612371.440931364,2.19999996934736,293.149999999999,0.001,0
29.2,0.000999996709827959,293.150180071195,612371.440929674,2.19999996917477,293.149999999999,0.001,0
29.4,0.000999996796966342,293.150180071195,612371.440927984,2.19999996900217,293.149999999999,0.001,0
29.6,0.000999996884104726,293.150180071195,612371.440926294,2.19999996882957,293.149999999999,0.001,0
29.8,0.00099999697124311,293.150180071195,612371.440924604,2.19999996865697,293.149999999999,0.001,0
30,0.000999997058381494,293.150180071195,612371.440922914,2.19999996848438,293.149999999999,0.001,0
30.2,0.000999997145519878,293.150180071195,612371.440921224,2.19999996831178,293.149999999999,0.001,0
30.4,0.000999997232658262,293.150180071195,612371.440919534,2.19999996813918,293.149999999999,0.001,0
30.6,0.000999997319796645,293.150180071195,612371.440917844,2.19999996796659,293.149999999999,0.001,0
30.8,0.000999997406935029,293.150180071195,612371.440916154,2.19999996779399,293.149999999999,0.001,0
31,0.000999997494073413,293.150180071195,612371.440914465,2.19999996762139,293.149999999999,0.001,0
31.2,0.000999997581211797,293.150180071195,612371.440912775,2.19999996744879,293.149999999999,0.001,0
31.4,0.000999997668350181,293.150180071195,612371.440911085,2.1999999672762,293.149999999999,0.001,0
31.6,0.000999997755488565,293.150180071195,612371.440909395,2.1999999671036,293.149999999999,0.001,0
31.8,0.000999997842626948,293.150180071195,612371.440907705,2.199999966931,293.149999999999,0.001,0
32,0.000999997929765332,293.150180071195,612371.440906015,2.19999996675841,293.149999999999,0.001,0
32.2,0.000999998016903716,293.150180071195,612371.440904325,2.19999996658581,293.149999999999,0.001,0
32.4,0.0009999981040421,293.150180071195,612371.440902635,2.19999996641321,293.149999999999,0.001,0
32.6,0.000999998191180484,293.150180071195,612371.440900945,2.19999996624062,293.149999999999,0.001,0
32.8,0.000999998278318868,293.150180071194,612371.440899255,2.19999996606802,293.149999999999,0.001,0
33,0.000999998365457251,293.150180071194,612371.440897565,2.19999996589542,293.149999999999,0.001,0
33.2,0.000999998452595635,293.150180071194,612371.440895875,2.19999996572282,293.149999999999,0.001,0
33.4,0.000999998539734019,293.150180071194,612371.440894185,2.19999996555023,293.149999999999,0.001,0
33.6,0.000999998626872403,293.150180071194,612371.440892495,2.19999996537763,293.149999999999,0.001,0
33.8,0.000999998714010787,293.150180071194,612371.440890805,2.19999996520503,293.149999999999,0.001,0
34,0.00099999880114917,293.150180071194,612371.440889115,2.19999996503244,293.149999999999,0.001,0
34.2,0.000999998888287554,293.150180071194,612371.440887425,2.19999996485984,293.149999999999,0.001,0
34.4,0.000999998975425938,293.150180071194,612371.440885735,2.19999996468724,293.149999999999,0.001,0
34.6,0.000999999062564322,293.150180071194,612371.440884045,2.19999996451465,293.149999999999,0.001,0
34.8,0.000999999131003602,293.150180071194,612371.440882355,2.19999996434205,293.149999999999,0.001,0
35,0.000999999140869497,293.150180071194,612371.440880665,2.19999996416945,293.149999999999,0.001,0
35.2,0.000999999150735392,293.150180071194,612371.440878975,2.19999996399685,293.149999999999,0.001,0
35.4,0.000999999160601288,293.150180071194,612371.440877285,2.19999996382426,293.149999999999,0.001,0
35.6,0.000999999170467183,293.150180071194,612371.440875596,2.19999996365166,293.149999999999,0.001,0
35.8,0.000999999180333078,293.150180071194,612371.440873905,2.19999996347906,293.149999999999,0.001,0
36,0.000999999190198974,293.150180071194,612371.440872216,2.19999996330647,293.149999999999,0.001,0
36.2,0.000999999200064869,293.150180071194,612371.440870526,2.19999996313387,293.149999999999,0.001,0
36.4,0.000999999209930765,293.150180071194,612371.440868836,2.19999996296127,293.149999999999,0.001,0
36.6,0.00099999921979666,293.150180071194,612371.440867146,2.19999996278868,293.149999999999,0.001,0
36.8,0.000999999229662556,293.150180071194,612371.440865456,2.19999996261608,293.149999999999,0.001,0
37,0.000999999239528451,293.150180071194,612371.440863766,2.19999996244348,293.149999999999,0.001,0
37.2,0.000999999249394346,293.150180071194,612371.440862076,2.19999996227088,293.149999999999,0.001,0
37.4,0.000999999259260242,293.150180071194,612371.440860386,2.19999996209829,293.149999999999,0.001,0
37.6,0.000999999269126137,293.150180071194,612371.440858696,2.19999996192569,293.149999999999,0.001,0
37.8,0.000999999278992033,293.150180071194,612371.440857006,2.19999996175309,293.149999999999,0.001,0
38,0.000999999288857928,293.150180071194,612371.440855316,2.1999999615805,293.149999999999,0.001,0
38.2,0.000999999298723823,293.150180071194,612371.440853626,2.1999999614079,293.149999999999,0.001,0
38.4,0.000999999308589719,293.150180071194,612371.440851936,2.1999999612353,293.149999999999,0.001,0
38.6,0.000999999318455614,293.150180071194,612371.440850246,2.19999996106271,293.149999999999,0.001,0
38.8,0.00099999932832151,293.150180071194,612371.440848556,2.19999996089011,293.149999999999,0.001,0
39,0.000999999338187405,293.150180071194,612371.440846866,2.19999996071751,293.149999999999,0.001,0
39.2,0.0009999993480533,293.150180071194,612371.440845176,2.19999996054491,293.149999999999,0.001,0
39.4,0.000999999357919196,293.150180071194,612371.440843486,2.19999996037232,293.149999999999,0.001,0
39.6,0.000999999367785091,293.150180071194,612371.440841796,2.19999996019972,293.149999999999,0.001,0
39.8,0.000999999377650987,293.150180071194,612371.440840106,2.19999996002712,293.149999999999,0.001,0
40,0.000999999387516882,293.150180071194,612371.440838416,2.19999995985453,293.149999999999,0.001,0
40.2,0.000999999397382778,293.150180071194,612371.440836726,2.19999995968193,293.149999999999,0.001,0
40.4,0.000999999407248673,293.150180071194,612371.440835036,2.19999995950933,293.149999999999,0.001,0
40.6,0.000999999417114568,293.150180071194,612371.440833347,2.19999995933673,293.149999999999,0.001,0
40.8,0.000999999426980464,293.150180071193,612371.440831657,2.19999995916414,293.149999999999,0.001,0
41,0.000999999436846359,293.150180071193,612371.440829967,2.19999995899154,293.149999999999,0.001,0
41.2,0.000999999446712255,293.150180071193,612371.440828277,2.19999995881894,293.149999999999,0.001,0
41.4,0.00099999945657815,293.150180071193,612371.440826587,2.19999995864635,293.149999999999,0.001,0
41.6,0.000999999466444045,293.150180071193,612371.440824897,2.19999995847375,293.149999999999,0.001,0
41.8,0.000999999476309941,293.150180071193,612371.440823207,2.19999995830115,293.149999999999,0.001,0
42,0.000999999486175836,293.150180071193,612371.440821517,2.19999995812856,293.149999999999,0.001,0
42.2,0.000999999496041732,293.150180071193,612371.440819827,2.19999995795596,293.149999999999,0.001,0
42.4,0.000999999505907627,293.150180071193,612371.440818137,2.19999995778336,293.149999999999,0.001,0
42.6,0.000999999515773523,293.150180071193,612371.440816447,2.19999995761076,293.149999999999,0.001,0
42.8,0.000999999525639418,293.150180071193,612371.440814757,2.19999995743817,293.149999999999,0.001,0
43,0.000999999535505313,293.150180071193,612371.440813067,2.19999995726557,293.149999999999,0.001,0
43.2,0.000999999545371209,293.150180071193,612371.440811377,2.19999995709297,293.149999999999,0.001,0
43.4,0.000999999555237104,293.150180071193,612371.440809687,2.19999995692038,293.149999999999,0.001,0
43.6,0.000999999565103,293.150180071193,612371.440807997,2.19999995674778,293.149999999999,0.001,0
43.8,0.000999999574968895,293.150180071193,612371.440806307,2.19999995657518,293.149999999999,0.001,0
44,0.00099999958483479,293.150180071193,612371.440804617,2.19999995640259,293.149999999999,0.001,0
44.2,0.000999999594700686,293.150180071193,612371.440802927,2.19999995622999,293.149999999999,0.001,0
44.4,0.000999999604566581,293.150180071193,612371.440801237,2.19999995605739,293.149999999999,0.001,0
44.6,0.000999999614432477,293.150180071193,612371.440799547,2.19999995588479,293.149999999999,0.001,0
44.8,0.000999999624298372,293.150180071193,612371.440797857,2.1999999557122,293.149999999999,0.001,0
45,0.000999999634164267,293.150180071193,612371.440796167,2.1999999555396,293.149999999999,0.001,0
45.2,0.000999999644030163,293.150180071193,612371.440794477,2.199999955367,293.149999999999,0.001,0
45.4,0.000999999653896058,293.150180071193,612371.440792787,2.19999995519441,293.149999999999,0.001,0
45.6,0.000999999663761954,293.150180071193,612371.440791098,2.19999995502181,293.149999999999,0.001,0
45.8,0.000999999673627849,293.150180071193,612371.440789408,2.19999995484921,293.149999999999,0.001,0
46,0.000999999683493745,293.150180071193,612371.440787718,2.19999995467661,293.149999999999,0.001,0
46.2,0.00099999969335964,293.150180071193,612371.440786028,2.19999995450402,293.149999999999,0.001,0
46.4,0.000999999703225535,293.150180071193,612371.440784338,2.19999995433142,293.149999999999,0.001,0
46.6,0.000999999713091431,293.150180071193,612371.440782648,2.19999995415882,293.149999999999,0.001,0
46.8,0.000999999722957326,293.150180071193,612371.440780958,2.19999995398623,293.149999999999,0.001,0
47,0.000999999732823221,293.150180071193,612371.440779268,2.19999995381363,293.149999999999,0.001,0
47.2,0.000999999742689117,293.150180071193,612371.440777578,2.19999995364103,293.149999999999,0.001,0
47.4,0.000999999752555012,293.150180071193,612371.440775888,2.19999995346844,293.149999999999,0.001,0
47.6,0.000999999762420908,293.150180071193,612371.440774198,2.19999995329584,293.149999999999,0.001,0
47.8,0.000999999772286803,293.150180071193,612371.440772508,2.19999995312324,293.149999999999,0.001,0
48,0.000999999782152699,293.150180071193,612371.440770818,2.19999995295064,293.149999999999,0.001,0
48.2,0.000999999792018594,293.150180071193,612371.440769128,2.19999995277805,293.149999999999,0.001,0
48.4,0.000999999801884489,293.150180071193,612371.440767438,2.19999995260545,293.149999999999,0.001,0
48.6,0.000999999811750385,293.150180071193,612371.440765748,2.19999995243285,293.149999999999,0.001,0
48.8,0.00099999982161628,293.150180071193,612371.440764058,2.19999995226026,293.149999999999,0.001,0
49,0.000999999831482176,293.150180071192,612371.440762368,2.19999995208766,293.149999999999,0.001,0
49.2,0.000999999841348071,293.150180071192,612371.440760678,2.19999995191506,293.149999999999,0.001,0
49.4,0.000999999851213967,293.150180071192,612371.440758988,2.19999995174246,293.149999999999,0.001,0
49.6,0.000999999861079862,293.150180071192,612371.440757298,2.19999995156987,293.149999999999,0.001,0
49.8,0.000999999870945757,293.150180071192,612371.440755608,2.19999995139727,293.149999999999,0.001,0
50,0.000999999880811653,293.150180071192,612371.440753918,2.19999995122467,293.149999999999,0.001,0
50.2,0.000999999890677548,293.150180071192,612371.440752228,2.19999995105208,293.149999999999,0.001,0
50.4,0.000999999900543444,293.150180071192,612371.440750539,2.19999995087948,293.149999999999,0.001,0
50.6,0.000999999901885212,293.150180071192,612371.440748849,2.19999995070688,293.149999999999,0.001,0
50.8,0.00099999990247724,293.150180071192,612371.440747159,2.19999995053429,293.149999999999,0.001,0
51,0.000999999903069269,293.150180071192,612371.440745469,2.19999995036169,293.149999999999,0.001,0
51.2,0.000999999903661297,293.150180071192,612371.440743779,2.19999995018909,293.149999999999,0.001,0
51.4,0.000999999904253325,293.150180071192,612371.440742089,2.19999995001649,293.149999999999,0.001,0
51.6,0.000999999904845354,293.150180071192,612371.440740399,2.1999999498439,293.149999999999,0.001,0
51.8,0.000999999905437382,293.150180071192,612371.440738709,2.1999999496713,293.149999999999,0.001,0
52,0.00099999990602941,293.150180071192,612371.440737019,2.1999999494987,293.149999999999,0.001,0
52.2,0.000999999906621439,293.150180071192,612371.440735329,2.19999994932611,293.149999999999,0.001,0
52.4,0.000999999907213467,293.150180071192,612371.440733639,2.19999994915351,293.149999999999,0.001,0
52.6,0.000999999907805495,293.150180071192,612371.440731949,2.19999994898091,293.149999999999,0.001,0
52.8,0.000999999908397524,293.150180071192,612371.440730259,2.19999994880832,293.149999999999,0.001,0
53,0.000999999908989552,293.150180071192,612371.440728569,2.19999994863572,293.149999999999,0.001,0
53.2,0.00099999990958158,293.150180071192,612371.440726879,2.19999994846312,293.149999999999,0.001,0
53.4,0.000999999910173609,293.150180071192,612371.440725189,2.19999994829052,293.149999999999,0.001,0
53.6,0.000999999910765637,293.150180071192,612371.440723499,2.19999994811793,293.149999999999,0.001,0
53.8,0.000999999911357665,293.150180071192,612371.440721809,2.19999994794533,293.149999999999,0.001,0
54,0.000999999911949694,293.150180071192,612371.440720119,2.19999994777273,293.149999999999,0.001,0
54.2,0.000999999912541722,293.150180071192,612371.440718429,2.19999994760014,293.149999999999,0.001,0
54.4,0.00099999991313375,293.150180071192,612371.440716739,2.19999994742754,293.149999999999,0.001,0
54.6,0.000999999913725779,293.150180071192,612371.440715049,2.19999994725494,293.149999999999,0.001,0
54.8,0.000999999914317807,293.150180071192,612371.440713359,2.19999994708235,293.149999999999,0.001,0
55,0.000999999914909835,293.150180071192,612371.44071167,2.19999994690975,293.149999999999,0.001,0
55.2,0.000999999915501863,293.150180071192,612371.44070998,2.19999994673715,293.149999999999,0.001,0
55.4,0.000999999916093892,293.150180071192,612371.44070829,2.19999994656455,293.149999999999,0.001,0
55.6,0.00099999991668592,293.150180071192,612371.4407066,2.19999994639196,293.149999999999,0.001,0
55.8,0.000999999917277948,293.150180071192,612371.44070491,2.19999994621936,293.149999999999,0.001,0
56,0.000999999917869977,293.150180071192,612371.44070322,2.19999994604676,293.149999999999,0.001,0
56.2,0.000999999918462005,293.150180071192,612371.44070153,2.19999994587417,293.149999999999,0.001,0
56.4,0.000999999919054033,293.150180071192,612371.44069984,2.19999994570157,293.149999999999,0.001,0
56.6,0.000999999919646062,293.150180071192,612371.44069815,2.19999994552897,293.149999999999,0.001,0
56.8,0.00099999992023809,293.150180071192,612371.44069646,2.19999994535637,293.149999999999,0.001,0
57,0.000999999920830118,293.150180071192,612371.44069477,2.19999994518378,293.149999999999,0.001,0
57.2,0.000999999921422147,293.150180071191,612371.44069308,2.19999994501118,293.149999999999,0.001,0
57.4,0.000999999922014175,293.150180071191,612371.44069139,2.19999994483858,293.149999999999,0.001,0
57.6,0.000999999922606203,293.150180071191,612371.4406897,2.19999994466599,293.149999999999,0.001,0
