"time","pipe1.mediums[1].h","pipe1.mediums[1].p","pipe2.mediums[1].h","pipe2.mediums[1].p","pipe3.mediums[1].h","pipe3.mediums[1].p","valveIncompressible.filter.x[1]","valveIncompressible.filter.x[2]","valveIncompressible1.filter.x[1]","valveIncompressible1.filter.x[2]","valveOpening1.a","valveOpening1.b","valveOpening1.last","valveOpening1.nextEvent","valveOpening2.a","valveOpening2.b","valveOpening2.last","valveOpening2.nextEvent"
1.83,101090.449814071,474708.09581625,86303.8249425999,449240.87166766,89390.182082126,398415.993055343,0.00100000000585168,0.00100000004261821,1,1,0,0,4,0.9999999999999,0,1,2,2
1.831,101094.52591788,474708.081932784,86303.830430366,449240.904487762,89394.1723498978,398416.119010255,0.00100000000585417,0.00100000004266803,1,1,0,0,4,0.9999999999999,0,1,2,2
1.832,101098.60062375,474708.06805273,86303.835919627,449240.937292976,89398.1626571876,398416.244913807,0.00100000000585387,0.00100000004268751,1,1,0,0,4,0.9999999999999,0,1,2,2
1.833,101102.67393213,474708.054176086,86303.8414103826,449240.970083309,89402.1530035123,398416.370766018,0.00100000000585073,0.00100000004267606,1,1,0,0,4,0.9999999999999,0,1,2,2
1.834,101106.745843472,474708.040302852,86303.8469026322,449241.002858768,89406.1433883888,398416.496566911,0.00100000000584472,0.00100000004263311,1,1,0,0,4,0.9999999999999,0,1,2,2
1.835,101110.816358227,474708.026433026,86303.8523963754,449241.035619358,89410.1338113341,398416.622316505,0.00100000000583578,0.00100000004255808,1,1,0,0,4,0.9999999999999,0,1,2,2
1.836,101114.885476844,474708.01256661,86303.8578916117,449241.068365087,89414.124271865,398416.748014822,0.00100000000582387,0.00100000004245039,1,1,0,0,4,0.9999999999999,0,1,2,2
1.837,101118.953199776,474707.998703601,86303.8633883406,449241.10109596,89418.1147694985,398416.873661882,0.00100000000580895,0.00100000004230947,1,1,0,0,4,0.9999999999999,0,1,2,2
1.838,101123.019527472,474707.984843999,86303.8688865616,449241.133811985,89422.1053037515,398416.999257706,0.00100000000579097,0.00100000004213474,1,1,0,0,4,0.9999999999999,0,1,2,2
1.839,101127.084460383,474707.970987804,86303.8743862742,449241.166513167,89426.0958741409,398417.124802315,0.00100000000576988,0.00100000004192563,1,1,0,0,4,0.9999999999999,0,1,2,2
1.84,101131.147998961,474707.957135014,86303.879887478,449241.199199514,89430.0864801838,398417.25029573,0.00100000000574564,0.00100000004168154,1,1,0,0,4,0.9999999999999,0,1,2,2
1.841,101135.210143655,474707.94328563,86303.8853901724,449241.231871032,89434.0771213969,398417.375737971,0.0010000000057182,0.00100000004140192,1,1,0,0,4,0.9999999999999,0,1,2,2
1.842,101139.270894916,474707.929439651,86303.890894357,449241.264527727,89438.0677972973,398417.50112906,0.00100000000568752,0.00100000004108618,1,1,0,0,4,0.9999999999999,0,1,2,2
1.843,101143.330253196,474707.915597075,86303.8964000313,449241.297169606,89442.0585074019,398417.626469017,0.00100000000565355,0.00100000004073375,1,1,0,0,4,0.9999999999999,0,1,2,2
1.844,101147.388218945,474707.901757903,86303.9019071949,449241.329796675,89446.0492512275,398417.751757862,0.00100000000561624,0.00100000004034404,1,1,0,0,4,0.9999999999999,0,1,2,2
1.845,101151.444792613,474707.887922134,86303.9074158472,449241.362408941,89450.0400282912,398417.876995618,0.00100000000557556,0.00100000003991648,1,1,0,0,4,0.9999999999999,0,1,2,2
1.846,101155.499974652,474707.874089767,86303.9129259877,449241.395006411,89454.0308381098,398418.002182304,0.00100000000553145,0.0010000000394505,1,1,0,0,4,0.9999999999999,0,1,2,2
1.847,101159.553765512,474707.860260801,86303.918437616,449241.42758909,89458.0216802003,398418.127317942,0.00100000000548387,0.00100000003894551,1,1,0,0,4,0.9999999999999,0,1,2,2
1.848,101163.606165643,474707.846435236,86303.9239507315,449241.460156986,89462.0125540796,398418.252402551,0.00100000000543277,0.00100000003840094,1,1,0,0,4,0.9999999999999,0,1,2,2
1.849,101167.657175497,474707.832613071,86303.9294653339,449241.492710104,89466.0034592646,398418.377436154,0.00100000000537811,0.00100000003781622,1,1,0,0,4,0.9999999999999,0,1,2,2
1.85,101171.706795524,474707.818794306,86303.9349814226,449241.525248452,89469.9943952722,398418.502418771,0.00100000000531984,0.00100000003719076,1,1,0,0,4,0.9999999999999,0,1,2,2
1.851,101175.755026175,474707.80497894,86303.9404989971,449241.557772036,89473.9853616195,398418.627350422,0.00100000000525792,0.00100000003652399,1,1,0,0,4,0.9999999999999,0,1,2,2
1.852,101179.801867901,474707.791166972,86303.9460180569,449241.590280862,89477.9763578233,398418.752231129,0.0010000000051923,0.00100000003581533,1,1,0,0,4,0.9999999999999,0,1,2,2
1.853,101183.847321152,474707.777358402,86303.9515386016,449241.622774937,89481.9673834005,398418.877060911,0.00100000000512294,0.0010000000350642,1,1,0,0,4,0.9999999999999,0,1,2,2
1.854,101187.891386379,474707.763553228,86303.9570606307,449241.655254267,89485.958437868,398419.001839791,0.00100000000504979,0.00100000003427004,1,1,0,0,4,0.9999999999999,0,1,2,2
1.855,101191.934064033,474707.749751452,86303.9625841437,449241.68771886,89489.9495207429,398419.126567789,0.0010000000049728,0.00100000003343225,1,1,0,0,4,0.9999999999999,0,1,2,2
1.856,101195.975354564,474707.735953071,86303.9681091401,449241.72016872,89493.940631542,398419.251244926,0.00100000000489193,0.00100000003255027,1,1,0,0,4,0.9999999999999,0,1,2,2
1.857,101200.015258424,474707.722158085,86303.9736356195,449241.752603856,89497.9317697822,398419.375871222,0.00100000000480714,0.00100000003162351,1,1,0,0,4,0.9999999999999,0,1,2,2
1.858,101204.053776063,474707.708366494,86303.9791635812,449241.785024272,89501.9229349806,398419.500446698,0.00100000000471837,0.0010000000306514,1,1,0,0,4,0.9999999999999,0,1,2,2
1.859,101208.090907931,474707.694578296,86303.984693025,449241.817429977,89505.9141266539,398419.624971375,0.00100000000462558,0.00100000002963337,1,1,0,0,4,0.9999999999999,0,1,2,2
1.86,101212.12665448,474707.680793492,86303.9902239502,449241.849820976,89509.9053443192,398419.749445274,0.00100000000452873,0.00100000002856883,1,1,0,0,4,0.9999999999999,0,1,2,2
1.861,101216.161016159,474707.66701208,86303.9957563564,449241.882197276,89513.8965874933,398419.873868416,0.00100000000442778,0.00100000002745721,1,1,0,0,4,0.9999999999999,0,1,2,2
1.862,101220.193993421,474707.653234061,86304.0012902432,449241.914558883,89517.8878556932,398419.998240822,0.00100000000432267,0.00100000002629793,1,1,0,0,4,0.9999999999999,0,1,2,2
1.863,101224.225586715,474707.639459433,86304.0068256099,449241.946905804,89521.8791484359,398420.122562512,0.00100000000421335,0.00100000002509042,1,1,0,0,4,0.9999999999999,0,1,2,2
1.864,101228.255796493,474707.625688195,86304.0123624562,449241.979238046,89525.8704652382,398420.246833507,0.0010000000040998,0.00100000002383409,1,1,0,0,4,0.9999999999999,0,1,2,2
1.865,101232.284623204,474707.611920348,86304.0179007816,449242.011555614,89529.861805617,398420.371053828,0.00100000000398195,0.00100000002252838,1,1,0,0,4,0.9999999999999,0,1,2,2
1.866,101236.3120673,474707.59815589,86304.0234405856,449242.043858516,89533.8531690894,398420.495223496,0.00100000000385976,0.0010000000211727,1,1,0,0,4,0.9999999999999,0,1,2,2
1.867,101240.338129232,474707.584394821,86304.0289818676,449242.076146758,89537.8445551722,398420.619342531,0.0010000000037332,0.00100000001976647,1,1,0,0,4,0.9999999999999,0,1,2,2
1.868,101244.362809449,474707.57063714,86304.0345246272,449242.108420346,89541.8359633823,398420.743410955,0.0010000000036022,0.00100000001830913,1,1,0,0,4,0.9999999999999,0,1,2,2
1.869,101248.386108404,474707.556882846,86304.040068864,449242.140679287,89545.8273932368,398420.867428788,0.00100000000346674,0.00100000001680008,1,1,0,0,4,0.9999999999999,0,1,2,2
1.87,101252.408026546,474707.54313194,86304.0456145775,449242.172923587,89549.8188442525,398420.99139605,0.00100000000332675,0.00100000001523876,1,1,0,0,4,0.9999999999999,0,1,2,2
1.871,101256.428564326,474707.529384419,86304.0511617671,449242.205153253,89553.8103159462,398421.115312764,0.0010000000031822,0.00100000001362459,1,1,0,0,4,0.9999999999999,0,1,2,2
1.872,101260.447722196,474707.515640285,86304.0567104323,449242.237368292,89557.8018078351,398421.23917895,0.00100000000303304,0.00100000001195699,1,1,0,0,4,0.9999999999999,0,1,2,2
1.873,101264.465748501,474707.5018987,86304.0622603054,449242.269570569,89561.7931109619,398421.363000921,0.00100000000305143,0.00100000001231026,1,1,0,0,4,0.9999999999999,0,1,2,2
1.874,101268.482460696,474707.488160281,86304.0678115831,449242.301758719,89565.7843787395,398421.486774053,0.00100000000311022,0.00100000001315214,1,1,0,0,4,0.9999999999999,0,1,2,2
1.875,101272.497800399,474707.474425226,86304.0733643285,449242.333932306,89569.7756601602,398421.610496873,0.00100000000316847,0.00100000001398964,1,1,0,0,4,0.9999999999999,0,1,2,2
1.876,101276.511768105,474707.460693533,86304.0789185411,449242.366091338,89573.7669547052,398421.734169404,0.00100000000322617,0.00100000001482255,1,1,0,0,4,0.9999999999999,0,1,2,2
1.877,101280.524364305,474707.446965201,86304.0844742203,449242.398235821,89577.7582618559,398421.857791666,0.00100000000328331,0.00100000001565064,1,1,0,0,4,0.9999999999999,0,1,2,2
1.878,101284.535589494,474707.433240231,86304.0900313656,449242.430365761,89581.7495810935,398421.981363682,0.00100000000333987,0.00100000001647369,1,1,0,0,4,0.9999999999999,0,1,2,2
1.879,101288.545444164,474707.419518621,86304.0955899764,449242.462481166,89585.7409118994,398422.104885473,0.00100000000339584,0.00100000001729148,1,1,0,0,4,0.9999999999999,0,1,2,2
1.88,101292.553928809,474707.40580037,86304.1011500523,449242.494582043,89589.7322537548,398422.228357063,0.00100000000345119,0.00100000001810378,1,1,0,0,4,0.9999999999999,0,1,2,2
1.881,101296.56104392,474707.392085478,86304.1067115927,449242.526668398,89593.723606141,398422.351778471,0.00100000000350592,0.00100000001891038,1,1,0,0,4,0.9999999999999,0,1,2,2
1.882,101300.566789993,474707.378373944,86304.1122745971,449242.558740239,89597.7149685393,398422.475149721,0.00100000000356,0.00100000001971104,1,1,0,0,4,0.9999999999999,0,1,2,2
1.883,101304.571167519,474707.364665767,86304.1178390649,449242.590797571,89601.706340431,398422.598470834,0.00100000000361342,0.00100000002050556,1,1,0,0,4,0.9999999999999,0,1,2,2
1.884,101308.574176991,474707.350960947,86304.1234049956,449242.622840402,89605.6977212974,398422.721741832,0.00100000000366616,0.0010000000212937,1,1,0,0,4,0.9999999999999,0,1,2,2
1.885,101312.575818904,474707.337259482,86304.1289723888,449242.654868738,89609.6891106198,398422.844962737,0.00100000000371821,0.00100000002207524,1,1,0,0,4,0.9999999999999,0,1,2,2
1.886,101316.576093749,474707.323561371,86304.1345412438,449242.686882587,89613.6805078794,398422.968133571,0.00100000000376955,0.00100000002284996,1,1,0,0,4,0.9999999999999,0,1,2,2
1.887,101320.575002021,474707.309866615,86304.1401115601,449242.718881956,89617.6719125576,398423.091254355,0.00100000000382017,0.00100000002361764,1,1,0,0,4,0.9999999999999,0,1,2,2
1.888,101324.572544212,474707.296175212,86304.1456833372,449242.75086685,89621.6633241357,398423.214325112,0.00100000000387004,0.00100000002437806,1,1,0,0,4,0.9999999999999,0,1,2,2
1.889,101328.568720814,474707.282487161,86304.1512565746,449242.782837278,89625.6547420949,398423.337345864,0.00100000000391916,0.00100000002513099,1,1,0,0,4,0.9999999999999,0,1,2,2
1.89,101332.563532322,474707.268802462,86304.1568312718,449242.814793245,89629.6461659166,398423.460316632,0.00100000000396751,0.00100000002587622,1,1,0,0,4,0.9999999999999,0,1,2,2
1.891,101336.556979229,474707.255121115,86304.1624074281,449242.846734758,89633.6375950819,398423.583237438,0.00100000000401507,0.00100000002661351,1,1,0,0,4,0.9999999999999,0,1,2,2
1.892,101340.549062027,474707.241443117,86304.1679850432,449242.878661825,89637.6290290723,398423.706108305,0.00100000000406182,0.00100000002734265,1,1,0,0,4,0.9999999999999,0,1,2,2
1.893,101344.539781209,474707.227768468,86304.1735641164,449242.910574452,89641.6204673689,398423.828929253,0.00100000000410775,0.00100000002806342,1,1,0,0,4,0.9999999999999,0,1,2,2
1.894,101348.52913727,474707.214097168,86304.1791446472,449242.942472646,89645.6119094532,398423.951700306,0.00100000000415284,0.00100000002877558,1,1,0,0,4,0.9999999999999,0,1,2,2
1.895,101352.517130701,474707.200429216,86304.1847266351,449242.974356414,89649.6033548064,398424.074421484,0.00100000000419707,0.00100000002947893,1,1,0,0,4,0.9999999999999,0,1,2,2
1.896,101356.503761996,474707.186764611,86304.1903100796,449243.006225763,89653.5948029097,398424.19709281,0.00100000000424044,0.00100000003017324,1,1,0,0,4,0.9999999999999,0,1,2,2
1.897,101360.489031647,474707.173103352,86304.1958949801,449243.038080699,89657.5862532445,398424.319714305,0.00100000000428292,0.00100000003085828,1,1,0,0,4,0.9999999999999,0,1,2,2
1.898,101364.472940149,474707.159445439,86304.2014813361,449243.069921229,89661.577705292,398424.442285992,0.0010000000043245,0.00100000003153383,1,1,0,0,4,0.9999999999999,0,1,2,2
1.899,101368.455487994,474707.14579087,86304.2070691472,449243.10174736,89665.5691585336,398424.564807892,0.00100000000436516,0.00100000003219968,1,1,0,0,4,0.9999999999999,0,1,2,2
1.9,101372.436675676,474707.132139646,86304.2126584127,449243.133559099,89669.5606124505,398424.687280027,0.00100000000440489,0.00100000003285559,1,1,0,0,4,0.9999999999999,0,1,2,2
1.901,101376.416503686,474707.118491764,86304.2182491321,449243.165356453,89673.552066524,398424.80970242,0.00100000000444367,0.00100000003350135,1,1,0,0,4,0.9999999999999,0,1,2,2
1.902,101380.394972519,474707.104847225,86304.2238413048,449243.197139429,89677.5435202355,398424.932075091,0.00100000000448147,0.00100000003413673,1,1,0,0,4,0.9999999999999,0,1,2,2
1.903,101384.372082668,474707.091206027,86304.2294349305,449243.228908033,89681.5349730662,398425.054398064,0.0010000000045183,0.00100000003476152,1,1,0,0,4,0.9999999999999,0,1,2,2
1.904,101388.347834625,474707.077568171,86304.2350300085,449243.260662272,89685.5264244974,398425.176671359,0.00100000000455413,0.00100000003537548,1,1,0,0,4,0.9999999999999,0,1,2,2
1.905,101392.322228884,474707.063933654,86304.2406265383,449243.292402153,89689.5178740103,398425.298894999,0.00100000000458894,0.0010000000359784,1,1,0,0,4,0.9999999999999,0,1,2,2
1.906,101396.295265938,474707.050302476,86304.2462245193,449243.324127683,89693.5093210864,398425.421069005,0.00100000000462272,0.00100000003657006,1,1,0,0,4,0.9999999999999,0,1,2,2
1.907,101400.26694628,474707.036674637,86304.2518239512,449243.355838869,89697.5007652068,398425.5431934,0.00100000000465545,0.00100000003715022,1,1,0,0,4,0.9999999999999,0,1,2,2
1.908,101404.237270402,474707.023050136,86304.2574248332,449243.387535717,89701.4922058528,398425.665268205,0.00100000000468713,0.00100000003771868,1,1,0,0,4,0.9999999999999,0,1,2,2
1.909,101408.206238799,474707.009428972,86304.263027165,449243.419218234,89705.4836425058,398425.787293442,0.00100000000471772,0.0010000000382752,1,1,0,0,4,0.9999999999999,0,1,2,2
1.91,101412.173851963,474706.995811144,86304.2686309458,449243.450886427,89709.4750746471,398425.909269134,0.00100000000474721,0.00100000003881957,1,1,0,0,4,0.9999999999999,0,1,2,2
1.911,101416.140110388,474706.982196651,86304.2742361754,449243.482540304,89713.4665017579,398426.031195301,0.00100000000477559,0.00100000003935157,1,1,0,0,4,0.9999999999999,0,1,2,2
1.912,101420.105014565,474706.968585493,86304.279842853,449243.51417987,89717.4579233195,398426.153071966,0.00100000000480285,0.00100000003987096,1,1,0,0,4,0.9999999999999,0,1,2,2
1.913,101424.068564989,474706.954977669,86304.2854509782,449243.545805133,89721.4493388132,398426.274899151,0.00100000000482896,0.00100000004037753,1,1,0,0,4,0.9999999999999,0,1,2,2
1.914,101428.030762153,474706.941373178,86304.2910605504,449243.577416098,89725.4407477203,398426.396676877,0.00100000000485391,0.00100000004087106,1,1,0,0,4,0.9999999999999,0,1,2,2
1.915,101431.99160655,474706.927772019,86304.2966715692,449243.609012775,89729.4321495221,398426.518405167,0.00100000000487768,0.00100000004135132,1,1,0,0,4,0.9999999999999,0,1,2,2
1.916,101435.951098672,474706.914174192,86304.3022840339,449243.640595168,89733.4235436999,398426.640084043,0.00100000000490027,0.00100000004181809,1,1,0,0,4,0.9999999999999,0,1,2,2
1.917,101439.909239013,474706.900579695,86304.3078979441,449243.672163285,89737.414929735,398426.761713525,0.00100000000492164,0.00100000004227115,1,1,0,0,4,0.9999999999999,0,1,2,2
1.918,101443.866028066,474706.886988529,86304.3135132992,449243.703717133,89741.4063071086,398426.883293637,0.00100000000494179,0.00100000004271028,1,1,0,0,4,0.9999999999999,0,1,2,2
1.919,101447.821466324,474706.873400691,86304.3191300987,449243.735256718,89745.3976753021,398427.0048244,0.0010000000049607,0.00100000004313525,1,1,0,0,4,0.9999999999999,0,1,2,2
1.92,101451.77555428,474706.859816182,86304.3247483421,449243.766782048,89749.3890337967,398427.126305836,0.00100000000497835,0.00100000004354585,1,1,0,0,4,0.9999999999999,0,1,2,2
1.921,101455.728292428,474706.846235001,86304.3303680288,449243.798293128,89753.3803820738,398427.247737966,0.00100000000499472,0.00100000004394184,1,1,0,0,4,0.9999999999999,0,1,2,2
1.922,101459.679681259,474706.832657147,86304.3359891584,449243.829789967,89757.3717196146,398427.369120813,0.00100000000500981,0.00100000004432301,1,1,0,0,4,0.9999999999999,0,1,2,2
1.923,101463.629721269,474706.819082618,86304.3416117302,449243.861272571,89761.3630459004,398427.490454399,0.0010000000050236,0.00100000004468914,1,1,0,0,4,0.9999999999999,0,1,2,2
1.924,101467.578412948,474706.805511415,86304.3472357438,449243.892740945,89765.3543604125,398427.611738745,0.00100000000503606,0.00100000004504,1,1,0,0,4,0.9999999999999,0,1,2,2
1.925,101471.525756792,474706.791943537,86304.3528611986,449243.924195099,89769.3456626322,398427.732973874,0.00100000000504718,0.00100000004537536,1,1,0,0,4,0.9999999999999,0,1,2,2
1.926,101475.471753292,474706.778378982,86304.358488094,449243.955635037,89773.3369520408,398427.854159807,0.00100000000505695,0.00100000004569502,1,1,0,0,4,0.9999999999999,0,1,2,2
1.927,101479.416402942,474706.76481775,86304.3641164297,449243.987060768,89777.3282281196,398427.975296566,0.00100000000506535,0.00100000004599874,1,1,0,0,4,0.9999999999999,0,1,2,2
1.928,101483.359706235,474706.751259841,86304.3697462049,449244.018472297,89781.3194903498,398428.096384173,0.00100000000507237,0.00100000004628631,1,1,0,0,4,0.9999999999999,0,1,2,2
1.929,101487.301663663,474706.737705252,86304.3753774193,449244.049869633,89785.3107382128,398428.21742265,0.00100000000507798,0.0010000000465575,1,1,0,0,4,0.9999999999999,0,1,2,2
1.93,101491.242275721,474706.724153985,86304.3810100723,449244.08125278,89789.3019711898,398428.338412019,0.00100000000508217,0.00100000004681208,1,1,0,0,4,0.9999999999999,0,1,2,2
1.931,101495.181542901,474706.710606038,86304.3866441633,449244.112621747,89793.2931887622,398428.459352301,0.00100000000508493,0.00100000004704985,1,1,0,0,4,0.9999999999999,0,1,2,2
1.932,101499.119465697,474706.697061409,86304.3922796918,449244.14397654,89797.2843904113,398428.580243519,0.00100000000508624,0.00100000004727056,1,1,0,0,4,0.9999999999999,0,1,2,2
1.933,101503.0560446,474706.683520099,86304.3979166574,449244.175317166,89801.2755756182,398428.701085694,0.00100000000508609,0.00100000004747401,1,1,0,0,4,0.9999999999999,0,1,2,2
1.934,101506.991280106,474706.669982107,86304.4035550593,449244.206643632,89805.2667438643,398428.821878849,0.00100000000508445,0.00100000004765997,1,1,0,0,4,0.9999999999999,0,1,2,2
1.935,101510.925172706,474706.656447431,86304.4091948972,449244.237955945,89809.257894631,398428.942623005,0.00100000000508131,0.00100000004782821,1,1,0,0,4,0.9999999999999,0,1,2,2
1.936,101514.857722893,474706.642916071,86304.4148361705,449244.26925411,89813.2490273994,398429.063318184,0.00100000000507665,0.00100000004797852,1,1,0,0,4,0.9999999999999,0,1,2,2
1.937,101518.788931161,474706.629388027,86304.4204788787,449244.300538136,89817.2401416509,398429.183964407,0.00100000000507047,0.00100000004811067,1,1,0,0,4,0.9999999999999,0,1,2,2
1.938,101522.718798003,474706.615863297,86304.4261230212,449244.33180803,89821.2312368668,398429.304561698,0.00100000000506274,0.00100000004822445,1,1,0,0,4,0.9999999999999,0,1,2,2
1.939,101526.647323912,474706.60234188,86304.4317685976,449244.363063797,89825.2223125284,398429.425110078,0.00100000000505344,0.00100000004831962,1,1,0,0,4,0.9999999999999,0,1,2,2
1.94,101530.574509381,474706.588823777,86304.4374156072,449244.394305444,89829.2133681169,398429.545609568,0.00100000000504257,0.00100000004839596,1,1,0,0,4,0.9999999999999,0,1,2,2
1.941,101534.500354904,474706.575308985,86304.4430640496,449244.425532979,89833.2044031137,398429.66606019,0.0010000000050301,0.00100000004845326,1,1,0,0,4,0.9999999999999,0,1,2,2
1.942,101538.424860972,474706.561797506,86304.4487139242,449244.456746409,89837.195417,398429.786461967,0.00100000000501602,0.00100000004849129,1,1,0,0,4,0.9999999999999,0,1,2,2
1.943,101542.34802808,474706.548289336,86304.4543652305,449244.48794574,89841.1864092571,398429.90681492,0.00100000000500031,0.00100000004850983,1,1,0,0,4,0.9999999999999,0,1,2,2
1.944,101546.26985672,474706.534784477,86304.4600179679,449244.519130978,89845.1773793663,398430.027119072,0.00100000000498295,0.00100000004850865,1,1,0,0,4,0.9999999999999,0,1,2,2
1.945,101550.190347386,474706.521282926,86304.4656721361,449244.550302132,89849.1683268089,398430.147374443,0.00100000000496394,0.00100000004848754,1,1,0,0,4,0.9999999999999,0,1,2,2
1.946,101554.10950057,474706.507784684,86304.4713277343,449244.581459207,89853.1592510663,398430.267581057,0.00100000000494325,0.00100000004844627,1,1,0,0,4,0.9999999999999,0,1,2,2
1.947,101558.027316766,474706.494289749,86304.4769847621,449244.61260221,89857.1501516196,398430.387738934,0.00100000000492087,0.00100000004838462,1,1,0,0,4,0.9999999999999,0,1,2,2
1.948,101561.943796467,474706.480798121,86304.4826432189,449244.643731149,89861.1410279502,398430.507848097,0.00100000000489678,0.00100000004830237,1,1,0,0,4,0.9999999999999,0,1,2,2
1.949,101565.858940166,474706.467309799,86304.4883031043,449244.67484603,89865.1318795393,398430.627908568,0.00100000000487096,0.00100000004819929,1,1,0,0,4,0.9999999999999,0,1,2,2
1.95,101569.772748356,474706.453824782,86304.4939644176,449244.705946859,89869.1227058683,398430.747920368,0.00100000000484341,0.00100000004807516,1,1,0,0,4,0.9999999999999,0,1,2,2
1.951,101573.68522153,474706.440343069,86304.4996271585,449244.737033645,89873.1135064185,398430.867883519,0.00100000000481409,0.00100000004792976,1,1,0,0,4,0.9999999999999,0,1,2,2
1.952,101577.596360181,474706.42686466,86304.5052913262,449244.768106393,89877.1042806711,398430.987798044,0.00100000000478301,0.00100000004776287,1,1,0,0,4,0.9999999999999,0,1,2,2
1.953,101581.506164802,474706.413389554,86304.5109569204,449244.79916511,89881.0950281074,398431.107663964,0.00100000000475013,0.00100000004757427,1,1,0,0,4,0.9999999999999,0,1,2,2
1.954,101585.414635887,474706.39991775,86304.5166239404,449244.830209803,89885.0857482088,398431.2274813,0.00100000000471545,0.00100000004736373,1,1,0,0,4,0.9999999999999,0,1,2,2
1.955,101589.321773928,474706.386449247,86304.5222923858,449244.86124048,89889.0764404565,398431.347250076,0.00100000000467895,0.00100000004713103,1,1,0,0,4,0.9999999999999,0,1,2,2
1.956,101593.227579419,474706.372984045,86304.527962256,449244.892257146,89893.0671043317,398431.466970312,0.00100000000464061,0.00100000004687594,1,1,0,0,4,0.9999999999999,0,1,2,2
1.957,101597.132052852,474706.359522142,86304.5336335505,449244.923259809,89897.0577393159,398431.586642032,0.00100000000460042,0.00100000004659826,1,1,0,0,4,0.9999999999999,0,1,2,2
1.958,101601.035194721,474706.346063538,86304.5393062688,449244.954248475,89901.0483448902,398431.706265255,0.00100000000455836,0.00100000004629774,1,1,0,0,4,0.9999999999999,0,1,2,2
1.959,101604.937005519,474706.332608233,86304.5449804103,449244.985223151,89905.038920536,398431.825840005,0.00100000000451441,0.00100000004597418,1,1,0,0,4,0.9999999999999,0,1,2,2
1.96,101608.837485739,474706.319156225,86304.5506559744,449245.016183845,89909.0294657346,398431.945366304,0.00100000000446856,0.00100000004562735,1,1,0,0,4,0.9999999999999,0,1,2,2
1.961,101612.736635874,474706.305707513,86304.5563329608,449245.047130563,89913.0199799672,398432.064844173,0.0010000000044208,0.00100000004525702,1,1,0,0,4,0.9999999999999,0,1,2,2
1.962,101616.634456417,474706.292262098,86304.5620113688,449245.078063311,89917.0104627152,398432.184273633,0.0010000000043711,0.00100000004486298,1,1,0,0,4,0.9999999999999,0,1,2,2
1.963,101620.530947861,474706.278819977,86304.5676911979,449245.108982097,89921.0009134598,398432.303654708,0.00100000000431944,0.001000000044445,1,1,0,0,4,0.9999999999999,0,1,2,2
1.964,101624.4261107,474706.265381151,86304.5733724476,449245.139886927,89924.9913316823,398432.422987419,0.00100000000426582,0.00100000004400286,1,1,0,0,4,0.9999999999999,0,1,2,2
1.965,101628.319945426,474706.251945618,86304.5790551173,449245.170777808,89928.9817168641,398432.542271787,0.00100000000421022,0.00100000004353634,1,1,0,0,4,0.9999999999999,0,1,2,2
1.966,101632.212452533,474706.238513378,86304.5847392066,449245.201654747,89932.9720684863,398432.661507835,0.00100000000415262,0.00100000004304521,1,1,0,0,4,0.9999999999999,0,1,2,2
1.967,101636.103632513,474706.22508443,86304.5904247149,449245.232517751,89936.9623860303,398432.780695585,0.00100000000409301,0.00100000004252926,1,1,0,0,4,0.9999999999999,0,1,2,2
1.968,101639.99348586,474706.211658774,86304.5961116416,449245.263366827,89940.9526689775,398432.899835058,0.00100000000403136,0.00100000004198826,1,1,0,0,4,0.9999999999999,0,1,2,2
1.969,101643.882013067,474706.198236407,86304.6017999863,449245.294201982,89944.942916809,398433.018926276,0.00100000000396767,0.00100000004142198,1,1,0,0,4,0.9999999999999,0,1,2,2
1.97,101647.769214626,474706.184817331,86304.6074897484,449245.325023221,89948.9331290061,398433.137969261,0.00100000000390192,0.00100000004083021,1,1,0,0,4,0.9999999999999,0,1,2,2
1.971,101651.655091032,474706.171401543,86304.6131809273,449245.355830552,89952.9233050503,398433.256964036,0.00100000000383408,0.00100000004021272,1,1,0,0,4,0.9999999999999,0,1,2,2
1.972,101655.539642776,474706.157989043,86304.6188735226,449245.386623983,89956.9134444226,398433.375910621,0.00100000000376415,0.0010000000395693,1,1,0,0,4,0.9999999999999,0,1,2,2
1.973,101659.422870353,474706.14457983,86304.6245675338,449245.417403519,89960.9035466045,398433.494809039,0.00100000000369211,0.00100000003889971,1,1,0,0,4,0.9999999999999,0,1,2,2
1.974,101663.304774255,474706.131173904,86304.6302629602,449245.448169168,89964.8936110773,398433.613659312,0.00100000000361794,0.00100000003820374,1,1,0,0,4,0.9999999999999,0,1,2,2
1.975,101667.185354976,474706.117771264,86304.6359598014,449245.478920936,89968.8836373221,398433.732461462,0.00100000000354163,0.00100000003748117,1,1,0,0,4,0.9999999999999,0,1,2,2
1.976,101671.064613008,474706.104371909,86304.6416580568,449245.509658831,89972.8736248204,398433.85121551,0.00100000000346316,0.00100000003673176,1,1,0,0,4,0.9999999999999,0,1,2,2
1.977,101674.942548844,474706.090975838,86304.647357726,449245.540382858,89976.8635730534,398433.969921478,0.00100000000338251,0.00100000003595531,1,1,0,0,4,0.9999999999999,0,1,2,2
1.978,101678.819162979,474706.077583051,86304.6530588083,449245.571093025,89980.8534815023,398434.088579389,0.00100000000329967,0.00100000003515158,1,1,0,0,4,0.9999999999999,0,1,2,2
1.979,101682.694455903,474706.064193546,86304.6587613032,449245.601789339,89984.8433496485,398434.207189264,0.00100000000321462,0.00100000003432036,1,1,0,0,4,0.9999999999999,0,1,2,2
