"time","pipe1.mediums[1].h","pipe1.mediums[1].p","pipe2.mediums[1].h","pipe2.mediums[1].p","pipe3.mediums[1].h","pipe3.mediums[1].p","valveIncompressible.filter.x[1]","valveIncompressible.filter.x[2]","valveIncompressible1.filter.x[1]","valveIncompressible1.filter.x[2]","valveOpening1.a","valveOpening1.b","valveOpening1.last","valveOpening1.nextEvent","valveOpening2.a","valveOpening2.b","valveOpening2.last","valveOpening2.nextEvent"
0.055,85219.6438022237,429053.210644592,84216.9593588648,318966.081984792,84216.9593588648,318966.081984792,1,1,1,1,0,1,2,1,0,1,2,2
0.056,85235.8759051255,429053.066655086,84217.254103524,318966.653713256,84217.254103524,318966.653713256,1,1,1,1,0,1,2,1,0,1,2,2
0.057,85252.0895058757,429052.922797195,84217.5578919071,318967.224660403,84217.5578919071,318967.224660403,1,1,1,1,0,1,2,1,0,1,2,2
0.058,85268.2926704972,429052.779006653,84217.866808832,318967.795120413,84217.866808832,318967.795120413,1,1,1,1,0,1,2,1,0,1,2,2
0.059,85284.4869895566,429052.635270787,84218.1800822507,318968.365151297,84218.1800822507,318968.365151297,1,1,1,1,0,1,2,1,0,1,2,2
0.06,85300.672463054,429052.491589598,84218.497712163,318968.934753055,84218.497712163,318968.934753055,1,1,1,1,0,1,2,1,0,1,2,2
0.061,85316.8490909892,429052.347963085,84218.819698569,318969.503925686,84218.819698569,318969.503925686,1,1,1,1,0,1,2,1,0,1,2,2
0.062,85333.0168733623,429052.204391249,84219.1460414687,318970.072669192,84219.1460414687,318970.072669192,1,1,1,1,0,1,2,1,0,1,2,2
0.063,85349.1758101733,429052.060874089,84219.4767408621,318970.640983571,84219.4767408621,318970.640983571,1,1,1,1,0,1,2,1,0,1,2,2
0.064,85365.3259014222,429051.917411605,84219.8117967492,318971.208868824,84219.8117967492,318971.208868824,1,1,1,1,0,1,2,1,0,1,2,2
0.065,85381.4671471091,429051.774003798,84220.15120913,318971.776324951,84220.15120913,318971.776324951,1,1,1,1,0,1,2,1,0,1,2,2
0.066,85397.5995472338,429051.630650668,84220.4949780045,318972.343351952,84220.4949780045,318972.343351952,1,1,1,1,0,1,2,1,0,1,2,2
0.067,85413.7231017965,429051.487352213,84220.8431033727,318972.909949827,84220.8431033727,318972.909949827,1,1,1,1,0,1,2,1,0,1,2,2
0.068,85429.837810797,429051.344108435,84221.1955852345,318973.476118576,84221.1955852345,318973.476118576,1,1,1,1,0,1,2,1,0,1,2,2
0.069,85445.9436742355,429051.200919334,84221.5524235901,318974.041858199,84221.5524235901,318974.041858199,1,1,1,1,0,1,2,1,0,1,2,2
0.07,85462.0406921119,429051.057784909,84221.9136184394,318974.607168695,84221.9136184394,318974.607168695,1,1,1,1,0,1,2,1,0,1,2,2
0.071,85478.1288644262,429050.91470516,84222.2791697823,318975.172050065,84222.2791697823,318975.172050065,1,1,1,1,0,1,2,1,0,1,2,2
0.072,85494.2081911783,429050.771680088,84222.6490776189,318975.73650231,84222.6490776189,318975.736502309,1,1,1,1,0,1,2,1,0,1,2,2
0.073,85510.2786723685,429050.628709693,84223.0233419493,318976.300525428,84223.0233419493,318976.300525427,1,1,1,1,0,1,2,1,0,1,2,2
0.074,85526.3375620355,429050.485822464,84223.4031428861,318976.864048057,84223.4031428861,318976.864048057,1,1,1,1,0,1,2,1,0,1,2,2
0.075,85542.3871144608,429050.342995013,84223.7875116224,318977.427128783,84223.7875116224,318977.427128783,1,1,1,1,0,1,2,1,0,1,2,2
0.076,85558.4274944274,429050.200225631,84224.1763773405,318977.989771887,84224.1763773405,318977.989771887,1,1,1,1,0,1,2,1,0,1,2,2
0.077,85574.4587019352,429050.057514316,84224.5697400405,318978.55197737,84224.5697400405,318978.55197737,1,1,1,1,0,1,2,1,0,1,2,2
0.078,85590.4807369844,429049.91486107,84224.9675997222,318979.113745231,84224.9675997222,318979.113745231,1,1,1,1,0,1,2,1,0,1,2,2
0.079,85606.4935995747,429049.772265892,84225.3699563859,318979.675075471,84225.3699563859,318979.675075471,1,1,1,1,0,1,2,1,0,1,2,2
0.08,85622.4972897063,429049.629728782,84225.7768100313,318980.235968089,84225.7768100313,318980.235968089,1,1,1,1,0,1,2,1,0,1,2,2
0.081,85638.4918073792,429049.48724974,84226.1881606585,318980.796423086,84226.1881606585,318980.796423086,1,1,1,1,0,1,2,1,0,1,2,2
0.082,85654.4771525933,429049.344828766,84226.6040082676,318981.356440461,84226.6040082676,318981.356440461,1,1,1,1,0,1,2,1,0,1,2,2
0.083,85670.4533253487,429049.202465861,84227.0243528585,318981.916020214,84227.0243528585,318981.916020214,1,1,1,1,0,1,2,1,0,1,2,2
0.084,85686.4203256453,429049.060161023,84227.4491944312,318982.475162346,84227.4491944312,318982.475162346,1,1,1,1,0,1,2,1,0,1,2,2
0.085,85702.3781534832,429048.917914254,84227.8785329858,318983.033866857,84227.8785329858,318983.033866857,1,1,1,1,0,1,2,1,0,1,2,2
0.086,85718.3268088623,429048.775725553,84228.3123685221,318983.592133746,84228.3123685221,318983.592133746,1,1,1,1,0,1,2,1,0,1,2,2
0.087,85734.2662917827,429048.63359492,84228.7507010403,318984.149963013,84228.7507010403,318984.149963013,1,1,1,1,0,1,2,1,0,1,2,2
0.088,85750.1966022444,429048.491522355,84229.1935305404,318984.707354659,84229.1935305404,318984.707354659,1,1,1,1,0,1,2,1,0,1,2,2
0.089,85766.1177402473,429048.349507858,84229.6408570222,318985.264308683,84229.6408570222,318985.264308683,1,1,1,1,0,1,2,1,0,1,2,2
0.09,85782.0297058379,429048.207551526,84230.0926762381,318985.820825587,84230.0926762381,318985.820825587,1,1,1,1,0,1,2,1,0,1,2,2
0.091,85797.9325029141,429048.065661489,84230.5486322974,318986.376947354,84230.5486322974,318986.376947354,1,1,1,1,0,1,2,1,0,1,2,2
0.092,85813.826127976,429047.923830447,84231.0090447443,318986.932636289,84231.0090447443,318986.932636289,1,1,1,1,0,1,2,1,0,1,2,2
0.093,85829.7105810239,429047.782058401,84231.4739135787,318987.487892391,84231.4739135787,318987.487892391,1,1,1,1,0,1,2,1,0,1,2,2
0.094,85845.5858620575,429047.64034535,84231.9432388007,318988.04271566,84231.9432388007,318988.04271566,1,1,1,1,0,1,2,1,0,1,2,2
0.095,85861.451971077,429047.498691295,84232.4170204102,318988.597106097,84232.4170204102,318988.597106097,1,1,1,1,0,1,2,1,0,1,2,2
0.096,85877.3089080823,429047.357096234,84232.8952584072,318989.151063701,84232.8952584072,318989.151063701,1,1,1,1,0,1,2,1,0,1,2,2
0.097,85893.1566730735,429047.21556017,84233.3779527918,318989.704588472,84233.3779527918,318989.704588472,1,1,1,1,0,1,2,1,0,1,2,2
0.098,85908.9952660505,429047.0740831,84233.8651035639,318990.25768041,84233.8651035639,318990.25768041,1,1,1,1,0,1,2,1,0,1,2,2
0.099,85924.8246870134,429046.932665026,84234.3567107236,318990.810339516,84234.3567107236,318990.810339516,1,1,1,1,0,1,2,1,0,1,2,2
0.1,85940.644935962,429046.791305948,84234.8527742709,318991.362565789,84234.8527742709,318991.362565789,1,1,1,1,0,1,2,1,0,1,2,2
0.101,85956.4560128966,429046.650005865,84235.3532942056,318991.91435923,84235.3532942056,318991.91435923,1,1,1,1,0,1,2,1,0,1,2,2
0.102,85972.2579178169,429046.508764777,84235.8582705279,318992.465719837,84235.8582705279,318992.465719837,1,1,1,1,0,1,2,1,0,1,2,2
0.103,85988.0506507231,429046.367582685,84236.3677032378,318993.016647612,84236.3677032378,318993.016647612,1,1,1,1,0,1,2,1,0,1,2,2
0.104,86003.8342116152,429046.226459588,84236.8815923352,318993.567142555,84236.8815923352,318993.567142555,1,1,1,1,0,1,2,1,0,1,2,2
0.105,86019.6086004931,429046.085395486,84237.3999378201,318994.117204664,84237.3999378201,318994.117204664,1,1,1,1,0,1,2,1,0,1,2,2
0.106,86035.3738173568,429045.94439038,84237.9227396926,318994.666833941,84237.9227396926,318994.666833941,1,1,1,1,0,1,2,1,0,1,2,2
0.107,86051.1298622064,429045.803444269,84238.4499979526,318995.216030386,84238.4499979526,318995.216030386,1,1,1,1,0,1,2,1,0,1,2,2
0.108,86066.8767350418,429045.662557154,84238.9817126002,318995.764793997,84238.9817126002,318995.764793997,1,1,1,1,0,1,2,1,0,1,2,2
0.109,86082.614435863,429045.521729034,84239.5178836353,318996.313124776,84239.5178836353,318996.313124776,1,1,1,1,0,1,2,1,0,1,2,2
0.11,86098.3429646701,429045.380959909,84240.058511058,318996.861022722,84240.058511058,318996.861022722,1,1,1,1,0,1,2,1,0,1,2,2
0.111,86114.062321463,429045.24024978,84240.6035948682,318997.408487836,84240.6035948682,318997.408487836,1,1,1,1,0,1,2,1,0,1,2,2
0.112,86129.7725062418,429045.099598646,84241.153135066,318997.955520117,84241.153135066,318997.955520117,1,1,1,1,0,1,2,1,0,1,2,2
0.113,86145.4735190064,429044.959006508,84241.7071316512,318998.502119565,84241.7071316512,318998.502119565,1,1,1,1,0,1,2,1,0,1,2,2
0.114,86161.1653597568,429044.818473365,84242.2655846241,318999.04828618,84242.2655846241,318999.048286181,1,1,1,1,0,1,2,1,0,1,2,2
0.115,86176.8480284931,429044.677999218,84242.8284939845,318999.594019963,84242.8284939845,318999.594019963,1,1,1,1,0,1,2,1,0,1,2,2
0.116,86192.5215252152,429044.537584065,84243.3958597324,319000.139320913,84243.3958597324,319000.139320913,1,1,1,1,0,1,2,1,0,1,2,2
0.117,86208.1858499232,429044.397227909,84243.9676818679,319000.684189031,84243.9676818679,319000.684189031,1,1,1,1,0,1,2,1,0,1,2,2
0.118,86223.841002617,429044.256930747,84244.5439603909,319001.228624315,84244.5439603909,319001.228624316,1,1,1,1,0,1,2,1,0,1,2,2
0.119,86239.4869832966,429044.116692581,84245.1246953014,319001.772626767,84245.1246953014,319001.772626768,1,1,1,1,0,1,2,1,0,1,2,2
0.12,86255.1237919621,429043.976513411,84245.7098865996,319002.316196387,84245.7098865996,319002.316196387,1,1,1,1,0,1,2,1,0,1,2,2
0.121,86270.7514286134,429043.836393236,84246.2995342852,319002.859333173,84246.2995342852,319002.859333174,1,1,1,1,0,1,2,1,0,1,2,2
0.122,86286.3698932506,429043.696332056,84246.8936383584,319003.402037127,84246.8936383584,319003.402037128,1,1,1,1,0,1,2,1,0,1,2,2
0.123,86301.9791858735,429043.556329871,84247.4921988191,319003.944308249,84247.4921988191,319003.944308249,1,1,1,1,0,1,2,1,0,1,2,2
0.124,86317.5799401915,429043.41638544,84248.0947409059,319004.486190452,84248.0947409059,319004.486190452,1,1,1,1,0,1,2,1,0,1,2,2
0.125,86333.1750731416,429043.27649304,84248.6990793107,319005.027885877,84248.6990793107,319005.027885877,1,1,1,1,0,1,2,1,0,1,2,2
0.126,86348.7612720349,429043.136659169,84249.3076958305,319005.569164959,84249.3076958305,319005.569164959,1,1,1,1,0,1,2,1,0,1,2,2
0.127,86364.3385368713,429042.996883827,84249.9205904652,319006.110027698,84249.9205904652,319006.110027698,1,1,1,1,0,1,2,1,0,1,2,2
0.128,86379.906867651,429042.857167013,84250.5377632147,319006.650474094,84250.5377632147,319006.650474094,1,1,1,1,0,1,2,1,0,1,2,2
0.129,86395.4662643739,429042.717508729,84251.1592140792,319007.190504148,84251.1592140792,319007.190504148,1,1,1,1,0,1,2,1,0,1,2,2
0.13,86411.0167270399,429042.577908973,84251.7849430585,319007.730117859,84251.7849430585,319007.730117859,1,1,1,1,0,1,2,1,0,1,2,2
0.131,86426.5582556492,429042.438367745,84252.4149501528,319008.269315228,84252.4149501528,319008.269315228,1,1,1,1,0,1,2,1,0,1,2,2
0.132,86442.0908502017,429042.298885047,84253.049235362,319008.808096254,84253.049235362,319008.808096254,1,1,1,1,0,1,2,1,0,1,2,2
0.133,86457.6145106973,429042.159460877,84253.6877986861,319009.346460937,84253.6877986861,319009.346460937,1,1,1,1,0,1,2,1,0,1,2,2
0.134,86473.1292371362,429042.020095236,84254.330640125,319009.884409278,84254.330640125,319009.884409278,1,1,1,1,0,1,2,1,0,1,2,2
0.135,86488.6350295183,429041.880788123,84254.9777596789,319010.421941276,84254.9777596789,319010.421941276,1,1,1,1,0,1,2,1,0,1,2,2
0.136,86504.1318878436,429041.74153954,84255.6291573477,319010.959056931,84255.6291573477,319010.959056931,1,1,1,1,0,1,2,1,0,1,2,2
0.137,86519.619812112,429041.602349485,84256.2848331313,319011.495756244,84256.2848331313,319011.495756244,1,1,1,1,0,1,2,1,0,1,2,2
0.138,86535.0988023237,429041.463217959,84256.9447870299,319012.032039213,84256.9447870299,319012.032039214,1,1,1,1,0,1,2,1,0,1,2,2
0.139,86550.5688584786,429041.324144961,84257.6090190434,319012.567905841,84257.6090190434,319012.567905841,1,1,1,1,0,1,2,1,0,1,2,2
0.14,86566.0299805766,429041.185130492,84258.2775291718,319013.103356125,84258.2775291718,319013.103356126,1,1,1,1,0,1,2,1,0,1,2,2
0.141,86581.4821686179,429041.046174552,84258.950317415,319013.638390067,84258.950317415,319013.638390068,1,1,1,1,0,1,2,1,0,1,2,2
0.142,86596.9254226023,429040.907277141,84259.6273837732,319014.173007667,84259.6273837732,319014.173007667,1,1,1,1,0,1,2,1,0,1,2,2
0.143,86612.35974253,429040.768438259,84260.3087282463,319014.707208924,84260.3087282463,319014.707208924,1,1,1,1,0,1,2,1,0,1,2,2
0.144,86627.7851284009,429040.629657905,84260.9943508343,319015.240993838,84260.9943508343,319015.240993838,1,1,1,1,0,1,2,1,0,1,2,2
0.145,86643.2015802149,429040.49093608,84261.6842515371,319015.774362409,84261.6842515371,319015.774362409,1,1,1,1,0,1,2,1,0,1,2,2
0.146,86658.6090979722,429040.352272783,84262.3784303549,319016.307314638,84262.3784303549,319016.307314638,1,1,1,1,0,1,2,1,0,1,2,2
0.147,86674.0076816727,429040.213668016,84263.0768872876,319016.839850524,84263.0768872876,319016.839850524,1,1,1,1,0,1,2,1,0,1,2,2
0.148,86689.3973313163,429040.075121777,84263.7796223352,319017.371970067,84263.7796223352,319017.371970067,1,1,1,1,0,1,2,1,0,1,2,2
0.149,86704.7780469032,429039.936634067,84264.4866354977,319017.903673268,84264.4866354977,319017.903673268,1,1,1,1,0,1,2,1,0,1,2,2
0.15,86720.1498284332,429039.798204885,84265.197926775,319018.434960126,84265.197926775,319018.434960126,1,1,1,1,0,1,2,1,0,1,2,2
0.151,86735.5126759065,429039.659834233,84265.9134961673,319018.965830642,84265.9134961673,319018.965830642,1,1,1,1,0,1,2,1,0,1,2,2
0.152,86750.8665893229,429039.521522109,84266.6333436745,319019.496284814,84266.6333436745,319019.496284814,1,1,1,1,0,1,2,1,0,1,2,2
0.153,86766.2115686826,429039.383268513,84267.3574692966,319020.026322644,84267.3574692966,319020.026322645,1,1,1,1,0,1,2,1,0,1,2,2
0.154,86781.5476139854,429039.245073447,84268.0858730336,319020.555944132,84268.0858730336,319020.555944132,1,1,1,1,0,1,2,1,0,1,2,2
0.155,86796.8747252315,429039.106936909,84268.8185548854,319021.085149277,84268.8185548854,319021.085149277,1,1,1,1,0,1,2,1,0,1,2,2
0.156,86812.1929024208,429038.9688589,84269.5555148522,319021.613938079,84269.5555148522,319021.613938079,1,1,1,1,0,1,2,1,0,1,2,2
0.157,86827.5021455532,429038.83083942,84270.2967529339,319022.142310538,84270.2967529339,319022.142310539,1,1,1,1,0,1,2,1,0,1,2,2
0.158,86842.8024546289,429038.692878468,84271.0422691305,319022.670266655,84271.0422691305,319022.670266655,1,1,1,1,0,1,2,1,0,1,2,2
0.159,86858.0938296477,429038.554976045,84271.792063442,319023.19780643,84271.792063442,319023.19780643,1,1,1,1,0,1,2,1,0,1,2,2
0.16,86873.3762706098,429038.417132151,84272.5461358684,319023.724929861,84272.5461358684,319023.724929861,1,1,1,1,0,1,2,1,0,1,2,2
0.161,86888.649777515,429038.279346786,84273.3044864096,319024.25163695,84273.3044864096,319024.25163695,1,1,1,1,0,1,2,1,0,1,2,2
0.162,86903.9143503635,429038.141619949,84274.0671150658,319024.777927696,84274.0671150658,319024.777927696,1,1,1,1,0,1,2,1,0,1,2,2
0.163,86919.1699891551,429038.003951641,84274.8340218369,319025.3038021,84274.8340218369,319025.3038021,1,1,1,1,0,1,2,1,0,1,2,2
0.164,86934.41669389,429037.866341862,84275.6052067229,319025.829260161,84275.6052067229,319025.829260161,1,1,1,1,0,1,2,1,0,1,2,2
0.165,86949.654464568,429037.728790612,84276.3806697238,319026.354301879,84276.3806697238,319026.354301879,1,1,1,1,0,1,2,1,0,1,2,2
0.166,86964.8833011893,429037.59129789,84277.1604108396,319026.878927255,84277.1604108396,319026.878927255,1,1,1,1,0,1,2,1,0,1,2,2
0.167,86980.1032037537,429037.453863697,84277.9444300703,319027.403136288,84277.9444300703,319027.403136288,1,1,1,1,0,1,2,1,0,1,2,2
0.168,86995.3141722614,429037.316488033,84278.7327274159,319027.926928978,84278.7327274159,319027.926928978,1,1,1,1,0,1,2,1,0,1,2,2
0.169,87010.5162067122,429037.179170897,84279.5253028763,319028.450305326,84279.5253028763,319028.450305326,1,1,1,1,0,1,2,1,0,1,2,2
0.17,87025.7093071063,429037.04191229,84280.3221564517,319028.973265331,84280.3221564517,319028.973265331,1,1,1,1,0,1,2,1,0,1,2,2
0.171,87040.8934734435,429036.904712212,84281.123288142,319029.495808993,84281.123288142,319029.495808993,1,1,1,1,0,1,2,1,0,1,2,2
0.172,87056.0687057239,429036.767570663,84281.9286979472,319030.017936313,84281.9286979472,319030.017936313,1,1,1,1,0,1,2,1,0,1,2,2
0.173,87071.2350039476,429036.630487642,84282.7383858673,319030.53964729,84282.7383858673,319030.53964729,1,1,1,1,0,1,2,1,0,1,2,2
0.174,87086.3923681144,429036.49346315,84283.5523519023,319031.060941924,84283.5523519023,319031.060941924,1,1,1,1,0,1,2,1,0,1,2,2
0.175,87101.5407982245,429036.356497187,84284.3705960522,319031.581820216,84284.3705960522,319031.581820216,1,1,1,1,0,1,2,1,0,1,2,2
0.176,87116.6802942777,429036.219589753,84285.193118317,319032.102282165,84285.193118317,319032.102282165,1,1,1,1,0,1,2,1,0,1,2,2
0.177,87131.8108562741,429036.082740847,84286.0199186967,319032.622327771,84286.0199186967,319032.622327771,1,1,1,1,0,1,2,1,0,1,2,2
0.178,87146.9324842138,429035.94595047,84286.8509971913,319033.141957035,84286.8509971913,319033.141957035,1,1,1,1,0,1,2,1,0,1,2,2
0.179,87162.0451780966,429035.809218622,84287.6863538008,319033.661169956,84287.6863538008,319033.661169956,1,1,1,1,0,1,2,1,0,1,2,2
0.18,87177.1489379227,429035.672545302,84288.5259885252,319034.179966535,84288.5259885252,319034.179966535,1,1,1,1,0,1,2,1,0,1,2,2
0.181,87192.2437636919,429035.535930512,84289.3699013645,319034.69834677,84289.3699013645,319034.698346771,1,1,1,1,0,1,2,1,0,1,2,2
0.182,87207.3296554043,429035.39937425,84290.2180923187,319035.216310664,84290.2180923187,319035.216310664,1,1,1,1,0,1,2,1,0,1,2,2
0.183,87222.40661306,429035.262876516,84291.0705613878,319035.733858214,84291.0705613878,319035.733858214,1,1,1,1,0,1,2,1,0,1,2,2
0.184,87237.4746366588,429035.126437312,84291.9273085718,319036.250989422,84291.9273085718,319036.250989422,1,1,1,1,0,1,2,1,0,1,2,2
0.185,87252.5337262008,429034.990056636,84292.7883338707,319036.767704287,84292.7883338707,319036.767704287,1,1,1,1,0,1,2,1,0,1,2,2
