"time","mass.s","mass.v"
0,0,0
0.0005,6.29961360100711e-09,3.1415873756043e-05
0.001,5.03893505125386e-08,0.000125654543586755
0.0015,1.81462879819167e-07,0.000282683014893548
0.002,4.03013712240676e-07,0.000502498671747791
0.0025,7.72485058226612e-07,0.000785027740648913
0.003,1.27922350763349e-06,0.00113028380084407
0.0035,1.99518552333596e-06,0.00153814199253065
0.004,2.91374014605472e-06,0.00200861365874901
0.0045,4.09938765500584e-06,0.00254154478634681
0.005,5.55349455078798e-06,0.00313693221810751
0.0055,7.31403432224309e-06,0.00379464006175323
0.006,9.41953462853139e-06,0.00451454155073407
0.0065,1.18905038545728e-05,0.00529656920684716
0.007,1.47553441975768e-05,0.00614062957908538
0.0075,1.80543860823901e-05,0.00704651659564445
0.008,2.18216928010326e-05,0.00801408335608369
0.0085,2.60849367484977e-05,0.00904324329985028
0.009,3.08758400143937e-05,0.0101338716310517
0.0095,3.62256459310644e-05,0.0112857133820367
0.01,4.21657267221484e-05,0.0124985486300668
0.0105,4.87279333407571e-05,0.0137722876166057
0.011,5.59438643531568e-05,0.0151067719603683
0.0115,6.38402986419471e-05,0.0165016084278827
0.012,7.24493172089121e-05,0.0179566621458458
0.0125,8.18021340163213e-05,0.0194717559920974
0.013,9.19288065858706e-05,0.0210466562689545
0.0135,0.000102856053405708,0.0226809655231021
0.014,0.000114615786393758,0.0243745410016835
0.0145,0.000127238034093101,0.0261271475858226
0.015,0.000140751302035282,0.0279384547822116
0.0155,0.00015518389385103,0.0298081194540564
0.016,0.00017056627012304,0.0317359335377798
0.0165,0.000186927917482171,0.0337216279787352
0.017,0.000204295734295858,0.0357647628131117
0.0175,0.00022269911503548,0.0378650629007538
0.018,0.000242167415405119,0.0400222505416095
0.0185,0.000262729319778162,0.0422360070846967
0.019,0.000284410906686607,0.0445058719591403
0.0195,0.000307241243556858,0.0468315473758737
0.02,0.000331248166377604,0.0492126684790051
0.0205,0.000356459352010909,0.0516488617462547
0.021,0.000382902318192216,0.0541397449889543
0.0215,0.000410604423530349,0.0566849273520474
0.022,0.000439592867507504,0.0592840093140893
0.0225,0.000469893533840135,0.0619365616377881
0.023,0.000501533312094404,0.0646421676206501
0.0235,0.000534538959758428,0.067400402386045
0.024,0.000568936782770987,0.0702108270692084
0.0245,0.00060475290360039,0.0730729936959582
0.025,0.000642013261244482,0.0759864451826954
0.0255,0.000680743611230636,0.0789507153364032
0.026,0.000720968561844475,0.081965354517801
0.0265,0.000762712051046598,0.0850299169420791
0.027,0.000806000143885822,0.0881438861898095
0.0275,0.000850857540671687,0.0913067681867908
0.028,0.000897308731529828,0.0945180604607257
0.0285,0.00094537799640197,0.0977772521412208
0.029,0.000995089405045932,0.101083823959787
0.0295,0.00104646676397857,0.104437249208138
0.03,0.0010995302005402,0.107837055435751
0.0305,0.00115430498065335,0.11128266518627
0.031,0.00121081397689669,0.11477353203679
0.0315,0.00126907982332589,0.118309101678168
0.032,0.0013291249154736,0.121888811915012
0.0325,0.00139097141034947,0.125512092665688
0.033,0.00145464122644016,0.129178365962317
0.0335,0.00152015389383519,0.132887092370278
0.034,0.00158753045279653,0.136637686811344
0.0345,0.00165679268179423,0.140429535231734
0.035,0.00172796116970074,0.144262036226765
0.0355,0.00180105623842764,0.148134581119535
0.036,0.00187609794292564,0.15204655396092
0.0365,0.00195310607118454,0.155997331529574
0.037,0.00203209940318135,0.159986301861149
0.0375,0.00211309506235743,0.164012880463917
0.038,0.00219611326562178,0.168076391549981
