"time","m1.s","m1.v","m3.s","m3.v","sd1.s_rel","sd1.v_rel","sd2.s_rel","sd2.v_rel"
0,0,0,4.5,0,1,0,4,0
0.0005,6.24866905083695e-05,0.249924879386796,4.5,0,0.999937524882696,-0.249861141034189,4,0
0.001,0.000249889608721572,0.499655682413502,4.5,0,0.999750197973918,-0.4993964396746,4,0
0.0015,0.000562095935646231,0.749123987138707,4.5,0,0.999438198901647,-0.748530804443349,4,0
0.002,0.000998951404118958,0.998260018971999,4.5,0,0.999001753980048,-0.997187702126009,4,0
0.0025,0.00156027447130317,1.2469945478168,4.5,0,0.998441119078581,-1.24529122794758,4,0
0.003,0.00224582232549028,1.49525904077034,4.5,0,0.997756616875644,-1.49276631106307,4,0
0.0035,0.00305535682179562,1.74298490713157,4.5,0,0.996948564964652,-1.73953781194737,4,0
0.004,0.00398858233789664,1.99010367711282,4.5,0,0.996017344035823,-1.98553078785956,4,0
0.0045,0.00504523122447073,2.2365468391793,4.5,0,0.994963304057615,-2.2306702190869,4,0
0.005,0.00622488377820213,2.48224690633336,4.5,0,0.993786961339297,-2.47488238143606,4,0
0.0055,0.00752722229758524,2.72713569242737,4.5,0,0.992488720611524,-2.7180926687185,4,0
0.006,0.00895175790783353,2.97114623001827,4.5,0,0.991069173780651,-2.9602280062834,4,0
0.0065,0.0104980943533135,3.21421091162832,4.5,0,0.98952881145676,-3.20121451221731,4,0
0.007,0.0121656882089511,3.4562633113522,4.5,0,0.987868285036441,-3.44097976989385,4,0
0.0075,0.0139540643907746,3.69723648473575,4.5,0,0.986088171221811,-3.67945071561047,4,0
0.008,0.0158626248000498,3.93706461694068,4.5,0,0.984189180967885,-3.91655566776041,4,0
0.0085,0.0178908270884042,4.17568143688298,4.5,0,0.982171964329431,-4.15222238005187,4,0
0.009,0.0200380141747011,4.4130219179415,4.5,0,0.98003729638163,-4.38638010666501,4,0
0.0095,0.0223035527079813,4.64902076635262,4.5,0,0.977785926351606,-4.61895778063899,4,0
0.01,0.024686762463317,4.8836132160364,4.5,0,0.975418654523877,-4.84988496935936,4,0
0.0105,0.0271869138876216,5.11673525329212,4.5,0,0.972936334707755,-5.07909212607426,4,0
0.011,0.0298032492880892,5.34832314574208,4.5,0,0.97033985140073,-5.30651004556619,4,0
0.0115,0.0325349845187158,5.57831340483727,4.5,0,0.96763011797076,-5.53206982082551,4,0
0.012,0.0353812972694561,5.80664304620995,4.5,0,0.964808089278063,-5.75570314390044,4,0
0.0125,0.0383413591726371,6.03325034373288,4.5,0,0.961874725546271,-5.97734310698038,4,0
0.013,0.0414142821161179,6.25807319698921,4.5,0,0.958831053161483,-6.19692245121884,4,0
0.0135,0.0445991521882433,6.4810501634837,4.5,0,0.955678126230425,-6.41437467396236,4,0
0.014,0.0478950278220051,6.70212043579483,4.5,0,0.952417028644338,-6.62963400541754,4,0
0.0145,0.0513009591565873,6.92122463678684,4.5,0,0.949048851920101,-6.84263626888147,4,0
0.015,0.0548159355489922,7.13830269683021,4.5,0,0.945574755234903,-7.0533165852538,4,0
0.0155,0.0584389259677013,7.35329548743652,4.5,0,0.941995919225152,-7.26161113958346,4,0
0.016,0.0621688754780357,7.5661447944235,4.5,0,0.938313549875991,-7.46745715506409,4,0
0.0165,0.0660047083289558,7.77679349452865,4.5,0,0.934528874932146,-7.67079308537009,4,0
0.017,0.0699453017501434,7.98518405618974,4.5,0,0.930643174365177,-7.87155698197441,4,0
0.0175,0.0739895099565666,8.19125991298393,4.5,0,0.926657752462346,-8.0696879898532,4,0
0.018,0.0781361677364684,8.39496574045406,4.5,0,0.92257393356333,-8.26512665022497,4,0
0.0185,0.082384079602804,8.59624675963953,4.5,0,0.918393074771079,-8.45781414073645,4,0
0.019,0.0867320130891651,8.79504830667988,4.5,0,0.914116573806741,-8.64769180592091,4,0
0.0195,0.0911787110563742,8.99131662288846,4.5,0,0.909745854590475,-8.83470201913035,4,0
0.02,0.0957229050275499,9.18499935048228,4.5,0,0.905282351988535,-9.01878871725381,4,0
0.0205,0.100363288077713,9.37604435392021,4.5,0,0.900727542998699,-9.19989612436237,4,0
0.021,0.105098526867991,9.56440024310656,4.5,0,0.896082932907167,-9.37796931827842,4,0
0.0215,0.109927264488572,9.75001649699257,4.5,0,0.891350052018277,-9.55295436442178,4,0
0.022,0.114848118763524,9.93284338987593,4.5,0,0.886530457604498,-9.72479823600063,4,0
0.0225,0.119859682584108,10.1128320058921,4.5,0,0.88162573352301,-9.89344882970391,4,0
0.023,0.124960524242093,10.2899342535058,4.5,0,0.87663748983229,-10.0588549813938,4,0
0.0235,0.130149188664436,10.4641029215975,4.5,0,0.871567361367099,-10.2209665269052,4,0
0.024,0.135424198803034,10.6352917427071,4.5,0,0.866417006134266,-10.3797343706056,4,0
0.0245,0.140784050397563,10.8034551504621,4.5,0,0.861188111366398,-10.5351102223235,4,0
0.025,0.146227217678977,10.9685485418889,4.5,0,0.85588238693279,-10.6870468817818,4,0
0.0255,0.151752152126634,11.1305282191671,4.5,0,0.850501566777422,-10.8354981754126,4,0
0.026,0.157357282815718,11.2893514047719,4.5,0,0.845047408519243,-10.9804189727555,4,0
0.0265,0.163041016764657,11.4449762566162,4.5,0,0.839521693052451,-11.1217652028562,4,0
0.027,0.168801755124626,11.5973614434302,4.5,0,0.833926207051626,-11.2594933661136,4,0
0.0275,0.17463787858578,11.7464665746584,4.5,0,0.828262758695019,-11.393561026537,4,0
0.028,0.180547724997435,11.8922528464897,4.5,0,0.822533201789735,-11.5239275519777,4,0
0.0285,0.186529624658233,12.0346820870198,4.5,0,0.816739397665398,-11.6505530176453,4,0
0.029,0.192581888812479,12.1737171003688,4.5,0,0.810883227562897,-11.7733985999474,4,0
0.0295,0.198702810083517,12.3093216794377,4.5,0,0.804966592141923,-11.8924265901509,4,0
0.03,0.204890662907093,12.4414606186643,4.5,0,0.798991410988512,-12.0076004080424,4,0
0.0305,0.211143713422289,12.5700992309735,4.5,0,0.792959612091387,-12.1188840556204,4,0
0.031,0.217460202979244,12.6952042478492,4.5,0,0.78687314930173,-12.2262431329002,4,0
0.0315,0.223838353581201,12.8167435695148,4.5,0,0.780733996528256,-12.3296445550178,4,0
0.032,0.23027637423198,12.9346859676457,4.5,0,0.77454414097193,-12.4290562157249,4,0
0.0325,0.236772458349903,13.049001256418,4.5,0,0.768305585836096,-12.524447179827,4,0
0.033,0.243324784228394,13.1596603038376,4.5,0,0.762020349805121,-12.6157876952318,4,0
0.0335,0.249931515496576,13.2666350430691,4.5,0,0.755690466523061,-12.703049204998,4,0
0.034,0.256590812738071,13.3698976312554,4.5,0,0.749317972484481,-12.7862034020501,4,0
0.0345,0.263300808954838,13.4694223706496,4.5,0,0.742904932472335,-12.8652243858604,4,0
0.035,0.270059627867429,13.5651843569581,4.5,0,0.736453420510074,-12.9400871439181,4,0
0.0355,0.276865381621073,13.6571597011196,4.5,0,0.729965522200876,-13.0107678001058,4,0
0.036,0.283716170360728,13.7453256082919,4.5,0,0.723443335125945,-13.0772437027249,4,0
0.0365,0.290610082713375,13.8296603875228,4.5,0,0.716888968300635,-13.1394934346826,4,0
0.037,0.297545197464479,13.910143373422,4.5,0,0.710304540391129,-13.1974967248191,4,0
0.0375,0.304519594591402,13.9867541583017,4.5,0,0.703692168219354,-13.2512335846012,4,0
0.038,0.311531326077993,14.0594747881113,4.5,0,0.69705399701178,-13.3006867744016,4,0
0.0385,0.318578441942404,14.1282878896161,4.5,0,0.690392173341364,-13.3458396988566,4,0
0.039,0.32565898349456,14.1931772124784,4.5,0,0.683708852082455,-13.3866770151727,4,0
0.0395,0.33277098384383,14.2541276370581,4.5,0,0.677006195840583,-13.4231846412134,4,0
0.04,0.339912468406689,14.311125182215,4.5,0,0.67028637438225,-13.4553497635856,4,0
0.0405,0.347081459455258,14.3641567185521,4.5,0,0.663551559876786,-13.4831605147911,4,0
0.041,0.354275978990091,14.4132098038125,4.5,0,0.656803923874951,-13.5066057876166,4,0
0.0415,0.361494028431658,14.4582742080694,4.5,0,0.650045658312469,-13.5256769480059,4,0
0.042,0.368733610464356,14.4993403662227,4.5,0,0.643278952826984,-13.5403660957621,4,0
0.0425,0.375992723057566,14.5363998586387,4.5,0,0.636506000910518,-13.5506666038678,4,0
0.043,0.383269360000969,14.5694454169371,4.5,0,0.629728999310615,-13.556573124309,4,0
0.0435,0.390561511439848,14.5984709297772,4.5,0,0.622950147431485,-13.5580815938971,4,0
0.044,0.397867169657256,14.6234708964627,4.5,0,0.616171641463398,-13.5551886222412,4,0
0.0445,0.405184323714371,14.6444410531163,4.5,0,0.609395679706747,-13.54789219174,4,0
0.045,0.412510954373067,14.6613789691545,4.5,0,0.602624467612548,-13.5361923243411,4,0
0.0455,0.419845044803741,14.6742829825119,4.5,0,0.59586020696281,-13.5200898894835,4,0
0.046,0.42718457753724,14.6831525825452,4.5,0,0.589105098872061,-13.4995870318878,4,0
0.0465,0.434527535020545,14.6879884136752,4.5,0,0.582361343168011,-13.4746871749789,4,0
0.047,0.441871900172469,14.6887922790282,4.5,0,0.575631137772219,-13.4453950243086,4,0
0.0475,0.449215660059301,14.6855663158479,4.5,0,0.568916675430141,-13.4117156493726,4,0
0.048,0.456556800632656,14.6783145435517,4.5,0,0.562220148034436,-13.3736562055694,4,0
0.0485,0.463893309477347,14.6670422854329,4.5,0,0.555543744143228,-13.3312252900737,4,0
0.049,0.471223177885393,14.6517557692453,4.5,0,0.548889647070856,-13.2844324967617,4,0
0.0495,0.478544400532503,14.6324623642428,4.5,0,0.542260035015484,-13.233288679345,4,0
0.05,0.485854976041941,14.6091705826497,4.5,0,0.535657080432821,-13.1778059523778,4,0
0.0505,0.493152907548395,14.581890081131,4.5,0,0.529082949409831,-13.1179976922637,4,0
0.051,0.500436202696053,14.5506305503115,4.5,0,0.522539802752278,-13.0538773060863,4,0
0.0515,0.507702875492634,14.5154042517887,4.5,0,0.516029791450463,-12.9854610423034,4,0
0.052,0.514950945912706,14.4762241318376,4.5,0,0.509555058962513,-12.9127658998814,4,0
0.0525,0.522178440648008,14.4331041893207,4.5,0,0.503117740023309,-12.835810035362,4,0
0.053,0.529383393703052,14.3860595395202,4.5,0,0.496719959922085,-12.754612832973,4,0
0.0535,0.536563846957902,14.3351064134663,4.5,0,0.490363833879448,-12.6691949032621,4,0
0.054,0.543717850339193,14.2802620326411,4.5,0,0.484051466981848,-12.5795779439888,4,0
0.0545,0.550843459887034,14.2215438143303,4.5,0,0.477784957110129,-12.4857838612169,4,0
0.055,0.557938745746242,14.1589717340592,4.5,0,0.471566383746156,-12.3878373797673,4,0
0.0555,0.565001786233831,14.0925662586682,4.5,0,0.465397816592364,-12.28576375813,4,0
0.056,0.572030670251936,14.0223489342023,4.5,0,0.459281312316093,-12.179589437603,4,0
0.0565,0.579023497843959,13.9483423831287,4.5,0,0.453218913936044,-12.0693420385931,4,0
0.057,0.585978380750715,13.8705703015553,4.5,0,0.447212650208739,-11.9550503569163,4,0
0.0575,0.592893441039085,13.7890571243713,4.5,0,0.441264537482878,-11.8367439940372,4,0
0.058,0.599766811170874,13.7038279385124,4.5,0,0.435376579709715,-11.7144532608239,4,0
0.0585,0.60659664295792,13.6149099271957,4.5,0,0.429550757075697,-11.5882107689569,4,0
0.059,0.613381099193303,13.522330829504,4.5,0,0.423789036816179,-11.4580497322316,4,0
0.0595,0.620118356955953,13.4261194111243,4.5,0,0.418093369082815,-11.3240044848402,4,0
0.06,0.62680660815473,13.3263054594853,4.5,0,0.412465686345468,-11.1861104753801,4,0
0.0605,0.633444060072487,13.2229197788966,4.5,0,0.406907902794131,-11.0444042608619,4,0
0.061,0.640028930677333,13.1159936347592,4.5,0,0.40142192009309,-10.8989228956208,4,0
0.0615,0.646559455701463,13.005559436704,4.5,0,0.396009618850122,-10.7497046809722,4,0
0.062,0.653033893216048,12.8916511581059,4.5,0,0.390672853125296,-10.5967896253231,4,0
0.0625,0.659450515313334,12.7743033982071,4.5,0,0.38541346059067,-10.4402184134262,4,0
0.063,0.665807611870114,12.6535517162036,4.5,0,0.380233258024086,-10.2800327726633,4,0
0.0635,0.672103491072602,12.5294326243614,4.5,0,0.375134040734399,-10.1162754648333,4,0
