"time","m1.s","m1.v","m3.s","m3.v","sd1.s_rel","sd1.v_rel","sd2.s_rel","sd2.v_rel"
0.064,0.678336479941297,12.4019835811333,4.5,0,0.370117581986701,-9.9489902779394,4,0
0.0645,0.684504914166525,12.2712422179924,4.5,0,0.36518564504651,-9.77822118005351,4,0
0.065,0.690607159265317,12.1372478115891,4.5,0,0.360339958248507,-9.60401392842171,4,0
0.0655,0.696641601921786,12.0000406184619,4.5,0,0.355582225264229,-9.42641534129108,4,0
0.066,0.702606646682345,11.8596615936187,4.5,0,0.350914129048277,-9.2454729894953,4,0
0.0665,0.708500719113526,11.7161525724002,4.5,0,0.346337328155293,-9.061235394636,4,0
0.067,0.714322266300007,11.5695562616732,4.5,0,0.34185345619687,-8.87375201876639,4,0
0.0675,0.720069757342643,11.4199162310219,4.5,0,0.337464121298466,-8.6830732540749,4,0
0.068,0.725741665858422,11.2672759385723,4.5,0,0.333170926483707,-8.48924936187463,4,0
0.0685,0.731336512243032,11.1116809623231,4.5,0,0.328975420569265,-8.29233290042378,4,0
0.069,0.736852831877598,10.9531772593189,4.5,0,0.324879135168713,-8.09237682950298,4,0
0.0695,0.742289182982831,10.7918115514055,4.5,0,0.320883575596053,-7.88943492953586,4,0
0.07,0.747644147732082,10.6276313494103,4.5,0,0.316990219607506,-7.68356182717654,4,0
0.0705,0.752916332715898,10.4606849425396,4.5,0,0.313200516897333,-7.47481298303946,4,0
0.071,0.758104366631313,10.2910212704608,4.5,0,0.309515891789925,-7.26324455238632,4,0
0.0715,0.763206887659198,10.1186893594854,4.5,0,0.305937757808041,-7.0489127737664,4,0
0.072,0.768222585588533,9.94374007298032,4.5,0,0.302467469189539,-6.83187586379119,4,0
0.0725,0.773150165237791,9.76622453489829,4.5,0,0.299106363045477,-6.61219230914922,4,0
0.073,0.777988357551616,9.58619456860922,4.5,0,0.295855746611038,-6.38992134103922,4,0
0.0735,0.782735920026401,9.40370268465002,4.5,0,0.292716896786241,-6.16512292111572,4,0
0.074,0.787391637135878,9.21880206847406,4.5,0,0.28969105967666,-5.93785772743463,4,0
0.0745,0.791954313128787,9.03154631081006,4.5,0,0.28677945885562,-5.70818686334222,4,0
0.075,0.796422772699142,8.84198940366808,4.5,0,0.283983294625145,-5.47617185230798,4,0
0.0755,0.800795889460645,8.65018667454862,4.5,0,0.281303711486665,-5.24187564264345,4,0
0.076,0.80507255529998,8.4561937257114,4.5,0,0.278741833208656,-5.00536146485831,4,0
0.0765,0.809251690507048,8.26006674939142,4.5,0,0.276298751271416,-4.76669317009243,4,0
0.077,0.813332244156539,8.06186251406376,4.5,0,0.273975524458097,-4.52593521446314,4,0
0.0775,0.817313194489518,7.86163835070832,4.5,0,0.27177317844573,-4.28315264341252,4,0
0.078,0.821193535251858,7.65945176376537,4.5,0,0.269692721355737,-4.03841067525449,4,0
0.0785,0.824972295211736,7.4553609288161,4.5,0,0.267735121597742,-3.79177523167327,4,0
0.079,0.828648545536763,7.24942486580664,4.5,0,0.265901299510431,-3.54331312172828,4,0
0.0795,0.832221379523487,7.04170287337685,4.5,0,0.264192150422851,-3.29309143677791,4,0
0.08,0.835689920754179,6.83225472292092,4.5,0,0.262608535409231,-3.04117775673612,4,0
0.0805,0.839053323429612,6.62114064354788,4.5,0,0.261151280935464,-2.78764013302702,4,0
0.081,0.842310772701842,6.40842130704223,4.5,0,0.259821178505594,-2.53254707153937,4,0
0.0815,0.845461462969938,6.19415735406183,4.5,0,0.258619009224471,-2.27596703097118,4,0
0.082,0.848504642093166,5.97841029259147,4.5,0,0.257545493830906,-2.01796937074464,4,0
0.0825,0.85143958956825,5.76124202167457,4.5,0,0.256601317394277,-1.75862384674552,4,0
0.083,0.854265611607945,5.54271470699262,4.5,0,0.255787134901675,-1.49800047873391,4,0
0.0835,0.856982046171748,5.32289086362647,4.5,0,0.255103565592679,-1.23616963660972,4,0
0.084,0.859588263245616,5.10183333991214,4.5,0,0.254551192665847,-0.973202022200134,4,0
0.0845,0.862083665121673,4.87960530129657,4.5,0,0.254130562985198,-0.709168651047177,4,0
0.085,0.864467655228372,4.65626971865048,4.5,0,0.2538422221894,-0.444140319074283,4,0
0.0855,0.866739712587882,4.43189052092386,4.5,0,0.253686630896611,-0.178188799350506,4,0
0.086,0.86889933279598,4.20653164462886,4.5,0,0.25366423116464,0.0886141474101045,4,0
0.0865,0.870946043515726,3.98025725741831,4.5,0,0.253775429071118,0.356196541867279,4,0
0.087,0.8728794051786,3.75313174858185,4.5,0,0.254020593945583,0.624486197364365,4,0
0.0875,0.874699011207706,3.52521971201132,4.5,0,0.254400058139586,0.89341073906636,4,0
0.088,0.876404483697023,3.29658587674345,4.5,0,0.254914121893221,1.16289767626354,4,0
0.0885,0.877995457607097,3.06729490501874,4.5,0,0.25556307108147,1.4328746090361,4,0
0.089,0.879471636308332,2.8374120134648,4.5,0,0.256347114938036,1.70326860013088,4,0
0.0895,0.880832741698932,2.60700237800633,4.5,0,0.257266442022836,1.97400678034571,4,0
0.09,0.882078528926859,2.37613128410008,4.5,0,0.258321203730484,2.2450161980278,4,0
0.0905,0.883208786558653,2.14486410907293,4.5,0,0.259511514121394,2.516223838848,4,0
0.091,0.884223335027744,1.91326629086773,4.5,0,0.260837451676473,2.78755665876775,4,0
0.0915,0.885121999521935,1.68140309485819,4.5,0,0.26229908962991,3.05894181300136,4,0
0.092,0.885904680326416,1.44934015056464,4.5,0,0.263896417342551,3.33030613770827,4,0
0.0925,0.886571294665646,1.21714297320785,4.5,0,0.265629405344979,3.601576617007,4,0
0.093,0.887121792969402,0.984877073215542,4.5,0,0.267497987171227,3.87268027931911,4,0
0.0935,0.88755615897165,0.752607938007791,4.5,0,0.269502059268086,4.14354421767988,4,0
0.094,0.887874409809411,0.520401013782413,4.5,0,0.271641480904402,4.41409561004903,4,0
0.0945,0.888076575467715,0.288321650691538,4.5,0,0.273916097048937,4.68426175766233,4,0
0.095,0.888162745581618,0.0564351674078185,4.5,0,0.276325686342614,4.95397006454771,4,0
0.0955,0.888133034168443,-0.175193229777127,4.5,0,0.278870000337905,5.22314808872828,4,0
0.096,0.887987587572869,-0.406498451259962,4.5,0,0.281548754682604,5.49172355567942,4,0
0.0965,0.887726585225227,-0.637415541171416,4.5,0,0.284361628295804,5.75962437806352,4,0
0.097,0.88735023968831,-0.867879695683147,4.5,0,0.287308263335099,6.02677867608614,4,0
0.0975,0.886858780382086,-1.09782626166422,4.5,0,0.290388283267692,6.29311475823946,4,0
0.098,0.886252487121365,-1.32719079530807,4.5,0,0.293601255690674,6.55856122293869,4,0
0.0985,0.885531670057417,-1.55590905623447,4.5,0,0.296946714598213,6.82304693008418,4,0
0.099,0.88469666967878,-1.783917025741,4.5,0,0.300424160399782,7.08650102130597,4,0
0.0995,0.883747859057351,-2.01115092775769,4.5,0,0.304033057447987,7.34885294565745,4,0
0.1,0.882685643843685,-2.23754724709182,4.5,0,0.30777283406289,7.61003247984656,4,0
0.1005,0.881510446659556,-2.46304271553402,4.5,0,0.311642899849475,7.86996969578998,4,0
0.101,0.880222734914896,-2.6875743874106,4.5,0,0.315642614886166,8.12859507477387,4,0
0.1015,0.878823011290977,-2.91107963823516,4.5,0,0.319771300291808,8.38583949557078,4,0
0.102,0.877311805918551,-3.13349616685156,4.5,0,0.324028246914063,8.6416342282791,4,0
0.1025,0.875689680574851,-3.35476202233343,4.5,0,0.328412710696829,8.89591096873971,4,0
0.103,0.873957228618133,-3.57481562210396,4.5,0,0.332923912771914,9.14860185856197,4,0
0.1035,0.872115062469109,-3.79359569990007,4.5,0,0.337561053309728,9.39963941375646,4,0
0.104,0.8701638312032,-4.01104142336809,4.5,0,0.34232329210154,9.64895667435086,4,0
0.1045,0.868104223470501,-4.22709242900204,4.5,0,0.347209745352657,9.89648724632599,4,0
0.105,0.865936952699283,-4.44168875727499,4.5,0,0.352219502049924,10.1421652135308,4,0
0.1055,0.863662762683658,-4.65477090260601,4.5,0,0.357351617807453,10.3859251991967,4,0
0.106,0.86128242745829,-4.8662798311428,4.5,0,0.362605115024398,10.6277023855243,4,0
0.1065,0.858796742574424,-5.07615690015945,4.5,0,0.367978992494581,10.867432414783,4,0
0.107,0.856206532574074,-5.28434396279122,4.5,0,0.373472217210767,11.1050515136163,4,0
0.1075,0.853512663598298,-5.49078353151288,4.5,0,0.379083710525433,11.3404966880947,4,0
0.108,0.850716024528561,-5.69541858157696,4.5,0,0.384812368900643,11.5737054851613,4,0
0.1085,0.847817533081681,-5.8981926399675,4.5,0,0.390657057228405,11.8046160979323,4,0
0.109,0.844818135631652,-6.09904980257758,4.5,0,0.39661660904658,12.0331673845549,4,0
0.1095,0.841718801220403,-6.2979346555114,4.5,0,0.402689833113915,12.2592987744038,4,0
0.11,0.838520521532365,-6.49479229478205,4.5,0,0.408875513458799,12.4829502899007,4,0
0.1105,0.835224330891006,-6.6895686763466,4.5,0,0.415172387517761,12.7040629565092,4,0
0.111,0.831831284144693,-6.88221027136754,4.5,0,0.421579170356157,12.9225783963099,4,0
0.1115,0.828342463200709,-7.07266419413325,4.5,0,0.428094547538842,13.1384389769914,4,0
0.112,0.824758976798665,-7.26087821843669,4.5,0,0.43471717539907,13.3515878297695,4,0
0.1125,0.821081956440238,-7.4468007195575,4.5,0,0.441445685502914,13.5619687806099,4,0
0.113,0.817312550090067,-7.63038057310318,4.5,0,0.448278691546596,13.7695262311766,4,0
0.1135,0.813451949617302,-7.81156770692311,4.5,0,0.455214759424337,13.9742058008306,4,0
0.114,0.809501364581029,-7.9903126144727,4.5,0,0.462252435864318,14.1759537583679,4,0
0.1145,0.805462029546104,-8.16656651718076,4.5,0,0.46939024046467,14.3747172100648,4,0
0.115,0.801335203808702,-8.34028137990188,4.5,0,0.476626666014613,14.5704441165184,4,0
0.1155,0.797122169088625,-8.51140988040544,4.5,0,0.483960181028559,14.7630832562953,4,0
0.116,0.792824217688362,-8.67990516335563,4.5,0,0.49138924265621,14.9525839401861,4,0
0.1165,0.788442686228847,-8.84572162459958,4.5,0,0.498912259987002,15.1388969177722,4,0
0.117,0.783978926107353,-9.00881426499441,4.5,0,0.506527626226131,15.3219736286066,4,0
0.1175,0.779434311406582,-9.16913889085699,4.5,0,0.514233710108727,15.5017664331409,4,0
0.118,0.774810238573365,-9.32665212835723,4.5,0,0.522028856271981,15.678228628339,4,0
0.1185,0.770108125703741,-9.48131142677923,4.5,0,0.529911386053517,15.8513144505169,4,0
0.119,0.765329396836437,-9.63307463779027,4.5,0,0.53787961452415,16.0209785916272,4,0
0.1195,0.760475518693883,-9.78190107802933,4.5,0,0.545931810725281,16.1871774177374,4,0
0.12,0.755547970284275,-9.92775069287404,4.5,0,0.554066230610964,16.3498680085019,4,0
0.1205,0.750548250759068,-10.0705843021464,4.5,0,0.562281108563233,16.5090084382206,4,0
0.121,0.745477879048603,-10.210363613288,4.5,0,0.570574657810869,16.6645577900555,4,0
0.1215,0.740338393497727,-10.347051234535,4.5,0,0.578945070848168,16.8164761702469,4,0
0.122,0.73513133839336,-10.4806102148312,4.5,0,0.587390533949041,16.9647241831885,4,0
0.1225,0.729858292316533,-10.6110050937996,4.5,0,0.595909196706522,17.1092641267653,4,0
0.123,0.724520847341338,-10.7382011770582,4.5,0,0.604499194427446,17.2500591659988,4,0
0.1235,0.719120612105796,-10.8621646734236,4.5,0,0.613158644857249,17.3870734885568,4,0
0.124,0.713659212265699,-10.9828627376274,4.5,0,0.621885647718889,17.5202723526236,4,0
0.1245,0.708138290092284,-11.1002634821213,4.5,0,0.63067828517243,17.6496220995553,4,0
0.125,0.702559494372544,-11.21433555507,4.5,0,0.639534632621304,17.7750896748604,4,0
0.1255,0.696924499114773,-11.3250490069476,4.5,0,0.648452738784583,17.8966436096617,4,0
0.126,0.691234993005985,-11.4323748487176,4.5,0,0.657430636975781,18.014253519221,4,0
0.1265,0.685492677548085,-11.5362849982577,4.5,0,0.666466347121809,18.1278900414937,4,0
0.127,0.679699268346413,-11.6367523678057,4.5,0,0.675557874418461,18.2375249355145,4,0
0.1275,0.67385649467413,-11.7337508742756,4.5,0,0.684703209825508,18.3431310923656,4,0
0.128,0.667966092041933,-11.8272550691523,4.5,0,0.693900337959481,18.4446821166234,4,0
0.1285,0.662029813493965,-11.9172407868526,4.5,0,0.703147225181303,18.5421530577221,4,0
0.129,0.656049426631679,-12.0036850168688,4.5,0,0.712441822778284,18.6355202649166,4,0
0.1295,0.65002670828955,-12.0865656482033,4.5,0,0.721782072629569,18.7247610980516,4,0
0.13,0.643963446358027,-12.1658616025215,4.5,0,0.731165905312526,18.8098540772211,4,0
0.1305,0.637861439318846,-12.2415528428865,4.5,0,0.740591240628596,18.8907788919508,4,0
0.131,0.631722491063961,-12.3136200616819,4.5,0,0.750055993055024,18.967516049448,4,0
0.1315,0.625548416406642,-12.3820450958237,4.5,0,0.75955806602947,19.0400473410958,4,0
0.132,0.619341043401788,-12.4468111249327,4.5,0,0.769095349567133,19.1083560647647,4,0
0.1325,0.613102205974614,-12.5079022102755,4.5,0,0.778665728000031,19.1724265054484,4,0
0.133,0.606833745956289,-12.5653034735729,4.5,0,0.788267077891446,19.2322441357902,4,0
0.1335,0.600537512594799,-12.6190011040719,4.5,0,0.797897268587305,19.2877956233942,4,0
0.134,0.594215359229275,-12.6689821082851,4.5,0,0.807554165667761,19.3390685496526,4,0
0.1345,0.587869144648035,-12.7152344846391,4.5,0,0.817235629609941,19.3860516049202,4,0
0.135,0.581500738332136,-12.7577477506195,4.5,0,0.826939510477955,19.4287351788606,4,0
0.1355,0.575112012557807,-12.796512277745,4.5,0,0.836663656048997,19.4671106142953,4,0
0.136,0.56870484429159,-12.8315195149425,4.5,0,0.846405909926929,19.5011704570042,4,0
0.1365,0.562281114682076,-12.8627619938836,4.5,0,0.856164112113219,19.5309084610925,4,0
0.137,0.555842707109653,-12.8902331435068,4.5,0,0.865936100994151,19.556319381161,4,0
0.1375,0.549391506131702,-12.913927223034,4.5,0,0.875719714448551,19.5773988968691,4,0
0.138,0.542929403336965,-12.9338401692486,4.5,0,0.88551278416956,19.5941445589995,4,0
0.1385,0.536458290306835,-12.9499687376826,4.5,0,0.895313142649555,19.6065548293142,4,0
0.139,0.529980060066607,-12.9623107672486,4.5,0,0.90511862182652,19.6146293756297,4,0
0.1395,0.52349660656371,-12.9708651837884,4.5,0,0.914927053668243,19.6183690751872,4,0
0.14,0.517009823603827,-12.9756318800974,4.5,0,0.924736271238819,19.617775880432,4,0
0.1405,0.510521602995656,-12.9766114156273,4.5,0,0.934544110469229,19.6128524839417,4,0
0.141,0.504033839037848,-12.9738061613245,4.5,0,0.944348406285361,19.6036035930286,4,0
0.1415,0.497548423445474,-12.9672192660094,4.5,0,0.954146997241853,19.5900347778499,4,0
0.142,0.491067246131579,-12.9568549569033,4.5,0,0.963937724946738,19.5721528055685,4,0
0.1425,0.484592194677444,-12.9427185413602,4.5,0,0.973718434652744,19.5499656416974,4,0
0.143,0.478125153722773,-12.9248163502911,4.5,0,0.983486975881035,19.5234823866894,4,0
0.1435,0.471668003723777,-12.9031552212127,4.5,0,0.993241203301101,19.4927127012403,4,0
0.144,0.465222622357885,-12.8777439088579,4.5,0,1.00297897653815,19.457668372315,4,0
0.1445,0.458790882364753,-12.8485919003204,4.5,0,1.01269816142465,19.4183619966851,4,0
0.145,0.452374651467572,-12.815709745289,4.5,0,1.02239663040879,19.3748073471048,4,0
0.1455,0.445975791840816,-12.7791090559533,4.5,0,1.03207226314687,19.3270193716274,4,0
0.146,0.439596159577983,-12.7388025069083,4.5,0,1.04172294709555,19.2750141929213,4,0
