"time","Tmix1_1.T","Tmix1_2.T","Tmix2.T"
0.186,293.766828198295,288.72564826486,288.72564826486
0.189,293.615740083023,288.616626889605,288.616626889605
0.192,293.465954932355,288.510842625047,288.510842625047
0.195,293.317527974145,288.408199178444,288.408199178444
0.198,293.170511253262,288.308602757858,288.308602757858
0.201,293.024952125001,288.211962508463,288.211962508463
0.204,292.880892185294,288.118190778405,288.118190778405
0.207,292.738371217488,288.027201979709,288.027201979709
0.21,292.597424839044,287.938913227695,287.938913227695
0.213,292.458084754128,287.853244226353,287.853244226353
0.216,292.320379198495,287.770117123816,287.770117123816
0.219,292.184334133665,287.689456178411,287.689456178411
0.222,292.049972430672,287.611187932947,287.611187932947
0.225,291.917312877157,287.535241483674,287.535241483674
0.228,291.786373132045,287.461547610371,287.461547610371
0.231,291.657168036751,287.39003923449,287.39003923449
0.234,291.52970967555,287.320651396869,287.320651396869
0.237,291.404007400587,287.253321231532,287.253321231532
0.24,291.280069534843,287.187987401048,287.187987401048
0.243,291.157902137762,287.12459047426,287.12459047426
0.246,291.037508343458,287.063073125137,287.063073125137
0.249,290.918890492821,287.003379422535,287.003379422535
0.252,290.802049160097,286.945455128762,286.945455128762
0.255,290.68698312109,286.889247688566,286.889247688566
0.258,290.573689262101,286.834706236654,286.834706236654
0.261,290.462163765645,286.781781210911,286.781781210911
0.264,290.352401347908,286.730424568899,286.730424568899
0.267,290.244395016315,286.680589848033,286.680589848033
0.27,290.138137031006,286.632231841425,286.632231841425
0.273,290.033618691492,286.585306646971,286.585306646971
0.276,289.930830062894,286.53977174544,286.53977174544
0.279,289.829759473185,286.495586167519,286.495586167519
0.282,289.730395393691,286.452709809108,286.452709809108
0.285,289.632725128413,286.411103883373,286.411103883373
0.288,289.536735243007,286.3707307531,286.3707307531
0.291,289.442411640037,286.331553889062,286.331553889062
0.294,289.34973963421,286.293537828388,286.293537828388
0.297,289.258704061878,286.256648124417,286.256648124417
0.3,289.169289481956,286.220851273843,286.220851273843
0.303,289.081479852948,286.186114774052,286.186114774052
0.306,288.995258956535,286.15240699493,286.15240699493
0.309,288.910610375397,286.119697161451,286.119697161451
0.312,288.827517569475,286.087955311805,286.087955311805
0.315,288.745963952229,286.057152255526,286.057152255526
0.318,288.665925105675,286.027262411752,286.027262411752
0.321,288.587384577647,285.998258007664,285.998258007664
0.324,288.510325160995,285.97011225958,285.97011225958
0.327,288.434728230333,285.942799602031,285.942799602031
0.33,288.360575072201,285.916295186504,285.916295186504
0.333,288.287846931736,285.890574850426,285.890574850426
0.336,288.216523364708,285.865615793078,285.865615793078
0.339,288.146583245213,285.841396143685,285.841396143685
0.342,288.078008674367,285.817893319295,285.817893319295
0.345,288.010780183761,285.795086014169,285.795086014169
0.348,287.944878337315,285.772953520001,285.772953520001
0.351,287.880283767236,285.751475699374,285.751475699374
0.354,287.816977046956,285.730633036048,285.730633036048
0.357,287.754935590858,285.710408086701,285.710408086701
0.36,287.694141650055,285.690781702486,285.690781702486
0.363,287.634575746228,285.671736114418,285.671736114418
0.366,287.576218530848,285.653254047431,285.653254047431
0.369,287.519050813222,285.635318697562,285.635318697562
0.372,287.463053588534,285.617913709141,285.617913709141
0.375,287.40820612962,285.601024132392,285.601024132392
0.378,287.354489305877,285.584634734331,285.584634734331
0.381,287.301884891846,285.568730340242,285.568730340242
0.384,287.250374203756,285.553296515436,285.553296515436
0.387,287.19993877704,285.538319213594,285.538319213594
0.39,287.150560387459,285.523784757457,285.523784757457
0.393,287.102220274712,285.509680213361,285.509680213361
0.396,287.054898522973,285.495993688274,285.495993688274
0.399,287.008578475628,285.482712140811,285.482712140811
0.402,286.963242390369,285.469823517986,285.469823517986
0.405,286.918872762419,285.457316092903,285.457316092903
0.408,286.87545233845,285.445178449012,285.445178449012
0.411,286.832964130508,285.433399464365,285.433399464365
0.414,286.791388955825,285.421969583916,285.421969583916
0.417,286.75071098006,285.410877925169,285.410877925169
0.42,286.710913692229,285.400114365163,285.400114365163
0.423,286.671980668501,285.389669134343,285.389669134343
0.426,286.633895725132,285.379532728447,285.379532728447
0.429,286.596642926341,285.36969589591,285.36969589591
0.432,286.560205821443,285.360150118791,285.360150118791
0.435,286.52456838307,285.350887004468,285.350887004468
0.438,286.489715621491,285.341897884728,285.341897884728
0.441,286.455632315968,285.333174620546,285.333174620546
0.444,286.422303478423,285.32470929765,285.32470929765
0.447,286.389714357738,285.316494216211,285.316494216211
0.45,286.357850334279,285.308521977842,285.308521977842
0.453,286.326696447738,285.300785897579,285.300785897579
0.456,286.296238917624,285.29327864979,285.29327864979
0.459,286.266463810072,285.285993443285,285.285993443285
0.462,286.237357422125,285.27892367424,285.27892367424
0.465,286.208906284192,285.272062917532,285.272062917532
0.468,286.181097162503,285.265404918072,285.265404918072
0.471,286.15391656721,285.258944056479,285.258944056479
0.474,286.127351734793,285.252674400157,285.252674400157
0.477,286.101390117812,285.24659018657,285.24659018657
0.48,286.076019298596,285.24068589975,285.24068589975
0.483,286.051227084714,285.234956172389,285.234956172389
0.486,286.027001509965,285.229395778582,285.229395778582
0.489,286.003330605364,285.22399983284,285.22399983284
0.492,285.980202491963,285.218763700485,285.218763700485
0.495,285.957605999436,285.213682436535,285.213682436535
0.498,285.935529932992,285.208751436773,285.208751436773
0.501,285.913963306715,285.203966222121,285.203966222121
0.504,285.892895343082,285.199322432703,285.199322432703
0.507,285.872315459336,285.19481583546,285.19481583546
0.51,285.852212821418,285.190442777154,285.190442777154
0.513,285.832577436748,285.186199052408,285.186199052408
0.516,285.813399257013,285.182080821384,285.182080821384
0.519,285.7946684239,285.178084350249,285.178084350249
0.522,285.776375267541,285.174206006361,285.174206006361
0.525,285.758510304951,285.170442253442,285.170442253442
0.528,285.741064107208,285.166789873813,285.166789873813
0.531,285.724027511659,285.163245593807,285.163245593807
0.534,285.707391593523,285.159806125369,285.159806125369
0.537,285.691147552246,285.156468355126,285.156468355126
0.54,285.675286758817,285.153229255016,285.153229255016
0.543,285.659800753721,285.150085878322,285.150085878322
0.546,285.644681230453,285.147035422261,285.147035422261
0.549,285.629920016517,285.144075302197,285.144075302197
0.552,285.615509163495,285.141202722904,285.141202722904
0.555,285.601440855794,285.138415085927,285.138415085927
0.558,285.587707434941,285.135709864133,285.135709864133
0.561,285.574301397399,285.133084598397,285.133084598397
0.564,285.561215392372,285.13053689428,285.13053689428
0.567,285.548442177703,285.128064753291,285.128064753291
0.57,285.535974709751,285.125665834689,285.125665834689
0.573,285.523806076571,285.12333796804,285.12333796804
0.576,285.511929505356,285.121079073085,285.121079073085
0.579,285.500338363435,285.118887130894,285.118887130894
0.582,285.489026155992,285.116760181396,285.116760181396
0.585,285.477986523759,285.114696320903,285.114696320903
0.588,285.467213240734,285.112693699641,285.112693699641
0.591,285.456700211877,285.110750519271,285.110750519271
0.594,285.446441470823,285.108865030424,285.108865030424
0.597,285.436431177588,285.107035530221,285.107035530221
0.6,285.426663616269,285.105260359804,285.105260359804
0.603,285.41713319104,285.103537916652,285.103537916652
0.606,285.407834416128,285.101866718405,285.101866718405
0.609,285.398761941201,285.100245162701,285.100245162701
0.612,285.389910522562,285.098671752393,285.098671752393
0.615,285.381275028998,285.097145023171,285.097145023171
0.618,285.372850439477,285.095663541148,285.095663541148
0.621,285.364631840847,285.094225900449,285.094225900449
0.624,285.356614425543,285.092830720795,285.092830720795
0.627,285.348793489279,285.091476645089,285.091476645089
0.63,285.341164428754,285.090162337004,285.090162337004
0.633,285.333722739351,285.088886478568,285.088886478568
0.636,285.326464012834,285.08764776775,285.08764776775
0.639,285.319383935056,285.086444916048,285.086444916048
0.642,285.312478357879,285.085278000684,285.085278000684
0.645,285.305743237829,285.084147384547,285.084147384547
0.648,285.299174444711,285.083050263088,285.083050263088
0.651,285.292768031359,285.081985626642,285.081985626642
0.654,285.286520134484,285.080952490553,285.080952490553
0.657,285.280426972429,285.079949893735,285.079949893735
0.66,285.274484842927,285.078976897238,285.078976897238
0.663,285.268690120852,285.078032582813,285.078032582813
0.666,285.263039255974,285.077116051475,285.077116051475
0.669,285.257528770714,285.07622642207,285.07622642207
0.672,285.252155257901,285.075362829835,285.075362829835
0.675,285.246915378522,285.074524424965,285.074524424965
0.678,285.241805859479,285.07371037118,285.07371037118
0.681,285.236824327741,285.072920969948,285.072920969948
0.684,285.231967644464,285.072155420053,285.072155420053
0.687,285.227232387646,285.071412468757,285.071412468757
0.69,285.222615605952,285.070691427924,285.070691427924
0.693,285.21811440962,285.06999162503,285.06999162503
0.696,285.213725968472,285.069312402064,285.069312402064
0.699,285.209447509922,285.068653114443,285.068653114443
0.702,285.205276316989,285.068013129918,285.068013129918
0.705,285.201209726311,285.067391827485,285.067391827485
0.708,285.197245126151,285.066788596292,285.066788596292
0.711,285.19337995441,285.066202834549,285.066202834549
0.714,285.189611696639,285.06563394844,285.06563394844
0.717,285.185937884051,285.065081351027,285.065081351027
0.72,285.182357976882,285.06454617366,285.06454617366
0.723,285.178868627279,285.064026963894,285.064026963894
0.726,285.175467384396,285.063523051601,285.063523051601
0.729,285.172152064774,285.063033977796,285.063033977796
0.732,285.168920530659,285.062559293989,285.062559293989
0.735,285.165770688363,285.062098561423,285.062098561423
0.738,285.162700486633,285.061651350292,285.061651350292
0.741,285.159707915007,285.06121723898,285.06121723898
0.744,285.156791002183,285.06079581328,285.06079581328
0.747,285.153947814377,285.060386665631,285.060386665631
0.75,285.15117645369,285.059989394342,285.059989394342
0.753,285.14847505647,285.059603602823,285.059603602823
0.756,285.145842021954,285.059229030887,285.059229030887
0.759,285.143277308736,285.058866298524,285.058866298524
0.762,285.140777869515,285.058514287632,285.058514287632
0.765,285.138342074106,285.058172679031,285.058172679031
0.768,285.135968327902,285.057841160243,285.057841160243
0.771,285.133655070588,285.057519424922,285.057519424922
0.774,285.131400774846,285.057207172276,285.057207172276
0.777,285.129203945061,285.056904106495,285.056904106495
0.78,285.127063116031,285.056609936178,285.056609936178
0.783,285.124976851675,285.056324373759,285.056324373759
0.786,285.122943743738,285.056047134932,285.056047134932
0.789,285.120962410502,285.055777938078,285.055777938078
0.792,285.11903149549,285.055516503691,285.055516503691
0.795,285.117150181584,285.055262894189,285.055262894189
0.798,285.115317852703,285.055017290759,285.055017290759
0.801,285.113532545965,285.054778971422,285.054778971422
0.804,285.111793076261,285.054547714414,285.054547714414
0.807,285.110098284214,285.054323301804,285.054323301804
0.81,285.108447035132,285.054105519087,285.054105519087
0.813,285.106838217969,285.053894154774,285.053894154774
0.816,285.105270744281,285.053688999982,285.053688999982
0.819,285.103743547181,285.053489848025,285.053489848025
0.822,285.1022555803,285.053296494007,285.053296494007
0.825,285.100805816738,285.053108734411,285.053108734411
0.828,285.099393248028,285.052926366689,285.052926366689
0.831,285.098016883087,285.052749188857,285.052749188857
0.834,285.09667646949,285.05257754069,285.05257754069
0.837,285.095371100411,285.052411259548,285.052411259548
0.84,285.09409950505,285.052249898517,285.052249898517
0.843,285.092860820306,285.052093305399,285.052093305399
0.846,285.091654200928,285.051941330774,285.051941330774
0.849,285.090478818676,285.051793827739,285.051793827739
0.852,285.089333861479,285.051650651646,285.051650651646
0.855,285.088218532595,285.051511659853,285.051511659853
0.858,285.087132049769,285.051376711461,285.051376711461
0.861,285.086073644391,285.051245667054,285.051245667054
0.864,285.085042560657,285.051118388448,285.051118388448
0.867,285.084038054727,285.050994738428,285.050994738428
0.87,285.083059393886,285.050874580493,285.050874580493
0.873,285.082106885372,285.050758306729,285.050758306729
0.876,285.081179326744,285.050645530244,285.050645530244
0.879,285.080275929975,285.050536072233,285.050536072233
0.882,285.079396067301,285.050429831794,285.050429831794
0.885,285.078539123499,285.050326710335,285.050326710335
0.888,285.077704495233,285.050226611412,285.050226611412
0.891,285.076891590425,285.050129440574,285.050129440574
0.894,285.076099827596,285.05003510521,285.05003510521
0.897,285.075328635239,285.049943514391,285.049943514391
0.9,285.074577451163,285.049854578713,285.049854578713
0.903,285.073845721858,285.049768210141,285.049768210141
0.906,285.073132901849,285.049684321855,285.049684321855
0.909,285.072438549301,285.049602853134,285.049602853134
0.912,285.071763077605,285.049523964904,285.049523964904
0.915,285.071105286844,285.049447397516,285.049447397516
0.918,285.07046471537,285.049373082562,285.049373082562
0.921,285.069840911263,285.049300953346,285.049300953346
0.924,285.069233431869,285.049230944771,285.049230944771
0.927,285.068641843327,285.04916299323,285.04916299323
0.93,285.068065720113,285.049097036498,285.049097036498
0.933,285.067504644568,285.049033013618,285.049033013618
0.936,285.066958206436,285.048970864796,285.048970864796
0.939,285.066426002398,285.048910531287,285.048910531287
0.942,285.065907635605,285.04885195529,285.04885195529
0.945,285.065402715218,285.048795079831,285.048795079831
0.948,285.064911100537,285.048739893428,285.048739893428
0.951,285.064432792925,285.04868641028,285.04868641028
0.954,285.063967061485,285.048634510224,285.048634510224
0.957,285.063513577018,285.048584146251,285.048584146251
0.96,285.063072017538,285.048535272279,285.048535272279
0.963,285.062642067927,285.048487843068,285.048487843068
0.966,285.062223419602,285.04844181413,285.04844181413
0.969,285.061815770172,285.048397141648,285.048397141648
0.972,285.061418823105,285.048353782383,285.048353782383
0.975,285.061032287382,285.048311693594,285.048311693594
0.978,285.060655877166,285.048270832944,285.048270832944
0.981,285.060289311457,285.04823115842,285.04823115842
0.984,285.059932313758,285.048192628243,285.048192628243
0.987,285.059584884351,285.048155286902,285.048155286902
0.99,285.059246795136,285.048119105595,285.048119105595
0.993,285.058917644344,285.048083999524,285.048083999524
0.996,285.05859719716,285.04804993553,285.04804993553
0.999,285.058285223809,285.04801688096,285.04801688096
1.002,285.057981499303,285.047984803605,285.047984803605
1.005,285.057685803176,285.047953671642,285.047953671642
1.008,285.057397919231,285.047923453569,285.047923453569
1.011,285.057117635276,285.047894118145,285.047894118145
1.014,285.056844742868,285.047865634328,285.047865634328
1.017,285.056579037053,285.047837971215,285.047837971215
1.02,285.056320316108,285.047811097976,285.047811097976
1.023,285.056068381277,285.047784983798,285.047784983798
1.026,285.055823337028,285.047759724659,285.047759724659
1.029,285.055584858405,285.047735234142,285.047735234142
1.032,285.055352721863,285.047711467537,285.047711467537
1.035,285.055126758637,285.047688402207,285.047688402207
1.038,285.05490680333,285.047666015937,285.047666015937
1.041,285.054692693708,285.047644286894,285.047644286894
1.044,285.054484270507,285.047623193592,285.047623193592
1.047,285.054281377227,285.047602714857,285.047602714857
1.05,285.05408385994,285.047582829788,285.047582829788
1.053,285.053891567086,285.047563517724,285.047563517724
1.056,285.053704349272,285.047544758203,285.047544758203
1.059,285.053522059078,285.047526530931,285.047526530931
1.062,285.053344573617,285.047508821982,285.047508821982
1.065,285.05317205142,285.047491694236,285.047491694236
1.068,285.053004136915,285.047475069322,285.047475069322
1.071,285.052840706448,285.047458932146,285.047458932146
1.074,285.052681638848,285.047443268008,285.047443268008
1.077,285.052526815284,285.047428062585,285.047428062585
1.08,285.052376119123,285.047413301911,285.047413301911
1.083,285.052229435778,285.047398972352,285.047398972352
1.086,285.052086652574,285.047385060586,285.047385060586
1.089,285.051947658593,285.047371553583,285.047371553583
1.092,285.051812344536,285.04735843858,285.04735843858
1.095,285.051680602575,285.047345703067,285.047345703067
1.098,285.051552326213,285.047333334755,285.047333334755
1.101,285.051427490854,285.047321330489,285.047321330489
1.104,285.051306137902,285.047309694475,285.047309694475
1.107,285.051188033423,285.047298400548,285.047298400548
1.11,285.051073089765,285.047287438772,285.047287438772
1.113,285.050961221128,285.047276799466,285.047276799466
1.116,285.050852343474,285.047266473196,285.047266473196
1.119,285.05074637442,285.04725645075,285.04725645075
1.122,285.050643233139,285.047246723125,285.047246723125
1.125,285.050542840266,285.047237281514,285.047237281514
1.128,285.050445117793,285.047228117282,285.047228117282
1.131,285.050349988972,285.047219221959,285.047219221959
1.134,285.050257378212,285.047210587213,285.047210587213
1.137,285.050167210985,285.047202204844,285.047202204844
1.14,285.050079508099,285.047194075246,285.047194075246
1.143,285.049994218531,285.047186192373,285.047186192373
1.146,285.049911217807,285.047178543583,285.047178543583
1.149,285.04983044441,285.047171121897,285.047171121897
1.152,285.04975183819,285.047163920454,285.047163920454
1.155,285.049675340296,285.047156932496,285.047156932496
1.158,285.049600893106,285.047150151357,285.047150151357
1.161,285.049528440152,285.047143570446,285.047143570446
1.164,285.049457926052,285.047137183236,285.047137183236
1.167,285.049389296441,285.047130983246,285.047130983246
1.17,285.049322497896,285.047124964033,285.047124964033
1.173,285.049257477866,285.047119119173,285.047119119173
1.176,285.049194184606,285.047113442251,285.047113442251
1.179,285.049132648647,285.047107948259,285.047107948259
1.182,285.049072787277,285.047102622258,285.047102622258
1.185,285.049014539784,285.047097454897,285.047097454897
1.188,285.048957862707,285.04709244117,285.04709244117
1.191,285.048902713507,285.047087576134,285.047087576134
1.194,285.04884905051,285.047082854901,285.047082854901
1.197,285.048796832855,285.047078272625,285.047078272625
1.2,285.04874602044,285.047073824493,285.047073824493
1.203,285.048696573866,285.047069505718,285.047069505718
1.206,285.048648454385,285.04706531153,285.04706531153
1.209,285.048601623844,285.047061237162,285.047061237162
1.212,285.048556044634,285.047057277846,285.047057277846
1.215,285.048511685327,285.047053430529,285.047053430529
1.218,285.048468621664,285.047049724545,285.047049724545
1.221,285.04842673936,285.047046131381,285.047046131381
1.224,285.048386008821,285.047042648102,285.047042648102
1.227,285.048346401264,285.047039271885,285.047039271885
1.23,285.048307888684,285.047036000016,285.047036000016
1.233,285.048270443818,285.047032829889,285.047032829889
1.236,285.048234040112,285.047029759002,285.047029759002
1.239,285.048198651685,285.047026784951,285.047026784951
1.242,285.048164253294,285.047023905429,285.047023905429
1.245,285.048130820303,285.047021118223,285.047021118223
1.248,285.048098328644,285.047018421208,285.047018421208
1.251,285.048066754784,285.047015812345,285.047015812345
1.254,285.048036075693,285.047013289677,285.047013289677
1.257,285.048006268806,285.047010851328,285.047010851328
1.26,285.047977311989,285.047008495496,285.047008495496
1.263,285.047949183508,285.04700622045,285.04700622045
1.266,285.047921861987,285.04700402453,285.04700402453
1.269,285.047895326384,285.04700190614,285.04700190614
1.272,285.047869555946,285.046999863744,285.046999863744
1.275,285.04784453018,285.046997895867,285.046997895867
1.278,285.04782022882,285.046996001087,285.046996001087
1.281,285.047796631787,285.046994178034,285.046994178034
1.284,285.047773719159,285.046992425385,285.046992425385
1.287,285.047751471135,285.046990741863,285.046990741863
1.29,285.047729867999,285.046989126228,285.046989126228
1.293,285.047708922876,285.046987550527,285.046987550527
1.296,285.047688620521,285.046986010003,285.046986010003
1.299,285.047668917622,285.046984522817,285.046984522817
1.302,285.047649795873,285.046983086709,285.046983086709
1.305,285.047631236969,285.046981699376,285.046981699376
1.308,285.047613222564,285.046980358464,285.046980358464
1.311,285.047595734246,285.046979061565,285.046979061565
1.314,285.047578753501,285.046977806212,285.046977806212
1.317,285.047562261685,285.046976589874,285.046976589874
1.32,285.047546239984,285.046975409947,285.046975409947
1.323,285.047530669389,285.046974263754,285.046974263754
1.326,285.047515530659,285.046973148538,285.046973148538
1.329,285.047500804292,285.046972061453,285.046972061453
1.332,285.047486470489,285.046970999565,285.046970999565
1.335,285.047472509125,285.046969959844,285.046969959844
1.338,285.047458899715,285.046968939155,285.046968939155
1.341,285.047445621379,285.04696793426,285.04696793426
1.344,285.047432652818,285.046966941806,285.046966941806
1.347,285.04741997227,285.046965958327,285.046965958327
1.35,285.047407557488,285.04696498023,285.04696498023
1.353,285.0473953857,285.046964003797,285.046964003797
1.356,285.047383433582,285.046963025176,285.046963025176
1.359,285.047371677223,285.046962040377,285.046962040377
1.362,285.047360092093,285.046961045269,285.046961045269
1.365,285.047348653011,285.046960035568,285.046960035568
1.368,285.047337368727,285.046959014644,285.046959014644
1.371,285.047327355139,285.046958235435,285.046958235435
1.374,285.047317620179,285.046957475715,285.046957475715
1.377,285.047308154815,285.046956734857,285.046956734857
1.38,285.047298950154,285.046956012272,285.046956012272
1.383,285.047289997423,285.046955307411,285.046955307411
1.386,285.047281287962,285.046954619762,285.046954619762
1.389,285.047272813211,285.046953948852,285.046953948852
1.392,285.047264564701,285.046953294243,285.046953294243
1.395,285.047256534037,285.046952655534,285.046952655534
1.398,285.047248712891,285.046952032361,285.046952032361
1.401,285.04724109299,285.046951424393,285.046951424393
1.404,285.047233666103,285.046950831335,285.046950831335
1.407,285.04722642403,285.046950252927,285.046950252927
1.41,285.047219358593,285.046949688943,285.046949688943
1.413,285.047212461618,285.046949139188,285.046949139188
1.416,285.047205724933,285.046948603501,285.046948603501
1.419,285.047199140347,285.046948081755,285.046948081755
1.422,285.047192699644,285.046947573851,285.046947573851
1.425,285.047186394572,285.046947079723,285.046947079723
1.428,285.047180216827,285.046946599338,285.046946599338
1.431,285.047174158048,285.046946132688,285.046946132688
1.434,285.047168209796,285.0469456798,285.0469456798
1.437,285.047162363555,285.046945240725,285.046945240725
1.44,285.047156610709,285.046944815546,285.046944815546
1.443,285.047150942536,285.046944404374,285.046944404374
1.446,285.047145426216,285.046943977593,285.046943977593
1.449,285.047140079246,285.046943532063,285.046943532063
1.452,285.04713483732,285.046943093451,285.046943093451
1.455,285.047129697347,285.046942661655,285.046942661655
1.458,285.047124656487,285.046942236607,285.046942236607
1.461,285.047119712149,285.046941818262,285.046941818262
1.464,285.04711486199,285.046941406611,285.046941406611
1.467,285.04711010392,285.04694100167,285.04694100167
1.47,285.047105436095,285.046940603485,285.046940603485
1.473,285.047100856923,285.046940212132,285.046940212132
1.476,285.047096365061,285.046939827718,285.046939827718
1.479,285.047091959415,285.046939450376,285.046939450376
1.482,285.047087639142,285.046939080271,285.046939080271
1.485,285.047083403645,285.046938717596,285.046938717596
1.488,285.047079252582,285.046938362575,285.046938362575
1.491,285.047075185857,285.046938015458,285.046938015458
1.494,285.047071203623,285.046937676529,285.046937676529
1.497,285.047067306285,285.046937346098,285.046937346098
1.5,285.047063494497,285.046937024504,285.046937024504
1.503,285.047059769162,285.046936712119,285.046936712119
1.506,285.047056131431,285.046936409341,285.046936409341
1.509,285.047052582709,285.046936116598,285.046936116598
1.512,285.047049124646,285.046935834349,285.046935834349
1.515,285.047045759145,285.04693556308,285.04693556308
1.518,285.047042488355,285.046935303309,285.046935303309
1.521,285.047039312375,285.046935055156,285.046935055156
1.524,285.047035932793,285.046934763667,285.046934763667
1.527,285.047032612309,285.046934477366,285.046934477366
1.53,285.047029351345,285.046934196384,285.046934196384
1.533,285.047026150508,285.046933920869,285.046933920869
1.536,285.047023010582,285.046933650986,285.046933650986
1.539,285.047019932535,285.046933386916,285.046933386916
1.542,285.047016917515,285.046933128858,285.046933128858
1.545,285.047013966851,285.046932877027,285.046932877027
1.548,285.047011082054,285.046932631654,285.046932631654
1.551,285.047008264814,285.046932392988,285.046932392988
1.554,285.047005517005,285.046932161294,285.046932161294
1.557,285.04700284068,285.046931936854,285.046931936854
1.56,285.047000238073,285.046931719967,285.046931719967
1.563,285.0469977116,285.046931510947,285.046931510947
1.566,285.046995263857,285.046931310128,285.046931310128
1.569,285.046992897623,285.046931117858,285.046931117858
1.572,285.046990615856,285.046930934503,285.046930934503
1.575,285.046988421697,285.046930760445,285.046930760445
1.578,285.046986318465,285.046930596083,285.046930596083
1.581,285.046984309663,285.046930441833,285.046930441833
1.584,285.046982398975,285.046930298127,285.046930298127
1.587,285.046980590263,285.046930165416,285.046930165416
1.59,285.046978887575,285.046930044163,285.046930044163
1.593,285.046977295135,285.046929934854,285.046929934854
1.596,285.046975817351,285.046929837986,285.046929837986
1.599,285.046974194394,285.046929723601,285.046929723601
1.602,285.046972369681,285.046929585162,285.046929585162
1.605,285.046970592818,285.046929451414,285.046929451414
1.608,285.046968863952,285.046929322351,285.046929322351
1.611,285.046967183285,285.046929197965,285.046929197965
1.614,285.046965551078,285.046929078255,285.046929078255
1.617,285.046963967649,285.046928963218,285.046928963218
1.62,285.046962433373,285.046928852857,285.046928852857
1.623,285.046960948681,285.046928747176,285.046928747176
1.626,285.046959514063,285.04692864618,285.04692864618
1.629,285.046958130067,285.046928549881,285.046928549881
1.632,285.046956797295,285.046928458288,285.046928458288
1.635,285.046955516409,285.046928371415,285.046928371415
1.638,285.046954288128,285.04692828928,285.04692828928
1.641,285.046953113227,285.046928211901,285.046928211901
1.644,285.046951992538,285.046928139299,285.046928139299
1.647,285.046950926953,285.046928071498,285.046928071498
1.65,285.046949917419,285.046928008525,285.046928008525
1.653,285.046948964939,285.046927950407,285.046927950407
1.656,285.046948070576,285.046927897177,285.046927897177
1.659,285.04694723545,285.046927848868,285.046927848868
1.662,285.046946460736,285.046927805515,285.046927805515
1.665,285.046945747668,285.046927767159,285.046927767159
1.668,285.046945097536,285.046927733838,285.046927733838
