"time","loadInertia.phi","loadInertia.w","smpm.idq_dr[1]","smpm.idq_rr[2]","smpm.idq_sr[1]","smpm.idq_sr[2]","vfController.x"
0.0009,5.68125806523798e-13,3.72048962913548e-09,-0.102749106506015,-6.67027012786075e-06,0.121181174161928,7.83279018555114e-06,0.000127234508900478
0.00095,7.83184615409476e-13,4.86598284143376e-09,-0.114171531335124,-8.26579212178405e-06,0.13473439662894,9.70985588310871e-06,0.00014176437492332
0.001,1.06211331182042e-12,6.27723195513521e-09,-0.126162249278495,-1.01303323284285e-05,0.148975146692973,1.19043940001279e-05,0.000157079639109586
0.00105,1.41978744253826e-12,7.99858721725798e-09,-0.138716477243326,-1.22920788815813e-05,0.163899029531136,1.44498923909204e-05,0.000173180301459281
0.0011,1.87117649767605e-12,1.0076304471738e-08,-0.151829472081752,-1.47806915118072e-05,0.179501685943281,1.73815819024308e-05,0.000190066361972351
0.00115,2.43786254156062e-12,1.25657613216102e-08,-0.165496520463256,-1.76268889688265e-05,0.195778783337122,2.07360509332863e-05,0.000207737820648831
0.0012,3.14021615788383e-12,1.55231673189848e-08,-0.179712950216645,-2.08629111240342e-05,0.212726025824666,2.45516745298511e-05,0.000226194677488696
0.00125,4.00268482660037e-12,1.90109179533174e-08,-0.194474123251045,-2.45222287808366e-05,0.230339147921225,2.88683467835629e-05,0.000245436932491942
0.0013,5.05563518295707e-12,2.30991318182587e-08,-0.209775433885734,-2.86394717058931e-05,0.248613913060283,3.37274170876221e-05,0.000265464585658579
0.00135,6.32861379334639e-12,2.7859629522148e-08,-0.225612315925537,-3.32507272364896e-05,0.267546119887669,3.91719590878356e-05,0.00028627763698861
0.0014,7.85798616390755e-12,3.33722882661202e-08,-0.241980235078067,-3.839321693531e-05,0.287131595517628,4.52464770171615e-05,0.000307876086482029
0.00145,9.68450864278264e-12,3.97230805731435e-08,-0.258874691312349,-4.4105397591662e-05,0.307366197630331,5.1996997771149e-05,0.000330259934138831
0.0015,1.18517113343848e-11,4.70028869828554e-08,-0.276291220324937,-5.04270248826598e-05,0.328245815775238,5.94711296560014e-05,0.000353429179959012
0.00155,1.44083945957639e-11,5.5309329042213e-08,-0.294225391276495,-5.73990550915393e-05,0.349766369358931,6.77179716918845e-05,0.000377383823942562
0.0016,1.7408261278461e-11,6.47464992881783e-08,-0.312672807125223,-6.50636595855032e-05,0.371923807941523,7.67881269734294e-05,0.000402123866089466
0.00165,2.09108742616734e-11,7.54255402199658e-08,-0.331629103766904,-7.34641927093765e-05,0.394714110468924,8.67336727037252e-05,0.00042764930639974
0.0017,2.49822106073172e-11,8.74649994277441e-08,-0.351089949535906,-8.26451723009493e-05,0.418133284827871,9.76081420726522e-05,0.000453960144873447
0.00175,2.96925797385037e-11,1.00989721958884e-07,-0.371051047064867,-9.26523426859566e-05,0.442177369510195,0.000109466583535069,0.000481056381510568
0.0018,3.51191537771538e-11,1.16132302074624e-07,-0.39150813101739,-0.000103532593358724,0.466842431586569,0.000122365484662743,0.00050893801631112
0.00185,4.13456245199224e-11,1.33032940513973e-07,-0.412456968391845,-0.000115333967570223,0.492124566979442,0.000136362780366444,0.000537605049275128
0.0019,4.84629997812323e-11,1.51839406045444e-07,-0.433893358454236,-0.000128105656976548,0.518019900404085,0.000151517845746309,0.000567057480402608
0.00195,5.65746028228386e-11,1.72704902159635e-07,-0.455813134348792,-0.000141898046829348,0.544524586808374,0.000167891517163286,0.000597295309693437
0.002,6.57847794124159e-11,1.95794054037746e-07,-0.478212158205264,-0.000156762565251133,0.571634807003068,0.000185546003917583,0.000628318537147676
0.00205,7.62084827943562e-11,2.21278489765876e-07,-0.501086324579883,-0.000172751783566659,0.59934677073669,0.000204544940109127,0.000660127162765313
0.0021,8.79691356147735e-11,2.49338264429201e-07,-0.524431559216922,-0.000189919375665143,0.627656715590228,0.00022495335778516,0.000692721186546331
0.00215,1.0119896775848e-10,2.8016205018758e-07,-0.548243818798558,-0.000208320107135225,0.656560906754696,0.000246837676712036,0.000726100608490708
0.0022,1.16046010851208e-10,3.13947050990133e-07,-0.572519091262247,-0.000228009852483267,0.686055637303464,0.000270265720033137,0.000760265428598523
0.00225,1.32661844162055e-10,3.50899713531478e-07,-0.597253394477043,-0.000249045531145088,0.716137227033887,0.000295306655073724,0.000795215646869751
0.0023,1.51208752115595e-10,3.91235635223209e-07,-0.622442776574875,-0.000271485125391973,0.746802022751755,0.00032203100963277,0.000830951263304374
0.00235,1.71860605075263e-10,4.35179731809864e-07,-0.648083315746687,-0.000295387671756234,0.778046398089203,0.000350510663866128,0.000867472277902389
0.0024,1.94802320335868e-10,4.82966463716267e-07,-0.674171119917547,-0.00032081324646691,0.809866753217099,0.000380818836648488,0.000904778690663791
0.00245,2.20235050720617e-10,5.3483933895144e-07,-0.700702327739233,-0.0003478230002279,0.842259515726098,0.000413030116925967,0.000942870501588585
0.0025,2.48371782278305e-10,5.91051783243063e-07,-0.727673107111113,-0.000376479102307734,0.875221139312798,0.00044722041245573,0.000981747710676772
0.00255,2.79432945054643e-10,6.51868008308135e-07,-0.755079653704383,-0.000406844684752979,0.908748102468887,0.000483466898658226,0.00102141031792835
0.0026,3.13654774586228e-10,7.17562062444633e-07,-0.782918192772371,-0.00043898390716822,0.942836910088329,0.000521848077300109,0.00106185832334332
0.00265,3.51287056007411e-10,7.8841839468458e-07,-0.811184978224565,-0.000472961921101569,0.977484092644723,0.000562443743722342,0.00110309172692169
0.0027,3.92595668863857e-10,8.64731772386236e-07,-0.83987629285259,-0.000508844875670178,1.01268620639196,0.000605334991101151,0.00114511052866345
0.00275,4.37866955318647e-10,9.46806971430583e-07,-0.868988448952684,-0.000546699936851866,1.04843983391731,0.000650604226697748,0.00118791472856859
0.0028,4.87392643848574e-10,1.03496089134712e-06,-0.8985177847198,-0.000586595161042393,1.08474158093629,0.000698335060260609,0.00123150432663713
0.00285,5.41484195378172e-10,1.12952100116066e-06,-0.92846066703988,-0.000628599589130503,1.12158807877427,0.000748612385879983,0.00127587932286907
0.0029,6.00469348263987e-10,1.23082600522362e-06,-0.958813490411104,-0.000672783207155409,1.15897598340748,0.000801522346800013,0.00132103971726441
0.00295,6.6469259108935e-10,1.33922601921014e-06,-0.98957267671928,-0.000719216936402763,1.19690197526322,0.000857152326056183,0.00136698550982316
0.003,7.34525444607341e-10,1.45508141202777e-06,-1.02073467669761,-0.000767972679246775,1.23536276051684,0.000915590979383087,0.00141371670054529
0.00305,8.10345534155869e-10,1.57876589234681e-06,-1.05229596602733,-0.000819123187626166,1.27435506762633,0.000976928133631716,0.00146123328943083
0.0031,8.92553231584167e-10,1.7106644855294e-06,-1.08425304788955,-0.000872742145030566,1.31387564959983,0.00104125484708416,0.00150953527647976
0.00315,9.81568244056464e-10,1.85117423786159e-06,-1.11660245207373,-0.000928904134523464,1.35392128320315,0.00110866338335386,0.0015586226616921
0.0032,1.07782999699737e-09,2.00070440476735e-06,-1.14934073473764,-0.000987684628327554,1.39448876874623,0.00117924720163586,0.00160849544506783
0.00325,1.18180436933411e-09,2.15967570243992e-06,-1.18246447925007,-0.00104916001535907,1.43557493083069,0.00125310097551101,0.00165915362660697
0.0033,1.29397445852297e-09,2.3285219180706e-06,-1.21597029431182,-0.00111340753325466,1.47717661668161,0.00133032053989894,0.0017105972063095
0.00335,1.41484285221421e-09,2.50768982069363e-06,-1.24985481403778,-0.00118050526921198,1.51929069621982,0.00141100288978035,0.00176282618417544
0.0034,1.54493630482541e-09,2.69763871685672e-06,-1.28411469844875,-0.00125053217521246,1.56191406249813,0.00149524618973904,0.00181584056020477
0.00345,1.6848044594654e-09,2.8988408857174e-06,-1.31874663294849,-0.0013235680476332,1.60504363123664,0.00158314975671361,0.0018696403343975
0.0035,1.83502365013147e-09,3.11178126194401e-06,-1.35374732874429,-0.00139969354102423,1.64867634119548,0.00167481407000785,0.00192422550675363
0.00355,1.99619704467824e-09,3.33695766118766e-06,-1.38911352255615,-0.00147899015573028,1.69280915391627,0.00177034075986743,0.00197959607727315
0.0036,2.16894577009204e-09,3.57488234265008e-06,-1.42484197457303,-0.00156154016105571,1.73743905190796,0.00186983254323623,0.00203575204595608
0.00365,2.35391968600111e-09,3.82608065831522e-06,-1.46092947022858,-0.00164742665887147,1.78256304022214,0.0019733932746006,0.0020926934128024
0.0037,2.55179490463261e-09,4.09109166734755e-06,-1.4973728194004,-0.00173673355248799,1.82817814574201,0.00208112791920198,0.00215042017781212
0.00375,2.76327526770745e-09,4.37046816774879e-06,-1.53416885638806,-0.00182954554417435,1.87428141716241,0.00219314254990896,0.00220893234098523
0.0038,2.98909953286782e-09,4.66477590742661e-06,-1.57131444106284,-0.00192594817586098,1.92086992601015,0.00230954438068551,0.00226822990232174
0.00385,3.23002462284468e-09,4.9745962355853e-06,-1.60880645510477,-0.00202602768879459,1.96794076330289,0.00243044164662907,0.00232831286182164
0.0039,3.48684047114498e-09,5.30052421298676e-06,-1.64664180472431,-0.00212987112217122,2.01549104196504,0.00255594368653226,0.00238918121948495
0.00395,3.76036680576268e-09,5.64316931812323e-06,-1.68481741967716,-0.00223756627515876,2.06351789595263,0.00268616090967305,0.00245083497531165
0.004,4.0514537944568e-09,6.00315559839608e-06,-1.72333025307152,-0.00234920169812615,2.11201848008187,0.00282120478735636,0.00251327412930174
0.00405,4.36098975703516e-09,6.38112081326417e-06,-1.76217728256243,-0.00246486673443964,2.16098997108931,0.00296118788652606,0.00257649868145523
0.0041,4.68988808850843e-09,6.77771854273232e-06,-1.80135550746588,-0.00258465141350516,2.21042956506879,0.00310622377961779,0.00264050863177212
0.00415,5.03909577006607e-09,7.19361721657506e-06,-1.84086195010984,-0.00270864649827945,2.26033447867082,0.0032564270829256,0.00270530398025241
0.0042,5.40959416785847e-09,7.62950024361974e-06,-1.88069365567173,-0.00283694347759772,2.31070194895786,0.00341191344905738,0.00277088472689609
0.00425,5.80239883768559e-09,8.0860662828261e-06,-1.92084769182072,-0.00296963455138811,2.3615292330863,0.00357279955347239,0.00283725087170318
0.0043,6.21856428799146e-09,8.56402879254799e-06,-1.9613211492905,-0.00310681264990978,2.41281360881466,0.0037392031086553,0.00290440241467366
0.00435,6.65918031473186e-09,9.06411681208211e-06,-2.00211114088609,-0.00324857139569103,2.46455237362134,0.00391124283200308,0.00297233935580753
0.0044,7.12536928746684e-09,9.58707560413706e-06,-2.04321480066749,-0.00339500507193449,2.51674284397941,0.0040890384189359,0.00304106169510481
0.00445,7.61829310017836e-09,1.01336658842106e-05,-2.08462928492889,-0.00354620865662946,2.56938235622562,0.00427271056908676,0.00311056943256548
0.0045,8.13915175088025e-09,1.07046642739317e-05,-2.12635177162257,-0.00370227779975129,2.62246826604855,0.00446238096651645,0.00318086256818955
0.00455,8.68918582338583e-09,1.13008631769849e-05,-2.16837946050819,-0.00386330882722619,2.67599794862062,0.00465817228154741,0.00325194110197702
0.0046,9.26967996080001e-09,1.19230705061571e-05,-2.21070957348642,-0.00402939875177156,2.72996879889385,0.00486020817815026,0.00332380503392789
0.00465,9.88195186630746e-09,1.25721115830222e-05,-2.25333935224101,-0.00420064518340008,2.78437822950646,0.0050686132402979,0.00339645436404215
0.0047,1.05273636906377e-08,1.32488276769448e-05,-2.29626606004435,-0.00437714639512587,2.83922367238503,0.00528351302366224,0.00346988909231982
0.00475,1.12073197641506e-08,1.39540765940254e-05,-2.33948698102332,-0.00455900129400078,2.89450257809248,0.00550503403085469,0.00354410921876088
0.0048,1.19232673549839e-08,1.46887328117735e-05,-2.382999419988,-0.00474630941312979,2.95021241567556,0.00573330370360951,0.00361911474336533
0.00485,1.26767097986924e-08,1.54536857288531e-05,-2.42680070463745,-0.00493917099399889,3.00635067462225,0.00596845048924389,0.00369490566613319
0.0049,1.34691799814187e-08,1.62498439553891e-05,-2.47088818014769,-0.00513768677938174,3.06291486005762,0.00621060366908613,0.00377148198706444
0.00495,1.430226212621e-08,1.70781322437754e-05,-2.51525921304076,-0.00534195815886171,3.11990249617763,0.00645989347690923,0.00384884370615909
0.005,1.51775871564447e-08,1.79394924452917e-05,-2.55991118997694,-0.00555208712146555,3.17731112517652,0.00671645105872504,0.00392699082341714
0.00505,1.60968334712082e-08,1.88348836421518e-05,-2.60484151758664,-0.00576817624780449,3.23513830709732,0.00698040846507112,0.00400592333883859
0.0051,1.70617277585318e-08,1.97652822737839e-05,-2.65004762230976,-0.0059903287024918,3.29338161968866,0.00725189864352479,0.00408564125242344
0.00515,1.80740458086323e-08,2.07316822631099e-05,-2.69552695023489,-0.00621864822656032,3.35203865826175,0.00753105543121732,0.00416614456417169
0.0052,1.91356133271512e-08,2.1735095142825e-05,-2.74127696693863,-0.00645323912988002,3.4111070355472,0.00781801354734799,0.00424743327408333
0.00525,2.0248306748394e-08,2.27765501816778e-05,-2.78729515732481,-0.0066942062835755,3.47058438155197,0.00811290858569824,0.00432950738215838
0.0053,2.14140540485695e-08,2.38570945107498e-05,-2.83357902546382,-0.00694165511244358,3.53046834341621,0.00841587700714581,0.00441236688839682
0.00535,2.26348366436442e-08,2.49777930810465e-05,-2.88012609465023,-0.00719569159585115,3.59075658546426,0.00872705613934454,0.00449601179279867
0.0054,2.39126893241191e-08,2.61397289264031e-05,-2.92693390706519,-0.00745642225328423,3.6514467889043,0.00904658416343474,0.0045804420953639
0.00545,2.52496987704442e-08,2.73440036471417e-05,-2.97400002315301,-0.00772395411879937,3.71253665127425,0.0093746000913764,0.00466565779609253
0.0055,2.66480076388198e-08,2.85917370273741e-05,-3.02132202211937,-0.00799839475902858,3.77402388688408,0.00971124378008401,0.00475165889498457
0.00555,2.81098142440355e-08,2.98840673370909e-05,-3.06889750154301,-0.0082798522567585,3.83590622647046,0.0100566559164725,0.00483844539204
0.0056,2.96373733756414e-08,3.12221514579854e-05,-3.11672407721557,-0.00856843520337095,3.89818141705422,0.0104109780099907,0.00492601728725882
0.00565,3.12329971141191e-08,3.26071650092775e-05,-3.16479938298144,-0.00886425269128329,3.96084722179773,0.0107743523851551,0.00501437458064104
0.0057,3.28990556470526e-08,3.40403024735369e-05,-3.21312107057764,-0.00916741430638893,4.02390141986235,0.0111469221740827,0.00510351727218665
0.00575,3.4637978085299e-08,3.55227773225075e-05,-3.26168680947367,-0.00947803012049782,4.08734180626583,0.0115288313090254,0.00519344536189566
0.0058,3.64522532791598e-08,3.70558221429309e-05,-3.31049428671138,-0.00979621068377686,4.15116619173974,0.0119202245149025,0.00528415884976807
0.00585,3.83445381700336e-08,3.86406721998705e-05,-3.35954122735617,-0.0101220678055738,4.21537242088096,0.0123212479495292,0.00537565773580387
0.0059,4.03173971684792e-08,4.02786058289522e-05,-3.40882534422694,-0.0104557126301557,4.2799583275329,0.0127320476214886,0.00546794202000307
0.00595,4.23735076672997e-08,4.19709130349894e-05,-3.45834437697027,-0.0107972571298602,4.34492176946621,0.0131527706155698,0.00556101170236567
0.006,4.4515619235449e-08,4.37189020284228e-05,-3.50809608392251,-0.0111468137923875,4.41026062115539,0.0135835648346077,0.00565486678289167
0.00605,4.67465468129943e-08,4.55239005249552e-05,-3.5580782404889,-0.0115044955573664,4.47597277233969,0.014024578946113,0.00574950726158106
0.0061,4.9069171604685e-08,4.73872558594538e-05,-3.60828863899828,-0.0118704158093627,4.54205612789364,0.0144759623752723,0.00584493313843385
0.00615,5.14864419735225e-08,4.93103350998536e-05,-3.65872508855773,-0.0122446883708868,4.60850860769771,0.0149378652979475,0.00594114441345004
0.0062,5.4001374334329e-08,5.12945251610601e-05,-3.70938541490734,-0.0126274274954017,4.67532814650882,0.0154104386336753,0.00603814108662963
0.00625,5.66170540473171e-08,5.33412329188524e-05,-3.76026746027483,-0.0130187478603308,4.74251269383099,0.0158938340386674,0.00613592315797261
0.0063,5.9336666677608e-08,5.54518804816913e-05,-3.8113690890445,-0.0134187647874115,4.81006021894594,0.0163882040854086,0.00623449062747899
0.00635,6.21634760312023e-08,5.76279089494505e-05,-3.86268818323534,-0.0138275940645711,4.8779687068995,0.0168937021151969,0.00633384349514876
0.0064,6.51007517702404e-08,5.98707902121341e-05,-3.91422262832502,-0.0142453513903112,4.94623614592013,0.0174104817808467,0.00643398176098193
0.00645,6.81518723018589e-08,6.2182010799812e-05,-3.96597033263377,-0.0146721531303393,5.01486054462144,0.0179386976664507,0.0065349054249785
0.0065,7.13202903672729e-08,6.45630776261069e-05,-4.01792922041928,-0.0151081160462569,5.08383992587351,0.0184785050634334,0.00663661448713847
0.00655,7.46095339791837e-08,6.70155180951065e-05,-4.07009723173978,-0.015553357288896,5.15317232668092,0.0190300599638197,0.00673910894746183
0.0066,7.80232073591853e-08,6.95408802082763e-05,-4.12247232231712,-0.0160079943916548,5.22285579806081,0.0195935190535044,0.00684238880594859
0.00665,8.15649918751712e-08,7.21407326713728e-05,-4.17505246339987,-0.016472145263834,5.29288840492089,0.0201690397055208,0.00694645406259875
0.0067,8.52386469787415e-08,7.48166650013557e-05,-4.22783564162641,-0.016945928183973,5.36326822593749,0.0207567799733102,0.00705130471741231
0.00675,8.90480111426096e-08,7.75702876333007e-05,-4.28081985888803,-0.0174294617931859,5.43399335343359,0.0213568985839906,0.00715694077038927
0.0068,9.29970807968571e-08,8.04032191910213e-05,-4.33400314719268,-0.0179228656855976,5.50506190656808,0.0219695554217131,0.00726336222152962
0.00685,9.70898224861723e-08,8.33171176615836e-05,-4.387383532222,-0.0184262589565222,5.57647199899671,0.0225949103347756,0.00737056907083337
0.0069,1.01330318239406e-07,8.6313656732982e-05,-4.44095906097147,-0.0189397613014618,5.6482217633988,0.023233124036397,0.00747856131830052
0.00695,1.05722740983433e-07,8.93945301014686e-05,-4.49472779670488,-0.0194634928140543,5.72030934699946,0.023884357937615,0.00758733896393106
0.007,1.10271348299411e-07,9.2561452760269e-05,-4.5486878174363,-0.0199975739244355,5.79273291022211,0.0245487740954344,0.007696902007725
0.00705,1.14980483402945e-07,9.58161610994595e-05,-4.60283721580142,-0.0205421253929028,5.86549062657376,0.0252265352063643,0.00780725044968235
0.0071,1.19854576124246e-07,9.91604130058425e-05,-4.65717409892885,-0.0210972683035783,5.93858068253038,0.0259178045999561,0.00791838428980309
0.00715,1.24898143888292e-07,0.000102595987962824,-4.71169658831142,-0.0216631240580729,6.01200127742223,0.0266227462323414,0.00803030352808722
0.0072,1.30115792694992e-07,0.00010612468715029,-4.76640281967753,-0.0222398143691489,6.08575062331919,0.027341524679769,0.00814300816453475
0.00725,1.35512247612346e-07,0.000109748328541211,-4.82129094859226,-0.0228274614856259,6.15982695000002,0.028074305322095,0.00825649819914568
0.0073,1.4109233622732e-07,0.000113468749973221,-4.87635914692549,-0.0234261880486979,6.2342285018181,0.0288212542234979,0.00837077363192001
0.00735,1.46860906173366e-07,0.000117287823396024,-4.93160558652107,-0.0240361164317225,6.30895352321106,0.0295825375888984,0.00848583446285774
0.0074,1.52822935961764e-07,0.000121207436348457,-4.98702846039544,-0.0246573695945978,6.38400027750928,0.0303583224645218,0.00860168069195887
0.00745,1.58983498497731e-07,0.000125229498409559,-5.04262597533542,-0.0252900707838852,6.45936704036756,0.0311487764903088,0.00871831231922339
0.0075,1.65347762103479e-07,0.000129355941291176,-5.09839635177781,-0.0259343435268085,6.53505209965786,0.0319540678937298,0.00883572934465131
0.00755,1.71920991541266e-07,0.000133588718930565,-5.15433782368905,-0.0265903116252535,6.61105375536202,0.0327743654835987,0.00895393176824263
0.0076,1.78708549036445e-07,0.000137929807583002,-5.21044863844489,-0.0272580991497676,6.6873703194645,0.033609838643886,0.00907291958999734
0.00765,1.85715895300523e-07,0.000142381205914387,-5.26672705670996,-0.0279378304335591,6.76400011584504,0.0344606573275333,0.00919269280991545
0.0077,1.92948590554211e-07,0.000146944935093845,-5.32317135231746,-0.0286296300664967,6.84094148017146,0.0353269920502666,0.00931325142799696
0.00775,2.00412369122825e-07,0.00015162302616056,-5.3797798265718,-0.0293336234745598,6.91819277258863,0.036209014365468,0.00943459544424186
0.0078,2.08112964946459e-07,0.000156417550474762,-5.43655077372093,-0.0300499355171972,6.99575234708457,0.0371068957103865,0.00955672485865017
0.00785,2.16056242433078e-07,0.000161330597353692,-5.49348250628772,-0.0307786915144465,7.07361857396424,0.0380208082488543,0.00967963967122187
0.0079,2.24248178862553e-07,0.000166364277384726,-5.5505733512995,-0.0315200170927736,7.15178983650396,0.0389509247433586,0.00980333988195697
0.00795,2.32694857071806e-07,0.000171520723960185,-5.60782164853317,-0.0322740381127231,7.23026452939386,0.039897418494338,0.00992782549085547
0.008,2.41402466520449e-07,0.000176802093362579,-5.66522575040318,-0.0330408806632568,7.30904105863805,0.0408604633342738,0.0100530964979174
0.00805,2.5037730435643e-07,0.000182210564849836,-5.72278402184955,-0.033820671056092,7.38811784145472,0.0418402336217832,0.0101791529031427
0.0081,2.59625776481672e-07,0.000187748340740552,-5.78049484022579,-0.0346135358200396,7.46749330617629,0.0428369042357106,0.0103059947065313
0.00815,2.69154398617718e-07,0.000193417646499221,-5.83835659518695,-0.0354196016953432,7.54716589214954,0.0438506505692206,0.0104336219080834
0.0082,2.78969823875621e-07,0.000199220726106286,-5.89636769382562,-0.0362389958430542,7.62713405429146,0.044881648700503,0.0105620345077989
0.00825,2.89078832903253e-07,0.000205159844085786,-5.95452655839802,-0.0370718457507864,7.7073962610715,0.0459300753141099,0.0106912325056778
0.0083,2.994882476459e-07,0.000211237301122436,-6.01283160892491,-0.0379182785187209,7.78795097907558,0.0469961071132835,0.0108212159017201
0.00835,3.10205041759965e-07,0.000217455414693502,-6.07128128473133,-0.0387784217411201,7.86879669211441,0.0480799215426982,0.0109519846959257
0.0084,3.21236304924201e-07,0.000223816525692762,-6.12987403705693,-0.0396524032024656,7.94993189466731,0.0491816965376369,0.0110835388882948
0.00845,3.32589243946245e-07,0.000230322998508474,-6.18860832895208,-0.0405403508721286,8.0313550917895,0.0503016105183555,0.0112158784788273
0.0085,3.44271183869147e-07,0.000236977221101336,-6.24748263517392,-0.0414423928990397,8.11306479901944,0.0514398423844475,0.0113490034675232
0.00855,3.56289569077905e-07,0.000243781605082456,-6.30649544208245,-0.0423586576063596,8.19505954228611,0.052596571509209,0.0114829138543824
0.0086,3.68651964405999e-07,0.00025073858579131,-6.36564524753664,-0.0432892734861485,8.27733785781633,0.0537719777340034,0.0116176096394051
0.00865,3.8136605624192e-07,0.000257850622373707,-6.42493056079047,-0.0442343691940369,8.35989829204208,0.0549662413626256,0.0117530908225911
0.0087,3.94439714425023e-07,0.000265120186534114,-6.48434991461041,-0.0451940740532395,8.4427394123483,0.0561795435737085,0.0118893574039406
0.00875,4.07880850437299e-07,0.00027254978924003,-6.54390183643927,-0.0461685168517648,8.52585978149434,0.0574120654322788,0.0120264093834535
0.0088,4.21697520387524e-07,0.00028014196181916,-6.6035848687742,-0.0471578266907024,8.60925797568904,0.0586639885847227,0.0121642467611297
0.00885,4.35897915406491e-07,0.000287899258032996,-6.66339756690937,-0.0481621328891443,8.69293258258788,0.0599354951794899,0.0123028695369694
0.0089,4.50490354504606e-07,0.000295824255691638,-6.72333849717358,-0.0491815649097386,8.77688219972925,0.0612267678047315,0.0124422777109724
0.00895,4.65483285714629e-07,0.000303919556725015,-6.78340623683369,-0.0502162523536631,8.86110543444825,0.0625379894829138,0.0125824712831388
0.009,4.80885287234399e-07,0.000312187787254105,-6.84359937399795,-0.0512663249555988,8.94560090379044,0.0638693436654317,0.0127234502534687
0.00905,4.96705068569573e-07,0.00032063159766215,-6.90391650751936,-0.0523319125787029,9.03036723442559,0.0652210142272223,0.0128652146219619
0.0091,5.12951471676356e-07,0.000329253662665883,-6.96435624689903,-0.0534131452095828,9.11540306256147,0.0665931854613787,0.0130077643886186
0.00915,5.29633491345585e-07,0.000338056677598266,-7.02491721614325,-0.0545101531210156,9.200707037364,0.0679860422113472,0.0131510995534386
0.0092,5.46760272342741e-07,0.000347043359267824,-7.08559805284434,-0.0556230668320255,9.28627782014153,0.0693997698369196,0.013295220116422
0.00925,5.64341037116427e-07,0.000356216460488493,-7.1463973929949,-0.0567520164626573,9.37211407087668,0.0708345536837622,0.0134401260775689
0.0093,5.8238517502409e-07,0.000365578752807984,-7.20731388899029,-0.0578971324968576,9.45821446419152,0.0722905797078586,0.0135858174368791
0.00935,6.00902214262903e-07,0.000375133032330591,-7.26834620352961,-0.0590585455227794,9.54457768393802,0.0737680342612468,0.0137322941943527
0.0094,6.19901823044112e-07,0.000384882119782184,-7.32949300952553,-0.0602363862280311,9.63120242311763,0.0752671040868588,0.0138795563499897
0.00945,6.39393810767387e-07,0.000394828860575205,-7.39075299001419,-0.0614307853949256,9.71808738380075,0.0767879763133603,0.0140276039037901
0.0095,6.59388129195169e-07,0.000404976124873662,-7.45212483806503,-0.062641873895729,9.80523127704626,0.0783308384499906,0.014176436855754
0.00955,6.79894873627023e-07,0.000415326807658123,-7.51360725669064,-0.0638697826879105,9.89263282282112,0.079895878381402,0.0143260552058812
