"time","inductor.i","meanCurrent.x","meanVoltage.x","rootMeanSquareVoltage.mean.x","meanCurrent.y","meanVoltage.y","pulsem.twomPulse.timerNegative[1].entryTime","pulsem.twomPulse.timerNegative[2].entryTime","pulsem.twomPulse.timerNegative[3].entryTime","pulsem.twomPulse.timerPositive[1].entryTime","pulsem.twomPulse.timerPositive[2].entryTime","pulsem.twomPulse.timerPositive[3].entryTime","rectifier.thyristor.idealThyristor[1].off","rectifier.thyristor.idealThyristor[2].off","rectifier.thyristor.idealThyristor[3].off","rootMeanSquareVoltage.mean.y"
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
0.0001,-4.0695358142662896e-19,-3.6451082350739357e-23,-4.076826030736438e-19,-5.3317630833864442e-29,0,0,0,0,0,0,0,0,1,1,1,0
0.00020000000000000001,-4.7031421886054516e-19,-8.3630063001002145e-23,-4.7198682012056521e-19,-7.4752143168551664e-29,0,0,0,0,0,0,0,0,1,1,1,0
0.00030000000000000003,-5.2543922047979736e-19,-1.416411161599179e-22,-5.2827204280299569e-19,-9.3513685649768033e-29,0,0,0,0,0,0,0,0,1,1,1,0
0.00040000000000000002,-5.8017928511033317e-19,-2.001790752849413e-22,-5.8418286661603206e-19,-1.1215042982765902e-28,0,0,0,0,0,0,0,0,1,1,1,0
0.00050000000000000001,-6.3144047381181113e-19,-2.7758357190718662e-22,-6.3699214524995481e-19,-1.2975333654587316e-28,0,0,0,0,0,0,0,0,1,1,1,0
0.00060000000000000006,-6.8233647664228304e-19,-3.5696853379157133e-22,-6.8947584731811443e-19,-1.4724771888986709e-28,0,0,0,0,0,0,0,0,1,1,1,0
0.00069999999999999999,-7.3323247947275485e-19,-4.3635349567595594e-22,-7.4195954938627395e-19,-1.6474210123386102e-28,0,0,0,0,0,0,0,0,1,1,1,0
0.00080000000000000004,-7.8412848230322676e-19,-5.1573845756034065e-22,-7.9444325145443356e-19,-1.8223648357785495e-28,0,0,0,0,0,0,0,0,1,1,1,0
0.00090000000000000008,-6.7112280981159041e-19,-4.9458561748550107e-22,-6.8101452216130101e-19,-1.6774087995706451e-27,0,0,0,0,0,0,0,0,1,1,1,0
0.001,-5.1942094450595872e-19,-4.4969641131151208e-22,-5.2841487273219021e-19,-3.5214519256090655e-27,0,0,0,0,0,0,0,0,1,1,1,0
0.0011000000000000001,-3.6771907920032664e-19,-4.0480720513752305e-22,-3.7581522330307913e-19,-5.3654950516474902e-27,0,0,0,0,0,0,0,0,1,1,1,0
0.0012000000000000001,-2.1601721389469456e-19,-3.5991799896353402e-22,-2.2321557387396804e-19,-7.2095381776859148e-27,0,0,0,0,0,0,0,0,1,1,1,0
0.0013000000000000002,-6.4315348589062485e-20,-3.1502879278954494e-22,-7.0615924444856953e-20,-9.0535813037243381e-27,0,0,0,0,0,0,0,0,1,1,1,0
0.0014,8.738651671656916e-20,-2.7013958661555605e-22,8.1983724984253797e-20,-1.0897624429762758e-26,0,0,0,0,0,0,0,0,1,1,1,0
0.0015,2.3908838202220124e-19,-2.2525038044156697e-22,2.3458337441336488e-19,-1.2741667555801182e-26,0,0,0,0,0,0,0,0,1,1,1,0
0.0016000000000000001,3.9079024732783327e-19,-1.8036117426757796e-22,3.8718302384247597e-19,-1.4585710681839606e-26,0,0,0,0,0,0,0,0,1,1,1,0
0.0016666666666667667,4.1867826198693921e-19,-1.9993732633344178e-22,4.1467951546026453e-19,-1.6625928033020661e-26,0,0,0,0,0,0,0,0,1,1,1,0
0.0016666666666667667,4.1867826198693921e-19,-1.9993732633344178e-22,4.1467951546026453e-19,-1.6625928033020661e-26,0,0,0,0,0,0.0016666666666667667,0,0,1,1,0,0
0.0017000000000000001,0.0025683046011582022,4.293521971117779e-08,0.0025691633055524247,0.19802402721288956,0,0,0,0,0,0.0016666666666667667,0,0,1,1,0,0
0.0018000000000000002,0.0099782277197451447,6.7396512844808694e-07,0.0099917070223141079,0.74911937084931723,0,0,0,0,0,0.0016666666666667667,0,0,1,1,0,0
0.0019,0.016940709602465045,2.0236664375517593e-06,0.016981182931216077,1.2378059542052442,0,0,0,0,0,0.0016666666666667667,0,0,1,1,0,0
0.002,0.02344975386857457,4.0469922280945142e-06,0.023530693713136461,1.6669305740157332,0,0,0,0,0,0.0016666666666667667,0,0,1,1,0,0
0.0021000000000000003,0.029499809515910826,6.6983174664221158e-06,0.02963377586523927,2.0395750334768046,0,0,0,0,0,0.0016666666666667667,0,0,1,1,0,0
0.0022000000000000001,0.035085776700307027,9.9314844454990751e-06,0.03528440638921701,2.3590439960921752,0,0,0,0,0,0.0016666666666667667,0,0,1,1,0,0
0.0023,0.04020301189227439,1.3699848105854661e-05,0.040477008854391469,2.6288520318442119,0,0,0,0,0,0.0016666666666667667,0,0,1,1,0,0
0.0024000000000000002,0.044847332321009306,1.7956322452624842e-05,0.04520645877006179,2.8527096131094991,0,0,0,0,0,0.0016666666666667667,0,0,1,1,0,0
0.0025000000000000001,0.049015020192925952,2.2653426305579685e-05,0.049468088719037552,3.0345085810843524,0,0,0,0,0,0.0016666666666667667,0,0,1,1,0,0
0.0026000000000000003,0.052702826396820716,2.7743329959587951e-05,0.05325769299601249,3.1783067832998366,0,0,0,0,0,0.0016666666666667667,0,0,1,1,0,0
0.0027000000000000001,0.055907973678364649,3.317790243897256e-05,0.05657153172714411,3.2883120377023851,0,0,0,0,0,0.0016666666666667667,0,0,1,1,0,0
0.0028,0.058628159369308784,3.8908758783904769e-05,0.059406334544986901,3.3688655115452324,0,0,0,0,0,0.0016666666666667667,0,0,1,1,0,0
0.0029000000000000002,0.060861557693376298,4.4887307552986217e-05,0.061759303844436036,3.4244246181615754,0,0,0,0,0,0.0016666666666667667,0,0,1,1,0,0
0.0030000000000000001,0.062606821557869868,5.1064798652029443e-05,0.06362811753091048,3.4595454095261258,0,0,0,0,0,0.0016666666666667667,0,0,1,1,0,0
0.0031000000000000003,0.063863083867338327,5.7392371285880698e-05,0.065010931293055949,3.4788645853992128,0,0,0,0,0,0.0016666666666667667,0,0,1,1,0,0
0.0032000000000000002,0.064629958307213686,6.3821101994116601e-05,0.065906380347096033,3.48708114855798,0,0,0,0,0,0.0016666666666667667,0,0,1,1,0,0
0.0033,0.064907539983006135,7.0302052722106525e-05,0.066313581037448291,3.4889380323273107,0,0,0,0,0,0.0016666666666667667,0,0,1,1,0,0
0.0033333333333353142,0.064891421256749487,7.246551955713106e-05,0.066340731647892129,3.488967487873067,0,0,0,0,0,0.0016666666666667667,0,0,1,1,0,0
0.0033333333333353142,0.064891421256749487,7.246551955713106e-05,0.066340731647892129,3.488967487873067,0,0,0,0,0,0.0016666666666667667,0,0,0,1,1,0
0.0034000000000000002,0.073834047934099367,7.7089184615160311e-05,0.075375831626402601,4.7134776496900113,0,0,0,0,0,0.0016666666666667667,0,0,0,1,1,0
0.0035000000000000001,0.087420429002714087,8.5150220659452783e-05,0.089123433415903161,6.6034858117279152,0,0,0,0,0,0.0016666666666667667,0,0,0,1,1,0
0.0036000000000000003,0.10120129349775737,9.4579737479813658e-05,0.10309288824735369,8.5549800896989083,0,0,0,0,0,0.0016666666666667667,0,0,0,1,1,0
0.0037000000000000002,0.11516248336180324,0.00010539648185644311,0.11727041299893212,10.565035905918641,0,0,0,0,0,0.0016666666666667667,0,0,0,1,1,0
0.0038,0.12928965953678243,0.00011761776603255691,0.13164201485743365,12.630494688320823,0,0,0,0,0,0.0016666666666667667,0,0,0,1,1,0
0.0039000000000000003,0.14356832129421879,0.00013125946308840275,0.14619351055598687,14.747980022540981,0,0,0,0,0,0.0016666666666667667,0,0,0,1,1,0
0.0040000000000000001,0.1579838198339826,0.00014633599127806003,0.16091053965954388,16.913910567763068,0,0,0,0,0,0.0016666666666667667,0,0,0,1,1,0
0.0041000000000000003,0.17252137232287243,0.00016286029675302604,0.17577857825793294,19.124513765675999,0,0,0,0,0,0.0016666666666667667,0,0,0,1,1,0
0.0042000000000000006,0.18716607645667713,0.00018084383964801231,0.19078295324963745,21.375840608212201,0,0,0,0,0,0.0016666666666667667,0,0,0,1,1,0
0.0043,0.20190292537623816,0.00020029658543169239,0.20590885708487203,23.663781350207092,0,0,0,0,0,0.0016666666666667667,0,0,0,1,1,0
0.0044000000000000003,0.2167168225220138,0.00022122699422841085,0.22114136240658205,25.984081889783418,0,0,0,0,0,0.0016666666666667667,0,0,0,1,1,0
0.0045000000000000005,0.23159259638574695,0.00024364201317421722,0.23646543664923136,28.332360428879472,0,0,0,0,0,0.0016666666666667667,0,0,0,1,1,0
0.0045999999999999999,0.24651501544607854,0.00026754706902974083,0.25186595682667345,30.704124734591094,0,0,0,0,0,0.0016666666666667667,0,0,0,1,1,0
0.0047000000000000002,0.26146880320733124,0.00029294606285709359,0.26732772446447312,33.094789856562471,0,0,0,0,0,0.0016666666666667667,0,0,0,1,1,0
0.0048000000000000004,0.27643865330401157,0.00031984136624930716,0.28283548062899766,35.499696217333273,0,0,0,0,0,0.0016666666666667667,0,0,0,1,1,0
0.0048999999999999998,0.29140924464627782,0.00034823381931060247,0.29837392103248978,37.914128048160265,0,0,0,0,0,0.0016666666666667667,0,0,0,1,1,0
0.0050000000000000001,0.30636525652565466,0.00037812273010612377,0.31392771112777701,40.333332019667751,0,0,0,0,0,0.0016666666666667667,0,0,0,1,1,0
0.0050000000000000001,0.30636525652565466,0.00037812273010612377,0.31392771112777701,40.333332019667751,0,0,0,0,0.0050000000000000001,0.0016666666666667667,0,0,0,1,1,0
0.0051000000000000004,0.32129135360133859,0.00040950586519277089,0.32948147090519397,42.75252651017361,0,0,0,0,0.0050000000000000001,0.0016666666666667667,0,0,0,1,1,0
0.0052000000000000006,0.33617232889292953,0.00044237947173047983,0.34501991832753903,45.166960659386277,0,0,0,0,0.0050000000000000001,0.0016666666666667667,0,0,0,1,1,0
0.0053,0.35099291275316302,0.00047673824169247445,0.36052767758701243,47.571868958452619,0,0,0,0,0.0050000000000000001,0.0016666666666667667,0,0,0,1,1,0
0.0054000000000000003,0.36573793836305024,0.0005125754179163204,0.37598944672137669,49.962536013099303,0,0,0,0,0.0050000000000000001,0.0016666666666667667,0,0,0,1,1,0
0.0055000000000000005,0.38039231466121942,0.00054988269886365165,0.39138996863849246,52.334302566184853,0,0,0,0,0.0050000000000000001,0.0016666666666667667,0,0,0,1,1,0
0.0055999999999999999,0.39494103815597981,0.00058865029117293258,0.4067140439794385,54.682582434219782,0,0,0,0,0.0050000000000000001,0.0016666666666667667,0,0,0,1,1,0
0.0057000000000000002,0.40936921281256466,0.00062886687021368232,0.42194655021683825,57.002884030952742,0,0,0,0,0.0050000000000000001,0.0016666666666667667,0,0,0,1,1,0
0.0058000000000000005,0.42366206214459606,0.00067051962475516899,0.4370724546396994,59.290825480317714,0,0,0,0,0.0050000000000000001,0.0016666666666667667,0,0,0,1,1,0
0.0058999999999999999,0.43780494440615009,0.00071359428519909515,0.45207683011013189,61.542152974726882,0,0,0,0,0.0050000000000000001,0.0016666666666667667,0,0,0,1,1,0
0.0060000000000000001,0.45178336632142818,0.00075807513140005748,0.46694486894942921,63.752756655398464,0,0,0,0,0.0050000000000000001,0.0016666666666667667,0,0,0,1,1,0
