"time","medium.T","eta","lambda","s","cv","u","h","d"
0,243.15,0.166255011621965,0.396643904414743,-401.298339961673,3452.72336978534,-105223.338225435,-105128.341433779,1066.35180234913
0.000202,243.150202,0.16625187574544,0.396643892844538,-401.295513868955,3452.72406715223,-105222.640781927,-105127.643983588,1066.35172733239
0.000404,243.150404,0.166248739938123,0.396643881274338,-401.29268777804,3452.72476451907,-105221.943338278,-105126.946533256,1066.35165231549
0.000606,243.150606,0.166245604200012,0.396643869704142,-401.28986168893,3452.72546188584,-105221.245894488,-105126.249082783,1066.35157729841
0.000808,243.150808,0.166242468531107,0.396643858133951,-401.287035601623,3452.72615925254,-105220.548450557,-105125.551632169,1066.35150228117
0.00101,243.15101,0.166239332931404,0.396643846563764,-401.28420951612,3452.72685661919,-105219.851006485,-105124.854181414,1066.35142726375
0.001212,243.151212,0.166236197400902,0.396643834993581,-401.28138343242,3452.72755398577,-105219.153562273,-105124.156730519,1066.35135224616
0.001414,243.151414,0.166233061939599,0.396643823423402,-401.278557350524,3452.72825135229,-105218.45611792,-105123.459279483,1066.35127722841
0.001616,243.151616,0.166229926547495,0.396643811853228,-401.275731270431,3452.72894871875,-105217.758673426,-105122.761828305,1066.35120221048
0.001818,243.151818,0.166226791224586,0.396643800283058,-401.272905192142,3452.72964608515,-105217.061228791,-105122.064376987,1066.35112719238
0.00202,243.15202,0.166223655970872,0.396643788712892,-401.270079115657,3452.73034345148,-105216.363784015,-105121.366925528,1066.35105217412
0.002222,243.152222,0.16622052078635,0.39664377714273,-401.267253040975,3452.73104081775,-105215.666339098,-105120.669473929,1066.35097715568
0.002424,243.152424,0.16621738567102,0.396643765572573,-401.264426968096,3452.73173818396,-105214.96889404,-105119.972022188,1066.35090213707
0.002626,243.152626,0.166214250624879,0.39664375400242,-401.261600897022,3452.7324355501,-105214.271448842,-105119.274570306,1066.35082711829
0.002828,243.152828,0.166211115647925,0.396643742432272,-401.25877482775,3452.73313291618,-105213.574003503,-105118.577118284,1066.35075209934
0.00303,243.15303,0.166207980740156,0.396643730862128,-401.255948760283,3452.7338302822,-105212.876558023,-105117.879666121,1066.35067708023
0.003232,243.153232,0.166204845901571,0.396643719291988,-401.253122694619,3452.73452764816,-105212.179112402,-105117.182213817,1066.35060206094
0.003434,243.153434,0.166201711132169,0.396643707721852,-401.250296630758,3452.73522501406,-105211.48166664,-105116.484761372,1066.35052704148
0.003636,243.153636,0.166198576431947,0.396643696151721,-401.247470568701,3452.73592237989,-105210.784220737,-105115.787308786,1066.35045202185
0.003838,243.153838,0.166195441800905,0.396643684581594,-401.244644508448,3452.73661974566,-105210.086774693,-105115.089856059,1066.35037700205
0.00404,243.15404,0.166192307239039,0.396643673011471,-401.241818449998,3452.73731711136,-105209.389328509,-105114.392403191,1066.35030198208
0.004242,243.154242,0.166189172746349,0.396643661441352,-401.238992393352,3452.73801447701,-105208.691882184,-105113.694950183,1066.35022696194
0.004444,243.154444,0.166186038322833,0.396643649871238,-401.236166338509,3452.73871184259,-105207.994435718,-105112.997497033,1066.35015194163
0.004646,243.154646,0.166182903968487,0.396643638301128,-401.23334028547,3452.73940920811,-105207.296989111,-105112.300043743,1066.35007692115
0.004848,243.154848,0.166179769683313,0.396643626731023,-401.230514234234,3452.74010657357,-105206.599542363,-105111.602590312,1066.35000190049
0.00505,243.15505,0.166176635467307,0.396643615160921,-401.227688184802,3452.74080393896,-105205.902095474,-105110.90513674,1066.34992687967
0.005252,243.155252,0.166173501320468,0.396643603590824,-401.224862137174,3452.74150130429,-105205.204648445,-105110.207683027,1066.34985185868
0.005454,243.155454,0.166170367242794,0.396643592020732,-401.222036091349,3452.74219866956,-105204.507201275,-105109.510229174,1066.34977683752
0.005656,243.155656,0.166167233234284,0.396643580450643,-401.219210047327,3452.74289603477,-105203.809753963,-105108.812775179,1066.34970181619
0.005858,243.155858,0.166164099294934,0.396643568880559,-401.216384005109,3452.74359339991,-105203.112306511,-105108.115321044,1066.34962679468
0.00606,243.15606,0.166160965424746,0.396643557310479,-401.213557964695,3452.74429076499,-105202.414858918,-105107.417866767,1066.34955177301
0.006262,243.156262,0.166157831623714,0.396643545740404,-401.210731926084,3452.74498813001,-105201.717411185,-105106.72041235,1066.34947675117
0.006464,243.156464,0.166154697891839,0.396643534170333,-401.207905889277,3452.74568549497,-105201.01996331,-105106.022957792,1066.34940172915
0.006666,243.156666,0.166151564229119,0.396643522600266,-401.205079854273,3452.74638285986,-105200.322515294,-105105.325503093,1066.34932670697
0.006868,243.156868,0.166148430635552,0.396643511030203,-401.202253821072,3452.74708022469,-105199.625067138,-105104.628048253,1066.34925168462
0.00707,243.15707,0.166145297111137,0.396643499460145,-401.199427789675,3452.74777758946,-105198.927618841,-105103.930593273,1066.34917666209
0.007272,243.157272,0.166142163655872,0.396643487890091,-401.196601760082,3452.74847495417,-105198.230170403,-105103.233138151,1066.3491016394
0.007474,243.157474,0.166139030269753,0.396643476320041,-401.193775732292,3452.74917231881,-105197.532721824,-105102.535682889,1066.34902661653
0.007676,243.157676,0.166135896952781,0.396643464749996,-401.190949706306,3452.74986968339,-105196.835273104,-105101.838227486,1066.3489515935
0.007878,243.157878,0.166132763704953,0.396643453179955,-401.188123682123,3452.75056704791,-105196.137824244,-105101.140771942,1066.34887657029
0.00808,243.15808,0.166129630526268,0.396643441609918,-401.185297659744,3452.75126441237,-105195.440375242,-105100.443316257,1066.34880154692
0.008282,243.158282,0.166126497416725,0.396643430039885,-401.182471639168,3452.75196177676,-105194.7429261,-105099.745860431,1066.34872652337
0.008484,243.158484,0.166123364376319,0.396643418469857,-401.179645620395,3452.75265914109,-105194.045476817,-105099.048404464,1066.34865149966
0.008686,243.158686,0.166120231405053,0.396643406899833,-401.176819603427,3452.75335650536,-105193.348027393,-105098.350948356,1066.34857647577
0.008888,243.158888,0.166117098502921,0.396643395329813,-401.173993588261,3452.75405386956,-105192.650577828,-105097.653492108,1066.34850145171
0.00909,243.15909,0.166113965669924,0.396643383759798,-401.1711675749,3452.75475123371,-105191.953128123,-105096.956035719,1066.34842642749
0.009292,243.159292,0.16611083290606,0.396643372189787,-401.168341563341,3452.75544859779,-105191.255678276,-105096.258579189,1066.34835140309
0.009494,243.159494,0.166107700211326,0.39664336061978,-401.165515553586,3452.7561459618,-105190.558228289,-105095.561122517,1066.34827637852
0.009696,243.159696,0.16610456758572,0.396643349049778,-401.162689545635,3452.75684332576,-105189.86077816,-105094.863665706,1066.34820135378
0.009898,243.159898,0.166101435029242,0.39664333747978,-401.159863539486,3452.75754068965,-105189.163327891,-105094.166208753,1066.34812632887
0.0101,243.1601,0.16609830254189,0.396643325909786,-401.157037535142,3452.75823805348,-105188.465877481,-105093.468751659,1066.3480513038
0.010302,243.160302,0.166095170123661,0.396643314339796,-401.154211532601,3452.75893541725,-105187.768426931,-105092.771294425,1066.34797627855
0.010504,243.160504,0.166092037774554,0.396643302769811,-401.151385531863,3452.75963278096,-105187.070976239,-105092.073837049,1066.34790125313
0.010706,243.160706,0.166088905494567,0.39664329119983,-401.148559532929,3452.7603301446,-105186.373525406,-105091.376379533,1066.34782622754
0.010908,243.160908,0.1660857732837,0.396643279629853,-401.145733535798,3452.76102750818,-105185.676074433,-105090.678921876,1066.34775120178
0.01111,243.16111,0.166082641141949,0.396643268059881,-401.142907540471,3452.76172487169,-105184.978623319,-105089.981464078,1066.34767617585
0.011312,243.161312,0.166079509069313,0.396643256489913,-401.140081546947,3452.76242223515,-105184.281172064,-105089.284006139,1066.34760114975
0.011514,243.161514,0.166076377065791,0.396643244919949,-401.137255555227,3452.76311959854,-105183.583720668,-105088.586548059,1066.34752612348
0.011716,243.161716,0.16607324513138,0.39664323334999,-401.13442956531,3452.76381696187,-105182.886269131,-105087.889089839,1066.34745109704
0.011918,243.161918,0.166070113266079,0.396643221780034,-401.131603577196,3452.76451432514,-105182.188817454,-105087.191631477,1066.34737607043
0.01212,243.16212,0.166066981469887,0.396643210210083,-401.128777590886,3452.76521168834,-105181.491365635,-105086.494172975,1066.34730104365
0.012322,243.162322,0.166063849742801,0.396643198640137,-401.125951606379,3452.76590905148,-105180.793913676,-105085.796714332,1066.3472260167
0.012524,243.162524,0.166060718084821,0.396643187070195,-401.123125623676,3452.76660641456,-105180.096461576,-105085.099255548,1066.34715098958
0.012726,243.162726,0.166057586495944,0.396643175500257,-401.120299642777,3452.76730377758,-105179.399009335,-105084.401796623,1066.34707596228
0.012928,243.162928,0.166054454976167,0.396643163930323,-401.11747366368,3452.76800114053,-105178.701556953,-105083.704337557,1066.34700093482
0.01313,243.16313,0.166051323525491,0.396643152360393,-401.114647686387,3452.76869850343,-105178.00410443,-105083.00687835,1066.34692590719
0.013332,243.163332,0.166048192143912,0.396643140790468,-401.111821710897,3452.76939586626,-105177.306651767,-105082.309419003,1066.34685087939
0.013534,243.163534,0.166045060831429,0.396643129220547,-401.108995737211,3452.77009322902,-105176.609198962,-105081.611959514,1066.34677585141
0.013736,243.163736,0.166041929588041,0.396643117650631,-401.106169765329,3452.77079059173,-105175.911746017,-105080.914499885,1066.34670082327
0.013938,243.163938,0.166038798413747,0.396643106080719,-401.103343795249,3452.77148795437,-105175.214292931,-105080.217040115,1066.34662579496
0.01414,243.16414,0.166035667308543,0.396643094510811,-401.100517826974,3452.77218531695,-105174.516839704,-105079.519580204,1066.34655076647
0.014342,243.164342,0.166032536272429,0.396643082940907,-401.097691860501,3452.77288267946,-105173.819386336,-105078.822120152,1066.34647573782
0.014544,243.164544,0.166029405305402,0.396643071371008,-401.094865895832,3452.77358004192,-105173.121932827,-105078.124659959,1066.346400709
0.014746,243.164746,0.166026274407461,0.396643059801113,-401.092039932966,3452.77427740431,-105172.424479178,-105077.427199626,1066.34632568
0.014948,243.164948,0.166023143578605,0.396643048231222,-401.089213971904,3452.77497476664,-105171.727025387,-105076.729739151,1066.34625065084
0.01515,243.16515,0.16602001281883,0.396643036661336,-401.086388012645,3452.7756721289,-105171.029571456,-105076.032278536,1066.3461756215
0.015352,243.165352,0.166016882128137,0.396643025091453,-401.083562055189,3452.7763694911,-105170.332117384,-105075.33481778,1066.346100592
0.015554,243.165554,0.166013751506523,0.396643013521576,-401.080736099537,3452.77706685325,-105169.634663171,-105074.637356883,1066.34602556232
0.015756,243.165756,0.166010620953986,0.396643001951702,-401.077910145689,3452.77776421532,-105168.937208817,-105073.939895845,1066.34595053247
0.015958,243.165958,0.166007490470525,0.396642990381833,-401.075084193643,3452.77846157734,-105168.239754323,-105073.242434666,1066.34587550246
0.01616,243.16616,0.166004360056137,0.396642978811968,-401.072258243401,3452.77915893929,-105167.542299687,-105072.544973346,1066.34580047227
0.016362,243.166362,0.166001229710823,0.396642967242107,-401.069432294963,3452.77985630118,-105166.844844911,-105071.847511886,1066.34572544192
0.016564,243.166564,0.165998099434578,0.396642955672251,-401.066606348327,3452.78055366301,-105166.147389994,-105071.150050284,1066.34565041139
0.016766,243.166766,0.165994969227402,0.396642944102399,-401.063780403496,3452.78125102478,-105165.449934936,-105070.452588542,1066.34557538069
0.016968,243.166968,0.165991839089293,0.396642932532551,-401.060954460467,3452.78194838648,-105164.752479737,-105069.755126659,1066.34550034982
0.01717,243.16717,0.16598870902025,0.396642920962708,-401.058128519242,3452.78264574812,-105164.055024397,-105069.057664635,1066.34542531879
0.017372,243.167372,0.16598557902027,0.396642909392868,-401.05530257982,3452.7833431097,-105163.357568917,-105068.36020247,1066.34535028758
0.017574,243.167574,0.165982449089352,0.396642897823033,-401.052476642201,3452.78404047121,-105162.660113295,-105067.662740164,1066.3452752562
0.017776,243.167776,0.165979319227494,0.396642886253203,-401.049650706386,3452.78473783267,-105161.962657533,-105066.965277718,1066.34520022465
0.017978,243.167978,0.165976189434695,0.396642874683377,-401.046824772375,3452.78543519406,-105161.26520163,-105066.26781513,1066.34512519293
0.01818,243.16818,0.165973059710952,0.396642863113555,-401.043998840166,3452.78613255538,-105160.567745586,-105065.570352402,1066.34505016104
0.018382,243.168382,0.165969930056265,0.396642851543737,-401.041172909761,3452.78682991665,-105159.870289401,-105064.872889533,1066.34497512898
0.018584,243.168584,0.165966800470631,0.396642839973924,-401.03834698116,3452.78752727785,-105159.172833075,-105064.175426522,1066.34490009675
0.018786,243.168786,0.165963670954048,0.396642828404114,-401.035521054361,3452.78822463899,-105158.475376609,-105063.477963372,1066.34482506435
0.018988,243.168988,0.165960541506515,0.39664281683431,-401.032695129366,3452.78892200007,-105157.777920001,-105062.78050008,1066.34475003178
0.01919,243.16919,0.165957412128031,0.396642805264509,-401.029869206174,3452.78961936108,-105157.080463253,-105062.083036647,1066.34467499904
0.019392,243.169392,0.165954282818592,0.396642793694713,-401.027043284786,3452.79031672203,-105156.383006364,-105061.385573073,1066.34459996613
0.019594,243.169594,0.165951153578199,0.396642782124921,-401.024217365201,3452.79101408292,-105155.685549334,-105060.688109359,1066.34452493305
0.019796,243.169796,0.165948024406848,0.396642770555133,-401.021391447419,3452.79171144375,-105154.988092163,-105059.990645504,1066.3444498998
0.019998,243.169998,0.16594489530454,0.39664275898535,-401.018565531441,3452.79240880452,-105154.290634852,-105059.293181508,1066.34437486638
0.0202,243.1702,0.165941766271269,0.396642747415571,-401.015739617266,3452.79310616522,-105153.593177399,-105058.595717371,1066.34429983279
0.020402,243.170402,0.165938637307038,0.396642735845796,-401.012913704894,3452.79380352586,-105152.895719806,-105057.898253093,1066.34422479903
0.020604,243.170604,0.165935508411841,0.396642724276026,-401.010087794326,3452.79450088643,-105152.198262072,-105057.200788674,1066.34414976509
0.020806,243.170806,0.165932379585681,0.39664271270626,-401.007261885561,3452.79519824695,-105151.500804197,-105056.503324114,1066.34407473099
0.021008,243.171008,0.165929250828552,0.396642701136498,-401.004435978599,3452.7958956074,-105150.803346181,-105055.805859414,1066.34399969672
0.02121,243.17121,0.165926122140454,0.39664268956674,-401.00161007344,3452.79659296779,-105150.105888024,-105055.108394573,1066.34392466227
0.021412,243.171412,0.165922993521386,0.396642677996987,-400.998784170085,3452.79729032811,-105149.408429726,-105054.41092959,1066.34384962766
0.021614,243.171614,0.165919864971345,0.396642666427238,-400.995958268533,3452.79798768838,-105148.710971288,-105053.713464467,1066.34377459288
0.021816,243.171816,0.16591673649033,0.396642654857494,-400.993132368784,3452.79868504858,-105148.013512709,-105053.015999203,1066.34369955792
0.022018,243.172018,0.165913608078339,0.396642643287753,-400.990306470839,3452.79938240872,-105147.316053988,-105052.318533799,1066.3436245228
0.02222,243.17222,0.165910479735371,0.396642631718017,-400.987480574697,3452.80007976879,-105146.618595127,-105051.621068253,1066.34354948751
0.022422,243.172422,0.165907351461423,0.396642620148285,-400.984654680358,3452.80077712881,-105145.921136126,-105050.923602566,1066.34347445204
0.022624,243.172624,0.165904223256494,0.396642608578558,-400.981828787822,3452.80147448876,-105145.223676983,-105050.226136739,1066.34339941641
0.022826,243.172826,0.165901095120583,0.396642597008835,-400.97900289709,3452.80217184865,-105144.526217699,-105049.528670771,1066.3433243806
0.023028,243.173028,0.165897967053685,0.396642585439116,-400.976177008161,3452.80286920847,-105143.828758275,-105048.831204661,1066.34324934462
0.02323,243.17323,0.165894839055803,0.396642573869401,-400.973351121035,3452.80356656824,-105143.13129871,-105048.133738411,1066.34317430848
0.023432,243.173432,0.165891711126933,0.396642562299691,-400.970525235713,3452.80426392794,-105142.433839004,-105047.436272021,1066.34309927216
0.023634,243.173634,0.165888583267074,0.396642550729985,-400.967699352194,3452.80496128758,-105141.736379157,-105046.738805489,1066.34302423568
0.023836,243.173836,0.165885455476223,0.396642539160283,-400.964873470478,3452.80565864715,-105141.038919169,-105046.041338816,1066.34294919902
0.024038,243.174038,0.165882327754378,0.396642527590586,-400.962047590566,3452.80635600666,-105140.34145904,-105045.343872003,1066.34287416219
0.02424,243.17424,0.165879200101539,0.396642516020893,-400.959221712456,3452.80705336612,-105139.643998771,-105044.646405048,1066.3427991252
0.024442,243.174442,0.165876072517704,0.396642504451204,-400.95639583615,3452.8077507255,-105138.94653836,-105043.948937953,1066.34272408803
0.024644,243.174644,0.16587294500287,0.39664249288152,-400.953569961648,3452.80844808483,-105138.249077809,-105043.251470717,1066.34264905069
0.024846,243.174846,0.165869817557037,0.39664248131184,-400.950744088948,3452.80914544409,-105137.551617117,-105042.55400334,1066.34257401318
0.025048,243.175048,0.165866690180201,0.396642469742164,-400.947918218052,3452.80984280329,-105136.854156284,-105041.856535822,1066.3424989755
0.02525,243.17525,0.165863562872362,0.396642458172492,-400.945092348958,3452.81054016243,-105136.15669531,-105041.159068164,1066.34242393765
0.025452,243.175452,0.165860435633518,0.396642446602825,-400.942266481668,3452.8112375215,-105135.459234196,-105040.461600364,1066.34234889964
0.025654,243.175654,0.165857308463668,0.396642435033162,-400.939440616182,3452.81193488052,-105134.76177294,-105039.764132424,1066.34227386145
0.025856,243.175856,0.165854181362809,0.396642423463503,-400.936614752498,3452.81263223947,-105134.064311544,-105039.066664342,1066.34219882309
0.026058,243.176058,0.16585105433094,0.396642411893849,-400.933788890618,3452.81332959835,-105133.366850007,-105038.36919612,1066.34212378456
0.02626,243.17626,0.165847927368058,0.396642400324199,-400.930963030541,3452.81402695718,-105132.669388329,-105037.671727757,1066.34204874586
0.026462,243.176462,0.165844800474164,0.396642388754553,-400.928137172268,3452.81472431594,-105131.97192651,-105036.974259253,1066.34197370699
0.026664,243.176664,0.165841673649253,0.396642377184911,-400.925311315797,3452.81542167464,-105131.27446455,-105036.276790609,1066.34189866795
0.026866,243.176866,0.165838546893326,0.396642365615274,-400.92248546113,3452.81611903328,-105130.57700245,-105035.579321823,1066.34182362874
0.027068,243.177068,0.16583542020638,0.396642354045641,-400.919659608266,3452.81681639185,-105129.879540208,-105034.881852897,1066.34174858936
0.02727,243.17727,0.165832293588414,0.396642342476012,-400.916833757205,3452.81751375037,-105129.182077826,-105034.184383829,1066.3416735498
0.027472,243.177472,0.165829167039425,0.396642330906388,-400.914007907948,3452.81821110882,-105128.484615303,-105033.486914621,1066.34159851008
0.027674,243.177674,0.165826040559412,0.396642319336768,-400.911182060493,3452.8189084672,-105127.787152639,-105032.789445272,1066.34152347019
0.027876,243.177876,0.165822914148373,0.396642307767152,-400.908356214842,3452.81960582553,-105127.089689834,-105032.091975782,1066.34144843013
0.028078,243.178078,0.165819787806308,0.396642296197541,-400.905530370994,3452.82030318379,-105126.392226889,-105031.394506151,1066.3413733899
0.02828,243.17828,0.165816661533213,0.396642284627934,-400.902704528949,3452.82100054199,-105125.694763802,-105030.69703638,1066.34129834949
0.028482,243.178482,0.165813535329087,0.396642273058331,-400.899878688708,3452.82169790012,-105124.997300575,-105029.999566467,1066.34122330892
0.028684,243.178684,0.165810409193928,0.396642261488732,-400.897052850269,3452.8223952582,-105124.299837206,-105029.302096414,1066.34114826818
0.028886,243.178886,0.165807283127736,0.396642249919138,-400.894227013634,3452.82309261621,-105123.602373697,-105028.604626219,1066.34107322726
0.029088,243.179088,0.165804157130507,0.396642238349548,-400.891401178802,3452.82378997416,-105122.904910047,-105027.907155884,1066.34099818618
0.02929,243.17929,0.165801031202241,0.396642226779962,-400.888575345773,3452.82448733205,-105122.207446257,-105027.209685408,1066.34092314493
0.029492,243.179492,0.165797905342936,0.396642215210381,-400.885749514547,3452.82518468987,-105121.509982325,-105026.512214791,1066.3408481035
0.029694,243.179694,0.165794779552588,0.396642203640804,-400.882923685125,3452.82588204763,-105120.812518253,-105025.814744033,1066.34077306191
0.029896,243.179896,0.165791653831199,0.396642192071231,-400.880097857506,3452.82657940533,-105120.115054039,-105025.117273135,1066.34069802014
0.030098,243.180098,0.165788528178765,0.396642180501663,-400.87727203169,3452.82727676297,-105119.417589685,-105024.419802095,1066.34062297821
0.0303,243.1803,0.165785402595285,0.396642168932099,-400.874446207677,3452.82797412054,-105118.72012519,-105023.722330915,1066.3405479361
0.030502,243.180502,0.165782277080757,0.396642157362539,-400.871620385466,3452.82867147805,-105118.022660554,-105023.024859594,1066.34047289383
0.030704,243.180704,0.165779151635179,0.396642145792983,-400.86879456506,3452.8293688355,-105117.325195778,-105022.327388132,1066.34039785138
0.030906,243.180906,0.16577602625855,0.396642134223432,-400.865968746457,3452.83006619288,-105116.62773086,-105021.629916529,1066.34032280877
0.031108,243.181108,0.165772900950867,0.396642122653885,-400.863142929657,3452.83076355021,-105115.930265802,-105020.932444785,1066.34024776598
0.03131,243.18131,0.16576977571213,0.396642111084342,-400.86031711466,3452.83146090747,-105115.232800602,-105020.2349729,1066.34017272302
0.031512,243.181512,0.165766650542336,0.396642099514804,-400.857491301466,3452.83215826467,-105114.535335262,-105019.537500875,1066.3400976799
0.031714,243.181714,0.165763525441484,0.39664208794527,-400.854665490074,3452.8328556218,-105113.837869781,-105018.840028708,1066.3400226366
0.031916,243.181916,0.165760400409572,0.39664207637574,-400.851839680487,3452.83355297888,-105113.140404159,-105018.142556401,1066.33994759313
0.032118,243.182118,0.165757275446599,0.396642064806214,-400.849013872702,3452.83425033589,-105112.442938397,-105017.445083953,1066.33987254949
0.03232,243.18232,0.165754150552561,0.396642053236693,-400.846188066721,3452.83494769283,-105111.745472493,-105016.747611364,1066.33979750569
0.032522,243.182522,0.165751025727459,0.396642041667176,-400.843362262543,3452.83564504972,-105111.048006449,-105016.050138634,1066.33972246171
0.032724,243.182724,0.16574790097129,0.396642030097664,-400.840536460167,3452.83634240654,-105110.350540264,-105015.352665763,1066.33964741756
0.032926,243.182926,0.165744776284052,0.396642018528155,-400.837710659595,3452.8370397633,-105109.653073938,-105014.655192752,1066.33957237324
0.033128,243.183128,0.165741651665745,0.396642006958651,-400.834884860826,3452.83773712,-105108.955607471,-105013.957719599,1066.33949732875
0.03333,243.18333,0.165738527116364,0.396641995389152,-400.832059063861,3452.83843447664,-105108.258140863,-105013.260246306,1066.33942228409
0.033532,243.183532,0.165735402635911,0.396641983819656,-400.829233268698,3452.83913183321,-105107.560674114,-105012.562772872,1066.33934723926
0.033734,243.183734,0.165732278224382,0.396641972250165,-400.826407475338,3452.83982918972,-105106.863207225,-105011.865299297,1066.33927219426
0.033936,243.183936,0.165729153881775,0.396641960680678,-400.823581683782,3452.84052654617,-105106.165740195,-105011.167825581,1066.33919714909
0.034138,243.184138,0.165726029608091,0.396641949111196,-400.820755894029,3452.84122390255,-105105.468273023,-105010.470351724,1066.33912210375
0.03434,243.18434,0.165722905403326,0.396641937541717,-400.817930106079,3452.84192125887,-105104.770805711,-105009.772877726,1066.33904705824
0.034542,243.184542,0.165719781267478,0.396641925972244,-400.815104319932,3452.84261861513,-105104.073338259,-105009.075403588,1066.33897201256
0.034744,243.184744,0.165716657200547,0.396641914402774,-400.812278535588,3452.84331597133,-105103.375870665,-105008.377929309,1066.33889696671
0.034946,243.184946,0.165713533202529,0.396641902833309,-400.809452753047,3452.84401332746,-105102.67840293,-105007.680454888,1066.33882192069
0.035148,243.185148,0.165710409273424,0.396641891263847,-400.806626972309,3452.84471068354,-105101.980935055,-105006.982980327,1066.33874687449
0.03535,243.18535,0.165707285413231,0.396641879694391,-400.803801193375,3452.84540803955,-105101.283467039,-105006.285505625,1066.33867182813
0.035552,243.185552,0.165704161621946,0.396641868124938,-400.800975416243,3452.84610539549,-105100.585998881,-105005.588030782,1066.3385967816
0.035754,243.185754,0.165701037899569,0.39664185655549,-400.798149640914,3452.84680275138,-105099.888530583,-105004.890555799,1066.3385217349
0.035956,243.185956,0.165697914246097,0.396641844986046,-400.795323867389,3452.8475001072,-105099.191062145,-105004.193080674,1066.33844668802
0.036158,243.186158,0.16569479066153,0.396641833416607,-400.792498095667,3452.84819746296,-105098.493593565,-105003.495605408,1066.33837164098
0.03636,243.18636,0.165691667145865,0.396641821847171,-400.789672325748,3452.84889481866,-105097.796124845,-105002.798130002,1066.33829659377
0.036562,243.186562,0.1656885436991,0.39664181027774,-400.786846557632,3452.84959217429,-105097.098655983,-105002.100654455,1066.33822154638
0.036764,243.186764,0.165685420321234,0.396641798708314,-400.784020791319,3452.85028952986,-105096.401186981,-105001.403178767,1066.33814649883
0.036966,243.186966,0.165682297012267,0.396641787138891,-400.781195026808,3452.85098688537,-105095.703717838,-105000.705702938,1066.33807145111
0.037168,243.187168,0.165679173772193,0.396641775569473,-400.778369264101,3452.85168424082,-105095.006248554,-105000.008226968,1066.33799640321
0.03737,243.18737,0.165676050601014,0.39664176400006,-400.775543503198,3452.8523815962,-105094.308779129,-104999.310750858,1066.33792135515
0.037572,243.187572,0.165672927498727,0.39664175243065,-400.772717744097,3452.85307895152,-105093.611309564,-104998.613274606,1066.33784630691
0.037774,243.187774,0.16566980446533,0.396641740861245,-400.769891986799,3452.85377630678,-105092.913839857,-104997.915798214,1066.33777125851
0.037976,243.187976,0.165666681500822,0.396641729291844,-400.767066231305,3452.85447366198,-105092.21637001,-104997.21832168,1066.33769620993
0.038178,243.188178,0.165663558605201,0.396641717722447,-400.764240477613,3452.85517101711,-105091.518900022,-104996.520845006,1066.33762116118
0.03838,243.18838,0.165660435778465,0.396641706153055,-400.761414725724,3452.85586837218,-105090.821429893,-104995.823368191,1066.33754611227
0.038582,243.188582,0.165657313020612,0.396641694583667,-400.758588975639,3452.85656572719,-105090.123959623,-104995.125891236,1066.33747106318
0.038784,243.188784,0.165654190331641,0.396641683014283,-400.755763227357,3452.85726308213,-105089.426489212,-104994.428414139,1066.33739601393
0.038986,243.188986,0.165651067711549,0.396641671444904,-400.752937480877,3452.85796043702,-105088.729018661,-104993.730936901,1066.3373209645
0.039188,243.189188,0.165647945160338,0.396641659875529,-400.750111736201,3452.85865779184,-105088.031547968,-104993.033459523,1066.3372459149
0.03939,243.18939,0.165644822678001,0.396641648306158,-400.747285993328,3452.8593551466,-105087.334077135,-104992.335982003,1066.33717086513
0.039592,243.189592,0.165641700264541,0.396641636736791,-400.744460252257,3452.86005250129,-105086.636606161,-104991.638504343,1066.3370958152
0.039794,243.189794,0.165638577919953,0.396641625167429,-400.74163451299,3452.86074985593,-105085.939135046,-104990.941026542,1066.33702076509
